Time,_dummy,_derdummy,EventIndicator_0_,EventIndicator_1_,Step_0Time,Step_0Y0,Step_0YFinal,SineWave_0Amp,SineWave_0Bias,SineWave_0Freq,SineWave_0Phase,SineWave6_0Amp,SineWave6_0Bias,SineWave6_0Freq,SineWave6_0Phase,SineWave1_0Amp,SineWave1_0Bias,SineWave1_0Freq,SineWave1_0Phase,Step2_0Time,Step2_0Y0,Step2_0YFinal,SineWave3_0Amp,SineWave3_0Bias,SineWave3_0Freq,SineWave3_0Hsin,SineWave3_0HCos,SineWave3_0PSin,SineWave3_0PCos,SineWave4_0Amp,SineWave4_0Bias,SineWave4_0Freq,SineWave4_0Phase,Step3_0Time,Step3_0Y0,Step3_0YFinal,SineWave5_0Amp,SineWave5_0Bias,SineWave5_0Freq,SineWave5_0Hsin,SineWave5_0HCos,SineWave5_0PSin,SineWave5_0PCos,SineWave7_0Amp,SineWave7_0Bias,SineWave7_0Freq,SineWave7_0Hsin,SineWave7_0HCos,SineWave7_0PSin,SineWave7_0PCos,WeightedSampleTime_0WtEt,Constant6_0Value,Constant4_0Value,Constant5_0Value,Out1_1_,Out1_2_,Out2,Out3,Out4,Out5,Out6_1_,Out6_2_,Out6_3_,Out6_4_,Out6_5_,Out6_6_,Out7,Out8_1_,Out8_2_,Out9,Out10,Out11,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
4.9,1,0,3.9,3.9,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.982453,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.982453,1,-0.991869,-0.196491,6,0,1,0,3
4.92,1,0,3.92,3.92,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.978526,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.978526,1,-0.991869,-0.196491,6,0,1,0,3
4.94,1,0,3.94,3.94,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.974208,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.974208,1,-0.991869,-0.196491,6,0,1,0,3
4.96,1,0,3.96,3.96,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.969501,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.969501,1,-0.991869,-0.196491,6,0,1,0,3
4.98,1,0,3.98,3.98,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.964405,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.964405,1,-0.991869,-0.196491,6,0,1,0,3
5,1,0,4,4,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.958924,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.958924,1,-0.991869,-0.191785,6,0,1,0,3
5,1,0,4,4,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.958924,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.958924,1,-0.991869,-0.191785,6,0,1,0,3
5.02,1,0,4.02,4.02,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.95306,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.95306,1,-0.991869,-0.191785,6,0,1,0,3
5.04,1,0,4.04,4.04,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.946814,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.946814,1,-0.991869,-0.191785,6,0,1,0,3
5.06,1,0,4.06,4.06,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.940189,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.940189,1,-0.940189,-0.191785,6,0,1,0,3
5.06,1,0,4.06,4.06,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.940189,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.940189,1,-0.940189,-0.191785,6,0,1,0,3
5.08,1,0,4.08,4.08,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.933189,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.933189,1,-0.940189,-0.191785,6,0,1,0,3
5.1,1,0,4.1,4.1,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.925815,-12,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.925815,1,-0.940189,-0.185163,6,0,1,0,3
5.1,1,0,4.1,4.1,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.925815,-12,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.925815,1,-0.940189,-0.185163,6,0,1,0,3
5.12,1,0,4.12,4.12,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.91807,-12,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.91807,1,-0.940189,-0.185163,6,0,1,0,3
5.14,1,0,4.14,4.14,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.909959,-11,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.909959,1,-0.940189,-0.185163,6,0,1,0,3
5.16,1,0,4.16,4.16,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.901484,-11,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.901484,1,-0.940189,-0.185163,6,0,1,0,3
5.18,1,0,4.18,4.18,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.892648,-11,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.892648,1,-0.940189,-0.185163,6,0,1,0,3
5.2,1,0,4.2,4.2,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.883455,-11,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.883455,1,-0.940189,-0.176691,6,0,1,0,3
5.2,1,0,4.2,4.2,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.883455,-11,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.883455,1,-0.940189,-0.176691,6,0,1,0,3
5.22,1,0,4.22,4.22,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.873908,-11,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.873908,1,-0.940189,-0.176691,6,0,1,0,3
5.24,1,0,4.24,4.24,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.864012,-11,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.864012,1,-0.940189,-0.176691,6,0,1,0,3
5.26,1,0,4.26,4.26,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.853771,-11,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.853771,1,-0.940189,-0.176691,6,0,1,0,3
5.28,1,0,4.28,4.28,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.843188,-11,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.843188,1,-0.843188,-0.176691,6,0,1,0,3
5.28,1,0,4.28,4.28,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.843188,-11,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.843188,1,-0.843188,-0.176691,6,0,1,0,3
5.3,1,0,4.3,4.3,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.832267,-10,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.832267,1,-0.843188,-0.166453,6,0,1,0,3
5.3,1,0,4.3,4.3,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.832267,-10,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.832267,1,-0.843188,-0.166453,6,0,1,0,3
5.32,1,0,4.32,4.32,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.821014,-10,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.821014,1,-0.843188,-0.166453,6,0,1,0,3
5.34,1,0,4.34,4.34,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.809433,-10,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.809433,1,-0.843188,-0.166453,6,0,1,0,3
5.36,1,0,4.36,4.36,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.797527,-10,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.797527,1,-0.843188,-0.166453,6,0,1,0,3
5.38,1,0,4.38,4.38,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.785303,-10,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.785303,1,-0.843188,-0.166453,6,0,1,0,3
5.4,1,0,4.4,4.4,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.772765,-10,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.772765,1,-0.843188,-0.154553,6,0,1,0,3
5.4,1,0,4.4,4.4,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.772765,-10,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.772765,1,-0.843188,-0.154553,6,0,1,0,3
5.42,1,0,4.42,4.42,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.759917,-10,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.759917,1,-0.843188,-0.154553,6,0,1,0,3
5.44,1,0,4.44,4.44,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.746765,-9,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.746765,1,-0.843188,-0.154553,6,0,1,0,3
5.46,1,0,4.46,4.46,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.733315,-9,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.733315,1,-0.843188,-0.154553,6,0,1,0,3
5.48,1,0,4.48,4.48,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.719572,-9,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.719572,1,-0.843188,-0.154553,6,0,1,0,3
5.5,1,0,4.5,4.5,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.70554,-9,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.70554,1,-0.70554,-0.141108,6,0,1,0,3
5.5,1,0,4.5,4.5,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.70554,-9,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.70554,1,-0.70554,-0.141108,6,0,1,0,3
5.52,1,0,4.52,4.52,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.691227,-9,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.691227,1,-0.70554,-0.141108,6,0,1,0,3
5.54,1,0,4.54,4.54,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.676637,-9,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.676637,1,-0.70554,-0.141108,6,0,1,0,3
5.56,1,0,4.56,4.56,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.661776,-8,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.661776,1,-0.70554,-0.141108,6,0,1,0,3
5.58,1,0,4.58,4.58,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.646651,-8,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.646651,1,-0.70554,-0.141108,6,0,1,0,3
5.6,1,0,4.6,4.6,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.631267,-8,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.631267,1,-0.70554,-0.126253,6,0,1,0,3
5.6,1,0,4.6,4.6,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.631267,-8,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.631267,1,-0.70554,-0.126253,6,0,1,0,3
5.62,1,0,4.62,4.62,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.61563,-8,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.61563,1,-0.70554,-0.126253,6,0,1,0,3
5.64,1,0,4.64,4.64,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.599747,-8,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.599747,1,-0.70554,-0.126253,6,0,1,0,3
5.66,1,0,4.66,4.66,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.583625,-8,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.583625,1,-0.70554,-0.126253,6,0,1,0,3
5.68,1,0,4.68,4.68,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.567269,-7,-1,12,12,1,0.1,0,0,1,0,-0.772765,-0.567269,1,-0.70554,-0.126253,6,0,1,0,3
5.7,1,0,4.7,4.7,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.550686,-7,-1,12,12,1,0.1,0,0,1,0,-0.550686,-0.550686,1,-0.70554,-0.110137,6,0,1,0,3
5.7,1,0,4.7,4.7,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.550686,-7,-1,12,12,1,0.1,0,0,1,0,-0.550686,-0.550686,1,-0.70554,-0.110137,6,0,1,0,3
5.72,1,0,4.72,4.72,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.533882,-7,-1,12,12,1,0.1,0,0,1,0,-0.550686,-0.533882,1,-0.533882,-0.110137,6,0,1,0,3
5.72,1,0,4.72,4.72,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.533882,-7,-1,12,12,1,0.1,0,0,1,0,-0.550686,-0.533882,1,-0.533882,-0.110137,6,0,1,0,3
5.74,1,0,4.74,4.74,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.516865,-7,-1,12,12,1,0.1,0,0,1,0,-0.550686,-0.516865,1,-0.533882,-0.110137,6,0,1,0,3
5.76,1,0,4.76,4.76,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.499642,-6,-1,12,12,1,0.1,0,0,1,0,-0.550686,-0.499642,1,-0.533882,-0.110137,6,0,1,0,3
5.78,1,0,4.78,4.78,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.482218,-6,-1,12,12,1,0.1,0,0,1,0,-0.550686,-0.482218,1,-0.533882,-0.110137,6,0,1,0,3
5.8,1,0,4.8,4.8,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.464602,-6,-1,12,12,1,0.1,0,0,1,0,-0.550686,-0.464602,1,-0.533882,-0.0929204,6,0,1,0,3
