Time,_dummy,_derdummy,EventIndicator_0_,EventIndicator_1_,Step_0Time,Step_0Y0,Step_0YFinal,SineWave_0Amp,SineWave_0Bias,SineWave_0Freq,SineWave_0Phase,SineWave6_0Amp,SineWave6_0Bias,SineWave6_0Freq,SineWave6_0Phase,SineWave1_0Amp,SineWave1_0Bias,SineWave1_0Freq,SineWave1_0Phase,Step2_0Time,Step2_0Y0,Step2_0YFinal,SineWave3_0Amp,SineWave3_0Bias,SineWave3_0Freq,SineWave3_0Hsin,SineWave3_0HCos,SineWave3_0PSin,SineWave3_0PCos,SineWave4_0Amp,SineWave4_0Bias,SineWave4_0Freq,SineWave4_0Phase,Step3_0Time,Step3_0Y0,Step3_0YFinal,SineWave5_0Amp,SineWave5_0Bias,SineWave5_0Freq,SineWave5_0Hsin,SineWave5_0HCos,SineWave5_0PSin,SineWave5_0PCos,SineWave7_0Amp,SineWave7_0Bias,SineWave7_0Freq,SineWave7_0Hsin,SineWave7_0HCos,SineWave7_0PSin,SineWave7_0PCos,WeightedSampleTime_0WtEt,Constant6_0Value,Constant4_0Value,Constant5_0Value,Out1_1_,Out1_2_,Out2,Out3,Out4,Out5,Out6_1_,Out6_2_,Out6_3_,Out6_4_,Out6_5_,Out6_6_,Out7,Out8_1_,Out8_2_,Out9,Out10,Out11,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
0.4,1,0,-0.6,-0.6,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.389418,4,0,12,12,1,0.1,0,0,1,0,0.29552,0.389418,0,0.21823,0.0778837,6,0,1,0,3
0.4,1,0,-0.6,-0.6,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.389418,4,0,12,12,1,0.1,0,0,1,0,0.29552,0.389418,0,0.21823,0.0778837,6,0,1,0,3
0.42,1,0,-0.58,-0.58,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.40776,4,0,12,12,1,0.1,0,0,1,0,0.29552,0.40776,0,0.21823,0.0778837,6,0,1,0,3
0.44,1,0,-0.56,-0.56,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.425939,5,0,12,12,1,0.1,0,0,1,0,0.29552,0.425939,0,0.425939,0.0778837,6,0,1,0,3
0.44,1,0,-0.56,-0.56,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.425939,5,0,12,12,1,0.1,0,0,1,0,0.29552,0.425939,0,0.425939,0.0778837,6,0,1,0,3
0.46,1,0,-0.54,-0.54,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.443948,5,0,12,12,1,0.1,0,0,1,0,0.29552,0.443948,0,0.425939,0.0778837,6,0,1,0,3
0.48,1,0,-0.52,-0.52,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.461779,5,0,12,12,1,0.1,0,0,1,0,0.29552,0.461779,0,0.425939,0.0778837,6,0,1,0,3
0.5,1,0,-0.5,-0.5,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.479426,5,0,12,12,1,0.1,0,0,1,0,0.29552,0.479426,0,0.425939,0.0958851,6,0,1,0,3
0.5,1,0,-0.5,-0.5,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.479426,5,0,12,12,1,0.1,0,0,1,0,0.29552,0.479426,0,0.425939,0.0958851,6,0,1,0,3
0.52,1,0,-0.48,-0.48,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.49688,5,0,12,12,1,0.1,0,0,1,0,0.29552,0.49688,0,0.425939,0.0958851,6,0,1,0,3
0.54,1,0,-0.46,-0.46,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.514136,6,0,12,12,1,0.1,0,0,1,0,0.29552,0.514136,0,0.425939,0.0958851,6,0,1,0,3
0.56,1,0,-0.44,-0.44,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.531186,6,0,12,12,1,0.1,0,0,1,0,0.29552,0.531186,0,0.425939,0.0958851,6,0,1,0,3
0.58,1,0,-0.42,-0.42,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.548024,6,0,12,12,1,0.1,0,0,1,0,0.29552,0.548024,0,0.425939,0.0958851,6,0,1,0,3
0.6,1,0,-0.4,-0.4,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.564642,6,0,12,12,1,0.1,0,0,1,0,0.564642,0.564642,0,0.425939,0.112928,6,0,1,0,3
0.6,1,0,-0.4,-0.4,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.564642,6,0,12,12,1,0.1,0,0,1,0,0.564642,0.564642,0,0.425939,0.112928,6,0,1,0,3
0.62,1,0,-0.38,-0.38,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.581035,6,0,12,12,1,0.1,0,0,1,0,0.564642,0.581035,0,0.425939,0.112928,6,0,1,0,3
0.64,1,0,-0.36,-0.36,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.597195,7,0,12,12,1,0.1,0,0,1,0,0.564642,0.597195,0,0.425939,0.112928,6,0,1,0,3
0.66,1,0,-0.34,-0.34,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.613117,7,0,12,12,1,0.1,0,0,1,0,0.564642,0.613117,0,0.613117,0.112928,6,0,1,0,3
0.66,1,0,-0.34,-0.34,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.613117,7,0,12,12,1,0.1,0,0,1,0,0.564642,0.613117,0,0.613117,0.112928,6,0,1,0,3
0.68,1,0,-0.32,-0.32,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.628793,7,0,12,12,1,0.1,0,0,1,0,0.564642,0.628793,0,0.613117,0.112928,6,0,1,0,3
0.7,1,0,-0.3,-0.3,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.644218,7,0,12,12,1,0.1,0,0,1,0,0.564642,0.644218,0,0.613117,0.128844,6,0,1,0,3
0.7,1,0,-0.3,-0.3,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.644218,7,0,12,12,1,0.1,0,0,1,0,0.564642,0.644218,0,0.613117,0.128844,6,0,1,0,3
0.72,1,0,-0.28,-0.28,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.659385,7,0,12,12,1,0.1,0,0,1,0,0.564642,0.659385,0,0.613117,0.128844,6,0,1,0,3
0.74,1,0,-0.26,-0.26,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.674288,8,0,12,12,1,0.1,0,0,1,0,0.564642,0.674288,0,0.613117,0.128844,6,0,1,0,3
0.76,1,0,-0.24,-0.24,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.688921,8,0,12,12,1,0.1,0,0,1,0,0.564642,0.688921,0,0.613117,0.128844,6,0,1,0,3
0.78,1,0,-0.22,-0.22,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.703279,8,0,12,12,1,0.1,0,0,1,0,0.564642,0.703279,0,0.613117,0.128844,6,0,1,0,3
0.8,1,0,-0.2,-0.2,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.717356,8,0,12,12,1,0.1,0,0,1,0,0.564642,0.717356,0,0.613117,0.143471,6,0,1,0,3
0.8,1,0,-0.2,-0.2,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.717356,8,0,12,12,1,0.1,0,0,1,0,0.564642,0.717356,0,0.613117,0.143471,6,0,1,0,3
0.82,1,0,-0.18,-0.18,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.731146,8,0,12,12,1,0.1,0,0,1,0,0.564642,0.731146,0,0.613117,0.143471,6,0,1,0,3
0.84,1,0,-0.16,-0.16,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.744643,8,0,12,12,1,0.1,0,0,1,0,0.564642,0.744643,0,0.613117,0.143471,6,0,1,0,3
0.86,1,0,-0.14,-0.14,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,0,0.757843,9,0,12,12,1,0.1,0,0,1,0,0.564642,0.757843,0,0.613117,0.143471,6,0,1,0,3
