"time","freqHz","T2","clutch1_phi_0rel","clutch1_w_0rel","clutch2_phi_0rel","clutch2_w_0rel","clutch3_phi_0rel","clutch3_w_0rel","J1_phi","J1_w"
0.126,0.2,0.4,-1.14878,-8.02644,-0.0792163,-1.25481,0,0,1.22799,9.28125
0.129,0.2,0.4,-1.17272,-7.94475,-0.0830251,-1.28443,0,0,1.25575,9.22919
0.132,0.2,0.4,-1.19642,-7.86133,-0.0869227,-1.31403,0,0,1.28335,9.17536
0.135,0.2,0.4,-1.21987,-7.77645,-0.0909091,-1.34361,0,0,1.31078,9.12006
0.138,0.2,0.4,-1.24306,-7.69041,-0.0949842,-1.37318,0,0,1.33805,9.06359
0.141,0.2,0.4,-1.266,-7.60316,-0.099148,-1.40272,0,0,1.36515,9.00588
0.144,0.2,0.4,-1.28868,-7.5152,-0.1034,-1.43225,0,0,1.39208,8.94745
0.147,0.2,0.4,-1.31109,-7.4266,-0.107741,-1.46175,0,0,1.41883,8.88835
0.15,0.2,0.4,-1.33324,-7.3378,-0.112171,-1.49123,0,0,1.44541,8.82904
0.153,0.2,0.4,-1.35512,-7.24902,-0.116689,-1.52069,0,0,1.47181,8.76972
0.156,0.2,0.4,-1.37674,-7.16054,-0.121295,-1.55014,0,0,1.49803,8.71068
0.159,0.2,0.4,-1.3981,-7.07259,-0.125989,-1.57955,0,0,1.52409,8.65214
0.162,0.2,0.4,-1.41919,-6.98543,-0.130772,-1.60895,0,0,1.54996,8.59438
0.165,0.2,0.4,-1.44002,-6.89935,-0.135643,-1.63833,0,0,1.57566,8.53767
0.168,0.2,0.4,-1.4606,-6.81455,-0.140602,-1.66768,0,0,1.6012,8.48223
0.171,0.2,0.4,-1.48092,-6.73129,-0.145649,-1.697,0,0,1.62657,8.42829
0.174,0.2,0.4,-1.501,-6.64982,-0.150784,-1.72631,0,0,1.65179,8.37613
0.177,0.2,0.4,-1.52084,-6.57032,-0.156007,-1.75558,0,0,1.67684,8.3259
0.18,0.2,0.4,-1.54044,-6.49292,-0.161318,-1.78484,0,0,1.70175,8.27775
0.183,0.2,0.4,-1.55981,-6.41788,-0.166716,-1.81407,0,0,1.72652,8.23195
0.186,0.2,0.4,-1.57896,-6.34535,-0.172202,-1.84327,0,0,1.75116,8.18862
0.189,0.2,0.4,-1.59789,-6.27533,-0.177775,-1.87245,0,0,1.77567,8.14777
0.192,0.2,0.4,-1.61662,-6.20805,-0.183437,-1.9016,0,0,1.80006,8.10964
0.193781,0.2,0.4,-1.62764,-6.16947,-0.186838,-1.91889,0,0,1.81448,8.08836
0.193781,0.2,0.4,-1.62764,-6.16947,-0.186838,-1.91889,0,0,1.81448,8.08836
0.195,0.2,0.4,-1.63515,-6.14367,-0.189185,-1.93072,0,0,1.82433,8.07439
0.196908,0.2,0.4,-1.64684,-6.10423,-0.192887,-1.94923,0,0,1.83972,8.05346
0.196908,0.2,0.4,-1.64684,-6.10423,-0.192887,-1.94923,0,0,1.83972,8.05346
0.198,0.2,0.4,-1.65349,-6.08219,-0.195021,-1.95982,0,0,1.84851,8.04201
0.201,0.2,0.4,-1.67165,-6.02358,-0.200944,-1.98888,0,0,1.87259,8.01247
0.204,0.2,0.4,-1.68964,-5.96785,-0.206954,-2.01792,0,0,1.89659,7.98577
0.207,0.2,0.4,-1.70747,-5.91493,-0.213051,-2.04693,0,0,1.92052,7.96187
0.21,0.2,0.4,-1.72516,-5.86473,-0.219235,-2.07592,0,0,1.94439,7.94065
0.213,0.2,0.4,-1.7427,-5.81728,-0.225506,-2.10487,0,0,1.9682,7.92215
0.216,0.2,0.4,-1.7601,-5.77241,-0.231864,-2.13379,0,0,1.99196,7.9062
0.219,0.2,0.4,-1.77738,-5.72989,-0.238308,-2.16268,0,0,2.01569,7.89257
0.222,0.2,0.4,-1.79453,-5.68988,-0.24484,-2.19154,0,0,2.03936,7.88142
0.225,0.2,0.4,-1.81155,-5.65206,-0.251457,-2.22037,0,0,2.06301,7.87243
0.228,0.2,0.4,-1.82848,-5.616,-0.258161,-2.24917,0,0,2.08664,7.86517
0.231,0.2,0.4,-1.84529,-5.58201,-0.264952,-2.27794,0,0,2.11024,7.85995
0.234,0.2,0.4,-1.862,-5.54968,-0.271828,-2.30667,0,0,2.13383,7.85635
0.237,0.2,0.4,-1.87862,-5.51852,-0.278791,-2.33537,0,0,2.15741,7.8539
0.24,0.2,0.4,-1.89514,-5.48889,-0.28584,-2.36404,0,0,2.18098,7.85294
0.243,0.2,0.4,-1.91157,-5.45998,-0.292975,-2.39268,0,0,2.20455,7.85266
0.246,0.2,0.4,-1.92791,-5.43182,-0.300196,-2.42128,0,0,2.22811,7.8531
0.249,0.2,0.4,-1.94417,-5.40426,-0.307502,-2.44985,0,0,2.25167,7.85411
0.252,0.2,0.4,-1.96035,-5.37669,-0.314894,-2.47838,0,0,2.27524,7.85507
0.255,0.2,0.4,-1.97644,-5.34928,-0.322372,-2.50688,0,0,2.29881,7.85616
0.258,0.2,0.4,-1.99244,-5.32123,-0.329935,-2.53534,0,0,2.32238,7.85657
0.261,0.2,0.4,-2.00837,-5.29284,-0.337584,-2.56376,0,0,2.34595,7.85661
0.264,0.2,0.4,-2.0242,-5.26337,-0.345318,-2.59215,0,0,2.36952,7.85552
0.267,0.2,0.4,-2.03994,-5.23302,-0.353137,-2.62051,0,0,2.39308,7.85353
0.27,0.2,0.4,-2.05559,-5.20113,-0.361041,-2.64882,0,0,2.41663,7.84995
0.273,0.2,0.4,-2.07114,-5.16784,-0.369029,-2.6771,0,0,2.44017,7.84494
0.276,0.2,0.4,-2.08659,-5.13262,-0.377103,-2.70534,0,0,2.46369,7.83796
0.279,0.2,0.4,-2.10193,-5.09557,-0.385261,-2.73354,0,0,2.48719,7.82911
0.282,0.2,0.4,-2.11715,-5.05626,-0.393504,-2.76171,0,0,2.51066,7.81797
0.285,0.2,0.4,-2.13226,-5.01481,-0.401831,-2.78983,0,0,2.53409,7.80464
0.288,0.2,0.4,-2.14723,-4.97092,-0.410243,-2.81792,0,0,2.55748,7.78884
0.291,0.2,0.4,-2.16208,-4.92454,-0.418739,-2.84596,0,0,2.58081,7.7705
0.294,0.2,0.4,-2.17677,-4.87556,-0.427318,-2.87397,0,0,2.60409,7.74953
0.297,0.2,0.4,-2.19132,-4.82391,-0.435982,-2.90193,0,0,2.62731,7.72584
0.3,0.2,0.4,-2.20571,-4.76958,-0.44473,-2.92985,0,0,2.65044,7.69944
0.30296,0.2,0.4,-2.21975,-4.71329,-0.453444,-2.95737,0,0,2.67319,7.67065
0.30296,0.2,0.4,-2.21975,-4.71329,-0.453444,-2.95737,0,0,2.67319,7.67065
0.303,0.2,0.4,-2.21994,-4.71251,-0.453561,-2.95773,0,0,2.6735,7.67025
0.305938,0.2,0.4,-2.2337,-4.65388,-0.462291,-2.985,0,0,2.69599,7.63888
0.305938,0.2,0.4,-2.2337,-4.65388,-0.462291,-2.985,0,0,2.69599,7.63888
0.306,0.2,0.4,-2.23398,-4.65261,-0.462476,-2.98557,0,0,2.69646,7.63819
0.309,0.2,0.4,-2.24785,-4.59002,-0.471475,-3.01337,0,0,2.71932,7.60339
0.312,0.2,0.4,-2.26152,-4.52483,-0.480556,-3.04113,0,0,2.74208,7.56595
0.315,0.2,0.4,-2.27499,-4.45715,-0.489721,-3.06884,0,0,2.76471,7.52598
0.318,0.2,0.4,-2.28824,-4.3872,-0.498969,-3.0965,0,0,2.78721,7.4837
0.321,0.2,0.4,-2.30128,-4.31494,-0.5083,-3.12413,0,0,2.80958,7.43906
0.324,0.2,0.4,-2.3141,-4.24062,-0.517713,-3.1517,0,0,2.83182,7.39232
0.327,0.2,0.4,-2.3267,-4.16439,-0.527209,-3.17924,0,0,2.85391,7.34363
0.33,0.2,0.4,-2.33907,-4.08621,-0.536788,-3.20673,0,0,2.87586,7.29294
0.333,0.2,0.4,-2.35119,-4.0068,-0.546449,-3.23417,0,0,2.89764,7.24097
0.336,0.2,0.4,-2.36308,-3.92583,-0.556193,-3.26157,0,0,2.91928,7.1874
0.339,0.2,0.4,-2.37473,-3.84384,-0.566018,-3.28892,0,0,2.94075,7.13276
0.342,0.2,0.4,-2.38613,-3.76097,-0.575926,-3.31622,0,0,2.96206,7.07719
0.345,0.2,0.4,-2.39729,-3.67738,-0.585915,-3.34348,0,0,2.9832,7.02086
0.348,0.2,0.4,-2.40819,-3.59351,-0.595986,-3.37069,0,0,3.00418,6.9642
0.351,0.2,0.4,-2.41884,-3.50946,-0.606139,-3.39785,0,0,3.02498,6.90732
0.354,0.2,0.4,-2.42924,-3.42568,-0.616373,-3.42497,0,0,3.04562,6.85065
0.357,0.2,0.4,-2.4394,-3.34225,-0.626688,-3.45203,0,0,3.06608,6.79428
0.36,0.2,0.4,-2.4493,-3.25952,-0.637085,-3.47905,0,0,3.08638,6.73857
0.363,0.2,0.4,-2.45896,-3.17777,-0.647562,-3.50602,0,0,3.10652,6.68378
0.366,0.2,0.4,-2.46837,-3.09714,-0.658121,-3.53294,0,0,3.12649,6.63008
0.369,0.2,0.4,-2.47754,-3.01811,-0.668759,-3.5598,0,0,3.1463,6.57791
0.372,0.2,0.4,-2.48648,-2.94062,-0.679479,-3.58662,0,0,3.16596,6.52724
0.375,0.2,0.4,-2.4952,-2.86514,-0.690279,-3.61339,0,0,3.18548,6.47852
0.378,0.2,0.4,-2.50368,-2.7916,-0.701159,-3.6401,0,0,3.20484,6.4317
0.381,0.2,0.4,-2.51195,-2.72033,-0.712119,-3.66677,0,0,3.22407,6.38709
0.384,0.2,0.4,-2.52001,-2.65144,-0.72316,-3.69338,0,0,3.24317,6.34482
0.387,0.2,0.4,-2.52787,-2.58512,-0.73428,-3.71994,0,0,3.26215,6.30505
0.39,0.2,0.4,-2.53553,-2.52145,-0.745479,-3.74644,0,0,3.28101,6.26789
0.393,0.2,0.4,-2.543,-2.46055,-0.756758,-3.7729,0,0,3.29976,6.23344
0.394368,0.2,0.4,-2.54635,-2.43373,-0.761927,-3.78494,0,0,3.30828,6.21867
0.394368,0.2,0.4,-2.54635,-2.43373,-0.761927,-3.78494,0,0,3.30828,6.21867
0.396,0.2,0.4,-2.55029,-2.40256,-0.768116,-3.7993,0,0,3.31841,6.20186
0.3972,0.2,0.4,-2.55317,-2.38019,-0.772684,-3.80984,0,0,3.32585,6.19003
0.3972,0.2,0.4,-2.55317,-2.38019,-0.772684,-3.80984,0,0,3.32585,6.19003
0.399,0.2,0.4,-2.55742,-2.34752,-0.779554,-3.82564,0,0,3.33697,6.17316
0.4,0.2,0.4,-2.55976,-2.32982,-0.783384,-3.83441,0,0,3.34314,6.16423
0.4,0.2,0.4,-2.55976,-2.32982,-0.783384,-3.83441,0,0,3.34314,6.16423
0.4,0.2,0.4,-2.55976,-2.32982,-0.783384,-3.83441,-2.04657e-016,-1.02329e-010,3.34314,6.16423
0.4,0.2,0.4,-2.55976,-2.32982,-0.783384,-3.83441,-2.04657e-016,-1.02329e-010,3.34314,6.16423
0.402,0.2,0.4,-2.5644,-2.31541,-0.79103,-3.81193,-2.00004e-005,-0.02,3.35545,6.14734
0.405,0.2,0.4,-2.57132,-2.29622,-0.802415,-3.77817,-0.000125,-0.05,3.37386,6.12439
0.408,0.2,0.4,-2.57819,-2.27992,-0.813699,-3.74435,-0.00032,-0.08,3.39221,6.10427
0.411,0.2,0.4,-2.58502,-2.26635,-0.824881,-3.71048,-0.000605,-0.11,3.41051,6.08683
0.414,0.2,0.4,-2.59182,-2.25552,-0.835961,-3.67655,-0.00098,-0.14,3.42876,6.07207
0.417,0.2,0.4,-2.59859,-2.24737,-0.84694,-3.64256,-0.001445,-0.17,3.44697,6.05993
0.42,0.2,0.4,-2.60534,-2.2416,-0.857816,-3.60852,-0.002,-0.2,3.46515,6.05012
0.422094,0.2,0.4,-2.61004,-2.23907,-0.865347,-3.58472,-0.00244072,-0.22094,3.47783,6.04473
0.422094,0.2,0.4,-2.61004,-2.23907,-0.865347,-3.58472,-0.00244072,-0.22094,3.47783,6.04473
0.423,0.2,0.4,-2.61207,-2.23839,-0.86859,-3.57442,-0.002645,-0.23,3.4833,6.04281
0.425653,0.2,0.4,-2.618,-2.23755,-0.878032,-3.54422,-0.00329034,-0.256528,3.49933,6.0383
0.425653,0.2,0.4,-2.618,-2.23755,-0.878032,-3.54422,-0.00329034,-0.256528,3.49933,6.0383
0.426,0.2,0.4,-2.61878,-2.23756,-0.879262,-3.54026,-0.00338,-0.26,3.50142,6.03783
0.429,0.2,0.4,-2.6255,-2.23878,-0.889832,-3.50605,-0.004205,-0.29,3.51953,6.03483
0.432,0.2,0.4,-2.63222,-2.24181,-0.900298,-3.47178,-0.00512,-0.32,3.53764,6.03359
0.435,0.2,0.4,-2.63895,-2.24642,-0.910662,-3.43745,-0.006125,-0.35,3.55574,6.03387
0.438,0.2,0.4,-2.6457,-2.2523,-0.920923,-3.40306,-0.00722,-0.38,3.57385,6.03536
0.441,0.2,0.4,-2.65247,-2.25933,-0.93108,-3.36861,-0.008405,-0.41,3.59196,6.03795
0.444,0.2,0.4,-2.65927,-2.26728,-0.941134,-3.3341,-0.00968,-0.44,3.61008,6.04138
0.447,0.2,0.4,-2.66608,-2.27585,-0.951084,-3.29954,-0.011045,-0.47,3.62821,6.04539
0.45,0.2,0.4,-2.67293,-2.28489,-0.960931,-3.26491,-0.0125,-0.5,3.64636,6.0498
0.453,0.2,0.4,-2.67979,-2.29391,-0.970673,-3.23022,-0.014045,-0.53,3.66451,6.05414
0.456,0.2,0.4,-2.68669,-2.3029,-0.980312,-3.19547,-0.01568,-0.56,3.68268,6.05837
0.459,0.2,0.4,-2.69361,-2.31143,-0.989846,-3.16066,-0.017405,-0.59,3.70086,6.0621
0.462,0.2,0.4,-2.70056,-2.3194,-0.999275,-3.12579,-0.01922,-0.62,3.71905,6.06519
0.465,0.2,0.4,-2.70752,-2.32647,-1.0086,-3.09086,-0.021125,-0.65,3.73725,6.06733
0.468,0.2,0.4,-2.71451,-2.33247,-1.01782,-3.05586,-0.02312,-0.68,3.75545,6.06833
0.471,0.2,0.4,-2.72151,-2.33715,-1.02694,-3.0208,-0.025205,-0.71,3.77365,6.06796
0.474,0.2,0.4,-2.72852,-2.34026,-1.03595,-2.98568,-0.02738,-0.74,3.79184,6.06594
0.477,0.2,0.4,-2.73554,-2.34155,-1.04485,-2.9505,-0.029645,-0.77,3.81003,6.06205
0.477408,0.2,0.4,-2.73649,-2.34158,-1.04605,-2.94571,-0.0299597,-0.774077,3.8125,6.06136
0.477408,0.2,0.4,-2.73649,-2.34158,-1.04605,-2.94571,-0.0299597,-0.774077,3.8125,6.06136
0.48,0.2,0.4,-2.74256,-2.3408,-1.05365,-2.91525,-0.032,-0.8,3.82821,6.05605
0.480913,0.2,0.4,-2.7447,-2.34014,-1.05631,-2.9045,-0.0327348,-0.809133,3.83374,6.05378
0.480913,0.2,0.4,-2.7447,-2.34014,-1.05631,-2.9045,-0.0327348,-0.809133,3.83374,6.05378
0.483,0.2,0.4,-2.74958,-2.33788,-1.06234,-2.87994,-0.034445,-0.83,3.84636,6.04782
0.486,0.2,0.4,-2.75658,-2.33264,-1.07093,-2.84456,-0.03698,-0.86,3.86449,6.0372
0.489,0.2,0.4,-2.76357,-2.32495,-1.07941,-2.80912,-0.039605,-0.89,3.88258,6.02407
0.492,0.2,0.4,-2.77052,-2.31472,-1.08778,-2.77361,-0.04232,-0.92,3.90062,6.00833
0.495,0.2,0.4,-2.77744,-2.30191,-1.09605,-2.73804,-0.045125,-0.95,3.91862,5.98994
0.498,0.2,0.4,-2.78432,-2.28645,-1.10421,-2.7024,-0.04802,-0.98,3.93655,5.96884
0.501,0.2,0.4,-2.79115,-2.26831,-1.11226,-2.66669,-0.051005,-1.01,3.95442,5.945
0.504,0.2,0.4,-2.79792,-2.24751,-1.12021,-2.63092,-0.05408,-1.04,3.97221,5.91843
0.507,0.2,0.4,-2.80462,-2.22408,-1.12805,-2.59508,-0.057245,-1.07,3.98992,5.88917
0.51,0.2,0.4,-2.81125,-2.19805,-1.13578,-2.55918,-0.0605,-1.1,4.00753,5.85723
0.513,0.2,0.4,-2.81781,-2.16949,-1.1434,-2.52321,-0.063845,-1.13,4.02505,5.8227
0.516,0.2,0.4,-2.82427,-2.13848,-1.15092,-2.48717,-0.06728,-1.16,4.04247,5.78565
0.519,0.2,0.4,-2.83063,-2.10508,-1.15833,-2.45106,-0.070805,-1.19,4.05977,5.74614
0.522,0.2,0.4,-2.8369,-2.06955,-1.16563,-2.41488,-0.07442,-1.22,4.07694,5.70443
0.525,0.2,0.4,-2.84305,-2.03193,-1.17282,-2.37863,-0.078125,-1.25,4.09399,5.66056
0.528,0.2,0.4,-2.84909,-1.99243,-1.1799,-2.34232,-0.08192,-1.28,4.11091,5.61475
0.531,0.2,0.4,-2.85501,-1.9513,-1.18687,-2.30593,-0.085805,-1.31,4.12768,5.56723
0.534,0.2,0.4,-2.8608,-1.90866,-1.19373,-2.26948,-0.08978,-1.34,4.14431,5.51814
0.537,0.2,0.4,-2.86646,-1.86485,-1.20049,-2.23295,-0.093845,-1.37,4.16079,5.4678
0.54,0.2,0.4,-2.87199,-1.82003,-1.20713,-2.19636,-0.098,-1.4,4.17712,5.41639
0.543,0.2,0.4,-2.87739,-1.77446,-1.21366,-2.15969,-0.102245,-1.43,4.1933,5.36415
0.546,0.2,0.4,-2.88264,-1.72843,-1.22009,-2.12295,-0.10658,-1.46,4.20931,5.31138
0.549,0.2,0.4,-2.88776,-1.68216,-1.2264,-2.08614,-0.111005,-1.49,4.22517,5.2583
0.552,0.2,0.4,-2.89274,-1.63594,-1.23261,-2.04926,-0.11552,-1.52,4.24086,5.2052
0.555,0.2,0.4,-2.89758,-1.59004,-1.2387,-2.01231,-0.120125,-1.55,4.2564,5.15235
0.558,0.2,0.4,-2.90228,-1.54472,-1.24468,-1.97528,-0.12482,-1.58,4.27178,5.1
0.561,0.2,0.4,-2.90685,-1.50023,-1.25055,-1.93818,-0.129605,-1.61,4.287,5.04842
0.564,0.2,0.4,-2.91128,-1.45686,-1.25631,-1.90101,-0.13448,-1.64,4.30207,4.99787
0.567,0.2,0.4,-2.91559,-1.41483,-1.26196,-1.86377,-0.139445,-1.67,4.31699,4.94859
0.57,0.2,0.4,-2.91977,-1.37438,-1.26749,-1.82645,-0.1445,-1.7,4.33176,4.90082
0.573,0.2,0.4,-2.92384,-1.33575,-1.27291,-1.78905,-0.149645,-1.73,4.3464,4.8548
0.576,0.2,0.4,-2.92779,-1.29913,-1.27822,-1.75158,-0.15488,-1.76,4.36089,4.81071
0.579,0.2,0.4,-2.93163,-1.26473,-1.28342,-1.71404,-0.160205,-1.79,4.37526,4.76877
0.582,0.2,0.4,-2.93538,-1.23271,-1.28851,-1.67642,-0.16562,-1.82,4.38951,4.72913
0.585,0.2,0.4,-2.93903,-1.20322,-1.29348,-1.63873,-0.171125,-1.85,4.40364,4.69195
0.588,0.2,0.4,-2.9426,-1.17641,-1.29834,-1.60096,-0.17672,-1.88,4.41766,4.65737
0.591,0.2,0.4,-2.94609,-1.15238,-1.30309,-1.56311,-0.182405,-1.91,4.43159,4.62549
0.594,0.2,0.4,-2.94952,-1.13121,-1.30772,-1.52519,-0.18818,-1.94,4.44542,4.5964
0.597,0.2,0.4,-2.95288,-1.11298,-1.31224,-1.48719,-0.194045,-1.97,4.45917,4.57017
0.6,0.2,0.4,-2.9562,-1.09772,-1.31664,-1.44912,-0.2,-2,4.47284,4.54683
0.603,0.2,0.4,-2.95947,-1.08544,-1.32093,-1.41096,-0.206045,-2.03,4.48645,4.5264
0.606,0.2,0.4,-2.96271,-1.07613,-1.32511,-1.37273,-0.21218,-2.06,4.5,4.50886
0.609,0.2,0.4,-2.96593,-1.06975,-1.32917,-1.33442,-0.218405,-2.09,4.51351,4.49417
0.611942,0.2,0.4,-2.96907,-1.06628,-1.33304,-1.29678,-0.224596,-2.11942,4.52671,4.48248
0.611942,0.2,0.4,-2.96907,-1.06628,-1.33304,-1.29678,-0.224596,-2.11942,4.52671,4.48248
0.612,0.2,0.4,-2.96913,-1.06624,-1.33311,-1.29604,-0.22472,-2.12,4.52697,4.48228
0.614297,0.2,0.4,-2.97158,-1.06544,-1.33606,-1.26658,-0.229617,-2.14297,4.53726,4.475
0.614297,0.2,0.4,-2.97158,-1.06544,-1.33606,-1.26658,-0.229617,-2.14297,4.53726,4.475
0.615,0.2,0.4,-2.97233,-1.06551,-1.33695,-1.25757,-0.231125,-2.15,4.5404,4.47308
0.618,0.2,0.4,-2.97553,-1.06745,-1.34066,-1.21902,-0.23762,-2.18,4.55381,4.46647
0.621,0.2,0.4,-2.97874,-1.0719,-1.34426,-1.1804,-0.244205,-2.21,4.56721,4.4623
0.624,0.2,0.4,-2.98197,-1.07874,-1.34774,-1.1417,-0.25088,-2.24,4.58059,4.46043
0.627,0.2,0.4,-2.98522,-1.08778,-1.35111,-1.10291,-0.257645,-2.27,4.59398,4.4607
0.63,0.2,0.4,-2.9885,-1.09887,-1.35436,-1.06405,-0.2645,-2.3,4.60736,4.46292
0.633,0.2,0.4,-2.99182,-1.11177,-1.35749,-1.02511,-0.271445,-2.33,4.62076,4.46688
0.636,0.2,0.4,-2.99517,-1.1263,-1.36051,-0.986082,-0.27848,-2.36,4.63416,4.47238
0.639,0.2,0.4,-2.99858,-1.1422,-1.36341,-0.946976,-0.285605,-2.39,4.64759,4.47917
0.642,0.2,0.4,-3.00203,-1.15922,-1.36619,-0.90779,-0.29282,-2.42,4.66104,4.48701
0.645,0.2,0.4,-3.00553,-1.17711,-1.36886,-0.868521,-0.300125,-2.45,4.67451,4.49564
0.648,0.2,0.4,-3.00909,-1.19562,-1.3714,-0.829171,-0.30752,-2.48,4.68801,4.50479
0.651,0.2,0.4,-3.0127,-1.21447,-1.37383,-0.789739,-0.315005,-2.51,4.70154,4.5142
0.654,0.2,0.4,-3.01637,-1.23339,-1.37614,-0.750224,-0.32258,-2.54,4.71509,4.52362
0.657,0.2,0.4,-3.0201,-1.25213,-1.37833,-0.710626,-0.330245,-2.57,4.72868,4.53276
0.66,0.2,0.4,-3.02388,-1.27044,-1.38041,-0.670945,-0.338,-2.6,4.74229,4.54139
0.663,0.2,0.4,-3.02771,-1.28806,-1.38236,-0.631181,-0.345845,-2.63,4.75592,4.54924
0.666,0.2,0.4,-3.0316,-1.30473,-1.38419,-0.591333,-0.35378,-2.66,4.76957,4.55606
0.669,0.2,0.4,-3.03553,-1.3202,-1.38591,-0.551402,-0.361805,-2.69,4.78324,4.5616
0.672,0.2,0.4,-3.0395,-1.33434,-1.3875,-0.511386,-0.36992,-2.72,4.79692,4.56572
