"Time","temperatureSensor.port.T"
0.367,293.15
0.368,293.15
0.369,293.15
0.37,293.15
0.371,293.15
0.372,293.15
0.373,293.15
0.374,293.15
0.375,293.15
0.376,293.15
0.377,293.15
0.378,293.15
0.379,293.15
0.38,293.15
0.381,293.15
0.382,293.15
0.383,293.15
0.384,293.15
0.385,293.15
0.386,293.15
0.387,293.15
0.388,293.15
0.389,293.15
0.39,293.15
0.391,293.15
0.392,293.15
0.393,293.15
0.394,293.15
0.395,293.15
0.396,293.15
0.397,293.15
0.398,293.15
0.399,293.15
0.4,293.15
0.401,293.15
0.402,293.15
0.403,293.15
0.404,293.15
0.405,293.15
0.406,293.15
0.407,293.15
0.408,293.15
0.409,293.15
0.41,293.15
0.411,293.15
0.412,293.15
0.413,293.15
0.414,293.15
0.415,293.15
0.416,293.15
0.417,293.15
0.418,293.15
0.419,293.15
0.42,293.15
0.421,293.15
0.422,293.15
0.423,293.15
0.424,293.15
0.425,293.15
0.426,293.15
0.427,293.15
0.428,293.15
0.429,293.15
0.43,293.15
0.431,293.15
0.432,293.15
0.433,293.15
0.434,293.15
0.435,293.15
0.436,293.15
0.437,293.15
0.438,293.15
0.439,293.15
0.44,293.15
0.441,293.15
0.442,293.15
0.443,293.15
0.444,293.15
0.445,293.15
0.446,293.15
0.447,293.15
0.448,293.15
0.449,293.15
0.45,293.15
0.451,293.15
0.452,293.15
0.453,293.15
0.454,293.15
0.455,293.15
0.456,293.15
0.457,293.15
0.458,293.15
0.459,293.15
0.46,293.15
0.461,293.15
0.462,293.15
0.463,293.15
0.464,293.15
0.465,293.15
0.466,293.15
0.467,293.15
0.468,293.15
0.469,293.15
0.47,293.15
0.471,293.15
0.472,293.15
0.473,293.15
0.474,293.15
0.475,293.15
0.476,293.15
0.477,293.15
0.478,293.15
0.479,293.15
0.48,293.15
0.481,293.15
0.482,293.15
0.483,293.15
0.484,293.15
0.485,293.15
0.486,293.15
0.487,293.15
0.488,293.15
0.489,293.15
0.49,293.15
0.491,293.15
0.492,293.15
0.493,293.15
0.494,293.15
0.495,293.15
0.496,293.15
0.497,293.15
0.498,293.15
0.499,293.15
0.5,293.15
0.501,293.15
0.502,293.15
0.503,293.15
0.504,293.15
0.505,293.15
0.506,293.15
0.507,293.15
0.508,293.15
0.509,293.15
0.51,293.15
0.511,293.15
0.512,293.15
0.513,293.15
0.514,293.15
0.515,293.15
0.516,293.15
0.517,293.15
0.518,293.15
0.519,293.15
0.52,293.15
0.521,293.15
0.522,293.15
0.523,293.15
0.524,293.15
0.525,293.15
0.526,293.15
0.527,293.15
0.528,293.15
0.529,293.15
0.53,293.15
0.531,293.15
0.532,293.15
0.533,293.15
0.534,293.15
0.535,293.15
0.536,293.15
0.537,293.15
0.538,293.15
0.539,293.15
0.54,293.15
0.541,293.15
0.542,293.15
0.543,293.15
0.544,293.15
0.545,293.15
0.546,293.15
0.547,293.15
0.548,293.15
0.549,293.15
0.55,293.15
0.551,293.15
0.552,293.15
0.553,293.15
0.554,293.15
0.555,293.15
0.556,293.15
0.557,293.15
0.558,293.15
0.559,293.15
0.56,293.15
0.561,293.15
0.562,293.15
0.563,293.15
0.564,293.15
0.565,293.15
0.566,293.15
0.567,293.15
0.568,293.15
0.569,293.15
0.57,293.15
0.571,293.15
0.572,293.15
0.573,293.15
0.574,293.15
0.575,293.15
0.576,293.15
0.577,293.15
0.578,293.15
0.579,293.15
0.58,293.15
0.581,293.15
0.582,293.15
0.583,293.15
0.584,293.15
0.585,293.15
0.586,293.15
0.587,293.15
0.588,293.15
0.589,293.15
0.59,293.15
0.591,293.15
0.592,293.15
0.593,293.15
0.594,293.15
0.595,293.15
0.596,293.15
0.597,293.15
0.598,293.15
0.599,293.15
0.6,293.15
0.601,293.15
0.602,293.15
0.603,293.15
0.604,293.15
0.605,293.15
0.606,293.15
0.607,293.15
0.608,293.15
0.609,293.15
0.61,293.15
0.611,293.15
0.612,293.15
0.613,293.15
0.614,293.15
0.615,293.15
0.616,293.15
0.617,293.15
0.618,293.15
0.619,293.15
0.62,293.15
0.621,293.15
0.622,293.15
0.623,293.15
0.624,293.15
0.625,293.15
0.626,293.15
0.627,293.15
0.628,293.15
0.629,293.15
0.63,293.15
0.631,293.15
0.632,293.15
0.633,293.15
0.634,293.15
0.635,293.15
0.636,293.15
0.637,293.15
0.638,293.15
0.639,293.15
0.64,293.15
0.641,293.15
0.642,293.15
0.643,293.15
0.644,293.15
0.645,293.15
0.646,293.15
0.647,293.15
0.648,293.15
0.649,293.15
0.65,293.15
0.651,293.15
0.652,293.15
0.653,293.15
0.654,293.15
0.655,293.15
0.656,293.15
0.657,293.15
0.658,293.15
0.659,293.15
0.66,293.15
0.661,293.15
0.662,293.15
0.663,293.15
0.664,293.15
0.665,293.15
0.666,293.15
0.667,293.15
0.668,293.15
0.669,293.15
0.67,293.15
0.671,293.15
0.672,293.15
0.673,293.15
0.674,293.15
0.675,293.15
0.676,293.15
0.677,293.15
0.678,293.15
0.679,293.15
0.68,293.15
0.681,293.15
0.682,293.15
0.683,293.15
0.684,293.15
0.685,293.15
0.686,293.15
0.687,293.15
0.688,293.15
0.689,293.15
0.69,293.15
0.691,293.15
0.692,293.15
0.693,293.15
0.694,293.15
0.695,293.15
0.696,293.15
0.697,293.15
0.698,293.15
0.699,293.15
0.7,293.15
0.701,293.15
0.702,293.15
0.703,293.15
0.704,293.15
0.705,293.15
0.706,293.15
0.707,293.15
0.708,293.15
0.709,293.15
0.71,293.15
0.711,293.15
0.712,293.15
0.713,293.15
0.714,293.15
0.715,293.15
0.716,293.15
0.717,293.15
0.718,293.15
0.719,293.15
0.72,293.15
0.721,293.15
0.722,293.15
0.723,293.15
0.724,293.15
0.725,293.15
0.726,293.15
0.727,293.15
0.728,293.15
0.729,293.15
0.73,293.15
0.731,293.15
0.732,293.15
0.733,293.15
0.734,293.15
0.735,293.15
0.736,293.15
0.737,293.15
0.738,293.15
0.739,293.15
0.74,293.15
0.741,293.15
0.742,293.15
0.743,293.15
0.744,293.15
0.745,293.15
0.746,293.15
0.747,293.15
0.748,293.15
0.749,293.15
0.75,293.15
0.751,293.15
0.752,293.15
0.753,293.15
0.754,293.15
0.755,293.15
0.756,293.15
0.757,293.15
0.758,293.15
0.759,293.15
0.76,293.15
0.761,293.15
0.762,293.15
0.763,293.15
0.764,293.15
0.765,293.15
0.766,293.15
0.767,293.15
0.768,293.15
0.769,293.15
0.77,293.15
0.771,293.15
0.772,293.15
0.773,293.15
0.774,293.15
0.775,293.15
0.776,293.15
0.777,293.15
0.778,293.15
0.779,293.15
0.78,293.15
0.781,293.15
0.782,293.15
0.783,293.15
0.784,293.15
0.785,293.15
0.786,293.15
0.787,293.15
0.788,293.15
0.789,293.15
0.79,293.15
0.791,293.15
0.792,293.15
0.793,293.15
0.794,293.15
0.795,293.15
0.796,293.15
0.797,293.15
0.798,293.15
0.799,293.15
0.8,293.15
0.801,293.15
0.802,293.15
0.803,293.15
0.804,293.15
0.805,293.15
0.806,293.15
0.807,293.15
0.808,293.15
0.809,293.15
0.81,293.15
0.811,293.15
0.812,293.15
0.813,293.15
0.814,293.15
0.815,293.15
0.816,293.15
0.817,293.15
0.818,293.15
0.819,293.15
0.82,293.15
0.821,293.15
0.822,293.15
0.823,293.15
0.824,293.15
0.825,293.15
0.826,293.15
0.827,293.15
0.828,293.15
0.829,293.15
0.83,293.15
0.831,293.15
0.832,293.15
0.833,293.15
0.834,293.15
0.835,293.15
0.836,293.15
0.837,293.15
0.838,293.15
0.839,293.15
0.84,293.15
0.841,293.15
0.842,293.15
0.843,293.15
0.844,293.15
0.845,293.15
0.846,293.15
0.847,293.15
0.848,293.15
0.849,293.15
0.85,293.15
0.851,293.15
0.852,293.15
0.853,293.15
0.854,293.15
0.855,293.15
0.856,293.15
0.857,293.15
0.858,293.15
0.859,293.15
0.86,293.15
0.861,293.15
0.862,293.15
0.863,293.15
0.864,293.15
0.865,293.15
0.866,293.15
0.867,293.15
0.868,293.15
0.869,293.15
0.87,293.15
0.871,293.15
0.872,293.15
0.873,293.15
0.874,293.15
0.875,293.15
0.876,293.15
0.877,293.15
0.878,293.15
0.879,293.15
0.88,293.15
0.881,293.15
0.882,293.15
0.883,293.15
0.884,293.15
0.885,293.15
0.886,293.15
0.887,293.15
0.888,293.15
0.889,293.15
0.89,293.15
0.891,293.15
0.892,293.15
0.893,293.15
0.894,293.15
0.895,293.15
0.896,293.15
0.897,293.15
0.898,293.15
0.899,293.15
0.9,293.15
0.901,293.15
0.902,293.15
0.903,293.15
0.904,293.15
0.905,293.15
0.906,293.15
0.907,293.15
0.908,293.15
0.909,293.15
0.91,293.15
0.911,293.15
0.912,293.15
0.913,293.15
0.914,293.15
0.915,293.15
0.916,293.15
0.917,293.15
0.918,293.15
0.919,293.15
0.92,293.15
0.921,293.15
0.922,293.15
0.923,293.15
0.924,293.15
0.925,293.15
0.926,293.15
0.927,293.15
0.928,293.15
0.929,293.15
0.93,293.15
0.931,293.15
0.932,293.15
0.933,293.15
0.934,293.15
0.935,293.15
0.936,293.15
0.937,293.15
0.938,293.15
0.939,293.15
0.94,293.15
0.941,293.15
0.942,293.15
0.943,293.15
0.944,293.15
0.945,293.15
0.946,293.15
0.947,293.15
0.948,293.15
0.949,293.15
0.95,293.15
0.951,293.15
0.952,293.15
0.953,293.15
0.954,293.15
0.955,293.15
0.956,293.15
0.957,293.15
0.958,293.15
0.959,293.15
0.96,293.15
0.961,293.15
0.962,293.15
0.963,293.15
0.964,293.15
0.965,293.15
0.966,293.15
0.967,293.15
0.968,293.15
0.969,293.15
0.97,293.15
0.971,293.15
0.972,293.15
0.973,293.15
0.974,293.15
0.975,293.15
0.976,293.15
0.977,293.15
0.978,293.15
0.979,293.15
0.98,293.15
0.981,293.15
0.982,293.15
0.983,293.15
0.984,293.15
0.985,293.15
0.986,293.15
0.987,293.15
0.988,293.15
0.989,293.15
0.99,293.15
0.991,293.15
0.992,293.15
0.993,293.15
0.994,293.15
0.995,293.15
0.996,293.15
0.997,293.15
0.998,293.15
0.999,293.15
1,293.15
1.001,293.15
1.002,293.15
1.003,293.15
1.004,293.15
1.005,293.15
1.006,293.15
1.007,293.15
1.008,293.15
1.009,293.15
1.01,293.15
1.011,293.15
1.012,293.15
1.013,293.15
1.014,293.15
1.015,293.15
1.016,293.15
1.017,293.15
1.018,293.15
1.019,293.15
1.02,293.15
1.021,293.15
1.022,293.15
1.023,293.15
1.024,293.15
1.025,293.15
1.026,293.15
1.027,293.15
1.028,293.15
1.029,293.15
1.03,293.15
1.031,293.15
1.032,293.15
1.033,293.15
1.034,293.15
1.035,293.15
1.036,293.15
1.037,293.15
1.038,293.15
1.039,293.15
1.04,293.15
1.041,293.15
1.042,293.15
1.043,293.15
1.044,293.15
1.045,293.15
1.046,293.15
1.047,293.15
1.048,293.15
1.049,293.15
1.05,293.15
1.051,293.15
1.052,293.15
1.053,293.15
1.054,293.15
1.055,293.15
1.056,293.15
1.057,293.15
1.058,293.15
1.059,293.15
1.06,293.15
1.061,293.15
1.062,293.15
1.063,293.15
1.064,293.15
1.065,293.15
1.066,293.15
1.067,293.15
1.068,293.15
1.069,293.15
1.07,293.15
1.071,293.15
1.072,293.15
1.073,293.15
1.074,293.15
1.075,293.15
1.076,293.15
1.077,293.15
1.078,293.15
1.079,293.15
1.08,293.15
1.081,293.15
1.082,293.15
1.083,293.15
1.084,293.15
1.085,293.15
1.086,293.15
1.087,293.15
1.088,293.15
1.089,293.15
1.09,293.15
1.091,293.15
1.092,293.15
1.093,293.15
1.094,293.15
1.095,293.15
1.096,293.15
1.097,293.15
1.098,293.15
1.099,293.15
1.1,293.15
1.101,293.15
1.102,293.15
1.103,293.15
1.104,293.15
1.105,293.15
1.106,293.15
1.107,293.15
1.108,293.15
1.109,293.15
1.11,293.15
1.111,293.15
1.112,293.15
1.113,293.15
1.114,293.15
1.115,293.15
1.116,293.15
1.117,293.15
1.118,293.15
1.119,293.15
1.12,293.15
1.121,293.15
1.122,293.15
1.123,293.15
1.124,293.15
1.125,293.15
1.126,293.15
1.127,293.15
1.128,293.15
1.129,293.15
1.13,293.15
1.131,293.15
1.132,293.15
1.133,293.15
1.134,293.15
1.135,293.15
1.136,293.15
1.137,293.15
1.138,293.15
1.139,293.15
1.14,293.15
1.141,293.15
1.142,293.15
1.143,293.15
1.144,293.15
1.145,293.15
1.146,293.15
1.147,293.15
1.148,293.15
1.149,293.15
1.15,293.15
1.151,293.15
1.152,293.15
1.153,293.15
1.154,293.15
1.155,293.15
1.156,293.15
1.157,293.15
1.158,293.15
1.159,293.15
1.16,293.15
1.161,293.15
1.162,293.15
1.163,293.15
1.164,293.15
1.165,293.15
1.166,293.15
1.167,293.15
1.168,293.15
1.169,293.15
1.17,293.15
1.171,293.15
1.172,293.15
1.173,293.15
1.174,293.15
1.175,293.15
1.176,293.15
1.177,293.15
1.178,293.15
1.179,293.15
1.18,293.15
1.181,293.15
1.182,293.15
1.183,293.15
1.184,293.15
1.185,293.15
1.186,293.15
1.187,293.15
1.188,293.15
1.189,293.15
1.19,293.15
1.191,293.15
1.192,293.15
1.193,293.15
1.194,293.15
1.195,293.15
1.196,293.15
1.197,293.15
1.198,293.15
1.199,293.15
1.2,293.15
1.201,293.15
1.202,293.15
1.203,293.15
1.204,293.15
1.205,293.15
1.206,293.15
1.207,293.15
1.208,293.15
1.209,293.15
1.21,293.15
1.211,293.15
1.212,293.15
1.213,293.15
1.214,293.15
1.215,293.15
1.216,293.15
1.217,293.15
1.218,293.15
1.219,293.15
1.22,293.15
1.221,293.15
1.222,293.15
1.223,293.15
1.224,293.15
1.225,293.15
1.226,293.15
1.227,293.15
1.228,293.15
1.229,293.15
1.23,293.15
1.231,293.15
1.232,293.15
1.233,293.15
1.234,293.15
1.235,293.15
1.236,293.15
1.237,293.15
1.238,293.15
1.239,293.15
1.24,293.15
1.241,293.15
1.242,293.15
1.243,293.15
1.244,293.15
1.245,293.15
1.246,293.15
1.247,293.15
1.248,293.15
1.249,293.15
1.25,293.15
1.251,293.15
1.252,293.15
1.253,293.15
1.254,293.15
1.255,293.15
1.256,293.15
1.257,293.15
1.258,293.15
1.259,293.15
1.26,293.15
1.261,293.15
1.262,293.15
1.263,293.15
1.264,293.15
1.265,293.15
1.266,293.15
1.267,293.15
1.268,293.15
1.269,293.15
1.27,293.15
1.271,293.15
1.272,293.15
1.273,293.15
1.274,293.15
1.275,293.15
1.276,293.15
1.277,293.15
1.278,293.15
1.279,293.15
1.28,293.15
1.281,293.15
1.282,293.15
1.283,293.15
1.284,293.15
1.285,293.15
1.286,293.15
1.287,293.15
1.288,293.15
1.289,293.15
1.29,293.15
1.291,293.15
1.292,293.15
1.293,293.15
1.294,293.15
1.295,293.15
1.296,293.15
1.297,293.15
1.298,293.15
1.299,293.15
1.3,293.15
1.301,293.15
1.302,293.15
1.303,293.15
1.304,293.15
1.305,293.15
1.306,293.15
1.307,293.15
1.308,293.15
1.309,293.15
1.31,293.15
1.311,293.15
1.312,293.15
1.313,293.15
1.314,293.15
1.315,293.15
1.316,293.15
1.317,293.15
1.318,293.15
1.319,293.15
1.32,293.15
1.321,293.15
1.322,293.15
1.323,293.15
1.324,293.15
1.325,293.15
1.326,293.15
1.327,293.15
1.328,293.15
1.329,293.15
1.33,293.15
1.331,293.15
1.332,293.15
1.333,293.15
1.334,293.15
1.335,293.15
1.336,293.15
1.337,293.15
1.338,293.15
1.339,293.15
1.34,293.15
1.341,293.15
1.342,293.15
1.343,293.15
1.344,293.15
1.345,293.15
1.346,293.15
1.347,293.15
1.348,293.15
1.349,293.15
1.35,293.15
1.351,293.15
1.352,293.15
1.353,293.15
1.354,293.15
1.355,293.15
1.356,293.15
1.357,293.15
1.358,293.15
1.359,293.15
1.36,293.15
1.361,293.15
1.362,293.15
1.363,293.15
1.364,293.15
1.365,293.15
1.366,293.15
1.367,293.15
1.368,293.15
1.369,293.15
1.37,293.15
1.371,293.15
1.372,293.15
1.373,293.15
1.374,293.15
1.375,293.15
1.376,293.15
1.377,293.15
1.378,293.15
1.379,293.15
1.38,293.15
1.381,293.15
1.382,293.15
1.383,293.15
1.384,293.15
1.385,293.15
1.386,293.15
1.387,293.15
1.388,293.15
1.389,293.15
1.39,293.15
1.391,293.15
1.392,293.15
1.393,293.15
1.394,293.15
1.395,293.15
1.396,293.15
1.397,293.15
1.398,293.15
1.399,293.15
1.4,293.15
1.401,293.15
1.402,293.15
1.403,293.15
1.404,293.15
1.405,293.15
1.406,293.15
1.407,293.15
1.408,293.15
1.409,293.15
1.41,293.15
1.411,293.15
1.412,293.15
1.413,293.15
1.414,293.15
1.415,293.15
1.416,293.15
1.417,293.15
1.418,293.15
1.419,293.15
1.42,293.15
1.421,293.15
1.422,293.15
1.423,293.15
1.424,293.15
1.425,293.15
1.426,293.15
1.427,293.15
1.428,293.15
1.429,293.15
1.43,293.15
1.431,293.15
1.432,293.15
1.433,293.15
1.434,293.15
1.435,293.15
1.436,293.15
1.437,293.15
1.438,293.15
1.439,293.15
1.44,293.15
1.441,293.15
1.442,293.15
1.443,293.15
1.444,293.15
1.445,293.15
1.446,293.15
1.447,293.15
1.448,293.15
1.45,293.15
1.451,293.15
1.452,293.15
1.453,293.15
1.454,293.15
1.455,293.15
1.456,293.15
1.457,293.15
1.458,293.15
1.459,293.15
1.46,293.15
1.461,293.15
1.462,293.15
1.463,293.15
1.464,293.15
1.465,293.15
1.466,293.15
1.467,293.15
1.468,293.15
1.469,293.15
1.47,293.15
1.471,293.15
1.472,293.15
1.473,293.15
1.474,293.15
1.475,293.15
1.476,293.15
1.477,293.15
1.478,293.15
1.479,293.15
1.48,293.15
1.481,293.15
1.482,293.15
1.483,293.15
1.484,293.15
1.485,293.15
1.486,293.15
1.487,293.15
1.488,293.15
1.489,293.15
1.49,293.15
1.491,293.15
1.492,293.15
1.493,293.15
1.494,293.15
1.495,293.15
1.496,293.15
1.497,293.15
1.498,293.15
1.499,293.15
1.5,293.15
1.501,293.15
1.502,293.15
1.503,293.15
1.504,293.15
1.505,293.15
1.506,293.15
1.507,293.15
1.508,293.15
1.509,293.15
1.51,293.15
1.511,293.15
1.512,293.15
1.513,293.15
1.514,293.15
1.515,293.15
1.516,293.15
1.517,293.15
1.518,293.15
1.519,293.15
1.52,293.15
1.521,293.15
1.522,293.15
1.523,293.15
1.524,293.15
1.525,293.15
1.526,293.15
1.527,293.15
1.528,293.15
1.529,293.15
1.53,293.15
1.531,293.15
1.532,293.15
1.533,293.15
1.534,293.15
1.535,293.15
1.536,293.15
1.537,293.15
1.538,293.15
1.539,293.15
1.54,293.15
1.541,293.15
1.542,293.15
1.543,293.15
1.544,293.15
1.545,293.15
1.546,293.15
1.547,293.15
1.548,293.15
1.549,293.15
1.55,293.15
1.551,293.15
1.552,293.15
1.553,293.15
1.554,293.15
1.555,293.15
1.556,293.15
1.557,293.15
1.558,293.15
1.559,293.15
1.56,293.15
1.561,293.15
1.562,293.15
1.563,293.15
1.564,293.15
1.565,293.15
1.566,293.15
1.567,293.15
1.568,293.15
1.569,293.15
1.57,293.15
1.571,293.15
1.572,293.15
1.573,293.15
1.574,293.15
1.575,293.15
1.576,293.15
1.577,293.15
1.578,293.15
1.579,293.15
1.58,293.15
1.581,293.15
1.582,293.15
1.583,293.15
1.584,293.15
1.585,293.15
1.586,293.15
1.587,293.15
1.588,293.15
1.589,293.15
1.59,293.15
1.591,293.15
1.592,293.15
1.593,293.15
1.594,293.15
1.595,293.15
1.596,293.15
1.597,293.15
1.598,293.15
1.599,293.15
1.6,293.15
1.601,293.15
1.602,293.15
1.603,293.15
1.604,293.15
1.605,293.15
1.606,293.15
1.607,293.15
1.608,293.15
1.609,293.15
1.61,293.15
1.611,293.15
1.612,293.15
1.613,293.15
1.614,293.15
1.615,293.15
1.616,293.15
1.617,293.15
1.618,293.15
1.619,293.15
1.62,293.15
1.621,293.15
1.622,293.15
1.623,293.15
1.624,293.15
1.625,293.15
1.626,293.15
1.627,293.15
1.628,293.15
1.629,293.15
1.63,293.15
1.631,293.15
1.632,293.15
1.633,293.15
1.634,293.15
1.635,293.15
1.636,293.15
1.637,293.15
1.638,293.15
1.639,293.15
1.64,293.15
1.641,293.15
1.642,293.15
1.643,293.15
1.644,293.15
1.645,293.15
1.646,293.15
1.647,293.15
1.648,293.15
1.649,293.15
1.65,293.15
1.651,293.15
1.652,293.15
1.653,293.15
1.654,293.15
1.655,293.15
1.656,293.15
1.657,293.15
1.658,293.15
1.659,293.15
1.66,293.15
1.661,293.15
1.662,293.15
1.663,293.15
1.664,293.15
1.665,293.15
1.666,293.15
1.667,293.15
1.668,293.15
1.669,293.15
1.67,293.15
1.671,293.15
1.672,293.15
1.673,293.15
1.674,293.15
1.675,293.15
1.676,293.15
1.677,293.15
1.678,293.15
1.679,293.15
1.68,293.15
1.681,293.15
1.682,293.15
1.683,293.15
1.684,293.15
1.685,293.15
1.686,293.15
1.687,293.15
1.688,293.15
1.689,293.15
1.69,293.15
1.691,293.15
1.692,293.15
1.693,293.15
1.694,293.15
1.695,293.15
1.696,293.15
1.697,293.15
1.698,293.15
1.699,293.15
1.7,293.15
1.701,293.15
1.702,293.15
1.703,293.15
1.704,293.15
1.705,293.15
1.706,293.15
1.707,293.15
1.708,293.15
1.709,293.15
1.71,293.15
1.711,293.15
1.712,293.15
1.713,293.15
1.714,293.15
1.715,293.15
1.716,293.15
1.717,293.15
1.718,293.15
1.719,293.15
1.72,293.15
1.721,293.15
1.722,293.15
1.723,293.15
1.724,293.15
1.725,293.15
1.726,293.15
1.727,293.15
1.728,293.15
1.729,293.15
1.73,293.15
1.731,293.15
1.732,293.15
1.733,293.15
1.734,293.15
1.735,293.15
1.736,293.15
1.737,293.15
1.738,293.15
1.739,293.15
1.74,293.15
1.741,293.15
1.742,293.15
1.743,293.15
1.744,293.15
1.745,293.15
