Time,tShiftStart,egsTargetGear,egsGear,egsState,egsCarSpeed,valves_eds5,valves_eds4,valves_eds3,valves_eds2,valves_eds1,valves_eds,valves_mv3,valves_mv2,valves_mv1
0.85,0.0,0.0,-2.0,2.0,0.24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.86,0.0,0.0,-2.0,2.0,0.239,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.87,0.0,0.0,-2.0,2.0,0.239,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.88,0.0,0.0,-2.0,2.0,0.239,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.89,0.0,0.0,-2.0,2.0,0.238,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.0,-2.0,2.0,0.238,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.91,0.0,0.0,-2.0,2.0,0.238,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.92,0.0,0.0,-2.0,2.0,0.237,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.93,0.0,0.0,-2.0,2.0,0.237,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.94,0.0,0.0,-2.0,2.0,0.237,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.95,0.0,0.0,-2.0,2.0,0.237,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.96,0.0,0.0,-2.0,2.0,0.236,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.97,0.0,0.0,-2.0,2.0,0.236,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.98,0.0,0.0,-2.0,2.0,0.236,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.99,0.0,0.0,-2.0,2.0,0.235,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-2.0,2.0,0.235,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.01,0.0,0.0,0.0,1.0,0.235,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.02,1.01,1.0,0.0,2.0,0.235,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.03,1.01,1.0,0.0,2.0,0.234,0.02,0.0,1.0,0.98,0.0,0.0,0.0,0.0,0.0
1.04,1.01,1.0,0.0,2.0,0.234,0.04,0.0,1.0,0.96,0.0,0.0,0.0,0.0,0.0
1.05,1.01,1.0,0.0,2.0,0.688,0.06,0.0,1.0,0.94,0.0,0.0,0.0,0.0,0.0
1.06,1.01,1.0,0.0,2.0,0.831,0.08,0.0,1.0,0.92,0.0,0.0,0.0,0.0,0.0
1.07,1.01,1.0,0.0,2.0,0.949,0.1,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0
1.08,1.01,1.0,0.0,2.0,1.08,0.12,0.0,1.0,0.88,0.0,0.0,0.0,0.0,0.0
1.09,1.01,1.0,0.0,2.0,1.23,0.14,0.0,1.0,0.86,0.0,0.0,0.0,0.0,0.0
1.1,1.01,1.0,0.0,2.0,1.4,0.16,0.0,1.0,0.84,0.0,0.0,0.0,0.0,0.0
1.11,1.01,1.0,0.0,2.0,1.61,0.18,0.0,1.0,0.82,0.0,0.0,0.0,0.0,0.0
1.12,1.01,1.0,0.0,2.0,1.84,0.2,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0
1.13,1.01,1.0,0.0,2.0,0.863,0.22,0.0,1.0,0.78,0.0,0.0,0.0,0.0,0.0
1.14,1.01,1.0,0.0,2.0,1.77,0.24,0.0,1.0,0.76,0.0,0.0,0.0,0.0,0.0
1.15,1.01,1.0,0.0,2.0,2.24,0.26,0.0,1.0,0.74,0.0,0.0,0.0,0.0,0.0
1.16,1.01,1.0,0.0,2.0,2.57,0.28,0.0,1.0,0.72,0.0,0.0,0.0,0.0,0.0
1.17,1.01,1.0,0.0,2.0,2.87,0.3,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0
1.18,1.01,1.0,0.0,2.0,3.17,0.32,0.0,1.0,0.68,0.0,0.0,0.0,0.0,0.0
1.19,1.01,1.0,0.0,2.0,3.49,0.34,0.0,1.0,0.66,0.0,0.0,0.0,0.0,0.0
1.2,1.01,1.0,0.0,2.0,3.83,0.36,0.0,1.0,0.64,0.0,0.0,0.0,0.0,0.0
1.21,1.01,1.0,0.0,2.0,4.18,0.38,0.0,1.0,0.62,0.0,0.0,0.0,0.0,0.0
1.22,1.01,1.0,0.0,2.0,4.56,0.4,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0
1.23,1.01,1.0,0.0,2.0,4.96,0.42,0.0,1.0,0.58,0.0,0.0,0.0,0.0,0.0
1.24,1.01,1.0,0.0,2.0,5.38,0.44,0.0,1.0,0.56,0.0,0.0,0.0,0.0,0.0
1.25,1.01,1.0,0.0,2.0,5.81,0.46,0.0,1.0,0.54,0.0,0.0,0.0,0.0,0.0
1.26,1.01,1.0,0.0,2.0,6.21,0.48,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0
1.27,1.01,1.0,0.0,2.0,6.32,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
1.28,1.01,1.0,0.0,2.0,6.65,0.52,0.0,1.0,0.48,0.0,0.0,0.0,0.0,0.0
1.29,1.01,1.0,0.0,2.0,7.06,0.54,0.0,1.0,0.46,0.0,0.0,0.0,0.0,0.0
1.3,1.01,1.0,0.0,2.0,7.51,0.56,0.0,1.0,0.44,0.0,0.0,0.0,0.0,0.0
1.31,1.01,1.0,0.0,2.0,8.06,0.58,0.0,1.0,0.42,0.0,0.0,0.0,0.0,0.0
1.32,1.01,1.0,0.0,2.0,8.63,0.6,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0
1.33,1.01,1.0,0.0,2.0,9.17,0.62,0.0,1.0,0.38,0.0,0.0,0.0,0.0,0.0
1.34,1.01,1.0,0.0,2.0,9.69,0.64,0.0,1.0,0.36,0.0,0.0,0.0,0.0,0.0
1.35,1.01,1.0,0.0,2.0,10.2,0.66,0.0,1.0,0.34,0.0,0.0,0.0,0.0,0.0
1.36,1.01,1.0,0.0,2.0,10.7,0.68,0.0,1.0,0.32,0.0,0.0,0.0,0.0,0.0
1.37,1.01,1.0,0.0,2.0,11.2,0.7,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0
1.38,1.01,1.0,0.0,2.0,11.8,0.72,0.0,1.0,0.28,0.0,0.0,0.0,0.0,0.0
1.39,1.01,1.0,0.0,2.0,11.7,0.74,0.0,1.0,0.26,0.0,0.0,0.0,0.0,0.0
1.4,1.01,1.0,0.0,2.0,11.0,0.76,0.0,1.0,0.24,0.0,0.0,0.0,0.0,0.0
1.41,1.01,1.0,0.0,2.0,11.3,0.78,0.0,1.0,0.22,0.0,0.0,0.0,0.0,0.0
1.42,1.01,1.0,0.0,2.0,12.1,0.8,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0
1.43,1.01,1.0,0.0,2.0,13.0,0.82,0.0,1.0,0.18,0.0,0.0,0.0,0.0,0.0
1.44,1.01,1.0,0.0,2.0,13.9,0.84,0.0,1.0,0.16,0.0,0.0,0.0,0.0,0.0
1.45,1.01,1.0,0.0,2.0,14.5,0.86,0.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0
1.46,1.01,1.0,0.0,2.0,14.9,0.88,0.0,1.0,0.12,0.0,0.0,0.0,0.0,0.0
1.47,1.01,1.0,0.0,2.0,15.2,0.9,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0
1.48,1.01,1.0,0.0,2.0,15.5,0.92,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0
1.49,1.01,1.0,0.0,2.0,15.7,0.94,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0
1.5,1.01,1.0,0.0,2.0,16.0,0.96,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0
1.51,1.01,1.0,0.0,2.0,16.3,0.98,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0
1.52,1.01,1.0,0.0,2.0,16.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.53,1.01,1.0,0.0,2.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.54,1.01,1.0,0.0,2.0,17.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.55,1.01,1.0,0.0,2.0,17.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.56,1.01,1.0,0.0,2.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.57,1.01,1.0,0.0,2.0,18.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.58,1.01,1.0,0.0,2.0,18.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.59,1.01,1.0,0.0,2.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6,1.01,1.0,0.0,2.0,19.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.61,1.01,1.0,0.0,2.0,19.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.62,1.01,1.0,0.0,2.0,19.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.63,1.01,1.0,0.0,2.0,20.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.64,1.01,1.0,0.0,2.0,20.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.65,1.01,1.0,0.0,2.0,20.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.66,1.01,1.0,0.0,2.0,21.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.67,1.01,1.0,0.0,2.0,21.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.68,1.01,1.0,0.0,2.0,21.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.69,1.01,1.0,0.0,2.0,21.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7,1.01,1.0,0.0,2.0,22.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.71,1.01,1.0,0.0,2.0,22.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.72,1.01,1.0,0.0,2.0,22.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.73,1.01,1.0,0.0,2.0,23.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.74,1.01,1.0,0.0,2.0,23.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.75,1.01,1.0,0.0,2.0,23.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.76,1.01,1.0,0.0,2.0,23.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.77,1.01,1.0,0.0,2.0,24.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.78,1.01,1.0,0.0,2.0,24.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.79,1.01,1.0,0.0,2.0,24.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,1.01,1.0,0.0,2.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.81,1.01,1.0,0.0,2.0,25.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.82,1.01,1.0,0.0,2.0,25.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.83,1.01,1.0,0.0,2.0,25.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.84,1.01,1.0,0.0,2.0,26.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.85,1.01,1.0,0.0,2.0,26.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.86,1.01,1.0,0.0,2.0,26.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.87,1.01,1.0,0.0,2.0,26.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.88,1.01,1.0,0.0,2.0,27.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.89,1.01,1.0,0.0,2.0,27.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9,1.01,1.0,0.0,2.0,27.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.91,1.01,1.0,0.0,2.0,27.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.92,1.01,1.0,0.0,2.0,28.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.93,1.01,1.0,0.0,2.0,28.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.94,1.01,1.0,0.0,2.0,28.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.95,1.01,1.0,0.0,2.0,28.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.96,1.01,1.0,0.0,2.0,29.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.97,1.01,1.0,0.0,2.0,29.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.98,1.01,1.0,0.0,2.0,29.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.99,1.01,1.0,0.0,2.0,29.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.01,1.0,0.0,2.0,30.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01,1.01,1.0,0.0,2.0,30.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,1.01,1.0,1.0,1.0,30.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03,1.01,1.0,1.0,1.0,30.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.04,1.01,1.0,1.0,1.0,31.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.05,1.01,1.0,1.0,1.0,31.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.06,1.01,1.0,1.0,1.0,31.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.07,1.01,1.0,1.0,1.0,31.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.08,1.01,1.0,1.0,1.0,32.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.09,1.01,1.0,1.0,1.0,32.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1,1.01,1.0,1.0,1.0,32.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.11,1.01,1.0,1.0,1.0,32.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.12,1.01,1.0,1.0,1.0,33.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.13,1.01,1.0,1.0,1.0,33.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.14,1.01,1.0,1.0,1.0,33.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.15,1.01,1.0,1.0,1.0,33.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.16,1.01,1.0,1.0,1.0,33.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.17,1.01,1.0,1.0,1.0,34.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.18,1.01,1.0,1.0,1.0,34.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.19,1.01,1.0,1.0,1.0,34.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2,1.01,1.0,1.0,1.0,34.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.21,1.01,1.0,1.0,1.0,35.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.22,1.01,1.0,1.0,1.0,35.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.23,1.01,1.0,1.0,1.0,35.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.24,1.01,1.0,1.0,1.0,35.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,1.01,1.0,1.0,1.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
