"time","x0","der(x0)","x1","der(x1)"
0.6,1.78264,-0.591419,-0.591419,-0.494649
0.605,1.77957,-0.59385,-0.59385,-0.493168
0.61,1.7765,-0.59628,-0.59628,-0.491688
0.615,1.77343,-0.59871,-0.59871,-0.490207
0.62,1.77036,-0.601141,-0.601141,-0.488726
0.625,1.7673,-0.603571,-0.603571,-0.487245
0.63,1.76423,-0.606001,-0.606001,-0.485764
0.635,1.76116,-0.608432,-0.608432,-0.484283
0.64,1.75809,-0.610862,-0.610862,-0.482803
0.645,1.75503,-0.613292,-0.613292,-0.481322
0.65,1.75196,-0.615723,-0.615723,-0.479841
0.655,1.74889,-0.618153,-0.618153,-0.47836
0.66,1.74582,-0.620583,-0.620583,-0.476879
0.665,1.74276,-0.623013,-0.623013,-0.475399
0.67,1.73969,-0.625444,-0.625444,-0.473918
0.675,1.73662,-0.627874,-0.627874,-0.472437
0.68,1.73355,-0.630304,-0.630304,-0.470956
0.685,1.73048,-0.632735,-0.632735,-0.469475
0.69,1.72742,-0.635165,-0.635165,-0.467994
0.695,1.72435,-0.637595,-0.637595,-0.466514
0.7,1.72128,-0.640026,-0.640026,-0.465033
0.705,1.71798,-0.642372,-0.642372,-0.46479
0.71,1.71467,-0.644718,-0.644718,-0.464547
0.715,1.71136,-0.647064,-0.647064,-0.464304
0.72,1.70806,-0.64941,-0.64941,-0.464062
0.725,1.70475,-0.651756,-0.651756,-0.463819
0.73,1.70145,-0.654102,-0.654102,-0.463576
0.735,1.69814,-0.656448,-0.656448,-0.463333
0.74,1.69483,-0.658794,-0.658794,-0.46309
0.745,1.69153,-0.661139,-0.661139,-0.462848
0.75,1.68822,-0.663485,-0.663485,-0.462605
0.755,1.68492,-0.665831,-0.665831,-0.462362
0.76,1.68161,-0.668177,-0.668177,-0.462119
0.765,1.6783,-0.670523,-0.670523,-0.461876
0.77,1.675,-0.672869,-0.672869,-0.461634
0.775,1.67169,-0.675215,-0.675215,-0.461391
0.78,1.66839,-0.677561,-0.677561,-0.461148
0.785,1.66508,-0.679907,-0.679907,-0.460905
0.79,1.66178,-0.682253,-0.682253,-0.460662
0.795,1.65847,-0.684599,-0.684599,-0.46042
0.8,1.65516,-0.686945,-0.686945,-0.460177
0.805,1.65162,-0.689318,-0.689318,-0.460932
0.81,1.64808,-0.691691,-0.691691,-0.461687
0.815,1.64454,-0.694065,-0.694065,-0.462442
0.82,1.641,-0.696438,-0.696438,-0.463197
0.825,1.63746,-0.698811,-0.698811,-0.463952
0.83,1.63392,-0.701184,-0.701184,-0.464707
0.835,1.63038,-0.703557,-0.703557,-0.465463
0.84,1.62684,-0.70593,-0.70593,-0.466218
0.845,1.6233,-0.708303,-0.708303,-0.466973
0.85,1.61975,-0.710676,-0.710676,-0.467728
0.855,1.61621,-0.71305,-0.71305,-0.468483
0.86,1.61267,-0.715423,-0.715423,-0.469238
0.865,1.60913,-0.717796,-0.717796,-0.469993
0.87,1.60559,-0.720169,-0.720169,-0.470748
0.875,1.60205,-0.722542,-0.722542,-0.471503
0.88,1.59851,-0.724915,-0.724915,-0.472258
0.885,1.59497,-0.727288,-0.727288,-0.473014
0.89,1.59143,-0.729662,-0.729662,-0.473769
0.895,1.58789,-0.732035,-0.732035,-0.474524
0.9,1.58435,-0.734408,-0.734408,-0.475279
0.905,1.58056,-0.736901,-0.736901,-0.476907
0.91,1.57678,-0.739395,-0.739395,-0.478535
0.915,1.573,-0.741888,-0.741888,-0.480163
0.92,1.56921,-0.744382,-0.744382,-0.481792
0.925,1.56543,-0.746875,-0.746875,-0.48342
0.93,1.56165,-0.749368,-0.749368,-0.485048
0.935,1.55787,-0.751862,-0.751862,-0.486676
0.94,1.55408,-0.754355,-0.754355,-0.488304
0.945,1.5503,-0.756849,-0.756849,-0.489932
0.95,1.54652,-0.759342,-0.759342,-0.49156
0.955,1.54273,-0.761836,-0.761836,-0.493189
0.96,1.53895,-0.764329,-0.764329,-0.494817
0.965,1.53517,-0.766822,-0.766822,-0.496445
0.97,1.53139,-0.769316,-0.769316,-0.498073
0.975,1.5276,-0.771809,-0.771809,-0.499701
0.98,1.52382,-0.774303,-0.774303,-0.501329
0.985,1.52004,-0.776796,-0.776796,-0.502958
0.99,1.51625,-0.77929,-0.77929,-0.504586
0.995,1.51247,-0.781783,-0.781783,-0.506214
1,1.50869,-0.784277,-0.784277,-0.507842
1.005,1.50465,-0.786975,-0.786975,-0.510304
1.01,1.50061,-0.789674,-0.789674,-0.512766
1.015,1.49657,-0.792372,-0.792372,-0.515228
1.02,1.49252,-0.795071,-0.795071,-0.51769
1.025,1.48848,-0.797769,-0.797769,-0.520153
1.03,1.48444,-0.800468,-0.800468,-0.522615
1.035,1.4804,-0.803167,-0.803167,-0.525077
1.04,1.47636,-0.805865,-0.805865,-0.527539
1.045,1.47232,-0.808564,-0.808564,-0.530001
1.05,1.46828,-0.811262,-0.811262,-0.532463
1.055,1.46424,-0.813961,-0.813961,-0.534925
1.06,1.4602,-0.81666,-0.81666,-0.537387
1.065,1.45616,-0.819358,-0.819358,-0.539849
1.07,1.45212,-0.822057,-0.822057,-0.542311
1.075,1.44808,-0.824755,-0.824755,-0.544774
1.08,1.44404,-0.827454,-0.827454,-0.547236
1.085,1.43999,-0.830153,-0.830153,-0.549698
1.09,1.43595,-0.832851,-0.832851,-0.55216
1.095,1.43191,-0.83555,-0.83555,-0.554622
1.1,1.42787,-0.838248,-0.838248,-0.557084
1.105,1.42355,-0.841236,-0.841236,-0.560408
1.11,1.41923,-0.844224,-0.844224,-0.563731
1.115,1.4149,-0.847212,-0.847212,-0.567055
1.12,1.41058,-0.8502,-0.8502,-0.570379
1.125,1.40626,-0.853188,-0.853188,-0.573702
1.13,1.40193,-0.856176,-0.856176,-0.577026
1.135,1.39761,-0.859164,-0.859164,-0.580349
1.14,1.39329,-0.862152,-0.862152,-0.583673
1.145,1.38897,-0.865139,-0.865139,-0.586997
1.15,1.38464,-0.868127,-0.868127,-0.59032
1.155,1.38032,-0.871115,-0.871115,-0.593644
1.16,1.376,-0.874103,-0.874103,-0.596968
1.165,1.37167,-0.877091,-0.877091,-0.600291
1.17,1.36735,-0.880079,-0.880079,-0.603615
1.175,1.36303,-0.883067,-0.883067,-0.606939
1.18,1.3587,-0.886055,-0.886055,-0.610262
1.185,1.35438,-0.889043,-0.889043,-0.613586
1.19,1.35006,-0.89203,-0.89203,-0.61691
1.195,1.34574,-0.895018,-0.895018,-0.620233
1.2,1.34141,-0.898006,-0.898006,-0.623557
1.205,1.33677,-0.901373,-0.901373,-0.627824
1.21,1.33214,-0.904739,-0.904739,-0.632091
1.215,1.3275,-0.908106,-0.908106,-0.636358
1.22,1.32286,-0.911473,-0.911473,-0.640625
1.225,1.31822,-0.914839,-0.914839,-0.644893
1.23,1.31358,-0.918206,-0.918206,-0.64916
1.235,1.30895,-0.921573,-0.921573,-0.653427
1.24,1.30431,-0.924939,-0.924939,-0.657694
1.245,1.29967,-0.928306,-0.928306,-0.661961
1.25,1.29503,-0.931672,-0.931672,-0.666228
1.255,1.29039,-0.935039,-0.935039,-0.670495
1.26,1.28576,-0.938406,-0.938406,-0.674762
1.265,1.28112,-0.941772,-0.941772,-0.67903
1.27,1.27648,-0.945139,-0.945139,-0.683297
1.275,1.27184,-0.948505,-0.948505,-0.687564
1.28,1.2672,-0.951872,-0.951872,-0.691831
1.285,1.26257,-0.955239,-0.955239,-0.696098
1.29,1.25793,-0.958605,-0.958605,-0.700365
1.295,1.25329,-0.961972,-0.961972,-0.704632
1.3,1.24865,-0.965338,-0.965338,-0.708899
1.305,1.24366,-0.969183,-0.969183,-0.714236
1.31,1.23866,-0.973028,-0.973028,-0.719572
1.315,1.23367,-0.976873,-0.976873,-0.724909
1.32,1.22867,-0.980718,-0.980718,-0.730245
1.325,1.22368,-0.984563,-0.984563,-0.735582
1.33,1.21868,-0.988408,-0.988408,-0.740918
1.335,1.21369,-0.992253,-0.992253,-0.746255
1.34,1.20869,-0.996098,-0.996098,-0.751591
1.345,1.20369,-0.999942,-0.999942,-0.756928
1.35,1.1987,-1.00379,-1.00379,-0.762264
1.355,1.1937,-1.00763,-1.00763,-0.767601
1.36,1.18871,-1.01148,-1.01148,-0.772937
1.365,1.18371,-1.01532,-1.01532,-0.778273
1.37,1.17872,-1.01917,-1.01917,-0.78361
1.375,1.17372,-1.02301,-1.02301,-0.788946
1.38,1.16873,-1.02686,-1.02686,-0.794283
1.385,1.16373,-1.0307,-1.0307,-0.799619
1.39,1.15874,-1.03455,-1.03455,-0.804956
1.395,1.15374,-1.03839,-1.03839,-0.810292
1.4,1.14875,-1.04224,-1.04224,-0.815629
1.405,1.14334,-1.04667,-1.04667,-0.82219
1.41,1.13794,-1.05111,-1.05111,-0.828751
1.415,1.13253,-1.05555,-1.05555,-0.835312
1.42,1.12712,-1.05998,-1.05998,-0.841873
1.425,1.12172,-1.06442,-1.06442,-0.848434
1.43,1.11631,-1.06886,-1.06886,-0.854995
1.435,1.11091,-1.07329,-1.07329,-0.861556
1.44,1.1055,-1.07773,-1.07773,-0.868117
1.445,1.1001,-1.08216,-1.08216,-0.874678
1.45,1.09469,-1.0866,-1.0866,-0.88124
1.455,1.08929,-1.09104,-1.09104,-0.887801
1.46,1.08388,-1.09547,-1.09547,-0.894362
1.465,1.07848,-1.09991,-1.09991,-0.900923
1.47,1.07307,-1.10435,-1.10435,-0.907484
1.475,1.06766,-1.10878,-1.10878,-0.914045
1.48,1.06226,-1.11322,-1.11322,-0.920606
1.485,1.05685,-1.11766,-1.11766,-0.927167
1.49,1.05145,-1.12209,-1.12209,-0.933728
1.495,1.04604,-1.12653,-1.12653,-0.940289
1.5,1.04064,-1.13097,-1.13097,-0.94685
1.505,1.03476,-1.13612,-1.13612,-0.954793
1.51,1.02888,-1.14128,-1.14128,-0.962735
1.515,1.023,-1.14644,-1.14644,-0.970677
1.52,1.01712,-1.15159,-1.15159,-0.978619
1.525,1.01124,-1.15675,-1.15675,-0.986562
1.53,1.00536,-1.16191,-1.16191,-0.994504
1.535,0.999475,-1.16706,-1.16706,-1.00245
1.54,0.993595,-1.17222,-1.17222,-1.01039
1.545,0.987714,-1.17738,-1.17738,-1.01833
1.55,0.981834,-1.18253,-1.18253,-1.02627
1.555,0.975954,-1.18769,-1.18769,-1.03422
1.56,0.970073,-1.19285,-1.19285,-1.04216
1.565,0.964193,-1.198,-1.198,-1.0501
1.57,0.958312,-1.20316,-1.20316,-1.05804
1.575,0.952432,-1.20832,-1.20832,-1.06598
1.58,0.946552,-1.21347,-1.21347,-1.07393
1.585,0.940671,-1.21863,-1.21863,-1.08187
1.59,0.934791,-1.22379,-1.22379,-1.08981
1.595,0.928911,-1.22894,-1.22894,-1.09775
1.6,0.92303,-1.2341,-1.2341,-1.1057
1.605,0.916597,-1.24012,-1.24012,-1.11512
1.61,0.910163,-1.24614,-1.24614,-1.12454
1.615,0.903729,-1.25215,-1.25215,-1.13396
1.62,0.897296,-1.25817,-1.25817,-1.14339
1.625,0.890862,-1.26419,-1.26419,-1.15281
1.63,0.884429,-1.27021,-1.27021,-1.16223
1.635,0.877995,-1.27623,-1.27623,-1.17165
1.64,0.871561,-1.28224,-1.28224,-1.18108
1.645,0.865128,-1.28826,-1.28826,-1.1905
1.65,0.858694,-1.29428,-1.29428,-1.19992
1.655,0.852261,-1.3003,-1.3003,-1.20934
1.66,0.845827,-1.30632,-1.30632,-1.21877
1.665,0.839393,-1.31233,-1.31233,-1.22819
1.67,0.83296,-1.31835,-1.31835,-1.23761
1.675,0.826526,-1.32437,-1.32437,-1.24703
1.68,0.820093,-1.33039,-1.33039,-1.25646
1.685,0.813659,-1.3364,-1.3364,-1.26588
1.69,0.807225,-1.34242,-1.34242,-1.2753
1.695,0.800792,-1.34844,-1.34844,-1.28472
1.7,0.794358,-1.35446,-1.35446,-1.29415
1.705,0.787279,-1.36148,-1.36148,-1.30497
1.71,0.780199,-1.3685,-1.3685,-1.3158
1.715,0.77312,-1.37552,-1.37552,-1.32663
1.72,0.76604,-1.38255,-1.38255,-1.33745
1.725,0.758961,-1.38957,-1.38957,-1.34828
1.73,0.751882,-1.39659,-1.39659,-1.35911
1.735,0.744802,-1.40361,-1.40361,-1.36993
1.74,0.737723,-1.41063,-1.41063,-1.38076
1.745,0.730643,-1.41765,-1.41765,-1.39158
1.75,0.723564,-1.42467,-1.42467,-1.40241
1.755,0.716484,-1.4317,-1.4317,-1.41324
1.76,0.709405,-1.43872,-1.43872,-1.42406
1.765,0.702326,-1.44574,-1.44574,-1.43489
1.77,0.695246,-1.45276,-1.45276,-1.44572
1.775,0.688167,-1.45978,-1.45978,-1.45654
1.78,0.681087,-1.4668,-1.4668,-1.46737
1.785,0.674008,-1.47383,-1.47383,-1.4782
1.79,0.666928,-1.48085,-1.48085,-1.48902
1.795,0.659849,-1.48787,-1.48787,-1.49985
1.8,0.652769,-1.49489,-1.49489,-1.51068
1.805,0.644938,-1.50303,-1.50303,-1.52243
1.81,0.637107,-1.51117,-1.51117,-1.53419
1.815,0.629276,-1.51931,-1.51931,-1.54594
1.82,0.621444,-1.52745,-1.52745,-1.5577
1.825,0.613613,-1.53559,-1.53559,-1.56945
1.83,0.605782,-1.54374,-1.54374,-1.58121
1.835,0.597951,-1.55188,-1.55188,-1.59297
1.84,0.59012,-1.56002,-1.56002,-1.60472
1.845,0.582288,-1.56816,-1.56816,-1.61648
1.85,0.574457,-1.5763,-1.5763,-1.62823
1.855,0.566626,-1.58444,-1.58444,-1.63999
1.86,0.558795,-1.59258,-1.59258,-1.65174
1.865,0.550963,-1.60072,-1.60072,-1.6635
1.87,0.543132,-1.60886,-1.60886,-1.67526
1.875,0.535301,-1.617,-1.617,-1.68701
1.88,0.52747,-1.62514,-1.62514,-1.69877
1.885,0.519638,-1.63328,-1.63328,-1.71052
1.89,0.511807,-1.64142,-1.64142,-1.72228
1.895,0.503976,-1.64957,-1.64957,-1.73403
1.9,0.496145,-1.65771,-1.65771,-1.74579
1.905,0.487447,-1.667,-1.667,-1.75722
1.91,0.47875,-1.67629,-1.67629,-1.76865
1.915,0.470052,-1.68558,-1.68558,-1.78007
1.92,0.461355,-1.69487,-1.69487,-1.7915
1.925,0.452658,-1.70416,-1.70416,-1.80293
1.93,0.44396,-1.71345,-1.71345,-1.81435
1.935,0.435263,-1.72274,-1.72274,-1.82578
1.94,0.426566,-1.73203,-1.73203,-1.83721
1.945,0.417868,-1.74132,-1.74132,-1.84864
1.95,0.409171,-1.75061,-1.75061,-1.86006
1.955,0.400473,-1.7599,-1.7599,-1.87149
1.96,0.391776,-1.76919,-1.76919,-1.88292
1.965,0.383079,-1.77848,-1.77848,-1.89435
1.97,0.374381,-1.78777,-1.78777,-1.90577
1.975,0.365684,-1.79707,-1.79707,-1.9172
1.98,0.356986,-1.80636,-1.80636,-1.92863
1.985,0.348289,-1.81565,-1.81565,-1.94006
1.99,0.339592,-1.82494,-1.82494,-1.95148
1.995,0.330894,-1.83423,-1.83423,-1.96291
2,0.322197,-1.84352,-1.84352,-1.97434
2.005,0.312523,-1.8538,-1.8538,-1.98282
2.01,0.30285,-1.86408,-1.86408,-1.99129
2.015,0.293176,-1.87436,-1.87436,-1.99977
2.02,0.283503,-1.88464,-1.88464,-2.00825
2.025,0.27383,-1.89492,-1.89492,-2.01673
2.03,0.264156,-1.9052,-1.9052,-2.02521
2.035,0.254483,-1.91548,-1.91548,-2.03368
2.04,0.244809,-1.92576,-1.92576,-2.04216
2.045,0.235136,-1.93604,-1.93604,-2.05064
2.05,0.225462,-1.94632,-1.94632,-2.05912
2.055,0.215789,-1.9566,-1.9566,-2.06759
2.06,0.206115,-1.96688,-1.96688,-2.07607
2.065,0.196442,-1.97716,-1.97716,-2.08455
2.07,0.186768,-1.98744,-1.98744,-2.09303
2.075,0.177095,-1.99772,-1.99772,-2.10151
2.08,0.167421,-2.008,-2.008,-2.10998
2.085,0.157748,-2.01828,-2.01828,-2.11846
2.09,0.148074,-2.02856,-2.02856,-2.12694
2.095,0.138401,-2.03884,-2.03884,-2.13542
2.1,0.128727,-2.04912,-2.04912,-2.1439
2.105,0.117998,-2.05987,-2.05987,-2.14478
2.11,0.107269,-2.07062,-2.07062,-2.14566
2.115,0.0965404,-2.08137,-2.08137,-2.14655
2.12,0.0858114,-2.09212,-2.09212,-2.14743
2.125,0.0750825,-2.10287,-2.10287,-2.14831
2.13,0.0643535,-2.11362,-2.11362,-2.1492
2.135,0.0536246,-2.12437,-2.12437,-2.15008
2.14,0.0428956,-2.13512,-2.13512,-2.15096
2.145,0.0321667,-2.14586,-2.14586,-2.15185
2.15,0.0214377,-2.15661,-2.15661,-2.15273
2.155,0.0107088,-2.16736,-2.16736,-2.15361
2.16,-2.01689E-05,-2.17811,-2.17811,-2.1545
2.165,-0.0107491,-2.18886,-2.18886,-2.15538
2.17,-0.0214781,-2.19961,-2.19961,-2.15626
2.175,-0.032207,-2.21036,-2.21036,-2.15715
2.18,-0.042936,-2.22111,-2.22111,-2.15803
2.185,-0.0536649,-2.23186,-2.23186,-2.15891
2.19,-0.0643939,-2.24261,-2.24261,-2.1598
2.195,-0.0751228,-2.25335,-2.25335,-2.16068
2.2,-0.0858518,-2.2641,-2.2641,-2.16156
2.205,-0.0976392,-2.27422,-2.27422,-2.14797
2.21,-0.109427,-2.28434,-2.28434,-2.13438
2.215,-0.121214,-2.29445,-2.29445,-2.12079
2.22,-0.133001,-2.30457,-2.30457,-2.1072
2.225,-0.144789,-2.31468,-2.31468,-2.09361
2.23,-0.156576,-2.3248,-2.3248,-2.08002
2.235,-0.168364,-2.33492,-2.33492,-2.06642
2.24,-0.180151,-2.34503,-2.34503,-2.05283
2.245,-0.191939,-2.35515,-2.35515,-2.03924
2.25,-0.203726,-2.36527,-2.36527,-2.02565
2.255,-0.215513,-2.37538,-2.37538,-2.01206
2.26,-0.227301,-2.3855,-2.3855,-1.99847
2.265,-0.239088,-2.39561,-2.39561,-1.98487
2.27,-0.250876,-2.40573,-2.40573,-1.97128
2.275,-0.262663,-2.41585,-2.41585,-1.95769
2.28,-0.274451,-2.42596,-2.42596,-1.9441
2.285,-0.286238,-2.43608,-2.43608,-1.93051
2.29,-0.298025,-2.4462,-2.4462,-1.91692
2.295,-0.309813,-2.45631,-2.45631,-1.90333
2.3,-0.3216,-2.46643,-2.46643,-1.88973
2.305,-0.334306,-2.47406,-2.47406,-1.85401
2.31,-0.347012,-2.48169,-2.48169,-1.81829
2.315,-0.359717,-2.48933,-2.48933,-1.78257
2.32,-0.372423,-2.49696,-2.49696,-1.74684
2.325,-0.385129,-2.50459,-2.50459,-1.71112
2.33,-0.397834,-2.51223,-2.51223,-1.6754
2.335,-0.41054,-2.51986,-2.51986,-1.63968
2.34,-0.423246,-2.52749,-2.52749,-1.60395
2.345,-0.435951,-2.53512,-2.53512,-1.56823
2.35,-0.448657,-2.54276,-2.54276,-1.53251
2.355,-0.461363,-2.55039,-2.55039,-1.49679
2.36,-0.474068,-2.55802,-2.55802,-1.46106
2.365,-0.486774,-2.56565,-2.56565,-1.42534
2.37,-0.49948,-2.57329,-2.57329,-1.38962
2.375,-0.512186,-2.58092,-2.58092,-1.3539
2.38,-0.524891,-2.58855,-2.58855,-1.31817
2.385,-0.537597,-2.59619,-2.59619,-1.28245
2.39,-0.550303,-2.60382,-2.60382,-1.24673
2.395,-0.563008,-2.61145,-2.61145,-1.21101
2.4,-0.575714,-2.61908,-2.61908,-1.17528
2.405,-0.588982,-2.62176,-2.62176,-1.11357
2.41,-0.602249,-2.62443,-2.62443,-1.05185
2.415,-0.615517,-2.62711,-2.62711,-0.990135
2.42,-0.628784,-2.62978,-2.62978,-0.928419
2.425,-0.642052,-2.63246,-2.63246,-0.866703
2.43,-0.655319,-2.63513,-2.63513,-0.804987
2.435,-0.668587,-2.63781,-2.63781,-0.743271
2.44,-0.681854,-2.64048,-2.64048,-0.681555
2.445,-0.695122,-2.64316,-2.64316,-0.619839
2.45,-0.708389,-2.64583,-2.64583,-0.558123
2.455,-0.721657,-2.64851,-2.64851,-0.496407
2.46,-0.734924,-2.65118,-2.65118,-0.434691
2.465,-0.748192,-2.65386,-2.65386,-0.372975
2.47,-0.761459,-2.65653,-2.65653,-0.311259
2.475,-0.774727,-2.65921,-2.65921,-0.249543
2.48,-0.787994,-2.66188,-2.66188,-0.187827
2.485,-0.801261,-2.66456,-2.66456,-0.126111
2.49,-0.814529,-2.66723,-2.66723,-0.0643955
2.495,-0.827797,-2.66991,-2.66991,-0.00267955
2.5,-0.841064,-2.67258,-2.67258,0.0590364
2.505,-0.854285,-2.66792,-2.66792,0.140003
2.51,-0.867506,-2.66327,-2.66327,0.22097
2.515,-0.880727,-2.65861,-2.65861,0.301937
2.52,-0.893948,-2.65395,-2.65395,0.382903
2.525,-0.907169,-2.64929,-2.64929,0.46387
2.53,-0.92039,-2.64464,-2.64464,0.544837
2.535,-0.933611,-2.63998,-2.63998,0.625804
2.54,-0.946832,-2.63532,-2.63532,0.70677
2.545,-0.960054,-2.63067,-2.63067,0.787737
2.55,-0.973275,-2.62601,-2.62601,0.868704
2.555,-0.986496,-2.62135,-2.62135,0.949671
2.56,-0.999717,-2.61669,-2.61669,1.03064
2.565,-1.01294,-2.61204,-2.61204,1.1116
