"time", "y", "y1", "y2", "y3", "y4", "y5"
3.43214749338669, 4, 21, 3, 7, 3, 2.50000000000001
3.44214749338669, 4, 18, 2, 6, 3, 2.48953123662157
3.49214749338669, 4, 18, 2, 6, 3, 2.43572158450341
3.5000000045, 4, 18, 2, 6, 3, 2.42705097813907
3.5100000045, 6, 18, 2, 6, 3, 2.41592365210458
3.5600000045, 6, 18, 2, 6, 3, 2.35886529116899
3.6000000046, 6, 18, 2, 6, 3, 2.31153972280039
3.6100000046, 2, 18, 2, 6, 3, 2.2994790148592
3.6600000046, 2, 18, 2, 6, 3, 2.23782343049769
3.9100000046, 2, 18, 2, 6, 3, 1.89771047902381
4, 2, 18, 2, 6, 3, 1.76335575687742
4.01, 4, 18, 2, 6, 4, 1.74807143900573
4.06, 4, 18, 2, 6, 4, 1.67062684946456
4.16666666666667, 4, 18, 2, 6, 4, 1.50000000000001
4.17666666666667, 4, 15, 1, 5, 4, 1.48364630441477
4.22666666666667, 4, 15, 1, 5, 4, 1.40101224196456
4.47666666666667, 4, 15, 1, 5, 4, 0.968779507501966
4.50000000550001, 4, 15, 1, 5, 4, 0.927050973264982
4.51000000550001, 6, 15, 1, 5, 4, 0.909105799018528
4.56000000550001, 6, 15, 1, 5, 4, 0.818855796578376
4.73349810480944, 6, 15, 1, 5, 4, 0.500000000000003
4.74349810480944, 6, 12, 0, 4, 4, 0.481404339933583
4.79349810480944, 6, 12, 0, 4, 4, 0.388155672462816
4.99999999946949, 6, 12, 0, 4, 4, 1.0000057791928E-09
5.01, 4, 12, 0, 4, 5, -0.018849431896678
5.06, 4, 12, 0, 4, 5, -0.113070548009806
5.26650189519057, 4, 12, 0, 4, 5, -0.499999999999996
5.27650189519057, 4, 9, -1, 3, 5, -0.518575920922553
5.32650189519057, 4, 9, -1, 3, 5, -0.61113380017777
5.50000000650001, 4, 9, -1, 3, 5, -0.927050994777399
5.51000000650001, 6, 9, -1, 3, 5, -0.944959570594451
5.56000000650001, 6, 9, -1, 3, 5, -1.03392878102513
5.60000000660001, 6, 9, -1, 3, 5, -1.10437366962112
5.61000000660001, 2, 9, -1, 3, 5, -1.12187762875149
5.66000000660001, 2, 9, -1, 3, 5, -1.20871931852725
5.83333333333334, 2, 9, -1, 3, 5, -1.50000000000001
5.84333333333334, 2, 6, -2, 2, 5, -1.51629447815364
5.89333333333334, 2, 6, -2, 2, 5, -1.59685617595721
6, 2, 6, -2, 2, 5, -1.76335575687743
6.01, 4, 6, -2, 2, 6, -1.77857046048318
6.06, 4, 6, -2, 2, 6, -1.85357883927101
6.31, 4, 6, -2, 2, 6, -2.19976603866768
6.50000000750002, 4, 6, -2, 2, 6, -2.42705099143448
6.51000000750002, 6, 6, -2, 2, 6, -2.43808250153689
6.56000000750002, 6, 6, -2, 2, 6, -2.4917877054601
6.56785250661332, 6, 6, -2, 2, 6, -2.5
6.57785250661332, 6, 3, -3, 1, 6, -2.51037006765912
6.62785250661332, 6, 3, -3, 1, 6, -2.56072577869954
6.87785250661332, 6, 3, -3, 1, 6, -2.77369177555713
7, 6, 3, -3, 1, 6, -2.85316954888546
7.01, 4, 3, -3, 1, 7, -2.85893802455166
7.06, 4, 3, -3, 1, 7, -2.88608301475826
7.31, 4, 3, -3, 1, 7, -2.97864781370944
7.50000000850001, 4, 3, -3, 1, 7, -3
7.51000000850001, 6, 3, -3, 1, 7, -2.99994078246774
7.56000000850001, 6, 3, -3, 1, 7, -2.99786841731789
7.60000000860001, 6, 3, -3, 1, 7, -2.99408018426694
7.61000000860001, 2, 3, -3, 1, 7, -2.99283751796417
7.66000000860001, 2, 3, -3, 1, 7, -2.98485304931697
7.91000000860001, 2, 3, -3, 1, 7, -2.90100445915731
8, 2, 3, -3, 1, 7, -2.85316954888546
8.01, 4, 3, -3, 1, 8, -2.84728843497088
8.06, 4, 3, -3, 1, 8, -2.81620157296162
8.31, 4, 3, -3, 1, 8, -2.61978736442976
8.43214749338669, 4, 3, -3, 1, 8, -2.5
8.44214749338669, 4, 6, -2, 2, 8, -2.48953123662157
8.49214749338669, 4, 6, -2, 2, 8, -2.4357215845034
8.50000000950001, 4, 6, -2, 2, 8, -2.42705097259933
8.51000000950001, 6, 6, -2, 2, 8, -2.41592364651702
8.56000000950001, 6, 6, -2, 2, 8, -2.35886528534578
8.81000000950001, 6, 6, -2, 2, 8, -2.03986012303678
9, 6, 6, -2, 2, 8, -1.76335575687742
9.01, 4, 6, -2, 2, 9, -1.74807143900573
9.06, 4, 6, -2, 2, 9, -1.67062684946456
9.16666666666667, 4, 6, -2, 2, 9, -1.50000000000001
9.17666666666667, 4, 9, -1, 3, 9, -1.48364630441477
9.22666666666667, 4, 9, -1, 3, 9, -1.40101224196456
9.47666666666667, 4, 9, -1, 3, 9, -0.968779507501963
9.5000000105, 4, 9, -1, 3, 9, -0.927050964301494
9.5100000105, 6, 9, -1, 3, 9, -0.909105790036918
9.5600000105, 6, 9, -1, 3, 9, -0.818855787511485
9.60000001060001, 6, 9, -1, 3, 9, -0.746069642141767
9.61000001060001, 2, 9, -1, 3, 9, -0.727797673002569
9.66000001060001, 2, 9, -1, 3, 9, -0.636021310239817
9.73349810480944, 2, 9, -1, 3, 9, -0.500000000000002
9.74349810480944, 2, 12, 0, 4, 9, -0.481404339933579
9.79349810480944, 2, 12, 0, 4, 9, -0.388155672462812
10, 2, 12, 0, 4, 9, -7.34763812293426E-16
