"time","J1.der(w)","clutch1.der(phi_rel)","clutch1.der(w_rel)","J2.der(phi)","clutch2.der(phi_rel)","clutch2.der(w_rel)","J1.w","J1.der(phi)","clutch1.phi_rel","clutch1.w_rel","clutch1.w_relfric","J2.phi","clutch2.phi_rel","clutch2.w_rel","clutch2.w_relfric","J1.phi","J1.flange_b.phi","clutch1.flange_a.phi","J1.flange_a.phi","torque.flange.phi","J1.a","clutch1.a_rel","clutch1.a_relfric","clutch1.fn","clutch1.f_normalized","sin2.y","clutch1.flange_b.tau","clutch1.tau0","clutch1.tau0_max","clutch1.sa","clutch1.lossPower","J2.w","J2.a","J2.der(w)","J2.der(phi,2)","clutch2.a_rel","clutch2.a_relfric","clutch2.fn","step1.y","clutch2.flange_b.tau","J3.flange_a.tau","clutch2.tau0","clutch2.tau0_max","clutch2.sa","clutch2.lossPower","J3.phi","J3.w","J3.a","J3.der(w)","clutch3.a_rel","clutch3.a_relfric","clutch3.fn","clutch3.flange_b.tau","clutch3.tau","clutch3.flange_a.tau","J4.flange_a.tau","J3.flange_b.tau","clutch3.tau0","clutch3.tau0_max","clutch3.sa","clutch3.lossPower","J4.phi","J4.w","J4.der(phi)","fixed.flange.tau","torque.tau","J1.der(phi,2)","clutch1.der(phi_rel,2)","clutch2.der(phi_rel,2)","clutch3.der(phi_rel,2)","clutch2.mode","clutch2.free"
0.03,-1.903021751,-9.531345549,11.89621345,0.2999333514,-0.2999333514,-9.993191695,9.831278901,9.831278901,-0.292353148,-9.531345549,-9.531345549,0.004499510627,-0.004499510627,-0.2999333514,-0.2999333514,0.2968526586,0.2968526586,0.2968526586,0.2968526586,0.2968526586,-1.903021751,11.89621345,11.89621345,19.98638339,0.9993191695,0.9993191695,-9.993191695,9.993191695,10.99251086,0.9037025817,95.24856318,0.2999333514,9.993191695,9.993191695,9.993191695,-9.993191695,-9.993191695,0,0,0,-0,0,0,-9.993191695,-0,2.307182223e-016,9.270362256e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,2.307182223e-016,9.270362256e-015,9.270362256e-015,-8.090169944,8.090169944,-1.903021751,11.89621345,-9.993191695,0,2,1
0.033,-1.384309529,-9.496456318,11.37603933,0.3299107692,-0.3299107692,-9.991729799,9.826367088,9.826367088,-0.3208944425,-9.496456318,-9.496456318,0.005444277905,-0.005444277905,-0.3299107692,-0.3299107692,0.3263387204,0.3263387204,0.3263387204,0.3263387204,0.3263387204,-1.384309529,11.37603933,11.37603933,19.9834596,0.9991729799,0.9991729799,-9.991729799,9.991729799,10.99090278,0.3851365491,94.88602558,0.3299107692,9.991729799,9.991729799,9.991729799,-9.991729799,-9.991729799,0,0,0,-0,0,0,-9.991729799,-0,2.593411597e-016,1.004751837e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,2.593411597e-016,1.004751837e-014,1.004751837e-014,-8.60742027,8.60742027,-1.384309529,11.37603933,-9.991729799,0,2,1
0.036,-0.941855374,-9.463014719,10.93198127,0.3598835882,-0.3598835882,-9.990125899,9.822898308,9.822898308,-0.3493332938,-9.463014719,-9.463014719,0.006478970644,-0.006478970644,-0.3598835882,-0.3598835882,0.3558122644,0.3558122644,0.3558122644,0.3558122644,0.3558122644,-0.941855374,10.93198127,10.93198127,19.9802518,0.9990125899,0.9990125899,-9.990125899,9.990125899,10.98913849,-0.0571572159,94.53670843,0.3598835882,9.990125899,9.990125899,9.990125899,-9.990125899,-9.990125899,0,0,0,-0,0,0,-9.990125899,-0,2.888314588e-016,1.021405183e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,2.888314588e-016,1.021405183e-014,1.021405183e-014,-9.048270525,9.048270525,-0.941855374,10.93198127,-9.990125899,0,2,1
0.039,-0.5795723268,-9.43078626,10.56795234,0.3898513826,-0.3898513826,-9.988380016,9.820637642,9.820637642,-0.3776736991,-9.43078626,-9.43078626,0.00760357441,-0.00760357441,-0.3898513826,-0.3898513826,0.3852772735,0.3852772735,0.3852772735,0.3852772735,0.3852772735,-0.5795723268,10.56795234,10.56795234,19.97676003,0.9988380016,0.9988380016,-9.988380016,9.988380016,10.98721802,-0.4192656748,94.19827702,0.3898513826,9.988380016,9.988380016,9.988380016,-9.988380016,-9.988380016,0,0,0,-0,0,0,-9.988380016,-0,3.191891196e-016,1.038058528e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,3.191891196e-016,1.038058528e-014,1.038058528e-014,-9.40880769,9.40880769,-0.5795723268,10.56795234,-9.988380016,0,2,1
0.042,-0.3006605658,-9.399525909,10.28715274,0.4198137264,-0.4198137264,-9.986492177,9.819339636,9.819339636,-0.4059189353,-9.399525909,-9.399525909,0.008818073489,-0.008818073489,-0.4198137264,-0.4198137264,0.4147370088,0.4147370088,0.4147370088,0.4147370088,0.4147370088,-0.3006605658,10.28715274,10.28715274,19.97298435,0.9986492177,0.9986492177,-9.986492177,9.986492177,10.98514139,-0.6979886519,93.86829196,0.4198137264,9.986492177,9.986492177,9.986492177,-9.986492177,-9.986492177,0,0,0,-0,0,0,-9.986492177,-0,3.504141421e-016,1.065814104e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,3.504141421e-016,1.065814104e-014,1.065814104e-014,-9.685831611,9.685831611,-0.3006605658,10.28715274,-9.986492177,0,2,1
0.045,-0.1075790017,-9.368979299,10.09204141,0.4497701937,-0.4497701937,-9.984462408,9.818749493,9.818749493,-0.4340715432,-9.368979299,-9.368979299,0.01012245089,-0.01012245089,-0.4497701937,-0.4497701937,0.444193994,0.444193994,0.444193994,0.444193994,0.444193994,-0.1075790017,10.09204141,10.09204141,19.96892482,0.9984462408,0.9984462408,-9.984462408,9.984462408,10.98290865,-0.8908672391,93.54422161,0.4497701937,9.984462408,9.984462408,9.984462408,-9.984462408,-9.984462408,0,0,0,-0,0,0,-9.984462408,-0,3.781697178e-016,1.032507413e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,3.781697178e-016,1.032507413e-014,1.032507413e-014,-9.876883406,9.876883406,-0.1075790017,10.09204141,-9.984462408,0,2,1
0.048,-0.002023452646,-9.338886952,9.98431419,0.4797203589,-0.4797203589,-9.982290737,9.818607311,9.818607311,-0.4621332667,-9.338886952,-9.338886952,0.01151668835,-0.01151668835,-0.4797203589,-0.4797203589,0.4736499551,0.4736499551,0.4736499551,0.4736499551,0.4736499551,-0.002023452646,9.98431419,9.98431419,19.96458147,0.9982290737,0.9982290737,-9.982290737,9.982290737,10.98051981,-0.996205621,93.22348471,0.4797203589,9.982290737,9.982290737,9.982290737,-9.982290737,-9.982290737,0,0,0,-0,0,0,-9.982290737,-0,4.076600169e-016,7.382983114e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,4.076600169e-016,7.382983114e-015,7.382983114e-015,-9.980267284,9.980267284,-0.002023452646,9.98431419,-9.982290737,0,2,1
0.051,0.01508840791,-9.308985203,9.964888788,0.5096637963,-0.5096637963,-9.979977196,9.818649,9.818649,-0.4901050746,-9.308985203,-9.308985203,0.01300076632,-0.01300076632,-0.5096637963,-0.5096637963,0.5031058409,0.5031058409,0.5031058409,0.5031058409,0.5031058409,0.01508840791,9.964888788,9.964888788,19.95995439,0.9979977196,0.9979977196,-9.979977196,9.979977196,10.97797492,-1.013086127,92.90346005,0.5096637963,9.979977196,9.979977196,9.979977196,-9.979977196,-9.979977196,0,0,0,-0,0,0,-9.979977196,-0,4.354155925e-016,6.994405055e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,4.354155925e-016,6.994405055e-015,6.994405055e-015,-9.995065604,9.995065604,0.01508840791,9.964888788,-9.979977196,0,2,1
0.054,-0.05637480386,-9.279008999,10.03389662,0.5396000802,-0.5396000802,-9.977521817,9.818609079,9.818609079,-0.5179871289,-9.279008999,-9.279008999,0.01457466397,-0.01457466397,-0.5396000802,-0.5396000802,0.5325617928,0.5325617928,0.5325617928,0.5325617928,0.5325617928,-0.05637480386,10.03389662,10.03389662,19.95504363,0.9977521817,0.9977521817,-9.977521817,9.977521817,10.975274,-0.9413773778,92.58151473,0.5396000802,9.977521817,9.977521817,9.977521817,-9.977521817,-9.977521817,0,0,0,-0,0,0,-9.977521817,-0,4.631711681e-016,5.107025913e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,4.631711681e-016,5.107025913e-015,5.107025913e-015,-9.921147013,9.921147013,-0.05637480386,10.03389662,-9.977521817,0,2,1
0.057,-0.2157570162,-9.248693905,10.19068165,0.5695287854,-0.5695287854,-9.974924636,9.81822269,9.81822269,-0.5457788084,-9.248693905,-9.248693905,0.01623835922,-0.01623835922,-0.5695287854,-0.5695287854,0.5620171676,0.5620171676,0.5620171676,0.5620171676,0.5620171676,-0.2157570162,10.19068165,10.19068165,19.94984927,0.9974924636,0.9974924636,-9.974924636,9.974924636,10.9724171,-0.7817354474,92.25502468,0.5695287854,9.974924636,9.974924636,9.974924636,-9.974924636,-9.974924636,0,0,0,-0,0,0,-9.974924636,-0,4.857225733e-016,2.997602166e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,4.857225733e-016,2.997602166e-015,2.997602166e-015,-9.759167619,9.759167619,-0.2157570162,10.19068165,-9.974924636,0,2,1
0.06,-0.4616205255,-9.217778576,10.43380621,0.5994494863,-0.5994494863,-9.972185688,9.817228062,9.817228062,-0.5734787056,-9.217778576,-9.217778576,0.01799182868,-0.01799182868,-0.5994494863,-0.5994494863,0.5914705343,0.5914705343,0.5914705343,0.5914705343,0.5914705343,-0.4616205255,10.43380621,10.43380621,19.94437138,0.9972185688,0.9972185688,-9.972185688,9.972185688,10.96940426,-0.5355980434,91.92139959,0.5994494863,9.972185688,9.972185688,9.972185688,-9.972185688,-9.972185688,0,0,0,-0,0,0,-9.972185688,-0,4.996003611e-016,2.553512957e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,4.996003611e-016,2.553512957e-015,2.553512957e-015,-9.510565163,9.510565163,-0.4616205255,10.43380621,-9.972185688,0,2,1
0.063,-0.7917587576,-9.186007031,10.76106377,0.6293617578,-0.6293617578,-9.969305014,9.815368788,9.815368788,-0.6010846347,-9.186007031,-9.186007031,0.01983504771,-0.01983504771,-0.6293617578,-0.6293617578,0.6209196824,0.6209196824,0.6209196824,0.6209196824,0.6209196824,-0.7917587576,10.76106377,10.76106377,19.93861003,0.9969305014,0.9969305014,-9.969305014,9.969305014,10.96623552,-0.2051717439,91.57810595,0.6293617578,9.969305014,9.969305014,9.969305014,-9.969305014,-9.969305014,0,0,0,-0,0,0,-9.969305014,-0,5.134781489e-016,3.774758284e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,5.134781489e-016,3.774758284e-015,3.774758284e-015,-9.177546257,9.177546257,-0.7917587576,10.76106377,-9.969305014,0,2,1
0.066,-1.203215854,-9.153131067,11.16949851,0.6592651747,-0.6592651747,-9.966282654,9.812396242,9.812396242,-0.6285936538,-9.153131067,-9.153131067,0.02176799037,-0.02176799037,-0.6592651747,-0.6592651747,0.6503616442,0.6503616442,0.6503616442,0.6503616442,0.6503616442,-1.203215854,11.16949851,11.16949851,19.93256531,0.9966282654,0.9966282654,-9.966282654,9.966282654,10.96291092,0.2065875886,91.22269139,0.6592651747,9.966282654,9.966282654,9.966282654,-9.966282654,-9.966282654,0,0,0,-0,0,0,-9.966282654,-0,5.204170428e-016,1.998401444e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,5.204170428e-016,1.998401444e-015,1.998401444e-015,-8.7630668,8.7630668,-1.203215854,11.16949851,-9.966282654,0,2,1
0.069,-1.692312909,-9.118912474,11.65543156,0.6891593121,-0.6891593121,-9.963118652,9.808071786,9.808071786,-0.6560020917,-9.118912474,-9.118912474,0.02379062948,-0.02379062948,-0.6891593121,-0.6891593121,0.6797927212,0.6797927212,0.6797927212,0.6797927212,0.6797927212,-1.692312909,11.65543156,11.65543156,19.9262373,0.9963118652,0.9963118652,-9.963118652,9.963118652,10.95943052,0.6960010437,90.85280695,0.6891593121,9.963118652,9.963118652,9.963118652,-9.963118652,-9.963118652,0,0,0,-0,0,0,-9.963118652,-0,5.273559367e-016,1.33226763e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,5.273559367e-016,1.33226763e-015,1.33226763e-015,-8.270805743,8.270805743,-1.692312909,11.65543156,-9.963118652,0,2,1
0.072,-2.254680623,-9.083125137,12.21449367,0.719043745,-0.719043745,-9.959813051,9.802168882,9.802168882,-0.6833055768,-9.083125137,-9.083125137,0.02590293654,-0.02590293654,-0.719043745,-0.719043745,0.7092085134,0.7092085134,0.7092085134,0.7092085134,0.7092085134,-2.254680623,12.21449367,12.21449367,19.9196261,0.9959813051,0.9959813051,-9.959813051,9.959813051,10.95579436,1.258699318,90.46622829,0.719043745,9.959813051,9.959813051,9.959813051,-9.959813051,-9.959813051,0,0,0,-0,0,0,-9.959813051,-0,5.412337245e-016,1.110223025e-016,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,5.412337245e-016,1.110223025e-016,1.110223025e-016,-7.705132428,7.705132428,-2.254680623,12.21449367,-9.959813051,0,2,1
0.075,-2.885298087,-9.045557124,12.84166399,0.7489180488,-0.7489180488,-9.956365899,9.794475173,9.794475173,-0.710499078,-9.045557124,-9.045557124,0.02810488182,-0.02810488182,-0.7489180488,-0.7489180488,0.7386039598,0.7386039598,0.7386039598,0.7386039598,0.7386039598,-2.885298087,12.84166399,12.84166399,19.9127318,0.9956365899,0.9956365899,-9.956365899,9.956365899,10.95200249,1.889661497,90.06087649,0.7489180488,9.956365899,9.956365899,9.956365899,-9.956365899,-9.956365899,0,0,0,-0,0,0,-9.956365899,-0,5.412337245e-016,-9.992007222e-016,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,5.412337245e-016,-9.992007222e-016,-9.992007222e-016,-7.071067812,7.071067812,-2.885298087,12.84166399,-9.956365899,0,2,1
0.078,-3.578537348,-9.00601239,13.53131459,0.7787817989,-0.7787817989,-9.952777245,9.784794189,9.784794189,-0.7375769564,-9.00601239,-9.00601239,0.03039643428,-0.03039643428,-0.7787817989,-0.7787817989,0.7679733907,0.7679733907,0.7679733907,0.7679733907,0.7679733907,-3.578537348,13.53131459,13.53131459,19.90555449,0.9952777245,0.9952777245,-9.952777245,9.952777245,10.94805497,2.583259623,89.63483518,0.7787817989,9.952777245,9.952777245,9.952777245,-9.952777245,-9.952777245,0,0,0,-0,0,0,-9.952777245,-0,5.412337245e-016,-1.776356839e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,5.412337245e-016,-1.776356839e-015,-1.776356839e-015,-6.374239897,6.374239897,-3.578537348,13.53131459,-9.952777245,0,2,1
0.081,-4.328213362,-8.964312624,14.2772605,0.8086345708,-0.8086345708,-9.94904714,9.772947195,9.772947195,-0.7645330102,-8.964312624,-8.964312624,0.03277756163,-0.03277756163,-0.8086345708,-0.8086345708,0.7973105718,0.7973105718,0.7973105718,0.7973105718,0.7973105718,-4.328213362,14.2772605,14.2772605,19.89809428,0.994904714,0.994904714,-9.94904714,9.94904714,10.94395185,3.333308648,89.18636888,0.8086345708,9.94904714,9.94904714,9.94904714,-9.94904714,-9.94904714,0,0,0,-0,0,0,-9.94904714,-0,5.412337245e-016,-3.774758284e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,5.412337245e-016,-3.774758284e-015,-3.774758284e-015,-5.620833779,5.620833779,-4.328213362,14.2772605,-9.94904714,0,2,1
0.084,-5.127638897,-8.920298904,15.07281453,0.8384759403,-0.8384759403,-9.945175638,9.758774844,9.758774844,-0.791360529,-8.920298904,-8.920298904,0.0352482303,-0.0352482303,-0.8384759403,-0.8384759403,0.8266087593,0.8266087593,0.8266087593,0.8266087593,0.8266087593,-5.127638897,15.07281453,15.07281453,19.89035128,0.9945175638,0.9945175638,-9.945175638,9.945175638,10.9396932,4.133121333,88.71393934,0.8384759403,9.945175638,9.945175638,9.945175638,-9.945175638,-9.945175638,0,0,0,-0,0,0,-9.945175638,-0,5.342948306e-016,-3.330669074e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,5.342948306e-016,-3.330669074e-015,-3.330669074e-015,-4.817536741,4.817536741,-5.127638897,15.07281453,-9.945175638,0,2,1
0.087,-5.969683886,-8.873832963,15.91084668,0.8683054833,-0.8683054833,-9.941162792,9.742138446,9.742138446,-0.8180523598,-8.873832963,-8.873832963,0.03780840545,-0.03780840545,-0.8683054833,-0.8683054833,0.8558607652,0.8558607652,0.8558607652,0.8558607652,0.8558607652,-5.969683886,15.91084668,15.91084668,19.88232558,0.9941162792,0.9941162792,-9.941162792,9.941162792,10.93527907,4.975567606,88.21621807,0.8683054833,9.941162792,9.941162792,9.941162792,-9.941162792,-9.941162792,0,0,0,-0,0,0,-9.941162792,-0,5.273559367e-016,-5.773159728e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,5.273559367e-016,-5.773159728e-015,-5.773159728e-015,-3.971478906,3.971478906,-5.969683886,15.91084668,-9.941162792,0,2,1
0.09,-6.846838717,-8.824798467,16.78384738,0.8981227758,-0.8981227758,-9.93700866,9.722921243,9.722921243,-0.8446009675,-8.824798467,-8.824798467,0.04045805095,-0.04045805095,-0.8981227758,-0.8981227758,0.8850590184,0.8850590184,0.8850590184,0.8850590184,0.8850590184,-6.846838717,16.78384738,16.78384738,19.87401732,0.993700866,0.993700866,-9.93700866,9.93700866,10.93070953,5.853137851,87.6920988,0.8981227758,9.93700866,9.93700866,9.93700866,-9.93700866,-9.93700866,0,0,0,-0,0,0,-9.93700866,-0,5.204170428e-016,-4.551914401e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,5.204170428e-016,-4.551914401e-015,-4.551914401e-015,-3.090169944,3.090169944,-6.846838717,16.78384738,-9.93700866,0,2,1
0.093,-7.751280888,-8.773102292,17.68399419,0.927927394,-0.927927394,-9.932713302,9.701029686,9.701029686,-0.8709984979,-8.773102292,-8.773102292,0.04319712943,-0.04319712943,-0.927927394,-0.927927394,0.9141956273,0.9141956273,0.9141956273,0.9141956273,0.9141956273,-7.751280888,17.68399419,17.68399419,19.8654266,0.9932713302,0.9932713302,-9.932713302,9.932713302,10.92598463,6.758009558,87.14070984,0.927927394,9.932713302,9.932713302,9.932713302,-9.932713302,-9.932713302,0,0,0,-0,0,0,-9.932713302,-0,4.996003611e-016,-5.551115123e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,4.996003611e-016,-5.551115123e-015,-5.551115123e-015,-2.181432414,2.181432414,-7.751280888,17.68399419,-9.932713302,0,2,1
