Time,temperatureSensor_port_T,onOffController_reference
4.799,308.976,36.6583
4.8,308.984,36.6625
4.801,308.992,36.6667
4.802,308.999,36.6708
4.803,309.007,36.675
4.804,309.015,36.6792
4.805,309.023,36.6833
4.806,309.031,36.6875
4.807,309.039,36.6917
4.808,309.046,36.6958
4.809,309.054,36.7
4.81,309.062,36.7042
4.811,309.07,36.7083
4.812,309.078,36.7125
4.813,309.085,36.7167
4.814,309.093,36.7208
4.815,309.101,36.725
4.816,309.109,36.7292
4.817,309.117,36.7333
4.818,309.125,36.7375
4.819,309.132,36.7417
4.82,309.14,36.7458
4.821,309.148,36.75
4.822,309.156,36.7542
4.823,309.164,36.7583
4.824,309.171,36.7625
4.825,309.179,36.7667
4.826,309.187,36.7708
4.827,309.195,36.775
4.828,309.203,36.7792
4.829,309.21,36.7833
4.83,309.218,36.7875
4.831,309.226,36.7917
4.832,309.234,36.7958
4.833,309.242,36.8
4.834,309.249,36.8042
4.835,309.257,36.8083
4.836,309.265,36.8125
4.837,309.273,36.8167
4.838,309.281,36.8208
4.839,309.288,36.825
4.84,309.296,36.8292
4.841,309.304,36.8333
4.842,309.312,36.8375
4.843,309.32,36.8417
4.844,309.327,36.8458
4.845,309.335,36.85
4.846,309.343,36.8542
4.847,309.351,36.8583
4.848,309.358,36.8625
4.849,309.366,36.8667
4.85,309.374,36.8708
4.851,309.382,36.875
4.852,309.39,36.8792
4.853,309.397,36.8833
4.854,309.405,36.8875
4.855,309.413,36.8917
4.856,309.421,36.8958
4.857,309.428,36.9
4.858,309.436,36.9042
4.859,309.444,36.9083
4.86,309.452,36.9125
4.861,309.46,36.9167
4.862,309.467,36.9208
4.863,309.475,36.925
4.864,309.483,36.9292
4.865,309.491,36.9333
4.866,309.498,36.9375
4.867,309.506,36.9417
4.868,309.514,36.9458
4.869,309.522,36.95
4.87,309.529,36.9542
4.871,309.537,36.9583
4.872,309.545,36.9625
4.873,309.553,36.9667
4.874,309.56,36.9708
4.875,309.568,36.975
4.876,309.576,36.9792
4.877,309.584,36.9833
4.878,309.591,36.9875
4.879,309.599,36.9917
4.88,309.607,36.9958
4.881,309.615,37
4.882,309.622,37.0042
4.883,309.63,37.0083
4.884,309.638,37.0125
4.885,309.646,37.0167
4.886,309.653,37.0208
4.887,309.661,37.025
4.888,309.669,37.0292
4.889,309.677,37.0333
4.89,309.684,37.0375
4.891,309.692,37.0417
4.892,309.7,37.0458
4.893,309.708,37.05
4.894,309.715,37.0542
4.895,309.723,37.0583
4.896,309.731,37.0625
4.897,309.739,37.0667
4.898,309.746,37.0708
4.899,309.754,37.075
4.9,309.762,37.0792
4.901,309.769,37.0833
4.902,309.777,37.0875
4.903,309.785,37.0917
4.904,309.793,37.0958
4.905,309.8,37.1
4.906,309.808,37.1042
4.907,309.816,37.1083
4.908,309.823,37.1125
4.909,309.831,37.1167
4.91,309.839,37.1208
4.911,309.847,37.125
4.912,309.854,37.1292
4.913,309.862,37.1333
4.914,309.87,37.1375
4.915,309.877,37.1417
4.916,309.885,37.1458
4.917,309.893,37.15
4.918,309.901,37.1542
4.919,309.908,37.1583
4.92,309.916,37.1625
4.921,309.924,37.1667
4.922,309.931,37.1708
4.923,309.939,37.175
4.924,309.947,37.1792
4.925,309.955,37.1833
4.926,309.962,37.1875
4.927,309.97,37.1917
4.928,309.978,37.1958
4.929,309.985,37.2
4.93,309.993,37.2042
4.931,310.001,37.2083
4.932,310.008,37.2125
4.933,310.016,37.2167
4.934,310.024,37.2208
4.935,310.032,37.225
4.936,310.039,37.2292
4.937,310.047,37.2333
4.938,310.055,37.2375
4.939,310.062,37.2417
4.94,310.07,37.2458
4.941,310.078,37.25
4.942,310.085,37.2542
4.943,310.093,37.2583
4.944,310.101,37.2625
4.945,310.108,37.2667
4.946,310.116,37.2708
4.947,310.124,37.275
4.948,310.131,37.2792
4.949,310.139,37.2833
4.95,310.147,37.2875
4.951,310.154,37.2917
4.952,310.162,37.2958
4.953,310.17,37.3
4.954,310.177,37.3042
4.955,310.185,37.3083
4.956,310.193,37.3125
4.957,310.2,37.3167
4.958,310.208,37.3208
4.959,310.216,37.325
4.96,310.223,37.3292
4.961,310.231,37.3333
4.962,310.239,37.3375
4.963,310.246,37.3417
4.964,310.254,37.3458
4.965,310.262,37.35
4.966,310.269,37.3542
4.967,310.277,37.3583
4.968,310.285,37.3625
4.969,310.292,37.3667
4.97,310.3,37.3708
4.971,310.308,37.375
4.972,310.315,37.3792
4.973,310.323,37.3833
4.974,310.331,37.3875
4.975,310.338,37.3917
4.976,310.346,37.3958
4.977,310.354,37.4
4.978,310.361,37.4042
4.979,310.369,37.4083
4.98,310.377,37.4125
4.981,310.384,37.4167
4.982,310.392,37.4208
4.983,310.399,37.425
4.984,310.407,37.4292
4.985,310.415,37.4333
4.986,310.422,37.4375
4.987,310.43,37.4417
4.988,310.438,37.4458
4.989,310.445,37.45
4.99,310.453,37.4542
4.991,310.461,37.4583
4.992,310.468,37.4625
4.993,310.476,37.4667
4.994,310.483,37.4708
4.995,310.491,37.475
4.996,310.499,37.4792
4.997,310.506,37.4833
4.998,310.514,37.4875
4.999,310.522,37.4917
5,310.529,37.4958
5.001,310.537,37.5
5.002,310.544,37.5
