Time,Piston_frame_0a_r_00_1_,Piston_frame_0a_r_00_2_,Piston_frame_0a_r_00_3_
0.451,0.15,0.200471,0
0.452,0.15,0.200471,0
0.452,0.15,0.201601,0
0.453,0.15,0.201601,0
0.453,0.15,0.210482,0
0.454,0.15,0.210482,0
0.454,0.15,0.227351,0
0.455,0.15,0.227351,0
0.455,0.15,0.251552,0
0.456,0.15,0.251552,0
0.456,0.15,0.281049,0
0.457,0.15,0.281049,0
0.457,0.15,0.313221,0
0.458,0.15,0.313221,0
0.458,0.15,0.345461,0
0.459,0.15,0.345461,0
0.459,0.15,0.374638,0
0.46,0.15,0.374638,0
0.46,0.15,0.395321,0
0.461,0.15,0.395321,0
0.461,0.15,0.39879,0
0.462,0.15,0.39879,0
0.462,0.15,0.38277,0
0.463,0.15,0.38277,0
0.463,0.15,0.355374,0
0.464,0.15,0.355374,0
