"time","_h","_v"
5.8800000000000041E-001,3.4037399999999773E-001,1.7189999999999876E+000
5.9400000000000042E-001,3.5044799999999776E-001,1.6589999999999876E+000
6.0000000000000042E-001,3.6016199999999782E-001,1.5989999999999875E+000
6.0600000000000043E-001,3.6951599999999790E-001,1.5389999999999875E+000
6.1200000000000043E-001,3.7850999999999796E-001,1.4789999999999874E+000
6.1800000000000044E-001,3.8714399999999805E-001,1.4189999999999874E+000
6.2400000000000044E-001,3.9541799999999810E-001,1.3589999999999873E+000
6.3000000000000045E-001,4.0333199999999819E-001,1.2989999999999873E+000
6.3600000000000045E-001,4.1088599999999825E-001,1.2389999999999872E+000
6.4200000000000046E-001,4.1807999999999829E-001,1.1789999999999872E+000
6.4800000000000046E-001,4.2491399999999835E-001,1.1189999999999871E+000
6.5400000000000047E-001,4.3138799999999838E-001,1.0589999999999871E+000
6.6000000000000048E-001,4.3750199999999845E-001,9.9899999999998701E-001
6.6600000000000048E-001,4.4325599999999848E-001,9.3899999999998696E-001
6.7200000000000049E-001,4.4864999999999855E-001,8.7899999999998690E-001
6.7800000000000049E-001,4.5368399999999864E-001,8.1899999999998685E-001
6.8400000000000050E-001,4.5835799999999871E-001,7.5899999999998680E-001
6.9000000000000050E-001,4.6267199999999875E-001,6.9899999999998674E-001
6.9600000000000051E-001,4.6662599999999882E-001,6.3899999999998669E-001
7.0200000000000051E-001,4.7021999999999886E-001,5.7899999999998664E-001
7.0800000000000052E-001,4.7345399999999893E-001,5.1899999999998658E-001
7.1400000000000052E-001,4.7632799999999897E-001,4.5899999999998653E-001
7.2000000000000053E-001,4.7884199999999905E-001,3.9899999999998648E-001
7.2600000000000053E-001,4.8099599999999909E-001,3.3899999999998642E-001
7.3200000000000054E-001,4.8278999999999916E-001,2.7899999999998637E-001
7.3800000000000054E-001,4.8422399999999921E-001,2.1899999999998632E-001
7.4400000000000055E-001,4.8529799999999923E-001,1.5899999999998626E-001
7.5000000000000056E-001,4.8601199999999928E-001,9.8999999999986252E-002
7.5600000000000056E-001,4.8636599999999935E-001,3.8999999999986261E-002
7.6200000000000057E-001,4.8635999999999940E-001,-2.1000000000013744E-002
7.6800000000000057E-001,4.8599399999999948E-001,-8.1000000000013742E-002
7.7400000000000058E-001,4.8526799999999953E-001,-1.4100000000001373E-001
7.8000000000000058E-001,4.8418199999999961E-001,-2.0100000000001378E-001
7.8600000000000059E-001,4.8273599999999967E-001,-2.6100000000001383E-001
7.9200000000000059E-001,4.8092999999999969E-001,-3.2100000000001389E-001
7.9800000000000060E-001,4.7876399999999975E-001,-3.8100000000001394E-001
8.0400000000000060E-001,4.7623799999999977E-001,-4.4100000000001399E-001
8.1000000000000061E-001,4.7335199999999983E-001,-5.0100000000001399E-001
8.1600000000000061E-001,4.7010599999999986E-001,-5.6100000000001404E-001
8.2200000000000062E-001,4.6649999999999991E-001,-6.2100000000001410E-001
8.2800000000000062E-001,4.6253400000000000E-001,-6.8100000000001415E-001
8.3400000000000063E-001,4.5820800000000006E-001,-7.4100000000001420E-001
8.4000000000000064E-001,4.5352200000000009E-001,-8.0100000000001426E-001
8.4600000000000064E-001,4.4847600000000015E-001,-8.6100000000001431E-001
8.5200000000000065E-001,4.4307000000000019E-001,-9.2100000000001436E-001
8.5800000000000065E-001,4.3730400000000025E-001,-9.8100000000001442E-001
8.6400000000000066E-001,4.3117800000000028E-001,-1.0410000000000144E+000
8.7000000000000066E-001,4.2469200000000035E-001,-1.1010000000000144E+000
8.7600000000000067E-001,4.1784600000000038E-001,-1.1610000000000145E+000
8.8200000000000067E-001,4.1064000000000045E-001,-1.2210000000000145E+000
8.8800000000000068E-001,4.0307400000000049E-001,-1.2810000000000146E+000
8.9400000000000068E-001,3.9514800000000050E-001,-1.3410000000000146E+000
9.0000000000000069E-001,3.8686200000000054E-001,-1.4010000000000147E+000
9.0600000000000069E-001,3.7821600000000061E-001,-1.4610000000000147E+000
9.1200000000000070E-001,3.6921000000000065E-001,-1.5210000000000148E+000
9.1800000000000070E-001,3.5984400000000072E-001,-1.5810000000000148E+000
9.2400000000000071E-001,3.5011800000000076E-001,-1.6410000000000149E+000
9.3000000000000071E-001,3.4003200000000083E-001,-1.7010000000000149E+000
9.3600000000000072E-001,3.2958600000000088E-001,-1.7610000000000150E+000
9.4200000000000073E-001,3.1878000000000090E-001,-1.8210000000000151E+000
9.4800000000000073E-001,3.0761400000000094E-001,-1.8810000000000151E+000
9.5400000000000074E-001,2.9608800000000096E-001,-1.9410000000000152E+000
9.6000000000000074E-001,2.8420200000000101E-001,-2.0010000000000150E+000
9.6600000000000075E-001,2.7195600000000103E-001,-2.0610000000000137E+000
9.7200000000000075E-001,2.5935000000000108E-001,-2.1210000000000124E+000
9.7800000000000076E-001,2.4638400000000110E-001,-2.1810000000000112E+000
9.8400000000000076E-001,2.3305800000000101E-001,-2.2410000000000099E+000
9.9000000000000077E-001,2.1937200000000096E-001,-2.3010000000000086E+000
9.9600000000000077E-001,2.0532600000000087E-001,-2.3610000000000073E+000
1.0020000000000004E+000,1.9092000000000081E-001,-2.4210000000000060E+000
1.0089999999999997E+000,1.7615400000000073E-001,-2.4810000000000048E+000
1.0149999999999990E+000,1.6102800000000067E-001,-2.5410000000000035E+000
1.0209999999999984E+000,1.4554200000000064E-001,-2.6010000000000022E+000
1.0269999999999977E+000,1.2969600000000059E-001,-2.6610000000000009E+000
1.0329999999999970E+000,1.1349000000000055E-001,-2.7209999999999996E+000
1.0389999999999964E+000,9.6924000000000538E-002,-2.7809999999999984E+000
1.0449999999999957E+000,7.9998000000000513E-002,-2.8409999999999971E+000
1.0509999999999950E+000,6.2712000000000503E-002,-2.9009999999999958E+000
1.0569999999999944E+000,4.5066000000000550E-002,-2.9609999999999945E+000
1.0629999999999937E+000,2.7060000000000587E-002,-3.0209999999999932E+000
1.0689999999999931E+000,8.6940000000006318E-003,-3.0809999999999920E+000
1.0749999999999924E+000,4.3153999999999892E-003,2.1576999999999944E+000
1.0809999999999917E+000,1.7021599999999960E-002,2.0976999999999957E+000
1.0869999999999911E+000,2.9367799999999923E-002,2.0376999999999970E+000
1.0929999999999904E+000,4.1353999999999926E-002,1.9776999999999976E+000
1.0989999999999898E+000,5.2980199999999922E-002,1.9176999999999975E+000
1.1049999999999891E+000,6.4246399999999912E-002,1.8576999999999975E+000
1.1109999999999884E+000,7.5152599999999861E-002,1.7976999999999974E+000
1.1169999999999878E+000,8.5698799999999811E-002,1.7376999999999974E+000
1.1229999999999871E+000,9.5884999999999776E-002,1.6776999999999973E+000
1.1289999999999865E+000,1.0571119999999973E-001,1.6176999999999973E+000
1.1349999999999858E+000,1.1517739999999968E-001,1.5576999999999972E+000
1.1409999999999851E+000,1.2428359999999963E-001,1.4976999999999971E+000
1.1469999999999845E+000,1.3302979999999959E-001,1.4376999999999971E+000
1.1529999999999838E+000,1.4141599999999954E-001,1.3776999999999970E+000
1.1589999999999832E+000,1.4944219999999950E-001,1.3176999999999970E+000
1.1649999999999825E+000,1.5710839999999945E-001,1.2576999999999969E+000
1.1709999999999818E+000,1.6441459999999941E-001,1.1976999999999969E+000
1.1769999999999812E+000,1.7136079999999934E-001,1.1376999999999968E+000
1.1829999999999805E+000,1.7794699999999930E-001,1.0776999999999968E+000
1.1889999999999799E+000,1.8417319999999926E-001,1.0176999999999967E+000
1.1949999999999792E+000,1.9003939999999922E-001,9.5769999999999667E-001
1.2009999999999785E+000,1.9554559999999915E-001,8.9769999999999661E-001
1.2069999999999779E+000,2.0069179999999912E-001,8.3769999999999656E-001
1.2129999999999772E+000,2.0547799999999905E-001,7.7769999999999651E-001
1.2189999999999765E+000,2.0990419999999901E-001,7.1769999999999645E-001
1.2249999999999759E+000,2.1397039999999895E-001,6.5769999999999640E-001
1.2309999999999752E+000,2.1767659999999892E-001,5.9769999999999635E-001
1.2369999999999746E+000,2.2102279999999885E-001,5.3769999999999629E-001
1.2429999999999739E+000,2.2400899999999882E-001,4.7769999999999624E-001
1.2489999999999732E+000,2.2663519999999876E-001,4.1769999999999619E-001
1.2549999999999726E+000,2.2890139999999870E-001,3.5769999999999613E-001
1.2609999999999719E+000,2.3080759999999864E-001,2.9769999999999608E-001
1.2669999999999713E+000,2.3235379999999861E-001,2.3769999999999603E-001
1.2729999999999706E+000,2.3353999999999855E-001,1.7769999999999597E-001
1.2789999999999699E+000,2.3436619999999850E-001,1.1769999999999593E-001
1.2849999999999693E+000,2.3483239999999844E-001,5.7699999999995956E-002
1.2909999999999686E+000,2.3493859999999839E-001,-2.3000000000040523E-003
1.2969999999999680E+000,2.3468479999999833E-001,-6.2300000000004060E-002
1.3029999999999673E+000,2.3407099999999828E-001,-1.2230000000000403E-001
1.3089999999999666E+000,2.3309719999999823E-001,-1.8230000000000407E-001
1.3149999999999660E+000,2.3176339999999818E-001,-2.4230000000000412E-001
1.3209999999999653E+000,2.3006959999999813E-001,-3.0230000000000418E-001
1.3269999999999647E+000,2.2801579999999805E-001,-3.6230000000000423E-001
1.3329999999999640E+000,2.2560199999999800E-001,-4.2230000000000428E-001
1.3389999999999633E+000,2.2282819999999795E-001,-4.8230000000000434E-001
1.3449999999999627E+000,2.1969439999999790E-001,-5.4230000000000433E-001
1.3509999999999620E+000,2.1620059999999783E-001,-6.0230000000000439E-001
1.3569999999999613E+000,2.1234679999999778E-001,-6.6230000000000444E-001
1.3629999999999607E+000,2.0813299999999771E-001,-7.2230000000000449E-001
1.3689999999999600E+000,2.0355919999999766E-001,-7.8230000000000455E-001
1.3749999999999594E+000,1.9862539999999759E-001,-8.4230000000000460E-001
1.3809999999999587E+000,1.9333159999999755E-001,-9.0230000000000465E-001
1.3869999999999580E+000,1.8767779999999748E-001,-9.6230000000000471E-001
1.3929999999999574E+000,1.8166399999999744E-001,-1.0223000000000046E+000
1.3989999999999567E+000,1.7529019999999737E-001,-1.0823000000000047E+000
1.4049999999999561E+000,1.6855639999999730E-001,-1.1423000000000048E+000
1.4109999999999554E+000,1.6146259999999724E-001,-1.2023000000000048E+000
1.4169999999999547E+000,1.5400879999999720E-001,-1.2623000000000049E+000
1.4229999999999541E+000,1.4619499999999713E-001,-1.3223000000000049E+000
1.4289999999999534E+000,1.3802119999999707E-001,-1.3823000000000050E+000
1.4349999999999528E+000,1.2948739999999700E-001,-1.4423000000000050E+000
1.4409999999999521E+000,1.2059359999999694E-001,-1.5023000000000051E+000
1.4469999999999514E+000,1.1133979999999688E-001,-1.5623000000000051E+000
1.4529999999999508E+000,1.0172599999999682E-001,-1.6223000000000052E+000
1.4589999999999501E+000,9.1752199999996759E-002,-1.6823000000000052E+000
1.4649999999999495E+000,8.1418399999996699E-002,-1.7423000000000053E+000
1.4709999999999488E+000,7.0724599999996626E-002,-1.8023000000000053E+000
1.4769999999999481E+000,5.9670799999996582E-002,-1.8623000000000054E+000
1.4829999999999475E+000,4.8256999999996560E-002,-1.9223000000000054E+000
1.4889999999999468E+000,3.6483199999996538E-002,-1.9823000000000055E+000
1.4949999999999461E+000,2.4349399999996510E-002,-2.0423000000000044E+000
1.5009999999999455E+000,1.1855599999996486E-002,-2.1023000000000032E+000
1.5069999999999448E+000,-9.9820000000352700E-004,-2.1623000000000019E+000
1.5129999999999442E+000,7.3930500000000078E-003,1.4636100000000012E+000
1.5189999999999435E+000,1.5934710000000015E-002,1.4036100000000011E+000
1.5249999999999428E+000,2.4116370000000012E-002,1.3436100000000011E+000
1.5309999999999422E+000,3.1938030000000013E-002,1.2836100000000010E+000
1.5369999999999415E+000,3.9399690000000029E-002,1.2236100000000010E+000
1.5429999999999409E+000,4.6501350000000045E-002,1.1636100000000009E+000
1.5489999999999402E+000,5.3243010000000063E-002,1.1036100000000009E+000
1.5549999999999395E+000,5.9624670000000081E-002,1.0436100000000008E+000
1.5609999999999389E+000,6.5646330000000072E-002,9.8361000000000076E-001
1.5669999999999382E+000,7.1307990000000057E-002,9.2361000000000071E-001
1.5729999999999376E+000,7.6609650000000029E-002,8.6361000000000065E-001
1.5789999999999369E+000,8.1551310000000002E-002,8.0361000000000060E-001
1.5849999999999362E+000,8.6132969999999975E-002,7.4361000000000055E-001
1.5909999999999356E+000,9.0354629999999950E-002,6.8361000000000050E-001
1.5969999999999349E+000,9.4216289999999925E-002,6.2361000000000044E-001
1.6029999999999343E+000,9.7717949999999901E-002,5.6361000000000039E-001
1.6089999999999336E+000,1.0085960999999986E-001,5.0361000000000034E-001
1.6149999999999329E+000,1.0364126999999984E-001,4.4361000000000028E-001
1.6209999999999323E+000,1.0606292999999982E-001,3.8361000000000023E-001
1.6269999999999316E+000,1.0812458999999978E-001,3.2361000000000018E-001
1.6329999999999310E+000,1.0982624999999975E-001,2.6361000000000012E-001
1.6389999999999303E+000,1.1116790999999973E-001,2.0361000000000007E-001
1.6449999999999296E+000,1.1214956999999970E-001,1.4361000000000002E-001
1.6509999999999290E+000,1.1277122999999967E-001,8.3610000000000032E-002
1.6569999999999283E+000,1.1303288999999964E-001,2.3610000000000034E-002
1.6629999999999276E+000,1.1293454999999961E-001,-3.6389999999999971E-002
1.6689999999999270E+000,1.1247620999999958E-001,-9.6389999999999962E-002
1.6749999999999263E+000,1.1165786999999955E-001,-1.5638999999999997E-001
1.6809999999999257E+000,1.1047952999999952E-001,-2.1639000000000003E-001
1.6869999999999250E+000,1.0894118999999948E-001,-2.7639000000000008E-001
1.6929999999999243E+000,1.0704284999999945E-001,-3.3639000000000013E-001
1.6989999999999237E+000,1.0478450999999943E-001,-3.9639000000000019E-001
1.7049999999999230E+000,1.0216616999999939E-001,-4.5639000000000024E-001
1.7109999999999224E+000,9.9187829999999352E-002,-5.1639000000000024E-001
1.7169999999999217E+000,9.5849489999999329E-002,-5.7639000000000029E-001
1.7229999999999210E+000,9.2151149999999293E-002,-6.3639000000000034E-001
1.7289999999999204E+000,8.8092809999999258E-002,-6.9639000000000040E-001
1.7349999999999197E+000,8.3674469999999224E-002,-7.5639000000000045E-001
1.7409999999999191E+000,7.8896129999999190E-002,-8.1639000000000050E-001
1.7469999999999184E+000,7.3757789999999157E-002,-8.7639000000000056E-001
1.7529999999999177E+000,6.8259449999999125E-002,-9.3639000000000061E-001
1.7589999999999171E+000,6.2401109999999087E-002,-9.9639000000000066E-001
1.7649999999999164E+000,5.6182769999999098E-002,-1.0563900000000006E+000
1.7709999999999158E+000,4.9604429999999103E-002,-1.1163900000000007E+000
1.7769999999999151E+000,4.2666089999999109E-002,-1.1763900000000007E+000
1.7829999999999144E+000,3.5367749999999115E-002,-1.2363900000000008E+000
1.7889999999999138E+000,2.7709409999999109E-002,-1.2963900000000008E+000
1.7949999999999131E+000,1.9691069999999096E-002,-1.3563900000000009E+000
1.8009999999999124E+000,1.1312729999999086E-002,-1.4163900000000009E+000
1.8069999999999118E+000,2.5743899999990816E-003,-1.4763900000000010E+000
1.8129999999999111E+000,3.0674190000000018E-003,1.0174730000000005E+000
1.8189999999999105E+000,8.9322570000000059E-003,9.5747300000000046E-001
1.8249999999999098E+000,1.4437095000000011E-002,8.9747300000000041E-001
1.8309999999999091E+000,1.9581933000000010E-002,8.3747300000000036E-001
1.8369999999999085E+000,2.4366770999999999E-002,7.7747300000000030E-001
1.8429999999999078E+000,2.8791608999999992E-002,7.1747300000000025E-001
1.8489999999999072E+000,3.2856446999999997E-002,6.5747300000000020E-001
1.8549999999999065E+000,3.6561285000000013E-002,5.9747300000000014E-001
1.8609999999999058E+000,3.9906123000000022E-002,5.3747300000000009E-001
1.8669999999999052E+000,4.2890961000000033E-002,4.7747300000000004E-001
1.8729999999999045E+000,4.5515799000000044E-002,4.1747299999999998E-001
1.8789999999999039E+000,4.7780637000000056E-002,3.5747299999999993E-001
1.8849999999999032E+000,4.9685475000000069E-002,2.9747299999999988E-001
1.8909999999999025E+000,5.1230313000000083E-002,2.3747299999999982E-001
1.8969999999999019E+000,5.2415151000000090E-002,1.7747299999999977E-001
1.9029999999999012E+000,5.3239989000000106E-002,1.1747299999999973E-001
1.9089999999999006E+000,5.3704827000000115E-002,5.7472999999999753E-002
1.9149999999998999E+000,5.3809665000000124E-002,-2.5270000000002547E-003
1.9209999999998992E+000,5.3554503000000135E-002,-6.2527000000000263E-002
1.9269999999998986E+000,5.2939341000000147E-002,-1.2252700000000023E-001
1.9329999999998979E+000,5.1964179000000152E-002,-1.8252700000000027E-001
1.9389999999998973E+000,5.0629017000000165E-002,-2.4252700000000033E-001
1.9449999999998966E+000,4.8933855000000172E-002,-3.0252700000000038E-001
1.9509999999998959E+000,4.6878693000000179E-002,-3.6252700000000043E-001
1.9569999999998953E+000,4.4463531000000188E-002,-4.2252700000000049E-001
1.9629999999998946E+000,4.1688369000000197E-002,-4.8252700000000054E-001
1.9689999999998939E+000,3.8553207000000207E-002,-5.4252700000000054E-001
1.9749999999998933E+000,3.5058045000000211E-002,-6.0252700000000059E-001
1.9809999999998926E+000,3.1202883000000216E-002,-6.6252700000000064E-001
1.9869999999998920E+000,2.6987721000000200E-002,-7.2252700000000070E-001
1.9929999999998913E+000,2.2412559000000186E-002,-7.8252700000000075E-001
1.9989999999998906E+000,1.7477397000000176E-002,-8.4252700000000080E-001
2.0049999999998902E+000,1.2182235000000166E-002,-9.0252700000000086E-001
2.0109999999998895E+000,6.5270730000001618E-003,-9.6252700000000091E-001
2.0169999999998889E+000,5.1191100000015687E-004,-1.0225270000000009E+000
2.0229999999998882E+000,2.7710756000000028E-003,6.8276890000000057E-001
2.0289999999998876E+000,6.6276890000000078E-003,6.2276890000000051E-001
2.0349999999998869E+000,1.0124302400000012E-002,5.6276890000000046E-001
2.0409999999998862E+000,1.3260915800000016E-002,5.0276890000000041E-001
2.0469999999998856E+000,1.6037529200000018E-002,4.4276890000000035E-001
2.0529999999998849E+000,1.8454142600000011E-002,3.8276890000000030E-001
2.0589999999998843E+000,2.0510756000000005E-002,3.2276890000000025E-001
2.0649999999998836E+000,2.2207369400000000E-002,2.6276890000000019E-001
2.0709999999998829E+000,2.3543982799999988E-002,2.0276890000000014E-001
2.0769999999998823E+000,2.4520596199999981E-002,1.4276890000000009E-001
2.0829999999998816E+000,2.5137209599999974E-002,8.2768900000000104E-002
2.0889999999998810E+000,2.5393822999999965E-002,2.2768900000000106E-002
2.0949999999998803E+000,2.5290436399999956E-002,-3.7231099999999899E-002
2.1009999999998796E+000,2.4827049799999949E-002,-9.7231099999999890E-002
2.1069999999998790E+000,2.4003663199999942E-002,-1.5723109999999990E-001
2.1129999999998783E+000,2.2820276599999932E-002,-2.1723109999999995E-001
2.1189999999998776E+000,2.1276889999999923E-002,-2.7723110000000001E-001
2.1249999999998770E+000,1.9373503399999915E-002,-3.3723110000000006E-001
2.1309999999998763E+000,1.7110116799999905E-002,-3.9723110000000011E-001
2.1369999999998757E+000,1.4486730199999898E-002,-4.5723110000000017E-001
2.1429999999998750E+000,1.1503343599999900E-002,-5.1723110000000017E-001
2.1489999999998743E+000,8.1599569999998983E-003,-5.7723110000000022E-001
2.1549999999998737E+000,4.4565703999998978E-003,-6.3723110000000027E-001
2.1609999999998730E+000,3.9318379999989637E-004,-6.9723110000000033E-001
2.1669999999998724E+000,1.8602470800000005E-003,4.5506177000000014E-001
2.1729999999998717E+000,4.3506177000000017E-003,3.9506177000000009E-001
2.1789999999998710E+000,6.4809883200000031E-003,3.3506177000000004E-001
2.1849999999998704E+000,8.2513589400000035E-003,2.7506176999999998E-001
2.1909999999998697E+000,9.6617295600000055E-003,2.1506176999999993E-001
2.1969999999998691E+000,1.0712100180000007E-002,1.5506176999999988E-001
2.2029999999998684E+000,1.1402470800000007E-002,9.5061769999999865E-002
2.2089999999998677E+000,1.1732841420000008E-002,3.5061769999999874E-002
2.2149999999998671E+000,1.1703212040000008E-002,-2.4938230000000131E-002
2.2209999999998664E+000,1.1313582660000009E-002,-8.4938230000000128E-002
2.2269999999998658E+000,1.0563953280000008E-002,-1.4493823000000011E-001
2.2329999999998651E+000,9.4543239000000091E-003,-2.0493823000000017E-001
2.2389999999998644E+000,7.9846945200000088E-003,-2.6493823000000022E-001
2.2449999999998638E+000,6.1550651400000076E-003,-3.2493823000000027E-001
2.2509999999998631E+000,3.9654357600000080E-003,-3.8493823000000033E-001
2.2569999999998624E+000,1.4158063800000062E-003,-4.4493823000000038E-001
2.2629999999998618E+000,3.2445676100000025E-004,3.2945676100000026E-001
2.2689999999998611E+000,2.0611973270000016E-003,2.6945676100000021E-001
2.2749999999998605E+000,3.4379378930000045E-003,2.0945676100000016E-001
2.2809999999998598E+000,4.4546784590000065E-003,1.4945676100000010E-001
2.2869999999998591E+000,5.1114190250000089E-003,8.9456761000000107E-002
