"time","PI.I.y","driveAngle","inertia1.phi","inertia1.w","integrator.y","spring.phi_rel","spring.w_rel"
0.41,-0.1,1.57,0,0,0,0.001,0
0.42,-0.1,1.57,0,0,0,0.001,0
0.43,-0.1,1.57,0,0,0,0.001,0
0.44,-0.1,1.57,0,0,0,0.001,0
0.45,-0.1,1.57,0,0,0,0.001,0
0.46,-0.1,1.57,0,0,0,0.001,0
0.47,-0.1,1.57,0,0,0,0.001,0
0.48,-0.1,1.57,0,0,0,0.001,0
0.49,-0.1,1.57,0,0,0,0.001,0
0.5,-0.1,1.57,0,0,0,0.001,0
0.51,-0.1,1.57,0,0,0.01,0.001,0
0.52,-0.099,1.57,0,0.01,0.02,0.001,-0.01
0.53,-0.098,1.57,0.0001,0.011,0.03,0.0009,-0.006
0.54,-0.0961,1.57,0.00021,0.016,0.04,0.00084,-0.003
0.55,-0.0937,1.57,0.00037,0.0249,0.05,0.00081,-0.0024
0.56,-0.09119,1.57,0.000619,0.0349,0.06,0.000786,-0.0017
0.57,-0.08868,1.57,0.000968,0.04571,0.07,0.000769,-0.00096
0.58,-0.086251,1.57,0.0014251,0.05726,0.08,0.0007594,-0.00048
0.59,-0.083977,1.57,0.0019977,0.069209,0.09,0.0007546,-0.000159
0.6,-0.0818979,1.57,0.00268979,0.081324,0.1,0.00075301,7.55e-05
0.61,-0.0800303,1.57,0.00350303,0.0934786,0.11,0.000753765,0.00023265
0.62,-0.0783782,1.57,0.00443782,0.105579,0.12,0.000756091,0.000327825
0.63,-0.076936,1.57,0.0054936,0.117559,0.13,0.00075937,0.000379373
0.64,-0.0756919,1.57,0.00666919,0.12938,0.14,0.000763163,0.000399711
0.65,-0.07463,1.57,0.007963,0.141024,0.15,0.000767161,0.000397852
0.66,-0.0737324,1.57,0.00937324,0.152484,0.16,0.000771139,0.000381075
0.67,-0.0729808,1.57,0.0108981,0.163763,0.17,0.00077495,0.00035492
0.68,-0.072357,1.57,0.0125357,0.174869,0.18,0.000778499,0.000323442
0.69,-0.0718439,1.57,0.0142844,0.185816,0.19,0.000781733,0.000289587
0.7,-0.0714256,1.57,0.0161426,0.196619,0.2,0.000784629,0.000255446
0.71,-0.0710875,1.57,0.0181087,0.207293,0.21,0.000787184,0.000222441
0.72,-0.0708168,1.57,0.0201817,0.217853,0.22,0.000789408,0.000191488
0.73,-0.0706021,1.57,0.0223602,0.228316,0.23,0.000791323,0.000163125
0.74,-0.0704336,1.57,0.0246434,0.238693,0.24,0.000792954,0.000137617
0.75,-0.070303,1.57,0.0270303,0.248999,0.25,0.000794331,0.000115029
0.76,-0.0702029,1.57,0.0295203,0.259245,0.26,0.000795481,9.52936e-05
0.77,-0.0701274,1.57,0.0321127,0.26944,0.27,0.000796434,7.82529e-05
0.78,-0.0700715,1.57,0.0348071,0.279594,0.28,0.000797216,6.36959e-05
0.79,-0.0700309,1.57,0.0376031,0.289714,0.29,0.000797853,5.13832e-05
0.8,-0.0700023,1.57,0.0405002,0.299806,0.3,0.000798367,4.10659e-05
0.81,-0.0699829,1.57,0.0434983,0.309875,0.31,0.000798778,3.2498e-05
0.82,-0.0699704,1.57,0.046597,0.319927,0.32,0.000799103,2.54453e-05
0.83,-0.0699632,1.57,0.0497963,0.329965,0.33,0.000799357,1.96908e-05
0.84,-0.0699597,1.57,0.053096,0.339992,0.34,0.000799554,1.50371e-05
0.85,-0.0699589,1.57,0.0564959,0.350011,0.35,0.000799704,1.13081e-05
0.86,-0.06996,1.57,0.059996,0.360023,0.36,0.000799818,8.34904e-06
0.87,-0.0699623,1.57,0.0635962,0.37003,0.37,0.000799901,6.02517e-06
0.88,-0.0699653,1.57,0.0672965,0.380034,0.38,0.000799961,4.22084e-06
0.89,-0.0699687,1.57,0.0710969,0.390035,0.39,0.000800003,2.8377e-06
0.9,-0.0699722,1.57,0.0749972,0.400035,0.4,0.000800032,1.79292e-06
0.91,-0.0699756,1.57,0.0789976,0.410033,0.41,0.00080005,1.01737e-06
0.92,-0.0699789,1.57,0.0830979,0.42003,0.42,0.00080006,4.53872e-07
0.93,-0.0699819,1.57,0.0872982,0.430028,0.43,0.000800064,5.55551e-08
0.94,-0.0699847,1.57,0.0915985,0.440025,0.44,0.000800065,-2.15677e-07
0.95,-0.0699872,1.57,0.0959987,0.450022,0.45,0.000800063,-3.90505e-07
0.96,-0.0699893,1.57,0.100499,0.460019,0.46,0.000800059,-4.93405e-07
0.97,-0.0699912,1.57,0.105099,0.470016,0.47,0.000800054,-5.43712e-07
0.98,-0.0699928,1.57,0.109799,0.480014,0.48,0.000800049,-5.56533e-07
0.99,-0.0699942,1.57,0.114599,0.490012,0.49,0.000800043,-5.43532e-07
1,-0.0699953,1.57,0.1195,0.50001,0.5,0.000800038,-5.13595e-07
1.01,-0.0699963,1.57,0.1245,0.510008,0.51,0.000800032,-4.73382e-07
1.02,-0.0699971,1.57,0.1296,0.520007,0.52,0.000800028,-4.27792e-07
1.03,-0.0699977,1.57,0.1348,0.530005,0.53,0.000800023,-3.80346e-07
1.04,-0.0699982,1.57,0.1401,0.540004,0.54,0.00080002,-3.33491e-07
1.05,-0.0699987,1.57,0.1455,0.550003,0.55,0.000800016,-2.88859e-07
1.06,-0.069999,1.57,0.151,0.560003,0.56,0.000800013,-2.47467e-07
1.07,-0.0699993,1.57,0.1566,0.570002,0.57,0.000800011,-2.09874e-07
1.08,-0.0699995,1.57,0.1623,0.580002,0.58,0.000800009,-1.76311e-07
1.09,-0.0699996,1.57,0.1681,0.590001,0.59,0.000800007,-1.46776e-07
1.1,-0.0699998,1.57,0.174,0.600001,0.6,0.000800006,-1.21112e-07
1.11,-0.0699999,1.57,0.18,0.610001,0.61,0.000800004,-9.90612e-08
1.12,-0.0699999,1.57,0.1861,0.62,0.62,0.000800003,-8.03101e-08
1.13,-0.07,1.57,0.1923,0.63,0.63,0.000800003,-6.45176e-08
1.14,-0.07,1.57,0.1986,0.64,0.64,0.000800002,-5.13384e-08
1.15,-0.07,1.57,0.205,0.65,0.65,0.000800001,-4.04374e-08
1.16,-0.07,1.57,0.2115,0.66,0.66,0.000800001,-3.14997e-08
1.17,-0.0700001,1.57,0.2181,0.67,0.67,0.000800001,-2.42361e-08
1.18,-0.0700001,1.57,0.2248,0.68,0.68,0.000800001,-1.83861e-08
1.19,-0.0700001,1.57,0.2316,0.69,0.69,0.0008,-1.37187e-08
1.2,-0.0700001,1.57,0.2385,0.7,0.7,0.0008,-1.00318e-08
1.21,-0.0700001,1.57,0.2455,0.71,0.71,0.0008,-7.15085e-09
1.22,-0.07,1.57,0.2526,0.72,0.72,0.0008,-4.92636e-09
1.23,-0.07,1.57,0.2598,0.73,0.73,0.0008,-3.23194e-09
1.24,-0.07,1.57,0.2671,0.74,0.74,0.0008,-1.96153e-09
1.25,-0.07,1.57,0.2745,0.75,0.75,0.0008,-1.02701e-09
1.26,-0.07,1.57,0.282,0.76,0.76,0.0008,-3.55746e-10
1.27,-0.07,1.57,0.2896,0.77,0.77,0.0008,1.1155e-10
1.28,-0.07,1.57,0.2973,0.78,0.78,0.0008,4.22874e-10
1.29,-0.07,1.57,0.3051,0.79,0.79,0.0008,6.16721e-10
1.3,-0.07,1.57,0.313,0.8,0.8,0.0008,7.23663e-10
1.31,-0.07,1.57,0.321,0.81,0.81,0.0008,7.67739e-10
1.32,-0.07,1.57,0.3291,0.82,0.82,0.0008,7.67631e-10
1.33,-0.07,1.57,0.3373,0.83,0.83,0.0008,7.3768e-10
1.34,-0.07,1.57,0.3456,0.84,0.84,0.0008,6.88737e-10
1.35,-0.07,1.57,0.354,0.85,0.85,0.0008,6.28867e-10
1.36,-0.07,1.57,0.3625,0.86,0.86,0.0008,5.63948e-10
1.37,-0.07,1.57,0.3711,0.87,0.87,0.0008,4.98144e-10
1.38,-0.07,1.57,0.3798,0.88,0.88,0.0008,4.34304e-10
1.39,-0.07,1.57,0.3886,0.89,0.89,0.0008,3.74275e-10
1.4,-0.07,1.57,0.3975,0.9,0.9,0.0008,3.19157e-10
1.41,-0.07,1.57,0.4065,0.91,0.91,0.0008,2.69501e-10
1.42,-0.07,1.57,0.4156,0.92,0.92,0.0008,2.25469e-10
1.43,-0.07,1.57,0.4248,0.93,0.93,0.0008,1.86948e-10
1.44,-0.07,1.57,0.4341,0.94,0.94,0.0008,1.53651e-10
1.45,-0.07,1.57,0.4435,0.95,0.95,0.0008,1.25177e-10
1.46,-0.07,1.57,0.453,0.96,0.96,0.0008,1.01071e-10
1.47,-0.07,1.57,0.4626,0.97,0.97,0.0008,8.08529e-11
1.48,-0.07,1.57,0.4723,0.98,0.98,0.0008,6.40482e-11
1.49,-0.07,1.57,0.4821,0.99,0.99,0.0008,5.02034e-11
1.5,-0.07,1.57,0.492,1,1,0.0008,3.88972e-11
1.51,-0.07,1.57,0.502,1.01,1,0.0008,2.97456e-11
1.52,-0.071,1.57,0.5121,1.01,1,0.0008,0.01
1.53,-0.072,1.57,0.5222,1.019,1,0.0009,0.006
1.54,-0.0739,1.57,0.53239,1.024,1,0.00096,0.003
1.55,-0.0763,1.57,0.54263,1.0251,1,0.00099,0.0024
1.56,-0.07881,1.57,0.552881,1.0251,1,0.001014,0.0017
1.57,-0.08132,1.57,0.563132,1.02429,1,0.001031,0.00096
1.58,-0.083749,1.57,0.573375,1.02274,1,0.0010406,0.00048
1.59,-0.086023,1.57,0.583602,1.02079,1,0.0010454,0.000159
1.6,-0.0881021,1.57,0.59381,1.01868,1,0.00104699,-7.55e-05
1.61,-0.0899697,1.57,0.603997,1.01652,1,0.00104624,-0.00023265
1.62,-0.0916218,1.57,0.614162,1.01442,1,0.00104391,-0.000327825
1.63,-0.093064,1.57,0.624306,1.01244,1,0.00104063,-0.000379373
1.64,-0.0943081,1.57,0.634431,1.01062,1,0.00103684,-0.000399711
1.65,-0.09537,1.57,0.644537,1.00898,1,0.00103284,-0.000397852
1.66,-0.0962676,1.57,0.654627,1.00752,1,0.00102886,-0.000381075
1.67,-0.0970192,1.57,0.664702,1.00624,1,0.00102505,-0.00035492
1.68,-0.097643,1.57,0.674764,1.00513,1,0.0010215,-0.000323442
1.69,-0.0981561,1.57,0.684816,1.00418,1,0.00101827,-0.000289587
1.7,-0.0985744,1.57,0.694857,1.00338,1,0.00101537,-0.000255446
1.71,-0.0989125,1.57,0.704891,1.00271,1,0.00101282,-0.000222441
1.72,-0.0991832,1.57,0.714918,1.00215,1,0.00101059,-0.000191488
1.73,-0.0993979,1.57,0.72494,1.00168,1,0.00100868,-0.000163125
1.74,-0.0995664,1.57,0.734957,1.00131,1,0.00100705,-0.000137617
1.75,-0.099697,1.57,0.74497,1.001,1,0.00100567,-0.000115029
1.763,-0.0998197,1.57,0.757978,1.0007,1,0.00100423,-9.01875e-05
1.773,-0.0998893,1.57,0.767985,1.00051,1,0.00100333,-7.3891e-05
1.783,-0.0999407,1.57,0.77799,1.00037,1,0.00100259,-6.00065e-05
1.793,-0.0999777,1.57,0.787994,1.00026,1,0.00100199,-4.82917e-05
1.803,-0.100004,1.57,0.797997,1.00017,1,0.00100151,-3.84986e-05
1.813,-0.100021,1.57,0.807998,1.00011,1,0.00100112,-3.03847e-05
1.823,-0.100032,1.57,0.818,1.00006,1,0.00100082,-2.3721e-05
1.833,-0.100038,1.57,0.828,1.00003,1,0.00100058,-1.82963e-05
1.843,-0.100041,1.57,0.838,1,1,0.0010004,-1.39197e-05
1.853,-0.100041,1.57,0.848,0.999986,1,0.00100026,-1.04215e-05
1.863,-0.100039,1.57,0.858,0.999975,1,0.00100016,-7.65271e-06
1.873,-0.100037,1.57,0.868,0.999969,1,0.00100008,-5.48452e-06
1.883,-0.100034,1.57,0.878,0.999966,1,0.00100003,-3.80639e-06
1.893,-0.10003,1.57,0.887999,0.999965,1,0.000999988,-2.52464e-06
1.903,-0.100027,1.57,0.897999,0.999966,1,0.000999963,-1.56053e-06
1.913,-0.100023,1.57,0.907999,0.999968,1,0.000999947,-8.48522e-07
1.923,-0.10002,1.57,0.917998,0.99997,1,0.000999939,-3.3452e-07
1.933,-0.100017,1.57,0.927998,0.999973,1,0.000999935,2.57172e-08
1.943,-0.100015,1.57,0.937998,0.999976,1,0.000999936,2.68063e-07
1.953,-0.100012,1.57,0.947998,0.999979,1,0.000999938,4.21338e-07
1.963,-0.10001,1.57,0.957997,0.999982,1,0.000999942,5.08479e-07
1.973,-0.100008,1.57,0.967997,0.999985,1,0.000999948,5.47554e-07
1.983,-0.100007,1.57,0.977997,0.999987,1,0.000999953,5.52637e-07
1.993,-0.100005,1.57,0.987997,0.999989,1,0.000999959,5.34562e-07
2.003,-0.100004,1.57,0.997997,0.999991,1,0.000999964,5.01546e-07
2.013,-0.100003,1.57,1.008,0.999992,1,0.000999969,4.59722e-07
2.023,-0.100003,1.57,1.018,0.999994,1,0.000999974,4.13575e-07
2.033,-0.100002,1.57,1.028,0.999995,1,0.000999978,3.66306e-07
2.043,-0.100002,1.57,1.038,0.999996,1,0.000999981,3.20117e-07
2.053,-0.100001,1.57,1.048,0.999997,1,0.000999985,2.76456e-07
2.063,-0.100001,1.57,1.058,0.999998,1,0.000999987,2.36203e-07
2.08,-0.100001,1.57,1.075,0.999998,0.99,0.000999991,1.77156e-07
2.09,-0.101,1.57,1.085,0.989999,0.98,0.000999993,0.0100001
2.1,-0.102,1.57,1.0949,0.988999,0.97,0.00109999,0.00600012
2.11,-0.102901,1.57,1.10479,0.984999,0.96,0.00116,0.00200079
2.12,-0.0975012,1.57,1.11464,0.982999,0.95,0.00118,-0.00499973
2.13,-0.0903009,1.57,1.12447,0.976,0.94,0.00113001,-0.00450066
2.14,-0.0876004,1.57,1.13423,0.9645,0.93,0.001085,0.0027494
2.15,-0.0889504,1.57,1.14387,0.955749,0.92,0.00111249,0.00587535
2.16,-0.087826,1.57,1.15343,0.952874,0.91,0.00117125,0.00018828
2.17,-0.0814137,1.57,1.16296,0.950187,0.9,0.00117313,-0.00578121
2.18,-0.074832,1.57,1.17246,0.941718,0.89,0.00111532,-0.00307889
2.19,-0.0734534,1.57,1.18188,0.930171,0.88,0.00108453,0.00424177
2.2,-0.0748458,1.57,1.19118,0.922866,0.87,0.00112695,0.00519977
2.21,-0.0724206,1.57,1.20041,0.92076,0.86,0.00117894,-0.00164188
2.22,-0.0653156,1.57,1.20962,0.917013,0.85,0.00116253,-0.00602072
2.23,-0.0596883,1.57,1.21879,0.907245,0.84,0.00110232,-0.00136847
2.24,-0.0594797,1.57,1.22786,0.896108,0.83,0.00108863,0.00533648
2.25,-0.0605027,1.57,1.23682,0.890308,0.82,0.001142,0.00403671
2.26,-0.0567228,1.57,1.24572,0.888545,0.81,0.00118237,-0.00331812
2.27,-0.0493099,1.57,1.25461,0.883463,0.8,0.00114918,-0.00569577
2.28,-0.0448833,1.57,1.26345,0.872686,0.79,0.00109223,0.000470235
2.29,-0.0455829,1.57,1.27217,0.862379,0.78,0.00109693,0.00593089
2.3,-0.0458593,1.57,1.2808,0.858002,0.77,0.00115624,0.00249521
2.31,-0.0407979,1.57,1.28938,0.856121,0.76,0.00118119,-0.00468329
2.32,-0.0334908,1.57,1.29794,0.849557,0.75,0.00113436,-0.00483685
2.33,-0.0303987,1.57,1.30643,0.838156,0.74,0.00108599,0.00226486
2.34,-0.0316597,1.57,1.31481,0.82902,0.73,0.00110864,0.00596928
2.35,-0.0308823,1.57,1.3231,0.825853,0.72,0.00116833,0.000719782
2.36,-0.0247326,1.57,1.33136,0.823405,0.71,0.00117553,-0.00560939
2.37,-0.0179351,1.57,1.3396,0.815349,0.7,0.00111943,-0.00352448
2.38,-0.0161861,1.57,1.34775,0.803768,0.69,0.00108419,0.00384715
2.39,-0.0176091,1.57,1.35579,0.796034,0.68,0.00112266,0.00544805
2.4,-0.0155696,1.57,1.36375,0.793748,0.67,0.00117714,-0.00112313
2.41,-0.00862689,1.57,1.37169,0.790339,0.66,0.00116591,-0.00600962
2.42,-0.00269499,1.57,1.37959,0.78092,0.65,0.00110581,-0.00188168
2.43,-0.00217175,1.57,1.3874,0.76962,0.64,0.001087,0.00506878
2.44,-0.00334203,1.57,1.39509,0.763388,0.63,0.00113768,0.00441607
2.45,4.95929e-05,1.57,1.40273,0.761573,0.62,0.00118185,-0.00286074
2.46,0.00741568,1.57,1.41034,0.756897,0.61,0.00115324,-0.00584644
2.47,0.0122071,1.57,1.41791,0.746374,0.6,0.00109477,-6.24801e-05
2.48,0.0117367,1.57,1.42538,0.735789,0.59,0.00109415,0.0058152
2.49,0.0112101,1.57,1.43273,0.731019,0.58,0.0011523,0.00297008
2.5,0.0159172,1.57,1.44005,0.729219,0.57,0.001182,-0.00433016
2.51,0.0232973,1.57,1.44734,0.723089,0.56,0.0011387,-0.00513516
2.52,0.0267803,1.57,1.45457,0.711824,0.55,0.00108735,0.00176258
2.53,0.0256417,1.57,1.46169,0.702322,0.54,0.00110497,0.00601645
2.54,0.0260894,1.57,1.46871,0.698835,0.53,0.00116514,0.00124565
2.55,0.0319518,1.57,1.4757,0.696595,0.52,0.0011776,-0.00539363
2.56,0.0389354,1.57,1.48266,0.688961,0.51,0.00112366,-0.00394246
2.57,0.0410647,1.57,1.48955,0.677384,0.5,0.00108423,0.0034224
2.58,0.0396458,1.57,1.49633,0.66923,0.49,0.00111846,0.00565366
2.59,0.041307,1.57,1.50302,0.66673,0.48,0.00117499,-0.000595569
2.6,0.0480566,1.57,1.50969,0.663633,0.47,0.00116904,-0.00595144
2.61,0.0542701,1.57,1.51632,0.654586,0.46,0.00110952,-0.00238015
2.62,0.0551273,1.57,1.52287,0.643158,0.45,0.00108572,0.00476137
2.63,0.0538424,1.57,1.5293,0.636492,0.44,0.00113334,0.00476084
2.64,0.0568427,1.57,1.53567,0.634586,0.43,0.00118095,-0.00238095
2.65,0.0641278,1.57,1.54201,0.6303,0.42,0.00115714,-0.00595131
2.66,0.06927,1.57,1.54831,0.620062,0.41,0.00109762,-0.000594706
2.67,0.0690561,1.57,1.55452,0.60923,0.4,0.00109168,0.00565396
2.68,0.0683069,1.57,1.56061,0.604051,0.39,0.00114822,0.00342169
2.69,0.0726462,1.57,1.56665,0.602295,0.38,0.00118243,-0.00394312
2.7,0.0800651,1.57,1.57267,0.596595,0.37,0.001143,-0.00539324
2.71,0.0839352,1.57,1.57864,0.585501,0.36,0.00108907,0.00124649
2.72,0.0829513,1.57,1.58449,0.575655,0.35,0.00110153,0.00601649
2.73,0.0830893,1.57,1.59025,0.571825,0.34,0.0011617,0.00176175
2.74,0.0886422,1.57,1.59597,0.569756,0.33,0.00117932,-0.00513561
2.75,0.0957806,1.57,1.60166,0.562552,0.32,0.00112796,-0.00432956
2.76,0.098297,1.57,1.60729,0.551019,0.31,0.00108466,0.00297084
2.77,0.0969167,1.57,1.6128,0.542456,0.3,0.00111437,0.00581498
2.78,0.0982103,1.57,1.61822,0.539708,0.29,0.00117252,-6.33474e-05
2.79,0.104737,1.57,1.62362,0.536897,0.28,0.00117189,-0.00584665
2.8,0.111207,1.57,1.62899,0.528239,0.27,0.00111342,-0.00285998
2.81,0.112415,1.57,1.63427,0.516721,0.26,0.00108482,0.00441666
2.82,0.111049,1.57,1.63944,0.50962,0.25,0.00112899,0.00506831
2.83,0.113658,1.57,1.64454,0.507587,0.24,0.00117967,-0.00188251
2.84,0.120829,1.57,1.64961,0.503672,0.23,0.00116085,-0.00600956
2.85,0.126305,1.57,1.65465,0.493747,0.22,0.00110075,-0.00112227
2.86,0.126373,1.57,1.65959,0.4827,0.21,0.00108953,0.00544842
2.87,0.12543,1.57,1.66441,0.477101,0.2,0.00114401,0.00384649
2.88,0.129391,1.57,1.66918,0.475349,0.19,0.00118248,-0.00352518
2.89,0.136814,1.57,1.67394,0.470072,0.18,0.00114723,-0.00560908
2.9,0.141065,1.57,1.67864,0.459185,0.17,0.00109114,0.000720643
2.91,0.140267,1.57,1.68323,0.44902,0.16,0.00109834,0.0059694
2.92,0.140118,1.57,1.68772,0.444823,0.15,0.00115804,0.00226406
2.93,0.145341,1.57,1.69217,0.442891,0.14,0.00118068,-0.00483737
2.94,0.152602,1.57,1.6966,0.436121,0.13,0.0011323,-0.00468274
2.95,0.155509,1.57,1.70096,0.424668,0.12,0.00108548,0.002496
2.96,0.154202,1.57,1.70521,0.415712,0.11,0.00111044,0.00593074
2.97,0.155141,1.57,1.70936,0.412686,0.1,0.00116974,0.000469371
2.98,0.161418,1.57,1.71349,0.41013,0.09,0.00117444,-0.00569606
2.99,0.168117,1.57,1.71759,0.401877,0.08,0.00111748,-0.0033174
3,0.16969,1.57,1.72161,0.390308,0.07,0.0010843,0.00403736
3.01,0.168277,1.57,1.72551,0.382775,0.06,0.00112468,0.00533608
3.02,0.170498,1.57,1.72934,0.380579,0.05,0.00117804,-0.00136932
3.03,0.177521,1.57,1.73315,0.377013,0.04,0.00116434,-0.00602074
3.04,0.183312,1.57,1.73692,0.367427,0.03,0.00110414,-0.00164105
3.05,0.183684,1.57,1.74059,0.356199,0.02,0.00108772,0.00520021
3.06,0.182579,1.57,1.74415,0.350172,0.01,0.00113973,0.00424115
3.07,0.186155,1.57,1.74765,0.348386,2.13163e-14,0.00118214,-0.00307963
3.08,0.193547,1.57,1.75114,0.34352,2.13163e-14,0.00115134,-0.00578097
3.09,0.189168,1.57,1.75457,0.332873,2.13163e-14,0.00109353,0.000189147
3.1,0.179586,1.57,1.7579,0.322415,2.13163e-14,0.00109542,0.00587555
3.11,0.170174,1.57,1.76113,0.317833,2.13163e-14,0.00115418,0.00274863
3.12,0.16605,1.57,1.7643,0.316,2.13163e-14,0.00118167,-0.00450123
3.13,0.1644,1.57,1.76746,0.309665,2.13163e-14,0.00113665,-0.00499924
3.14,0.158699,1.57,1.77056,0.298331,2.13163e-14,0.00108666,0.00200161
3.15,0.148498,1.57,1.77354,0.288999,2.13163e-14,0.00110668,0.00600005
3.16,0.140099,1.57,1.77643,0.285667,2.13163e-14,0.00116668,0.000998412
3.17,0.1371,1.57,1.77929,0.283333,2.13163e-14,0.00117666,-0.00550084
3.18,0.135,1.57,1.78212,0.275498,2.13163e-14,0.00112165,-0.00374883
3.19,0.127949,1.57,1.78488,0.263915,2.13163e-14,0.00108416,0.00362642
3.2,0.117523,1.57,1.78752,0.255958,2.13163e-14,0.00112043,0.00556205
3.21,0.110362,1.57,1.79008,0.253563,2.13163e-14,0.00117605,-0.000845402
3.22,0.108206,1.57,1.79261,0.250322,2.13163e-14,0.0011676,-0.00598475
3.23,0.10529,1.57,1.79512,0.241097,2.13163e-14,0.00110775,-0.00214697
3.24,0.0969874,1.57,1.79753,0.229725,2.13163e-14,0.00108628,0.00491126
3.25,0.0867525,1.57,1.79983,0.223264,2.13163e-14,0.00113539,0.0046026
3.26,0.0809377,1.57,1.80206,0.221406,2.13163e-14,0.00118142,-0.00260996
3.27,0.0792652,1.57,1.80427,0.216938,2.13163e-14,0.00115532,-0.00590758
3.28,0.0752438,1.57,1.80644,0.206562,2.13163e-14,0.00109624,-0.00034383
3.29,0.0659055,1.57,1.80851,0.195842,2.13163e-14,0.0010928,0.00573567
3.3,0.0562578,1.57,1.81047,0.190858,2.13163e-14,0.00115016,0.00321166
3.31,0.0517722,1.57,1.81237,0.189086,2.13163e-14,0.00118228,-0.00412983
3.32,0.0501771,1.57,1.81426,0.183184,2.13163e-14,0.00114098,-0.00527658
3.33,0.0448652,1.57,1.8161,0.172005,2.13163e-14,0.00108821,0.00149154
3.34,0.0348043,1.57,1.81782,0.162318,2.13163e-14,0.00110313,0.00602235
3.35,0.0260858,1.57,1.81944,0.158653,2.13163e-14,0.00116335,0.00151963
3.36,0.0227875,1.57,1.82103,0.156508,2.13163e-14,0.00117855,-0.00526254
3.37,0.0208568,1.57,1.82259,0.1491,2.13163e-14,0.00112592,-0.0041509
3.38,0.0141898,1.57,1.82408,0.137541,2.13163e-14,0.00108441,0.00318709
3.39,0.00378698,1.57,1.82546,0.12917,2.13163e-14,0.00111628,0.00574444
3.4,-0.00374743,1.57,1.82675,0.126542,2.13163e-14,0.00117373,-0.000314864
3.41,-0.00611185,1.57,1.82802,0.1236,2.13163e-14,0.00117058,-0.00590188
3.42,-0.00875964,1.57,1.82925,0.114757,2.13163e-14,0.00111156,-0.00263607
3.43,-0.0167191,1.57,1.8304,0.103277,2.13163e-14,0.0010852,0.00458384
3.44,-0.0270468,1.57,1.83143,0.0963848,2.13163e-14,0.00113104,0.0049237
3.45,-0.0332537,1.57,1.8324,0.0944124,2.13163e-14,0.00118028,-0.0021177
3.46,-0.0350289,1.57,1.83334,0.0903223,2.13163e-14,0.0011591,-0.00598255
3.47,-0.0387099,1.57,1.83424,0.0802496,2.13163e-14,0.00109927,-0.000873579
3.48,-0.0467349,1.57,1.83505,0.0703438,2.13163e-14,0.00109054,0.00450534
3.49,-0.0537693,1.57,1.83575,0.0668242,2.13163e-14,0.00113559,0.00124541
3.5,-0.0598582,1.57,1.83642,0.0616287,2.13163e-14,0.00114805,-0.000961374
3.51,-0.0645341,1.57,1.83703,0.0554719,2.13163e-14,0.00113843,-0.00172609
3.52,-0.0700753,1.57,1.83759,0.0475889,2.13163e-14,0.00112117,9.83274e-05
3.53,-0.0748342,1.57,1.83806,0.0421401,2.13163e-14,0.00112215,-0.000560503
3.54,-0.0790482,1.57,1.83849,0.0368207,2.13163e-14,0.00111655,-0.00106855
3.55,-0.0827303,1.57,1.83885,0.0315381,2.13163e-14,0.00110586,-0.00107916
3.56,-0.0858841,1.57,1.83917,0.0267769,2.13163e-14,0.00109507,-0.00107152
3.57,-0.0885618,1.57,1.83944,0.0225516,2.13163e-14,0.00108436,-0.00106401
