"time","freqHz","T2","T3","J1.flange_a.phi","J1.flange_a.tau","J1.flange_b.phi","J1.flange_b.tau","J1.J","J1.phi","der(J1.phi)"
0.834,0.2,0.4,0.9,5.42786,8.76307,5.42786,-4.99964,1,5.42786,3.3895
0.8355,0.2,0.4,0.9,5.43295,8.98028,5.43295,-4.98331,1,5.43295,3.39531
0.837,0.2,0.4,0.9,5.43805,9.17755,5.43805,-4.96696,1,5.43805,3.40145
0.8385,0.2,0.4,0.9,5.44316,9.35444,5.44316,-4.95059,1,5.44316,3.40789
0.84,0.2,0.4,0.9,5.44827,9.51056,5.44827,-4.9342,1,5.44827,3.41461
0.8415,0.2,0.4,0.9,5.4534,9.64557,5.4534,-4.9178,1,5.4534,3.42157
0.843,0.2,0.4,0.9,5.45854,9.75917,5.45854,-4.90138,1,5.45854,3.42874
0.8445,0.2,0.4,0.9,5.46369,9.85109,5.46369,-4.88494,1,5.46369,3.43608
0.846,0.2,0.4,0.9,5.46885,9.92115,5.46885,-4.86848,1,5.46885,3.44358
0.8475,0.2,0.4,0.9,5.47402,9.96917,5.47402,-4.85201,1,5.47402,3.4512
0.849,0.2,0.4,0.9,5.4792,9.99507,5.4792,-4.83552,1,5.4792,3.45891
0.8505,0.2,0.4,0.9,5.4844,9.99877,5.4844,-4.81901,1,5.4844,3.46666
0.852,0.2,0.4,0.9,5.4896,9.98027,5.4896,-4.80248,1,5.4896,3.47444
0.8535,0.2,0.4,0.9,5.49482,9.93961,5.49482,-4.78594,1,5.49482,3.48219
0.855,0.2,0.4,0.9,5.50005,9.87688,5.50005,-4.76938,1,5.50005,3.4899
0.8565,0.2,0.4,0.9,5.50529,9.79223,5.50529,-4.75281,1,5.50529,3.49752
0.858,0.2,0.4,0.9,5.51054,9.68583,5.51054,-4.73621,1,5.51054,3.50502
0.8595,0.2,0.4,0.9,5.5158,9.55793,5.5158,-4.7196,1,5.5158,3.51237
0.861,0.2,0.4,0.9,5.52107,9.40881,5.52107,-4.70298,1,5.52107,3.51955
0.8625,0.2,0.4,0.9,5.52636,9.2388,5.52636,-4.68633,1,5.52636,3.52651
0.864,0.2,0.4,0.9,5.53165,9.04827,5.53165,-4.66967,1,5.53165,3.53321
0.8655,0.2,0.4,0.9,5.53695,8.83766,5.53695,-4.653,1,5.53695,3.53965
0.867,0.2,0.4,0.9,5.54227,8.60742,5.54227,-4.6363,1,5.54227,3.54578
0.8685,0.2,0.4,0.9,5.54759,8.35807,5.54759,-4.6196,1,5.54759,3.55158
0.87,0.2,0.4,0.9,5.55292,8.09017,5.55292,-4.60287,1,5.55292,3.55701
0.8715,0.2,0.4,0.9,5.55826,7.8043,5.55826,-4.58613,1,5.55826,3.56205
0.873,0.2,0.4,0.9,5.5636,7.50111,5.5636,-4.56937,1,5.5636,3.56668
0.8745,0.2,0.4,0.9,5.56896,7.18126,5.56896,-4.55259,1,5.56896,3.57086
0.876,0.2,0.4,0.9,5.57432,6.84547,5.57432,-4.5358,1,5.57432,3.57458
0.8775,0.2,0.4,0.9,5.57968,6.49448,5.57968,-4.519,1,5.57968,3.5778
0.879,0.2,0.4,0.9,5.58505,6.12907,5.58505,-4.50217,1,5.58505,3.58051
0.8805,0.2,0.4,0.9,5.59042,5.75005,5.59042,-4.48533,1,5.59042,3.58268
0.882,0.2,0.4,0.9,5.5958,5.35827,5.5958,-4.46848,1,5.5958,3.58431
0.8835,0.2,0.4,0.9,5.60117,4.95459,5.60117,-4.45161,1,5.60117,3.58535
0.885,0.2,0.4,0.9,5.60655,4.53991,5.60655,-4.43472,1,5.60655,3.58581
0.8865,0.2,0.4,0.9,5.61193,4.11514,5.61193,-4.41782,1,5.61193,3.58567
0.888,0.2,0.4,0.9,5.61731,3.68125,5.61731,-4.4009,1,5.61731,3.58491
0.8895,0.2,0.4,0.9,5.62269,3.23917,5.62269,-4.38397,1,5.62269,3.58351
0.891,0.2,0.4,0.9,5.62806,2.78991,5.62806,-4.36702,1,5.62806,3.58148
0.8925,0.2,0.4,0.9,5.63343,2.33445,5.63343,-4.35005,1,5.63343,3.57878
0.894,0.2,0.4,0.9,5.6388,1.87381,5.6388,-4.33307,1,5.6388,3.57543
0.8955,0.2,0.4,0.9,5.64416,1.40901,5.64416,-4.31608,1,5.64416,3.57141
0.897,0.2,0.4,0.9,5.64951,0.941083,5.64951,-4.29907,1,5.64951,3.56671
0.8985,0.2,0.4,0.9,5.65486,0.471065,5.65486,-4.28204,1,5.65486,3.56134
0.9,0.2,0.4,0.9,5.66019,2.86993E-14,5.66019,-4.265,1,5.66019,3.55528
0.9015,0.2,0.4,0.9,5.66552,-0.471065,5.66552,-4.24794,1,5.66552,3.54852
0.903,0.2,0.4,0.9,5.67084,-0.941083,5.67084,-4.23087,1,5.67084,3.5411
0.9045,0.2,0.4,0.9,5.67614,-1.40901,5.67614,-4.21378,1,5.67614,3.533
0.906,0.2,0.4,0.9,5.68144,-1.87381,5.68144,-4.19668,1,5.68144,3.52423
0.9075,0.2,0.4,0.9,5.68672,-2.33445,5.68672,-1.77703,1,5.68672,3.51683
0.909,0.2,0.4,0.9,5.69198,-2.78991,5.69198,-1.47339,1,5.69198,3.51052
0.9105,0.2,0.4,0.9,5.69724,-3.23917,5.69724,-1.17388,1,5.69724,3.504
0.912,0.2,0.4,0.9,5.7025,-3.68125,5.7025,-0.87917,1,5.7025,3.49726
0.9135,0.2,0.4,0.9,5.70774,-4.11514,5.70774,-0.589904,1,5.70774,3.49032
0.915,0.2,0.4,0.9,5.71297,-4.53991,5.71297,-0.30673,1,5.71297,3.48316
0.9165,0.2,0.4,0.9,5.71818,-4.95459,5.71818,-0.0302755,1,5.71818,3.4758
0.918,0.2,0.4,0.9,5.72339,-5.35827,5.72339,0.238845,1,5.72339,3.46825
0.9195,0.2,0.4,0.9,5.72859,-5.75005,5.72859,0.500035,1,5.72859,3.46049
0.921,0.2,0.4,0.9,5.73377,-6.12907,5.73377,0.752714,1,5.73377,3.45253
0.9225,0.2,0.4,0.9,5.73894,-6.49448,5.73894,0.99632,1,5.73894,3.44441
0.924,0.2,0.4,0.9,5.7441,-6.84547,5.7441,1.23031,1,5.7441,3.43612
0.9255,0.2,0.4,0.9,5.74925,-7.18126,5.74925,1.45418,1,5.74925,3.42763
0.927,0.2,0.4,0.9,5.75438,-7.50111,5.75438,1.66741,1,5.75438,3.41898
0.9285,0.2,0.4,0.9,5.7595,-7.8043,5.7595,1.86954,1,5.7595,3.41017
0.93,0.2,0.4,0.9,5.76461,-8.09017,5.76461,2.06011,1,5.76461,3.4012
0.9315,0.2,0.4,0.9,5.7697,-8.35807,5.7697,2.23872,1,5.7697,3.39211
0.933,0.2,0.4,0.9,5.77479,-8.60742,5.77479,2.40495,1,5.77479,3.38287
0.9345,0.2,0.4,0.9,5.77985,-8.83766,5.77985,2.55844,1,5.77985,3.37353
0.936,0.2,0.4,0.9,5.7849,-9.04827,5.7849,2.69885,1,5.7849,3.36407
0.9375,0.2,0.4,0.9,5.78994,-9.2388,5.78994,2.82586,1,5.78994,3.35451
0.939,0.2,0.4,0.9,5.79497,-9.40881,5.79497,2.93921,1,5.79497,3.34487
0.9405,0.2,0.4,0.9,5.79998,-9.55793,5.79998,3.03862,1,5.79998,3.33513
0.942,0.2,0.4,0.9,5.80497,-9.68583,5.80497,3.12389,1,5.80497,3.32533
0.9435,0.2,0.4,0.9,5.80995,-9.79223,5.80995,3.19482,1,5.80995,3.31547
0.945,0.2,0.4,0.9,5.81492,-9.87688,5.81492,3.25126,1,5.81492,3.30556
0.9465,0.2,0.4,0.9,5.81987,-9.93961,5.81987,3.29307,1,5.81987,3.29561
0.948,0.2,0.4,0.9,5.82481,-9.98027,5.82481,3.32018,1,5.82481,3.28563
0.9495,0.2,0.4,0.9,5.82973,-9.99877,5.82973,3.33251,1,5.82973,3.27564
0.951,0.2,0.4,0.9,5.83463,-9.99507,5.83463,3.33004,1,5.83463,3.26564
0.9525,0.2,0.4,0.9,5.83952,-9.96917,5.83952,3.31278,1,5.83952,3.25565
0.954,0.2,0.4,0.9,5.8444,-9.92115,5.8444,3.28076,1,5.8444,3.24568
0.9555,0.2,0.4,0.9,5.84926,-9.85109,5.84926,3.23406,1,5.84926,3.23573
0.957,0.2,0.4,0.9,5.85411,-9.75917,5.85411,3.17278,1,5.85411,3.22583
0.9585,0.2,0.4,0.9,5.85894,-9.64557,5.85894,3.09705,1,5.85894,3.21597
0.96,0.2,0.4,0.9,5.86376,-9.51056,5.86376,3.00704,1,5.86376,3.20618
0.9615,0.2,0.4,0.9,5.86856,-9.35444,5.86856,2.90296,1,5.86856,3.19646
0.963,0.2,0.4,0.9,5.87335,-9.17755,5.87335,2.78503,1,5.87335,3.18683
0.9645,0.2,0.4,0.9,5.87812,-8.98028,5.87812,2.65352,1,5.87812,3.17728
0.966,0.2,0.4,0.9,5.88288,-8.76307,5.88288,2.50871,1,5.88288,3.16784
0.9675,0.2,0.4,0.9,5.88763,-8.5264,5.88763,2.35093,1,5.88763,3.15851
0.969,0.2,0.4,0.9,5.89236,-8.27081,5.89236,2.18054,1,5.89236,3.14931
0.9705,0.2,0.4,0.9,5.89708,-7.99685,5.89708,1.9979,1,5.89708,3.14023
0.972,0.2,0.4,0.9,5.90178,-7.70513,5.90178,1.80342,1,5.90178,3.1313
0.9735,0.2,0.4,0.9,5.90647,-7.39631,5.90647,1.59754,1,5.90647,3.12251
0.975,0.2,0.4,0.9,5.91115,-7.07107,5.91115,1.38071,1,5.91115,3.11389
0.9765,0.2,0.4,0.9,5.91581,-6.73012,5.91581,1.15342,1,5.91581,3.10543
0.978,0.2,0.4,0.9,5.92047,-6.37424,5.92047,0.91616,1,5.92047,3.09714
0.9795,0.2,0.4,0.9,5.92511,-6.0042,5.92511,0.669468,1,5.92511,3.08904
0.981,0.2,0.4,0.9,5.92973,-5.62083,5.92973,0.413889,1,5.92973,3.08112
0.9825,0.2,0.4,0.9,5.93435,-5.22499,5.93435,0.14999,1,5.93435,3.07339
0.984,0.2,0.4,0.9,5.93896,-4.81754,5.93896,-0.121642,1,5.93896,3.06587
0.9855,0.2,0.4,0.9,5.94355,-4.39939,5.94355,-0.400406,1,5.94355,3.05855
0.987,0.2,0.4,0.9,5.94813,-3.97148,5.94813,-0.685681,1,5.94813,3.05145
0.9885,0.2,0.4,0.9,5.9527,-3.53475,5.9527,-0.976834,1,5.9527,3.04456
0.99,0.2,0.4,0.9,5.95727,-3.09017,5.95727,-1.27322,1,5.95727,3.03788
0.9915,0.2,0.4,0.9,5.96182,-2.63873,5.96182,-1.57418,1,5.96182,3.03143
0.993,0.2,0.4,0.9,5.96636,-2.18143,5.96636,-1.87905,1,5.96636,3.02522
0.9945,0.2,0.4,0.9,5.97089,-1.71929,5.97089,-2.18714,1,5.97089,3.01923
0.996,0.2,0.4,0.9,5.97542,-1.25333,5.97542,-2.49778,1,5.97542,3.01347
0.9975,0.2,0.4,0.9,5.97994,-0.784591,5.97994,-2.81027,1,5.97994,3.00794
0.999,0.2,0.4,0.9,5.98444,-0.314108,5.98444,-3.12393,1,5.98444,3.00264
1.0005,0.2,0.4,0.9,5.98894,0.157073,5.98894,-3.09177,1,5.98894,2.99765
1.002,0.2,0.4,0.9,5.99344,0.627905,5.99344,-3.07384,1,5.99344,2.99364
1.0035,0.2,0.4,0.9,5.99793,1.09734,5.99793,-3.05589,1,5.99793,2.99033
1.005,0.2,0.4,0.9,6.00241,1.56434,6.00241,-3.03794,1,6.00241,2.98776
1.0065,0.2,0.4,0.9,6.00689,2.02787,6.00689,-3.01998,1,6.00689,2.9859
1.008,0.2,0.4,0.9,6.01137,2.4869,6.01137,-3.002,1,6.01137,2.98476
1.0095,0.2,0.4,0.9,6.01585,2.9404,6.01585,-2.98402,1,6.01585,2.98433
1.011,0.2,0.4,0.9,6.02033,3.38738,6.02033,-2.96602,1,6.02033,2.98461
1.0125,0.2,0.4,0.9,6.02481,3.82683,6.02481,-2.94801,1,6.02481,2.98558
1.014,0.2,0.4,0.9,6.02929,4.25779,6.02929,-2.93,1,6.02929,2.98722
1.0155,0.2,0.4,0.9,6.03377,4.6793,6.03377,-2.91197,1,6.03377,2.98954
1.017,0.2,0.4,0.9,6.03826,5.09041,6.03826,-2.89393,1,6.03826,2.9925
1.0185,0.2,0.4,0.9,6.04275,5.49023,6.04275,-2.87588,1,6.04275,2.9961
1.02,0.2,0.4,0.9,6.04725,5.87785,6.04725,-2.85782,1,6.04725,3.00032
1.0215,0.2,0.4,0.9,6.05175,6.25243,6.05175,-2.83976,1,6.05175,3.00514
1.023,0.2,0.4,0.9,6.05626,6.61312,6.05626,-2.82168,1,6.05626,3.01055
1.0245,0.2,0.4,0.9,6.06078,6.95913,6.06078,-2.80359,1,6.06078,3.01651
1.026,0.2,0.4,0.9,6.06531,7.28969,6.06531,-2.78549,1,6.06531,3.02301
1.0275,0.2,0.4,0.9,6.06985,7.60406,6.06985,-2.76738,1,6.06985,3.03002
1.029,0.2,0.4,0.9,6.0744,7.90155,6.0744,-2.74926,1,6.0744,3.03752
1.0305,0.2,0.4,0.9,6.07896,8.1815,6.07896,-2.73114,1,6.07896,3.04547
1.032,0.2,0.4,0.9,6.08354,8.44328,6.08354,-2.713,1,6.08354,3.05386
1.0335,0.2,0.4,0.9,6.08812,8.68632,6.08812,-2.69485,1,6.08812,3.06265
1.035,0.2,0.4,0.9,6.09273,8.91007,6.09273,-2.67669,1,6.09273,3.07183
1.0365,0.2,0.4,0.9,6.09734,9.11403,6.09734,-2.65853,1,6.09734,3.08134
1.038,0.2,0.4,0.9,6.10197,9.29776,6.10197,-2.64035,1,6.10197,3.09117
1.0395,0.2,0.4,0.9,6.10661,9.46085,6.10661,-2.62217,1,6.10661,3.10129
1.041,0.2,0.4,0.9,6.11127,9.60294,6.11127,-2.60397,1,6.11127,3.11167
1.0425,0.2,0.4,0.9,6.11595,9.7237,6.11595,-2.58577,1,6.11595,3.12227
1.044,0.2,0.4,0.9,6.12064,9.82287,6.12064,-2.56755,1,6.12064,3.13306
1.0455,0.2,0.4,0.9,6.12535,9.90024,6.12535,-2.54933,1,6.12535,3.14401
1.047,0.2,0.4,0.9,6.13007,9.95562,6.13007,-2.5311,1,6.13007,3.15509
1.0485,0.2,0.4,0.9,6.13481,9.9889,6.13481,-2.51286,1,6.13481,3.16626
1.05,0.2,0.4,0.9,6.13957,10,6.13957,-2.49461,1,6.13957,3.1775
1.0515,0.2,0.4,0.9,6.14434,9.9889,6.14434,-2.47635,1,6.14434,3.18876
1.053,0.2,0.4,0.9,6.14913,9.95562,6.14913,-2.45809,1,6.14913,3.20002
1.0545,0.2,0.4,0.9,6.15394,9.90024,6.15394,-2.43981,1,6.15394,3.21125
1.056,0.2,0.4,0.9,6.15877,9.82287,6.15877,-2.42153,1,6.15877,3.2224
1.0575,0.2,0.4,0.9,6.16361,9.7237,6.16361,-2.40323,1,6.16361,3.23345
1.059,0.2,0.4,0.9,6.16847,9.60294,6.16847,-2.38493,1,6.16847,3.24436
1.0605,0.2,0.4,0.9,6.17334,9.46085,6.17334,-2.36662,1,6.17334,3.2551
1.062,0.2,0.4,0.9,6.17823,9.29776,6.17823,-2.3483,1,6.17823,3.26564
1.0635,0.2,0.4,0.9,6.18314,9.11403,6.18314,-2.32998,1,6.18314,3.27595
1.065,0.2,0.4,0.9,6.18806,8.91007,6.18806,-2.31164,1,6.18806,3.286
1.0665,0.2,0.4,0.9,6.193,8.68632,6.193,-2.2933,1,6.193,3.29575
1.068,0.2,0.4,0.9,6.19795,8.44328,6.19795,-2.27495,1,6.19795,3.30517
1.0695,0.2,0.4,0.9,6.20291,8.1815,6.20291,-2.25659,1,6.20291,3.31425
1.071,0.2,0.4,0.9,6.20789,7.90155,6.20789,-2.23822,1,6.20789,3.32295
1.0725,0.2,0.4,0.9,6.21288,7.60406,6.21288,-2.21985,1,6.21288,3.33125
1.074,0.2,0.4,0.9,6.21788,7.28969,6.21788,-2.20146,1,6.21788,3.33911
1.0755,0.2,0.4,0.9,6.2229,6.95913,6.2229,-2.18307,1,6.2229,3.34651
1.077,0.2,0.4,0.9,6.22792,6.61312,6.22792,-2.16467,1,6.22792,3.35344
1.0785,0.2,0.4,0.9,6.23296,6.25243,6.23296,-2.14627,1,6.23296,3.35986
1.08,0.2,0.4,0.9,6.238,5.87785,6.238,-2.12785,1,6.238,3.36576
1.0815,0.2,0.4,0.9,6.24305,5.49023,6.24305,-2.10943,1,6.24305,3.37111
1.083,0.2,0.4,0.9,6.24812,5.09041,6.24812,-2.091,1,6.24812,3.3759
1.0845,0.2,0.4,0.9,6.25318,4.6793,6.25318,-2.07257,1,6.25318,3.38011
1.086,0.2,0.4,0.9,6.25826,4.25779,6.25826,-2.05412,1,6.25826,3.38372
1.0875,0.2,0.4,0.9,6.26333,3.82683,6.26333,-2.03567,1,6.26333,3.38672
1.089,0.2,0.4,0.9,6.26842,3.38738,6.26842,-2.01721,1,6.26842,3.3891
1.0905,0.2,0.4,0.9,6.2735,2.9404,6.2735,-1.99875,1,6.2735,3.39084
1.092,0.2,0.4,0.9,6.27859,2.4869,6.27859,-1.98027,1,6.27859,3.39193
1.0935,0.2,0.4,0.9,6.28368,2.02787,6.28368,-1.96179,1,6.28368,3.39236
1.095,0.2,0.4,0.9,6.28876,1.56434,6.28876,-1.94331,1,6.28876,3.39213
1.0965,0.2,0.4,0.9,6.29385,1.09734,6.29385,-1.92481,1,6.29385,3.39123
1.098,0.2,0.4,0.9,6.29894,0.627905,6.29894,-1.90631,1,6.29894,3.38965
1.0995,0.2,0.4,0.9,6.30402,0.157073,6.30402,-1.88781,1,6.30402,3.38739
1.101,0.2,0.4,0.9,6.3091,-0.314108,6.3091,-1.86929,1,6.3091,3.38446
1.1025,0.2,0.4,0.9,6.31418,-0.784591,6.31418,-1.85077,1,6.31418,3.38085
1.104,0.2,0.4,0.9,6.31924,-1.25333,6.31924,-1.83224,1,6.31924,3.37656
1.1055,0.2,0.4,0.9,6.3243,-1.71929,6.3243,-1.81371,1,6.3243,3.37159
1.107,0.2,0.4,0.9,6.32936,-2.18143,6.32936,-1.79517,1,6.32936,3.36596
1.1085,0.2,0.4,0.9,6.3344,-2.63873,6.3344,-1.77662,1,6.3344,3.35967
1.11,0.2,0.4,0.9,6.33944,-3.09017,6.33944,-1.75807,1,6.33944,3.35272
1.1115,0.2,0.4,0.9,6.34446,-3.53475,6.34446,-1.73951,1,6.34446,3.34513
1.113,0.2,0.4,0.9,6.34947,-3.97148,6.34947,-1.72095,1,6.34947,3.3369
1.1145,0.2,0.4,0.9,6.35447,-4.39939,6.35447,-1.70237,1,6.35447,3.32805
1.116,0.2,0.4,0.9,6.35946,-4.81754,6.35946,-1.6838,1,6.35946,3.3186
1.1175,0.2,0.4,0.9,6.36443,-5.22499,6.36443,-1.66521,1,6.36443,3.30855
1.119,0.2,0.4,0.9,6.36938,-5.62083,6.36938,-1.64662,1,6.36938,3.29793
1.1205,0.2,0.4,0.9,6.37432,-6.0042,6.37432,-1.62803,1,6.37432,3.28675
1.122,0.2,0.4,0.9,6.37924,-6.37424,6.37924,-1.60943,1,6.37924,3.27504
1.1235,0.2,0.4,0.9,6.38415,-6.73012,6.38415,-1.59082,1,6.38415,3.2628
1.125,0.2,0.4,0.9,6.38903,-7.07107,6.38903,-1.57221,1,6.38903,3.25008
1.1265,0.2,0.4,0.9,6.3939,-7.39631,6.3939,-1.55359,1,6.3939,3.23688
1.128,0.2,0.4,0.9,6.39874,-7.70513,6.39874,-1.53497,1,6.39874,3.22323
1.1295,0.2,0.4,0.9,6.40357,-7.99685,6.40357,-1.51634,1,6.40357,3.20916
1.131,0.2,0.4,0.9,6.40837,-8.27081,6.40837,-1.4977,1,6.40837,3.19469
1.1325,0.2,0.4,0.9,6.41315,-8.5264,6.41315,-1.47907,1,6.41315,3.17986
1.134,0.2,0.4,0.9,6.41791,-8.76307,6.41791,-1.46042,1,6.41791,3.16468
1.1355,0.2,0.4,0.9,6.42264,-8.98028,6.42264,-1.44177,1,6.42264,3.14919
1.137,0.2,0.4,0.9,6.42736,-9.17755,6.42736,-1.42312,1,6.42736,3.13342
1.1385,0.2,0.4,0.9,6.43204,-9.35444,6.43204,-1.40445,1,6.43204,3.11739
1.14,0.2,0.4,0.9,6.43671,-9.51056,6.43671,-1.38579,1,6.43671,3.10114
1.1415,0.2,0.4,0.9,6.44135,-9.64557,6.44135,-1.36712,1,6.44135,3.0847
1.143,0.2,0.4,0.9,6.44596,-9.75917,6.44596,-1.34844,1,6.44596,3.06811
1.1445,0.2,0.4,0.9,6.45055,-9.85109,6.45055,-1.32976,1,6.45055,3.05138
1.146,0.2,0.4,0.9,6.45511,-9.92115,6.45511,-1.31108,1,6.45511,3.03455
1.1475,0.2,0.4,0.9,6.45965,-9.96917,6.45965,-1.29239,1,6.45965,3.01769
1.149,0.2,0.4,0.9,6.46416,-9.99507,6.46416,-1.2737,1,6.46416,3.0008
1.1505,0.2,0.4,0.9,6.46865,-9.99877,6.46865,-1.255,1,6.46865,2.98392
1.152,0.2,0.4,0.9,6.47311,-9.98027,6.47311,-1.2363,1,6.47311,2.96707
1.1535,0.2,0.4,0.9,6.47755,-9.93961,6.47755,-1.21759,1,6.47755,2.95031
1.155,0.2,0.4,0.9,6.48196,-9.87688,6.48196,-1.19888,1,6.48196,2.93365
1.1565,0.2,0.4,0.9,6.48635,-9.79223,6.48635,-1.18016,1,6.48635,2.91713
1.158,0.2,0.4,0.9,6.49071,-9.68583,6.49071,-1.16144,1,6.49071,2.90077
1.1595,0.2,0.4,0.9,6.49505,-9.55793,6.49505,-1.14272,1,6.49505,2.88462
1.161,0.2,0.4,0.9,6.49937,-9.40881,6.49937,-1.12399,1,6.49937,2.8687
1.1625,0.2,0.4,0.9,6.50366,-9.2388,6.50366,-1.10526,1,6.50366,2.85304
1.164,0.2,0.4,0.9,6.50793,-9.04827,6.50793,-1.08652,1,6.50793,2.83767
1.1655,0.2,0.4,0.9,6.51217,-8.83766,6.51217,-1.06778,1,6.51217,2.82264
1.167,0.2,0.4,0.9,6.5164,-8.60742,6.5164,-1.04904,1,6.5164,2.80796
1.1685,0.2,0.4,0.9,6.5206,-8.35807,6.5206,-1.03029,1,6.5206,2.79366
1.17,0.2,0.4,0.9,6.52478,-8.09017,6.52478,-1.01154,1,6.52478,2.77977
1.1715,0.2,0.4,0.9,6.52894,-7.8043,6.52894,-0.992785,1,6.52894,2.76633
1.173,0.2,0.4,0.9,6.53308,-7.50111,6.53308,-0.974027,1,6.53308,2.75337
1.1745,0.2,0.4,0.9,6.5372,-7.18126,6.5372,-0.955265,1,6.5372,2.7409
1.176,0.2,0.4,0.9,6.5413,-6.84547,6.5413,-0.9365,1,6.5413,2.72895
1.1775,0.2,0.4,0.9,6.54539,-6.49448,6.54539,-0.917732,1,6.54539,2.71755
1.179,0.2,0.4,0.9,6.54946,-6.12907,6.54946,-0.89896,1,6.54946,2.70671
1.1805,0.2,0.4,0.9,6.55351,-5.75005,6.55351,-0.880186,1,6.55351,2.69646
1.182,0.2,0.4,0.9,6.55755,-5.35827,6.55755,-0.861408,1,6.55755,2.68681
1.1835,0.2,0.4,0.9,6.56157,-4.95459,6.56157,-0.842627,1,6.56157,2.67779
1.185,0.2,0.4,0.9,6.56558,-4.53991,6.56558,-0.823843,1,6.56558,2.66941
1.1865,0.2,0.4,0.9,6.56958,-4.11514,6.56958,-0.805056,1,6.56958,2.66169
1.188,0.2,0.4,0.9,6.57357,-3.68125,6.57357,-0.786266,1,6.57357,2.65464
1.1895,0.2,0.4,0.9,6.57754,-3.23917,6.57754,-0.767473,1,6.57754,2.64828
1.191,0.2,0.4,0.9,6.58151,-2.78991,6.58151,-0.748678,1,6.58151,2.64262
1.1925,0.2,0.4,0.9,6.58547,-2.33445,6.58547,-0.72988,1,6.58547,2.63766
1.194,0.2,0.4,0.9,6.58943,-1.87381,6.58943,-0.711079,1,6.58943,2.63341
1.1955,0.2,0.4,0.9,6.59337,-1.40901,6.59337,-0.692276,1,6.59337,2.62989
1.197,0.2,0.4,0.9,6.59732,-0.941083,6.59732,-0.673471,1,6.59732,2.62709
1.1985,0.2,0.4,0.9,6.60125,-0.471065,6.60125,-0.654663,1,6.60125,2.62503
1.2,0.2,0.4,0.9,6.60519,4.44089E-15,6.60519,-0.635853,1,6.60519,2.6237
1.2015,0.2,0.4,0.9,6.60913,0.471065,6.60913,-0.61704,1,6.60913,2.62311
1.203,0.2,0.4,0.9,6.61306,0.941083,6.61306,-0.598225,1,6.61306,2.62324
1.2045,0.2,0.4,0.9,6.617,1.40901,6.617,-0.579408,1,6.617,2.62411
1.206,0.2,0.4,0.9,6.62093,1.87381,6.62093,-0.56059,1,6.62093,2.6257
1.2075,0.2,0.4,0.9,6.62487,2.33445,6.62487,-0.541769,1,6.62487,2.62802
1.209,0.2,0.4,0.9,6.62882,2.78991,6.62882,-0.522946,1,6.62882,2.63106
1.2105,0.2,0.4,0.9,6.63277,3.23917,6.63277,-0.504121,1,6.63277,2.63479
1.212,0.2,0.4,0.9,6.63672,3.68125,6.63672,-0.485295,1,6.63672,2.63923
1.2135,0.2,0.4,0.9,6.64069,4.11514,6.64069,-0.466466,1,6.64069,2.64435
1.215,0.2,0.4,0.9,6.64466,4.53991,6.64466,-0.447637,1,6.64466,2.65016
1.2165,0.2,0.4,0.9,6.64864,4.95459,6.64864,-0.428805,1,6.64864,2.65661
1.218,0.2,0.4,0.9,6.65263,5.35827,6.65263,-0.409972,1,6.65263,2.66371
1.2195,0.2,0.4,0.9,6.65663,5.75005,6.65663,-0.391138,1,6.65663,2.67144
1.221,0.2,0.4,0.9,6.66064,6.12907,6.66064,-0.372302,1,6.66064,2.67978
1.2225,0.2,0.4,0.9,6.66467,6.49448,6.66467,-0.353465,1,6.66467,2.68871
1.224,0.2,0.4,0.9,6.66871,6.84547,6.66871,-0.334626,1,6.66871,2.6982
1.2255,0.2,0.4,0.9,6.67276,7.18126,6.67276,-0.315787,1,6.67276,2.70823
1.227,0.2,0.4,0.9,6.67683,7.50111,6.67683,-0.296946,1,6.67683,2.71879
1.2285,0.2,0.4,0.9,6.68092,7.8043,6.68092,-0.278104,1,6.68092,2.72984
1.23,0.2,0.4,0.9,6.68502,8.09017,6.68502,-0.259262,1,6.68502,2.74137
1.2315,0.2,0.4,0.9,6.68914,8.35807,6.68914,-0.240418,1,6.68914,2.75334
1.233,0.2,0.4,0.9,6.69328,8.60742,6.69328,-0.221573,1,6.69328,2.76572
1.2345,0.2,0.4,0.9,6.69744,8.83766,6.69744,-0.202728,1,6.69744,2.77849
1.236,0.2,0.4,0.9,6.70162,9.04827,6.70162,-0.183882,1,6.70162,2.79162
1.2375,0.2,0.4,0.9,6.70581,9.2388,6.70581,-0.165035,1,6.70581,2.80508
1.239,0.2,0.4,0.9,6.71003,9.40881,6.71003,-0.146188,1,6.71003,2.81884
1.2405,0.2,0.4,0.9,6.71427,9.55793,6.71427,-0.12734,1,6.71427,2.83287
1.242,0.2,0.4,0.9,6.71853,9.68583,6.71853,-0.108492,1,6.71853,2.84713
1.2435,0.2,0.4,0.9,6.72281,9.79223,6.72281,-0.0896435,1,6.72281,2.8616
1.245,0.2,0.4,0.9,6.72711,9.87688,6.72711,-0.0707945,1,6.72711,2.87624
1.2465,0.2,0.4,0.9,6.73144,9.93961,6.73144,-0.0519453,1,6.73144,2.89101
1.248,0.2,0.4,0.9,6.73579,9.98027,6.73579,-0.0330959,1,6.73579,2.9059
1.2495,0.2,0.4,0.9,6.74016,9.99877,6.74016,-0.0142464,1,6.74016,2.92087
1.251,0.2,0.4,0.9,6.74455,9.99507,6.74455,5.39499E-16,1,6.74455,2.93586
