"time","Out1[1]","Out1[2]","Out2","Out3","Out5","Out6","Out7","Out8","Out9","EventIndicator[0]","EventIndicator[1]","EventIndicator[2]","EventIndicator[3]","EventIndicator[4]","EventIndicator[5]","EventIndicator[6]","EventIndicator[7]","EventIndicator[8]","EventIndicator[9]","EventIndicator[10]","SineWave1_Amp","SineWave1_Bias","SineWave1_Freq","SineWave1_Phase","Gain1_Gain[0]","Gain1_Gain[1]","Gain_Gain","SineWave2_Amp","SineWave2_Bias","SineWave2_Freq","SineWave2_Phase","DeadZone_Start","DeadZone_End","SineWave5_Amp","SineWave5_Bias","SineWave5_Freq","SineWave5_Phase","SineWave3_Amp","SineWave3_Bias","SineWave3_Freq","SineWave3_Phase","SineWave4_Amp","SineWave4_Bias","SineWave4_Freq","SineWave4_Phase","Step_Time","Step_Y0","Step_YFinal","HitCrossing_Offset","SineWave6_Amp","SineWave6_Bias","SineWave6_Freq","SineWave6_Phase","Quantizer_Interval","SineWave7_Amp","SineWave7_Bias","SineWave7_Freq","SineWave7_Phase","Relay_OnVal","Relay_OffVal","Relay_YOn","Relay_YOff","SineWave10_Amp","SineWave10_Bias","SineWave10_Freq","SineWave10_Phase","Saturation_UpperSat","Saturation_LowerSat","Step2_Time","Step2_Y0","Step2_YFinal","SineWave11_Amp","SineWave11_Bias","SineWave11_Freq","SineWave11_Phase","Step3_Time","Step3_Y0","Step3_YFinal","Constant_Value","SineWave12_Amp","SineWave12_Bias","SineWave12_Freq","SineWave12_Phase","FixPtSwitch_Threshold","Out4","indicators.z[0]","indicators.z[1]","indicators.z[2]","indicators.z[3]","indicators.z[4]","indicators.z[5]","indicators.z[6]","indicators.z[7]","indicators.z[8]","indicators.z[9]","indicators.z[10]","indicators.z[11]","solver.numSteps","solver.minStepSize","solver.maxStepSize","solver.minOrder","solver.maxOrder","solver.numStateEvents","solver.numTimeEvents","Out1[1]_ref","Out1[2]_ref","Out2_ref","Out3_ref","Out4_ref","Out5_ref","Out6_ref","Out7_ref","Out8_ref","Out9_ref","EventIndicator[0]_ref","EventIndicator[1]_ref","EventIndicator[2]_ref","EventIndicator[3]_ref","EventIndicator[4]_ref","EventIndicator[5]_ref","EventIndicator[6]_ref","EventIndicator[7]_ref","EventIndicator[8]_ref","EventIndicator[9]_ref","EventIndicator[10]_ref","SineWave1_Amp_ref","SineWave1_Bias_ref","SineWave1_Freq_ref","SineWave1_Phase_ref","Gain1_Gain[0]_ref","Gain1_Gain[1]_ref","Gain_Gain_ref","SineWave2_Amp_ref","SineWave2_Bias_ref","SineWave2_Freq_ref","SineWave2_Phase_ref","DeadZone_Start_ref","DeadZone_End_ref","SineWave5_Amp_ref","SineWave5_Bias_ref","SineWave5_Freq_ref","SineWave5_Phase_ref","SineWave3_Amp_ref","SineWave3_Bias_ref","SineWave3_Freq_ref","SineWave3_Phase_ref","SineWave4_Amp_ref","SineWave4_Bias_ref","SineWave4_Freq_ref","SineWave4_Phase_ref","Step_Time_ref","Step_Y0_ref","Step_YFinal_ref","HitCrossing_Offset_ref","SineWave6_Amp_ref","SineWave6_Bias_ref","SineWave6_Freq_ref","SineWave6_Phase_ref","Quantizer_Interval_ref","SineWave7_Amp_ref","SineWave7_Bias_ref","SineWave7_Freq_ref","SineWave7_Phase_ref","Relay_OnVal_ref","Relay_OffVal_ref","Relay_YOn_ref","Relay_YOff_ref","SineWave10_Amp_ref","SineWave10_Bias_ref","SineWave10_Freq_ref","SineWave10_Phase_ref","Saturation_UpperSat_ref","Saturation_LowerSat_ref","Step2_Time_ref","Step2_Y0_ref","Step2_YFinal_ref","SineWave11_Amp_ref","SineWave11_Bias_ref","SineWave11_Freq_ref","SineWave11_Phase_ref","Step3_Time_ref","Step3_Y0_ref","Step3_YFinal_ref","Constant_Value_ref","SineWave12_Amp_ref","SineWave12_Bias_ref","SineWave12_Freq_ref","SineWave12_Phase_ref","FixPtSwitch_Threshold_ref","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.real_time","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
         2, 2.8185949, 4.8185949, 1.3185949, 1.5458056,       3.5,        12,       0.5,-9.7971744e-016,-9.7971744e-016, 1.8185949, 2.3185949, 1.3185949,         1,         0, 4.1371897, 3.1371897, 4.1371897,        -3,      -0.1,        -3,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1, 1.8185949, 2.3185949, 1.3185949,         1,         0, 4.1371897, 3.1371897, 4.1371897,        -3,      -0.1,        -3,       0.1,       108,7.9585763e-006,       0.1,         0,         2,         8,         0,   2.81859,   4.81859,   1.31859,   1.54581,         0,       3.5,        12,       0.5,6.1201044e-015,6.2172489e-015,   1.81859,   2.31859,   1.31859,         1,         0,   4.13719,   3.13719,   4.13719,        -3,      -0.1,        -3,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.1, 2.7264187, 4.7264187, 1.2264187, 1.4674559,       3.5,        12,       0.5,       0.1,  1.236068, 1.7264187, 2.2264187, 1.2264187,       1.1,         0, 3.9528375, 2.9528375, 3.9528375,      -2.9,  1.136068,      -2.9,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1, 1.7264187, 2.2264187, 1.2264187,       1.1,         0, 3.9528375, 2.9528375, 3.9528375,      -2.9,  1.136068,      -2.9,  1.336068,       121,    1e-005,0.023562604,         0,         2,         9,         0,   2.72642,   4.72642,   1.22642,   1.46746,         0,       3.5,        12,       0.5,       0.1,   1.23607,   1.72642,   2.22642,   1.22642,       1.1,         0,   3.95284,   2.95284,   3.95284,      -2.9,   1.13607,      -2.9,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.2, 2.6169928, 4.6169928, 1.1169928, 1.3744439,         3,        12,       0.5,       0.1,  2.351141, 1.6169928, 2.1169928, 1.1169928,       1.2,         0, 3.7339856, 2.7339856, 3.7339856,      -2.8,  2.251141,      -2.8,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1, 1.6169928, 2.1169928, 1.1169928,       1.2,         0, 3.7339856, 2.7339856, 3.7339856,      -2.8,  2.251141,      -2.8,  2.451141,       123,0.044916215,0.08983243,         1,         1,         9,         0,   2.61699,   4.61699,   1.11699,   1.37444,         0,         3,        12,       0.5,       0.1,   2.35114,   1.61699,   2.11699,   1.11699,       1.2,         0,   3.73399,   2.73399,   3.73399,      -2.8,   2.25114,      -2.8,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.3, 2.4914104, 4.4914104,0.99141042, 1.2676989,         3,        12,       0.5,       0.1,         0, 1.4914104, 1.9914104,0.99141042,       1.3,         0, 3.4828208, 2.4828208, 3.4828208,      -2.7,  3.136068,      -2.7,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1, 1.4914104, 1.9914104,0.99141042,       1.3,         0, 3.4828208, 2.4828208, 3.4828208,      -2.7,  3.136068,      -2.7,  3.336068,       126,0.01016757,0.040670282,         1,         1,         9,         0,   2.49141,   4.49141,   0.99141,    1.2677,         0,         3,        12,       0.5,       0.1,         0,   1.49141,   1.99141,   0.99141,       1.3,         0,   3.48282,   2.48282,   3.48282,      -2.7,   3.13607,      -2.7,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.4, 2.3509264, 4.3509264,0.85092636, 1.1482874,       2.5,        12,       0.5,       0.1,         0, 1.3509264, 1.8509264,0.85092636,       1.4,         0, 3.2018527, 2.2018527, 3.2018527,      -2.6, 3.7042261,      -2.6,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1, 1.3509264, 1.8509264,0.85092636,       1.4,         0, 3.2018527, 2.2018527, 3.2018527,      -2.6, 3.7042261,      -2.6, 3.9042261,       128,0.038994577,0.077989154,         1,         1,         9,         0,   2.35093,   4.35093,  0.850926,   1.14829,         0,       2.5,        12,       0.5,       0.1,         0,   1.35093,   1.85093,  0.850926,       1.4,         0,   3.20185,   2.20185,   3.20185,      -2.6,   3.70423,      -2.6,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.5, 2.1969443, 4.1969443,0.69694429, 1.0174026,       2.5,        12,       0.5,       0.1,         0, 1.1969443, 1.6969443,0.69694429,       1.5,         0, 2.8938886, 1.8938886, 2.8938886,      -2.5,       3.9,      -2.5,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1, 1.1969443, 1.6969443,0.69694429,       1.5,         0, 2.8938886, 1.8938886, 2.8938886,      -2.5,       3.9,      -2.5,       4.1,       130,0.022010846,0.044021692,         1,         1,         9,         0,   2.19694,   4.19694,  0.696944,    1.0174,         0,       2.5,        12,       0.5,       0.1,         0,   1.19694,   1.69694,  0.696944,       1.5,         0,   2.89389,   1.89389,   2.89389,      -2.5,       3.9,      -2.5,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.6, 2.0310027, 4.0310027,0.53100274,0.87635233,         2,        12,       0.5,       0.1,         0, 1.0310027, 1.5310027,0.53100274,       1.6,         0, 2.5620055, 1.5620055, 2.5620055,      -2.4, 3.7042261,      -2.4,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1, 1.0310027, 1.5310027,0.53100274,       1.6,         0, 2.5620055, 1.5620055, 2.5620055,      -2.4, 3.7042261,      -2.4, 3.9042261,       131,0.055978308,0.055978308,         1,         1,         9,         0,     2.031,     4.031,  0.531003,  0.876352,         0,         2,        12,       0.5,       0.1,         0,     1.031,     1.531,  0.531003,       1.6,         0,   2.56201,   1.56201,   2.56201,      -2.4,   3.70423,      -2.4,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.7, 1.8547598, 3.8547598,0.35475976, 0.7265458,       1.5,        12,       0.5,       0.1,         0,0.85475976, 1.3547598,0.35475976,       1.7,         0, 2.2095195, 1.2095195, 2.2095195,      -2.3,  3.136068,      -2.3,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,0.85475976, 1.3547598,0.35475976,       1.7,         0, 2.2095195, 1.2095195, 2.2095195,      -2.3,  3.136068,      -2.3,  3.336068,       132,       0.1,       0.1,         1,         1,         9,         0,   1.85476,   3.85476,   0.35476,  0.726546,         0,       1.5,        12,       0.5,       0.1,         0,   0.85476,   1.35476,   0.35476,       1.7,         0,   2.20952,   1.20952,   2.20952,      -2.3,   3.13607,      -2.3,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.8, 1.6699763, 3.6699763, 0.1699763,0.56947986,       1.5,        12,       0.5,       0.1,  2.351141, 0.6699763, 1.1699763, 0.1699763,       1.8,         0, 1.8399526, 0.8399526, 1.8399526,      -2.2,  2.251141,      -2.2,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1, 0.6699763, 1.1699763, 0.1699763,       1.8,         0, 1.8399526, 0.8399526, 1.8399526,      -2.2,  2.251141,      -2.2,  2.451141,       133,       0.1,       0.1,         1,         1,         9,         0,   1.66998,   3.66998,  0.169976,   0.56948,         0,       1.5,        12,       0.5,       0.1,   2.35114,  0.669976,   1.16998,  0.169976,       1.8,         0,   1.83995,  0.839953,   1.83995,      -2.2,   2.25114,      -2.2,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.9, 1.4784987, 3.4784987,         0,0.40672386,         1,        12,       0.5,       0.1,  1.236068,0.47849866,0.97849866,-0.021501342,       1.9,         0, 1.4569973,0.45699732, 1.4569973,      -2.1,  1.136068,      -2.1,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,0.47849866,0.97849866,-0.021501342,       1.9,         0, 1.4569973,0.45699732, 1.4569973,      -2.1,  1.136068,      -2.1,  1.336068,       145,    1e-005,       0.1,         0,         2,        10,         0,    1.4785,    3.4785,         0,  0.406724,         0,         1,        12,       0.5,       0.1,   1.23607,  0.478499,  0.978499,-0.0215013,       1.9,         0,     1.457,  0.456997,     1.457,      -2.1,   1.13607,      -2.1,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
         3,   1.28224,   3.28224,         0,0.23990401,       0.5,        12,       0.5,1.4695762e-015,1.4695762e-015,0.28224002,0.78224002,-0.21775998,         2,         0,   1.06448,0.064480032,   1.06448,        -2,      -0.1,        -2,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,0.28224002,0.78224002,-0.21775998,         2,         0,   1.06448,0.064480032,   1.06448,        -2,      -0.1,        -2,       0.1,       160,7.9585763e-006,0.043285996,         0,         2,        11,         0,   1.28224,   3.28224,         0,  0.239904,         0,       0.5,        12,       0.5,-1.2739809e-014,-1.2656542e-014,   0.28224,   0.78224,  -0.21776,         2,         0,   1.06448,   0.06448,   1.06448,        -2,      -0.1,        -2,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.1, 1.0831613, 3.0831613,         0,0.070687126,         0,        12,0.16632265,      -0.1, -1.236068,0.083161325,0.58316132,-0.41683868,       2.1,         0,0.66632265,-0.33367735,0.66632265,      -1.9, -1.336068,      -1.9,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,0.083161325,0.58316132,-0.41683868,       2.1,         0,0.66632265,-0.33367735,0.66632265,      -1.9, -1.336068,      -1.9, -1.136068,       181,    1e-005,0.021436205,         0,         2,        13,         0,   1.08316,   3.08316,         0, 0.0706871,         0,         0,        12,  0.166323,      -0.1,  -1.23607, 0.0831613,  0.583161, -0.416839,       2.1,         0,  0.666323, -0.333677,  0.666323,      -1.9,  -1.33607,      -1.9,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.2,-1.1167483,-3.1167483,         0,         0,        -0,        12,-0.23349657,      -0.1, -2.351141,-0.11674829,0.38325171,-0.61674829,       2.2,         0,0.26650343,-0.73349657,0.26650343,      -1.8, -2.451141,      -1.8,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,-0.11674829,0.38325171,-0.61674829,       2.2,         0,0.26650343,-0.73349657,0.26650343,      -1.8, -2.451141,      -1.8, -2.251141,       193,    1e-005,0.040862767,         0,         2,        14,         0,  -1.11675,  -3.11675,         0,         0,         0,         0,        12, -0.233497,      -0.1,  -2.35114, -0.116748,  0.383252, -0.616748,       2.2,         0,  0.266503, -0.733497,  0.266503,      -1.8,  -2.45114,      -1.8,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.3,-1.3154914,-3.3154914,         0,         0,      -0.5,       -12,      -0.5,      -0.1, -3.236068,-0.31549139,0.18450861,-0.81549139,       2.3,         0,-1.1309828,-1.1309828,-0.13098278,      -1.7, -3.336068,      -1.7,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,-0.31549139,0.18450861,-0.81549139,       2.3,         0,-1.1309828,-1.1309828,-0.13098278,      -1.7, -3.336068,      -1.7, -3.136068,       206,    1e-005,0.05700557,         0,         2,        15,         0,  -1.31549,  -3.31549,         0,         0,         0,      -0.5,       -12,      -0.5,      -0.1,  -3.23607, -0.315491,  0.184509, -0.815491,       2.3,         0,  -1.13098,  -1.13098, -0.130983,      -1.7,  -3.33607,      -1.7,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
