"time","part1_rot_motion_input"
4.869,-4.843864633
4.87,-4.844859471
4.871,-4.845854308
4.872,-4.846849146
4.873,-4.847843984
4.874,-4.848838821
4.875,-4.849833659
4.876,-4.850828497
4.877,-4.851823334
4.878,-4.852818172
4.879,-4.85381301
4.88,-4.854807847
4.881,-4.855802685
4.882,-4.856797523
4.883,-4.85779236
4.884,-4.858787198
4.885,-4.859782036
4.886,-4.860776873
4.887,-4.861771711
4.888,-4.862766549
4.889,-4.863761386
4.89,-4.864756224
4.891,-4.865751062
4.892,-4.866745899
4.893,-4.867740737
4.894,-4.868735575
4.895,-4.869730412
4.896,-4.87072525
4.897,-4.871720088
4.898,-4.872714925
4.899,-4.873709763
4.9,-4.874704601
4.901,-4.875699438
4.902,-4.876694276
4.903,-4.877689114
4.904,-4.878683952
4.905,-4.879678789
4.906,-4.880673627
4.907,-4.881668465
4.908,-4.882663302
4.909,-4.88365814
4.91,-4.884652978
4.911,-4.885647815
4.912,-4.886642653
4.913,-4.887637491
4.914,-4.888632328
4.915,-4.889627166
4.916,-4.890622004
4.917,-4.891616841
4.918,-4.892611679
4.919,-4.893606517
4.92,-4.894601354
4.921,-4.895596192
4.922,-4.89659103
4.923,-4.897585867
4.924,-4.898580705
4.925,-4.899575543
4.926,-4.90057038
4.927,-4.901565218
4.928,-4.902560056
4.929,-4.903554893
4.93,-4.904549731
4.931,-4.905544569
4.932,-4.906539406
4.933,-4.907534244
4.934,-4.908529082
4.935,-4.909523919
4.936,-4.910518757
4.937,-4.911513595
4.938,-4.912508432
4.939,-4.91350327
4.94,-4.914498108
4.941,-4.915492945
4.942,-4.916487783
4.943,-4.917482621
4.944,-4.918477458
4.945,-4.919472296
4.946,-4.920467134
4.947,-4.921461971
4.948,-4.922456809
4.949,-4.923451647
4.95,-4.924446485
4.951,-4.925441322
4.952,-4.92643616
4.953,-4.927430998
4.954,-4.928425835
4.955,-4.929420673
4.956,-4.930415511
4.957,-4.931410348
4.958,-4.932405186
4.959,-4.933400024
4.96,-4.934394861
4.961,-4.935389699
4.962,-4.936384537
4.963,-4.937379374
4.964,-4.938374212
4.965,-4.93936905
4.966,-4.940363887
4.967,-4.941358725
4.968,-4.942353563
4.969,-4.9433484
4.97,-4.944343238
4.971,-4.945338076
4.972,-4.946332913
4.973,-4.947327751
4.974,-4.948322589
4.975,-4.949317426
4.976,-4.950312264
4.977,-4.951307102
4.978,-4.952301939
4.979,-4.953296777
4.98,-4.954291615
4.981,-4.955286452
4.982,-4.95628129
4.983,-4.957276128
4.984,-4.958270965
4.985,-4.959265803
4.986,-4.960260641
4.987,-4.961255478
4.988,-4.962250316
4.989,-4.963245154
4.99,-4.964239991
4.991,-4.965234829
4.992,-4.966229667
4.993,-4.967224504
4.994,-4.968219342
4.995,-4.96921418
4.996,-4.970209017
4.997,-4.971203855
4.998,-4.972198693
4.999,-4.973193531
5,-4.974188368
5.001,-4.975183206
5.002,-4.976178044
5.003,-4.977172881
5.004,-4.978167719
5.005,-4.979162557
5.006,-4.980157394
5.007,-4.981152232
5.008,-4.98214707
5.009,-4.983141907
5.01,-4.984136745
5.011,-4.985131583
5.012,-4.98612642
5.013,-4.987121258
5.014,-4.988116096
5.015,-4.989110933
5.016,-4.990105771
5.017,-4.991100609
5.018,-4.992095446
5.019,-4.993090284
5.02,-4.994085122
5.021,-4.995079959
5.022,-4.996074797
5.023,-4.997069635
5.024,-4.998064472
5.025,-4.99905931
5.026,-5.000054148
5.027,-5.001048985
5.028,-5.002043823
5.029,-5.003038661
5.03,-5.004033498
5.031,-5.005028336
5.032,-5.006023174
5.033,-5.007018011
5.034,-5.008012849
5.035,-5.009007687
5.036,-5.010002524
5.037,-5.010997362
5.038,-5.0119922
5.039,-5.012987037
5.04,-5.013981875
5.041,-5.014976713
5.042,-5.01597155
5.043,-5.016966388
5.044,-5.017961226
5.045,-5.018956063
5.046,-5.019950901
5.047,-5.020945739
5.048,-5.021940577
5.049,-5.022935414
5.05,-5.023930252
5.051,-5.02492509
5.052,-5.025919927
5.053,-5.026914765
5.054,-5.027909603
5.055,-5.02890444
5.056,-5.029899278
5.057,-5.030894116
5.058,-5.031888953
5.059,-5.032883791
5.06,-5.033878629
5.061,-5.034873466
5.062,-5.035868304
5.063,-5.036863142
5.064,-5.037857979
5.065,-5.038852817
5.066,-5.039847655
5.067,-5.040842492
5.068,-5.04183733
5.069,-5.042832168
5.07,-5.043827005
5.071,-5.044821843
5.072,-5.045816681
5.073,-5.046811518
5.074,-5.047806356
5.075,-5.048801194
5.076,-5.049796031
5.077,-5.050790869
5.078,-5.051785707
5.079,-5.052780544
5.08,-5.053775382
5.081,-5.05477022
5.082,-5.055765057
5.083,-5.056759895
5.084,-5.057754733
5.085,-5.05874957
5.086,-5.059744408
5.087,-5.060739246
5.088,-5.061734083
5.089,-5.062728921
5.09,-5.063723759
5.091,-5.064718596
5.092,-5.065713434
5.093,-5.066708272
5.094,-5.06770311
5.095,-5.068697947
5.096,-5.069692785
5.097,-5.070687623
5.098,-5.07168246
5.099,-5.072677298
5.1,-5.073672136
5.101,-5.074666973
5.102,-5.075661811
5.103,-5.076656649
5.104,-5.077651486
5.105,-5.078646324
5.106,-5.079641162
5.107,-5.080635999
5.108,-5.081630837
5.109,-5.082625675
5.11,-5.083620512
5.111,-5.08461535
5.112,-5.085610188
5.113,-5.086605025
5.114,-5.087599863
5.115,-5.088594701
5.116,-5.089589538
5.117,-5.090584376
5.118,-5.091579214
5.119,-5.092574051
5.12,-5.093568889
5.121,-5.094563727
5.122,-5.095558564
5.123,-5.096553402
5.124,-5.09754824
5.125,-5.098543077
5.126,-5.099537915
5.127,-5.100532753
5.128,-5.10152759
5.129,-5.102522428
5.13,-5.103517266
5.131,-5.104512103
5.132,-5.105506941
5.133,-5.106501779
5.134,-5.107496616
5.135,-5.108491454
5.136,-5.109486292
5.137,-5.110481129
5.138,-5.111475967
5.139,-5.112470805
5.14,-5.113465642
5.141,-5.11446048
5.142,-5.115455318
5.143,-5.116450156
5.144,-5.117444993
5.145,-5.118439831
5.146,-5.119434669
5.147,-5.120429506
5.148,-5.121424344
5.149,-5.122419182
5.15,-5.123414019
5.151,-5.124408857
5.152,-5.125403695
5.153,-5.126398532
5.154,-5.12739337
5.155,-5.128388208
5.156,-5.129383045
5.157,-5.130377883
5.158,-5.131372721
5.159,-5.132367558
5.16,-5.133362396
5.161,-5.134357234
5.162,-5.135352071
5.163,-5.136346909
5.164,-5.137341747
5.165,-5.138336584
5.166,-5.139331422
5.167,-5.14032626
5.168,-5.141321097
5.169,-5.142315935
5.17,-5.143310773
5.171,-5.14430561
5.172,-5.145300448
5.173,-5.146295286
5.174,-5.147290123
5.175,-5.148284961
5.176,-5.149279799
5.177,-5.150274636
5.178,-5.151269474
5.179,-5.152264312
5.18,-5.153259149
5.181,-5.154253987
5.182,-5.155248825
5.183,-5.156243662
5.184,-5.1572385
5.185,-5.158233338
5.186,-5.159228175
5.187,-5.160223013
5.188,-5.161217851
5.189,-5.162212689
5.19,-5.163207526
5.191,-5.164202364
5.192,-5.165197202
5.193,-5.166192039
5.194,-5.167186877
5.195,-5.168181715
5.196,-5.169176552
5.197,-5.17017139
5.198,-5.171166228
5.199,-5.172161065
5.2,-5.173155903
5.201,-5.174150741
5.202,-5.175145578
5.203,-5.176140416
5.204,-5.177135254
5.205,-5.178130091
5.206,-5.179124929
5.207,-5.180119767
5.208,-5.181114604
5.209,-5.182109442
5.21,-5.18310428
5.211,-5.184099117
5.212,-5.185093955
5.213,-5.186088793
5.214,-5.18708363
5.215,-5.188078468
5.216,-5.189073306
5.217,-5.190068143
5.218,-5.191062981
5.219,-5.192057819
5.22,-5.193052656
5.221,-5.194047494
5.222,-5.195042332
5.223,-5.196037169
5.224,-5.197032007
5.225,-5.198026845
5.226,-5.199021682
5.227,-5.20001652
5.228,-5.201011358
5.229,-5.202006195
5.23,-5.203001033
5.231,-5.203995871
5.232,-5.204990708
5.233,-5.205985546
5.234,-5.206980384
5.235,-5.207975221
5.236,-5.208970059
5.237,-5.209964897
5.238,-5.210959735
5.239,-5.211954572
5.24,-5.21294941
5.241,-5.213944248
5.242,-5.214939085
5.243,-5.215933923
5.244,-5.216928761
5.245,-5.217923598
5.246,-5.218918436
5.247,-5.219913274
5.248,-5.220908111
5.249,-5.221902949
5.25,-5.222897787
5.251,-5.223892624
5.252,-5.224887462
5.253,-5.2258823
5.254,-5.226877137
5.255,-5.227871975
5.256,-5.228866813
5.257,-5.22986165
5.258,-5.230856488
5.259,-5.231851326
5.26,-5.232846163
5.261,-5.233841001
5.262,-5.234835839
5.263,-5.235830676
5.264,-5.236825514
5.265,-5.237820352
5.266,-5.238815189
5.267,-5.239810027
5.268,-5.240804865
5.269,-5.241799702
5.27,-5.24279454
5.271,-5.243789378
5.272,-5.244784215
5.273,-5.245779053
5.274,-5.246773891
5.275,-5.247768728
5.276,-5.248763566
5.277,-5.249758404
5.278,-5.250753241
5.279,-5.251748079
5.28,-5.252742917
5.281,-5.253737754
5.282,-5.254732592
5.283,-5.25572743
5.284,-5.256722267
5.285,-5.257717105
5.286,-5.258711943
5.287,-5.259706781
5.288,-5.260701618
5.289,-5.261696456
5.29,-5.262691294
5.291,-5.263686131
5.292,-5.264680969
5.293,-5.265675807
5.294,-5.266670644
5.295,-5.267665482
5.296,-5.26866032
5.297,-5.269655157
5.298,-5.270649995
5.299,-5.271644833
5.3,-5.27263967
5.301,-5.273634508
5.302,-5.274629346
5.303,-5.275624183
5.304,-5.276619021
5.305,-5.277613859
5.306,-5.278608696
5.307,-5.279603534
5.308,-5.280598372
5.309,-5.281593209
5.31,-5.282588047
5.311,-5.283582885
5.312,-5.284577722
5.313,-5.28557256
5.314,-5.286567398
5.315,-5.287562235
5.316,-5.288557073
5.317,-5.289551911
5.318,-5.290546748
5.319,-5.291541586
5.32,-5.292536424
5.321,-5.293531261
5.322,-5.294526099
5.323,-5.295520937
5.324,-5.296515774
5.325,-5.297510612
5.326,-5.29850545
5.327,-5.299500287
5.328,-5.300495125
5.329,-5.301489963
5.33,-5.3024848
5.331,-5.303479638
5.332,-5.304474476
5.333,-5.305469314
5.334,-5.306464151
5.335,-5.307458989
5.336,-5.308453827
5.337,-5.309448664
5.338,-5.310443502
5.339,-5.31143834
5.34,-5.312433177
5.341,-5.313428015
5.342,-5.314422853
5.343,-5.31541769
5.344,-5.316412528
5.345,-5.317407366
5.346,-5.318402203
5.347,-5.319397041
5.348,-5.320391879
5.349,-5.321386716
5.35,-5.322381554
5.351,-5.323376392
5.352,-5.324371229
5.353,-5.325366067
5.354,-5.326360905
5.355,-5.327355742
5.356,-5.32835058
5.357,-5.329345418
5.358,-5.330340255
5.359,-5.331335093
5.36,-5.332329931
5.361,-5.333324768
5.362,-5.334319606
5.363,-5.335314444
5.364,-5.336309281
5.365,-5.337304119
5.366,-5.338298957
5.367,-5.339293794
5.368,-5.340288632
5.369,-5.34128347
5.37,-5.342278307
5.371,-5.343273145
5.372,-5.344267983
5.373,-5.34526282
5.374,-5.346257658
5.375,-5.347252496
5.376,-5.348247333
5.377,-5.349242171
5.378,-5.350237009
5.379,-5.351231846
5.38,-5.352226684
5.381,-5.353221522
5.382,-5.35421636
5.383,-5.355211197
5.384,-5.356206035
5.385,-5.357200873
5.386,-5.35819571
5.387,-5.359190548
5.388,-5.360185386
5.389,-5.361180223
5.39,-5.362175061
5.391,-5.363169899
5.392,-5.364164736
5.393,-5.365159574
5.394,-5.366154412
5.395,-5.367149249
5.396,-5.368144087
5.397,-5.369138925
5.398,-5.370133762
5.399,-5.3711286
5.4,-5.372123438
5.401,-5.373118275
5.402,-5.374113113
5.403,-5.375107951
5.404,-5.376102788
5.405,-5.377097626
5.406,-5.378092464
5.407,-5.379087301
5.408,-5.380082139
5.409,-5.381076977
5.41,-5.382071814
5.411,-5.383066652
5.412,-5.38406149
5.413,-5.385056327
5.414,-5.386051165
5.415,-5.387046003
5.416,-5.38804084
5.417,-5.389035678
5.418,-5.390030516
5.419,-5.391025353
5.42,-5.392020191
5.421,-5.393015029
5.422,-5.394009866
5.423,-5.395004704
5.424,-5.395999542
5.425,-5.396994379
5.426,-5.397989217
5.427,-5.398984055
5.428,-5.399978893
5.429,-5.40097373
5.43,-5.401968568
5.431,-5.402963406
5.432,-5.403958243
5.433,-5.404953081
5.434,-5.405947919
5.435,-5.406942756
5.436,-5.407937594
5.437,-5.408932432
5.438,-5.409927269
5.439,-5.410922107
5.44,-5.411916945
5.441,-5.412911782
5.442,-5.41390662
5.443,-5.414901458
5.444,-5.415896295
5.445,-5.416891133
5.446,-5.417885971
5.447,-5.418880808
5.448,-5.419875646
5.449,-5.420870484
5.45,-5.421865321
5.451,-5.422860159
5.452,-5.423854997
5.453,-5.424849834
5.454,-5.425844672
5.455,-5.42683951
5.456,-5.427834347
5.457,-5.428829185
5.458,-5.429824023
5.459,-5.43081886
5.46,-5.431813698
5.461,-5.432808536
5.462,-5.433803373
5.463,-5.434798211
5.464,-5.435793049
5.465,-5.436787886
5.466,-5.437782724
5.467,-5.438777562
5.468,-5.439772399
5.469,-5.440767237
5.47,-5.441762075
5.471,-5.442756912
5.472,-5.44375175
5.473,-5.444746588
5.474,-5.445741425
5.475,-5.446736263
5.476,-5.447731101
5.477,-5.448725939
5.478,-5.449720776
5.479,-5.450715614
5.48,-5.451710452
5.481,-5.452705289
5.482,-5.453700127
5.483,-5.454694965
5.484,-5.455689802
5.485,-5.45668464
5.486,-5.457679478
5.487,-5.458674315
5.488,-5.459669153
5.489,-5.460663991
5.49,-5.461658828
5.491,-5.462653666
5.492,-5.463648504
5.493,-5.464643341
5.494,-5.465638179
5.495,-5.466633017
5.496,-5.467627854
5.497,-5.468622692
5.498,-5.46961753
5.499,-5.470612367
5.5,-5.471607205
5.501,-5.472602043
5.502,-5.47359688
5.503,-5.474591718
5.504,-5.475586556
5.505,-5.476581393
5.506,-5.477576231
5.507,-5.478571069
5.508,-5.479565906
5.509,-5.480560744
5.51,-5.481555582
5.511,-5.482550419
5.512,-5.483545257
5.513,-5.484540095
5.514,-5.485534932
5.515,-5.48652977
5.516,-5.487524608
5.517,-5.488519445
5.518,-5.489514283
5.519,-5.490509121
5.52,-5.491503958
5.521,-5.492498796
5.522,-5.493493634
5.523,-5.494488471
5.524,-5.495483309
5.525,-5.496478147
5.526,-5.497472985
5.527,-5.498467822
5.528,-5.49946266
5.529,-5.500457498
5.53,-5.501452335
5.531,-5.502447173
5.532,-5.503442011
5.533,-5.504436848
5.534,-5.505431686
5.535,-5.506426524
5.536,-5.507421361
5.537,-5.508416199
5.538,-5.509411037
5.539,-5.510405874
5.54,-5.511400712
5.541,-5.51239555
5.542,-5.513390387
5.543,-5.514385225
5.544,-5.515380063
5.545,-5.5163749
5.546,-5.517369738
5.547,-5.518364576
5.548,-5.519359413
5.549,-5.520354251
5.55,-5.521349089
5.551,-5.522343926
5.552,-5.523338764
5.553,-5.524333602
5.554,-5.525328439
5.555,-5.526323277
5.556,-5.527318115
5.557,-5.528312952
5.558,-5.52930779
5.559,-5.530302628
5.56,-5.531297465
5.561,-5.532292303
5.562,-5.533287141
5.563,-5.534281978
5.564,-5.535276816
5.565,-5.536271654
5.566,-5.537266491
5.567,-5.538261329
5.568,-5.539256167
5.569,-5.540251004
5.57,-5.541245842
5.571,-5.54224068
5.572,-5.543235518
5.573,-5.544230355
5.574,-5.545225193
5.575,-5.546220031
5.576,-5.547214868
5.577,-5.548209706
5.578,-5.549204544
5.579,-5.550199381
5.58,-5.551194219
5.581,-5.552189057
5.582,-5.553183894
5.583,-5.554178732
5.584,-5.55517357
5.585,-5.556168407
5.586,-5.557163245
5.587,-5.558158083
5.588,-5.55915292
5.589,-5.560147758
5.59,-5.561142596
5.591,-5.562137433
5.592,-5.563132271
5.593,-5.564127109
5.594,-5.565121946
5.595,-5.566116784
5.596,-5.567111622
5.597,-5.568106459
5.598,-5.569101297
5.599,-5.570096135
5.6,-5.571090972
5.601,-5.57208581
5.602,-5.573080648
5.603,-5.574075485
5.604,-5.575070323
5.605,-5.576065161
5.606,-5.577059998
5.607,-5.578054836
5.608,-5.579049674
5.609,-5.580044511
5.61,-5.581039349
5.611,-5.582034187
5.612,-5.583029024
5.613,-5.584023862
5.614,-5.5850187
5.615,-5.586013537
5.616,-5.587008375
5.617,-5.588003213
5.618,-5.58899805
5.619,-5.589992888
5.62,-5.590987726
5.621,-5.591982564
5.622,-5.592977401
5.623,-5.593972239
5.624,-5.594967077
5.625,-5.595961914
5.626,-5.596956752
5.627,-5.59795159
5.628,-5.598946427
5.629,-5.599941265
5.63,-5.600936103
5.631,-5.60193094
5.632,-5.602925778
5.633,-5.603920616
5.634,-5.604915453
5.635,-5.605910291
5.636,-5.606905129
5.637,-5.607899966
5.638,-5.608894804
5.639,-5.609889642
5.64,-5.610884479
5.641,-5.611879317
5.642,-5.612874155
5.643,-5.613868992
5.644,-5.61486383
5.645,-5.615858668
5.646,-5.616853505
5.647,-5.617848343
5.648,-5.618843181
5.649,-5.619838018
5.65,-5.620832856
5.651,-5.621827694
5.652,-5.622822531
5.653,-5.623817369
5.654,-5.624812207
5.655,-5.625807044
5.656,-5.626801882
5.657,-5.62779672
5.658,-5.628791557
5.659,-5.629786395
5.66,-5.630781233
5.661,-5.63177607
5.662,-5.632770908
5.663,-5.633765746
5.664,-5.634760583
5.665,-5.635755421
5.666,-5.636750259
5.667,-5.637745096
5.668,-5.638739934
5.669,-5.639734772
5.67,-5.64072961
5.671,-5.641724447
5.672,-5.642719285
5.673,-5.643714123
5.674,-5.64470896
5.675,-5.645703798
5.676,-5.646698636
5.677,-5.647693473
5.678,-5.648688311
5.679,-5.649683149
5.68,-5.650677986
5.681,-5.651672824
5.682,-5.652667662
5.683,-5.653662499
5.684,-5.654657337
5.685,-5.655652175
5.686,-5.656647012
5.687,-5.65764185
5.688,-5.658636688
5.689,-5.659631525
5.69,-5.660626363
5.691,-5.661621201
5.692,-5.662616038
5.693,-5.663610876
5.694,-5.664605714
5.695,-5.665600551
5.696,-5.666595389
5.697,-5.667590227
5.698,-5.668585064
5.699,-5.669579902
5.7,-5.67057474
5.701,-5.671569577
5.702,-5.672564415
5.703,-5.673559253
5.704,-5.67455409
5.705,-5.675548928
5.706,-5.676543766
5.707,-5.677538603
5.708,-5.678533441
5.709,-5.679528279
5.71,-5.680523116
5.711,-5.681517954
5.712,-5.682512792
5.713,-5.683507629
5.714,-5.684502467
5.715,-5.685497305
5.716,-5.686492143
5.717,-5.68748698
5.718,-5.688481818
5.719,-5.689476656
5.72,-5.690471493
5.721,-5.691466331
5.722,-5.692461169
5.723,-5.693456006
5.724,-5.694450844
5.725,-5.695445682
5.726,-5.696440519
5.727,-5.697435357
5.728,-5.698430195
5.729,-5.699425032
5.73,-5.70041987
5.731,-5.701414708
5.732,-5.702409545
5.733,-5.703404383
5.734,-5.704399221
5.735,-5.705394058
5.736,-5.706388896
5.737,-5.707383734
5.738,-5.708378571
5.739,-5.709373409
5.74,-5.710368247
5.741,-5.711363084
5.742,-5.712357922
5.743,-5.71335276
5.744,-5.714347597
5.745,-5.715342435
5.746,-5.716337273
5.747,-5.71733211
5.748,-5.718326948
5.749,-5.719321786
5.75,-5.720316623
5.751,-5.721311461
5.752,-5.722306299
5.753,-5.723301136
5.754,-5.724295974
5.755,-5.725290812
5.756,-5.726285649
5.757,-5.727280487
5.758,-5.728275325
5.759,-5.729270162
5.76,-5.730265
5.761,-5.731259838
5.762,-5.732254675
5.763,-5.733249513
5.764,-5.734244351
5.765,-5.735239189
5.766,-5.736234026
5.767,-5.737228864
5.768,-5.738223702
5.769,-5.739218539
5.77,-5.740213377
5.771,-5.741208215
5.772,-5.742203052
5.773,-5.74319789
5.774,-5.744192728
5.775,-5.745187565
5.776,-5.746182403
5.777,-5.747177241
5.778,-5.748172078
5.779,-5.749166916
5.78,-5.750161754
5.781,-5.751156591
5.782,-5.752151429
5.783,-5.753146267
5.784,-5.754141104
5.785,-5.755135942
5.786,-5.75613078
5.787,-5.757125617
5.788,-5.758120455
5.789,-5.759115293
5.79,-5.76011013
5.791,-5.761104968
5.792,-5.762099806
5.793,-5.763094643
5.794,-5.764089481
5.795,-5.765084319
5.796,-5.766079156
5.797,-5.767073994
5.798,-5.768068832
5.799,-5.769063669
5.8,-5.770058507
5.801,-5.771053345
5.802,-5.772048182
5.803,-5.77304302
5.804,-5.774037858
5.805,-5.775032695
5.806,-5.776027533
5.807,-5.777022371
5.808,-5.778017208
5.809,-5.779012046
5.81,-5.780006884
5.811,-5.781001722
5.812,-5.781996559
5.813,-5.782991397
5.814,-5.783986235
5.815,-5.784981072
5.816,-5.78597591
5.817,-5.786970748
5.818,-5.787965585
5.819,-5.788960423
5.82,-5.789955261
5.821,-5.790950098
5.822,-5.791944936
5.823,-5.792939774
5.824,-5.793934611
5.825,-5.794929449
5.826,-5.795924287
5.827,-5.796919124
5.828,-5.797913962
5.829,-5.7989088
5.83,-5.799903637
5.831,-5.800898475
5.832,-5.801893313
5.833,-5.80288815
5.834,-5.803882988
5.835,-5.804877826
5.836,-5.805872663
5.837,-5.806867501
5.838,-5.807862339
5.839,-5.808857176
5.84,-5.809852014
5.841,-5.810846852
5.842,-5.811841689
5.843,-5.812836527
5.844,-5.813831365
5.845,-5.814826202
5.846,-5.81582104
5.847,-5.816815878
5.848,-5.817810715
5.849,-5.818805553
5.85,-5.819800391
5.851,-5.820795228
5.852,-5.821790066
5.853,-5.822784904
5.854,-5.823779741
5.855,-5.824774579
5.856,-5.825769417
5.857,-5.826764254
5.858,-5.827759092
5.859,-5.82875393
5.86,-5.829748768
5.861,-5.830743605
5.862,-5.831738443
5.863,-5.832733281
5.864,-5.833728118
5.865,-5.834722956
5.866,-5.835717794
5.867,-5.836712631
5.868,-5.837707469
5.869,-5.838702307
5.87,-5.839697144
5.871,-5.840691982
5.872,-5.84168682
5.873,-5.842681657
5.874,-5.843676495
5.875,-5.844671333
5.876,-5.84566617
5.877,-5.846661008
5.878,-5.847655846
5.879,-5.848650683
5.88,-5.849645521
5.881,-5.850640359
5.882,-5.851635196
5.883,-5.852630034
5.884,-5.853624872
5.885,-5.854619709
5.886,-5.855614547
5.887,-5.856609385
5.888,-5.857604222
5.889,-5.85859906
5.89,-5.859593898
5.891,-5.860588735
5.892,-5.861583573
5.893,-5.862578411
5.894,-5.863573248
5.895,-5.864568086
5.896,-5.865562924
5.897,-5.866557761
5.898,-5.867552599
5.899,-5.868547437
5.9,-5.869542274
5.901,-5.870537112
5.902,-5.87153195
5.903,-5.872526787
5.904,-5.873521625
5.905,-5.874516463
5.906,-5.8755113
5.907,-5.876506138
5.908,-5.877500976
5.909,-5.878495814
5.91,-5.879490651
5.911,-5.880485489
5.912,-5.881480327
5.913,-5.882475164
5.914,-5.883470002
5.915,-5.88446484
5.916,-5.885459677
5.917,-5.886454515
5.918,-5.887449353
5.919,-5.88844419
5.92,-5.889439028
5.921,-5.890433866
5.922,-5.891428703
5.923,-5.892423541
5.924,-5.893418379
5.925,-5.894413216
5.926,-5.895408054
5.927,-5.896402892
5.928,-5.897397729
5.929,-5.898392567
5.93,-5.899387405
5.931,-5.900382242
5.932,-5.90137708
5.933,-5.902371918
5.934,-5.903366755
5.935,-5.904361593
5.936,-5.905356431
5.937,-5.906351268
5.938,-5.907346106
5.939,-5.908340944
5.94,-5.909335781
5.941,-5.910330619
5.942,-5.911325457
5.943,-5.912320294
5.944,-5.913315132
5.945,-5.91430997
5.946,-5.915304807
5.947,-5.916299645
5.948,-5.917294483
5.949,-5.91828932
5.95,-5.919284158
5.951,-5.920278996
5.952,-5.921273833
5.953,-5.922268671
5.954,-5.923263509
5.955,-5.924258347
5.956,-5.925253184
5.957,-5.926248022
5.958,-5.92724286
5.959,-5.928237697
5.96,-5.929232535
5.961,-5.930227373
5.962,-5.93122221
5.963,-5.932217048
5.964,-5.933211886
5.965,-5.934206723
5.966,-5.935201561
5.967,-5.936196399
5.968,-5.937191236
5.969,-5.938186074
5.97,-5.939180912
5.971,-5.940175749
5.972,-5.941170587
5.973,-5.942165425
5.974,-5.943160262
5.975,-5.9441551
5.976,-5.945149938
5.977,-5.946144775
5.978,-5.947139613
5.979,-5.948134451
5.98,-5.949129288
5.981,-5.950124126
5.982,-5.951118964
5.983,-5.952113801
5.984,-5.953108639
5.985,-5.954103477
5.986,-5.955098314
5.987,-5.956093152
5.988,-5.95708799
5.989,-5.958082827
5.99,-5.959077665
5.991,-5.960072503
5.992,-5.96106734
5.993,-5.962062178
5.994,-5.963057016
5.995,-5.964051853
5.996,-5.965046691
5.997,-5.966041529
5.998,-5.967036366
5.999,-5.968031204
6,-5.969026042
6.001,-5.970020879
6.002,-5.971015717
6.003,-5.972010555
6.004,-5.973005393
6.005,-5.97400023
6.006,-5.974995068
6.007,-5.975989906
6.008,-5.976984743
6.009,-5.977979581
6.01,-5.978974419
6.011,-5.979969256
6.012,-5.980964094
6.013,-5.981958932
6.014,-5.982953769
6.015,-5.983948607
6.016,-5.984943445
6.017,-5.985938282
6.018,-5.98693312
6.019,-5.987927958
6.02,-5.988922795
6.021,-5.989917633
6.022,-5.990912471
6.023,-5.991907308
6.024,-5.992902146
6.025,-5.993896984
6.026,-5.994891821
6.027,-5.995886659
6.028,-5.996881497
6.029,-5.997876334
6.03,-5.998871172
6.031,-5.99986601
6.032,-6.000860847
6.033,-6.001855685
6.034,-6.002850523
6.035,-6.00384536
6.036,-6.004840198
6.037,-6.005835036
6.038,-6.006829873
6.039,-6.007824711
6.04,-6.008819549
6.041,-6.009814386
6.042,-6.010809224
6.043,-6.011804062
6.044,-6.012798899
6.045,-6.013793737
6.046,-6.014788575
6.047,-6.015783412
6.048,-6.01677825
6.049,-6.017773088
6.05,-6.018767926
6.051,-6.019762763
6.052,-6.020757601
6.053,-6.021752439
6.054,-6.022747276
6.055,-6.023742114
6.056,-6.024736952
6.057,-6.025731789
6.058,-6.026726627
6.059,-6.027721465
6.06,-6.028716302
6.061,-6.02971114
6.062,-6.030705978
6.063,-6.031700815
6.064,-6.032695653
6.065,-6.033690491
6.066,-6.034685328
6.067,-6.035680166
6.068,-6.036675004
6.069,-6.037669841
6.07,-6.038664679
6.071,-6.039659517
6.072,-6.040654354
6.073,-6.041649192
6.074,-6.04264403
6.075,-6.043638867
6.076,-6.044633705
6.077,-6.045628543
6.078,-6.04662338
6.079,-6.047618218
6.08,-6.048613056
6.081,-6.049607893
6.082,-6.050602731
6.083,-6.051597569
6.084,-6.052592406
6.085,-6.053587244
6.086,-6.054582082
6.087,-6.055576919
6.088,-6.056571757
6.089,-6.057566595
6.09,-6.058561432
6.091,-6.05955627
6.092,-6.060551108
6.093,-6.061545945
6.094,-6.062540783
6.095,-6.063535621
6.096,-6.064530458
6.097,-6.065525296
6.098,-6.066520134
6.099,-6.067514972
6.1,-6.068509809
6.101,-6.069504647
6.102,-6.070499485
6.103,-6.071494322
6.104,-6.07248916
6.105,-6.073483998
6.106,-6.074478835
6.107,-6.075473673
6.108,-6.076468511
6.109,-6.077463348
6.11,-6.078458186
6.111,-6.079453024
6.112,-6.080447861
6.113,-6.081442699
6.114,-6.082437537
6.115,-6.083432374
6.116,-6.084427212
6.117,-6.08542205
6.118,-6.086416887
6.119,-6.087411725
6.12,-6.088406563
6.121,-6.0894014
6.122,-6.090396238
6.123,-6.091391076
6.124,-6.092385913
6.125,-6.093380751
6.126,-6.094375589
6.127,-6.095370426
6.128,-6.096365264
6.129,-6.097360102
6.13,-6.098354939
6.131,-6.099349777
6.132,-6.100344615
6.133,-6.101339452
6.134,-6.10233429
6.135,-6.103329128
6.136,-6.104323965
6.137,-6.105318803
6.138,-6.106313641
6.139,-6.107308478
