"time","part1_rot_motion_input"
0.302,-0.300440977
0.303,-0.301435815
0.304,-0.302430653
0.305,-0.30342549
0.306,-0.304420328
0.307,-0.305415166
0.308,-0.306410003
0.309,-0.307404841
0.31,-0.308399679
0.311,-0.309394517
0.312,-0.310389354
0.313,-0.311384192
0.314,-0.31237903
0.315,-0.313373867
0.316,-0.314368705
0.317,-0.315363543
0.318,-0.31635838
0.319,-0.317353218
0.32,-0.318348056
0.321,-0.319342893
0.322,-0.320337731
0.323,-0.321332569
0.324,-0.322327406
0.325,-0.323322244
0.326,-0.324317082
0.327,-0.325311919
0.328,-0.326306757
0.329,-0.327301595
0.33,-0.328296432
0.331,-0.32929127
0.332,-0.330286108
0.333,-0.331280945
0.334,-0.332275783
0.335,-0.333270621
0.336,-0.334265458
0.337,-0.335260296
0.338,-0.336255134
0.339,-0.337249971
0.34,-0.338244809
0.341,-0.339239647
0.342,-0.340234484
0.343,-0.341229322
0.344,-0.34222416
0.345,-0.343218997
0.346,-0.344213835
0.347,-0.345208673
0.348,-0.34620351
0.349,-0.347198348
0.35,-0.348193186
0.351,-0.349188023
0.352,-0.350182861
0.353,-0.351177699
0.354,-0.352172536
0.355,-0.353167374
0.356,-0.354162212
0.357,-0.355157049
0.358,-0.356151887
0.359,-0.357146725
0.36,-0.358141563
0.361,-0.3591364
0.362,-0.360131238
0.363,-0.361126076
0.364,-0.362120913
0.365,-0.363115751
0.366,-0.364110589
0.367,-0.365105426
0.368,-0.366100264
0.369,-0.367095102
0.37,-0.368089939
0.371,-0.369084777
0.372,-0.370079615
0.373,-0.371074452
0.374,-0.37206929
0.375,-0.373064128
0.376,-0.374058965
0.377,-0.375053803
0.378,-0.376048641
0.379,-0.377043478
0.38,-0.378038316
0.381,-0.379033154
0.382,-0.380027991
0.383,-0.381022829
0.384,-0.382017667
0.385,-0.383012504
0.386,-0.384007342
0.387,-0.38500218
0.388,-0.385997017
0.389,-0.386991855
0.39,-0.387986693
0.391,-0.38898153
0.392,-0.389976368
0.393,-0.390971206
0.394,-0.391966043
0.395,-0.392960881
0.396,-0.393955719
0.397,-0.394950556
0.398,-0.395945394
0.399,-0.396940232
0.4,-0.397935069
0.401,-0.398929907
0.402,-0.399924745
0.403,-0.400919582
0.404,-0.40191442
0.405,-0.402909258
0.406,-0.403904095
0.407,-0.404898933
0.408,-0.405893771
0.409,-0.406888609
0.41,-0.407883446
0.411,-0.408878284
0.412,-0.409873122
0.413,-0.410867959
0.414,-0.411862797
0.415,-0.412857635
0.416,-0.413852472
0.417,-0.41484731
0.418,-0.415842148
0.419,-0.416836985
0.42,-0.417831823
0.421,-0.418826661
0.422,-0.419821498
0.423,-0.420816336
0.424,-0.421811174
0.425,-0.422806011
0.426,-0.423800849
0.427,-0.424795687
0.428,-0.425790524
0.429,-0.426785362
0.43,-0.4277802
0.431,-0.428775037
0.432,-0.429769875
0.433,-0.430764713
0.434,-0.43175955
0.435,-0.432754388
0.436,-0.433749226
0.437,-0.434744063
0.438,-0.435738901
0.439,-0.436733739
0.44,-0.437728576
0.441,-0.438723414
0.442,-0.439718252
0.443,-0.440713089
0.444,-0.441707927
0.445,-0.442702765
0.446,-0.443697602
0.447,-0.44469244
0.448,-0.445687278
0.449,-0.446682115
0.45,-0.447676953
0.451,-0.448671791
0.452,-0.449666628
0.453,-0.450661466
0.454,-0.451656304
0.455,-0.452651142
0.456,-0.453645979
0.457,-0.454640817
0.458,-0.455635655
0.459,-0.456630492
0.46,-0.45762533
0.461,-0.458620168
0.462,-0.459615005
0.463,-0.460609843
0.464,-0.461604681
0.465,-0.462599518
0.466,-0.463594356
0.467,-0.464589194
0.468,-0.465584031
0.469,-0.466578869
0.47,-0.467573707
0.471,-0.468568544
0.472,-0.469563382
0.473,-0.47055822
0.474,-0.471553057
0.475,-0.472547895
0.476,-0.473542733
0.477,-0.47453757
0.478,-0.475532408
0.479,-0.476527246
0.48,-0.477522083
0.481,-0.478516921
0.482,-0.479511759
0.483,-0.480506596
0.484,-0.481501434
0.485,-0.482496272
0.486,-0.483491109
0.487,-0.484485947
0.488,-0.485480785
0.489,-0.486475622
0.49,-0.48747046
0.491,-0.488465298
0.492,-0.489460135
0.493,-0.490454973
0.494,-0.491449811
0.495,-0.492444648
0.496,-0.493439486
0.497,-0.494434324
0.498,-0.495429161
0.499,-0.496423999
0.5,-0.497418837
0.501,-0.498413674
0.502,-0.499408512
0.503,-0.50040335
0.504,-0.501398188
0.505,-0.502393025
0.506,-0.503387863
0.507,-0.504382701
0.508,-0.505377538
0.509,-0.506372376
0.51,-0.507367214
0.511,-0.508362051
0.512,-0.509356889
0.513,-0.510351727
0.514,-0.511346564
0.515,-0.512341402
0.516,-0.51333624
0.517,-0.514331077
0.518,-0.515325915
0.519,-0.516320753
0.52,-0.51731559
0.521,-0.518310428
0.522,-0.519305266
0.523,-0.520300103
0.524,-0.521294941
0.525,-0.522289779
0.526,-0.523284616
0.527,-0.524279454
0.528,-0.525274292
0.529,-0.526269129
0.53,-0.527263967
0.531,-0.528258805
0.532,-0.529253642
0.533,-0.53024848
0.534,-0.531243318
0.535,-0.532238155
0.536,-0.533232993
0.537,-0.534227831
0.538,-0.535222668
0.539,-0.536217506
0.54,-0.537212344
0.541,-0.538207181
0.542,-0.539202019
0.543,-0.540196857
0.544,-0.541191694
0.545,-0.542186532
0.546,-0.54318137
0.547,-0.544176207
0.548,-0.545171045
0.549,-0.546165883
0.55,-0.547160721
0.551,-0.548155558
0.552,-0.549150396
0.553,-0.550145234
0.554,-0.551140071
0.555,-0.552134909
0.556,-0.553129747
0.557,-0.554124584
0.558,-0.555119422
0.559,-0.55611426
0.56,-0.557109097
0.561,-0.558103935
0.562,-0.559098773
0.563,-0.56009361
0.564,-0.561088448
0.565,-0.562083286
0.566,-0.563078123
0.567,-0.564072961
0.568,-0.565067799
0.569,-0.566062636
0.57,-0.567057474
0.571,-0.568052312
0.572,-0.569047149
0.573,-0.570041987
0.574,-0.571036825
0.575,-0.572031662
0.576,-0.5730265
0.577,-0.574021338
0.578,-0.575016175
0.579,-0.576011013
0.58,-0.577005851
0.581,-0.578000688
0.582,-0.578995526
0.583,-0.579990364
0.584,-0.580985201
0.585,-0.581980039
0.586,-0.582974877
0.587,-0.583969714
0.588,-0.584964552
0.589,-0.58595939
0.59,-0.586954227
0.591,-0.587949065
0.592,-0.588943903
0.593,-0.58993874
0.594,-0.590933578
0.595,-0.591928416
0.596,-0.592923253
0.597,-0.593918091
0.598,-0.594912929
0.599,-0.595907767
0.6,-0.596902604
0.601,-0.597897442
0.602,-0.59889228
0.603,-0.599887117
0.604,-0.600881955
0.605,-0.601876793
0.606,-0.60287163
0.607,-0.603866468
0.608,-0.604861306
0.609,-0.605856143
0.61,-0.606850981
0.611,-0.607845819
0.612,-0.608840656
0.613,-0.609835494
0.614,-0.610830332
0.615,-0.611825169
0.616,-0.612820007
0.617,-0.613814845
0.618,-0.614809682
0.619,-0.61580452
0.62,-0.616799358
0.621,-0.617794195
0.622,-0.618789033
0.623,-0.619783871
0.624,-0.620778708
0.625,-0.621773546
0.626,-0.622768384
0.627,-0.623763221
0.628,-0.624758059
0.629,-0.625752897
0.63,-0.626747734
0.631,-0.627742572
0.632,-0.62873741
0.633,-0.629732247
0.634,-0.630727085
0.635,-0.631721923
0.636,-0.63271676
0.637,-0.633711598
0.638,-0.634706436
0.639,-0.635701273
0.64,-0.636696111
0.641,-0.637690949
0.642,-0.638685786
0.643,-0.639680624
0.644,-0.640675462
0.645,-0.641670299
0.646,-0.642665137
0.647,-0.643659975
0.648,-0.644654813
0.649,-0.64564965
0.65,-0.646644488
0.651,-0.647639326
0.652,-0.648634163
0.653,-0.649629001
0.654,-0.650623839
0.655,-0.651618676
0.656,-0.652613514
0.657,-0.653608352
0.658,-0.654603189
0.659,-0.655598027
0.66,-0.656592865
0.661,-0.657587702
0.662,-0.65858254
0.663,-0.659577378
0.664,-0.660572215
0.665,-0.661567053
0.666,-0.662561891
0.667,-0.663556728
0.668,-0.664551566
0.669,-0.665546404
0.67,-0.666541241
0.671,-0.667536079
0.672,-0.668530917
0.673,-0.669525754
0.674,-0.670520592
0.675,-0.67151543
0.676,-0.672510267
0.677,-0.673505105
0.678,-0.674499943
0.679,-0.67549478
0.68,-0.676489618
0.681,-0.677484456
0.682,-0.678479293
0.683,-0.679474131
0.684,-0.680468969
0.685,-0.681463806
0.686,-0.682458644
0.687,-0.683453482
0.688,-0.684448319
0.689,-0.685443157
0.69,-0.686437995
0.691,-0.687432832
0.692,-0.68842767
0.693,-0.689422508
0.694,-0.690417346
0.695,-0.691412183
0.696,-0.692407021
0.697,-0.693401859
0.698,-0.694396696
0.699,-0.695391534
0.7,-0.696386372
0.701,-0.697381209
0.702,-0.698376047
0.703,-0.699370885
0.704,-0.700365722
0.705,-0.70136056
0.706,-0.702355398
0.707,-0.703350235
0.708,-0.704345073
0.709,-0.705339911
0.71,-0.706334748
0.711,-0.707329586
0.712,-0.708324424
0.713,-0.709319261
0.714,-0.710314099
0.715,-0.711308937
0.716,-0.712303774
0.717,-0.713298612
0.718,-0.71429345
0.719,-0.715288287
0.72,-0.716283125
0.721,-0.717277963
0.722,-0.7182728
0.723,-0.719267638
0.724,-0.720262476
0.725,-0.721257313
0.726,-0.722252151
0.727,-0.723246989
0.728,-0.724241826
0.729,-0.725236664
0.73,-0.726231502
0.731,-0.727226339
0.732,-0.728221177
0.733,-0.729216015
0.734,-0.730210852
0.735,-0.73120569
0.736,-0.732200528
0.737,-0.733195365
0.738,-0.734190203
0.739,-0.735185041
0.74,-0.736179878
0.741,-0.737174716
0.742,-0.738169554
0.743,-0.739164392
0.744,-0.740159229
0.745,-0.741154067
0.746,-0.742148905
0.747,-0.743143742
0.748,-0.74413858
0.749,-0.745133418
0.75,-0.746128255
0.751,-0.747123093
0.752,-0.748117931
0.753,-0.749112768
0.754,-0.750107606
0.755,-0.751102444
0.756,-0.752097281
0.757,-0.753092119
0.758,-0.754086957
0.759,-0.755081794
0.76,-0.756076632
0.761,-0.75707147
0.762,-0.758066307
0.763,-0.759061145
0.764,-0.760055983
0.765,-0.76105082
0.766,-0.762045658
0.767,-0.763040496
0.768,-0.764035333
0.769,-0.765030171
0.77,-0.766025009
0.771,-0.767019846
0.772,-0.768014684
0.773,-0.769009522
0.774,-0.770004359
0.775,-0.770999197
0.776,-0.771994035
0.777,-0.772988872
0.778,-0.77398371
0.779,-0.774978548
0.78,-0.775973385
0.781,-0.776968223
0.782,-0.777963061
0.783,-0.778957898
0.784,-0.779952736
0.785,-0.780947574
0.786,-0.781942411
0.787,-0.782937249
0.788,-0.783932087
0.789,-0.784926924
0.79,-0.785921762
0.791,-0.7869166
0.792,-0.787911438
0.793,-0.788906275
0.794,-0.789901113
0.795,-0.790895951
0.796,-0.791890788
0.797,-0.792885626
0.798,-0.793880464
0.799,-0.794875301
0.8,-0.795870139
0.801,-0.796864977
0.802,-0.797859814
0.803,-0.798854652
0.804,-0.79984949
0.805,-0.800844327
0.806,-0.801839165
0.807,-0.802834003
0.808,-0.80382884
0.809,-0.804823678
0.81,-0.805818516
0.811,-0.806813353
0.812,-0.807808191
0.813,-0.808803029
0.814,-0.809797866
0.815,-0.810792704
0.816,-0.811787542
0.817,-0.812782379
0.818,-0.813777217
0.819,-0.814772055
0.82,-0.815766892
0.821,-0.81676173
0.822,-0.817756568
0.823,-0.818751405
0.824,-0.819746243
0.825,-0.820741081
0.826,-0.821735918
0.827,-0.822730756
0.828,-0.823725594
0.829,-0.824720431
0.83,-0.825715269
0.831,-0.826710107
0.832,-0.827704944
0.833,-0.828699782
0.834,-0.82969462
0.835,-0.830689457
0.836,-0.831684295
0.837,-0.832679133
0.838,-0.833673971
0.839,-0.834668808
0.84,-0.835663646
0.841,-0.836658484
0.842,-0.837653321
0.843,-0.838648159
0.844,-0.839642997
0.845,-0.840637834
0.846,-0.841632672
0.847,-0.84262751
0.848,-0.843622347
0.849,-0.844617185
0.85,-0.845612023
0.851,-0.84660686
0.852,-0.847601698
0.853,-0.848596536
0.854,-0.849591373
0.855,-0.850586211
0.856,-0.851581049
0.857,-0.852575886
0.858,-0.853570724
0.859,-0.854565562
0.86,-0.855560399
0.861,-0.856555237
0.862,-0.857550075
0.863,-0.858544912
0.864,-0.85953975
0.865,-0.860534588
0.866,-0.861529425
0.867,-0.862524263
0.868,-0.863519101
0.869,-0.864513938
0.87,-0.865508776
0.871,-0.866503614
0.872,-0.867498451
0.873,-0.868493289
0.874,-0.869488127
0.875,-0.870482964
0.876,-0.871477802
0.877,-0.87247264
0.878,-0.873467477
0.879,-0.874462315
0.88,-0.875457153
0.881,-0.87645199
0.882,-0.877446828
0.883,-0.878441666
0.884,-0.879436503
0.885,-0.880431341
0.886,-0.881426179
0.887,-0.882421017
0.888,-0.883415854
0.889,-0.884410692
0.89,-0.88540553
0.891,-0.886400367
0.892,-0.887395205
0.893,-0.888390043
0.894,-0.88938488
0.895,-0.890379718
0.896,-0.891374556
0.897,-0.892369393
0.898,-0.893364231
0.899,-0.894359069
0.9,-0.895353906
0.901,-0.896348744
0.902,-0.897343582
0.903,-0.898338419
0.904,-0.899333257
0.905,-0.900328095
0.906,-0.901322932
0.907,-0.90231777
0.908,-0.903312608
0.909,-0.904307445
0.91,-0.905302283
0.911,-0.906297121
0.912,-0.907291958
0.913,-0.908286796
0.914,-0.909281634
0.915,-0.910276471
0.916,-0.911271309
0.917,-0.912266147
0.918,-0.913260984
0.919,-0.914255822
0.92,-0.91525066
0.921,-0.916245497
0.922,-0.917240335
0.923,-0.918235173
0.924,-0.91923001
0.925,-0.920224848
0.926,-0.921219686
0.927,-0.922214523
0.928,-0.923209361
0.929,-0.924204199
0.93,-0.925199036
0.931,-0.926193874
0.932,-0.927188712
0.933,-0.92818355
0.934,-0.929178387
0.935,-0.930173225
0.936,-0.931168063
0.937,-0.9321629
0.938,-0.933157738
0.939,-0.934152576
0.94,-0.935147413
0.941,-0.936142251
0.942,-0.937137089
0.943,-0.938131926
0.944,-0.939126764
0.945,-0.940121602
0.946,-0.941116439
0.947,-0.942111277
0.948,-0.943106115
0.949,-0.944100952
0.95,-0.94509579
0.951,-0.946090628
0.952,-0.947085465
0.953,-0.948080303
0.954,-0.949075141
0.955,-0.950069978
0.956,-0.951064816
0.957,-0.952059654
0.958,-0.953054491
0.959,-0.954049329
0.96,-0.955044167
0.961,-0.956039004
0.962,-0.957033842
0.963,-0.95802868
0.964,-0.959023517
0.965,-0.960018355
0.966,-0.961013193
0.967,-0.96200803
0.968,-0.963002868
0.969,-0.963997706
0.97,-0.964992543
0.971,-0.965987381
0.972,-0.966982219
0.973,-0.967977056
0.974,-0.968971894
0.975,-0.969966732
0.976,-0.970961569
0.977,-0.971956407
0.978,-0.972951245
0.979,-0.973946082
0.98,-0.97494092
0.981,-0.975935758
0.982,-0.976930596
0.983,-0.977925433
0.984,-0.978920271
0.985,-0.979915109
0.986,-0.980909946
0.987,-0.981904784
0.988,-0.982899622
0.989,-0.983894459
0.99,-0.984889297
0.991,-0.985884135
0.992,-0.986878972
0.993,-0.98787381
0.994,-0.988868648
0.995,-0.989863485
0.996,-0.990858323
0.997,-0.991853161
0.998,-0.992847998
0.999,-0.993842836
1,-0.994837674
1.001,-0.995832511
1.002,-0.996827349
1.003,-0.997822187
1.004,-0.998817024
1.005,-0.999811862
1.006,-1.0008067
1.007,-1.001801537
1.008,-1.002796375
1.009,-1.003791213
1.01,-1.00478605
1.011,-1.005780888
1.012,-1.006775726
1.013,-1.007770563
1.014,-1.008765401
1.015,-1.009760239
1.016,-1.010755076
1.017,-1.011749914
1.018,-1.012744752
1.019,-1.013739589
1.02,-1.014734427
1.021,-1.015729265
1.022,-1.016724102
1.023,-1.01771894
1.024,-1.018713778
1.025,-1.019708615
1.026,-1.020703453
1.027,-1.021698291
1.028,-1.022693128
1.029,-1.023687966
1.03,-1.024682804
1.031,-1.025677642
1.032,-1.026672479
1.033,-1.027667317
1.034,-1.028662155
1.035,-1.029656992
1.036,-1.03065183
1.037,-1.031646668
1.038,-1.032641505
1.039,-1.033636343
1.04,-1.034631181
1.041,-1.035626018
1.042,-1.036620856
1.043,-1.037615694
1.044,-1.038610531
1.045,-1.039605369
1.046,-1.040600207
1.047,-1.041595044
1.048,-1.042589882
1.049,-1.04358472
1.05,-1.044579557
1.051,-1.045574395
1.052,-1.046569233
1.053,-1.04756407
1.054,-1.048558908
1.055,-1.049553746
1.056,-1.050548583
1.057,-1.051543421
1.058,-1.052538259
1.059,-1.053533096
1.06,-1.054527934
1.061,-1.055522772
1.062,-1.056517609
1.063,-1.057512447
1.064,-1.058507285
1.065,-1.059502122
1.066,-1.06049696
1.067,-1.061491798
1.068,-1.062486635
1.069,-1.063481473
1.07,-1.064476311
1.071,-1.065471148
1.072,-1.066465986
1.073,-1.067460824
1.074,-1.068455661
1.075,-1.069450499
1.076,-1.070445337
1.077,-1.071440175
1.078,-1.072435012
1.079,-1.07342985
1.08,-1.074424688
1.081,-1.075419525
1.082,-1.076414363
1.083,-1.077409201
1.084,-1.078404038
1.085,-1.079398876
1.086,-1.080393714
1.087,-1.081388551
1.088,-1.082383389
1.089,-1.083378227
1.09,-1.084373064
1.091,-1.085367902
1.092,-1.08636274
1.093,-1.087357577
1.094,-1.088352415
1.095,-1.089347253
1.096,-1.09034209
1.097,-1.091336928
1.098,-1.092331766
1.099,-1.093326603
1.1,-1.094321441
1.101,-1.095316279
1.102,-1.096311116
1.103,-1.097305954
1.104,-1.098300792
1.105,-1.099295629
1.106,-1.100290467
1.107,-1.101285305
1.108,-1.102280142
1.109,-1.10327498
1.11,-1.104269818
1.111,-1.105264655
1.112,-1.106259493
1.113,-1.107254331
1.114,-1.108249168
1.115,-1.109244006
1.116,-1.110238844
1.117,-1.111233681
1.118,-1.112228519
1.119,-1.113223357
1.12,-1.114218194
1.121,-1.115213032
1.122,-1.11620787
1.123,-1.117202707
1.124,-1.118197545
1.125,-1.119192383
1.126,-1.120187221
1.127,-1.121182058
1.128,-1.122176896
1.129,-1.123171734
1.13,-1.124166571
1.131,-1.125161409
1.132,-1.126156247
1.133,-1.127151084
1.134,-1.128145922
1.135,-1.12914076
1.136,-1.130135597
1.137,-1.131130435
1.138,-1.132125273
1.139,-1.13312011
1.14,-1.134114948
1.141,-1.135109786
1.142,-1.136104623
1.143,-1.137099461
1.144,-1.138094299
1.145,-1.139089136
1.146,-1.140083974
1.147,-1.141078812
1.148,-1.142073649
1.149,-1.143068487
1.15,-1.144063325
1.151,-1.145058162
1.152,-1.146053
1.153,-1.147047838
1.154,-1.148042675
1.155,-1.149037513
1.156,-1.150032351
1.157,-1.151027188
1.158,-1.152022026
1.159,-1.153016864
1.16,-1.154011701
1.161,-1.155006539
1.162,-1.156001377
1.163,-1.156996214
1.164,-1.157991052
1.165,-1.15898589
1.166,-1.159980727
1.167,-1.160975565
1.168,-1.161970403
1.169,-1.16296524
1.17,-1.163960078
1.171,-1.164954916
1.172,-1.165949754
1.173,-1.166944591
1.174,-1.167939429
1.175,-1.168934267
1.176,-1.169929104
1.177,-1.170923942
1.178,-1.17191878
1.179,-1.172913617
1.18,-1.173908455
1.181,-1.174903293
1.182,-1.17589813
1.183,-1.176892968
1.184,-1.177887806
1.185,-1.178882643
1.186,-1.179877481
1.187,-1.180872319
1.188,-1.181867156
1.189,-1.182861994
1.19,-1.183856832
1.191,-1.184851669
1.192,-1.185846507
1.193,-1.186841345
1.194,-1.187836182
1.195,-1.18883102
1.196,-1.189825858
1.197,-1.190820695
1.198,-1.191815533
1.199,-1.192810371
1.2,-1.193805208
1.201,-1.194800046
1.202,-1.195794884
1.203,-1.196789721
1.204,-1.197784559
1.205,-1.198779397
1.206,-1.199774234
1.207,-1.200769072
1.208,-1.20176391
1.209,-1.202758747
1.21,-1.203753585
1.211,-1.204748423
1.212,-1.20574326
1.213,-1.206738098
1.214,-1.207732936
1.215,-1.208727773
1.216,-1.209722611
1.217,-1.210717449
1.218,-1.211712286
1.219,-1.212707124
1.22,-1.213701962
1.221,-1.2146968
1.222,-1.215691637
1.223,-1.216686475
1.224,-1.217681313
1.225,-1.21867615
1.226,-1.219670988
1.227,-1.220665826
1.228,-1.221660663
1.229,-1.222655501
1.23,-1.223650339
1.231,-1.224645176
1.232,-1.225640014
1.233,-1.226634852
1.234,-1.227629689
1.235,-1.228624527
1.236,-1.229619365
1.237,-1.230614202
1.238,-1.23160904
1.239,-1.232603878
1.24,-1.233598715
1.241,-1.234593553
1.242,-1.235588391
1.243,-1.236583228
1.244,-1.237578066
1.245,-1.238572904
1.246,-1.239567741
1.247,-1.240562579
1.248,-1.241557417
1.249,-1.242552254
1.25,-1.243547092
1.251,-1.24454193
1.252,-1.245536767
1.253,-1.246531605
1.254,-1.247526443
1.255,-1.24852128
1.256,-1.249516118
1.257,-1.250510956
1.258,-1.251505793
1.259,-1.252500631
1.26,-1.253495469
1.261,-1.254490306
1.262,-1.255485144
1.263,-1.256479982
1.264,-1.257474819
1.265,-1.258469657
1.266,-1.259464495
1.267,-1.260459332
1.268,-1.26145417
1.269,-1.262449008
