"time","FMU_Interface_OUT0_BatteryCharge","FMU_Interface_OUT1_Current","FMU_Interface_OUT2_NetVoltage","FMU_Interface_OUT3_Power"
1.55,91.151,-115.26,19.58,-2.2569
1.56,91.15,-115.26,19.58,-2.2568
1.57,91.15,-115.26,19.58,-2.2568
1.58,91.15,-115.26,19.58,-2.2568
1.59,91.149,-115.26,19.58,-2.2568
1.6,91.149,-115.26,19.58,-2.2568
1.61,91.149,-115.26,19.58,-2.2568
1.62,91.148,-115.26,19.58,-2.2568
1.63,91.148,-115.26,19.58,-2.2568
1.64,91.148,-115.26,19.58,-2.2568
1.65,91.147,-115.26,19.58,-2.2568
1.66,91.147,-115.26,19.58,-2.2568
1.67,91.147,-115.26,19.58,-2.2568
1.68,91.147,-115.26,19.58,-2.2567
1.69,91.146,-115.26,19.58,-2.2567
1.7,91.146,-115.26,19.58,-2.2567
1.71,91.146,-115.26,19.58,-2.2567
1.72,91.145,-115.25,19.58,-2.2567
1.73,91.145,-115.25,19.58,-2.2567
1.74,91.145,-115.25,19.58,-2.2567
1.75,91.144,-115.25,19.58,-2.2567
1.76,91.144,-115.25,19.58,-2.2567
1.77,91.144,-115.25,19.58,-2.2567
1.78,91.143,-115.25,19.58,-2.2567
1.79,91.143,-115.25,19.58,-2.2567
1.8,91.143,-115.25,19.58,-2.2567
1.81,91.142,-115.25,19.58,-2.2566
1.82,91.142,-115.25,19.58,-2.2566
1.83,91.142,-115.25,19.58,-2.2566
1.84,91.141,-115.25,19.58,-2.2566
1.85,91.141,-115.25,19.58,-2.2566
1.86,91.141,-115.25,19.58,-2.2566
1.87,91.14,-115.25,19.58,-2.2566
1.88,91.14,-115.25,19.58,-2.2566
1.89,91.14,-115.25,19.581,-2.2566
1.9,91.139,-115.25,19.581,-2.2566
1.91,91.139,-115.24,19.581,-2.2566
1.92,91.139,-115.24,19.581,-2.2566
1.93,91.139,-115.24,19.581,-2.2565
1.94,91.138,-115.24,19.581,-2.2565
1.95,91.138,-115.24,19.581,-2.2565
1.96,91.138,-115.24,19.581,-2.2565
1.97,91.137,-115.24,19.581,-2.2565
1.98,91.137,-115.24,19.581,-2.2565
1.99,91.137,-115.24,19.581,-2.2565
2,91.136,-115.24,19.581,-2.2565
2.01,91.136,-115.24,19.581,-2.2565
2.02,91.136,-115.24,19.581,-2.2565
2.03,91.135,-115.24,19.581,-2.2565
2.04,91.135,-115.24,19.581,-2.2565
2.05,91.135,-115.24,19.581,-2.2565
2.06,91.134,-115.24,19.581,-2.2564
2.07,91.134,-115.24,19.581,-2.2564
2.08,91.134,-115.24,19.581,-2.2564
2.09,91.133,-115.24,19.581,-2.2564
2.1,91.133,-115.23,19.581,-2.2564
2.11,91.133,-115.23,19.581,-2.2564
2.12,91.132,-115.23,19.581,-2.2564
2.13,91.132,-115.23,19.581,-2.2564
2.14,91.132,-115.23,19.581,-2.2564
2.15,91.131,-115.23,19.581,-2.2564
2.16,91.131,-115.23,19.581,-2.2564
2.17,91.131,-115.23,19.581,-2.2564
2.18,91.131,-115.23,19.581,-2.2563
2.19,91.13,-115.23,19.581,-2.2563
2.2,91.13,-115.23,19.581,-2.2563
2.21,91.13,-115.23,19.581,-2.2563
2.22,91.129,-115.23,19.581,-2.2563
2.23,91.129,-115.23,19.581,-2.2563
2.24,91.129,-115.23,19.581,-2.2563
2.25,91.128,-115.23,19.581,-2.2563
2.26,91.128,-115.23,19.581,-2.2563
2.27,91.128,-115.23,19.581,-2.2563
2.28,91.127,-115.23,19.581,-2.2563
2.29,91.127,-115.22,19.581,-2.2563
2.3,91.127,-115.22,19.581,-2.2563
2.31,91.126,-115.22,19.581,-2.2562
2.32,91.126,-115.22,19.581,-2.2562
2.33,91.126,-115.22,19.581,-2.2562
2.34,91.125,-115.22,19.581,-2.2562
2.35,91.125,-115.22,19.581,-2.2562
2.36,91.125,-115.22,19.581,-2.2562
2.37,91.124,-115.22,19.581,-2.2562
2.38,91.124,-115.22,19.581,-2.2562
2.39,91.124,-115.22,19.581,-2.2562
2.4,91.123,-115.22,19.582,-2.2562
2.41,91.123,-115.22,19.582,-2.2562
2.42,91.123,-115.22,19.582,-2.2562
2.43,91.123,-115.22,19.582,-2.2561
2.44,91.122,-115.22,19.582,-2.2561
2.45,91.122,-115.22,19.582,-2.2561
2.46,91.122,-115.22,19.582,-2.2561
2.47,91.121,-115.22,19.582,-2.2561
2.48,91.121,-115.21,19.582,-2.2561
2.49,91.121,-115.21,19.582,-2.2561
2.5,91.12,-115.21,19.582,-2.2561
2.51,91.12,-115.21,19.582,-2.2561
2.52,91.12,-115.21,19.582,-2.2561
2.53,91.119,-115.21,19.582,-2.2561
2.54,91.119,-115.21,19.582,-2.2561
2.55,91.119,-115.21,19.582,-2.2561
2.56,91.118,-115.21,19.582,-2.256
2.57,91.118,-115.21,19.582,-2.256
2.58,91.118,-115.21,19.582,-2.256
2.59,91.117,-115.21,19.582,-2.256
2.6,91.117,-115.21,19.582,-2.256
2.61,91.117,-115.21,19.582,-2.256
2.62,91.116,-115.21,19.582,-2.256
2.63,91.116,-115.21,19.582,-2.256
2.64,91.116,-115.21,19.582,-2.256
2.65,91.115,-115.21,19.582,-2.256
2.66,91.115,-115.21,19.582,-2.256
2.67,91.115,-115.2,19.582,-2.256
2.68,91.115,-115.2,19.582,-2.2559
2.69,91.114,-115.2,19.582,-2.2559
2.7,91.114,-115.2,19.582,-2.2559
2.71,91.114,-115.2,19.582,-2.2559
2.72,91.113,-115.2,19.582,-2.2559
2.73,91.113,-115.2,19.582,-2.2559
2.74,91.113,-115.2,19.582,-2.2559
2.75,91.112,-115.2,19.582,-2.2559
2.76,91.112,-115.2,19.582,-2.2559
2.77,91.112,-115.2,19.582,-2.2559
2.78,91.111,-115.2,19.582,-2.2559
2.79,91.111,-115.2,19.582,-2.2559
2.8,91.111,-115.2,19.582,-2.2559
2.81,91.11,-115.2,19.582,-2.2558
2.82,91.11,-115.2,19.582,-2.2558
2.83,91.11,-115.2,19.582,-2.2558
2.84,91.109,-115.2,19.582,-2.2558
2.85,91.109,-115.2,19.582,-2.2558
2.86,91.109,-115.19,19.582,-2.2558
2.87,91.108,-115.19,19.582,-2.2558
2.88,91.108,-115.19,19.582,-2.2558
2.89,91.108,-115.19,19.582,-2.2558
2.9,91.107,-115.19,19.583,-2.2558
2.91,91.107,-115.19,19.583,-2.2558
2.92,91.107,-115.19,19.583,-2.2558
2.93,91.107,-115.19,19.583,-2.2557
2.94,91.106,-115.19,19.583,-2.2557
2.95,91.106,-115.19,19.583,-2.2557
2.96,91.106,-115.19,19.583,-2.2557
2.97,91.105,-115.19,19.583,-2.2557
2.98,91.105,-115.19,19.583,-2.2557
2.99,91.105,-115.19,19.583,-2.2557
3,91.104,-115.19,19.583,-2.2557
3.01,91.104,-115.19,19.583,-2.2557
3.02,91.104,-115.19,19.583,-2.2557
3.03,91.103,-115.19,19.583,-2.2557
3.04,91.103,-115.19,19.583,-2.2557
3.05,91.103,-115.18,19.583,-2.2557
3.06,91.102,-115.18,19.583,-2.2556
3.07,91.102,-115.18,19.583,-2.2556
3.08,91.102,-115.18,19.583,-2.2556
3.09,91.101,-115.18,19.583,-2.2556
3.1,91.101,-115.18,19.583,-2.2556
3.11,91.101,-115.18,19.583,-2.2556
3.12,91.1,-115.18,19.583,-2.2556
3.13,91.1,-115.18,19.583,-2.2556
3.14,91.1,-115.18,19.583,-2.2556
3.15,91.099,-115.18,19.583,-2.2556
3.16,91.099,-115.18,19.583,-2.2556
3.17,91.099,-115.18,19.583,-2.2556
3.18,91.099,-115.18,19.583,-2.2555
3.19,91.098,-115.18,19.583,-2.2555
3.2,91.098,-115.18,19.583,-2.2555
3.21,91.098,-115.18,19.583,-2.2555
3.22,91.097,-115.18,19.583,-2.2555
3.23,91.097,-115.18,19.583,-2.2555
3.24,91.097,-115.17,19.583,-2.2555
3.25,91.096,-115.17,19.583,-2.2555
3.26,91.096,-115.17,19.583,-2.2555
3.27,91.096,-115.17,19.583,-2.2555
3.28,91.095,-115.17,19.583,-2.2555
3.29,91.095,-115.17,19.583,-2.2555
3.3,91.095,-115.17,19.583,-2.2555
3.31,91.094,-115.17,19.583,-2.2554
3.32,91.094,-115.17,19.583,-2.2554
3.33,91.094,-115.17,19.583,-2.2554
3.34,91.093,-115.17,19.583,-2.2554
3.35,91.093,-115.17,19.583,-2.2554
3.36,91.093,-115.17,19.583,-2.2554
3.37,91.092,-115.17,19.583,-2.2554
3.38,91.092,-115.17,19.583,-2.2554
3.39,91.092,-115.17,19.583,-2.2554
3.4,91.091,-115.17,19.584,-2.2554
3.41,91.091,-115.17,19.584,-2.2554
3.42,91.091,-115.17,19.584,-2.2554
3.43,91.091,-115.16,19.584,-2.2553
3.44,91.09,-115.16,19.584,-2.2553
3.45,91.09,-115.16,19.584,-2.2553
3.46,91.09,-115.16,19.584,-2.2553
3.47,91.089,-115.16,19.584,-2.2553
3.48,91.089,-115.16,19.584,-2.2553
3.49,91.089,-115.16,19.584,-2.2553
3.5,91.088,-115.16,19.584,-2.2553
3.51,91.088,-115.16,19.584,-2.2553
3.52,91.088,-115.16,19.584,-2.2553
3.53,91.087,-115.16,19.584,-2.2553
3.54,91.087,-115.16,19.584,-2.2553
3.55,91.087,-115.16,19.584,-2.2553
3.56,91.086,-115.16,19.584,-2.2552
3.57,91.086,-115.16,19.584,-2.2552
3.58,91.086,-115.16,19.584,-2.2552
3.59,91.085,-115.16,19.584,-2.2552
3.6,91.085,-115.16,19.584,-2.2552
3.61,91.085,-115.16,19.584,-2.2552
3.62,91.084,-115.15,19.584,-2.2552
3.63,91.084,-115.15,19.584,-2.2552
3.64,91.084,-115.15,19.584,-2.2552
3.65,91.083,-115.15,19.584,-2.2552
3.66,91.083,-115.15,19.584,-2.2552
3.67,91.083,-115.15,19.584,-2.2552
3.68,91.083,-115.15,19.584,-2.2551
3.69,91.082,-115.15,19.584,-2.2551
3.7,91.082,-115.15,19.584,-2.2551
3.71,91.082,-115.15,19.584,-2.2551
3.72,91.081,-115.15,19.584,-2.2551
3.73,91.081,-115.15,19.584,-2.2551
3.74,91.081,-115.15,19.584,-2.2551
3.75,91.08,-115.15,19.584,-2.2551
3.76,91.08,-115.15,19.584,-2.2551
3.77,91.08,-115.15,19.584,-2.2551
3.78,91.079,-115.15,19.584,-2.2551
3.79,91.079,-115.15,19.584,-2.2551
3.8,91.079,-115.15,19.584,-2.2551
3.81,91.078,-115.14,19.584,-2.255
3.82,91.078,-115.14,19.584,-2.255
3.83,91.078,-115.14,19.584,-2.255
3.84,91.077,-115.14,19.584,-2.255
3.85,91.077,-115.14,19.584,-2.255
3.86,91.077,-115.14,19.584,-2.255
3.87,91.076,-115.14,19.584,-2.255
3.88,91.076,-115.14,19.584,-2.255
3.89,91.076,-115.14,19.584,-2.255
3.9,91.075,-115.14,19.584,-2.255
3.91,91.075,-115.14,19.585,-2.255
3.92,91.075,-115.14,19.585,-2.255
3.93,91.075,-115.14,19.585,-2.2549
3.94,91.074,-115.14,19.585,-2.2549
3.95,91.074,-115.14,19.585,-2.2549
3.96,91.074,-115.14,19.585,-2.2549
3.97,91.073,-115.14,19.585,-2.2549
3.98,91.073,-115.14,19.585,-2.2549
3.99,91.073,-115.14,19.585,-2.2549
4,91.072,-115.13,19.585,-2.2549
4.01,91.072,-115.13,19.585,-2.2549
4.02,91.072,-115.13,19.585,-2.2549
4.03,91.071,-115.13,19.585,-2.2549
4.04,91.071,-115.13,19.585,-2.2549
4.05,91.071,-115.13,19.585,-2.2549
4.06,91.07,-115.13,19.585,-2.2548
4.07,91.07,-115.13,19.585,-2.2548
4.08,91.07,-115.13,19.585,-2.2548
4.09,91.069,-115.13,19.585,-2.2548
4.1,91.069,-115.13,19.585,-2.2548
4.11,91.069,-115.13,19.585,-2.2548
4.12,91.068,-115.13,19.585,-2.2548
4.13,91.068,-115.13,19.585,-2.2548
4.14,91.068,-115.13,19.585,-2.2548
4.15,91.067,-115.13,19.585,-2.2548
4.16,91.067,-115.13,19.585,-2.2548
4.17,91.067,-115.13,19.585,-2.2548
4.18,91.067,-115.13,19.585,-2.2547
4.19,91.066,-115.12,19.585,-2.2547
4.2,91.066,-115.12,19.585,-2.2547
4.21,91.066,-115.12,19.585,-2.2547
4.22,91.065,-115.12,19.585,-2.2547
4.23,91.065,-115.12,19.585,-2.2547
4.24,91.065,-115.12,19.585,-2.2547
4.25,91.064,-115.12,19.585,-2.2547
4.26,91.064,-115.12,19.585,-2.2547
4.27,91.064,-115.12,19.585,-2.2547
4.28,91.063,-115.12,19.585,-2.2547
4.29,91.063,-115.12,19.585,-2.2547
4.3,91.063,-115.12,19.585,-2.2547
4.31,91.062,-115.12,19.585,-2.2546
4.32,91.062,-115.12,19.585,-2.2546
4.33,91.062,-115.12,19.585,-2.2546
4.34,91.061,-115.12,19.585,-2.2546
4.35,91.061,-115.12,19.585,-2.2546
4.36,91.061,-115.12,19.585,-2.2546
4.37,91.06,-115.12,19.585,-2.2546
4.38,91.06,-115.12,19.585,-2.2546
4.39,91.06,-115.11,19.585,-2.2546
4.4,91.059,-115.11,19.585,-2.2546
4.41,91.059,-115.11,19.586,-2.2546
4.42,91.059,-115.11,19.586,-2.2546
4.43,91.059,-115.11,19.586,-2.2545
4.44,91.058,-115.11,19.586,-2.2545
4.45,91.058,-115.11,19.586,-2.2545
4.46,91.058,-115.11,19.586,-2.2545
4.47,91.057,-115.11,19.586,-2.2545
4.48,91.057,-115.11,19.586,-2.2545
4.49,91.057,-115.11,19.586,-2.2545
4.5,91.056,-115.11,19.586,-2.2545
4.51,91.056,-115.11,19.586,-2.2545
4.52,91.056,-115.11,19.586,-2.2545
4.53,91.055,-115.11,19.586,-2.2545
4.54,91.055,-115.11,19.586,-2.2545
4.55,91.055,-115.11,19.586,-2.2545
4.56,91.054,-115.11,19.586,-2.2544
4.57,91.054,-115.11,19.586,-2.2544
4.58,91.054,-115.1,19.586,-2.2544
4.59,91.053,-115.1,19.586,-2.2544
4.6,91.053,-115.1,19.586,-2.2544
4.61,91.053,-115.1,19.586,-2.2544
4.62,91.052,-115.1,19.586,-2.2544
4.63,91.052,-115.1,19.586,-2.2544
4.64,91.052,-115.1,19.586,-2.2544
4.65,91.051,-115.1,19.586,-2.2544
4.66,91.051,-115.1,19.586,-2.2544
4.67,91.051,-115.1,19.586,-2.2544
4.68,91.051,-115.1,19.586,-2.2543
4.69,91.05,-115.1,19.586,-2.2543
4.7,91.05,-115.1,19.586,-2.2543
4.71,91.05,-115.1,19.586,-2.2543
4.72,91.049,-115.1,19.586,-2.2543
4.73,91.049,-115.1,19.586,-2.2543
4.74,91.049,-115.1,19.586,-2.2543
4.75,91.048,-115.1,19.586,-2.2543
4.76,91.048,-115.1,19.586,-2.2543
4.77,91.048,-115.09,19.586,-2.2543
4.78,91.047,-115.09,19.586,-2.2543
4.79,91.047,-115.09,19.586,-2.2543
4.8,91.047,-115.09,19.586,-2.2543
4.81,91.046,-115.09,19.586,-2.2542
4.82,91.046,-115.09,19.586,-2.2542
4.83,91.046,-115.09,19.586,-2.2542
4.84,91.045,-115.09,19.586,-2.2542
4.85,91.045,-115.09,19.586,-2.2542
4.86,91.045,-115.09,19.586,-2.2542
4.87,91.044,-115.09,19.586,-2.2542
4.88,91.044,-115.09,19.586,-2.2542
4.89,91.044,-115.09,19.586,-2.2542
4.9,91.043,-115.09,19.586,-2.2542
4.91,91.043,-115.09,19.587,-2.2542
4.92,91.043,-115.09,19.587,-2.2542
4.93,91.043,-115.09,19.587,-2.2541
4.94,91.042,-115.09,19.587,-2.2541
4.95,91.042,-115.09,19.587,-2.2541
4.96,91.042,-115.08,19.587,-2.2541
4.97,91.041,-115.08,19.587,-2.2541
4.98,91.041,-115.08,19.587,-2.2541
4.99,91.041,-115.08,19.587,-2.2541
5,91.04,-115.08,19.587,-2.2541
5.01,91.04,-115.08,19.587,-2.2541
5.02,91.04,-115.08,19.587,-2.2541
5.03,91.039,-115.08,19.587,-2.2541
5.04,91.039,-115.08,19.587,-2.2541
5.05,91.039,-115.08,19.587,-2.2541
5.06,91.038,-115.08,19.587,-2.254
5.07,91.038,-115.08,19.587,-2.254
5.08,91.038,-115.08,19.587,-2.254
5.09,91.037,-115.08,19.587,-2.254
5.1,91.037,-115.08,19.587,-2.254
5.11,91.037,-115.08,19.587,-2.254
5.12,91.036,-115.08,19.587,-2.254
5.13,91.036,-115.08,19.587,-2.254
5.14,91.036,-115.08,19.587,-2.254
5.15,91.036,-115.07,19.587,-2.254
5.16,91.035,-115.07,19.587,-2.254
5.17,91.035,-115.07,19.587,-2.254
5.18,91.035,-115.07,19.587,-2.2539
5.19,91.034,-115.07,19.587,-2.2539
5.2,91.034,-115.07,19.587,-2.2539
5.21,91.034,-115.07,19.587,-2.2539
5.22,91.033,-115.07,19.587,-2.2539
5.23,91.033,-115.07,19.587,-2.2539
5.24,91.033,-115.07,19.587,-2.2539
5.25,91.032,-115.07,19.587,-2.2539
5.26,91.032,-115.07,19.587,-2.2539
5.27,91.032,-115.07,19.587,-2.2539
5.28,91.031,-115.07,19.587,-2.2539
5.29,91.031,-115.07,19.587,-2.2539
5.3,91.031,-115.07,19.587,-2.2539
5.31,91.03,-115.07,19.587,-2.2538
5.32,91.03,-115.07,19.587,-2.2538
5.33,91.03,-115.07,19.587,-2.2538
5.34,91.029,-115.06,19.587,-2.2538
5.35,91.029,-115.06,19.587,-2.2538
5.36,91.029,-115.06,19.587,-2.2538
5.37,91.028,-115.06,19.587,-2.2538
5.38,91.028,-115.06,19.587,-2.2538
5.39,91.028,-115.06,19.587,-2.2538
5.4,91.028,-115.06,19.587,-2.2538
5.41,91.027,-115.06,19.587,-2.2538
5.42,91.027,-115.06,19.588,-2.2538
5.43,91.027,-115.06,19.588,-2.2537
5.44,91.026,-115.06,19.588,-2.2537
5.45,91.026,-115.06,19.588,-2.2537
5.46,91.026,-115.06,19.588,-2.2537
5.47,91.025,-115.06,19.588,-2.2537
5.48,91.025,-115.06,19.588,-2.2537
5.49,91.025,-115.06,19.588,-2.2537
5.5,91.024,-115.06,19.588,-2.2537
5.51,91.024,-115.06,19.588,-2.2537
5.52,91.024,-115.06,19.588,-2.2537
5.53,91.023,-115.05,19.588,-2.2537
5.54,91.023,-115.05,19.588,-2.2537
5.55,91.023,-115.05,19.588,-2.2537
5.56,91.022,-115.05,19.588,-2.2536
5.57,91.022,-115.05,19.588,-2.2536
5.58,91.022,-115.05,19.588,-2.2536
5.59,91.021,-115.05,19.588,-2.2536
5.6,91.021,-115.05,19.588,-2.2536
5.61,91.021,-115.05,19.588,-2.2536
5.62,91.02,-115.05,19.588,-2.2536
5.63,91.02,-115.05,19.588,-2.2536
5.64,91.02,-115.05,19.588,-2.2536
5.65,91.02,-115.05,19.588,-2.2536
5.66,91.019,-115.05,19.588,-2.2536
5.67,91.019,-115.05,19.588,-2.2536
5.68,91.019,-115.05,19.588,-2.2535
5.69,91.018,-115.05,19.588,-2.2535
5.7,91.018,-115.05,19.588,-2.2535
5.71,91.018,-115.05,19.588,-2.2535
5.72,91.017,-115.04,19.588,-2.2535
5.73,91.017,-115.04,19.588,-2.2535
5.74,91.017,-115.04,19.588,-2.2535
5.75,91.016,-115.04,19.588,-2.2535
5.76,91.016,-115.04,19.588,-2.2535
5.77,91.016,-115.04,19.588,-2.2535
5.78,91.015,-115.04,19.588,-2.2535
5.79,91.015,-115.04,19.588,-2.2535
5.8,91.015,-115.04,19.588,-2.2535
5.81,91.014,-115.04,19.588,-2.2534
5.82,91.014,-115.04,19.588,-2.2534
5.83,91.014,-115.04,19.588,-2.2534
5.84,91.013,-115.04,19.588,-2.2534
5.85,91.013,-115.04,19.588,-2.2534
5.86,91.013,-115.04,19.588,-2.2534
5.87,91.012,-115.04,19.588,-2.2534
5.88,91.012,-115.04,19.588,-2.2534
5.89,91.012,-115.04,19.588,-2.2534
5.9,91.012,-115.04,19.588,-2.2534
5.91,91.011,-115.03,19.588,-2.2534
5.92,91.011,-115.03,19.589,-2.2534
5.93,91.011,-115.03,19.589,-2.2533
5.94,91.01,-115.03,19.589,-2.2533
5.95,91.01,-115.03,19.589,-2.2533
5.96,91.01,-115.03,19.589,-2.2533
5.97,91.009,-115.03,19.589,-2.2533
5.98,91.009,-115.03,19.589,-2.2533
5.99,91.009,-115.03,19.589,-2.2533
6,91.008,-115.03,19.589,-2.2533
6.01,91.008,-115.03,19.589,-2.2533
6.02,91.008,-115.03,19.589,-2.2533
6.03,91.007,-115.03,19.589,-2.2533
6.04,91.007,-115.03,19.589,-2.2533
