"time","Losses","iAC[2]","iAC[3]","uAC[1]","iAC[1]","uAC[2]","uAC[3]","uDC"
3.600000E-004,7.910880E+002,-3.209312E+000,3.117160E+000,3.259178E+002,9.215169E-002,-5.596839E+002,2.337661E+002,5.556787E+002
3.800000E-004,7.910880E+002,-3.209312E+000,3.117160E+000,3.259178E+002,9.215169E-002,-5.596839E+002,2.337661E+002,5.556787E+002
4.000000E-004,7.910880E+002,-3.209312E+000,3.117160E+000,3.259178E+002,9.215169E-002,-5.596839E+002,2.337661E+002,5.556787E+002
4.200000E-004,7.993141E+002,-6.737928E+000,6.615182E+000,3.395632E+002,1.227459E-001,-5.563805E+002,2.168172E+002,5.523682E+002
4.400000E-004,7.993141E+002,-6.737928E+000,6.615182E+000,3.395632E+002,1.227459E-001,-5.563805E+002,2.168172E+002,5.523682E+002
4.600000E-004,7.993141E+002,-6.737928E+000,6.615182E+000,3.395632E+002,1.227459E-001,-5.563805E+002,2.168172E+002,5.523682E+002
4.800000E-004,7.993141E+002,-6.737928E+000,6.615182E+000,3.395632E+002,1.227459E-001,-5.563805E+002,2.168172E+002,5.523682E+002
5.000000E-004,7.993141E+002,-6.737928E+000,6.615182E+000,3.395632E+002,1.227459E-001,-5.563805E+002,2.168172E+002,5.523682E+002
5.200000E-004,8.122145E+002,-1.115188E+001,1.099866E+001,3.531623E+002,1.532190E-001,-5.531055E+002,1.999432E+002,5.490845E+002
5.400000E-004,8.122145E+002,-1.115188E+001,1.099866E+001,3.531623E+002,1.532190E-001,-5.531055E+002,1.999432E+002,5.490845E+002
5.600000E-004,8.122145E+002,-1.115188E+001,1.099866E+001,3.531623E+002,1.532190E-001,-5.531055E+002,1.999432E+002,5.490845E+002
5.800000E-004,8.122145E+002,-1.115188E+001,1.099866E+001,3.531623E+002,1.532190E-001,-5.531055E+002,1.999432E+002,5.490845E+002
6.000000E-004,8.122145E+002,-1.115188E+001,1.099866E+001,3.531623E+002,1.532190E-001,-5.531055E+002,1.999432E+002,5.490845E+002
6.200000E-004,8.278548E+002,-1.596543E+001,1.578189E+001,3.667016E+002,1.835408E-001,-5.498621E+002,1.831605E+002,5.458314E+002
6.400000E-004,8.278548E+002,-1.596543E+001,1.578189E+001,3.667016E+002,1.835408E-001,-5.498621E+002,1.831605E+002,5.458314E+002
6.600000E-004,8.278548E+002,-1.596543E+001,1.578189E+001,3.667016E+002,1.835408E-001,-5.498621E+002,1.831605E+002,5.458314E+002
6.800000E-004,8.278548E+002,-1.596543E+001,1.578189E+001,3.667016E+002,1.835408E-001,-5.498621E+002,1.831605E+002,5.458314E+002
7.000000E-004,8.278548E+002,-1.596543E+001,1.578189E+001,3.667016E+002,1.835408E-001,-5.498621E+002,1.831605E+002,5.458314E+002
7.200000E-004,8.442603E+002,-2.069392E+001,2.048024E+001,3.801661E+002,2.136816E-001,-5.466503E+002,1.664843E+002,5.426103E+002
7.400000E-004,8.442603E+002,-2.069392E+001,2.048024E+001,3.801661E+002,2.136816E-001,-5.466503E+002,1.664843E+002,5.426103E+002
7.600000E-004,8.442603E+002,-2.069392E+001,2.048024E+001,3.801661E+002,2.136816E-001,-5.466503E+002,1.664843E+002,5.426103E+002
7.800000E-004,8.442603E+002,-2.069392E+001,2.048024E+001,3.801661E+002,2.136816E-001,-5.466503E+002,1.664843E+002,5.426103E+002
8.000000E-004,8.442603E+002,-2.069392E+001,2.048024E+001,3.801661E+002,2.136816E-001,-5.466503E+002,1.664843E+002,5.426103E+002
8.200000E-004,8.594230E+002,-2.485593E+001,2.461232E+001,3.935396E+002,2.436114E-001,-5.434676E+002,1.499280E+002,5.394192E+002
8.400000E-004,8.594230E+002,-2.485593E+001,2.461232E+001,3.935396E+002,2.436114E-001,-5.434676E+002,1.499280E+002,5.394192E+002
8.600000E-004,8.594230E+002,-2.485593E+001,2.461232E+001,3.935396E+002,2.436114E-001,-5.434676E+002,1.499280E+002,5.394192E+002
8.800000E-004,8.594230E+002,-2.485593E+001,2.461232E+001,3.935396E+002,2.436114E-001,-5.434676E+002,1.499280E+002,5.394192E+002
9.000000E-004,8.594230E+002,-2.485593E+001,2.461232E+001,3.935396E+002,2.436114E-001,-5.434676E+002,1.499280E+002,5.394192E+002
9.200000E-004,8.713225E+002,-2.797762E+001,2.770432E+001,4.068042E+002,2.733009E-001,-5.403073E+002,1.335031E+002,5.362527E+002
9.400000E-004,8.713225E+002,-2.797762E+001,2.770432E+001,4.068042E+002,2.733009E-001,-5.403073E+002,1.335031E+002,5.362527E+002
9.600000E-004,8.713225E+002,-2.797762E+001,2.770432E+001,4.068042E+002,2.733009E-001,-5.403073E+002,1.335031E+002,5.362527E+002
9.800000E-004,8.713225E+002,-2.797762E+001,2.770432E+001,4.068042E+002,2.733009E-001,-5.403073E+002,1.335031E+002,5.362527E+002
1.000000E-003,8.713225E+002,-2.797762E+001,2.770432E+001,4.068042E+002,2.733009E-001,-5.403073E+002,1.335031E+002,5.362527E+002
1.020000E-003,8.779564E+002,-2.959537E+001,2.929265E+001,4.199405E+002,3.027206E-001,-5.371600E+002,1.172196E+002,5.331022E+002
1.040000E-003,8.779564E+002,-2.959537E+001,2.929265E+001,4.199405E+002,3.027206E-001,-5.371600E+002,1.172196E+002,5.331022E+002
1.060000E-003,8.779564E+002,-2.959537E+001,2.929265E+001,4.199405E+002,3.027206E-001,-5.371600E+002,1.172196E+002,5.331022E+002
1.080000E-003,8.779564E+002,-2.959537E+001,2.929265E+001,4.199405E+002,3.027206E-001,-5.371600E+002,1.172196E+002,5.331022E+002
1.100000E-003,8.779564E+002,-2.959537E+001,2.929265E+001,4.199405E+002,3.027206E-001,-5.371600E+002,1.172196E+002,5.331022E+002
1.120000E-003,8.773757E+002,-2.925857E+001,2.892673E+001,4.329276E+002,3.318416E-001,-5.340133E+002,1.010857E+002,5.299562E+002
1.140000E-003,8.773757E+002,-2.925857E+001,2.892673E+001,4.329276E+002,3.318416E-001,-5.340133E+002,1.010857E+002,5.299562E+002
1.160000E-003,8.773757E+002,-2.925857E+001,2.892673E+001,4.329276E+002,3.318416E-001,-5.340133E+002,1.010857E+002,5.299562E+002
1.180000E-003,8.773757E+002,-2.925857E+001,2.892673E+001,4.329276E+002,3.318416E-001,-5.340133E+002,1.010857E+002,5.299562E+002
1.200000E-003,8.773757E+002,-2.925857E+001,2.892673E+001,4.329276E+002,3.318416E-001,-5.340133E+002,1.010857E+002,5.299562E+002
1.220000E-003,8.677301E+002,-2.653280E+001,2.617216E+001,4.457436E+002,3.606350E-001,-5.308518E+002,8.510819E+001,5.268002E+002
1.240000E-003,8.677301E+002,-2.653280E+001,2.617216E+001,4.457436E+002,3.606350E-001,-5.308518E+002,8.510819E+001,5.268002E+002
1.260000E-003,8.677301E+002,-2.653280E+001,2.617216E+001,4.457436E+002,3.606350E-001,-5.308518E+002,8.510819E+001,5.268002E+002
1.280000E-003,8.677301E+002,-2.653280E+001,2.617216E+001,4.457436E+002,3.606350E-001,-5.308518E+002,8.510819E+001,5.268002E+002
1.300000E-003,8.677301E+002,-2.653280E+001,2.617216E+001,4.457436E+002,3.606350E-001,-5.308518E+002,8.510819E+001,5.268002E+002
1.320000E-003,8.473172E+002,-2.100262E+001,2.061355E+001,4.583652E+002,3.890726E-001,-5.276573E+002,6.929216E+001,5.236168E+002
1.340000E-003,8.473172E+002,-2.100262E+001,2.061355E+001,4.583652E+002,3.890726E-001,-5.276573E+002,6.929216E+001,5.236168E+002
1.360000E-003,8.473172E+002,-2.100262E+001,2.061355E+001,4.583652E+002,3.890726E-001,-5.276573E+002,6.929216E+001,5.236168E+002
1.380000E-003,8.473172E+002,-2.100262E+001,2.061355E+001,4.583652E+002,3.890726E-001,-5.276573E+002,6.929216E+001,5.236168E+002
1.400000E-003,8.473172E+002,-2.100262E+001,2.061355E+001,4.583652E+002,3.890726E-001,-5.276573E+002,6.929216E+001,5.236168E+002
1.420000E-003,8.146328E+002,-1.227336E+001,1.185624E+001,4.707679E+002,4.171263E-001,-5.244092E+002,5.364128E+001,5.203861E+002
1.440000E-003,8.146328E+002,-1.227336E+001,1.185624E+001,4.707679E+002,4.171263E-001,-5.244092E+002,5.364128E+001,5.203861E+002
1.460000E-003,8.146328E+002,-1.227336E+001,1.185624E+001,4.707679E+002,4.171263E-001,-5.244092E+002,5.364128E+001,5.203861E+002
1.480000E-003,8.146328E+002,-1.227336E+001,1.185624E+001,4.707679E+002,4.171263E-001,-5.244092E+002,5.364128E+001,5.203861E+002
1.500000E-003,8.146328E+002,-1.227336E+001,1.185624E+001,4.707679E+002,4.171263E-001,-5.244092E+002,5.364128E+001,5.203861E+002
1.520000E-003,7.476650E+002,-9.146969E-001,4.869754E-001,4.744040E+002,4.277214E-001,-5.040310E+002,2.962700E+001,5.170858E+002
1.540000E-003,7.476650E+002,-9.146969E-001,4.869754E-001,4.744040E+002,4.277214E-001,-5.040310E+002,2.962700E+001,5.170858E+002
1.560000E-003,7.476650E+002,-9.146969E-001,4.869754E-001,4.744040E+002,4.277214E-001,-5.040310E+002,2.962700E+001,5.170858E+002
1.580000E-003,7.476650E+002,-9.146969E-001,4.869754E-001,4.744040E+002,4.277214E-001,-5.040310E+002,2.962700E+001,5.170858E+002
1.600000E-003,7.476650E+002,-9.146969E-001,4.869754E-001,4.744040E+002,4.277214E-001,-5.040310E+002,2.962700E+001,5.170858E+002
1.620000E-003,7.441666E+002,-9.236342E-001,4.736855E-001,4.838491E+002,4.499487E-001,-4.957175E+002,1.186841E+001,5.137487E+002
1.640000E-003,7.441666E+002,-9.236342E-001,4.736855E-001,4.838491E+002,4.499487E-001,-4.957175E+002,1.186841E+001,5.137487E+002
1.660000E-003,7.441666E+002,-9.236342E-001,4.736855E-001,4.838491E+002,4.499487E-001,-4.957175E+002,1.186841E+001,5.137487E+002
1.680000E-003,7.441666E+002,-9.236342E-001,4.736855E-001,4.838491E+002,4.499487E-001,-4.957175E+002,1.186841E+001,5.137487E+002
1.700000E-003,7.441666E+002,-9.236342E-001,4.736855E-001,4.838491E+002,4.499487E-001,-4.957175E+002,1.186841E+001,5.137487E+002
1.720000E-003,7.404790E+002,-9.306376E-001,4.594186E-001,4.928157E+002,4.712189E-001,-4.869155E+002,-5.900146E+000,5.104116E+002
1.740000E-003,7.404790E+002,-9.306376E-001,4.594186E-001,4.928157E+002,4.712189E-001,-4.869155E+002,-5.900146E+000,5.104116E+002
1.760000E-003,7.404790E+002,-9.306376E-001,4.594186E-001,4.928157E+002,4.712189E-001,-4.869155E+002,-5.900146E+000,5.104116E+002
1.780000E-003,7.404790E+002,-9.306376E-001,4.594186E-001,4.928157E+002,4.712189E-001,-4.869155E+002,-5.900146E+000,5.104116E+002
1.800000E-003,7.404790E+002,-9.306376E-001,4.594186E-001,4.928157E+002,4.712189E-001,-4.869155E+002,-5.900146E+000,5.104116E+002
1.820000E-003,7.365826E+002,-9.357075E-001,4.441888E-001,5.012971E+002,4.915187E-001,-4.776321E+002,-2.366496E+001,5.070746E+002
1.840000E-003,7.365826E+002,-9.357075E-001,4.441888E-001,5.012971E+002,4.915187E-001,-4.776321E+002,-2.366496E+001,5.070746E+002
1.860000E-003,7.365826E+002,-9.357075E-001,4.441888E-001,5.012971E+002,4.915187E-001,-4.776321E+002,-2.366496E+001,5.070746E+002
1.880000E-003,7.365826E+002,-9.357075E-001,4.441888E-001,5.012971E+002,4.915187E-001,-4.776321E+002,-2.366496E+001,5.070746E+002
1.900000E-003,7.365826E+002,-9.357075E-001,4.441888E-001,5.012971E+002,4.915187E-001,-4.776321E+002,-2.366496E+001,5.070746E+002
1.920000E-003,7.305990E+002,-1.027892E+000,4.264871E-001,5.077382E+002,6.014050E-001,-4.671129E+002,-4.062535E+001,5.037376E+002
1.940000E-003,7.305990E+002,-1.027892E+000,4.264871E-001,5.077382E+002,6.014050E-001,-4.671129E+002,-4.062535E+001,5.037376E+002
1.960000E-003,7.305990E+002,-1.027892E+000,4.264871E-001,5.077382E+002,6.014050E-001,-4.671129E+002,-4.062535E+001,5.037376E+002
1.980000E-003,7.305990E+002,-1.027892E+000,4.264871E-001,5.077382E+002,6.014050E-001,-4.671129E+002,-4.062535E+001,5.037376E+002
2.000000E-003,7.305990E+002,-1.027892E+000,4.264871E-001,5.077382E+002,6.014050E-001,-4.671129E+002,-4.062535E+001,5.037376E+002
2.020000E-003,7.341561E+002,-6.848762E+000,3.985691E-001,5.044281E+002,6.450193E+000,-4.514988E+002,-5.292928E+001,5.004158E+002
2.040000E-003,7.341561E+002,-6.848762E+000,3.985691E-001,5.044281E+002,6.450193E+000,-4.514988E+002,-5.292928E+001,5.004158E+002
2.060000E-003,7.341561E+002,-6.848762E+000,3.985691E-001,5.044281E+002,6.450193E+000,-4.514988E+002,-5.292928E+001,5.004158E+002
2.080000E-003,7.341561E+002,-6.848762E+000,3.985691E-001,5.044281E+002,6.450193E+000,-4.514988E+002,-5.292928E+001,5.004158E+002
2.100000E-003,7.341561E+002,-6.848762E+000,3.985691E-001,5.044281E+002,6.450193E+000,-4.514988E+002,-5.292928E+001,5.004158E+002
2.120000E-003,7.742950E+002,-2.141865E+001,3.702578E-001,5.012037E+002,2.104839E+001,-4.357309E+002,-6.547279E+001,4.971623E+002
2.140000E-003,7.742950E+002,-2.141865E+001,3.702578E-001,5.012037E+002,2.104839E+001,-4.357309E+002,-6.547279E+001,4.971623E+002
2.160000E-003,7.742950E+002,-2.141865E+001,3.702578E-001,5.012037E+002,2.104839E+001,-4.357309E+002,-6.547279E+001,4.971623E+002
2.180000E-003,7.742950E+002,-2.141865E+001,3.702578E-001,5.012037E+002,2.104839E+001,-4.357309E+002,-6.547279E+001,4.971623E+002
2.200000E-003,7.742950E+002,-2.141865E+001,3.702578E-001,5.012037E+002,2.104839E+001,-4.357309E+002,-6.547279E+001,4.971623E+002
2.220000E-003,8.505432E+002,-4.421480E+001,3.415811E-001,4.981208E+002,4.387322E+001,-4.198511E+002,-7.826971E+001,4.940337E+002
2.240000E-003,8.505432E+002,-4.421480E+001,3.415811E-001,4.981208E+002,4.387322E+001,-4.198511E+002,-7.826971E+001,4.940337E+002
2.260000E-003,8.505432E+002,-4.421480E+001,3.415811E-001,4.981208E+002,4.387322E+001,-4.198511E+002,-7.826971E+001,4.940337E+002
2.280000E-003,8.505432E+002,-4.421480E+001,3.415811E-001,4.981208E+002,4.387322E+001,-4.198511E+002,-7.826971E+001,4.940337E+002
2.300000E-003,8.505432E+002,-4.421480E+001,3.415811E-001,4.981208E+002,4.387322E+001,-4.198511E+002,-7.826971E+001,4.940337E+002
2.320000E-003,9.628551E+002,-7.466456E+001,3.125672E-001,4.952311E+002,7.435199E+001,-4.038993E+002,-9.133180E+001,4.910831E+002
2.340000E-003,9.628551E+002,-7.466456E+001,3.125672E-001,4.952311E+002,7.435199E+001,-4.038993E+002,-9.133180E+001,4.910831E+002
2.360000E-003,9.628551E+002,-7.466456E+001,3.125672E-001,4.952311E+002,7.435199E+001,-4.038993E+002,-9.133180E+001,4.910831E+002
2.380000E-003,9.628551E+002,-7.466456E+001,3.125672E-001,4.952311E+002,7.435199E+001,-4.038993E+002,-9.133180E+001,4.910831E+002
2.400000E-003,9.628551E+002,-7.466456E+001,3.125672E-001,4.952311E+002,7.435199E+001,-4.038993E+002,-9.133180E+001,4.910831E+002
2.420000E-003,1.111426E+003,-1.121493E+002,2.832449E-001,4.925826E+002,1.118661E+002,-3.879139E+002,-1.046687E+002,4.883595E+002
2.440000E-003,1.111426E+003,-1.121493E+002,2.832449E-001,4.925826E+002,1.118661E+002,-3.879139E+002,-1.046687E+002,4.883595E+002
2.460000E-003,1.111426E+003,-1.121493E+002,2.832449E-001,4.925826E+002,1.118661E+002,-3.879139E+002,-1.046687E+002,4.883595E+002
2.480000E-003,1.111426E+003,-1.121493E+002,2.832449E-001,4.925826E+002,1.118661E+002,-3.879139E+002,-1.046687E+002,4.883595E+002
2.500000E-003,1.111426E+003,-1.121493E+002,2.832449E-001,4.925826E+002,1.118661E+002,-3.879139E+002,-1.046687E+002,4.883595E+002
2.520000E-003,1.296489E+003,-1.560061E+002,2.536431E-001,4.902184E+002,1.557525E+002,-3.719309E+002,-1.182875E+002,4.859077E+002
2.540000E-003,1.296489E+003,-1.560061E+002,2.536431E-001,4.902184E+002,1.557525E+002,-3.719309E+002,-1.182875E+002,4.859077E+002
2.560000E-003,1.296489E+003,-1.560061E+002,2.536431E-001,4.902184E+002,1.557525E+002,-3.719309E+002,-1.182875E+002,4.859077E+002
2.580000E-003,1.296489E+003,-1.560061E+002,2.536431E-001,4.902184E+002,1.557525E+002,-3.719309E+002,-1.182875E+002,4.859077E+002
2.600000E-003,1.296489E+003,-1.560061E+002,2.536431E-001,4.902184E+002,1.557525E+002,-3.719309E+002,-1.182875E+002,4.859077E+002
2.620000E-003,1.518134E+003,-2.055334E+002,2.237910E-001,4.881775E+002,2.053096E+002,-3.559843E+002,-1.321931E+002,4.837676E+002
2.640000E-003,1.518134E+003,-2.055334E+002,2.237910E-001,4.881775E+002,2.053096E+002,-3.559843E+002,-1.321931E+002,4.837676E+002
2.660000E-003,1.518134E+003,-2.055334E+002,2.237910E-001,4.881775E+002,2.053096E+002,-3.559843E+002,-1.321931E+002,4.837676E+002
2.680000E-003,1.518134E+003,-2.055334E+002,2.237910E-001,4.881775E+002,2.053096E+002,-3.559843E+002,-1.321931E+002,4.837676E+002
2.700000E-003,1.518134E+003,-2.055334E+002,2.237910E-001,4.881775E+002,2.053096E+002,-3.559843E+002,-1.321931E+002,4.837676E+002
2.720000E-003,1.776131E+003,-2.599964E+002,1.937180E-001,4.864935E+002,2.598027E+002,-3.401058E+002,-1.463877E+002,4.819747E+002
2.740000E-003,1.776131E+003,-2.599964E+002,1.937180E-001,4.864935E+002,2.598027E+002,-3.401058E+002,-1.463877E+002,4.819747E+002
2.760000E-003,1.776131E+003,-2.599964E+002,1.937180E-001,4.864935E+002,2.598027E+002,-3.401058E+002,-1.463877E+002,4.819747E+002
2.780000E-003,1.776131E+003,-2.599964E+002,1.937180E-001,4.864935E+002,2.598027E+002,-3.401058E+002,-1.463877E+002,4.819747E+002
2.800000E-003,1.776131E+003,-2.599964E+002,1.937180E-001,4.864935E+002,2.598027E+002,-3.401058E+002,-1.463877E+002,4.819747E+002
2.820000E-003,2.069765E+003,-3.186309E+002,1.634538E-001,4.851955E+002,3.184675E+002,-3.243247E+002,-1.608708E+002,4.805593E+002
2.840000E-003,2.069765E+003,-3.186309E+002,1.634538E-001,4.851955E+002,3.184675E+002,-3.243247E+002,-1.608708E+002,4.805593E+002
2.860000E-003,2.069765E+003,-3.186309E+002,1.634538E-001,4.851955E+002,3.184675E+002,-3.243247E+002,-1.608708E+002,4.805593E+002
2.880000E-003,2.069765E+003,-3.186309E+002,1.634538E-001,4.851955E+002,3.184675E+002,-3.243247E+002,-1.608708E+002,4.805593E+002
2.900000E-003,2.069765E+003,-3.186309E+002,1.634538E-001,4.851955E+002,3.184675E+002,-3.243247E+002,-1.608708E+002,4.805593E+002
2.920000E-003,2.397683E+003,-3.806475E+002,1.330283E-001,4.843069E+002,3.805145E+002,-3.086677E+002,-1.756392E+002,4.795467E+002
2.940000E-003,2.397683E+003,-3.806475E+002,1.330283E-001,4.843069E+002,3.805145E+002,-3.086677E+002,-1.756392E+002,4.795467E+002
2.960000E-003,2.397683E+003,-3.806475E+002,1.330283E-001,4.843069E+002,3.805145E+002,-3.086677E+002,-1.756392E+002,4.795467E+002
2.980000E-003,2.397683E+003,-3.806475E+002,1.330283E-001,4.843069E+002,3.805145E+002,-3.086677E+002,-1.756392E+002,4.795467E+002
3.000000E-003,2.397683E+003,-3.806475E+002,1.330283E-001,4.843069E+002,3.805145E+002,-3.086677E+002,-1.756392E+002,4.795467E+002
3.020000E-003,2.757783E+003,-4.452368E+002,1.024716E-001,4.838461E+002,4.451343E+002,-2.931589E+002,-1.906872E+002,4.789567E+002
3.040000E-003,2.757783E+003,-4.452368E+002,1.024716E-001,4.838461E+002,4.451343E+002,-2.931589E+002,-1.906872E+002,4.789567E+002
3.060000E-003,2.757783E+003,-4.452368E+002,1.024716E-001,4.838461E+002,4.451343E+002,-2.931589E+002,-1.906872E+002,4.789567E+002
3.080000E-003,2.757783E+003,-4.452368E+002,1.024716E-001,4.838461E+002,4.451343E+002,-2.931589E+002,-1.906872E+002,4.789567E+002
3.100000E-003,2.757783E+003,-4.452368E+002,1.024716E-001,4.838461E+002,4.451343E+002,-2.931589E+002,-1.906872E+002,4.789567E+002
3.120000E-003,3.147120E+003,-5.115747E+002,7.181367E-002,4.838258E+002,5.115029E+002,-2.778198E+002,-2.060060E+002,4.788037E+002
3.140000E-003,3.147120E+003,-5.115747E+002,7.181367E-002,4.838258E+002,5.115029E+002,-2.778198E+002,-2.060060E+002,4.788037E+002
3.160000E-003,3.147120E+003,-5.115747E+002,7.181367E-002,4.838258E+002,5.115029E+002,-2.778198E+002,-2.060060E+002,4.788037E+002
3.180000E-003,3.147120E+003,-5.115747E+002,7.181367E-002,4.838258E+002,5.115029E+002,-2.778198E+002,-2.060060E+002,4.788037E+002
3.200000E-003,3.147120E+003,-5.115747E+002,7.181367E-002,4.838258E+002,5.115029E+002,-2.778198E+002,-2.060060E+002,4.788037E+002
3.220000E-003,3.561852E+003,-5.788275E+002,4.108491E-002,4.842533E+002,5.787864E+002,-2.626691E+002,-2.215842E+002,4.790966E+002
3.240000E-003,3.561852E+003,-5.788275E+002,4.108491E-002,4.842533E+002,5.787864E+002,-2.626691E+002,-2.215842E+002,4.790966E+002
3.260000E-003,3.561852E+003,-5.788275E+002,4.108491E-002,4.842533E+002,5.787864E+002,-2.626691E+002,-2.215842E+002,4.790966E+002
3.280000E-003,3.561852E+003,-5.788275E+002,4.108491E-002,4.842533E+002,5.787864E+002,-2.626691E+002,-2.215842E+002,4.790966E+002
3.300000E-003,3.561852E+003,-5.788275E+002,4.108491E-002,4.842533E+002,5.787864E+002,-2.626691E+002,-2.215842E+002,4.790966E+002
3.320000E-003,3.997205E+003,-6.461561E+002,1.031560E-002,4.851302E+002,6.461458E+002,-2.477229E+002,-2.374073E+002,4.798388E+002
3.340000E-003,3.997205E+003,-6.461561E+002,1.031560E-002,4.851302E+002,6.461458E+002,-2.477229E+002,-2.374073E+002,4.798388E+002
3.360000E-003,3.997205E+003,-6.461561E+002,1.031560E-002,4.851302E+002,6.461458E+002,-2.477229E+002,-2.374073E+002,4.798388E+002
3.380000E-003,3.997205E+003,-6.461561E+002,1.031560E-002,4.851302E+002,6.461458E+002,-2.477229E+002,-2.374073E+002,4.798388E+002
3.400000E-003,3.997205E+003,-6.461561E+002,1.031560E-002,4.851302E+002,6.461458E+002,-2.477229E+002,-2.374073E+002,4.798388E+002
3.420000E-003,4.447505E+003,-7.127229E+002,-2.046388E-002,4.864524E+002,7.127433E+002,-2.329943E+002,-2.534582E+002,4.810279E+002
3.440000E-003,4.447505E+003,-7.127229E+002,-2.046388E-002,4.864524E+002,7.127433E+002,-2.329943E+002,-2.534582E+002,4.810279E+002
3.460000E-003,4.447505E+003,-7.127229E+002,-2.046388E-002,4.864524E+002,7.127433E+002,-2.329943E+002,-2.534582E+002,4.810279E+002
3.480000E-003,4.447505E+003,-7.127229E+002,-2.046388E-002,4.864524E+002,7.127433E+002,-2.329943E+002,-2.534582E+002,4.810279E+002
3.500000E-003,4.447505E+003,-7.127229E+002,-2.046388E-002,4.864524E+002,7.127433E+002,-2.329943E+002,-2.534582E+002,4.810279E+002
3.520000E-003,4.906198E+003,-7.776935E+002,-5.122317E-002,4.882109E+002,7.777447E+002,-2.184938E+002,-2.697171E+002,4.826564E+002
3.540000E-003,4.906198E+003,-7.776935E+002,-5.122317E-002,4.882109E+002,7.777447E+002,-2.184938E+002,-2.697171E+002,4.826564E+002
3.560000E-003,4.906198E+003,-7.776935E+002,-5.122317E-002,4.882109E+002,7.777447E+002,-2.184938E+002,-2.697171E+002,4.826564E+002
3.580000E-003,4.906198E+003,-7.776935E+002,-5.122317E-002,4.882109E+002,7.777447E+002,-2.184938E+002,-2.697171E+002,4.826564E+002
3.600000E-003,4.906198E+003,-7.776935E+002,-5.122317E-002,4.882109E+002,7.777447E+002,-2.184938E+002,-2.697171E+002,4.826564E+002
3.620000E-003,5.365960E+003,-8.402459E+002,-8.193191E-002,4.903905E+002,8.403278E+002,-2.042293E+002,-2.861613E+002,4.847109E+002
3.640000E-003,5.365960E+003,-8.402459E+002,-8.193191E-002,4.903905E+002,8.403278E+002,-2.042293E+002,-2.861613E+002,4.847109E+002
3.660000E-003,5.365960E+003,-8.402459E+002,-8.193191E-002,4.903905E+002,8.403278E+002,-2.042293E+002,-2.861613E+002,4.847109E+002
3.680000E-003,5.365960E+003,-8.402459E+002,-8.193191E-002,4.903905E+002,8.403278E+002,-2.042293E+002,-2.861613E+002,4.847109E+002
3.700000E-003,5.365960E+003,-8.402459E+002,-8.193191E-002,4.903905E+002,8.403278E+002,-2.042293E+002,-2.861613E+002,4.847109E+002
