Time,light_switch_old_byType,off_counter_byType,on_counter_byType,off_counter,on_counter,headlight
0.37,2.0,0.0,0.0,0.0,0.0,1.0
0.38,2.0,0.0,0.0,0.0,0.0,1.0
0.39,2.0,1.0,0.0,1.0,0.0,1.0
0.4,2.0,2.0,0.0,2.0,0.0,1.0
0.41,2.0,3.0,0.0,3.0,0.0,1.0
0.42,2.0,4.0,0.0,4.0,0.0,1.0
0.43,2.0,5.0,0.0,5.0,0.0,1.0
0.44,2.0,6.0,0.0,6.0,0.0,1.0
0.45,2.0,7.0,0.0,7.0,0.0,1.0
0.46,2.0,8.0,0.0,8.0,0.0,1.0
0.47,2.0,9.0,0.0,9.0,0.0,1.0
0.48,2.0,10.0,0.0,10.0,0.0,1.0
0.49,2.0,11.0,0.0,11.0,0.0,1.0
0.5,2.0,12.0,0.0,12.0,0.0,1.0
0.51,2.0,13.0,0.0,13.0,0.0,1.0
0.52,2.0,14.0,0.0,14.0,0.0,1.0
0.53,2.0,15.0,0.0,15.0,0.0,1.0
0.54,2.0,16.0,0.0,16.0,0.0,1.0
0.55,2.0,17.0,0.0,17.0,0.0,1.0
0.56,2.0,18.0,0.0,18.0,0.0,1.0
0.57,2.0,19.0,0.0,19.0,0.0,1.0
0.58,2.0,20.0,0.0,20.0,0.0,1.0
0.59,2.0,21.0,0.0,21.0,0.0,1.0
0.6,2.0,22.0,0.0,22.0,0.0,1.0
0.61,2.0,23.0,0.0,23.0,0.0,1.0
0.62,2.0,24.0,0.0,24.0,0.0,1.0
0.63,2.0,25.0,0.0,25.0,0.0,1.0
0.64,2.0,26.0,0.0,26.0,0.0,1.0
0.65,2.0,27.0,0.0,27.0,0.0,1.0
0.66,2.0,28.0,0.0,28.0,0.0,1.0
0.67,2.0,29.0,0.0,29.0,0.0,1.0
0.68,2.0,30.0,0.0,30.0,0.0,1.0
0.69,2.0,31.0,0.0,31.0,0.0,1.0
0.7,2.0,32.0,0.0,32.0,0.0,1.0
0.71,2.0,33.0,0.0,33.0,0.0,1.0
0.72,2.0,34.0,0.0,34.0,0.0,1.0
0.73,2.0,35.0,0.0,35.0,0.0,1.0
0.74,2.0,36.0,0.0,36.0,0.0,1.0
0.75,2.0,37.0,0.0,37.0,0.0,1.0
0.76,2.0,38.0,0.0,38.0,0.0,1.0
0.77,2.0,39.0,0.0,39.0,0.0,1.0
0.78,2.0,40.0,0.0,40.0,0.0,1.0
0.79,2.0,41.0,0.0,41.0,0.0,1.0
0.8,2.0,42.0,0.0,42.0,0.0,1.0
0.81,2.0,43.0,0.0,43.0,0.0,1.0
0.82,2.0,44.0,0.0,44.0,0.0,1.0
0.83,2.0,45.0,0.0,45.0,0.0,1.0
0.84,2.0,46.0,0.0,46.0,0.0,1.0
0.85,2.0,47.0,0.0,47.0,0.0,1.0
0.86,2.0,48.0,0.0,48.0,0.0,1.0
0.87,2.0,49.0,0.0,49.0,0.0,1.0
0.88,2.0,50.0,0.0,50.0,0.0,1.0
0.89,2.0,51.0,0.0,51.0,0.0,1.0
0.9,2.0,52.0,0.0,52.0,0.0,1.0
0.91,2.0,53.0,0.0,53.0,0.0,1.0
0.92,2.0,54.0,0.0,54.0,0.0,1.0
0.93,2.0,55.0,0.0,55.0,0.0,1.0
0.94,2.0,56.0,0.0,56.0,0.0,1.0
0.95,2.0,57.0,0.0,57.0,0.0,1.0
0.96,2.0,58.0,0.0,58.0,0.0,1.0
0.97,2.0,59.0,0.0,59.0,0.0,1.0
0.98,2.0,60.0,0.0,60.0,0.0,1.0
0.99,2.0,61.0,0.0,61.0,0.0,1.0
1.0,2.0,62.0,0.0,62.0,0.0,1.0
1.01,2.0,63.0,0.0,63.0,0.0,1.0
1.02,2.0,64.0,0.0,64.0,0.0,1.0
1.03,2.0,65.0,0.0,65.0,0.0,1.0
1.04,2.0,66.0,0.0,66.0,0.0,1.0
1.05,2.0,67.0,0.0,67.0,0.0,1.0
1.06,2.0,68.0,0.0,68.0,0.0,1.0
1.07,2.0,69.0,0.0,69.0,0.0,1.0
1.08,2.0,70.0,0.0,70.0,0.0,1.0
1.09,2.0,71.0,0.0,71.0,0.0,1.0
1.1,2.0,72.0,0.0,72.0,0.0,1.0
1.11,2.0,73.0,0.0,73.0,0.0,1.0
1.12,2.0,74.0,0.0,74.0,0.0,1.0
1.13,2.0,75.0,0.0,75.0,0.0,1.0
1.14,2.0,76.0,0.0,76.0,0.0,1.0
1.15,2.0,77.0,0.0,77.0,0.0,1.0
1.16,2.0,78.0,0.0,78.0,0.0,1.0
1.17,2.0,79.0,0.0,79.0,0.0,1.0
1.18,2.0,80.0,0.0,80.0,0.0,1.0
1.19,2.0,81.0,0.0,81.0,0.0,1.0
1.2,2.0,82.0,0.0,82.0,0.0,1.0
1.21,2.0,83.0,0.0,83.0,0.0,1.0
1.22,2.0,84.0,0.0,84.0,0.0,1.0
1.23,2.0,85.0,0.0,85.0,0.0,1.0
1.24,2.0,86.0,0.0,86.0,0.0,1.0
1.25,2.0,87.0,0.0,87.0,0.0,1.0
1.26,2.0,88.0,0.0,88.0,0.0,1.0
1.27,2.0,89.0,0.0,89.0,0.0,1.0
1.28,2.0,90.0,0.0,90.0,0.0,1.0
1.29,2.0,91.0,0.0,91.0,0.0,1.0
1.3,2.0,92.0,0.0,92.0,0.0,1.0
1.31,2.0,93.0,0.0,93.0,0.0,1.0
1.32,2.0,94.0,0.0,94.0,0.0,1.0
1.33,2.0,95.0,0.0,95.0,0.0,1.0
1.34,2.0,96.0,0.0,96.0,0.0,1.0
1.35,2.0,97.0,0.0,97.0,0.0,1.0
1.36,2.0,98.0,0.0,98.0,0.0,1.0
1.37,2.0,99.0,0.0,99.0,0.0,1.0
1.38,2.0,100.0,0.0,100.0,0.0,1.0
1.39,2.0,101.0,0.0,101.0,0.0,1.0
1.4,2.0,102.0,0.0,102.0,0.0,1.0
1.41,2.0,103.0,0.0,103.0,0.0,1.0
1.42,2.0,104.0,0.0,104.0,0.0,1.0
1.43,2.0,105.0,0.0,105.0,0.0,1.0
1.44,2.0,106.0,0.0,106.0,0.0,1.0
1.45,2.0,107.0,0.0,107.0,0.0,1.0
1.46,2.0,108.0,0.0,108.0,0.0,1.0
1.47,2.0,109.0,0.0,109.0,0.0,1.0
1.48,2.0,110.0,0.0,110.0,0.0,1.0
1.49,2.0,0.0,0.0,0.0,0.0,0.0
1.5,2.0,0.0,0.0,0.0,0.0,0.0
1.51,2.0,0.0,0.0,0.0,0.0,0.0
1.52,2.0,0.0,0.0,0.0,0.0,0.0
1.53,2.0,0.0,0.0,0.0,0.0,0.0
1.54,2.0,0.0,0.0,0.0,0.0,0.0
1.55,2.0,0.0,0.0,0.0,0.0,0.0
1.56,2.0,0.0,0.0,0.0,0.0,0.0
1.57,2.0,0.0,0.0,0.0,0.0,0.0
1.58,2.0,0.0,0.0,0.0,0.0,0.0
1.59,2.0,0.0,0.0,0.0,0.0,0.0
1.6,2.0,0.0,0.0,0.0,0.0,0.0
1.61,2.0,0.0,0.0,0.0,0.0,0.0
1.62,2.0,0.0,0.0,0.0,0.0,0.0
1.63,2.0,0.0,0.0,0.0,0.0,0.0
1.64,2.0,0.0,0.0,0.0,0.0,0.0
1.65,2.0,0.0,0.0,0.0,0.0,0.0
1.66,2.0,0.0,0.0,0.0,0.0,0.0
1.67,2.0,0.0,0.0,0.0,0.0,0.0
1.68,2.0,0.0,0.0,0.0,0.0,0.0
1.69,2.0,0.0,0.0,0.0,0.0,0.0
1.7,2.0,0.0,0.0,0.0,0.0,0.0
1.71,2.0,0.0,0.0,0.0,0.0,0.0
1.72,2.0,0.0,0.0,0.0,0.0,0.0
1.73,2.0,0.0,0.0,0.0,0.0,0.0
1.74,2.0,0.0,0.0,0.0,0.0,0.0
1.75,2.0,0.0,0.0,0.0,0.0,0.0
1.76,2.0,0.0,0.0,0.0,0.0,0.0
1.77,2.0,0.0,0.0,0.0,0.0,0.0
1.78,2.0,0.0,0.0,0.0,0.0,0.0
1.79,2.0,0.0,0.0,0.0,0.0,0.0
1.8,2.0,0.0,0.0,0.0,0.0,0.0
1.81,2.0,0.0,0.0,0.0,0.0,0.0
1.82,2.0,0.0,0.0,0.0,0.0,0.0
1.83,2.0,0.0,0.0,0.0,0.0,0.0
1.84,2.0,0.0,0.0,0.0,0.0,0.0
1.85,2.0,0.0,0.0,0.0,0.0,0.0
1.86,2.0,0.0,0.0,0.0,0.0,0.0
1.87,2.0,0.0,0.0,0.0,0.0,0.0
1.88,2.0,0.0,0.0,0.0,0.0,0.0
1.89,2.0,0.0,0.0,0.0,0.0,0.0
1.9,2.0,0.0,0.0,0.0,0.0,0.0
1.91,2.0,0.0,0.0,0.0,0.0,0.0
1.92,2.0,0.0,0.0,0.0,0.0,0.0
1.93,2.0,0.0,0.0,0.0,0.0,0.0
1.94,2.0,0.0,0.0,0.0,0.0,0.0
1.95,2.0,0.0,0.0,0.0,0.0,0.0
1.96,2.0,0.0,0.0,0.0,0.0,0.0
1.97,2.0,0.0,0.0,0.0,0.0,0.0
1.98,2.0,0.0,0.0,0.0,0.0,0.0
1.99,2.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,0.0,0.0,0.0,0.0,0.0
2.01,2.0,0.0,0.0,0.0,0.0,0.0
2.02,2.0,0.0,0.0,0.0,0.0,0.0
2.03,2.0,0.0,0.0,0.0,0.0,0.0
2.04,2.0,0.0,0.0,0.0,0.0,0.0
2.05,2.0,0.0,0.0,0.0,0.0,0.0
2.06,2.0,0.0,0.0,0.0,0.0,0.0
2.07,2.0,0.0,0.0,0.0,0.0,0.0
2.08,2.0,0.0,0.0,0.0,0.0,0.0
2.09,2.0,0.0,0.0,0.0,0.0,0.0
2.1,2.0,0.0,0.0,0.0,0.0,0.0
2.11,2.0,0.0,0.0,0.0,0.0,0.0
2.12,2.0,0.0,0.0,0.0,0.0,0.0
2.13,2.0,0.0,0.0,0.0,0.0,0.0
2.14,2.0,0.0,0.0,0.0,0.0,0.0
2.15,2.0,0.0,0.0,0.0,0.0,0.0
2.16,2.0,0.0,0.0,0.0,0.0,0.0
2.17,2.0,0.0,0.0,0.0,0.0,0.0
2.18,2.0,0.0,0.0,0.0,0.0,0.0
2.19,2.0,0.0,0.0,0.0,0.0,0.0
2.2,2.0,0.0,0.0,0.0,0.0,0.0
2.21,2.0,0.0,0.0,0.0,0.0,0.0
2.22,2.0,0.0,0.0,0.0,0.0,0.0
2.23,2.0,0.0,0.0,0.0,0.0,0.0
2.24,2.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0
2.26,2.0,0.0,0.0,0.0,0.0,0.0
2.27,2.0,0.0,0.0,0.0,0.0,0.0
2.28,2.0,0.0,0.0,0.0,0.0,0.0
2.29,2.0,0.0,0.0,0.0,0.0,0.0
2.3,2.0,0.0,0.0,0.0,0.0,0.0
2.31,2.0,0.0,0.0,0.0,0.0,0.0
2.32,2.0,0.0,0.0,0.0,0.0,0.0
2.33,2.0,0.0,0.0,0.0,0.0,0.0
2.34,2.0,0.0,0.0,0.0,0.0,0.0
2.35,2.0,0.0,0.0,0.0,0.0,0.0
2.36,2.0,0.0,0.0,0.0,0.0,0.0
2.37,2.0,0.0,0.0,0.0,0.0,0.0
2.38,2.0,0.0,0.0,0.0,0.0,0.0
2.39,2.0,0.0,0.0,0.0,0.0,0.0
2.4,2.0,0.0,0.0,0.0,0.0,0.0
2.41,2.0,0.0,0.0,0.0,0.0,0.0
2.42,2.0,0.0,0.0,0.0,0.0,0.0
2.43,2.0,0.0,0.0,0.0,0.0,0.0
2.44,2.0,0.0,0.0,0.0,0.0,0.0
2.45,2.0,0.0,0.0,0.0,0.0,0.0
2.46,2.0,0.0,0.0,0.0,0.0,0.0
2.47,2.0,0.0,0.0,0.0,0.0,0.0
2.48,2.0,0.0,0.0,0.0,0.0,0.0
2.49,2.0,0.0,0.0,0.0,0.0,0.0
2.5,2.0,0.0,0.0,0.0,0.0,0.0
2.51,2.0,0.0,0.0,0.0,0.0,0.0
2.52,2.0,0.0,0.0,0.0,0.0,0.0
2.53,2.0,0.0,0.0,0.0,0.0,0.0
2.54,2.0,0.0,0.0,0.0,0.0,0.0
2.55,2.0,0.0,0.0,0.0,0.0,0.0
2.56,2.0,0.0,0.0,0.0,0.0,0.0
2.57,2.0,0.0,0.0,0.0,0.0,0.0
2.58,2.0,0.0,0.0,0.0,0.0,0.0
2.59,2.0,0.0,0.0,0.0,0.0,0.0
2.6,2.0,0.0,0.0,0.0,0.0,0.0
2.61,2.0,0.0,0.0,0.0,0.0,0.0
2.62,2.0,0.0,0.0,0.0,0.0,0.0
2.63,2.0,0.0,0.0,0.0,0.0,0.0
2.64,2.0,0.0,0.0,0.0,0.0,0.0
2.65,2.0,0.0,0.0,0.0,0.0,0.0
2.66,2.0,0.0,0.0,0.0,0.0,0.0
2.67,2.0,0.0,0.0,0.0,0.0,0.0
2.68,2.0,0.0,0.0,0.0,0.0,0.0
2.69,2.0,0.0,0.0,0.0,0.0,0.0
2.7,2.0,0.0,0.0,0.0,0.0,0.0
2.71,2.0,0.0,0.0,0.0,0.0,0.0
2.72,2.0,0.0,0.0,0.0,0.0,0.0
2.73,2.0,0.0,0.0,0.0,0.0,0.0
2.74,2.0,0.0,0.0,0.0,0.0,0.0
2.75,2.0,0.0,0.0,0.0,0.0,0.0
2.76,2.0,0.0,0.0,0.0,0.0,0.0
2.77,2.0,0.0,0.0,0.0,0.0,0.0
2.78,2.0,0.0,0.0,0.0,0.0,0.0
2.79,2.0,0.0,0.0,0.0,0.0,0.0
2.8,2.0,0.0,0.0,0.0,0.0,0.0
2.81,2.0,0.0,0.0,0.0,0.0,0.0
2.82,2.0,0.0,0.0,0.0,0.0,0.0
2.83,2.0,0.0,0.0,0.0,0.0,0.0
2.84,2.0,0.0,0.0,0.0,0.0,0.0
2.85,2.0,0.0,0.0,0.0,0.0,0.0
2.86,2.0,0.0,0.0,0.0,0.0,0.0
2.87,2.0,0.0,0.0,0.0,0.0,0.0
2.88,2.0,0.0,0.0,0.0,0.0,0.0
2.89,2.0,0.0,0.0,0.0,0.0,0.0
2.9,2.0,0.0,0.0,0.0,0.0,0.0
2.91,2.0,0.0,0.0,0.0,0.0,0.0
2.92,2.0,0.0,0.0,0.0,0.0,0.0
2.93,2.0,0.0,0.0,0.0,0.0,0.0
2.94,2.0,0.0,0.0,0.0,0.0,0.0
2.95,2.0,0.0,0.0,0.0,0.0,0.0
2.96,2.0,0.0,0.0,0.0,0.0,0.0
2.97,2.0,0.0,0.0,0.0,0.0,0.0
2.98,2.0,0.0,0.0,0.0,0.0,0.0
2.99,2.0,0.0,0.0,0.0,0.0,0.0
3.0,2.0,0.0,0.0,0.0,0.0,0.0
3.01,2.0,0.0,0.0,0.0,0.0,0.0
3.02,2.0,0.0,0.0,0.0,0.0,0.0
3.03,2.0,0.0,0.0,0.0,0.0,0.0
3.04,2.0,0.0,0.0,0.0,0.0,0.0
3.05,2.0,0.0,0.0,0.0,0.0,0.0
3.06,2.0,0.0,0.0,0.0,0.0,0.0
3.07,2.0,0.0,0.0,0.0,0.0,0.0
3.08,2.0,0.0,0.0,0.0,0.0,0.0
3.09,2.0,0.0,0.0,0.0,0.0,0.0
3.1,2.0,0.0,0.0,0.0,0.0,0.0
3.11,2.0,0.0,0.0,0.0,0.0,0.0
3.12,2.0,0.0,0.0,0.0,0.0,0.0
3.13,2.0,0.0,0.0,0.0,0.0,0.0
3.14,2.0,0.0,0.0,0.0,0.0,0.0
3.15,2.0,0.0,0.0,0.0,0.0,0.0
3.16,2.0,0.0,0.0,0.0,0.0,0.0
3.17,2.0,0.0,0.0,0.0,0.0,0.0
3.18,2.0,0.0,0.0,0.0,0.0,0.0
3.19,2.0,0.0,0.0,0.0,0.0,0.0
3.2,2.0,0.0,0.0,0.0,0.0,0.0
3.21,2.0,0.0,0.0,0.0,0.0,0.0
3.22,2.0,0.0,0.0,0.0,0.0,0.0
3.23,2.0,0.0,0.0,0.0,0.0,0.0
3.24,2.0,0.0,0.0,0.0,0.0,0.0
3.25,2.0,0.0,0.0,0.0,0.0,0.0
3.26,2.0,0.0,0.0,0.0,0.0,0.0
3.27,2.0,0.0,0.0,0.0,0.0,0.0
3.28,2.0,0.0,0.0,0.0,0.0,0.0
3.29,2.0,0.0,0.0,0.0,0.0,0.0
3.3,2.0,0.0,0.0,0.0,0.0,0.0
3.31,2.0,0.0,0.0,0.0,0.0,0.0
3.32,2.0,0.0,0.0,0.0,0.0,0.0
3.33,2.0,0.0,0.0,0.0,0.0,0.0
3.34,2.0,0.0,0.0,0.0,0.0,0.0
3.35,2.0,0.0,0.0,0.0,0.0,0.0
3.36,2.0,0.0,0.0,0.0,0.0,0.0
3.37,2.0,0.0,0.0,0.0,0.0,0.0
3.38,2.0,0.0,0.0,0.0,0.0,0.0
3.39,2.0,0.0,0.0,0.0,0.0,0.0
3.4,2.0,0.0,0.0,0.0,0.0,0.0
3.41,2.0,0.0,0.0,0.0,0.0,0.0
3.42,2.0,0.0,0.0,0.0,0.0,0.0
3.43,2.0,0.0,0.0,0.0,0.0,0.0
3.44,2.0,0.0,0.0,0.0,0.0,0.0
3.45,2.0,0.0,0.0,0.0,0.0,0.0
3.46,2.0,0.0,0.0,0.0,0.0,0.0
3.47,2.0,0.0,0.0,0.0,0.0,0.0
3.48,2.0,0.0,0.0,0.0,0.0,0.0
3.49,2.0,0.0,0.0,0.0,0.0,0.0
3.5,2.0,0.0,0.0,0.0,0.0,0.0
3.51,2.0,0.0,0.0,0.0,0.0,0.0
3.52,2.0,0.0,0.0,0.0,0.0,0.0
3.53,2.0,0.0,0.0,0.0,0.0,0.0
3.54,2.0,0.0,0.0,0.0,0.0,0.0
3.55,2.0,0.0,0.0,0.0,0.0,0.0
3.56,2.0,0.0,0.0,0.0,0.0,0.0
3.57,2.0,0.0,0.0,0.0,0.0,0.0
3.58,2.0,0.0,0.0,0.0,0.0,0.0
3.59,2.0,0.0,0.0,0.0,0.0,0.0
3.6,2.0,0.0,0.0,0.0,0.0,0.0
3.61,2.0,0.0,0.0,0.0,0.0,0.0
3.62,2.0,0.0,0.0,0.0,0.0,0.0
3.63,2.0,0.0,0.0,0.0,0.0,0.0
3.64,2.0,0.0,0.0,0.0,0.0,0.0
3.65,2.0,0.0,0.0,0.0,0.0,0.0
3.66,2.0,0.0,0.0,0.0,0.0,0.0
3.67,2.0,0.0,1.0,0.0,1.0,0.0
3.68,2.0,0.0,2.0,0.0,2.0,0.0
3.69,2.0,0.0,3.0,0.0,3.0,0.0
3.7,2.0,0.0,4.0,0.0,4.0,0.0
3.71,2.0,0.0,5.0,0.0,5.0,0.0
3.72,2.0,0.0,6.0,0.0,6.0,0.0
3.73,2.0,0.0,7.0,0.0,7.0,0.0
3.74,2.0,0.0,8.0,0.0,8.0,0.0
3.75,2.0,0.0,9.0,0.0,9.0,0.0
3.76,2.0,0.0,10.0,0.0,10.0,0.0
3.77,2.0,0.0,11.0,0.0,11.0,0.0
3.78,2.0,0.0,12.0,0.0,12.0,0.0
3.79,2.0,0.0,13.0,0.0,13.0,0.0
3.8,2.0,0.0,14.0,0.0,14.0,0.0
3.81,2.0,0.0,15.0,0.0,15.0,0.0
3.82,2.0,0.0,16.0,0.0,16.0,0.0
3.83,2.0,0.0,17.0,0.0,17.0,0.0
3.84,2.0,0.0,18.0,0.0,18.0,0.0
3.85,2.0,0.0,19.0,0.0,19.0,0.0
3.86,2.0,0.0,20.0,0.0,20.0,0.0
3.87,2.0,0.0,21.0,0.0,21.0,0.0
3.88,2.0,0.0,22.0,0.0,22.0,0.0
3.89,2.0,0.0,23.0,0.0,23.0,0.0
3.9,2.0,0.0,24.0,0.0,24.0,0.0
3.91,2.0,0.0,25.0,0.0,25.0,0.0
3.92,2.0,0.0,26.0,0.0,26.0,0.0
3.93,2.0,0.0,27.0,0.0,27.0,0.0
3.94,2.0,0.0,28.0,0.0,28.0,0.0
3.95,2.0,0.0,29.0,0.0,29.0,0.0
3.96,2.0,0.0,30.0,0.0,30.0,0.0
3.97,2.0,0.0,31.0,0.0,31.0,0.0
3.98,2.0,0.0,32.0,0.0,32.0,0.0
3.99,2.0,0.0,33.0,0.0,33.0,0.0
4.0,2.0,0.0,34.0,0.0,34.0,0.0
4.01,2.0,0.0,35.0,0.0,35.0,0.0
4.02,2.0,0.0,36.0,0.0,36.0,0.0
4.03,2.0,0.0,37.0,0.0,37.0,0.0
4.04,2.0,0.0,38.0,0.0,38.0,0.0
4.05,2.0,0.0,39.0,0.0,39.0,0.0
4.06,2.0,0.0,40.0,0.0,40.0,0.0
4.07,2.0,0.0,41.0,0.0,41.0,0.0
4.08,2.0,0.0,42.0,0.0,42.0,0.0
4.09,2.0,0.0,43.0,0.0,43.0,0.0
4.1,2.0,0.0,44.0,0.0,44.0,0.0
4.11,2.0,0.0,45.0,0.0,45.0,0.0
4.12,2.0,0.0,46.0,0.0,46.0,0.0
4.13,2.0,0.0,47.0,0.0,47.0,0.0
4.14,2.0,0.0,48.0,0.0,48.0,0.0
4.15,2.0,0.0,49.0,0.0,49.0,0.0
4.16,2.0,0.0,50.0,0.0,50.0,0.0
4.17,2.0,0.0,51.0,0.0,51.0,0.0
4.18,2.0,0.0,52.0,0.0,52.0,0.0
4.19,2.0,0.0,53.0,0.0,53.0,0.0
4.2,2.0,0.0,54.0,0.0,54.0,0.0
4.21,2.0,0.0,55.0,0.0,55.0,0.0
4.22,2.0,0.0,56.0,0.0,56.0,0.0
4.23,2.0,0.0,57.0,0.0,57.0,0.0
4.24,2.0,0.0,58.0,0.0,58.0,0.0
4.25,2.0,0.0,59.0,0.0,59.0,0.0
4.26,2.0,0.0,60.0,0.0,60.0,0.0
4.27,2.0,0.0,61.0,0.0,61.0,0.0
4.28,2.0,0.0,62.0,0.0,62.0,0.0
4.29,2.0,0.0,63.0,0.0,63.0,0.0
4.3,2.0,0.0,64.0,0.0,64.0,0.0
4.31,2.0,0.0,65.0,0.0,65.0,0.0
4.32,2.0,0.0,66.0,0.0,66.0,0.0
4.33,2.0,0.0,67.0,0.0,67.0,0.0
4.34,2.0,0.0,68.0,0.0,68.0,0.0
4.35,2.0,0.0,69.0,0.0,69.0,0.0
4.36,2.0,0.0,70.0,0.0,70.0,0.0
4.37,2.0,0.0,0.0,0.0,0.0,1.0
4.38,2.0,0.0,0.0,0.0,0.0,1.0
4.39,2.0,0.0,0.0,0.0,0.0,1.0
4.4,2.0,0.0,0.0,0.0,0.0,1.0
4.41,2.0,0.0,0.0,0.0,0.0,1.0
4.42,2.0,0.0,0.0,0.0,0.0,1.0
4.43,2.0,0.0,0.0,0.0,0.0,1.0
4.44,2.0,0.0,0.0,0.0,0.0,1.0
4.45,2.0,0.0,0.0,0.0,0.0,1.0
4.46,2.0,0.0,0.0,0.0,0.0,1.0
4.47,2.0,0.0,0.0,0.0,0.0,1.0
4.48,2.0,0.0,0.0,0.0,0.0,1.0
4.49,2.0,0.0,0.0,0.0,0.0,1.0
4.5,2.0,0.0,0.0,0.0,0.0,1.0
4.51,2.0,0.0,0.0,0.0,0.0,1.0
4.52,2.0,0.0,0.0,0.0,0.0,1.0
4.53,2.0,0.0,0.0,0.0,0.0,1.0
4.54,2.0,0.0,0.0,0.0,0.0,1.0
4.55,2.0,0.0,0.0,0.0,0.0,1.0
4.56,2.0,0.0,0.0,0.0,0.0,1.0
4.57,2.0,0.0,0.0,0.0,0.0,1.0
4.58,2.0,0.0,0.0,0.0,0.0,1.0
4.59,2.0,0.0,0.0,0.0,0.0,1.0
4.6,2.0,0.0,0.0,0.0,0.0,1.0
4.61,2.0,0.0,0.0,0.0,0.0,1.0
4.62,2.0,0.0,0.0,0.0,0.0,1.0
4.63,2.0,0.0,0.0,0.0,0.0,1.0
4.64,2.0,0.0,0.0,0.0,0.0,1.0
4.65,2.0,0.0,0.0,0.0,0.0,1.0
4.66,2.0,0.0,0.0,0.0,0.0,1.0
4.67,2.0,0.0,0.0,0.0,0.0,1.0
4.68,2.0,0.0,0.0,0.0,0.0,1.0
4.69,2.0,0.0,0.0,0.0,0.0,1.0
4.7,2.0,0.0,0.0,0.0,0.0,1.0
4.71,2.0,0.0,0.0,0.0,0.0,1.0
4.72,2.0,0.0,0.0,0.0,0.0,1.0
4.73,2.0,0.0,0.0,0.0,0.0,1.0
4.74,2.0,0.0,0.0,0.0,0.0,1.0
4.75,2.0,0.0,0.0,0.0,0.0,1.0
4.76,2.0,0.0,0.0,0.0,0.0,1.0
4.77,2.0,0.0,0.0,0.0,0.0,1.0
4.78,2.0,0.0,0.0,0.0,0.0,1.0
4.79,2.0,0.0,0.0,0.0,0.0,1.0
4.8,2.0,0.0,0.0,0.0,0.0,1.0
4.81,2.0,0.0,0.0,0.0,0.0,1.0
4.82,2.0,0.0,0.0,0.0,0.0,1.0
4.83,2.0,0.0,0.0,0.0,0.0,1.0
4.84,2.0,0.0,0.0,0.0,0.0,1.0
4.85,2.0,0.0,0.0,0.0,0.0,1.0
4.86,2.0,0.0,0.0,0.0,0.0,1.0
4.87,2.0,0.0,0.0,0.0,0.0,1.0
4.88,2.0,0.0,0.0,0.0,0.0,1.0
4.89,2.0,0.0,0.0,0.0,0.0,1.0
4.9,2.0,0.0,0.0,0.0,0.0,1.0
4.91,2.0,0.0,0.0,0.0,0.0,1.0
4.92,2.0,0.0,0.0,0.0,0.0,1.0
4.93,2.0,0.0,0.0,0.0,0.0,1.0
4.94,2.0,0.0,0.0,0.0,0.0,1.0
4.95,2.0,0.0,0.0,0.0,0.0,1.0
