"time","outputs1","outputs2","outputs3","outputs4"
0.471,6.06771,3.7417,0.7,0
0.472,6.06731,3.74001,0.71,0
0.473,6.06672,3.7383,0.72,0
0.474,6.06593,3.73659,0.73,0
0.475,6.06494,3.73487,0.74,0
0.476,6.06373,3.73315,0.75,0
0.477,6.06231,3.73142,0.76,0
0.478,6.06066,3.72968,0.77,0
0.479,6.05878,3.72793,0.78,0
0.48,6.05666,3.72618,0.79,0
0.481,6.0543,3.72442,0.8,0
0.482,6.05169,3.72265,0.81,0
0.483,6.04882,3.72088,0.82,0
0.484,6.04569,3.7191,0.83,0
0.485,6.0423,3.71731,0.84,0
0.486,6.03864,3.71551,0.85,0
0.487,6.0347,3.71371,0.86,0
0.488,6.03048,3.7119,0.87,0
0.489,6.02598,3.71008,0.88,0
0.49,6.02119,3.70826,0.89,0
0.491,6.01611,3.70642,0.9,0
0.492,6.01074,3.70458,0.91,0
0.493,6.00507,3.70274,0.92,0
0.494,5.99911,3.70088,0.93,0
0.495,5.99284,3.69902,0.94,0
0.496,5.98628,3.69715,0.95,0
0.497,5.97941,3.69528,0.96,0
0.498,5.97223,3.6934,0.97,0
0.499,5.96475,3.6915,0.98,0
0.5,5.95696,3.68961,0.99,0
0.501,5.94887,3.6877,1,0
0.502,5.94046,3.68579,1.01,0
0.503,5.93176,3.68387,1.02,0
0.504,5.92274,3.68194,1.03,0
0.505,5.91342,3.68001,1.04,0
0.506,5.9038,3.67807,1.05,0
0.507,5.89388,3.67612,1.06,0
0.508,5.88365,3.67416,1.07,0
0.509,5.87313,3.67219,1.08,0
0.51,5.86231,3.67022,1.09,0
0.511,5.8512,3.66824,1.1,0
0.512,5.8398,3.66626,1.11,0
0.513,5.82812,3.66426,1.12,0
0.514,5.81615,3.66226,1.13,0
0.515,5.8039,3.66025,1.14,0
0.516,5.79138,3.65823,1.15,0
0.517,5.77858,3.65621,1.16,0
0.518,5.76552,3.65417,1.17,0
0.519,5.75221,3.65213,1.18,0
0.52,5.73863,3.65009,1.19,0
0.521,5.72481,3.64803,1.2,0
0.522,5.71074,3.64597,1.21,0
0.523,5.69644,3.6439,1.22,0
0.524,5.68191,3.64182,1.23,0
0.525,5.66715,3.63973,1.24,0
0.526,5.65217,3.63764,1.25,0
0.527,5.63698,3.63554,1.26,0
0.528,5.62159,3.63343,1.27,0
0.529,5.606,3.63131,1.28,0
0.53,5.59022,3.62919,1.29,0
0.531,5.57426,3.62706,1.3,0
0.532,5.55813,3.62492,1.31,0
0.533,5.54184,3.62277,1.32,0
0.534,5.52539,3.62061,1.33,0
0.535,5.50879,3.61845,1.34,0
0.536,5.49205,3.61628,1.35,0
0.537,5.47518,3.6141,1.36,0
0.538,5.45819,3.61191,1.37,0
0.539,5.44108,3.60972,1.38,0
0.54,5.42388,3.60752,1.39,0
0.541,5.40658,3.60531,1.4,0
0.542,5.38919,3.60309,1.41,0
0.543,5.37173,3.60086,1.42,0
0.544,5.35421,3.59863,1.43,0
0.545,5.33663,3.59639,1.44,0
0.546,5.319,3.59414,1.45,0
0.547,5.30134,3.59188,1.46,0
0.548,5.28365,3.58961,1.47,0
0.549,5.26594,3.58734,1.48,0
0.55,5.24823,3.58506,1.49,0
0.551,5.23052,3.58277,1.5,0
0.552,5.21282,3.58047,1.51,0
0.553,5.19515,3.57816,1.52,0
0.554,5.1775,3.57585,1.53,0
0.555,5.1599,3.57353,1.54,0
0.556,5.14236,3.5712,1.55,0
0.557,5.12487,3.56886,1.56,0
0.558,5.10746,3.56651,1.57,0
0.559,5.09013,3.56416,1.58,0
0.56,5.07289,3.5618,1.59,0
0.561,5.05575,3.55943,1.6,0
0.562,5.03872,3.55705,1.61,0
0.563,5.02181,3.55466,1.62,0
0.564,5.00502,3.55227,1.63,0
0.565,4.98838,3.54986,1.64,0
0.566,4.97188,3.54745,1.65,0
0.567,4.95554,3.54503,1.66,0
0.568,4.93936,3.5426,1.67,0
0.569,4.92335,3.54017,1.68,0
0.57,4.90752,3.53772,1.69,0
0.571,4.89188,3.53527,1.7,0
0.572,4.87644,3.53281,1.71,0
0.573,4.86121,3.53034,1.72,0
0.574,4.84618,3.52787,1.73,0
0.575,4.83138,3.52538,1.74,0
0.576,4.8168,3.52289,1.75,0
0.577,4.80246,3.52039,1.76,0
0.578,4.78835,3.51787,1.77,0
0.579,4.7745,3.51536,1.78,0
0.58,4.7609,3.51283,1.79,0
0.581,4.74755,3.51029,1.8,0
0.582,4.73448,3.50775,1.81,0
0.583,4.72167,3.5052,1.82,0
0.584,4.70914,3.50264,1.83,0
0.585,4.69689,3.50007,1.84,0
0.586,4.68493,3.49749,1.85,0
0.587,4.67326,3.49491,1.86,0
0.588,4.66188,3.49231,1.87,0
0.589,4.6508,3.48971,1.88,0
0.59,4.64002,3.4871,1.89,0
0.591,4.62955,3.48448,1.9,0
0.592,4.61939,3.48185,1.91,0
0.593,4.60954,3.47921,1.92,0
0.594,4.60001,3.47657,1.93,0
0.595,4.59078,3.47392,1.94,0
0.596,4.58188,3.47125,1.95,0
0.597,4.5733,3.46858,1.96,0
0.598,4.56504,3.4659,1.97,0
0.599,4.5571,3.46322,1.98,0
0.6,4.54948,3.46052,1.99,0
0.601,4.54218,3.45782,2,0
0.602,4.53521,3.4551,2.01,0
0.603,4.52856,3.45238,2.02,0
0.604,4.52223,3.44965,2.03,0
0.605,4.51623,3.44691,2.04,0
0.606,4.51054,3.44416,2.05,0
0.607,4.50517,3.44141,2.06,0
0.608,4.50012,3.43864,2.07,0
0.609,4.49538,3.43587,2.08,0
0.61,4.49095,3.43308,2.09,0
0.611,4.48683,3.43029,2.1,0
0.612,4.48302,3.42749,2.11,0
0.613,4.47951,3.42468,2.12,0
0.614,4.4763,3.42187,2.13,0
0.615,4.47338,3.41904,2.14,0
0.616,4.47076,3.4162,2.15,0
0.617,4.46842,3.41336,2.16,0
0.618,4.46636,3.41051,2.17,0
0.619,4.46458,3.40765,2.18,0
0.62,4.46307,3.40478,2.19,0
0.621,4.46183,3.4019,2.2,0
0.622,4.46085,3.39901,2.21,0
0.623,4.46012,3.39611,2.22,0
0.624,4.45964,3.39321,2.23,0
0.625,4.4594,3.39029,2.24,0
0.626,4.45939,3.38737,2.25,0
0.627,4.45961,3.38444,2.26,0
0.628,4.46005,3.3815,2.27,0
0.629,4.46071,3.37855,2.28,0
0.63,4.46157,3.37559,2.29,0
0.631,4.46263,3.37262,2.3,0
0.632,4.46388,3.36964,2.31,0
0.633,4.4653,3.36666,2.32,0
0.634,4.46691,3.36366,2.33,0
0.635,4.46867,3.36066,2.34,0
0.636,4.4706,3.35765,2.35,0
0.637,4.47267,3.35462,2.36,0
0.638,4.47487,3.35159,2.37,0
0.639,4.47721,3.34855,2.38,0
0.64,4.47967,3.3455,2.39,0
0.641,4.48224,3.34245,2.4,0
0.642,4.48491,3.33938,2.41,0
0.643,4.48767,3.3363,2.42,0
0.644,4.49051,3.33322,2.43,0
0.645,4.49343,3.33013,2.44,0
0.646,4.49641,3.32702,2.45,0
0.647,4.49944,3.32391,2.46,0
0.648,4.50252,3.32079,2.47,0
0.649,4.50563,3.31766,2.48,0
0.65,4.50876,3.31452,2.49,0
0.651,4.51191,3.31137,2.5,0
0.652,4.51507,3.30821,2.51,0
0.653,4.51821,3.30505,2.52,0
0.654,4.52135,3.30187,2.53,0
0.655,4.52445,3.29868,2.54,0
0.656,4.52752,3.29549,2.55,0
0.657,4.53055,3.29228,2.56,0
0.658,4.53352,3.28907,2.57,0
0.659,4.53643,3.28585,2.58,0
0.66,4.53927,3.28262,2.59,0
0.661,4.54202,3.27938,2.6,0
0.662,4.54468,3.27613,2.61,0
0.663,4.54723,3.27287,2.62,0
0.664,4.54968,3.2696,2.63,0
0.665,4.55201,3.26632,2.64,0
0.666,4.5542,3.26303,2.65,0
0.667,4.55626,3.25974,2.66,0
0.668,4.55818,3.25643,2.67,0
0.669,4.55993,3.25312,2.68,0
0.67,4.56153,3.24979,2.69,0
0.671,4.56295,3.24646,2.7,0
0.672,4.5642,3.24311,2.71,0
0.673,4.56526,3.23976,2.72,0
0.674,4.56612,3.2364,2.73,0
0.675,4.56678,3.23303,2.74,0
0.676,4.56723,3.22965,2.75,0
0.677,4.56747,3.22626,2.76,0
0.678,4.56748,3.22286,2.77,0
0.679,4.56726,3.21945,2.78,0
0.68,4.56681,3.21603,2.79,0
0.681,4.56612,3.2126,2.8,0
0.682,4.56518,3.20916,2.81,0
0.683,4.56398,3.20572,2.82,0
0.684,4.56253,3.20226,2.83,0
0.685,4.56081,3.19879,2.84,0
0.686,4.55883,3.19532,2.85,0
0.687,4.55657,3.19183,2.86,0
0.688,4.55404,3.18834,2.87,0
0.689,4.55122,3.18483,2.88,0
0.69,4.54812,3.18132,2.89,0
0.691,4.54474,3.1778,2.9,0
0.692,4.54106,3.17426,2.91,0
0.693,4.53709,3.17072,2.92,0
0.694,4.53282,3.16717,2.93,0
0.695,4.52826,3.16361,2.94,0
0.696,4.52339,3.16004,2.95,0
0.697,4.51823,3.15646,2.96,0
0.698,4.51276,3.15286,2.97,0
0.699,4.50699,3.14926,2.98,0
0.7,4.50091,3.14565,2.99,0
0.701,4.49453,3.14203,3,0
0.702,4.48785,3.13841,3.01,0
0.703,4.48086,3.13477,3.02,0
0.704,4.47357,3.13112,3.03,0
0.705,4.46597,3.12746,3.04,0
0.706,4.45808,3.12379,3.05,0
0.707,4.44988,3.12011,3.06,0
0.708,4.44139,3.11643,3.07,0
0.709,4.4326,3.11273,3.08,0
0.71,4.42351,3.10902,3.09,0
0.711,4.41414,3.1053,3.1,0
0.712,4.40448,3.10158,3.11,0
0.713,4.39453,3.10471,3.11313,0
0.714,4.38431,3.10784,3.11626,0
0.715,4.37381,3.11096,3.11938,0
0.716,4.36303,3.11408,3.1225,0
0.717,4.35199,3.11719,3.12561,0
0.718,4.34069,3.12029,3.12872,0
0.719,4.32912,3.1234,3.13182,0
0.72,4.31731,3.12649,3.13492,0
0.721,4.30525,3.12959,3.13801,0
0.722,4.29294,3.13267,3.1411,0
0.723,4.2804,3.13576,3.14418,0
0.724,4.26763,3.13883,3.14726,0
0.725,4.25464,3.14191,3.15033,0
0.726,4.24144,3.14497,3.1534,0
0.727,4.22802,3.14804,3.15646,0
0.728,4.21441,3.1511,3.15952,0
0.729,4.20059,3.15415,3.16257,0
0.73,4.1866,3.1572,3.16562,0
0.731,4.17242,3.16024,3.16866,0
0.732,4.15808,3.16328,3.1717,0
0.733,4.14357,3.16631,3.17473,0
0.734,4.1289,3.16934,3.17776,0
0.735,4.11409,3.17236,3.18078,0
0.736,4.09915,3.17538,3.1838,0
