"time","outputs1","outputs2","outputs3","outputs4"
1.349,2.90356,2.46703,2.47545,2.48724
1.35,2.89357,2.46703,2.47545,2.48724
1.351,2.88357,2.46703,2.47545,2.48724
1.352,2.87357,2.46703,2.47545,2.48724
1.353,2.86359,2.46703,2.47545,2.48724
1.354,2.85364,2.46703,2.47545,2.48724
1.355,2.84372,2.46703,2.47545,2.48724
1.356,2.83384,2.46703,2.47545,2.48724
1.357,2.82402,2.46703,2.47545,2.48724
1.358,2.81426,2.46703,2.47545,2.48724
1.359,2.80457,2.46703,2.47545,2.48724
1.36,2.79497,2.46703,2.47545,2.48724
1.361,2.78546,2.46703,2.47545,2.48724
1.362,2.77605,2.46703,2.47545,2.48724
1.363,2.76675,2.46703,2.47545,2.48724
1.364,2.75757,2.46703,2.47545,2.48724
1.365,2.74853,2.46703,2.47545,2.48724
1.366,2.73962,2.46703,2.47545,2.48724
1.367,2.73085,2.46703,2.47545,2.48724
1.368,2.72225,2.46703,2.47545,2.48724
1.369,2.7138,2.46703,2.47545,2.48724
1.37,2.70553,2.46703,2.47545,2.48724
1.371,2.69744,2.46703,2.47545,2.48724
1.372,2.68954,2.46703,2.47545,2.48724
1.373,2.68183,2.46703,2.47545,2.48724
1.374,2.67433,2.46703,2.47545,2.48724
1.375,2.66704,2.46703,2.47545,2.48724
1.376,2.65997,2.46703,2.47545,2.48724
1.377,2.65313,2.46703,2.47545,2.48724
1.378,2.64651,2.46703,2.47545,2.48724
1.379,2.64014,2.46703,2.47545,2.48724
1.38,2.63401,2.46703,2.47545,2.48724
1.381,2.62813,2.46703,2.47545,2.48724
1.382,2.62251,2.46703,2.47545,2.48724
1.383,2.61715,2.46703,2.47545,2.48724
1.384,2.61206,2.46703,2.47545,2.48724
1.385,2.60725,2.46703,2.47545,2.48724
1.386,2.60271,2.46703,2.47545,2.48724
1.387,2.59845,2.46703,2.47545,2.48724
1.388,2.59448,2.46703,2.47545,2.48724
1.389,2.5908,2.46703,2.47545,2.48724
1.39,2.58741,2.46703,2.47545,2.48724
1.391,2.58432,2.46703,2.47545,2.48724
1.392,2.58153,2.46703,2.47545,2.48724
1.393,2.57904,2.46703,2.47545,2.48724
1.394,2.57686,2.46703,2.47545,2.48724
1.395,2.57499,2.46703,2.47545,2.48724
1.396,2.57342,2.46703,2.47545,2.48724
1.397,2.57217,2.46703,2.47545,2.48724
1.398,2.57123,2.46703,2.47545,2.48724
1.399,2.5706,2.46703,2.47545,2.48724
1.4,2.57029,2.46703,2.47545,2.48724
1.401,2.57029,2.46703,2.47545,2.48724
1.402,2.5706,2.46703,2.47545,2.48724
1.403,2.57123,2.46703,2.47545,2.48724
1.404,2.57217,2.46703,2.47545,2.48724
1.405,2.57342,2.46703,2.47545,2.48724
1.406,2.57499,2.46703,2.47545,2.48724
1.407,2.57686,2.46703,2.47545,2.48724
1.408,2.57904,2.46703,2.47545,2.48724
1.409,2.58153,2.46703,2.47545,2.48724
1.41,2.58432,2.46703,2.47545,2.48724
1.411,2.58741,2.46703,2.47545,2.48724
1.412,2.5908,2.46703,2.47545,2.48724
1.413,2.59448,2.46703,2.47545,2.48724
1.414,2.59845,2.46703,2.47545,2.48724
1.415,2.60271,2.46703,2.47545,2.48724
1.416,2.60725,2.46703,2.47545,2.48724
1.417,2.61206,2.46703,2.47545,2.48724
1.418,2.61715,2.46703,2.47545,2.48724
1.419,2.62251,2.46703,2.47545,2.48724
1.42,2.62813,2.46703,2.47545,2.48724
1.421,2.63401,2.46703,2.47545,2.48724
1.422,2.64014,2.46703,2.47545,2.48724
1.423,2.64651,2.46703,2.47545,2.48724
1.424,2.65313,2.46703,2.47545,2.48724
1.425,2.65997,2.46703,2.47545,2.48724
1.426,2.66704,2.46703,2.47545,2.48724
1.427,2.67433,2.46703,2.47545,2.48724
1.428,2.68183,2.46703,2.47545,2.48724
1.429,2.68954,2.46703,2.47545,2.48724
1.43,2.69744,2.46703,2.47545,2.48724
1.431,2.70553,2.46703,2.47545,2.48724
1.432,2.7138,2.46703,2.47545,2.48724
1.433,2.72225,2.46703,2.47545,2.48724
1.434,2.73085,2.46703,2.47545,2.48724
1.435,2.73962,2.46703,2.47545,2.48724
1.436,2.74853,2.46703,2.47545,2.48724
1.437,2.75757,2.46703,2.47545,2.48724
1.438,2.76675,2.46703,2.47545,2.48724
1.439,2.77605,2.46703,2.47545,2.48724
1.44,2.78546,2.46703,2.47545,2.48724
1.441,2.79497,2.46703,2.47545,2.48724
1.442,2.80457,2.46703,2.47545,2.48724
1.443,2.81426,2.46703,2.47545,2.48724
1.444,2.82402,2.46703,2.47545,2.48724
1.445,2.83384,2.46703,2.47545,2.48724
1.446,2.84372,2.46703,2.47545,2.48724
1.447,2.85364,2.46703,2.47545,2.48724
1.448,2.86359,2.46703,2.47545,2.48724
1.449,2.87357,2.46703,2.47545,2.48724
1.45,2.88357,2.46703,2.47545,2.48724
1.451,2.89357,2.46703,2.47545,2.48724
1.452,2.90356,2.46703,2.47545,2.48724
1.453,2.91354,2.46703,2.47545,2.48724
1.454,2.9235,2.46703,2.47545,2.48724
1.455,2.93342,2.46703,2.47545,2.48724
1.456,2.9433,2.46703,2.47545,2.48724
1.457,2.95312,2.46703,2.47545,2.48724
1.458,2.96288,2.46703,2.47545,2.48724
1.459,2.97257,2.46703,2.47545,2.48724
1.46,2.98217,2.46703,2.47545,2.48724
1.461,2.99168,2.46703,2.47545,2.48724
1.462,3.00109,2.46703,2.47545,2.48724
1.463,3.01039,2.46703,2.47545,2.48724
1.464,3.01956,2.46703,2.47545,2.48724
1.465,3.02861,2.46703,2.47545,2.48724
1.466,3.03752,2.46703,2.47545,2.48724
1.467,3.04628,2.46703,2.47545,2.48724
1.468,3.05489,2.46703,2.47545,2.48724
1.469,3.06334,2.46703,2.47545,2.48724
1.47,3.07161,2.46703,2.47545,2.48724
1.471,3.0797,2.46703,2.47545,2.48724
1.472,3.0876,2.46703,2.47545,2.48724
1.473,3.0953,2.46703,2.47545,2.48724
1.474,3.1028,2.46703,2.47545,2.48724
1.475,3.11009,2.46703,2.47545,2.48724
1.476,3.11716,2.46703,2.47545,2.48724
1.477,3.12401,2.46703,2.47545,2.48724
1.478,3.13062,2.46703,2.47545,2.48724
1.479,3.137,2.46703,2.47545,2.48724
1.48,3.14313,2.46703,2.47545,2.48724
1.481,3.149,2.46703,2.47545,2.48724
1.482,3.15463,2.46703,2.47545,2.48724
1.483,3.15998,2.46703,2.47545,2.48724
1.484,3.16507,2.46703,2.47545,2.48724
1.485,3.16989,2.46703,2.47545,2.48724
1.486,3.17443,2.46703,2.47545,2.48724
1.487,3.17869,2.46703,2.47545,2.48724
1.488,3.18266,2.46703,2.47545,2.48724
1.489,3.18634,2.46703,2.47545,2.48724
1.49,3.18973,2.46703,2.47545,2.48724
1.491,3.19282,2.46703,2.47545,2.48724
1.492,3.19561,2.46703,2.47545,2.48724
1.493,3.1981,2.46703,2.47545,2.48724
1.494,3.20028,2.46703,2.47545,2.48724
1.495,3.20215,2.46703,2.47545,2.48724
1.496,3.20372,2.46703,2.47545,2.48724
1.497,3.20497,2.46703,2.47545,2.48724
1.498,3.20591,2.46703,2.47545,2.48724
1.499,3.20654,2.46703,2.47545,2.48724
1.5,3.20685,2.46703,2.47545,2.48724
