"time","h","der(h)","v","der(v)"
0.776,0.490177,-0.057879,-0.057879,-9.81
0.78,0.490005,-0.097119,-0.097119,-9.81
0.784,0.48944,-0.136359,-0.136359,-9.81
0.788,0.488874,-0.175599,-0.175599,-9.81
0.792,0.488113,-0.214839,-0.214839,-9.81
0.796,0.487156,-0.254079,-0.254079,-9.81
0.8,0.486198,-0.293319,-0.293319,-9.81
0.804,0.484848,-0.332559,-0.332559,-9.81
0.808,0.483499,-0.371799,-0.371799,-9.81
0.812,0.481953,-0.411039,-0.411039,-9.81
0.816,0.48021,-0.450279,-0.450279,-9.81
0.82,0.478468,-0.489519,-0.489519,-9.81
0.824,0.476333,-0.528759,-0.528759,-9.81
0.828,0.474199,-0.567999,-0.567999,-9.81
0.832,0.471868,-0.607239,-0.607239,-9.81
0.836,0.469341,-0.646479,-0.646479,-9.81
0.84,0.466814,-0.685719,-0.685719,-9.81
0.844,0.463894,-0.724959,-0.724959,-9.81
0.848,0.460975,-0.764199,-0.764199,-9.81
0.852,0.457859,-0.803439,-0.803439,-9.81
0.856,0.454547,-0.842679,-0.842679,-9.81
0.86,0.451235,-0.881919,-0.881919,-9.81
0.864,0.447531,-0.921159,-0.921159,-9.81
0.868,0.443827,-0.960399,-0.960399,-9.81
0.872,0.439927,-0.999639,-0.999639,-9.81
0.876,0.43583,-1.03888,-1.03888,-9.81
0.88,0.431733,-1.07812,-1.07812,-9.81
0.884,0.427244,-1.11736,-1.11736,-9.81
0.888,0.422755,-1.1566,-1.1566,-9.81
0.892,0.41807,-1.19584,-1.19584,-9.81
0.896,0.413188,-1.23508,-1.23508,-9.81
0.9,0.408307,-1.27432,-1.27432,-9.81
0.904,0.403033,-1.31356,-1.31356,-9.81
0.908,0.397759,-1.3528,-1.3528,-9.81
0.912,0.392289,-1.39204,-1.39204,-9.81
0.916,0.386623,-1.43128,-1.43128,-9.81
0.92,0.380957,-1.47052,-1.47052,-9.81
0.924,0.374898,-1.50976,-1.50976,-9.81
0.928,0.368839,-1.549,-1.549,-9.81
0.932,0.362584,-1.58824,-1.58824,-9.81
0.936,0.356133,-1.62748,-1.62748,-9.81
0.94,0.349682,-1.66672,-1.66672,-9.81
0.944,0.342839,-1.70596,-1.70596,-9.81
0.948,0.335995,-1.7452,-1.7452,-9.81
0.952,0.328956,-1.78444,-1.78444,-9.81
0.956,0.32172,-1.82368,-1.82368,-9.81
0.96,0.314484,-1.86292,-1.86292,-9.81
0.964,0.306856,-1.90216,-1.90216,-9.81
0.968,0.299228,-1.9414,-1.9414,-9.81
0.972,0.291403,-1.98064,-1.98064,-9.81
0.976,0.283382,-2.01988,-2.01988,-9.81
0.98,0.275362,-2.05912,-2.05912,-9.81
0.984,0.266949,-2.09836,-2.09836,-9.81
0.988,0.258536,-2.1376,-2.1376,-9.81
0.992,0.249926,-2.17684,-2.17684,-9.81
0.996,0.241121,-2.21608,-2.21608,-9.81
1,0.232316,-2.25532,-2.25532,-9.81
1.004,0.223118,-2.29456,-2.29456,-9.81
1.008,0.21392,-2.3338,-2.3338,-9.81
1.012,0.204526,-2.37304,-2.37304,-9.81
1.016,0.194935,-2.41228,-2.41228,-9.81
1.02,0.185345,-2.45152,-2.45152,-9.81
1.024,0.175363,-2.49076,-2.49076,-9.81
1.028,0.16538,-2.53,-2.53,-9.81
1.032,0.155201,-2.56924,-2.56924,-9.81
1.036,0.144826,-2.60848,-2.60848,-9.81
1.04,0.134451,-2.64772,-2.64772,-9.81
1.044,0.123683,-2.68696,-2.68696,-9.81
1.048,0.112916,-2.7262,-2.7262,-9.81
1.052,0.101952,-2.76544,-2.76544,-9.81
1.056,0.0907925,-2.80468,-2.80468,-9.81
1.06,0.0796327,-2.84392,-2.84392,-9.81
1.064,0.0680804,-2.88316,-2.88316,-9.81
1.068,0.0565282,-2.9224,-2.9224,-9.81
1.072,0.0447797,-2.96164,-2.96164,-9.81
1.076,0.032835,-3.00088,-3.00088,-9.81
1.08,0.0208904,-3.04012,-3.04012,-9.81
1.084,0.0148953,-0.965382,-0.965382,-9.81
1.088,0.00890013,1.10935,1.10935,-9.81
1.092,0.0101077,2.1271,2.1271,-9.81
1.096,0.018518,2.08786,2.08786,-9.81
1.1,0.0269283,2.04862,2.04862,-9.81
1.104,0.0349463,2.00938,2.00938,-9.81
1.108,0.0429642,1.97014,1.97014,-9.81
1.112,0.0507859,1.9309,1.9309,-9.81
1.116,0.0584114,1.89166,1.89166,-9.81
1.12,0.0660369,1.85242,1.85242,-9.81
1.124,0.07327,1.81318,1.81318,-9.81
1.128,0.0805031,1.77394,1.77394,-9.81
1.132,0.08754,1.7347,1.7347,-9.81
1.136,0.0943807,1.69546,1.69546,-9.81
1.14,0.101221,1.65622,1.65622,-9.81
1.144,0.10767,1.61698,1.61698,-9.81
1.148,0.114118,1.57774,1.57774,-9.81
1.152,0.12037,1.5385,1.5385,-9.81
1.156,0.126426,1.49926,1.49926,-9.81
1.16,0.132482,1.46002,1.46002,-9.81
1.164,0.138145,1.42078,1.42078,-9.81
1.168,0.143809,1.38154,1.38154,-9.81
1.172,0.149276,1.3423,1.3423,-9.81
1.176,0.154547,1.30306,1.30306,-9.81
1.18,0.159819,1.26382,1.26382,-9.81
1.184,0.164697,1.22458,1.22458,-9.81
1.188,0.169576,1.18534,1.18534,-9.81
1.192,0.174258,1.1461,1.1461,-9.81
1.196,0.178745,1.10686,1.10686,-9.81
1.2,0.183231,1.06762,1.06762,-9.81
1.204,0.187325,1.02838,1.02838,-9.81
1.208,0.191419,0.989142,0.989142,-9.81
1.212,0.195317,0.949902,0.949902,-9.81
1.216,0.199018,0.910662,0.910662,-9.81
1.22,0.20272,0.871422,0.871422,-9.81
1.224,0.206029,0.832182,0.832182,-9.81
1.228,0.209338,0.792942,0.792942,-9.81
1.232,0.212451,0.753702,0.753702,-9.81
1.236,0.215367,0.714462,0.714462,-9.81
1.24,0.218284,0.675222,0.675222,-9.81
1.244,0.220808,0.635982,0.635982,-9.81
1.248,0.223333,0.596742,0.596742,-9.81
1.252,0.225661,0.557502,0.557502,-9.81
1.256,0.227793,0.518262,0.518262,-9.81
1.26,0.229925,0.479022,0.479022,-9.81
1.264,0.231664,0.439782,0.439782,-9.81
1.268,0.233404,0.400542,0.400542,-9.81
1.272,0.234947,0.361302,0.361302,-9.81
1.276,0.236294,0.322062,0.322062,-9.81
1.28,0.237641,0.282822,0.282822,-9.81
1.284,0.238596,0.243582,0.243582,-9.81
1.288,0.239551,0.204342,0.204342,-9.81
1.292,0.240309,0.165102,0.165102,-9.81
1.296,0.240871,0.125862,0.125862,-9.81
1.3,0.241434,0.0866223,0.0866223,-9.81
1.304,0.241604,0.0473823,0.0473823,-9.81
1.308,0.241774,0.0081423,0.0081423,-9.81
1.312,0.241747,-0.0310977,-0.0310977,-9.81
1.316,0.241525,-0.0703377,-0.0703377,-9.81
1.32,0.241302,-0.109578,-0.109578,-9.81
1.324,0.240687,-0.148818,-0.148818,-9.81
1.328,0.240073,-0.188058,-0.188058,-9.81
1.332,0.239261,-0.227298,-0.227298,-9.81
1.336,0.238254,-0.266538,-0.266538,-9.81
1.34,0.237247,-0.305778,-0.305778,-9.81
1.344,0.235847,-0.345018,-0.345018,-9.81
1.348,0.234448,-0.384258,-0.384258,-9.81
1.352,0.232852,-0.423498,-0.423498,-9.81
1.356,0.23106,-0.462738,-0.462738,-9.81
1.36,0.229267,-0.501978,-0.501978,-9.81
1.364,0.227083,-0.541218,-0.541218,-9.81
1.368,0.224898,-0.580458,-0.580458,-9.81
1.372,0.222518,-0.619698,-0.619698,-9.81
1.376,0.219941,-0.658938,-0.658938,-9.81
1.38,0.217364,-0.698178,-0.698178,-9.81
1.384,0.214395,-0.737418,-0.737418,-9.81
1.388,0.211425,-0.776658,-0.776658,-9.81
1.392,0.20826,-0.815898,-0.815898,-9.81
1.396,0.204898,-0.855138,-0.855138,-9.81
1.4,0.201537,-0.894378,-0.894378,-9.81
1.404,0.197782,-0.933618,-0.933618,-9.81
1.408,0.194028,-0.972858,-0.972858,-9.81
1.412,0.190078,-1.0121,-1.0121,-9.81
1.416,0.185932,-1.05134,-1.05134,-9.81
1.42,0.181785,-1.09058,-1.09058,-9.81
1.424,0.177246,-1.12982,-1.12982,-9.81
1.428,0.172707,-1.16906,-1.16906,-9.81
1.432,0.167972,-1.2083,-1.2083,-9.81
1.436,0.163041,-1.24754,-1.24754,-9.81
1.44,0.15811,-1.28678,-1.28678,-9.81
1.444,0.152786,-1.32602,-1.32602,-9.81
1.448,0.147462,-1.36526,-1.36526,-9.81
1.452,0.141942,-1.4045,-1.4045,-9.81
1.456,0.136226,-1.44374,-1.44374,-9.81
1.46,0.13051,-1.48298,-1.48298,-9.81
1.464,0.124402,-1.52222,-1.52222,-9.81
1.468,0.118293,-1.56146,-1.56146,-9.81
1.472,0.111988,-1.6007,-1.6007,-9.81
1.476,0.105488,-1.63994,-1.63994,-9.81
1.48,0.0989867,-1.67918,-1.67918,-9.81
1.484,0.0920934,-1.71842,-1.71842,-9.81
1.488,0.0852001,-1.75766,-1.75766,-9.81
1.492,0.0781106,-1.7969,-1.7969,-9.81
1.496,0.070825,-1.83614,-1.83614,-9.81
1.5,0.0635393,-1.87538,-1.87538,-9.81
1.504,0.0558612,-1.91462,-1.91462,-9.81
1.508,0.0481831,-1.95386,-1.95386,-9.81
1.512,0.0403088,-1.9931,-1.9931,-9.81
1.516,0.0322383,-2.03234,-2.03234,-9.81
1.52,0.0241678,-2.07158,-2.07158,-9.81
1.524,0.0157049,-2.11082,-2.11082,-9.81
1.528,0.00724203,-2.15006,-2.15006,-9.81
1.532,0.00453783,-1.44494,-1.44494,-9.81
1.536,0.00759232,0.00454595,0.00454595,-9.81
1.54,0.0106468,1.45403,1.45403,-9.81
1.544,0.0162863,1.41479,1.41479,-9.81
1.548,0.0219259,1.37555,1.37555,-9.81
1.552,0.0273692,1.33631,1.33631,-9.81
1.556,0.0326163,1.29707,1.29707,-9.81
1.56,0.0378635,1.25783,1.25783,-9.81
1.564,0.0427182,1.21859,1.21859,-9.81
1.568,0.0475729,1.17935,1.17935,-9.81
1.572,0.0522315,1.14011,1.14011,-9.81
1.576,0.0566938,1.10087,1.10087,-9.81
1.58,0.0611561,1.06163,1.06163,-9.81
1.584,0.0652261,1.02239,1.02239,-9.81
1.588,0.069296,0.983148,0.983148,-9.81
1.592,0.0731697,0.943908,0.943908,-9.81
1.596,0.0768473,0.904668,0.904668,-9.81
1.6,0.0805248,0.865428,0.865428,-9.81
1.604,0.0838099,0.826188,0.826188,-9.81
1.608,0.0870951,0.786948,0.786948,-9.81
1.612,0.090184,0.747708,0.747708,-9.81
1.616,0.0930767,0.708468,0.708468,-9.81
1.62,0.0959695,0.669228,0.669228,-9.81
1.624,0.0984698,0.629988,0.629988,-9.81
1.628,0.10097,0.590748,0.590748,-9.81
1.632,0.103274,0.551508,0.551508,-9.81
1.636,0.105382,0.512268,0.512268,-9.81
1.64,0.10749,0.473028,0.473028,-9.81
1.644,0.109206,0.433788,0.433788,-9.81
1.648,0.110921,0.394548,0.394548,-9.81
1.652,0.112441,0.355308,0.355308,-9.81
1.656,0.113764,0.316068,0.316068,-9.81
1.66,0.115087,0.276828,0.276828,-9.81
1.664,0.116018,0.237588,0.237588,-9.81
1.668,0.116948,0.198348,0.198348,-9.81
1.672,0.117683,0.159108,0.159108,-9.81
1.676,0.118221,0.119868,0.119868,-9.81
1.68,0.118759,0.0806284,0.0806284,-9.81
1.684,0.118905,0.0413884,0.0413884,-9.81
1.688,0.119051,0.00214839,0.00214839,-9.81
1.692,0.119001,-0.0370916,-0.0370916,-9.81
1.696,0.118755,-0.0763316,-0.0763316,-9.81
1.7,0.118508,-0.115572,-0.115572,-9.81
1.704,0.117869,-0.154812,-0.154812,-9.81
1.708,0.11723,-0.194052,-0.194052,-9.81
1.712,0.116395,-0.233292,-0.233292,-9.81
1.716,0.115364,-0.272532,-0.272532,-9.81
1.72,0.114333,-0.311772,-0.311772,-9.81
1.724,0.112909,-0.351012,-0.351012,-9.81
1.728,0.111485,-0.390252,-0.390252,-9.81
1.732,0.109866,-0.429492,-0.429492,-9.81
1.736,0.10805,-0.468732,-0.468732,-9.81
1.74,0.106233,-0.507972,-0.507972,-9.81
1.744,0.104025,-0.547212,-0.547212,-9.81
1.748,0.101817,-0.586452,-0.586452,-9.81
1.752,0.0994119,-0.625692,-0.625692,-9.81
1.756,0.096811,-0.664932,-0.664932,-9.81
1.76,0.0942101,-0.704172,-0.704172,-9.81
1.764,0.0912169,-0.743412,-0.743412,-9.81
1.768,0.0882236,-0.782652,-0.782652,-9.81
1.772,0.0850342,-0.821892,-0.821892,-9.81
1.776,0.0816485,-0.861132,-0.861132,-9.81
1.78,0.0782628,-0.900372,-0.900372,-9.81
1.784,0.0744848,-0.939612,-0.939612,-9.81
1.788,0.0707067,-0.978852,-0.978852,-9.81
1.792,0.0667324,-1.01809,-1.01809,-9.81
1.796,0.062562,-1.05733,-1.05733,-9.81
1.8,0.0583915,-1.09657,-1.09657,-9.81
1.804,0.0538286,-1.13581,-1.13581,-9.81
1.808,0.0492658,-1.17505,-1.17505,-9.81
1.812,0.0445067,-1.21429,-1.21429,-9.81
1.816,0.0395514,-1.25353,-1.25353,-9.81
1.82,0.0345962,-1.29277,-1.29277,-9.81
1.824,0.0292485,-1.33201,-1.33201,-9.81
1.828,0.0239008,-1.37125,-1.37125,-9.81
1.832,0.018357,-1.41049,-1.41049,-9.81
1.836,0.0126169,-1.44973,-1.44973,-9.81
1.84,0.00687682,-1.48897,-1.48897,-9.81
1.844,0.00597363,-0.482357,-0.482357,-9.81
1.848,0.00507044,0.524258,0.524258,-9.81
1.852,0.00658568,1.00795,1.00795,-9.81
1.856,0.0105194,0.968705,0.968705,-9.81
1.86,0.014453,0.929465,0.929465,-9.81
1.864,0.0179943,0.890225,0.890225,-9.81
1.868,0.0215356,0.850985,0.850985,-9.81
1.872,0.0248807,0.811745,0.811745,-9.81
1.876,0.0280296,0.772505,0.772505,-9.81
1.88,0.0311784,0.733265,0.733265,-9.81
1.884,0.0339349,0.694025,0.694025,-9.81
1.888,0.0366914,0.654785,0.654785,-9.81
1.892,0.0392517,0.615545,0.615545,-9.81
1.896,0.0416158,0.576305,0.576305,-9.81
1.9,0.0439798,0.537065,0.537065,-9.81
1.904,0.0459515,0.497825,0.497825,-9.81
1.908,0.0479232,0.458585,0.458585,-9.81
1.912,0.0496987,0.419345,0.419345,-9.81
1.916,0.051278,0.380105,0.380105,-9.81
1.92,0.0528572,0.340865,0.340865,-9.81
1.924,0.0540441,0.301625,0.301625,-9.81
1.928,0.055231,0.262385,0.262385,-9.81
1.932,0.0562217,0.223145,0.223145,-9.81
1.936,0.0570162,0.183905,0.183905,-9.81
1.94,0.0578106,0.144665,0.144665,-9.81
1.944,0.0582127,0.105425,0.105425,-9.81
1.948,0.0586148,0.0661851,0.0661851,-9.81
1.952,0.0588207,0.0269451,0.0269451,-9.81
1.956,0.0588304,-0.0122949,-0.0122949,-9.81
1.96,0.0588401,-0.0515349,-0.0515349,-9.81
1.964,0.0584573,-0.0907749,-0.0907749,-9.81
1.968,0.0580746,-0.130015,-0.130015,-9.81
1.972,0.0574957,-0.169255,-0.169255,-9.81
1.976,0.0567206,-0.208495,-0.208495,-9.81
1.98,0.0559455,-0.247735,-0.247735,-9.81
1.984,0.0547779,-0.286975,-0.286975,-9.81
1.988,0.0536104,-0.326215,-0.326215,-9.81
1.992,0.0522467,-0.365455,-0.365455,-9.81
1.996,0.0506868,-0.404695,-0.404695,-9.81
2,0.0491269,-0.443935,-0.443935,-9.81
2.004,0.0471745,-0.483175,-0.483175,-9.81
2.008,0.0452222,-0.522415,-0.522415,-9.81
2.012,0.0430737,-0.561655,-0.561655,-9.81
2.016,0.040729,-0.600895,-0.600895,-9.81
2.02,0.0383843,-0.640135,-0.640135,-9.81
2.024,0.0356471,-0.679375,-0.679375,-9.81
2.028,0.03291,-0.718615,-0.718615,-9.81
2.032,0.0299767,-0.757855,-0.757855,-9.81
2.036,0.0268472,-0.797095,-0.797095,-9.81
2.04,0.0237177,-0.836335,-0.836335,-9.81
2.044,0.0201957,-0.875575,-0.875575,-9.81
2.048,0.0166738,-0.914815,-0.914815,-9.81
2.052,0.0129557,-0.954055,-0.954055,-9.81
2.056,0.00904139,-0.993295,-0.993295,-9.81
2.06,0.00512707,-1.03253,-1.03253,-9.81
2.064,0.00449773,-0.336297,-0.336297,-9.81
2.068,0.0038684,0.359941,0.359941,-9.81
2.072,0.00488157,0.688439,0.688439,-9.81
2.076,0.00753723,0.649199,0.649199,-9.81
2.08,0.0101929,0.609959,0.609959,-9.81
2.084,0.0124561,0.570719,0.570719,-9.81
2.088,0.0147194,0.531479,0.531479,-9.81
2.092,0.0167865,0.492239,0.492239,-9.81
2.096,0.0186573,0.452999,0.452999,-9.81
2.1,0.0205282,0.413759,0.413759,-9.81
2.104,0.0220066,0.374519,0.374519,-9.81
2.108,0.0234851,0.335279,0.335279,-9.81
2.112,0.0247673,0.296039,0.296039,-9.81
2.116,0.0258534,0.256799,0.256799,-9.81
2.12,0.0269395,0.217559,0.217559,-9.81
2.124,0.0276331,0.178319,0.178319,-9.81
2.128,0.0283268,0.139079,0.139079,-9.81
2.132,0.0288242,0.0998394,0.0998394,-9.81
2.136,0.0291255,0.0605994,0.0605994,-9.81
2.14,0.0294267,0.0213594,0.0213594,-9.81
2.144,0.0293356,-0.0178806,-0.0178806,-9.81
2.148,0.0292445,-0.0571206,-0.0571206,-9.81
2.152,0.0289571,-0.0963606,-0.0963606,-9.81
2.156,0.0284736,-0.135601,-0.135601,-9.81
2.16,0.02799,-0.174841,-0.174841,-9.81
2.164,0.0271141,-0.214081,-0.214081,-9.81
2.168,0.0262382,-0.253321,-0.253321,-9.81
2.172,0.025166,-0.292561,-0.292561,-9.81
2.176,0.0238977,-0.331801,-0.331801,-9.81
2.18,0.0226293,-0.371041,-0.371041,-9.81
2.184,0.0209686,-0.410281,-0.410281,-9.81
