"time","'p1@general_0hydraulic_0chamber'","'p1@hydraulic_04'","'q@volumesensor'"
0.02769,200.053,200.801,0
0.02772,200.053,200.801,0
0.02772,200.057,200.495,0
0.02775,200.057,200.495,0
0.02775,200.06,200.022,0
0.02778,200.06,200.022,0
0.02778,200.06,199.576,0
0.02781,200.06,199.576,0
0.02781,200.057,199.34,0
0.02784,200.057,199.34,0
0.02784,200.053,199.408,0
0.02787,200.053,199.408,0
0.02787,200.049,199.735,0
0.0279,200.049,199.735,0
0.0279,200.047,200.182,0
0.02793,200.047,200.182,0
0.02793,200.048,200.566,0
0.02796,200.048,200.566,0
0.02796,200.05,200.728,0
0.02799,200.05,200.728,0
0.02799,200.054,200.61,0
0.02802,200.054,200.61,0
0.02802,200.058,200.271,0
0.02805,200.058,200.271,0
0.02805,200.059,199.856,0
0.02808,200.059,199.856,0
0.02808,200.058,199.534,0
0.02811,200.058,199.534,0
0.02811,200.055,199.438,0
0.02814,200.055,199.438,0
0.02814,200.052,199.597,0
0.02817,200.052,199.597,0
0.02817,200.049,199.937,0
0.0282,200.049,199.937,0
0.0282,200.048,200.314,0
0.02823,200.048,200.314,0
0.02823,200.049,200.575,0
0.02826,200.049,200.575,0
0.02826,200.052,200.615,0
0.02829,200.052,200.615,0
0.02829,200.055,200.425,0
0.02832,200.055,200.425,0
0.02832,200.058,200.092,0
0.02835,200.058,200.092,0
0.02835,200.058,199.755,0
0.02838,200.058,199.755,0
0.02838,200.057,199.551,0
0.02841,200.057,199.551,0
0.02841,200.054,199.561,0
0.02844,200.054,199.561,0
0.02844,200.051,199.772,0
0.02847,200.051,199.772,0
0.02847,200.049,200.091,0
0.0285,200.049,200.091,0
0.0285,200.049,200.386,0
0.02853,200.049,200.386,0
0.02853,200.051,200.537,0
0.02856,200.051,200.537,0
0.02856,200.053,200.486,0
0.02859,200.053,200.486,0
0.02859,200.056,200.261,0
0.02862,200.056,200.261,0
0.02862,200.057,199.961,0
0.02865,200.057,199.961,0
0.02865,200.057,199.708,0
0.02868,200.057,199.708,0
0.02868,200.055,199.606,0
0.02871,200.055,199.606,0
0.02871,200.053,199.691,0
0.02874,200.053,199.691,0
0.02874,200.05,199.922,0
0.02877,200.05,199.922,0
0.02877,200.05,200.199,0
0.0288,200.05,200.199,0
0.0288,200.05,200.41,0
0.02883,200.05,200.41,0
0.02883,200.052,200.468,0
0.02886,200.052,200.468,0
0.02886,200.054,200.357,0
0.02889,200.054,200.357,0
0.02889,200.056,200.126,0
0.02892,200.056,200.126,0
0.02892,200.057,199.875,0
0.02895,200.057,199.875,0
0.02895,200.056,199.704,0
0.02898,200.056,199.704,0
0.02898,200.054,199.684,0
0.02901,200.054,199.684,0
0.02901,200.052,199.815,0
0.02904,200.052,199.815,0
0.02904,200.05,200.04,0
0.02907,200.05,200.04,0
0.02907,200.05,200.264,0
0.0291,200.05,200.264,0
0.0291,200.051,200.396,0
0.02913,200.051,200.396,0
0.02913,200.053,200.384,0
0.02916,200.053,200.384,0
0.02916,200.055,200.239,0
0.02919,200.055,200.239,0
0.02919,200.056,200.024,0
0.02922,200.056,200.024,0
0.02922,200.056,199.828,0
0.02925,200.056,199.828,0
0.02925,200.055,199.732,0
0.02928,200.055,199.732,0
0.02928,200.053,199.771,0
0.02931,200.053,199.771,0
0.02931,200.051,199.924,0
0.02934,200.051,199.924,0
0.02934,200.051,200.126,0
0.02937,200.051,200.126,0
0.02937,200.051,200.293,0
0.0294,200.051,200.293,0
0.0294,200.052,200.357,0
0.02943,200.052,200.357,0
0.02943,200.054,200.296,0
0.02946,200.054,200.296,0
0.02946,200.055,200.139,0
0.02949,200.055,200.139,0
0.02949,200.056,199.953,0
0.02952,200.056,199.953,0
0.02952,200.055,199.814,0
0.02955,200.055,199.814,0
0.02955,200.054,199.779,0
0.02958,200.054,199.779,0
0.02958,200.053,199.857,0
0.02961,200.053,199.857,0
0.02961,200.051,200.014,0
0.02964,200.051,200.014,0
0.02964,200.051,200.182,0
0.02967,200.051,200.182,0
0.02967,200.052,200.293,0
0.0297,200.052,200.293,0
0.0297,200.053,200.303,0
0.02973,200.053,200.303,0
0.02973,200.054,200.212,0
0.02976,200.054,200.212,0
0.02976,200.055,200.06,0
0.02979,200.055,200.06,0
0.02979,200.055,199.911,0
0.02982,200.055,199.911,0
0.02982,200.055,199.825,0
0.02985,200.055,199.825,0
0.02985,200.053,199.837,0
0.02988,200.053,199.837,0
0.02988,200.052,199.937,0
0.02991,200.052,199.937,0
0.02991,200.051,200.081,0
0.02994,200.051,200.081,0
0.02994,200.051,200.211,0
0.02997,200.051,200.211,0
0.02997,200.052,200.272,0
0.03,200.052,200.272,0
0.03,200.053,200.243,0
