"time","FMU_Interface_OUT0_Vehicle_Acceleration","FMU_Interface_OUT1_Vehicle_Velocity","FMU_Interface_OUT2_Vehicle_Distance","FMU_Interface_OUT3_Load_Signal","FMU_Interface_OUT4_Engine_Speed"
51.2,-0.00539068,6.55207,51.3612,0.131435,766.5
51.6,0.325856,6.80002,52.0977,0.291299,816.717
52,1.37289,7.92355,52.9033,0.694959,836.552
52.4,1.03096,9.94351,53.902,0.551366,918.087
52.8,0.467331,11.1194,55.0834,0.293576,1026.66
53.2,0.721925,12.051,56.3687,0.380327,1112.67
53.6,0.851012,13.2436,57.7724,0.40834,1222.79
54,0.821945,14.4479,59.3112,0.385707,1333.98
54.4,0.0590998,15.3952,60.9782,0.161668,1421.44
54.8,-0.218427,15.1098,62.6759,0.0827717,1395.09
55.2,-0.0307492,14.9851,64.3458,0.133562,1383.58
55.6,0.00793604,14.9705,66.0094,0.144894,1382.23
56,0.0156594,14.991,67.6739,0.147401,1384.13
56.4,0.861824,15.301,69.3461,0.3978,1412.74
56.8,1.21767,16.9685,71.1351,0.489583,1566.71
57.2,1.06042,18.5263,73.1088,0.435426,1710.54
57.6,0.910713,19.9503,75.2496,0.389361,1842.02
58,0.932946,21.2884,77.5403,0.392057,1965.56
58.4,0.950996,22.6442,79.981,0.391934,2090.75
58.8,0.975966,24.0205,82.5731,0.39434,2217.82
59.2,0.982759,25.4374,85.3207,0.39228,2348.64
59.6,3.05833,26.2153,88.1934,0.389975,1807.65
60,0.944594,27.6557,91.1958,0.581386,1565.93
60.4,1.08845,29.1511,94.3499,0.634591,1650.6
60.8,1.07585,30.721,97.6763,0.619902,1739.5
61.2,0.959438,32.241,101.177,0.56571,1825.56
61.6,-0.0279203,32.8281,104.806,0.160978,1858.81
62,-0.181438,32.6332,108.444,0.0998888,1847.77
62.4,-0.157506,32.3808,112.056,0.107899,1833.48
62.8,-0.107547,32.1894,115.643,0.127631,1822.64
63.2,-0.060693,32.0695,119.212,0.146739,1815.85
63.6,-0.027336,32.0078,122.771,0.160392,1812.36
64,-0.00796942,31.9839,126.326,0.168336,1811.01
64.4,0.00108847,31.9799,129.88,0.17206,1810.78
64.8,0.00398879,31.9841,133.433,0.173257,1811.02
65.2,0.00390625,31.99,136.987,0.173228,1811.35
65.6,0.00279181,31.9948,140.542,0.172774,1811.63
66,0.00162213,31.998,144.097,0.172296,1811.8
66.4,0.000757923,31.9997,147.653,0.171942,1811.9
66.8,0.000241835,32.0004,151.208,0.17173,1811.94
67.2,-7.79612e-06,32.0005,154.764,0.171627,1811.95
67.6,-9.38763e-05,32.0004,158.319,0.171592,1811.94
68,-9.82248e-05,32.0003,161.875,0.17159,1811.93
68.4,-7.24727e-05,32.0001,165.431,0.1716,1811.93
68.8,-4.32344e-05,32.0001,168.986,0.171612,1811.92
69.2,-2.08869e-05,32,172.542,0.171621,1811.92
69.6,-7.18395e-06,32,176.097,0.171627,1811.92
70,-3.43979e-07,32,179.653,0.17163,1811.92
70.4,2.16957e-06,32,183.208,0.171631,1811.92
70.8,2.45536e-06,32,186.764,0.171631,1811.92
71.2,1.87423e-06,32,190.319,0.171631,1811.92
71.6,1.14809e-06,32,193.875,0.17163,1811.92
72,5.72423e-07,32,197.431,0.17163,1811.92
72.4,2.09887e-07,32,200.986,0.17163,1811.92
72.8,2.3416e-08,32,204.542,0.17163,1811.92
73.2,-4.90085e-08,32,208.097,0.17163,1811.92
73.6,-6.09954e-08,32,211.653,0.17163,1811.92
74,-4.82867e-08,32,215.208,0.17163,1811.92
74.4,-3.03789e-08,32,218.764,0.17163,1811.92
74.8,-1.56083e-08,32,222.319,0.17163,1811.92
75.2,-6.05037e-09,32,225.875,0.17163,1811.92
75.6,-9.90641e-10,32,229.431,0.17163,1811.92
76,1.07324e-09,32,232.986,0.17163,1811.92
76.4,1.50466e-09,32,236.542,0.17163,1811.92
76.8,1.23914e-09,32,240.097,0.17163,1811.92
77.2,8.01008e-10,32,243.653,0.17163,1811.92
77.6,4.23585e-10,32,247.208,0.17163,1811.92
78,1.7248e-10,32,250.764,0.17163,1811.92
78.4,3.57944e-11,32,254.319,0.17163,1811.92
78.8,-2.24697e-11,32,257.875,0.17163,1811.92
79.2,-3.68235e-11,32,261.431,0.17163,1811.92
79.6,-3.16677e-11,32,264.986,0.17163,1811.92
80,-2.10469e-11,32,268.542,0.17163,1811.92
80.4,-1.1444e-11,32,272.097,0.17163,1811.92
80.8,-4.86921e-12,32,275.653,0.17163,1811.92
81.2,-1.19248e-12,32,279.208,0.17163,1811.92
81.6,4.36824e-13,32,282.764,0.17163,1811.92
82,8.88748e-13,32,286.319,0.17163,1811.92
82.4,8.02032e-13,32,289.875,0.17163,1811.92
82.8,5.48064e-13,32,293.431,0.17163,1811.92
83.2,3.05353e-13,32,296.986,0.17163,1811.92
83.6,1.34141e-13,32,300.542,0.17163,1811.92
84,3.50857e-14,32,304.097,0.17163,1811.92
84.4,-9.30853e-15,32,307.653,0.17163,1811.92
84.8,-2.26932e-14,32,311.208,0.17163,1811.92
85.2,-0.0946742,31.991,314.764,0.132669,1811.41
85.6,-1.11941,30.9131,318.274,0,1750.38
86,-0.477675,29.9318,321.642,0,1694.81
86.4,-0.468643,29.0266,324.925,0,1643.56
86.8,-0.714973,27.9734,328.098,0,1583.92
87.2,-1.41431,26.9606,331.148,0,1526.58
87.6,-1.48128,25.7875,334.074,0,1460.15
88,-0.590465,24.5433,336.866,0,1389.7
88.4,-0.385508,23.556,339.532,1.9239e-13,1333.8
88.8,-0.357228,22.7592,342.096,0,1202.2
89.2,-0.632253,21.1707,344.52,0.000623006,1954.7
89.6,-0.607298,20.2462,346.821,0.00315811,1869.34
90,-0.635877,19.0889,349.009,0,1762.49
90.4,-0.609846,17.941,351.067,0,1656.5
90.8,-0.599204,16.8127,352.998,0,1552.32
91.2,-0.593052,15.6915,354.805,0,1448.8
91.6,-0.722256,14.3597,356.482,0,1325.83
92,-0.473891,13.2698,358.017,0,1225.21
92.4,-0.507575,12.2407,359.439,0,1130.19
92.8,-0.728802,11.1697,360.747,0,1031.3
93.2,-0.574121,10.0289,361.927,0,925.968
93.6,-1.33989,8.76441,362.972,0,809.22
94,-1.3557,7.13239,363.836,0,659.795
94.4,-1.06209,4.99352,364.497,0,750
94.8,-1.04822,3.81757,364.986,0,750
95.2,-0.895867,2.45124,365.332,0,750
95.6,-0.957979,1.09378,365.53,0,750
96,-0.0199087,0.00678976,365.579,0,750
96.4,1.31421e-05,-1.20994e-05,365.579,0,750
96.8,2.36011e-06,-3.63811e-06,365.579,0,750
97.2,8.0328e-07,-1.67903e-06,365.579,0,750
97.6,3.60354e-07,-9.32396e-07,365.579,0,750
98,1.89019e-07,-5.74966e-07,365.579,0,750
98.4,1.09684e-07,-3.79377e-07,365.579,0,750
98.8,6.83054e-08,-2.62452e-07,365.579,0,750
99.2,4.48125e-08,-1.88014e-07,365.579,0,750
99.6,3.05984e-08,-1.38343e-07,365.579,0,750
100,2.15626e-08,-1.0397e-07,365.579,0,750
100.4,1.55873e-08,-7.9482e-08,365.579,0,750
100.8,1.15065e-08,-6.16212e-08,365.579,0,750
101.2,8.64409e-09,-4.83375e-08,365.579,0,750
101.6,6.5905e-09,-3.82949e-08,365.579,0,750
102,5.08868e-09,-3.05967e-08,365.579,0,750
102.4,3.97209e-09,-2.46249e-08,365.579,0,750
102.8,3.12995e-09,-1.99445e-08,365.579,0,750
103.2,2.48682e-09,-1.62434e-08,365.579,0,750
103.6,1.99023e-09,-1.32936e-08,365.579,0,750
104,1.60305e-09,-1.09263e-08,365.579,0,750
104.4,1.29857e-09,-9.01491e-09,365.579,0,750
104.8,1.05726e-09,-7.46318e-09,365.579,0,750
105.2,8.64707e-10,-6.19733e-09,365.579,0,750
105.6,7.10102e-10,-5.16022e-09,365.579,0,750
106,5.85274e-10,-4.30719e-09,365.579,0,750
106.4,4.83982e-10,-3.60312e-09,365.579,0,750
106.8,4.01413e-10,-3.02016e-09,365.579,0,750
107.2,3.33829e-10,-2.53609e-09,365.579,0,750
107.6,2.78303e-10,-2.1331e-09,365.579,0,750
108,2.32529e-10,-1.79682e-09,365.579,0,750
108.4,1.94677e-10,-1.5156e-09,365.579,0,750
108.8,1.63287e-10,-1.27997e-09,365.579,0,750
109.2,1.37189e-10,-1.0822e-09,365.579,0,750
109.6,1.15439e-10,-9.15921e-10,365.579,0,750
110,9.72734e-11,-7.75923e-10,365.579,0,750
110.4,8.20719e-11,-6.57888e-10,365.579,0,750
110.8,6.93276e-11,-5.5825e-10,365.579,0,750
111.2,5.86255e-11,-4.74044e-10,365.579,0,750
111.6,4.96246e-11,-4.02807e-10,365.579,0,750
112,0,0,365.579,0,750
112.4,0,0,365.579,0,750
112.8,0,0,365.579,0,750
113.2,0,0,365.579,0,750
113.6,0,0,365.579,0,750
114,0,0,365.579,0,750
114.4,0,0,365.579,0,750
114.8,0,0,365.579,0,750
115.2,0,0,365.579,0,750
115.6,0,0,365.579,0,750
116,0,0,365.579,0,750
116.4,0,0,365.579,0,750
116.8,0,0,365.579,0,750
117.2,0,0,365.579,0,750
117.6,0,0,365.579,0,750
118,0,0,365.579,0,750
118.4,1.02409,0.340573,365.587,0.711797,1256.19
118.8,0.0810554,3.33075,365.861,0.517591,1312.77
119.2,-0.0985279,5.82135,366.406,0.172826,802.47
119.6,0.754282,6.56965,367.082,0.48421,802.501
120,1.23191,8.15114,367.898,0.68315,830.591
120.4,1.12397,9.80346,368.9,0.597941,905.156
120.8,0.90261,11.1572,370.067,0.464221,1030.15
121.2,0.775633,12.3335,371.374,0.395655,1138.75
121.6,0.822623,13.4867,372.808,0.395751,1245.23
122,0.825954,14.6883,374.373,0.387364,1356.17
122.4,-0.119228,15.4181,376.06,0.109355,1423.56
122.8,-0.158493,15.0757,377.754,0.0976522,1391.94
123.2,-0.0196498,14.9736,379.422,0.136733,1382.52
123.6,0.0163645,14.9759,381.086,0.147454,1382.73
124,0.0121707,14.9998,382.751,0.146457,1384.94
124.4,0.663422,15.3087,384.425,0.339405,1413.45
124.8,0.806126,16.4418,386.188,0.375661,1518.07
125.2,0.616707,17.4612,388.075,0.317761,1612.2
125.6,0.642547,18.3793,390.066,0.321715,1696.97
126,0.624197,19.2981,392.159,0.313793,1781.79
126.4,0.607099,20.1866,394.353,0.308251,1863.83
126.8,0.60868,21.0649,396.645,0.307761,1944.93
127.2,0.616546,21.9514,399.034,0.307715,2026.77
127.6,0.617399,22.8445,401.523,0.305714,2109.24
128,0.61456,23.7356,404.111,0.303302,2191.52
128.4,0.613918,24.6241,406.797,0.301559,2273.55
128.8,0.614366,25.5126,409.583,0.300124,2355.58
129.2,0.353486,25.8952,412.451,0.185541,2145.14
129.6,0.520894,26.8564,415.4,0.399422,1520.67
130,0.715511,27.7925,418.434,0.481128,1573.68
130.4,0.737704,28.8444,421.58,0.486338,1633.24
130.8,0.658043,29.8482,424.843,0.448604,1690.08
131.2,0.657731,30.7968,428.212,0.445142,1743.79
131.6,0.646192,31.7366,431.686,0.437881,1797.01
132,0.631933,32.6566,435.263,0.430666,1849.1
132.4,0.621636,33.5586,438.942,0.425213,1900.17
132.8,0.615869,34.4492,442.721,0.421695,1950.6
133.2,0.532545,35.3274,446.597,0.386611,2000.32
133.6,-0.023205,35.6061,450.546,0.164399,2016.11
134,-0.0733746,35.5211,454.498,0.144384,2011.29
134.4,-0.0784267,35.41,458.439,0.142364,2005
134.8,-0.0719547,35.3007,462.367,0.144949,1998.81
135.2,0.0066349,35.2113,466.284,0.176394,1993.75
135.6,0.474516,35.6274,470.213,0.362925,2017.31
136,0.537313,36.3687,474.212,0.386645,2059.28
136.4,0.555303,37.1568,478.296,0.39235,2103.91
136.8,0.561386,37.9619,482.469,0.393557,2149.49
137.2,0.560641,38.7703,486.732,0.392217,2195.27
137.6,0.556425,39.5749,491.085,0.389555,2240.82
138,0.225072,40.3574,495.526,0.260475,2285.13
138.4,0.250823,40.6934,500.019,0.364848,1567.24
138.8,0.488388,41.2368,504.568,0.512406,1588.17
139.2,0.573883,42.0152,509.192,0.563386,1618.15
139.6,0.600267,42.8641,513.907,0.577084,1650.84
140,0.603275,43.7323,518.718,0.576275,1684.28
140.4,0.595178,44.5958,523.625,0.568791,1717.54
140.8,0.582941,45.4441,528.627,0.558998,1750.21
141.2,0.56978,46.2742,533.723,0.549152,1782.18
141.6,0.557157,47.0853,538.91,0.540759,1813.42
142,0.547389,47.8804,544.186,0.534161,1844.04
142.4,0.540014,48.6631,549.549,0.529056,1874.18
142.8,0.534612,49.4367,555,0.525173,1903.98
143.2,0.484704,50.1995,560.535,0.495462,1933.35
143.6,0.0870497,50.5734,566.139,0.264442,1947.76
144,-0.0296451,50.5955,571.761,0.196748,1948.61
144.4,-0.0585853,50.5282,577.38,0.179874,1946.02
144.8,-0.0639467,50.4382,582.989,0.17665,1942.55
145.2,-0.0587472,50.349,588.588,0.179562,1939.11
145.6,-0.0497025,50.2706,594.178,0.184724,1936.1
146,-0.0400889,50.206,599.76,0.190239,1933.6
146.4,-0.0313542,50.1546,605.335,0.195261,1931.63
146.8,-0.0240074,50.1148,610.906,0.199492,1930.1
147.2,-0.0181025,50.0846,616.472,0.202896,1928.93
147.6,-0.0134948,50.062,622.036,0.205554,1928.06
148,-0.00997237,50.0452,627.597,0.207587,1927.41
148.4,-0.00731945,50.0328,633.157,0.209118,1926.94
148.8,-0.00534352,50.0237,638.716,0.210259,1926.59
149.2,-0.00388434,50.0171,644.274,0.211102,1926.33
149.6,-0.00281391,50.0123,649.831,0.211721,1926.15
150,-0.00203278,50.0089,655.388,0.212172,1926.01
150.4,-0.00146516,50.0064,660.944,0.2125,1925.92
150.8,-0.00105408,50.0046,666.5,0.212737,1925.85
151.2,-0.000757179,50.0033,672.056,0.212909,1925.8
151.6,-0.000543224,50.0023,677.612,0.213033,1925.76
152,-0.000389323,50.0017,683.168,0.213122,1925.74
152.4,-0.000278785,50.0012,688.724,0.213186,1925.72
152.8,-0.00019949,50.0009,694.279,0.213231,1925.71
153.2,-0.000142666,50.0006,699.835,0.213264,1925.7
153.6,-0.000101978,50.0004,705.39,0.213288,1925.69
154,-7.28652e-05,50.0003,710.946,0.213305,1925.68
154.4,-5.2046e-05,50.0002,716.502,0.213317,1925.68
154.8,-3.71649e-05,50.0002,722.057,0.213325,1925.68
155.2,-0.0442013,49.996,727.613,0.187602,1925.52
155.6,-0.632601,49.5766,733.152,0,1909.36
156,-0.585025,48.7162,738.612,0,1876.23
156.4,-0.572876,47.8817,743.978,0,1844.09
156.8,-0.56303,47.0631,749.253,0,1812.56
157.2,-0.555034,46.2575,754.437,0,1781.54
157.6,-0.548548,45.4624,759.533,0,1750.91
158,-0.543287,44.6758,764.54,0,1720.62
158.4,-0.539019,43.8961,769.461,0,1690.59
158.8,-0.535557,43.1221,774.295,0,1660.78
159.2,-0.532749,42.3525,779.044,0,1631.14
159.6,-0.530471,41.5867,783.707,0,1601.65
160,-0.528623,40.8239,788.286,0,1572.27
160.4,-0.527124,40.0635,792.779,0,1542.98
160.8,-0.525908,39.3051,797.189,0,1513.77
161.2,-0.524922,38.5482,801.514,0,1484.63
161.6,-0.332399,37.7972,805.755,0,1443.96
162,-0.218585,36.2024,809.867,0.0904842,2049.87
162.4,-0.388741,35.7464,813.867,0.0323548,2024.05
162.8,-0.426917,35.1548,817.806,0.0188272,1990.55
163.2,-0.372838,34.5334,821.677,0.0368703,1955.37
163.6,0.0532319,34.3863,825.501,0.195217,1947.04
164,0.0795094,34.4913,829.327,0.205863,1952.98
164.4,0.0804866,34.6077,833.166,0.206221,1959.57
164.8,0.0730325,34.7188,837.017,0.203176,1965.86
165.2,0.0610892,34.8155,840.88,0.19834,1971.34
165.6,0.0475818,34.8936,844.753,0.192891,1975.76
166,0.0344745,34.9523,848.634,0.187616,1979.08
166.4,0.0229377,34.9932,852.52,0.182979,1981.4
166.8,0.0135326,35.019,856.41,0.179203,1982.86
167.2,0.0063879,35.033,860.301,0.176337,1983.65
167.6,0.00135355,35.0383,864.194,0.174319,1983.95
168,-0.0018763,35.0376,868.087,0.173025,1983.92
168.4,-0.00367191,35.0335,871.98,0.172306,1983.68
168.8,-0.0044055,35.0275,875.873,0.172013,1983.34
169.2,-0.00441275,35.0211,879.764,0.172012,1982.98
169.6,-0.00397304,35.015,883.655,0.172189,1982.64
170,-0.00330297,35.0098,887.545,0.172459,1982.34
170.4,-0.0025588,35.0056,891.435,0.172758,1982.1
170.8,-0.00184398,35.0024,895.324,0.173045,1981.92
171.2,-0.00121913,35.0003,899.213,0.173296,1981.8
171.6,-0.00071244,34.9989,903.102,0.173499,1981.72
172,-0.000329358,34.9982,906.991,0.173653,1981.68
172.4,-6.07867e-05,34.9979,910.88,0.173761,1981.67
172.8,0.000110382,34.998,914.768,0.173829,1981.67
173.2,0.000204465,34.9982,918.657,0.173867,1981.68
173.6,0.000241705,34.9985,922.546,0.173882,1981.7
174,0.000240264,34.9989,926.434,0.173881,1981.72
174.4,0.000215196,34.9992,930.323,0.173871,1981.74
174.8,0.000178132,34.9995,934.212,0.173856,1981.76
175.2,0.000137424,34.9997,938.101,0.17384,1981.77
175.6,9.85761e-05,34.9999,941.99,0.173824,1981.78
176,6.47803e-05,35,945.879,0.173811,1981.78
176.4,-0.312781,34.8685,949.765,0.0577146,1974.34
176.8,-0.449755,34.2799,953.608,0.00987886,1941.01
177.2,-0.467108,33.6173,957.38,0.00233853,1903.49
177.6,-0.477333,32.9385,961.078,0,1865.06
178,-0.464408,32.2579,964.7,3.87307e-05,1826.52
178.4,-0.95126,31.309,968.24,0,1772.79
178.8,-0.932261,29.9668,971.643,0,1696.79
179.2,-0.913659,28.6513,974.9,0,1622.31
179.6,-0.88979,27.3572,978.011,0,1549.03
180,-0.893855,26.0828,980.98,0,1476.87
180.4,-0.868037,24.8139,983.808,0,1405.03
180.8,-0.884275,23.5533,986.495,0,1333.64
181.2,-0.830884,22.3508,989.043,0,1170.26
181.6,-0.409761,20.8546,991.405,0.050032,1925.51
182,-0.518892,20.1167,993.686,0.0229887,1857.38
182.4,-1.56326,19.1809,995.878,0,1770.97
182.8,-0.721734,17.8213,997.93,0,1645.44
183.2,-0.686145,16.5558,999.84,0,1528.6
183.6,-1.13521,15.2389,1001.6,0,1407.01
184,-0.817056,13.7745,1003.22,0,1271.81
184.4,-0.739483,12.5806,1004.68,0,1161.57
184.8,-0.664751,11.3385,1006.01,0,1046.89
185.2,-1.36154,10.0771,1007.21,0,930.419
185.6,-2.08675,8.62686,1008.24,0,796.521
186,-0.516622,7.34315,1009.12,0,677.995
186.4,-1.32362,5.12727,1009.82,0,749.999
186.8,-0.835341,3.73651,1010.31,0,750
187.2,-1.07671,2.50545,1010.66,0,750
187.6,-1.07421,1.11693,1010.86,0,750
188,-0.00225269,0.000896758,1010.91,0,750
188.4,-4.73553e-05,2.91937e-05,1010.91,0,750
188.8,-5.67405e-06,6.74751e-06,1010.91,0,750
189.2,-1.70913e-06,2.89147e-06,1010.91,0,750
189.6,-7.23978e-07,1.55682e-06,1010.91,0,750
190,-3.68018e-07,9.47064e-07,1010.91,0,750
190.4,-2.09714e-07,6.21926e-07,1010.91,0,750
190.8,-1.29253e-07,4.30425e-07,1010.91,0,750
191.2,-8.43472e-08,3.09508e-07,1010.91,0,750
191.6,-5.74882e-08,2.29131e-07,1010.91,0,750
192,-4.05422e-08,1.73548e-07,1010.91,0,750
192.4,-2.93876e-08,1.33887e-07,1010.91,0,750
192.8,-2.17876e-08,1.0486e-07,1010.91,0,750
193.2,-1.64595e-08,8.31667e-08,1010.91,0,750
193.6,-1.26335e-08,6.66662e-08,1010.91,0,750
194,-9.8294e-09,5.39274e-08,1010.91,0,750
194.4,-7.73778e-09,4.39661e-08,1010.91,0,750
194.8,-6.15362e-09,3.60901e-08,1010.91,0,750
195.1,0.91945,-4.7473,1013.66,0,750
