"time","Input_motion"
0.515,3.235840433
0.516,3.242123619
0.517,3.248406804
0.518,3.254689989
0.519,3.260973174
0.52,3.26725636
0.521,3.273539545
0.522,3.27982273
0.523,3.286105916
0.524,3.292389101
0.525,3.298672286
0.526,3.304955472
0.527,3.311238657
0.528,3.317521842
0.529,3.323805027
0.53,3.330088213
0.531,3.336371398
0.532,3.342654583
0.533,3.348937769
0.534,3.355220954
0.535,3.361504139
0.536,3.367787325
0.537,3.37407051
0.538,3.380353695
0.539,3.386636881
0.54,3.392920066
0.541,3.399203251
0.542,3.405486436
0.543,3.411769622
0.544,3.418052807
0.545,3.424335992
0.546,3.430619178
0.547,3.436902363
0.548,3.443185548
0.549,3.449468734
0.55,3.455751919
0.551,3.462035104
0.552,3.46831829
0.553,3.474601475
0.554,3.48088466
0.555,3.487167845
0.556,3.493451031
0.557,3.499734216
0.558,3.506017401
0.559,3.512300587
0.56,3.518583772
0.561,3.524866957
0.562,3.531150143
0.563,3.537433328
0.564,3.543716513
0.565,3.549999699
0.566,3.556282884
0.567,3.562566069
0.568,3.568849254
0.569,3.57513244
0.57,3.581415625
0.571,3.58769881
0.572,3.593981996
0.573,3.600265181
0.574,3.606548366
0.575,3.612831552
0.576,3.619114737
0.577,3.625397922
0.578,3.631681108
0.579,3.637964293
0.58,3.644247478
0.581,3.650530663
0.582,3.656813849
0.583,3.663097034
0.584,3.669380219
0.585,3.675663405
0.586,3.68194659
0.587,3.688229775
0.588,3.694512961
0.589,3.700796146
0.59,3.707079331
0.591,3.713362517
0.592,3.719645702
0.593,3.725928887
0.594,3.732212072
0.595,3.738495258
0.596,3.744778443
0.597,3.751061628
0.598,3.757344814
0.599,3.763627999
0.6,3.769911184
0.601,3.77619437
0.602,3.782477555
0.603,3.78876074
0.604,3.795043926
0.605,3.801327111
0.606,3.807610296
0.607,3.813893481
0.608,3.820176667
0.609,3.826459852
0.61,3.832743037
0.611,3.839026223
0.612,3.845309408
0.613,3.851592593
0.614,3.857875779
0.615,3.864158964
0.616,3.870442149
0.617,3.876725335
0.618,3.88300852
0.619,3.889291705
0.62,3.89557489
0.621,3.901858076
0.622,3.908141261
0.623,3.914424446
0.624,3.920707632
0.625,3.926990817
0.626,3.933274002
0.627,3.939557188
0.628,3.945840373
0.629,3.952123558
0.63,3.958406744
0.631,3.964689929
0.632,3.970973114
0.633,3.977256299
0.634,3.983539485
0.635,3.98982267
0.636,3.996105855
0.637,4.002389041
0.638,4.008672226
0.639,4.014955411
0.64,4.021238597
0.641,4.027521782
0.642,4.033804967
0.643,4.040088153
0.644,4.046371338
0.645,4.052654523
0.646,4.058937708
0.647,4.065220894
0.648,4.071504079
0.649,4.077787264
0.65,4.08407045
0.651,4.090353635
0.652,4.09663682
0.653,4.102920006
0.654,4.109203191
0.655,4.115486376
0.656,4.121769562
0.657,4.128052747
0.658,4.134335932
0.659,4.140619117
0.66,4.146902303
0.661,4.153185488
0.662,4.159468673
0.663,4.165751859
0.664,4.172035044
0.665,4.178318229
0.666,4.184601415
0.667,4.1908846
0.668,4.197167785
0.669,4.203450971
0.67,4.209734156
0.671,4.216017341
0.672,4.222300526
0.673,4.228583712
0.674,4.234866897
0.675,4.241150082
0.676,4.247433268
0.677,4.253716453
0.678,4.259999638
0.679,4.266282824
0.68,4.272566009
0.681,4.278849194
0.682,4.285132379
0.683,4.291415565
0.684,4.29769875
0.685,4.303981935
0.686,4.310265121
0.687,4.316548306
0.688,4.322831491
0.689,4.329114677
0.69,4.335397862
0.691,4.341681047
0.692,4.347964233
0.693,4.354247418
0.694,4.360530603
0.695,4.366813788
0.696,4.373096974
0.697,4.379380159
0.698,4.385663344
0.699,4.39194653
0.7,4.398229715
0.701,4.4045129
0.702,4.410796086
0.703,4.417079271
0.704,4.423362456
0.705,4.429645642
0.706,4.435928827
0.707,4.442212012
0.708,4.448495197
0.709,4.454778383
0.71,4.461061568
0.711,4.467344753
0.712,4.473627939
0.713,4.479911124
0.714,4.486194309
0.715,4.492477495
0.716,4.49876068
0.717,4.505043865
0.718,4.511327051
0.719,4.517610236
0.72,4.523893421
0.721,4.530176606
0.722,4.536459792
0.723,4.542742977
0.724,4.549026162
0.725,4.555309348
0.726,4.561592533
0.727,4.567875718
0.728,4.574158904
0.729,4.580442089
0.73,4.586725274
0.731,4.59300846
0.732,4.599291645
0.733,4.60557483
0.734,4.611858015
0.735,4.618141201
0.736,4.624424386
0.737,4.630707571
0.738,4.636990757
0.739,4.643273942
0.74,4.649557127
0.741,4.655840313
0.742,4.662123498
0.743,4.668406683
0.744,4.674689869
0.745,4.680973054
0.746,4.687256239
0.747,4.693539424
0.748,4.69982261
0.749,4.706105795
0.75,4.71238898
0.751,4.718672166
0.752,4.724955351
0.753,4.731238536
0.754,4.737521722
0.755,4.743804907
0.756,4.750088092
0.757,4.756371278
0.758,4.762654463
0.759,4.768937648
0.76,4.775220833
0.761,4.781504019
0.762,4.787787204
0.763,4.794070389
0.764,4.800353575
0.765,4.80663676
0.766,4.812919945
0.767,4.819203131
0.768,4.825486316
0.769,4.831769501
0.77,4.838052687
0.771,4.844335872
0.772,4.850619057
0.773,4.856902242
0.774,4.863185428
0.775,4.869468613
0.776,4.875751798
0.777,4.882034984
0.778,4.888318169
0.779,4.894601354
0.78,4.90088454
0.781,4.907167725
0.782,4.91345091
0.783,4.919734096
0.784,4.926017281
0.785,4.932300466
0.786,4.938583651
0.787,4.944866837
0.788,4.951150022
0.789,4.957433207
0.79,4.963716393
0.791,4.969999578
0.792,4.976282763
0.793,4.982565949
0.794,4.988849134
0.795,4.995132319
0.796,5.001415505
0.797,5.00769869
0.798,5.013981875
0.799,5.02026506
0.8,5.026548246
0.801,5.032831431
0.802,5.039114616
0.803,5.045397802
0.804,5.051680987
0.805,5.057964172
0.806,5.064247358
0.807,5.070530543
0.808,5.076813728
0.809,5.083096914
0.81,5.089380099
0.811,5.095663284
0.812,5.101946469
0.813,5.108229655
0.814,5.11451284
0.815,5.120796025
0.816,5.127079211
0.817,5.133362396
0.818,5.139645581
0.819,5.145928767
0.82,5.152211952
0.821,5.158495137
0.822,5.164778323
0.823,5.171061508
0.824,5.177344693
0.825,5.183627878
0.826,5.189911064
0.827,5.196194249
0.828,5.202477434
0.829,5.20876062
0.83,5.215043805
0.831,5.22132699
0.832,5.227610176
0.833,5.233893361
0.834,5.240176546
0.835,5.246459731
0.836,5.252742917
0.837,5.259026102
0.838,5.265309287
0.839,5.271592473
0.84,5.277875658
0.841,5.284158843
0.842,5.290442029
0.843,5.296725214
0.844,5.303008399
0.845,5.309291585
0.846,5.31557477
0.847,5.321857955
0.848,5.32814114
0.849,5.334424326
0.85,5.340707511
0.851,5.346990696
0.852,5.353273882
0.853,5.359557067
0.854,5.365840252
0.855,5.372123438
0.856,5.378406623
0.857,5.384689808
0.858,5.390972994
0.859,5.397256179
0.86,5.403539364
0.861,5.409822549
0.862,5.416105735
0.863,5.42238892
0.864,5.428672105
0.865,5.434955291
0.866,5.441238476
0.867,5.447521661
0.868,5.453804847
0.869,5.460088032
0.87,5.466371217
0.871,5.472654403
0.872,5.478937588
0.873,5.485220773
0.874,5.491503958
0.875,5.497787144
0.876,5.504070329
0.877,5.510353514
0.878,5.5166367
0.879,5.522919885
0.88,5.52920307
0.881,5.535486256
0.882,5.541769441
0.883,5.548052626
0.884,5.554335812
0.885,5.560618997
0.886,5.566902182
0.887,5.573185367
0.888,5.579468553
0.889,5.585751738
0.89,5.592034923
0.891,5.598318109
0.892,5.604601294
0.893,5.610884479
0.894,5.617167665
0.895,5.62345085
0.896,5.629734035
0.897,5.636017221
0.898,5.642300406
0.899,5.648583591
0.9,5.654866776
0.901,5.661149962
0.902,5.667433147
0.903,5.673716332
0.904,5.679999518
0.905,5.686282703
0.906,5.692565888
0.907,5.698849074
0.908,5.705132259
0.909,5.711415444
0.91,5.71769863
0.911,5.723981815
0.912,5.730265
0.913,5.736548185
0.914,5.742831371
0.915,5.749114556
0.916,5.755397741
0.917,5.761680927
0.918,5.767964112
0.919,5.774247297
0.92,5.780530483
0.921,5.786813668
0.922,5.793096853
0.923,5.799380039
0.924,5.805663224
0.925,5.811946409
0.926,5.818229594
0.927,5.82451278
0.928,5.830795965
0.929,5.83707915
0.93,5.843362336
0.931,5.849645521
0.932,5.855928706
0.933,5.862211892
0.934,5.868495077
0.935,5.874778262
0.936,5.881061448
0.937,5.887344633
0.938,5.893627818
0.939,5.899911003
0.94,5.906194189
0.941,5.912477374
0.942,5.918760559
0.943,5.925043745
0.944,5.93132693
0.945,5.937610115
0.946,5.943893301
0.947,5.950176486
0.948,5.956459671
0.949,5.962742857
0.95,5.969026042
0.951,5.975309227
0.952,5.981592412
0.953,5.987875598
0.954,5.994158783
0.955,6.000441968
0.956,6.006725154
0.957,6.013008339
0.958,6.019291524
0.959,6.02557471
0.96,6.031857895
0.961,6.03814108
0.962,6.044424266
0.963,6.050707451
0.964,6.056990636
0.965,6.063273821
0.966,6.069557007
0.967,6.075840192
0.968,6.082123377
0.969,6.088406563
0.97,6.094689748
0.971,6.100972933
0.972,6.107256119
0.973,6.113539304
0.974,6.119822489
0.975,6.126105675
0.976,6.13238886
0.977,6.138672045
0.978,6.14495523
0.979,6.151238416
0.98,6.157521601
0.981,6.163804786
0.982,6.170087972
0.983,6.176371157
0.984,6.182654342
0.985,6.188937528
0.986,6.195220713
0.987,6.201503898
0.988,6.207787083
0.989,6.214070269
0.99,6.220353454
0.991,6.226636639
0.992,6.232919825
0.993,6.23920301
0.994,6.245486195
0.995,6.251769381
0.996,6.258052566
0.997,6.264335751
0.998,6.270618937
0.999,6.276902122
1,6.283185307
1.001,6.289468492
1.002,6.295751678
1.003,6.302034863
1.004,6.308318048
1.005,6.314601234
1.006,6.320884419
1.007,6.327167604
1.008,6.33345079
1.009,6.339733975
1.01,6.34601716
1.011,6.352300346
1.012,6.358583531
1.013,6.364866716
1.014,6.371149901
1.015,6.377433087
1.016,6.383716272
1.017,6.389999457
1.018,6.396282643
1.019,6.402565828
1.02,6.408849013
1.021,6.415132199
1.022,6.421415384
1.023,6.427698569
1.024,6.433981755
1.025,6.44026494
1.026,6.446548125
1.027,6.45283131
1.028,6.459114496
1.029,6.465397681
1.03,6.471680866
1.031,6.477964052
1.032,6.484247237
1.033,6.490530422
1.034,6.496813608
1.035,6.503096793
1.036,6.509379978
1.037,6.515663164
1.038,6.521946349
1.039,6.528229534
1.04,6.534512719
1.041,6.540795905
1.042,6.54707909
1.043,6.553362275
1.044,6.559645461
1.045,6.565928646
1.046,6.572211831
1.047,6.578495017
1.048,6.584778202
1.049,6.591061387
1.05,6.597344573
1.051,6.603627758
1.052,6.609910943
1.053,6.616194128
1.054,6.622477314
1.055,6.628760499
1.056,6.635043684
1.057,6.64132687
1.058,6.647610055
1.059,6.65389324
1.06,6.660176426
1.061,6.666459611
1.062,6.672742796
1.063,6.679025982
1.064,6.685309167
1.065,6.691592352
1.066,6.697875537
1.067,6.704158723
1.068,6.710441908
1.069,6.716725093
1.07,6.723008279
1.071,6.729291464
1.072,6.735574649
1.073,6.741857835
1.074,6.74814102
1.075,6.754424205
1.076,6.760707391
1.077,6.766990576
1.078,6.773273761
1.079,6.779556946
1.08,6.785840132
1.081,6.792123317
1.082,6.798406502
1.083,6.804689688
1.084,6.810972873
1.085,6.817256058
1.086,6.823539244
1.087,6.829822429
1.088,6.836105614
1.089,6.8423888
1.09,6.848671985
1.091,6.85495517
1.092,6.861238355
1.093,6.867521541
1.094,6.873804726
1.095,6.880087911
1.096,6.886371097
1.097,6.892654282
1.098,6.898937467
1.099,6.905220653
1.1,6.911503838
1.101,6.917787023
1.102,6.924070209
1.103,6.930353394
1.104,6.936636579
1.105,6.942919764
1.106,6.94920295
1.107,6.955486135
1.108,6.96176932
1.109,6.968052506
1.11,6.974335691
1.111,6.980618876
1.112,6.986902062
1.113,6.993185247
1.114,6.999468432
1.115,7.005751618
1.116,7.012034803
1.117,7.018317988
1.118,7.024601173
1.119,7.030884359
1.12,7.037167544
1.121,7.043450729
1.122,7.049733915
1.123,7.0560171
1.124,7.062300285
1.125,7.068583471
1.126,7.074866656
1.127,7.081149841
1.128,7.087433026
1.129,7.093716212
1.13,7.099999397
1.131,7.106282582
1.132,7.112565768
1.133,7.118848953
1.134,7.125132138
1.135,7.131415324
1.136,7.137698509
1.137,7.143981694
1.138,7.15026488
1.139,7.156548065
1.14,7.16283125
1.141,7.169114435
1.142,7.175397621
1.143,7.181680806
1.144,7.187963991
1.145,7.194247177
1.146,7.200530362
1.147,7.206813547
1.148,7.213096733
1.149,7.219379918
1.15,7.225663103
1.151,7.231946289
1.152,7.238229474
1.153,7.244512659
1.154,7.250795844
1.155,7.25707903
1.156,7.263362215
1.157,7.2696454
1.158,7.275928586
1.159,7.282211771
1.16,7.288494956
1.161,7.294778142
1.162,7.301061327
1.163,7.307344512
1.164,7.313627698
1.165,7.319910883
1.166,7.326194068
1.167,7.332477253
1.168,7.338760439
1.169,7.345043624
1.17,7.351326809
1.171,7.357609995
1.172,7.36389318
1.173,7.370176365
1.174,7.376459551
1.175,7.382742736
1.176,7.389025921
1.177,7.395309107
1.178,7.401592292
1.179,7.407875477
1.18,7.414158662
1.181,7.420441848
1.182,7.426725033
1.183,7.433008218
1.184,7.439291404
1.185,7.445574589
1.186,7.451857774
1.187,7.45814096
1.188,7.464424145
1.189,7.47070733
1.19,7.476990516
1.191,7.483273701
1.192,7.489556886
1.193,7.495840071
1.194,7.502123257
1.195,7.508406442
1.196,7.514689627
1.197,7.520972813
1.198,7.527255998
1.199,7.533539183
1.2,7.539822369
1.201,7.546105554
1.202,7.552388739
1.203,7.558671925
1.204,7.56495511
1.205,7.571238295
1.206,7.57752148
1.207,7.583804666
1.208,7.590087851
1.209,7.596371036
1.21,7.602654222
1.211,7.608937407
1.212,7.615220592
1.213,7.621503778
1.214,7.627786963
1.215,7.634070148
1.216,7.640353334
1.217,7.646636519
1.218,7.652919704
1.219,7.659202889
1.22,7.665486075
1.221,7.67176926
1.222,7.678052445
1.223,7.684335631
1.224,7.690618816
1.225,7.696902001
1.226,7.703185187
1.227,7.709468372
1.228,7.715751557
1.229,7.722034743
1.23,7.728317928
1.231,7.734601113
1.232,7.740884298
1.233,7.747167484
1.234,7.753450669
1.235,7.759733854
1.236,7.76601704
1.237,7.772300225
1.238,7.77858341
1.239,7.784866596
1.24,7.791149781
1.241,7.797432966
1.242,7.803716152
1.243,7.809999337
1.244,7.816282522
1.245,7.822565707
1.246,7.828848893
1.247,7.835132078
1.248,7.841415263
1.249,7.847698449
1.25,7.853981634
1.251,7.860264819
1.252,7.866548005
1.253,7.87283119
1.254,7.879114375
1.255,7.885397561
1.256,7.891680746
1.257,7.897963931
1.258,7.904247116
1.259,7.910530302
1.26,7.916813487
1.261,7.923096672
1.262,7.929379858
1.263,7.935663043
1.264,7.941946228
1.265,7.948229414
1.266,7.954512599
1.267,7.960795784
1.268,7.96707897
1.269,7.973362155
1.27,7.97964534
1.271,7.985928525
1.272,7.992211711
1.273,7.998494896
1.274,8.004778081
1.275,8.011061267
1.276,8.017344452
1.277,8.023627637
1.278,8.029910823
1.279,8.036194008
1.28,8.042477193
1.281,8.048760378
1.282,8.055043564
1.283,8.061326749
1.284,8.067609934
1.285,8.07389312
1.286,8.080176305
1.287,8.08645949
1.288,8.092742676
1.289,8.099025861
1.29,8.105309046
1.291,8.111592232
1.292,8.117875417
1.293,8.124158602
1.294,8.130441787
1.295,8.136724973
1.296,8.143008158
1.297,8.149291343
1.298,8.155574529
1.299,8.161857714
1.3,8.168140899
1.301,8.174424085
1.302,8.18070727
1.303,8.186990455
1.304,8.193273641
1.305,8.199556826
1.306,8.205840011
1.307,8.212123196
1.308,8.218406382
1.309,8.224689567
1.31,8.230972752
1.311,8.237255938
1.312,8.243539123
1.313,8.249822308
1.314,8.256105494
1.315,8.262388679
1.316,8.268671864
1.317,8.27495505
1.318,8.281238235
1.319,8.28752142
1.32,8.293804605
1.321,8.300087791
1.322,8.306370976
1.323,8.312654161
1.324,8.318937347
1.325,8.325220532
1.326,8.331503717
1.327,8.337786903
1.328,8.344070088
1.329,8.350353273
1.33,8.356636459
1.331,8.362919644
1.332,8.369202829
1.333,8.375486014
1.334,8.3817692
1.335,8.388052385
1.336,8.39433557
1.337,8.400618756
1.338,8.406901941
1.339,8.413185126
1.34,8.419468312
1.341,8.425751497
1.342,8.432034682
1.343,8.438317868
1.344,8.444601053
1.345,8.450884238
1.346,8.457167423
1.347,8.463450609
1.348,8.469733794
1.349,8.476016979
1.35,8.482300165
1.351,8.48858335
1.352,8.494866535
1.353,8.501149721
1.354,8.507432906
1.355,8.513716091
1.356,8.519999277
1.357,8.526282462
1.358,8.532565647
1.359,8.538848832
1.36,8.545132018
1.361,8.551415203
1.362,8.557698388
1.363,8.563981574
1.364,8.570264759
1.365,8.576547944
1.366,8.58283113
1.367,8.589114315
1.368,8.5953975
1.369,8.601680686
1.37,8.607963871
1.371,8.614247056
1.372,8.620530241
1.373,8.626813427
1.374,8.633096612
1.375,8.639379797
1.376,8.645662983
1.377,8.651946168
1.378,8.658229353
1.379,8.664512539
1.38,8.670795724
1.381,8.677078909
1.382,8.683362095
1.383,8.68964528
1.384,8.695928465
1.385,8.70221165
1.386,8.708494836
1.387,8.714778021
1.388,8.721061206
1.389,8.727344392
1.39,8.733627577
1.391,8.739910762
1.392,8.746193948
1.393,8.752477133
1.394,8.758760318
1.395,8.765043504
1.396,8.771326689
1.397,8.777609874
