    "time","Piston.frame_a.r_0[1]","Piston.frame_a.r_0[2]","Piston.frame_a.r_0[3]","Piston.frame_a.R.w[1]","Piston.frame_a.R.w[2]","Piston.frame_a.R.w[3]","Piston.frame_a.f[1]","Piston.frame_a.f[2]","Piston.frame_a.f[3]","Piston.frame_a.t[1]","Piston.frame_a.t[2]","Piston.frame_a.t[3]","Piston.frame_b.r_0[1]","Piston.frame_b.r_0[2]","Piston.frame_b.r_0[3]","Piston.frame_b.R.w[1]","Piston.frame_b.R.w[2]","Piston.frame_b.R.w[3]","Piston.frame_b.f[1]","Piston.frame_b.f[2]","Piston.frame_b.f[3]","Piston.frame_b.t[1]","Piston.frame_b.t[2]","Piston.frame_b.t[3]","Piston.animation","Piston.r[1]","Piston.r[2]","Piston.r[3]"
     0.044,      0.15,         0,         0,         0,         0,         0,         0, 37.669817,         0,        -0,         0,         0,      0.15, 0.2999044,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.045,      0.15,         0,         0,         0,         0,         0,         0, 33.062993,         0,        -0,         0,         0,      0.15,0.29988397,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.046,      0.15,         0,         0,         0,         0,         0,         0, 27.483541,         0,        -0,         0,         0,      0.15, 0.2998592,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.047,      0.15,         0,         0,         0,         0,         0,         0, 20.729553,         0,        -0,         0,         0,      0.15,0.29982914,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.048,      0.15,         0,         0,         0,         0,         0,         0, 12.558824,         0,        -0,         0,         0,      0.15,0.29979267,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.049,      0.15,         0,         0,         0,         0,         0,         0, 2.6815597,         0,        -0,         0,         0,      0.15,0.29974845,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.05,      0.15,         0,         0,         0,         0,         0,         0,-9.2478707,         0,         0,         0,        -0,      0.15,0.29969484,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.051,      0.15,         0,         0,         0,         0,         0,         0,-23.640085,         0,         0,         0,        -0,      0.15,0.29962985,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.052,      0.15,         0,         0,         0,         0,         0,         0,-40.980579,         0,         0,         0,        -0,      0.15,0.29955111,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.053,      0.15,         0,         0,         0,         0,         0,         0,-61.840005,         0,         0,         0,        -0,      0.15,0.29945573,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.054,      0.15,         0,         0,         0,         0,         0,         0,-86.884241,         0,         0,         0,        -0,      0.15,0.29934025,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.055,      0.15,         0,         0,         0,         0,         0,         0,-116.88328,         0,         0,         0,        -0,      0.15,0.29920053,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.056,      0.15,         0,         0,         0,         0,         0,         0, -152.7175,         0,         0,         0,        -0,      0.15, 0.2990316,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.057,      0.15,         0,         0,         0,         0,         0,         0,-195.37924,         0,         0,         0,        -0,      0.15, 0.2988275,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.058,      0.15,         0,         0,         0,         0,         0,         0,-245.96684,         0,         0,         0,        -0,      0.15,0.29858118,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.059,      0.15,         0,         0,         0,         0,         0,         0,-305.66755,         0,         0,         0,        -0,      0.15,0.29828426,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.06,      0.15,         0,         0,         0,         0,         0,         0,-375.72487,         0,         0,         0,        -0,      0.15,0.29792684,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.061,      0.15,         0,         0,         0,         0,         0,         0,-457.38539,         0,         0,         0,        -0,      0.15,0.29749732,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.062,      0.15,         0,         0,         0,         0,         0,         0,-551.82054,         0,         0,         0,        -0,      0.15,0.29698218,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.063,      0.15,         0,         0,         0,         0,         0,         0,-660.01978,         0,         0,         0,        -0,      0.15, 0.2963658,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.064,      0.15,         0,         0,         0,         0,         0,         0,-782.65499,         0,         0,         0,        -0,      0.15,0.29563027,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.065,      0.15,         0,         0,         0,         0,         0,         0,-919.92101,         0,         0,         0,        -0,      0.15,0.29475531,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.066,      0.15,         0,         0,         0,         0,         0,         0,-1071.3648,         0,         0,         0,        -0,      0.15,0.29371823,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.067,      0.15,         0,         0,         0,         0,         0,         0,-1235.7242,         0,         0,         0,        -0,      0.15,0.29249401,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.068,      0.15,         0,         0,         0,         0,         0,         0,-1410.8059,         0,         0,         0,        -0,      0.15,0.29105549,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.069,      0.15,         0,         0,         0,         0,         0,         0,-1593.4348,         0,         0,         0,        -0,      0.15,0.28937377,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.07,      0.15,         0,         0,         0,         0,         0,         0,-1779.5049,         0,         0,         0,        -0,      0.15,0.28741869,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.071,      0.15,         0,         0,         0,         0,         0,         0,-1964.1459,         0,         0,         0,        -0,      0.15,0.28515957,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.072,      0.15,         0,         0,         0,         0,         0,         0,-2141.9969,         0,         0,         0,        -0,      0.15,0.28256594,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.073,      0.15,         0,         0,         0,         0,         0,         0,-2307.5504,         0,         0,         0,        -0,      0.15,0.27960847,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.074,      0.15,         0,         0,         0,         0,         0,         0,-2455.5057,         0,         0,         0,        -0,      0.15,0.27625986,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.075,      0.15,         0,         0,         0,         0,         0,         0,-2581.0605,         0,         0,         0,        -0,      0.15,0.27249573,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.076,      0.15,         0,         0,         0,         0,         0,         0,-2680.0798,         0,         0,         0,        -0,      0.15,0.26829535,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.077,      0.15,         0,         0,         0,         0,         0,         0,-2749.1015,         0,         0,         0,        -0,      0.15,0.26364243,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.078,      0.15,         0,         0,         0,         0,         0,         0,-2785.1784,         0,         0,         0,        -0,      0.15,0.25852558,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.079,      0.15,         0,         0,         0,         0,         0,         0,-2785.5832,         0,         0,         0,        -0,      0.15,0.25293888,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.08,      0.15,         0,         0,         0,         0,         0,         0,-2747.4309,         0,         0,         0,        -0,      0.15, 0.2468823,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.081,      0.15,         0,         0,         0,         0,         0,         0, -2667.283,         0,         0,         0,        -0,      0.15,0.24036219,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.082,      0.15,         0,         0,         0,         0,         0,         0,-2540.8031,         0,         0,         0,        -0,      0.15,0.23339187,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.083,      0.15,         0,         0,         0,         0,         0,         0, -2362.531,         0,         0,         0,        -0,      0.15,0.22599232,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.084,      0.15,         0,         0,         0,         0,         0,         0, -2125.842,         0,         0,         0,        -0,      0.15, 0.2181931,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.085,      0.15,         0,         0,         0,         0,         0,         0,-1823.1678,         0,         0,         0,        -0,      0.15,0.21003348,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.086,      0.15,         0,         0,         0,         0,         0,         0,-1446.5707,         0,         0,         0,        -0,      0.15,0.20156361,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.087,      0.15,         0,         0,         0,         0,         0,         0,-988.78949,         0,         0,         0,        -0,      0.15,0.19284588,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.088,      0.15,         0,         0,         0,         0,         0,         0, -444.8934,         0,         0,         0,        -0,      0.15,0.18395606,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.089,      0.15,         0,         0,         0,         0,         0,         0, 185.34328,         0,        -0,         0,         0,      0.15,0.17498411,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.09,      0.15,         0,         0,         0,         0,         0,         0, 894.38775,         0,        -0,         0,         0,      0.15,0.16603412,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.091,      0.15,         0,         0,         0,         0,         0,         0, 1663.6556,         0,        -0,         0,         0,      0.15,0.15722308,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.092,      0.15,         0,         0,         0,         0,         0,         0, 2461.1233,         0,        -0,         0,         0,      0.15,0.14867767,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.093,      0.15,         0,         0,         0,         0,         0,         0,  3241.778,         0,        -0,         0,         0,      0.15,0.14052909,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.094,      0.15,         0,         0,         0,         0,         0,         0, 3952.9394,         0,        -0,         0,         0,      0.15,0.13290563,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.095,      0.15,         0,         0,         0,         0,         0,         0, 4544.8755,         0,        -0,         0,         0,      0.15, 0.1259242,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.096,      0.15,         0,         0,         0,         0,         0,         0, 4983.7813,         0,        -0,         0,         0,      0.15,0.11968227,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.097,      0.15,         0,         0,         0,         0,         0,         0, 5261.3464,         0,        -0,         0,         0,      0.15,0.11425244,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.098,      0.15,         0,         0,         0,         0,         0,         0, 5395.9505,         0,        -0,         0,         0,      0.15,0.10968094,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.099,      0.15,         0,         0,         0,         0,         0,         0, 5425.1858,         0,        -0,         0,         0,      0.15,0.10599058,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
       0.1,      0.15,         0,         0,         0,         0,         0,         0, 5394.0644,         0,        -0,         0,         0,      0.15,0.10318674,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.101,      0.15,         0,         0,         0,         0,         0,         0,  5344.214,         0,        -0,         0,         0,      0.15,0.10126479,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.102,      0.15,         0,         0,         0,         0,         0,         0, 5306.9062,         0,        -0,         0,         0,      0.15,0.10021687,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.103,      0.15,         0,         0,         0,         0,         0,         0, 5299.3824,         0,        -0,         0,         0,      0.15,0.10003706,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.104,      0.15,         0,         0,         0,         0,         0,         0, 5325.7393,         0,        -0,         0,         0,      0.15,0.10072405,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.105,      0.15,         0,         0,         0,         0,         0,         0,  5376.832,         0,        -0,         0,         0,      0.15,0.10228172,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.106,      0.15,         0,         0,         0,         0,         0,         0, 5432.7192,         0,        -0,         0,         0,      0.15,0.10471796,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.107,      0.15,         0,         0,         0,         0,         0,         0,  5464.577,         0,        -0,         0,         0,      0.15,0.10804209,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.108,      0.15,         0,         0,         0,         0,         0,         0, 5438.2727,         0,        -0,         0,         0,      0.15,0.11225971,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.109,      0.15,         0,         0,         0,         0,         0,         0, 5320.7404,         0,        -0,         0,         0,      0.15,0.11736631,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.11,      0.15,         0,         0,         0,         0,         0,         0, 5087.7745,         0,        -0,         0,         0,      0.15,0.12334236,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.111,      0.15,         0,         0,         0,         0,         0,         0, 4730.6857,         0,        -0,         0,         0,      0.15, 0.1301494,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.112,      0.15,         0,         0,         0,         0,         0,         0, 4258.6007,         0,        -0,         0,         0,      0.15,0.13772858,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.113,      0.15,         0,         0,         0,         0,         0,         0, 3695.2073,         0,        -0,         0,         0,      0.15,0.14600188,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.114,      0.15,         0,         0,         0,         0,         0,         0, 3071.6813,         0,        -0,         0,         0,      0.15,0.15487598,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.115,      0.15,         0,         0,         0,         0,         0,         0, 2419.2073,         0,        -0,         0,         0,      0.15,0.16424746,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.116,      0.15,         0,         0,         0,         0,         0,         0, 1763.7822,         0,        -0,         0,         0,      0.15,0.17400817,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.117,      0.15,         0,         0,         0,         0,         0,         0, 1123.9828,         0,        -0,         0,         0,      0.15,0.18404968,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.118,      0.15,         0,         0,         0,         0,         0,         0, 510.83985,         0,        -0,         0,         0,      0.15, 0.1942664,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.119,      0.15,         0,         0,         0,         0,         0,         0, -71.42575,         0,         0,         0,        -0,      0.15,0.20455729,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.12,      0.15,         0,         0,         0,         0,         0,         0,-624.67041,         0,         0,         0,        -0,      0.15,0.21482643,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.121,      0.15,         0,         0,         0,         0,         0,         0,-1156.4509,         0,         0,         0,        -0,      0.15,0.22498257,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.122,      0.15,         0,         0,         0,         0,         0,         0,-1680.0204,         0,         0,         0,        -0,      0.15,0.23493779,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.123,      0.15,         0,         0,         0,         0,         0,         0,-2214.5706,         0,         0,         0,        -0,      0.15,0.24460535,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.124,      0.15,         0,         0,         0,         0,         0,         0,-2785.4929,         0,         0,         0,        -0,      0.15,0.25389642,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.125,      0.15,         0,         0,         0,         0,         0,         0,-3424.1918,         0,         0,         0,        -0,      0.15,0.26271598,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.126,      0.15,         0,         0,         0,         0,         0,         0,-4166.3296,         0,         0,         0,        -0,      0.15,0.27095755,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
