    "time","Piston.frame_a.r_0[1]","Piston.frame_a.r_0[2]","Piston.frame_a.r_0[3]","Piston.frame_a.R.w[1]","Piston.frame_a.R.w[2]","Piston.frame_a.R.w[3]","Piston.frame_a.f[1]","Piston.frame_a.f[2]","Piston.frame_a.f[3]","Piston.frame_a.t[1]","Piston.frame_a.t[2]","Piston.frame_a.t[3]","Piston.frame_b.r_0[1]","Piston.frame_b.r_0[2]","Piston.frame_b.r_0[3]","Piston.frame_b.R.w[1]","Piston.frame_b.R.w[2]","Piston.frame_b.R.w[3]","Piston.frame_b.f[1]","Piston.frame_b.f[2]","Piston.frame_b.f[3]","Piston.frame_b.t[1]","Piston.frame_b.t[2]","Piston.frame_b.t[3]","Piston.animation","Piston.r[1]","Piston.r[2]","Piston.r[3]"
     0.258,      0.15,         0,         0,         0,         0,         0,         0,-3873.5564,         0,         0,         0,        -0,      0.15, 0.2260335,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.259,      0.15,         0,         0,         0,         0,         0,         0,-315.56775,         0,         0,         0,        -0,      0.15,0.20640843,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.26,      0.15,         0,         0,         0,         0,         0,         0, 3492.7994,         0,        -0,         0,         0,      0.15,0.18673591,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.261,      0.15,         0,         0,         0,         0,         0,         0, 7765.8343,         0,        -0,         0,         0,      0.15,0.16765359,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.262,      0.15,         0,         0,         0,         0,         0,         0,  12298.15,         0,        -0,         0,         0,      0.15,0.14985071,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.263,      0.15,         0,         0,         0,         0,         0,         0, 16347.394,         0,        -0,         0,         0,      0.15,0.13406544,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.264,      0.15,         0,         0,         0,         0,         0,         0, 18969.922,         0,        -0,         0,         0,      0.15,0.12095359,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.265,      0.15,         0,         0,         0,         0,         0,         0, 19824.751,         0,        -0,         0,         0,      0.15,0.11094122,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.266,      0.15,         0,         0,         0,         0,         0,         0, 19505.228,         0,        -0,         0,         0,      0.15,0.10417696,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.267,      0.15,         0,         0,         0,         0,         0,         0, 18981.839,         0,        -0,         0,         0,      0.15,0.10062591,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.268,      0.15,         0,         0,         0,         0,         0,         0,  18898.58,         0,        -0,         0,         0,      0.15, 0.1002081,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.269,      0.15,         0,         0,         0,         0,         0,         0, 19351.183,         0,        -0,         0,         0,      0.15,0.10291242,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.27,      0.15,         0,         0,         0,         0,         0,         0, 19868.076,         0,        -0,         0,         0,      0.15,0.10880728,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.271,      0.15,         0,         0,         0,         0,         0,         0, 19589.442,         0,        -0,         0,         0,      0.15,0.11796798,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.272,      0.15,         0,         0,         0,         0,         0,         0, 17759.073,         0,        -0,         0,         0,      0.15,0.13033806,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.273,      0.15,         0,         0,         0,         0,         0,         0, 14392.753,         0,        -0,         0,         0,      0.15,0.14561431,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.274,      0.15,         0,         0,         0,         0,         0,         0, 10210.166,         0,        -0,         0,         0,      0.15,0.16324623,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.275,      0.15,         0,         0,         0,         0,         0,         0, 5944.7544,         0,        -0,         0,         0,      0.15,0.18255439,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.276,      0.15,         0,         0,         0,         0,         0,         0, 1875.3516,         0,        -0,         0,         0,      0.15,0.20283958,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.277,      0.15,         0,         0,         0,         0,         0,         0,-2180.9754,         0,         0,         0,        -0,      0.15,0.22342616,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.278,      0.15,         0,         0,         0,         0,         0,         0,-6809.9735,         0,         0,         0,        -0,      0.15,  0.243632,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.279,      0.15,         0,         0,         0,         0,         0,         0,-13094.367,         0,         0,         0,        -0,      0.15,0.26268217,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.28,      0.15,         0,         0,         0,         0,         0,         0,-22718.766,         0,         0,         0,        -0,      0.15,0.27950844,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.281,      0.15,         0,         0,         0,         0,         0,         0,-36740.434,         0,         0,         0,        -0,      0.15,0.29249948,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.282,      0.15,         0,         0,         0,         0,         0,         0,-49439.561,         0,         0,         0,        -0,      0.15, 0.2994157,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.283,      0.15,         0,         0,         0,         0,         0,         0,-47393.275,         0,         0,         0,        -0,      0.15,0.29837128,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.284,      0.15,         0,         0,         0,         0,         0,         0,-33933.928,         0,         0,         0,        -0,      0.15,0.28964679,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.285,      0.15,         0,         0,         0,         0,         0,         0,-21325.474,         0,         0,         0,        -0,      0.15,0.27527408,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.286,      0.15,         0,         0,         0,         0,         0,         0,-12777.379,         0,         0,         0,        -0,      0.15, 0.2572956,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.287,      0.15,         0,         0,         0,         0,         0,         0,-6853.6923,         0,         0,         0,        -0,      0.15,0.23714563,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.288,      0.15,         0,         0,         0,         0,         0,         0,-2016.1851,         0,         0,         0,        -0,      0.15, 0.2158249,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.289,      0.15,         0,         0,         0,         0,         0,         0, 2761.2081,         0,        -0,         0,         0,      0.15,0.19418558,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.29,      0.15,         0,         0,         0,         0,         0,         0, 8043.6663,         0,        -0,         0,         0,      0.15,0.17301571,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.291,      0.15,         0,         0,         0,         0,         0,         0,  13780.56,         0,        -0,         0,         0,      0.15,0.15317781,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.292,      0.15,         0,         0,         0,         0,         0,         0, 19061.787,         0,        -0,         0,         0,      0.15,0.13559838,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.293,      0.15,         0,         0,         0,         0,         0,         0, 22471.773,         0,        -0,         0,         0,      0.15,0.12113742,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.294,      0.15,         0,         0,         0,         0,         0,         0, 23455.243,         0,        -0,         0,         0,      0.15,0.11034525,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.295,      0.15,         0,         0,         0,         0,         0,         0, 22932.677,         0,        -0,         0,         0,      0.15,0.10340484,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.296,      0.15,         0,         0,         0,         0,         0,         0, 22328.768,         0,        -0,         0,         0,      0.15,0.10023726,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.297,      0.15,         0,         0,         0,         0,         0,         0, 22440.891,         0,        -0,         0,         0,      0.15,0.10075402,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.298,      0.15,         0,         0,         0,         0,         0,         0, 23164.505,         0,        -0,         0,         0,      0.15,0.10497673,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.299,      0.15,         0,         0,         0,         0,         0,         0, 23516.799,         0,        -0,         0,         0,      0.15,0.11301144,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
       0.3,      0.15,         0,         0,         0,         0,         0,         0, 22157.191,         0,        -0,         0,         0,      0.15,0.12490531,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.301,      0.15,         0,         0,         0,         0,         0,         0, 18500.579,         0,        -0,         0,         0,      0.15,0.14042294,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.302,      0.15,         0,         0,         0,         0,         0,         0, 13330.237,         0,        -0,         0,         0,      0.15,0.15896987,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.303,      0.15,         0,         0,         0,         0,         0,         0, 7842.6133,         0,        -0,         0,         0,      0.15,0.17971874,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.304,      0.15,         0,         0,         0,         0,         0,         0, 2590.2414,         0,        -0,         0,         0,      0.15, 0.2017681,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.305,      0.15,         0,         0,         0,         0,         0,         0,-2656.4084,         0,         0,         0,        -0,      0.15,0.22422595,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.306,      0.15,         0,         0,         0,         0,         0,         0,-8826.8669,         0,         0,         0,        -0,      0.15,0.24622056,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.307,      0.15,         0,         0,         0,         0,         0,         0,-17718.525,         0,         0,         0,        -0,      0.15,0.26671074,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.308,      0.15,         0,         0,         0,         0,         0,         0,-32055.224,         0,         0,         0,        -0,      0.15,0.28418053,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.309,      0.15,         0,         0,         0,         0,         0,         0, -51624.64,         0,         0,         0,        -0,      0.15,0.29625344,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.31,      0.15,         0,         0,         0,         0,         0,         0,-60862.859,         0,         0,         0,        -0,      0.15,0.29991896,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.311,      0.15,         0,         0,         0,         0,         0,         0,-47413.009,         0,         0,         0,        -0,      0.15,0.29386162,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.312,      0.15,         0,         0,         0,         0,         0,         0,-29155.206,         0,         0,         0,        -0,      0.15,0.28000297,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.313,      0.15,         0,         0,         0,         0,         0,         0,-16592.718,         0,         0,         0,        -0,      0.15, 0.2612269,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.314,      0.15,         0,         0,         0,         0,         0,         0,-8456.3364,         0,         0,         0,        -0,      0.15,0.23963741,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.315,      0.15,         0,         0,         0,         0,         0,         0, -2210.331,         0,         0,         0,        -0,      0.15,0.21661421,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.316,      0.15,         0,         0,         0,         0,         0,         0, 3797.9223,         0,        -0,         0,         0,      0.15,0.19321612,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.317,      0.15,         0,         0,         0,         0,         0,         0, 10416.536,         0,        -0,         0,         0,      0.15,0.17044233,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.318,      0.15,         0,         0,         0,         0,         0,         0, 17485.757,         0,        -0,         0,         0,      0.15,0.14939023,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.319,      0.15,         0,         0,         0,         0,         0,         0, 23534.601,         0,        -0,         0,         0,      0.15,0.13120659,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.32,      0.15,         0,         0,         0,         0,         0,         0, 26723.172,         0,        -0,         0,         0,      0.15,0.11686209,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.321,      0.15,         0,         0,         0,         0,         0,         0,  26960.95,         0,        -0,         0,         0,      0.15,0.10688162,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.322,      0.15,         0,         0,         0,         0,         0,         0, 26047.385,         0,        -0,         0,         0,      0.15,0.10133305,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.323,      0.15,         0,         0,         0,         0,         0,         0, 25723.559,         0,        -0,         0,         0,      0.15,0.10009167,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.324,      0.15,         0,         0,         0,         0,         0,         0, 26429.673,         0,        -0,         0,         0,      0.15,0.10310807,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.325,      0.15,         0,         0,         0,         0,         0,         0, 27196.251,         0,        -0,         0,         0,      0.15,0.11048589,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.326,      0.15,         0,         0,         0,         0,         0,         0, 26135.356,         0,        -0,         0,         0,      0.15,0.12232761,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.327,      0.15,         0,         0,         0,         0,         0,         0, 22032.659,         0,        -0,         0,         0,      0.15,0.13844314,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.328,      0.15,         0,         0,         0,         0,         0,         0, 15738.512,         0,        -0,         0,         0,      0.15,0.15816717,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.329,      0.15,         0,         0,         0,         0,         0,         0, 8931.3895,         0,        -0,         0,         0,      0.15, 0.1804814,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.33,      0.15,         0,         0,         0,         0,         0,         0, 2436.0656,         0,        -0,         0,         0,      0.15,0.20426385,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.331,      0.15,         0,         0,         0,         0,         0,         0,-4188.7789,         0,         0,         0,        -0,      0.15,0.22843713,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.332,      0.15,         0,         0,         0,         0,         0,         0,-12488.851,         0,         0,         0,        -0,      0.15,0.25188683,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.333,      0.15,         0,         0,         0,         0,         0,         0,-25467.132,         0,         0,         0,        -0,      0.15, 0.2731953,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.334,      0.15,         0,         0,         0,         0,         0,         0,-46865.428,         0,         0,         0,        -0,      0.15,0.29016018,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.335,      0.15,         0,         0,         0,         0,         0,         0,-69237.961,         0,         0,         0,        -0,      0.15, 0.2993257,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.336,      0.15,         0,         0,         0,         0,         0,         0,-64006.591,         0,         0,         0,        -0,      0.15,0.29746358,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.337,      0.15,         0,         0,         0,         0,         0,         0,-40203.219,         0,         0,         0,        -0,      0.15, 0.2852681,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.338,      0.15,         0,         0,         0,         0,         0,         0,-22008.257,         0,         0,         0,        -0,      0.15,0.26631697,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.339,      0.15,         0,         0,         0,         0,         0,         0,-10855.516,         0,         0,         0,        -0,      0.15,0.24356684,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.34,      0.15,         0,         0,         0,         0,         0,         0,-2925.5551,         0,         0,         0,        -0,      0.15,0.21899478,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.341,      0.15,         0,         0,         0,         0,         0,         0, 4376.9423,         0,        -0,         0,         0,      0.15,0.19395301,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.342,      0.15,         0,         0,         0,         0,         0,         0, 12352.259,         0,        -0,         0,         0,      0.15, 0.1696366,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.343,      0.15,         0,         0,         0,         0,         0,         0, 20790.811,         0,        -0,         0,         0,      0.15, 0.1473657,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.344,      0.15,         0,         0,         0,         0,         0,         0, 27633.644,         0,        -0,         0,         0,      0.15,0.12849916,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.345,      0.15,         0,         0,         0,         0,         0,         0, 30626.761,         0,        -0,         0,         0,      0.15,0.11413946,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.346,      0.15,         0,         0,         0,         0,         0,         0,  30271.48,         0,        -0,         0,         0,      0.15,0.10477229,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.347,      0.15,         0,         0,         0,         0,         0,         0, 29239.833,         0,        -0,         0,         0,      0.15,0.10039217,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.348,      0.15,         0,         0,         0,         0,         0,         0, 29368.415,         0,        -0,         0,         0,      0.15,0.10085464,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.349,      0.15,         0,         0,         0,         0,         0,         0, 30490.274,         0,        -0,         0,         0,      0.15, 0.1061732,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.35,      0.15,         0,         0,         0,         0,         0,         0, 30554.619,         0,        -0,         0,         0,      0.15,0.11650148,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.351,      0.15,         0,         0,         0,         0,         0,         0, 27160.429,         0,        -0,         0,         0,      0.15,0.13183178,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.352,      0.15,         0,         0,         0,         0,         0,         0, 20268.152,         0,        -0,         0,         0,      0.15,0.15159788,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.353,      0.15,         0,         0,         0,         0,         0,         0, 12093.552,         0,        -0,         0,         0,      0.15,0.17468146,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.354,      0.15,         0,         0,         0,         0,         0,         0,  4200.117,         0,        -0,         0,         0,      0.15,0.19975997,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.355,      0.15,         0,         0,         0,         0,         0,         0,-3700.3623,         0,         0,         0,        -0,      0.15,0.22553064,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.356,      0.15,         0,         0,         0,         0,         0,         0,-13516.458,         0,         0,         0,        -0,      0.15,0.25066091,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.357,      0.15,         0,         0,         0,         0,         0,         0,-29221.324,         0,         0,         0,        -0,      0.15,0.27346308,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.358,      0.15,         0,         0,         0,         0,         0,         0,-55814.738,         0,         0,         0,        -0,      0.15,0.29125407,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.359,      0.15,         0,         0,         0,         0,         0,         0,-80694.853,         0,         0,         0,        -0,      0.15,0.29978828,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.36,      0.15,         0,         0,         0,         0,         0,         0, -67441.62,         0,         0,         0,        -0,      0.15,0.29558664,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.361,      0.15,         0,         0,         0,         0,         0,         0,-38636.911,         0,         0,         0,        -0,      0.15,0.28042006,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.362,      0.15,         0,         0,         0,         0,         0,         0,-19618.931,         0,         0,         0,        -0,      0.15,0.25870137,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.363,      0.15,         0,         0,         0,         0,         0,         0,-8079.3773,         0,         0,         0,        -0,      0.15,0.23363517,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.364,      0.15,         0,         0,         0,         0,         0,         0, 789.79241,         0,        -0,         0,         0,      0.15,0.20719476,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.365,      0.15,         0,         0,         0,         0,         0,         0, 9728.3857,         0,        -0,         0,         0,      0.15, 0.1808769,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.366,      0.15,         0,         0,         0,         0,         0,         0, 19565.077,         0,        -0,         0,         0,      0.15,0.15617559,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.367,      0.15,         0,         0,         0,         0,         0,         0, 28653.283,         0,        -0,         0,         0,      0.15,0.13469236,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.368,      0.15,         0,         0,         0,         0,         0,         0,  33706.13,         0,        -0,         0,         0,      0.15,0.11787741,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.369,      0.15,         0,         0,         0,         0,         0,         0, 34035.015,         0,        -0,         0,         0,      0.15,0.10655359,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.37,      0.15,         0,         0,         0,         0,         0,         0, 32713.826,         0,        -0,         0,         0,      0.15,0.10082896,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.371,      0.15,         0,         0,         0,         0,         0,         0, 32607.403,         0,        -0,         0,         0,      0.15,0.10052746,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.372,      0.15,         0,         0,         0,         0,         0,         0, 33887.545,         0,        -0,         0,         0,      0.15,0.10562309,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.373,      0.15,         0,         0,         0,         0,         0,         0, 34092.316,         0,        -0,         0,         0,      0.15, 0.1162952,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.374,      0.15,         0,         0,         0,         0,         0,         0, 30075.231,         0,        -0,         0,         0,      0.15,0.13254576,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.375,      0.15,         0,         0,         0,         0,         0,         0, 21794.032,         0,        -0,         0,         0,      0.15,0.15371288,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.376,      0.15,         0,         0,         0,         0,         0,         0, 12165.098,         0,        -0,         0,         0,      0.15,0.17845464,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.377,      0.15,         0,         0,         0,         0,         0,         0, 2944.0167,         0,        -0,         0,         0,      0.15,0.20519978,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.378,      0.15,         0,         0,         0,         0,         0,         0,-6659.4096,         0,         0,         0,        -0,      0.15,0.23242299,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.379,      0.15,         0,         0,         0,         0,         0,         0,-19777.115,         0,         0,         0,        -0,      0.15,0.25847546,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.38,      0.15,         0,         0,         0,         0,         0,         0,-42633.633,         0,         0,         0,        -0,      0.15,  0.281113,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.381,      0.15,         0,         0,         0,         0,         0,         0,-78007.199,         0,         0,         0,        -0,      0.15,0.29648236,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.382,      0.15,         0,         0,         0,         0,         0,         0,-88644.904,         0,         0,         0,        -0,      0.15,0.29928012,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.383,      0.15,         0,         0,         0,         0,         0,         0,-56456.696,         0,         0,         0,        -0,      0.15,0.28807702,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.384,      0.15,         0,         0,         0,         0,         0,         0,-28417.845,         0,         0,         0,        -0,      0.15,0.26741751,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.385,      0.15,         0,         0,         0,         0,         0,         0, -12341.16,         0,         0,         0,        -0,      0.15,0.24183366,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.386,      0.15,         0,         0,         0,         0,         0,         0,-1396.3621,         0,         0,         0,        -0,      0.15,0.21416545,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.387,      0.15,         0,         0,         0,         0,         0,         0, 8837.5929,         0,        -0,         0,         0,      0.15,0.18625082,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.388,      0.15,         0,         0,         0,         0,         0,         0, 20079.908,         0,        -0,         0,         0,      0.15,0.15982027,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
