"time","outputs_1_","outputs_2_","outputs_3_","outputs_4_"
0.5505,5.26784,3.58291,1.485,0
0.5505,5.24127,3.57948,1.5,0
0.552,5.24127,3.57948,1.5,0
0.552,5.21471,3.57604,1.515,0
0.5535,5.21471,3.57604,1.515,0
0.5535,5.1882,3.57259,1.53,0
0.555,5.1882,3.57259,1.53,0
0.555,5.16177,3.56911,1.545,0
0.5565,5.16177,3.56911,1.545,0
0.5565,5.13544,3.56561,1.56,0
0.558,5.13544,3.56561,1.56,0
0.558,5.10927,3.5621,1.575,0
0.5595,5.10927,3.5621,1.575,0
0.5595,5.08327,3.55857,1.59,0
0.561,5.08327,3.55857,1.59,0
0.561,5.05748,3.55502,1.605,0
0.5625,5.05748,3.55502,1.605,0
0.5625,5.03194,3.55145,1.62,0
0.564,5.03194,3.55145,1.62,0
0.564,5.00667,3.54787,1.635,0
0.5655,5.00667,3.54787,1.635,0
0.5655,4.9817,3.54426,1.65,0
0.567,4.9817,3.54426,1.65,0
0.567,4.95707,3.54064,1.665,0
0.5685,4.95707,3.54064,1.665,0
0.5685,4.9328,3.537,1.68,0
0.57,4.9328,3.537,1.68,0
0.57,4.90892,3.53334,1.695,0
0.5715,4.90892,3.53334,1.695,0
0.5715,4.88546,3.52966,1.71,0
0.573,4.88546,3.52966,1.71,0
0.573,4.86245,3.52596,1.725,0
0.5745,4.86245,3.52596,1.725,0
0.5745,4.83992,3.52225,1.74,0
0.576,4.83992,3.52225,1.74,0
0.576,4.81788,3.51851,1.755,0
0.5775,4.81788,3.51851,1.755,0
0.5775,4.79636,3.51476,1.77,0
0.579,4.79636,3.51476,1.77,0
0.579,4.77539,3.51099,1.785,0
0.5805,4.77539,3.51099,1.785,0
0.5805,4.75499,3.5072,1.8,0
0.582,4.75499,3.5072,1.8,0
0.582,4.73517,3.50339,1.815,0
0.5835,4.73517,3.50339,1.815,0
0.5835,4.71596,3.49956,1.83,0
0.585,4.71596,3.49956,1.83,0
0.585,4.69738,3.49571,1.845,0
0.5865,4.69738,3.49571,1.845,0
0.5865,4.67944,3.49185,1.86,0
0.588,4.67944,3.49185,1.86,0
0.588,4.66215,3.48796,1.875,0
0.5895,4.66215,3.48796,1.875,0
0.5895,4.64553,3.48406,1.89,0
0.591,4.64553,3.48406,1.89,0
0.591,4.62959,3.48013,1.905,0
0.5925,4.62959,3.48013,1.905,0
0.5925,4.61435,3.47619,1.92,0
0.594,4.61435,3.47619,1.92,0
0.594,4.59981,3.47223,1.935,0
0.5955,4.59981,3.47223,1.935,0
0.5955,4.58598,3.46825,1.95,0
0.597,4.58598,3.46825,1.95,0
0.597,4.57287,3.46425,1.965,0
0.5985,4.57287,3.46425,1.965,0
0.5985,4.56047,3.46023,1.98,0
0.6,4.56047,3.46023,1.98,0
0.6,4.5488,3.4562,1.995,0
0.6015,4.5488,3.4562,1.995,0
0.6015,4.53786,3.45214,2.01,0
0.603,4.53786,3.45214,2.01,0
0.603,4.52765,3.44806,2.025,0
0.6045,4.52765,3.44806,2.025,0
0.6045,4.51815,3.44397,2.04,0
0.606,4.51815,3.44397,2.04,0
0.606,4.50938,3.43985,2.055,0
0.6075,4.50938,3.43985,2.055,0
0.6075,4.50133,3.43572,2.07,0
0.609,4.50133,3.43572,2.07,0
0.609,4.49398,3.43156,2.085,0
0.6105,4.49398,3.43156,2.085,0
0.6105,4.48734,3.42739,2.1,0
0.612,4.48734,3.42739,2.1,0
0.612,4.48139,3.42319,2.115,0
0.6135,4.48139,3.42319,2.115,0
0.6135,4.47613,3.41898,2.13,0
0.615,4.47613,3.41898,2.13,0
0.615,4.47154,3.41475,2.145,0
0.6165,4.47154,3.41475,2.145,0
0.6165,4.4676,3.41049,2.16,0
0.618,4.4676,3.41049,2.16,0
0.618,4.4643,3.40622,2.175,0
0.6195,4.4643,3.40622,2.175,0
0.6195,4.46163,3.40193,2.19,0
0.621,4.46163,3.40193,2.19,0
0.621,4.45957,3.39762,2.205,0
0.6225,4.45957,3.39762,2.205,0
0.6225,4.45809,3.39329,2.22,0
0.624,4.45809,3.39329,2.22,0
0.624,4.45719,3.38893,2.235,0
0.6255,4.45719,3.38893,2.235,0
0.6255,4.45683,3.38456,2.25,0
0.627,4.45683,3.38456,2.25,0
0.627,4.45699,3.38017,2.265,0
0.6285,4.45699,3.38017,2.265,0
0.6285,4.45765,3.37576,2.28,0
0.63,4.45765,3.37576,2.28,0
0.63,4.45879,3.37133,2.295,0
0.6315,4.45879,3.37133,2.295,0
0.6315,4.46038,3.36688,2.31,0
0.633,4.46038,3.36688,2.31,0
0.633,4.46239,3.3624,2.325,0
0.6345,4.46239,3.3624,2.325,0
0.6345,4.46479,3.35791,2.34,0
0.636,4.46479,3.35791,2.34,0
0.636,4.46756,3.3534,2.355,0
0.6375,4.46756,3.3534,2.355,0
0.6375,4.47066,3.34887,2.37,0
0.639,4.47066,3.34887,2.37,0
0.639,4.47408,3.34431,2.385,0
0.6405,4.47408,3.34431,2.385,0
0.6405,4.47776,3.33974,2.4,0
0.642,4.47776,3.33974,2.4,0
0.642,4.48169,3.33515,2.415,0
0.6435,4.48169,3.33515,2.415,0
0.6435,4.48584,3.33053,2.43,0
0.645,4.48584,3.33053,2.43,0
0.645,4.49016,3.3259,2.445,0
0.6465,4.49016,3.3259,2.445,0
0.6465,4.49463,3.32125,2.46,0
0.648,4.49463,3.32125,2.46,0
0.648,4.49921,3.31657,2.475,0
0.6495,4.49921,3.31657,2.475,0
0.6495,4.50388,3.31187,2.49,0
0.651,4.50388,3.31187,2.49,0
0.651,4.50859,3.30716,2.505,0
0.6525,4.50859,3.30716,2.505,0
0.6525,4.51332,3.30242,2.52,0
0.654,4.51332,3.30242,2.52,0
0.654,4.51803,3.29766,2.535,0
0.6555,4.51803,3.29766,2.535,0
0.6555,4.52269,3.29289,2.55,0
0.657,4.52269,3.29289,2.55,0
0.657,4.52727,3.28809,2.565,0
0.6585,4.52727,3.28809,2.565,0
0.6585,4.53173,3.28327,2.58,0
0.66,4.53173,3.28327,2.58,0
0.66,4.53604,3.27843,2.595,0
0.6615,4.53604,3.27843,2.595,0
0.6615,4.54016,3.27357,2.61,0
0.663,4.54016,3.27357,2.61,0
0.663,4.54408,3.26868,2.625,0
0.6645,4.54408,3.26868,2.625,0
0.6645,4.54775,3.26378,2.64,0
0.666,4.54775,3.26378,2.64,0
0.666,4.55114,3.25886,2.655,0
0.6675,4.55114,3.25886,2.655,0
0.6675,4.55423,3.25391,2.67,0
0.669,4.55423,3.25391,2.67,0
0.669,4.55698,3.24895,2.685,0
0.6705,4.55698,3.24895,2.685,0
0.6705,4.55938,3.24396,2.7,0
0.672,4.55938,3.24396,2.7,0
0.672,4.56138,3.23895,2.715,0
0.6735,4.56138,3.23895,2.715,0
0.6735,4.56297,3.23392,2.73,0
0.675,4.56297,3.23392,2.73,0
0.675,4.56411,3.22887,2.745,0
0.6765,4.56411,3.22887,2.745,0
0.6765,4.56479,3.2238,2.76,0
0.678,4.56479,3.2238,2.76,0
0.678,4.56498,3.21871,2.775,0
0.6795,4.56498,3.21871,2.775,0
0.6795,4.56465,3.21359,2.79,0
0.681,4.56465,3.21359,2.79,0
0.681,4.5638,3.20846,2.805,0
0.6825,4.5638,3.20846,2.805,0
0.6825,4.56238,3.2033,2.82,0
0.684,4.56238,3.2033,2.82,0
0.684,4.5604,3.19813,2.835,0
0.6855,4.5604,3.19813,2.835,0
0.6855,4.55782,3.19293,2.85,0
0.687,4.55782,3.19293,2.85,0
0.687,4.55464,3.18771,2.865,0
0.6885,4.55464,3.18771,2.865,0
0.6885,4.55084,3.18246,2.88,0
0.69,4.55084,3.18246,2.88,0
0.69,4.54641,3.1772,2.895,0
0.6915,4.54641,3.1772,2.895,0
0.6915,4.54133,3.17192,2.91,0
0.693,4.54133,3.17192,2.91,0
0.693,4.53559,3.16661,2.925,0
0.6945,4.53559,3.16661,2.925,0
0.6945,4.52919,3.16128,2.94,0
0.696,4.52919,3.16128,2.94,0
0.696,4.52212,3.15593,2.955,0
0.6975,4.52212,3.15593,2.955,0
0.6975,4.51437,3.15056,2.97,0
0.699,4.51437,3.15056,2.97,0
0.699,4.50594,3.14517,2.985,0
0.7005,4.50594,3.14517,2.985,0
0.7005,4.49683,3.13975,3,0
0.702,4.49683,3.13975,3,0
0.702,4.48703,3.13431,3.015,0
0.7035,4.48703,3.13431,3.015,0
0.7035,4.47655,3.12886,3.03,0
0.705,4.47655,3.12886,3.03,0
0.705,4.46538,3.12338,3.045,0
0.7065,4.46538,3.12338,3.045,0
0.7065,4.45354,3.11787,3.06,0
0.708,4.45354,3.11787,3.06,0
0.708,4.44102,3.11235,3.075,0
0.7095,4.44102,3.11235,3.075,0
0.7095,4.42784,3.1068,3.09,0
0.711,4.42784,3.1068,3.09,0
0.711,4.41399,3.10123,3.105,0
0.7125,4.41399,3.10123,3.105,0
0.7125,4.3995,3.10594,3.1097,0
0.714,4.3995,3.10594,3.1097,0
0.714,4.38437,3.11063,3.1144,0
0.7155,4.38437,3.11063,3.1144,0
0.7155,4.36862,3.11532,3.11908,0
0.717,4.36862,3.11532,3.11908,0
0.717,4.35226,3.11999,3.12375,0
0.7185,4.35226,3.11999,3.12375,0
0.7185,4.3353,3.12465,3.12841,0
0.72,4.3353,3.12465,3.12841,0
0.72,4.31777,3.1293,3.13306,0
0.7215,4.31777,3.1293,3.13306,0
0.7215,4.29967,3.13394,3.1377,0
0.723,4.29967,3.13394,3.1377,0
0.723,4.28104,3.13857,3.14233,0
0.7245,4.28104,3.13857,3.14233,0
0.7245,4.26189,3.14318,3.14695,0
0.726,4.26189,3.14318,3.14695,0
0.726,4.24224,3.14779,3.15155,0
0.7275,4.24224,3.14779,3.15155,0
0.7275,4.22211,3.15238,3.15615,0
0.729,4.22211,3.15238,3.15615,0
0.729,4.20154,3.15696,3.16073,0
0.7305,4.20154,3.15696,3.16073,0
0.7305,4.18055,3.16154,3.1653,0
0.732,4.18055,3.16154,3.1653,0
0.732,4.15915,3.1661,3.16986,0
0.7335,4.15915,3.1661,3.16986,0
0.7335,4.13739,3.17065,3.17441,0
0.735,4.13739,3.17065,3.17441,0
0.735,4.11528,3.17518,3.17895,0
0.7365,4.11528,3.17518,3.17895,0
0.7365,4.09287,3.17971,3.18348,0
0.738,4.09287,3.17971,3.18348,0
0.738,4.07016,3.18423,3.18799,0
0.7395,4.07016,3.18423,3.18799,0
0.7395,4.04721,3.18873,3.19249,0
0.741,4.04721,3.18873,3.19249,0
0.741,4.02403,3.19322,3.19699,0
0.7425,4.02403,3.19322,3.19699,0
0.7425,4.00066,3.1977,3.20147,0
0.744,4.00066,3.1977,3.20147,0
0.744,3.97714,3.20217,3.20594,0
0.7455,3.97714,3.20217,3.20594,0
0.7455,3.95349,3.20663,3.2104,0
0.747,3.95349,3.20663,3.2104,0
0.747,3.92974,3.21108,3.21485,0
0.7485,3.92974,3.21108,3.21485,0
0.7485,3.90594,3.21552,3.21928,0
0.75,3.90594,3.21552,3.21928,0
0.75,3.8821,3.21994,3.22371,0
0.7515,3.8821,3.21994,3.22371,0
0.7515,3.85828,3.22435,3.22812,0
0.753,3.85828,3.22435,3.22812,0
0.753,3.83449,3.22876,3.23252,0
0.7545,3.83449,3.22876,3.23252,0
0.7545,3.81078,3.23315,3.23691,0
0.756,3.81078,3.23315,3.23691,0
0.756,3.78717,3.23753,3.24129,0
0.7575,3.78717,3.23753,3.24129,0
0.7575,3.7637,3.24189,3.24566,0
0.759,3.7637,3.24189,3.24566,0
0.759,3.7404,3.24625,3.25001,0
0.7605,3.7404,3.24625,3.25001,0
0.7605,3.71731,3.25059,3.25436,0
0.762,3.71731,3.25059,3.25436,0
0.762,3.69445,3.25493,3.25869,0
0.7635,3.69445,3.25493,3.25869,0
0.7635,3.67186,3.25925,3.26301,0
0.765,3.67186,3.25925,3.26301,0
0.765,3.64957,3.26356,3.26732,0
0.7665,3.64957,3.26356,3.26732,0
0.7665,3.62761,3.26785,3.27162,0
0.768,3.62761,3.26785,3.27162,0
0.768,3.60601,3.27214,3.27591,0
0.7695,3.60601,3.27214,3.27591,0
0.7695,3.58479,3.27642,3.28018,0
0.771,3.58479,3.27642,3.28018,0
0.771,3.56399,3.28068,3.28445,0
0.7725,3.56399,3.28068,3.28445,0
0.7725,3.54364,3.28493,3.2887,0
0.774,3.54364,3.28493,3.2887,0
0.774,3.52375,3.28917,3.29294,0
0.7755,3.52375,3.28917,3.29294,0
0.7755,3.50436,3.2934,3.29716,0
0.777,3.50436,3.2934,3.29716,0
0.777,3.48549,3.29762,3.30138,0
0.7785,3.48549,3.29762,3.30138,0
0.7785,3.46716,3.30182,3.30559,0
0.78,3.46716,3.30182,3.30559,0
0.78,3.44939,3.30601,3.30978,0
0.7815,3.44939,3.30601,3.30978,0
0.7815,3.43221,3.3102,3.31396,0
0.783,3.43221,3.3102,3.31396,0
0.783,3.41564,3.31437,3.31813,0
0.7845,3.41564,3.31437,3.31813,0
0.7845,3.39969,3.31852,3.32229,0
0.786,3.39969,3.31852,3.32229,0
0.786,3.38438,3.32267,3.32644,0
0.7875,3.38438,3.32267,3.32644,0
0.7875,3.36972,3.3268,3.33057,0
0.789,3.36972,3.3268,3.33057,0
0.789,3.35574,3.33093,3.33469,0
0.7905,3.35574,3.33093,3.33469,0
0.7905,3.34243,3.33504,3.3388,0
0.792,3.34243,3.33504,3.3388,0
0.792,3.32982,3.33914,3.3429,0
0.7935,3.32982,3.33914,3.3429,0
0.7935,3.32858,3.33789,3.34166,0
0.795,3.32858,3.33789,3.34166,0
0.795,3.32757,3.33688,3.34065,0
0.7965,3.32757,3.33688,3.34065,0
0.7965,3.32678,3.3361,3.33986,0
0.798,3.32678,3.3361,3.33986,0
0.798,3.32624,3.33555,3.33931,0
0.7995,3.32624,3.33555,3.33931,0
0.7995,3.32592,3.33524,3.339,0
0.801,3.32592,3.33524,3.339,0
0.801,3.32584,3.33516,3.33892,0
0.8025,3.32584,3.33516,3.33892,0
0.8025,3.326,3.33531,3.33908,0
0.804,3.326,3.33531,3.33908,0
0.804,3.32639,3.33571,3.33947,0
0.8055,3.32639,3.33571,3.33947,0
0.8055,3.32702,3.33633,3.3401,0
0.807,3.32702,3.33633,3.3401,0
0.807,3.32788,3.33719,3.34096,0
0.8085,3.32788,3.33719,3.34096,0
0.8085,3.32897,3.33828,3.34205,0
0.81,3.32897,3.33828,3.34205,0
0.81,3.33029,3.3396,3.34337,0
0.8115,3.33029,3.3396,3.34337,0
0.8115,3.33183,3.34115,3.34491,0
0.813,3.33183,3.34115,3.34491,0
0.813,3.3336,3.34291,3.34668,0
0.8145,3.3336,3.34291,3.34668,0
0.8145,3.33559,3.3449,3.34867,0
0.816,3.33559,3.3449,3.34867,0
0.816,3.33779,3.3471,3.35087,0
0.8175,3.33779,3.3471,3.35087,0
0.8175,3.3402,3.34951,3.35327,0
0.819,3.3402,3.34951,3.35327,0
0.819,3.34281,3.35212,3.35589,0
0.8205,3.34281,3.35212,3.35589,0
0.8205,3.34562,3.35493,3.3587,0
0.822,3.34562,3.35493,3.3587,0
0.822,3.34862,3.35793,3.3617,0
0.8235,3.34862,3.35793,3.3617,0
0.8235,3.35181,3.36112,3.36489,0
0.825,3.35181,3.36112,3.36489,0
0.825,3.35517,3.36449,3.36825,0
0.8265,3.35517,3.36449,3.36825,0
0.8265,3.35871,3.36802,3.37179,0
0.828,3.35871,3.36802,3.37179,0
0.828,3.36241,3.37172,3.37548,0
0.8295,3.36241,3.37172,3.37548,0
0.8295,3.36626,3.37557,3.37934,0
0.831,3.36626,3.37557,3.37934,0
0.831,3.37026,3.37957,3.38334,0
0.8325,3.37026,3.37957,3.38334,0
0.8325,3.37439,3.38371,3.38747,0
0.834,3.37439,3.38371,3.38747,0
0.834,3.37966,3.38747,3.39123,0
0.8355,3.37966,3.38747,3.39123,0
0.8355,3.3853,3.39122,3.39498,0
0.837,3.3853,3.39122,3.39498,0
0.837,3.3913,3.39496,3.39872,0
0.8385,3.3913,3.39496,3.39872,0
0.8385,3.39761,3.39868,3.40245,0
0.84,3.39761,3.39868,3.40245,0
0.84,3.40422,3.40239,3.40616,0
0.8415,3.40422,3.40239,3.40616,0
0.8415,3.41109,3.40609,3.40986,0
0.843,3.41109,3.40609,3.40986,0
0.843,3.41818,3.40978,3.41355,0
0.8445,3.41818,3.40978,3.41355,0
0.8445,3.42546,3.41346,3.41722,0
0.846,3.42546,3.41346,3.41722,0
0.846,3.43291,3.41712,3.42089,0
0.8475,3.43291,3.41712,3.42089,0
0.8475,3.44049,3.42077,3.42454,0
0.849,3.44049,3.42077,3.42454,0
0.849,3.44817,3.42441,3.42818,0
0.8505,3.44817,3.42441,3.42818,0
0.8505,3.45591,3.42804,3.4318,0
0.852,3.45591,3.42804,3.4318,0
0.852,3.46368,3.43165,3.43542,0
0.8535,3.46368,3.43165,3.43542,0
0.8535,3.47144,3.43526,3.43902,0
0.855,3.47144,3.43526,3.43902,0
0.855,3.47917,3.43884,3.44261,0
0.8565,3.47917,3.43884,3.44261,0
0.8565,3.48684,3.44242,3.44619,0
0.858,3.48684,3.44242,3.44619,0
0.858,3.49439,3.44599,3.44975,0
0.8595,3.49439,3.44599,3.44975,0
0.8595,3.50182,3.44954,3.4533,0
0.861,3.50182,3.44954,3.4533,0
0.861,3.50908,3.45308,3.45684,0
0.8625,3.50908,3.45308,3.45684,0
0.8625,3.51613,3.45661,3.46037,0
0.864,3.51613,3.45661,3.46037,0
0.864,3.52296,3.46012,3.46389,0
0.8655,3.52296,3.46012,3.46389,0
0.8655,3.52953,3.46362,3.46739,0
0.867,3.52953,3.46362,3.46739,0
0.867,3.53581,3.46711,3.47088,0
0.8685,3.53581,3.46711,3.47088,0
0.8685,3.54176,3.47059,3.47435,0
0.87,3.54176,3.47059,3.47435,0
0.87,3.54737,3.47405,3.47782,0
0.8715,3.54737,3.47405,3.47782,0
0.8715,3.5526,3.47751,3.48127,0
0.873,3.5526,3.47751,3.48127,0
0.873,3.55743,3.48095,3.48471,0
0.8745,3.55743,3.48095,3.48471,0
0.8745,3.56183,3.48437,3.48814,0
0.876,3.56183,3.48437,3.48814,0
0.876,3.56577,3.48779,3.49155,0
0.8775,3.56577,3.48779,3.49155,0
0.8775,3.56924,3.49119,3.49495,0
0.879,3.56924,3.49119,3.49495,0
0.879,3.5722,3.49458,3.49834,0
0.8805,3.5722,3.49458,3.49834,0
0.8805,3.57464,3.49796,3.50172,0
0.882,3.57464,3.49796,3.50172,0
0.882,3.57654,3.50132,3.50508,0
0.8835,3.57654,3.50132,3.50508,0
0.8835,3.57787,3.50467,3.50844,0
0.885,3.57787,3.50467,3.50844,0
0.885,3.57863,3.50801,3.51177,0
0.8865,3.57863,3.50801,3.51177,0
0.8865,3.57878,3.51134,3.5151,0
0.888,3.57878,3.51134,3.5151,0
0.888,3.57833,3.51465,3.51841,0
0.8895,3.57833,3.51465,3.51841,0
0.8895,3.57725,3.51795,3.52171,0
0.891,3.57725,3.51795,3.52171,0
0.891,3.57553,3.52124,3.525,0
0.8925,3.57553,3.52124,3.525,0
0.8925,3.57317,3.52451,3.52828,0
0.894,3.57317,3.52451,3.52828,0
0.894,3.57014,3.52778,3.53154,0
0.8955,3.57014,3.52778,3.53154,0
0.8955,3.56646,3.53102,3.53479,0
0.897,3.56646,3.53102,3.53479,0
0.897,3.56209,3.53426,3.53803,0
0.8985,3.56209,3.53426,3.53803,0
0.8985,3.55706,3.53749,3.54125,0
0.9,3.55706,3.53749,3.54125,0
0.9,3.55134,3.5407,3.54446,0
0.9015,3.55134,3.5407,3.54446,0
0.9015,3.54494,3.5439,3.54766,0
0.903,3.54494,3.5439,3.54766,0
0.903,3.53786,3.54596,3.54972,0.00225
0.9045,3.53786,3.54596,3.54972,0.00225
0.9045,3.53589,3.54399,3.54775,0.00675
0.906,3.53589,3.54399,3.54775,0.00675
0.906,3.53294,3.54103,3.5448,0.0135
0.9075,3.53294,3.54103,3.5448,0.0135
0.9075,3.529,3.5371,3.54086,0.0225
0.909,3.529,3.5371,3.54086,0.0225
0.909,3.52409,3.53218,3.53594,0.03375
0.9105,3.52409,3.53218,3.53594,0.03375
0.9105,3.51819,3.52628,3.53005,0.04725
0.912,3.51819,3.52628,3.53005,0.04725
0.912,3.51157,3.51966,3.52343,0.06225
0.9135,3.51157,3.51966,3.52343,0.06225
0.9135,3.50473,3.51282,3.51659,0.07725
0.915,3.50473,3.51282,3.51659,0.07725
0.915,3.49767,3.50577,3.50953,0.09225
0.9165,3.49767,3.50577,3.50953,0.09225
0.9165,3.4904,3.4985,3.50226,0.10725
0.918,3.4904,3.4985,3.50226,0.10725
0.918,3.48293,3.49102,3.49478,0.12225
0.9195,3.48293,3.49102,3.49478,0.12225
0.9195,3.47525,3.48334,3.4871,0.13725
0.921,3.47525,3.48334,3.4871,0.13725
0.921,3.46737,3.47546,3.47923,0.15225
0.9225,3.46737,3.47546,3.47923,0.15225
0.9225,3.45931,3.4674,3.47116,0.16725
0.924,3.45931,3.4674,3.47116,0.16725
0.924,3.45106,3.45915,3.46292,0.18225
0.9255,3.45106,3.45915,3.46292,0.18225
0.9255,3.44264,3.45073,3.45449,0.19725
0.927,3.44264,3.45073,3.45449,0.19725
0.927,3.43405,3.44214,3.4459,0.21225
0.9285,3.43405,3.44214,3.4459,0.21225
0.9285,3.4253,3.43339,3.43715,0.22725
0.93,3.4253,3.43339,3.43715,0.22725
0.93,3.41639,3.42449,3.42825,0.24225
0.9315,3.41639,3.42449,3.42825,0.24225
0.9315,3.40735,3.41544,3.41921,0.25725
0.933,3.40735,3.41544,3.41921,0.25725
0.933,3.39817,3.40626,3.41003,0.27225
0.9345,3.39817,3.40626,3.41003,0.27225
0.9345,3.38887,3.39696,3.40072,0.28725
0.936,3.38887,3.39696,3.40072,0.28725
0.936,3.37945,3.38754,3.3913,0.30225
0.9375,3.37945,3.38754,3.3913,0.30225
0.9375,3.36992,3.37802,3.38178,0.31725
0.939,3.36992,3.37802,3.38178,0.31725
0.939,3.3603,3.3684,3.37216,0.33225
0.9405,3.3603,3.3684,3.37216,0.33225
0.9405,3.3506,3.35869,3.36246,0.34725
0.942,3.3506,3.35869,3.36246,0.34725
0.942,3.34082,3.34891,3.35268,0.36225
0.9435,3.34082,3.34891,3.35268,0.36225
0.9435,3.33098,3.33907,3.34284,0.37725
0.945,3.33098,3.33907,3.34284,0.37725
0.945,3.32108,3.32917,3.33294,0.39225
0.9465,3.32108,3.32917,3.33294,0.39225
0.9465,3.31114,3.31924,3.323,0.40725
0.948,3.31114,3.31924,3.323,0.40725
0.948,3.30117,3.30927,3.31303,0.42225
0.9495,3.30117,3.30927,3.31303,0.42225
0.9495,3.29118,3.29928,3.30304,0.43725
0.951,3.29118,3.29928,3.30304,0.43725
0.951,3.28118,3.28928,3.29304,0.45225
0.9525,3.28118,3.28928,3.29304,0.45225
0.9525,3.27119,3.27928,3.28304,0.46725
0.954,3.27119,3.27928,3.28304,0.46725
0.954,3.2612,3.26929,3.27306,0.48225
0.9555,3.2612,3.26929,3.27306,0.48225
0.9555,3.25124,3.25933,3.2631,0.49725
0.957,3.25124,3.25933,3.2631,0.49725
0.957,3.24132,3.24941,3.25317,0.51225
0.9585,3.24132,3.24941,3.25317,0.51225
0.9585,3.23144,3.23953,3.24329,0.52725
0.96,3.23144,3.23953,3.24329,0.52725
0.96,3.22161,3.22971,3.23347,0.54225
0.9615,3.22161,3.22971,3.23347,0.54225
0.9615,3.21186,3.21995,3.22372,0.55725
0.963,3.21186,3.21995,3.22372,0.55725
0.963,3.20218,3.21027,3.21404,0.57225
0.9645,3.20218,3.21027,3.21404,0.57225
0.9645,3.19259,3.20068,3.20445,0.58725
0.966,3.19259,3.20068,3.20445,0.58725
0.966,3.1831,3.19119,3.19496,0.60225
0.9675,3.1831,3.19119,3.19496,0.60225
0.9675,3.17372,3.18181,3.18558,0.61725
0.969,3.17372,3.18181,3.18558,0.61725
0.969,3.16446,3.17255,3.17631,0.63225
0.9705,3.16446,3.17255,3.17631,0.63225
0.9705,3.15532,3.16341,3.16718,0.64725
0.972,3.15532,3.16341,3.16718,0.64725
0.972,3.14632,3.15442,3.15818,0.66225
0.9735,3.14632,3.15442,3.15818,0.66225
0.9735,3.13747,3.14556,3.14933,0.67725
0.975,3.13747,3.14556,3.14933,0.67725
0.975,3.12877,3.13686,3.14063,0.69225
0.9765,3.12877,3.13686,3.14063,0.69225
0.9765,3.12024,3.12833,3.13209,0.70725
0.978,3.12024,3.12833,3.13209,0.70725
0.978,3.11187,3.11996,3.12373,0.72225
0.9795,3.11187,3.11996,3.12373,0.72225
0.9795,3.10368,3.11178,3.11554,0.73725
0.981,3.10368,3.11178,3.11554,0.73725
0.981,3.09568,3.10378,3.10754,0.75225
0.9825,3.09568,3.10378,3.10754,0.75225
0.9825,3.08787,3.09596,3.09973,0.76725
0.984,3.08787,3.09596,3.09973,0.76725
0.984,3.08026,3.08835,3.09212,0.78225
0.9855,3.08026,3.08835,3.09212,0.78225
0.9855,3.07285,3.08094,3.08471,0.79725
0.987,3.07285,3.08094,3.08471,0.79725
0.987,3.06565,3.07374,3.07751,0.81225
0.9885,3.06565,3.07374,3.07751,0.81225
0.9885,3.05867,3.06676,3.07052,0.82725
0.99,3.05867,3.06676,3.07052,0.82725
0.99,3.0519,3.05999,3.06376,0.84225
0.9915,3.0519,3.05999,3.06376,0.84225
0.9915,3.04535,3.05345,3.05721,0.85725
0.993,3.04535,3.05345,3.05721,0.85725
0.993,3.03903,3.04713,3.05089,0.87225
0.9945,3.03903,3.04713,3.05089,0.87225
0.9945,3.03294,3.04104,3.0448,0.88725
0.996,3.03294,3.04104,3.0448,0.88725
0.996,3.02708,3.03518,3.03894,0.90225
0.9975,3.02708,3.03518,3.03894,0.90225
0.9975,3.02146,3.02955,3.03331,0.91725
0.999,3.02146,3.02955,3.03331,0.91725
0.999,3.01606,3.02416,3.02792,0.93225
1.0005,3.01606,3.02416,3.02792,0.93225
1.0005,3.01091,3.019,3.02276,0.94725
1.002,3.01091,3.019,3.02276,0.94725
1.002,3.00651,3.01382,3.01758,0.96225
1.0035,3.00651,3.01382,3.01758,0.96225
1.0035,3.00284,3.00862,3.01239,0.97725
1.005,3.00284,3.00862,3.01239,0.97725
1.005,2.9999,3.00342,3.00718,0.99225
1.0065,2.9999,3.00342,3.00718,0.99225
1.0065,2.99769,2.99819,3.00196,1.00725
1.008,2.99769,2.99819,3.00196,1.00725
1.008,2.9962,2.99296,2.99672,1.02225
1.0095,2.9962,2.99296,2.99672,1.02225
1.0095,2.99543,2.98771,2.99148,1.03725
1.011,2.99543,2.98771,2.99148,1.03725
1.011,2.99536,2.98245,2.98621,1.05225
1.0125,2.99536,2.98245,2.98621,1.05225
1.0125,2.99599,2.97717,2.98094,1.06725
1.014,2.99599,2.97717,2.98094,1.06725
1.014,2.99731,2.97188,2.97565,1.08225
1.0155,2.99731,2.97188,2.97565,1.08225
1.0155,2.9993,2.96658,2.97035,1.09725
1.017,2.9993,2.96658,2.97035,1.09725
1.017,3.00195,2.96127,2.96503,1.11225
1.0185,3.00195,2.96127,2.96503,1.11225
1.0185,3.00525,2.95594,2.9597,1.12725
1.02,3.00525,2.95594,2.9597,1.12725
1.02,3.00917,2.95059,2.95436,1.14225
1.0215,3.00917,2.95059,2.95436,1.14225
1.0215,3.0137,2.94524,2.949,1.15725
1.023,3.0137,2.94524,2.949,1.15725
1.023,3.01882,2.93987,2.94363,1.17225
1.0245,3.01882,2.93987,2.94363,1.17225
1.0245,3.02451,2.93448,2.93825,1.18725
1.026,3.02451,2.93448,2.93825,1.18725
1.026,3.03074,2.92909,2.93285,1.20225
1.0275,3.03074,2.92909,2.93285,1.20225
