"time","Sa1_POS","Sa1_REF"
0.27000000,0.00000000,0.00000000
0.27100000,0.00000000,0.00000000
0.27200000,0.00000000,0.00000000
0.27300000,0.00000000,0.00000000
0.27400000,0.00000000,0.00000000
0.27500000,0.00000000,0.00000000
0.27600000,0.00000000,0.00000000
0.27700000,0.00000000,0.00000000
0.27800000,0.00000000,0.00000000
0.27900000,0.00000000,0.00000000
0.28000000,0.00000000,0.00000000
0.28100000,0.00000000,0.00000000
0.28200000,0.00000000,0.00000000
0.28300000,0.00000000,0.00000000
0.28400000,0.00000000,0.00000000
0.28500000,0.00000000,0.00000000
0.28600000,0.00000000,0.00000000
0.28700000,0.00000000,0.00000000
0.28800000,0.00000000,0.00000000
0.28900000,0.00000000,0.00000000
0.29000000,0.00000000,0.00000000
0.29100000,0.00000000,0.00000000
0.29200000,0.00000000,0.00000000
0.29300000,0.00000000,0.00000000
0.29400000,0.00000000,0.00000000
0.29500000,0.00000000,0.00000000
0.29600000,0.00000000,0.00000000
0.29700000,0.00000000,0.00000000
0.29800000,0.00000000,0.00000000
0.29900000,0.00000000,0.00000000
0.30000000,0.00000000,10.00000000
0.30100000,3.26171875,10.00000000
0.30200000,5.04882813,10.00000000
0.30300000,6.10546875,10.00000000
0.30400000,6.79101563,10.00000000
0.30500000,7.25585938,10.00000000
0.30600000,7.60546875,10.00000000
0.30700000,7.88769531,10.00000000
0.30800000,8.06835938,10.00000000
0.30900000,8.20800781,10.00000000
0.31000000,8.32324219,10.00000000
0.31100000,8.40234375,10.00000000
0.31200000,8.44335938,10.00000000
0.31300000,8.47558594,10.00000000
0.31400000,8.49804688,10.00000000
0.31500000,8.51074219,10.00000000
0.31600000,8.48730469,10.00000000
0.31700000,8.48339844,10.00000000
0.31800000,8.47167969,10.00000000
0.31900000,8.45312500,10.00000000
0.32000000,8.42773438,10.00000000
0.32100000,8.39550781,10.00000000
0.32200000,8.35644531,10.00000000
0.32300000,8.34082031,10.00000000
0.32400000,8.32128906,10.00000000
0.32500000,8.29687500,10.00000000
0.32600000,8.26855469,10.00000000
0.32700000,8.23632813,10.00000000
0.32800000,8.22949219,10.00000000
0.32900000,8.22070313,10.00000000
0.33000000,8.20898438,10.00000000
0.33100000,8.19433594,10.00000000
0.33200000,8.17773438,10.00000000
0.33300000,8.15820313,10.00000000
0.33400000,8.13671875,10.00000000
0.33500000,8.11328125,10.00000000
0.33600000,8.08886719,10.00000000
0.33700000,8.06250000,10.00000000
0.33800000,8.03417969,10.00000000
0.33900000,8.00488281,10.00000000
0.34000000,7.97363281,10.00000000
0.34100000,7.97363281,10.00000000
0.34200000,7.97265625,10.00000000
0.34300000,7.97265625,10.00000000
0.34400000,7.97167969,10.00000000
0.34500000,7.97167969,10.00000000
0.34600000,7.97167969,10.00000000
0.34700000,7.97070313,10.00000000
0.34800000,7.97070313,10.00000000
0.34900000,7.97070313,10.00000000
0.35000000,7.96972656,10.00000000
