Time,step2,J1_w,J2_w,J3_w,J4_w,
1.419,1,2.66032,2.46298,2.46298,2.46298,
1.422,1,2.67816,2.46298,2.46298,2.46298,
1.425,1,2.69822,2.46298,2.46298,2.46298,
1.428,1,2.72025,2.46298,2.46298,2.46298,
1.431,1,2.74403,2.46298,2.46298,2.46298,
1.434,1,2.76946,2.46298,2.46298,2.46298,
1.437,1,2.79614,2.46298,2.46298,2.46298,
1.44,1,2.824,2.46298,2.46298,2.46298,
1.443,1,2.85273,2.46298,2.46298,2.46298,
1.446,1,2.882,2.46298,2.46298,2.46298,
1.449,1,2.91171,2.46298,2.46298,2.46298,
1.452,1,2.94142,2.46298,2.46298,2.46298,
1.455,1,2.97109,2.46298,2.46298,2.46298,
1.458,1,3.00037,2.46298,2.46298,2.46298,
1.461,1,3.029,2.46298,2.46298,2.46298,
1.464,1,3.0567,2.46298,2.46298,2.46298,
1.467,1,3.08322,2.46298,2.46298,2.46298,
1.47,1,3.10834,2.46298,2.46298,2.46298,
1.473,1,3.13187,2.46298,2.46298,2.46298,
1.476,1,3.15352,2.46298,2.46298,2.46298,
1.479,1,3.17306,2.46298,2.46298,2.46298,
1.482,1,3.19054,2.46298,2.46298,2.46298,
1.485,1,3.20563,2.46298,2.46298,2.46298,
1.488,1,3.21814,2.46298,2.46298,2.46298,
1.491,1,3.22803,2.46298,2.46298,2.46298,
1.494,1,3.23534,2.46298,2.46298,2.46298,
1.497,1,3.23982,2.46298,2.46298,2.46298,
1.5,1,3.24135,2.46298,2.46298,2.46298,
