"time","Out1","Out2_1_","Out2_2_","Out3","Out4","Out5"
7.86,1.00602,6.85996,1.00602,1296.44,0.503196,0.00036811
7.88,1.02602,6.88028,1.02602,1322.63,0.513031,3.95247e-005
7.9,1.04601,6.901,1.04601,1349.34,0.52266,-0.000688762
7.92,1.06598,6.92212,1.06598,1376.6,0.53208,-0.00181645
7.94,1.08592,6.94364,1.08592,1404.41,0.541288,-0.00334307
7.96,1.10583,6.96556,1.10583,1432.78,0.550279,-0.005268
7.98,1.12569,6.98788,1.12569,1461.72,0.559051,-0.00759043
8,1.14551,7.01059,1.14551,1491.25,0.567599,-0.0103094
8.02,1.16526,7.0337,1.16526,1521.37,0.57592,-0.0134241
8.04,1.18495,7.0572,1.18495,1552.1,0.584011,-0.0169333
8.06,1.20457,7.0811,1.20457,1583.45,0.591868,-0.0208355
8.08,1.22411,7.10538,1.22411,1615.44,0.599489,-0.0251291
8.1,1.24355,7.13006,1.24355,1648.07,0.60687,-0.0298123
8.12,1.2629,7.15513,1.2629,1681.35,0.614008,-0.0348833
8.14,1.28214,7.18058,1.28214,1715.31,0.620901,-0.04034
8.16,1.30127,7.20641,1.30127,1749.96,0.627546,-0.0461801
8.18,1.32028,7.23263,1.32028,1785.31,0.63394,-0.0524016
8.2,1.33916,7.25922,1.33916,1821.37,0.64008,-0.0590022
8.22,1.35791,7.28619,1.35791,1858.15,0.645964,-0.0659789
8.24,1.37651,7.31354,1.37651,1895.68,0.651591,-0.073329
8.26,1.39496,7.34125,1.39496,1933.97,0.656956,-0.0810495
8.28,1.41326,7.36934,1.41326,1973.03,0.662059,-0.0891373
8.3,1.43138,7.39778,1.43138,2012.88,0.666897,-0.0975892
8.32,1.44934,7.42659,1.44934,2053.54,0.671469,-0.106402
8.34,1.46712,7.45576,1.46712,2095.01,0.675772,-0.115571
8.36,1.48471,7.48528,1.48471,2137.33,0.679805,-0.125095
8.38,1.5021,7.51515,1.5021,2180.49,0.683566,-0.134968
8.4,1.5193,7.54536,1.5193,2224.53,0.687054,-0.145187
8.42,1.53628,7.57592,1.53628,2269.46,0.690267,-0.155748
8.44,1.55305,7.60681,1.55305,2315.3,0.693204,-0.166646
8.46,1.56961,7.63804,1.56961,2362.06,0.695864,-0.177878
8.48,1.58593,7.66959,1.58593,2409.76,0.698246,-0.189438
8.5,1.60202,7.70147,1.60202,2458.43,0.700348,-0.201322
8.52,1.61787,7.73367,1.61787,2508.08,0.702171,-0.213525
8.54,1.63347,7.76619,1.63347,2558.74,0.703712,-0.226043
8.56,1.64882,7.79901,1.64882,2610.42,0.704972,-0.23887
8.58,1.6639,7.83214,1.6639,2663.14,0.705951,-0.252002
8.6,1.67873,7.86557,1.67873,2716.93,0.706647,-0.265433
8.62,1.69328,7.89929,1.69328,2771.8,0.70706,-0.279157
8.64,1.70755,7.9333,1.70755,2827.78,0.707191,-0.293169
8.66,1.72154,7.96759,1.72154,2884.89,0.707039,-0.307464
8.68,1.73524,8.00216,1.73524,2943.15,0.706604,-0.322036
8.7,1.74865,8.037,1.74865,3002.6,0.705886,-0.336879
8.72,1.76176,8.0721,1.76176,3063.24,0.704887,-0.351987
8.74,1.77456,8.10747,1.77456,3125.1,0.703605,-0.367354
8.76,1.78706,8.14308,1.78706,3188.22,0.702042,-0.382974
8.78,1.79924,8.17895,1.79924,3252.61,0.700198,-0.39884
8.8,1.8111,8.21505,1.8111,3318.3,0.698075,-0.414947
8.82,1.82263,8.25139,1.82263,3385.32,0.695672,-0.431288
8.84,1.83384,8.28795,1.83384,3453.69,0.692991,-0.447856
8.86,1.84471,8.32474,1.84471,3523.45,0.690033,-0.464645
8.88,1.85525,8.36174,1.85525,3594.61,0.686799,-0.481648
8.9,1.86544,8.39895,1.86544,3667.21,0.68329,-0.498858
8.92,1.87528,8.43636,1.87528,3741.28,0.679508,-0.516269
8.94,1.88478,8.47396,1.88478,3816.84,0.675454,-0.533873
8.96,1.89392,8.51175,1.89392,3893.93,0.67113,-0.551663
8.98,1.90271,8.54971,1.90271,3972.57,0.666538,-0.569632
9,1.91113,8.58785,1.91113,4052.81,0.661679,-0.587774
9.02,1.91919,8.62616,1.91919,4134.66,0.656556,-0.60608
9.04,1.92688,8.66462,1.92688,4218.17,0.651169,-0.624544
9.06,1.9342,8.70323,1.9342,4303.36,0.645523,-0.643158
9.08,1.94115,8.74199,1.94115,4390.28,0.639618,-0.661914
9.1,1.94772,8.78088,1.94772,4478.95,0.633458,-0.680806
9.12,1.95391,8.81989,1.95391,4569.42,0.627044,-0.699825
9.14,1.95972,8.85903,1.95972,4661.7,0.62038,-0.718964
9.16,1.96515,8.89828,1.96515,4755.86,0.613467,-0.738215
9.18,1.97019,8.93763,1.97019,4851.92,0.606309,-0.757571
9.2,1.97484,8.97708,1.97484,4949.91,0.598909,-0.777024
9.22,1.9791,9.01662,1.9791,5049.89,0.591269,-0.796566
9.24,1.98297,9.05625,1.98297,5151.89,0.583393,-0.816189
9.26,1.98645,9.09594,1.98645,5255.94,0.575283,-0.835886
9.28,1.98953,9.1357,1.98953,5362.1,0.566943,-0.855649
9.3,1.99222,9.17552,1.99222,5470.4,0.558377,-0.875468
9.32,1.99451,9.21539,1.99451,5580.89,0.549587,-0.895338
9.34,1.9964,9.2553,1.9964,5693.62,0.540577,-0.91525
9.36,1.9979,9.29524,1.9979,5808.62,0.531352,-0.935195
9.38,1.99899,9.33521,1.99899,5925.94,0.521913,-0.955166
9.4,1.99969,9.3752,1.99969,6045.64,0.512266,-0.975155
9.42,1.99998,9.4152,1.99998,6167.75,0.502414,-0.995154
9.44,1.99988,9.4552,1.99988,6292.33,0.492362,-1.01515
9.46,1.99937,9.49519,1.99937,6419.42,0.482112,-1.03515
9.48,1.99847,9.53517,1.99847,6549.08,0.47167,-1.05513
9.5,1.99717,9.57513,1.99717,6681.36,0.461039,-1.07509
9.52,1.99546,9.61505,1.99546,6816.32,0.450223,-1.09502
9.54,1.99336,9.65494,1.99336,6954,0.439227,-1.11491
9.56,1.99086,9.69479,1.99086,7094.46,0.428056,-1.13475
9.58,1.98797,9.73457,1.98797,7237.76,0.416714,-1.15454
9.6,1.98468,9.7743,1.98468,7383.96,0.405205,-1.17427
9.62,1.981,9.81396,1.981,7533.1,0.393533,-1.19393
9.64,1.97692,9.85354,1.97692,7685.26,0.381705,-1.21351
9.66,1.97245,9.89303,1.97245,7840.5,0.369724,-1.233
9.68,1.9676,9.93244,1.9676,7998.87,0.357595,-1.25241
9.7,1.96235,9.97174,1.96235,8160.44,0.345323,-1.27171
9.72,1.95673,10.0109,1.95673,8325.28,0.332913,-1.2909
9.74,1.95072,10.05,1.95072,8493.44,0.320369,-1.30998
9.76,1.94432,10.089,1.94432,8665,0.307698,-1.32893
9.78,1.93756,10.1278,1.93756,8840.03,0.294904,-1.34775
9.8,1.93041,10.1665,1.93041,9018.59,0.281991,-1.36643
9.82,1.9229,10.205,1.9229,9200.77,0.268966,-1.38497
9.84,1.91501,10.2434,1.91501,9386.62,0.255834,-1.40335
9.86,1.90676,10.2816,1.90676,9576.23,0.242599,-1.42157
9.88,1.89815,10.3196,1.89815,9769.66,0.229267,-1.43962
9.9,1.88918,10.3575,1.88918,9967.01,0.215843,-1.45749
9.92,1.87985,10.3952,1.87985,10168.3,0.202333,-1.47518
9.94,1.87017,10.4327,1.87017,10373.7,0.188742,-1.49268
9.96,1.86014,10.47,1.86014,10583.3,0.175076,-1.50999
9.98,1.84977,10.5071,1.84977,10797.1,0.161339,-1.52709
10,1.83906,10.544,1.83906,11015.2,0.147539,-1.54398
10,1.83906,10.544,1.83906,11015.2,0.147539,-1.54398
