"time","Cntrl_PI_1.s_out.signal[1]","Cntrl_PI_1.s_set.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_out.signal[1]","Cntrl_PI_2.s_set.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_out.signal[1]","Cntrl_PI_3.s_set.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_out.signal[1]","Cntrl_PI_4.s_set.signal[1]","Cntrl_PI_4.s_var.signal[1]","Flash_1.Q","Flash_1.fl_in.W"
40,0.719042,1,1,39.2914,0.45,0.450062,45.1646,30,30,25.0015,3,3,1000,40
41,0.719041,1,1,39.2904,0.45,0.450048,45.1647,30,30,25.0015,3,3,1000,40
42,0.71904,1,1,39.2891,0.45,0.450035,45.1647,30,30,25.0015,3,3,1000,40
43,0.719039,1,1,39.2877,0.45,0.450025,45.1647,30,30,25.0015,3,3,1000,40
44,0.719038,1,1,39.2863,0.45,0.450016,45.1647,30,30,25.0015,3,3,1000,40
45,0.719037,1,1,39.285,0.45,0.450009,45.1647,30,30,25.0015,3,3,1000,40
46,0.719036,1,1,39.2839,0.45,0.450004,45.1647,30,30,25.0015,3,3,1000,40
47,0.719035,1,1,39.2829,0.45,0.45,45.1647,30,30,25.0015,3,3,1000,40
48,0.719035,1,1,39.2822,0.45,0.449998,45.1647,30,30,25.0015,3,3,1000,40
49,0.719034,1,1,39.2816,0.45,0.449997,45.1647,30,30,25.0015,3,3,1000,40
50,0.719034,1,1,39.2812,0.45,0.449996,45.1647,30,30,25.0015,3,3,1000,40
51,0.719034,1,1,39.2809,0.45,0.449996,45.1647,30,30,25.0015,3,3,1000,40
52,1,0.95,0.983587,39.1252,0.45,0.449528,52.1491,30,30.0255,29.5501,3,3.27234,1000,40
53,1,0.95,0.969245,39.011,0.45,0.449271,52.0554,30,30.0088,31.4666,3,3.21105,1000,40
54,1,0.95,0.956699,38.9323,0.45,0.449167,51.9504,30,30.0026,32.0577,3,3.11117,1000,40
55,0.954887,0.95,0.946241,38.888,0.45,0.449187,50.8659,30,29.9922,32.0267,3,3.03368,1000,40
56,0.850654,0.95,0.942174,38.9159,0.45,0.449422,48.3293,30,29.9813,30.606,3,2.91707,1000,40
57,0.787152,0.95,0.94336,38.9929,0.45,0.449761,46.6434,30,29.9831,28.7077,3,2.84994,1000,40
58,0.769218,0.95,0.946627,39.0786,0.45,0.450063,46.1523,30,29.9912,27.2511,3,2.85659,1000,40
59,0.780817,0.95,0.949589,39.1462,0.45,0.450254,46.488,30,29.9992,26.6425,3,2.91331,1000,40
60,0.802092,0.95,0.951199,39.1866,0.45,0.450329,47.0796,30,30.0034,26.7808,3,2.97978,1000,40
61,0.819427,0.95,0.951496,39.204,0.45,0.450321,47.5474,30,30.0041,27.2695,3,3.02412,1000,40
62,0.827799,0.95,0.951032,39.2073,0.45,0.450272,47.7681,30,30.0028,27.7341,3,3.03743,1000,40
63,0.828424,0.95,0.950388,39.205,0.45,0.450216,47.7826,30,30.001,27.9975,3,3.02926,1000,40
64,0.82503,0.95,0.949918,39.2021,0.45,0.450168,47.6916,30,29.9998,28.0592,3,3.0138,1000,40
65,0.821054,0.95,0.949722,39.2003,0.45,0.450132,47.5855,30,29.9993,28,3,3.00096,1000,40
66,0.818409,0.95,0.949739,39.1993,0.45,0.450105,47.5152,30,29.9993,27.9063,3,2.99442,1000,40
67,0.817483,0.95,0.949854,39.1984,0.45,0.450083,47.4908,30,29.9996,27.833,3,2.9935,1000,40
68,0.817771,0.95,0.949969,39.1968,0.45,0.450063,47.4989,30,29.9999,27.7994,3,2.99569,1000,40
69,0.818533,0.95,0.950037,39.1945,0.45,0.450045,47.5194,30,30.0001,27.7987,3,2.9985,1000,40
70,0.819217,0.95,0.950056,39.1917,0.45,0.450028,47.5377,30,30.0001,27.8144,3,3.00048,1000,40
71,0.819585,0.95,0.950042,39.1889,0.45,0.450015,47.5475,30,30.0001,27.8317,3,3.00125,1000,40
72,0.819652,0.95,0.950018,39.1863,0.45,0.450004,47.5492,30,30,27.8428,3,3.00112,1000,40
73,0.819544,0.95,0.949999,39.1843,0.45,0.449997,47.5462,30,30,27.8464,3,3.00061,1000,40
74,0.819394,0.95,0.94999,39.1827,0.45,0.449993,47.5422,30,30,27.8448,3,3.00011,1000,40
75,0.819283,0.95,0.94999,39.1816,0.45,0.449991,47.5392,30,30,27.8414,3,2.99982,1000,40
76,0.819237,0.95,0.949994,39.1809,0.45,0.44999,47.538,30,30,27.8384,3,2.99975,1000,40
77,0.819241,0.95,0.949998,39.1804,0.45,0.449991,47.5382,30,30,27.8369,3,2.99982,1000,40
78,0.819268,0.95,0.950001,39.1801,0.45,0.449991,47.5389,30,30,27.8366,3,2.99992,1000,40
79,0.819296,0.95,0.950002,39.1799,0.45,0.449993,47.5396,30,30,27.8371,3,3.00001,1000,40
80,0.819311,0.95,0.950002,39.1798,0.45,0.449994,47.54,30,30,27.8378,3,3.00004,1000,40
81,0.819317,0.95,0.950001,39.1798,0.45,0.449995,47.5402,30,30,27.8383,3,3.00004,1000,40
82,0.819313,0.95,0.95,39.1799,0.45,0.449996,47.5401,30,30,27.8385,3,3.00003,1000,40
83,0.819308,0.95,0.95,39.18,0.45,0.449997,47.54,30,30,27.8385,3,3.00001,1000,40
84,0.819304,0.95,0.95,39.1801,0.45,0.449998,47.5398,30,30,27.8384,3,3,1000,40
85,0.819302,0.95,0.95,39.1802,0.45,0.449999,47.5398,30,30,27.8382,3,2.99999,1000,40
86,0.819301,0.95,0.95,39.1803,0.45,0.449999,47.5398,30,30,27.8382,3,2.99999,1000,40
87,0.819302,0.95,0.95,39.1804,0.45,0.45,47.5398,30,30,27.8381,3,3,1000,40
88,0.819303,0.95,0.95,39.1805,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
89,0.819303,0.95,0.95,39.1806,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
90,0.819304,0.95,0.95,39.1806,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
91,0.819304,0.95,0.95,39.1807,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
92,0.819304,0.95,0.95,39.1807,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
93,0.819303,0.95,0.95,39.1807,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
94,0.819303,0.95,0.95,39.1807,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
95,0.819303,0.95,0.95,39.1807,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
96,0.819303,0.95,0.95,39.1807,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
97,0.819303,0.95,0.95,39.1807,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
98,0.819303,0.95,0.95,39.1807,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
99,0.819303,0.95,0.95,39.1807,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
100,0.819303,0.95,0.95,39.1807,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
101,0.819303,0.95,0.95,39.1807,0.45,0.45,47.5398,30,30,27.8382,3,3,1000,40
102,0.819304,0.95,0.95,27.3641,0.5,0.468671,47.5398,30,30,27.8382,3,3,1000,40
103,0.819304,0.95,0.95,30.2617,0.5,0.483087,47.5398,30,30,27.8382,3,3,1000,40
104,0.819303,0.95,0.95,32.7744,0.5,0.493723,47.5398,30,30,27.8382,3,3,1000,40
105,0.819303,0.95,0.95,34.8632,0.5,0.501151,47.5398,30,30,27.8382,3,3,1000,40
106,0.819303,0.95,0.95,36.5311,0.5,0.505961,47.5398,30,30,27.8382,3,3,1000,40
107,0.819303,0.95,0.95,37.8088,0.5,0.508722,47.5398,30,30,27.8382,3,3,1000,40
108,0.819303,0.95,0.95,38.7431,0.5,0.509949,47.5398,30,30,27.8382,3,3,1000,40
109,0.819303,0.95,0.95,39.3877,0.5,0.510081,47.5398,30,30,27.8382,3,3,1000,40
110,0.819303,0.95,0.95,39.798,0.5,0.509483,47.5398,30,30,27.8382,3,3,1000,40
111,0.819303,0.95,0.95,40.0262,0.5,0.508445,47.5398,30,30,27.8382,3,3,1000,40
112,0.819303,0.95,0.95,40.119,0.5,0.507189,47.5398,30,30,27.8382,3,3,1000,40
113,0.819303,0.95,0.95,40.1165,0.5,0.505875,47.5398,30,30,27.8382,3,3,1000,40
114,0.819303,0.95,0.95,40.0514,0.5,0.50461,47.5398,30,30,27.8382,3,3,1000,40
115,0.819303,0.95,0.95,39.9494,0.5,0.503465,47.5398,30,30,27.8382,3,3,1000,40
116,0.819303,0.95,0.95,39.83,0.5,0.502475,47.5398,30,30,27.8382,3,3,1000,40
117,0.819303,0.95,0.95,39.7073,0.5,0.501656,47.5398,30,30,27.8382,3,3,1000,40
118,0.819303,0.95,0.95,39.5908,0.5,0.501004,47.5398,30,30,27.8382,3,3,1000,40
119,0.819303,0.95,0.95,39.4862,0.5,0.500506,47.5398,30,30,27.8382,3,3,1000,40
120,0.819303,0.95,0.95,39.3966,0.5,0.500144,47.5398,30,30,27.8382,3,3,1000,40
121,0.819303,0.95,0.95,39.3229,0.5,0.499896,47.5398,30,30,27.8382,3,3,1000,40
122,0.819303,0.95,0.95,39.2648,0.5,0.49974,47.5398,30,30,27.8382,3,3,1000,40
123,0.819303,0.95,0.95,39.2208,0.5,0.499654,47.5398,30,30,27.8382,3,3,1000,40
124,0.819303,0.95,0.95,39.1891,0.5,0.499622,47.5398,30,30,27.8382,3,3,1000,40
125,0.819303,0.95,0.95,39.1676,0.5,0.499626,47.5398,30,30,27.8382,3,3,1000,40
126,0.819303,0.95,0.95,39.1544,0.5,0.499654,47.5398,30,30,27.8382,3,3,1000,40
127,0.819303,0.95,0.95,39.1474,0.5,0.499696,47.5398,30,30,27.8382,3,3,1000,40
128,0.819303,0.95,0.95,39.1451,0.5,0.499744,47.5398,30,30,27.8382,3,3,1000,40
129,0.819303,0.95,0.95,39.146,0.5,0.499793,47.5398,30,30,27.8382,3,3,1000,40
130,0.819303,0.95,0.95,39.1489,0.5,0.49984,47.5398,30,30,27.8382,3,3,1000,40
131,0.819303,0.95,0.95,39.153,0.5,0.499881,47.5398,30,30,27.8382,3,3,1000,40
132,0.819303,0.95,0.95,39.1576,0.5,0.499917,47.5398,30,30,27.8382,3,3,1000,40
133,0.819303,0.95,0.95,39.1622,0.5,0.499946,47.5398,30,30,27.8382,3,3,1000,40
134,0.819303,0.95,0.95,39.1665,0.5,0.499968,47.5398,30,30,27.8382,3,3,1000,40
135,0.819303,0.95,0.95,39.1703,0.5,0.499986,47.5398,30,30,27.8382,3,3,1000,40
136,0.819303,0.95,0.95,39.1735,0.5,0.499998,47.5398,30,30,27.8382,3,3,1000,40
137,0.819303,0.95,0.95,39.1761,0.5,0.500006,47.5398,30,30,27.8382,3,3,1000,40
138,0.819303,0.95,0.95,39.1781,0.5,0.500011,47.5398,30,30,27.8382,3,3,1000,40
139,0.819303,0.95,0.95,39.1796,0.5,0.500014,47.5398,30,30,27.8382,3,3,1000,40
140,0.819303,0.95,0.95,39.1807,0.5,0.500014,47.5398,30,30,27.8382,3,3,1000,40
141,0.819303,0.95,0.95,39.1814,0.5,0.500014,47.5398,30,30,27.8382,3,3,1000,40
142,0.819303,0.95,0.95,39.1818,0.5,0.500013,47.5398,30,30,27.8382,3,3,1000,40
143,0.819303,0.95,0.95,39.182,0.5,0.500011,47.5398,30,30,27.8382,3,3,1000,40
144,0.819303,0.95,0.95,39.182,0.5,0.500009,47.5398,30,30,27.8382,3,3,1000,40
145,0.819303,0.95,0.95,39.182,0.5,0.500007,47.5398,30,30,27.8382,3,3,1000,40
146,0.819303,0.95,0.95,39.1819,0.5,0.500006,47.5398,30,30,27.8382,3,3,1000,40
147,0.819303,0.95,0.95,39.1817,0.5,0.500004,47.5398,30,30,27.8382,3,3,1000,40
148,0.819303,0.95,0.95,39.1815,0.5,0.500003,47.5398,30,30,27.8382,3,3,1000,40
149,0.819303,0.95,0.95,39.1813,0.5,0.500002,47.5398,30,30,27.8382,3,3,1000,40
150,0.819303,0.95,0.95,39.1812,0.5,0.500001,47.5398,30,30,27.8382,3,3,1000,40
151,0.819303,0.95,0.95,39.1811,0.5,0.5,47.5398,30,30,27.8382,3,3,1000,40
152,0.819303,0.95,0.95,39.1809,0.5,0.5,37.0875,35,34.9613,28.0229,3,3.01079,1000,40
153,0.819303,0.95,0.95,39.1808,0.5,0.5,37.0438,35,34.9855,28.0772,3,3.00695,1000,40
154,0.819303,0.95,0.95,39.1808,0.5,0.5,37.0275,35,34.9946,28.0742,3,3.00222,1000,40
155,0.819303,0.95,0.95,39.1807,0.5,0.499999,37.0213,35,34.998,28.0559,3,2.99964,1000,40
156,0.819303,0.95,0.95,39.1807,0.5,0.499999,37.0191,35,34.9992,28.0391,3,2.99883,1000,40
157,0.819303,0.95,0.95,39.1807,0.5,0.499999,37.0182,35,34.9997,28.0279,3,2.99889,1000,40
158,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0179,35,34.9999,28.0216,3,2.99921,1000,40
159,0.819303,0.95,0.95,39.1806,0.5,0.5,37.0178,35,35,28.0184,3,2.99952,1000,40
160,0.819303,0.95,0.95,39.1806,0.5,0.5,37.0177,35,35,28.017,3,2.99974,1000,40
161,0.819303,0.95,0.95,39.1806,0.5,0.5,37.0177,35,35,28.0164,3,2.99987,1000,40
162,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0161,3,2.99994,1000,40
163,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.016,3,2.99997,1000,40
164,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0159,3,2.99999,1000,40
165,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0159,3,2.99999,1000,40
166,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
167,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
168,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
169,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
170,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
171,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
172,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
173,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
174,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
175,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
176,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
177,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
178,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
179,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
180,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
181,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
182,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
183,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
184,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
185,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
186,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
187,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
188,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
189,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
190,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
191,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
192,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
193,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
194,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
195,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
196,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
197,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
198,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
199,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
200,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
201,0.819303,0.95,0.95,39.1807,0.5,0.5,37.0177,35,35,28.0158,3,3,1000,40
202,0.819303,0.95,0.95,39.1807,0.5,0.5,52.8704,28,28.0589,27.7588,3,2.98497,1000,40
203,0.819303,0.95,0.95,39.1807,0.5,0.5,52.9814,28,28.0223,27.6805,3,2.99015,1000,40
204,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0236,28,28.0085,27.6827,3,2.99674,1000,40
205,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0396,28,28.0032,27.7081,3,3.00044,1000,40
206,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0457,28,28.0012,27.7322,3,3.00165,1000,40
207,0.819303,0.95,0.95,39.1807,0.5,0.5,53.048,28,28.0005,27.7485,3,3.0016,1000,40
208,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0488,28,28.0002,27.7578,3,3.00114,1000,40
209,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0492,28,28.0001,27.7624,3,3.0007,1000,40
210,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0493,28,28,27.7646,3,3.00038,1000,40
211,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0493,28,28,27.7655,3,3.00019,1000,40
212,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0493,28,28,27.7659,3,3.00009,1000,40
213,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7661,3,3.00004,1000,40
214,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7662,3,3.00002,1000,40
215,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7662,3,3.00001,1000,40
216,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3.00001,1000,40
217,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
218,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
219,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
220,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
221,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
222,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
223,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
224,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
225,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
226,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
227,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
228,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
229,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
230,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
231,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
232,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
233,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
234,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
235,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
236,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
237,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
238,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
239,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
240,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
241,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
242,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
243,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
244,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
245,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
246,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
247,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
248,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
249,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
250,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
251,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,27.7663,3,3,1000,40
252,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,22.2443,3.5,3.29167,1000,40
253,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,22.7169,3.5,3.45527,1000,40
