"time",	"outputs[1]",	"outputs[2]"
0.347,	25,	23.38771
0.348,	25,	23.39724
0.349,	25,	23.40677
0.35,	25,	23.4163
0.351,	25,	23.42583
0.352,	25,	23.43535
0.353,	25,	23.44487
0.354,	25,	23.45439
0.355,	25,	23.46391
0.356,	25,	23.47343
0.357,	25,	23.48295
0.358,	25,	23.49247
0.359,	25,	23.50198
0.36,	25,	23.5115
0.361,	25,	23.52101
0.362,	25,	23.53052
0.363,	25,	23.54003
0.364,	25,	23.54954
0.365,	25,	23.55904
0.366,	25,	23.56855
0.367,	25,	23.57805
0.368,	25,	23.58756
0.369,	25,	23.59706
0.37,	25,	23.60656
0.371,	25,	23.61606
0.372,	25,	23.62556
0.373,	25,	23.63505
0.374,	25,	23.64455
0.375,	25,	23.65404
0.376,	25,	23.66353
0.377,	25,	23.67303
0.378,	25,	23.68252
0.379,	25,	23.69201
0.38,	25,	23.70149
0.381,	25,	23.71098
0.382,	25,	23.72046
0.383,	25,	23.72995
0.384,	25,	23.73943
0.385,	25,	23.74891
0.386,	25,	23.75839
0.387,	25,	23.76787
0.388,	25,	23.77734
0.389,	25,	23.78682
0.39,	25,	23.79629
0.391,	25,	23.80577
0.392,	25,	23.81524
0.393,	25,	23.82471
0.394,	25,	23.83418
0.395,	25,	23.84365
0.396,	25,	23.85311
0.397,	25,	23.86258
0.398,	25,	23.87204
0.399,	25,	23.8815
0.4,	25,	23.89096
0.401,	25,	23.90042
0.402,	25,	23.90988
0.403,	25,	23.91934
0.404,	25,	23.9288
0.405,	25,	23.93825
0.406,	25,	23.94771
0.407,	25,	23.95716
0.408,	25,	23.96661
0.409,	25,	23.97606
0.41,	25,	23.98551
0.411,	25,	23.99495
0.412,	25,	24.0044
0.413,	25,	24.01384
0.414,	25,	24.02329
0.415,	25,	24.03273
0.416,	25,	24.04217
0.417,	25,	24.05161
0.418,	25,	24.06104
0.419,	25,	24.07048
0.42,	25,	24.07992
0.421,	25,	24.08935
0.422,	25,	24.09878
0.423,	25,	24.10821
0.424,	25,	24.11764
0.425,	25,	24.12707
0.426,	25,	24.1365
0.427,	25,	24.14593
0.428,	25,	24.15535
0.429,	25,	24.16477
0.43,	25,	24.1742
0.431,	25,	24.18362
0.432,	25,	24.19304
0.433,	25,	24.20246
0.434,	25,	24.21187
0.435,	25,	24.22129
0.436,	25,	24.2307
0.437,	25,	24.24011
0.438,	25,	24.24953
0.439,	25,	24.25894
0.44,	25,	24.26835
0.441,	25,	24.27775
0.442,	25,	24.28716
0.443,	25,	24.29657
0.444,	25,	24.30597
0.445,	25,	24.31537
0.446,	25,	24.32477
0.447,	25,	24.33417
0.448,	25,	24.34357
0.449,	25,	24.35297
0.45,	25,	24.36237
0.451,	25,	24.37176
0.452,	25,	24.38116
0.453,	25,	24.39055
0.454,	25,	24.39994
0.455,	25,	24.40933
0.456,	25,	24.41872
0.457,	25,	24.4281
0.458,	25,	24.43749
0.459,	25,	24.44687
0.46,	25,	24.45626
0.461,	25,	24.46564
0.462,	25,	24.47502
0.463,	25,	24.4844
0.464,	25,	24.49378
0.465,	25,	24.50315
0.466,	25,	24.51253
0.467,	25,	24.5219
0.468,	25,	24.53128
0.469,	25,	24.54065
0.47,	25,	24.55002
0.471,	25,	24.55939
0.472,	25,	24.56876
0.473,	25,	24.57812
0.474,	25,	24.58749
0.475,	25,	24.59685
0.476,	25,	24.60621
0.477,	25,	24.61558
0.478,	25,	24.62494
0.479,	25,	24.63429
0.48,	25,	24.64365
0.481,	25,	24.65301
0.482,	25,	24.66236
0.483,	25,	24.67172
0.484,	25,	24.68107
0.485,	25,	24.69042
0.486,	25,	24.69977
0.487,	25,	24.70912
0.488,	25,	24.71846
0.489,	25,	24.72781
0.49,	25,	24.73715
0.491,	25,	24.7465
0.492,	25,	24.75584
0.493,	25,	24.76518
0.494,	25,	24.77452
0.495,	25,	24.78386
0.496,	25,	24.79319
0.497,	25,	24.80253
0.498,	25,	24.81186
0.499,	25,	24.8212
0.5,	25,	24.83053
0.501,	25,	24.83986
0.502,	25,	24.84919
0.503,	25,	24.85852
0.504,	25,	24.86784
0.505,	25,	24.87717
0.506,	25,	24.88649
0.507,	25,	24.89581
0.508,	25,	24.90514
0.509,	25,	24.91446
0.51,	25,	24.92377
0.511,	25,	24.93309
0.512,	25,	24.94241
0.513,	25,	24.95172
0.514,	25,	24.96104
0.515,	25,	24.97035
0.516,	25,	24.97966
0.517,	25,	24.98897
0.518,	25,	24.99828
0.519,	25,	25.00759
0.52,	25,	25.01689
0.521,	25,	25.0262
0.522,	25,	25.0355
0.523,	25,	25.0448
0.524,	25,	25.0541
0.525,	25,	25.0634
0.526,	25,	25.0727
0.527,	25,	25.082
0.528,	25,	25.09129
0.529,	25,	25.10059
0.53,	25,	25.10988
0.531,	25,	25.11917
0.532,	25,	25.12846
0.533,	25,	25.13775
0.534,	25,	25.14704
0.535,	25,	25.15633
0.536,	25,	25.16561
0.537,	25,	25.1749
0.538,	25,	25.18418
0.539,	25,	25.19346
0.54,	25,	25.20274
0.541,	25,	25.21202
0.542,	25,	25.2213
0.543,	25,	25.23058
0.544,	25,	25.23985
0.545,	25,	25.24913
0.546,	25,	25.2584
0.547,	25,	25.26767
0.548,	25,	25.27694
0.549,	25,	25.28621
0.55,	25,	25.29548
0.551,	25,	25.30474
0.552,	25,	25.31401
0.553,	25,	25.32327
0.554,	25,	25.33253
0.555,	25,	25.3418
0.556,	25,	25.35106
0.557,	25,	25.36032
0.558,	25,	25.36957
0.559,	25,	25.37883
0.56,	25,	25.38808
0.561,	25,	25.39734
0.562,	25,	25.40659
0.563,	25,	25.41584
0.564,	25,	25.42509
0.565,	25,	25.43434
0.566,	25,	25.44359
0.567,	25,	25.45283
0.568,	25,	25.46208
0.569,	25,	25.47132
0.57,	25,	25.48056
0.571,	25,	25.4898
0.572,	25,	25.49904
0.573,	25,	25.50828
0.574,	25,	25.51752
0.575,	25,	25.52675
0.576,	25,	25.53599
0.577,	25,	25.54522
0.578,	25,	25.55445
0.579,	25,	25.56368
0.58,	25,	25.57291
0.581,	25,	25.58214
0.582,	25,	25.59137
0.583,	25,	25.60059
0.584,	25,	25.60982
0.585,	25,	25.61904
0.586,	25,	25.62826
0.587,	25,	25.63748
0.588,	25,	25.6467
0.589,	25,	25.65592
0.59,	25,	25.66514
0.591,	25,	25.67435
0.592,	25,	25.68357
0.593,	25,	25.69278
0.594,	25,	25.70199
0.595,	25,	25.7112
0.596,	25,	25.72041
0.597,	25,	25.72962
0.598,	25,	25.73883
0.599,	25,	25.74803
0.6,	25,	25.75724
0.601,	25,	25.76644
0.602,	25,	25.77564
0.603,	25,	25.78484
0.604,	25,	25.79404
0.605,	25,	25.80324
0.606,	25,	25.81243
0.607,	25,	25.82163
0.608,	25,	25.83082
0.609,	25,	25.84002
0.61,	25,	25.84921
0.611,	25,	25.8584
0.612,	25,	25.86759
0.613,	25,	25.87678
0.614,	25,	25.88596
0.615,	25,	25.89515
0.616,	25,	25.90433
0.617,	25,	25.91351
0.618,	25,	25.92269
0.619,	25,	25.93187
0.62,	25,	25.94105
0.621,	25,	25.95023
0.622,	25,	25.95941
0.623,	25,	25.96858
0.624,	25,	25.97776
0.625,	25,	25.98693
0.626,	25,	25.9961
0.627,	25,	26.00527
0.628,	25,	26.00467
0.629,	25,	26.00407
0.63,	25,	26.00347
0.631,	25,	26.00287
0.632,	25,	26.00227
0.633,	25,	26.00167
0.634,	25,	26.00107
0.635,	25,	26.00047
0.636,	25,	25.99987
0.637,	25,	25.99927
0.638,	25,	25.99867
0.639,	25,	25.99807
0.64,	25,	25.99747
0.641,	25,	25.99687
0.642,	25,	25.99627
0.643,	25,	25.99567
0.644,	25,	25.99507
0.645,	25,	25.99447
0.646,	25,	25.99387
0.647,	25,	25.99327
0.648,	25,	25.99267
0.649,	25,	25.99207
0.65,	25,	25.99147
0.651,	25,	25.99087
0.652,	25,	25.99027
0.653,	25,	25.98968
0.654,	25,	25.98908
0.655,	25,	25.98848
0.656,	25,	25.98788
0.657,	25,	25.98728
0.658,	25,	25.98668
0.659,	25,	25.98608
0.66,	25,	25.98549
0.661,	25,	25.98489
0.662,	25,	25.98429
0.663,	25,	25.98369
0.664,	25,	25.98309
0.665,	25,	25.98249
0.666,	25,	25.98189
0.667,	25,	25.9813
0.668,	25,	25.9807
0.669,	25,	25.9801
0.67,	25,	25.9795
0.671,	25,	25.9789
0.672,	25,	25.97831
0.673,	25,	25.97771
0.674,	25,	25.97711
0.675,	25,	25.97651
0.676,	25,	25.97592
0.677,	25,	25.97532
0.678,	25,	25.97472
0.679,	25,	25.97412
0.68,	25,	25.97353
0.681,	25,	25.97293
0.682,	25,	25.97233
0.683,	25,	25.97173
0.684,	25,	25.97114
0.685,	25,	25.97054
0.686,	25,	25.96994
0.687,	25,	25.96935
0.688,	25,	25.96875
0.689,	25,	25.96815
0.69,	25,	25.96755
0.691,	25,	25.96696
0.692,	25,	25.96636
0.693,	25,	25.96576
0.694,	25,	25.96517
0.695,	25,	25.96457
0.696,	25,	25.96398
0.697,	25,	25.96338
0.698,	25,	25.96278
0.699,	25,	25.96219
0.7,	25,	25.96159
0.701,	25,	25.96099
0.702,	25,	25.9604
0.703,	25,	25.9598
0.704,	25,	25.95921
0.705,	25,	25.95861
0.706,	25,	25.95802
0.707,	25,	25.95742
0.708,	25,	25.95682
0.709,	25,	25.95623
0.71,	25,	25.95563
0.711,	25,	25.95504
0.712,	25,	25.95444
0.713,	25,	25.95385
0.714,	25,	25.95325
0.715,	25,	25.95266
0.716,	25,	25.95206
0.717,	25,	25.95146
0.718,	25,	25.95087
0.719,	25,	25.95027
0.72,	25,	25.94968
0.721,	25,	25.94908
0.722,	25,	25.94849
0.723,	25,	25.9479
0.724,	25,	25.9473
0.725,	25,	25.9467
0.726,	25,	25.94611
0.727,	25,	25.94552
0.728,	25,	25.94492
0.729,	25,	25.94433
0.73,	25,	25.94373
0.731,	25,	25.94314
0.732,	25,	25.94254
0.733,	25,	25.94195
0.734,	25,	25.94136
0.735,	25,	25.94076
0.736,	25,	25.94017
0.737,	25,	25.93957
0.738,	25,	25.93898
0.739,	25,	25.93839
0.74,	25,	25.93779
0.741,	25,	25.9372
0.742,	25,	25.9366
0.743,	25,	25.93601
0.744,	25,	25.93542
0.745,	25,	25.93482
0.746,	25,	25.93423
0.747,	25,	25.93364
0.748,	25,	25.93304
0.749,	25,	25.93245
0.75,	25,	25.93186
0.751,	25,	25.93126
0.752,	25,	25.93067
0.753,	25,	25.93008
0.754,	25,	25.92949
0.755,	25,	25.92889
0.756,	25,	25.9283
0.757,	25,	25.92771
0.758,	25,	25.92711
0.759,	25,	25.92652
0.76,	25,	25.92593
0.761,	25,	25.92534
0.762,	25,	25.92474
0.763,	25,	25.92415
0.764,	25,	25.92356
0.765,	25,	25.92297
0.766,	25,	25.92237
0.767,	25,	25.92178
0.768,	25,	25.92119
0.769,	25,	25.9206
0.77,	25,	25.92001
0.771,	25,	25.91941
0.772,	25,	25.91882
0.773,	25,	25.91823
0.774,	25,	25.91764
0.775,	25,	25.91705
0.776,	25,	25.91645
0.777,	25,	25.91586
0.778,	25,	25.91527
0.779,	25,	25.91468
0.78,	25,	25.91409
0.781,	25,	25.9135
0.782,	25,	25.9129
0.783,	25,	25.91231
0.784,	25,	25.91172
0.785,	25,	25.91113
0.786,	25,	25.91054
0.787,	25,	25.90995
0.788,	25,	25.90936
0.789,	25,	25.90877
0.79,	25,	25.90818
0.791,	25,	25.90759
0.792,	25,	25.907
0.793,	25,	25.9064
0.794,	25,	25.90581
0.795,	25,	25.90522
0.796,	25,	25.90463
0.797,	25,	25.90404
0.798,	25,	25.90345
0.799,	25,	25.90286
0.8,	25,	25.90227
0.801,	25,	25.90168
0.802,	25,	25.90109
0.803,	25,	25.9005
0.804,	25,	25.89991
0.805,	25,	25.89932
0.806,	25,	25.89873
0.807,	25,	25.89814
0.808,	25,	25.89755
0.809,	25,	25.89696
0.81,	25,	25.89637
0.811,	25,	25.89578
0.812,	25,	25.89519
0.813,	25,	25.8946
0.814,	25,	25.89401
0.815,	25,	25.89342
0.816,	25,	25.89284
0.817,	25,	25.89225
0.818,	25,	25.89166
0.819,	25,	25.89107
0.82,	25,	25.89048
0.821,	25,	25.88989
0.822,	25,	25.8893
0.823,	25,	25.88871
0.824,	25,	25.88812
0.825,	25,	25.88754
0.826,	25,	25.88695
0.827,	25,	25.88636
0.828,	25,	25.88577
0.829,	25,	25.88518
0.83,	25,	25.88459
0.831,	25,	25.884
0.832,	25,	25.88342
0.833,	25,	25.88283
0.834,	25,	25.88224
0.835,	25,	25.88165
0.836,	25,	25.88106
0.837,	25,	25.88047
0.838,	25,	25.87989
0.839,	25,	25.8793
0.84,	25,	25.87871
0.841,	25,	25.87812
0.842,	25,	25.87753
0.843,	25,	25.87695
0.844,	25,	25.87636
0.845,	25,	25.87577
0.846,	25,	25.87518
0.847,	25,	25.8746
0.848,	25,	25.87401
0.849,	25,	25.87342
0.85,	25,	25.87283
0.851,	25,	25.87225
0.852,	25,	25.87166
0.853,	25,	25.87107
0.854,	25,	25.87049
0.855,	25,	25.8699
0.856,	25,	25.86931
0.857,	25,	25.86872
0.858,	25,	25.86814
0.859,	25,	25.86755
0.86,	25,	25.86696
0.861,	25,	25.86638
0.862,	25,	25.86579
0.863,	25,	25.8652
0.864,	25,	25.86462
0.865,	25,	25.86403
0.866,	25,	25.86345
0.867,	25,	25.86286
0.868,	25,	25.86227
0.869,	25,	25.86169
0.87,	25,	25.8611
0.871,	25,	25.86051
0.872,	25,	25.85993
0.873,	25,	25.85934
0.874,	25,	25.85876
0.875,	25,	25.85817
0.876,	25,	25.85759
0.877,	25,	25.857
0.878,	25,	25.85641
0.879,	25,	25.85583
0.88,	25,	25.85524
0.881,	25,	25.85466
0.882,	25,	25.85407
0.883,	25,	25.85349
0.884,	25,	25.8529
0.885,	25,	25.85232
0.886,	25,	25.85173
0.887,	25,	25.85114
0.888,	25,	25.85056
0.889,	25,	25.84998
0.89,	25,	25.84939
0.891,	25,	25.8488
0.892,	25,	25.84822
0.893,	25,	25.84764
0.894,	25,	25.84705
0.895,	25,	25.84647
0.896,	25,	25.84588
0.897,	25,	25.8453
0.898,	25,	25.84471
0.899,	25,	25.84413
0.9,	25,	25.84354
0.901,	25,	25.84296
0.902,	25,	25.84237
0.903,	25,	25.84179
0.904,	25,	25.84121
0.905,	25,	25.84062
0.906,	25,	25.84004
0.907,	25,	25.83945
0.908,	25,	25.83887
0.909,	25,	25.83829
0.91,	25,	25.8377
0.911,	25,	25.83712
0.912,	25,	25.83653
0.913,	25,	25.83595
0.914,	25,	25.83537
0.915,	25,	25.83478
0.916,	25,	25.8342
0.917,	25,	25.83362
0.918,	25,	25.83303
0.919,	25,	25.83245
0.92,	25,	25.83187
0.921,	25,	25.83129
0.922,	25,	25.8307
0.923,	25,	25.83012
0.924,	25,	25.82953
0.925,	25,	25.82895
0.926,	25,	25.82837
0.927,	25,	25.82779
0.928,	25,	25.8272
0.929,	25,	25.82662
0.93,	25,	25.82604
0.931,	25,	25.82546
0.932,	25,	25.82487
0.933,	25,	25.82429
0.934,	25,	25.82371
0.935,	25,	25.82313
0.936,	25,	25.82254
0.937,	25,	25.82196
0.938,	25,	25.82138
0.939,	25,	25.8208
0.94,	25,	25.82022
0.941,	25,	25.81963
0.942,	25,	25.81905
0.943,	25,	25.81847
0.944,	25,	25.81789
0.945,	25,	25.81731
0.946,	25,	25.81672
0.947,	25,	25.81614
0.948,	25,	25.81556
0.949,	25,	25.81498
0.95,	25,	25.8144
0.951,	25,	25.81382
0.952,	25,	25.81324
0.953,	25,	25.81265
0.954,	25,	25.81207
0.955,	25,	25.81149
0.956,	25,	25.81091
0.957,	25,	25.81033
0.958,	25,	25.80975
0.959,	25,	25.80917
0.96,	25,	25.80859
0.961,	25,	25.80801
0.962,	25,	25.80742
0.963,	25,	25.80684
0.964,	25,	25.80626
0.965,	25,	25.80568
0.966,	25,	25.8051
0.967,	25,	25.80452
0.968,	25,	25.80394
0.969,	25,	25.80336
0.97,	25,	25.80278
0.971,	25,	25.8022
0.972,	25,	25.80162
0.973,	25,	25.80104
0.974,	25,	25.80046
0.975,	25,	25.79988
0.976,	25,	25.7993
0.977,	25,	25.79872
0.978,	25,	25.79814
0.979,	25,	25.79756
0.98,	25,	25.79698
0.981,	25,	25.7964
0.982,	25,	25.79582
0.983,	25,	25.79524
0.984,	25,	25.79466
0.985,	25,	25.79408
0.986,	25,	25.7935
0.987,	25,	25.79292
0.988,	25,	25.79235
0.989,	25,	25.79177
0.99,	25,	25.79119
0.991,	25,	25.79061
0.992,	25,	25.79003
0.993,	25,	25.78945
0.994,	25,	25.78887
0.995,	25,	25.78829
0.996,	25,	25.78771
0.997,	25,	25.78713
0.998,	25,	25.78656
0.999,	25,	25.78598
1,	25,	25.7854
1.001,	25,	25.78482
1.002,	25,	25.78424
1.003,	25,	25.78366
1.004,	25,	25.78308
1.005,	25,	25.78251
1.006,	25,	25.78193
1.007,	25,	25.78135
1.008,	25,	25.78077
1.009,	25,	25.78019
1.01,	25,	25.77962
1.011,	25,	25.77904
1.012,	25,	25.77846
1.013,	25,	25.77788
1.014,	25,	25.77731
1.015,	25,	25.77673
1.016,	25,	25.77615
1.017,	25,	25.77557
1.018,	25,	25.775
1.019,	25,	25.77442
1.02,	25,	25.77384
1.021,	25,	25.77326
1.022,	25,	25.77268
1.023,	25,	25.77211
1.024,	25,	25.77153
1.025,	25,	25.77095
1.026,	25,	25.77038
1.027,	25,	25.7698
1.028,	25,	25.76922
1.029,	25,	25.76865
1.03,	25,	25.76807
1.031,	25,	25.76749
1.032,	25,	25.76691
1.033,	25,	25.76634
1.034,	25,	25.76576
1.035,	25,	25.76518
1.036,	25,	25.76461
1.037,	25,	25.76403
1.038,	25,	25.76346
1.039,	25,	25.76288
1.04,	25,	25.7623
1.041,	25,	25.76173
1.042,	25,	25.76115
1.043,	25,	25.76057
1.044,	25,	25.76
1.045,	25,	25.75942
1.046,	25,	25.75885
1.047,	25,	25.75827
1.048,	25,	25.7577
1.049,	25,	25.75712
1.05,	25,	25.75654
1.051,	25,	25.75597
1.052,	25,	25.75539
1.053,	25,	25.75482
1.054,	25,	25.75424
1.055,	25,	25.75367
1.056,	25,	25.75309
1.057,	25,	25.75252
1.058,	25,	25.75194
1.059,	25,	25.75137
1.06,	25,	25.75079
1.061,	25,	25.75022
1.062,	25,	25.74964
1.063,	25,	25.74907
1.064,	25,	25.74849
1.065,	25,	25.74792
1.066,	25,	25.74734
1.067,	25,	25.74677
1.068,	25,	25.74619
1.069,	25,	25.74562
1.07,	25,	25.74504
1.071,	25,	25.74447
1.072,	25,	25.74389
1.073,	25,	25.74332
1.074,	25,	25.74274
