"time","FMU_Interface_OUT3_Load_Signal"
38.61,0
38.805,0
39,0
39.195,0
39.39,0
39.585,0
39.78,0
39.975,0
40.17,0
40.365,0
40.56,0
40.755,0
40.95,0
41.145,0
41.34,0
41.535,0
41.73,0
41.925,0
42.12,0
42.315,0
42.51,0
42.705,0
42.9,0
43.095,0
43.29,0
43.485,0
43.68,0
43.875,0
44.07,0
44.265,0
44.46,0
44.655,0
44.85,0
45.045,0
45.24,0
45.435,0
45.63,0
45.825,0
46.02,0
46.215,0
46.41,0
46.605,0
46.8,0
46.995,0
47.19,0
47.385,0
47.58,0
47.775,0
47.97,0
48.165,0
48.36,0
48.555,0
48.75,0
48.945,0
49.14,0
49.335,0
49.53,0
49.725,0
49.92,0
50.115,0.062112
50.31,0.347448
50.505,0.938983
50.7,1
50.895,0.426207
51.09,0.788677
51.285,0.262914
51.48,0.187416
51.675,0.174061
51.87,0.227036
52.065,0.279201
52.26,0.35139
52.455,0.445405
52.65,0.618755
52.845,0.719481
53.04,0.556884
53.235,0.43887
53.43,0.413408
53.625,0.361666
53.82,0.373402
54.015,0.464625
54.21,0.3739
54.405,0.122361
54.6,0.0475176
54.795,0.0789489
54.99,0.115225
55.185,0.132474
55.38,0.138132
55.575,0.143033
55.77,0.146229
55.965,0.147491
56.16,0.147156
56.355,0.340202
56.55,0.552052
56.745,0.683564
56.94,0.420668
57.135,0.301842
57.33,0.333472
57.525,0.392958
57.72,0.437852
57.915,0.456081
58.11,0.464878
58.305,0.47032
58.5,0.464722
58.695,0.326412
58.89,0.40541
59.085,0.41209
59.28,0.415784
59.475,0.342645
59.67,0.00566807
59.865,0.245617
60.06,0.589981
60.255,0.744748
60.45,0.790607
60.645,0.766753
60.84,0.710454
61.035,0.658617
61.23,0.629957
61.425,0.33777
61.62,0.188667
61.815,0.135753
62.01,0.122612
62.205,0.11988
62.4,0.122087
62.595,0.127311
62.79,0.134062
62.985,0.141281
63.18,0.148254
63.375,0.154536
63.57,0.159895
63.765,0.164249
63.96,0.167623
64.155,0.170106
64.35,0.171825
64.545,0.172915
64.74,0.173521
64.935,0.173766
65.13,0.173762
65.325,0.173596
65.52,0.173338
65.715,0.173041
65.91,0.172741
66.105,0.172463
66.3,0.172219
66.495,0.172017
66.69,0.171858
66.885,0.171737
67.08,0.171651
67.275,0.171594
67.47,0.17156
67.665,0.171543
67.86,0.171539
68.055,0.171544
68.25,0.171553
68.445,0.171565
68.64,0.171578
68.835,0.17159
69.03,0.171601
69.225,0.17161
69.42,0.171618
69.615,0.171623
69.81,0.171628
70.005,0.171631
70.2,0.171632
70.395,0.171633
70.59,0.171634
70.785,0.171634
70.98,0.171633
71.175,0.171633
71.37,0.171632
71.565,0.171632
71.76,0.171631
71.955,0.171631
72.15,0.171631
72.345,0.17163
72.54,0.17163
72.735,0.17163
72.93,0.17163
73.125,0.17163
73.32,0.17163
73.515,0.17163
73.71,0.17163
73.905,0.17163
74.1,0.17163
74.295,0.17163
74.49,0.17163
74.685,0.17163
74.88,0.17163
75.075,0.17163
75.27,0.17163
75.465,0.17163
75.66,0.17163
75.855,0.17163
76.05,0.17163
76.245,0.17163
76.44,0.17163
76.635,0.17163
76.83,0.17163
77.025,0.17163
77.22,0.17163
77.415,0.17163
77.61,0.17163
77.805,0.17163
78,0.17163
78.195,0.17163
78.39,0.17163
78.585,0.17163
78.78,0.17163
78.975,0.17163
79.17,0.17163
79.365,0.17163
79.56,0.17163
79.755,0.17163
79.95,0.17163
80.145,0.17163
80.34,0.17163
80.535,0.17163
80.73,0.17163
80.925,0.17163
81.12,0.17163
81.315,0.17163
81.51,0.17163
81.705,0.17163
81.9,0.17163
82.095,0.17163
82.29,0.17163
82.485,0.17163
82.68,0.17163
82.875,0.17163
83.07,0.17163
83.265,0.17163
83.46,0.17163
83.655,0.17163
83.85,0.17163
84.045,0.17163
84.24,0.17163
84.435,0.17163
84.63,0.17163
84.825,0.17163
85.02,0.17163
85.215,0.17163
85.41,0.0130343
85.605,0.00120641
85.8,0.0227163
85.995,0.0255785
86.19,0.047061
86.385,0.00277077
86.58,0.0996714
86.775,0.054538
86.97,0.118724
87.165,0.0764225
87.36,0.0569609
87.555,0.0702865
87.75,0.0590099
87.945,0.0135258
88.14,0.0013783
88.335,0.00175404
88.53,0.00181478
88.725,1.9559E-16
88.92,0
89.115,0.298715
89.31,0.18358
89.505,0.173978
89.7,0.0866904
89.895,0.0160684
90.09,0.0186541
90.285,0.0166028
90.48,0.024303
90.675,0.0978004
90.87,0.13042
91.065,0.0703798
91.26,0.0590057
91.455,0.0760098
91.65,0.0535872
91.845,0.0939113
92.04,0.0222834
92.235,0.00350494
92.43,2.67711E-15
92.625,0.0744284
92.82,0.0418768
93.015,0.0244331
93.21,0.0853023
93.405,0.0067874
93.6,0.00749091
93.795,7.90513E-15
93.99,0
94.185,0
94.38,0
94.575,0
94.77,0
94.965,0
95.16,0
95.355,0
95.55,0
95.745,0
95.94,0
96.135,0
96.33,0
96.525,0
96.72,0
96.915,0
97.11,0
97.305,0
97.5,0
97.695,0
97.89,0
98.085,0
98.28,0
98.475,0
98.67,0
98.865,0
99.06,0
99.255,0
99.45,0
99.645,0
99.84,0
100.035,0
100.23,0
100.425,0
100.62,0
100.815,0
101.01,0
101.205,0
101.4,0
101.595,0
101.79,0
101.985,0
102.18,0
102.375,0
102.57,0
102.765,0
102.96,0
103.155,0
103.35,0
103.545,0
103.74,0
103.935,0
104.13,0
104.325,0
104.52,0
104.715,0
104.91,0
105.105,0
105.3,0
105.495,0
105.69,0
105.885,0
106.08,0
106.275,0
106.47,0
106.665,0
106.86,0
107.055,0
107.25,0
107.445,0
107.64,0
107.835,0
108.03,0
108.225,0
108.42,0
108.615,0
108.81,0
109.005,0
109.2,0
109.395,0
109.59,0
109.785,0
109.98,0
110.175,0
110.37,0
110.565,0
110.76,0
110.955,0
111.15,0
111.345,0
111.54,0
111.735,0
111.93,0
112.125,0
112.32,0
112.515,0
112.71,0
112.905,0
113.1,0
113.295,0
113.49,0
113.685,0
113.88,0
114.075,0
114.27,0
114.465,0
114.66,0
114.855,0
115.05,0
115.245,0
115.44,0
115.635,0
115.83,0
116.025,0
116.22,0
116.415,0
116.61,0
116.805,0
117,0
117.195,0
117.39,0
117.585,0
117.78,0
117.975,0
118.17,0.11535
118.365,0.429294
118.56,0.934636
118.755,0.984961
118.95,5.48983E-12
119.145,0.193421
119.34,0.216546
119.535,0.299963
119.73,0.38467
119.925,0.531763
120.12,0.618348
120.315,0.582453
120.51,0.615571
120.705,0.698245
120.9,0.529605
121.095,0.405817
121.29,0.381896
121.485,0.339014
121.68,0.366062
121.875,0.347692
122.07,0.282611
122.265,0.351038
122.46,0.119915
122.655,0.0776528
122.85,0.0915104
123.045,0.130601
123.24,0.136381
123.435,0.140314
123.63,0.143675
123.825,0.145952
124.02,0.146988
124.215,0.146914
124.41,0.332378
124.605,0.336014
124.8,0.445997
124.995,0.316489
125.19,0.271709
125.385,0.290177
125.58,0.316914
125.775,0.338014
125.97,0.345409
126.165,0.343432
126.36,0.350261
126.555,0.358949
126.75,0.367265
126.945,0.357947
127.14,0.337296
127.335,0.324463
127.53,0.322627
127.725,0.319151
127.92,0.32675
128.115,0.335943
128.31,0.341561
128.505,0.343184
128.7,0.354416
128.895,0.314826
129.09,0.340516
129.285,0.116164
129.48,0.273331
129.675,0.415844
129.87,0.484811
130.065,0.520867
130.26,0.521934
130.455,0.512255
130.65,0.507688
130.845,0.493941
131.04,0.471327
131.235,0.452626
131.43,0.447301
131.625,0.448634
131.82,0.453372
132.015,0.459576
132.21,0.466283
132.405,0.473081
132.6,0.479816
132.795,0.47377
132.99,0.452201
133.185,0.440102
133.38,0.308105
133.575,0.202612
133.77,0.165111
133.965,0.1576
134.16,0.15428
134.355,0.152632
134.55,0.152237
134.745,0.152754
134.94,0.153898
135.135,0.155446
135.33,0.227206
135.525,0.346252
135.72,0.39394
135.915,0.41472
136.11,0.424791
136.305,0.4309
136.5,0.435606
136.695,0.429528
136.89,0.411693
137.085,0.400405
137.28,0.399076
137.475,0.401502
137.67,0.405364
137.865,0.409795
138.06,0.414472
138.255,3.6996E-12
138.45,0.370886
138.645,0.446932
138.84,0.515721
139.035,0.554926
139.23,0.576819
139.425,0.588744
139.62,0.595071
139.815,0.598381
140.01,0.600181
140.205,0.601339
140.4,0.602341
140.595,0.59312
140.79,0.581487
140.985,0.568332
141.18,0.561782
141.375,0.559321
141.57,0.559497
141.765,0.561278
141.96,0.564053
142.155,0.56746
142.35,0.571285
142.545,0.565068
142.74,0.555808
142.935,0.545542
143.13,0.541852
143.325,0.470019
143.52,0.330824
143.715,0.259568
143.91,0.221273
144.105,0.202531
144.3,0.192908
144.495,0.187258
144.69,0.184401
144.885,0.183487
145.08,0.183888
145.275,0.185146
145.47,0.186927
145.665,0.188994
145.86,0.191182
146.055,0.193375
146.25,0.195499
146.445,0.197504
146.64,0.199364
146.835,0.201065
147.03,0.202604
147.225,0.203984
147.42,0.205213
147.615,0.2063
147.81,0.207256
148.005,0.208094
148.2,0.208826
148.395,0.209462
148.59,0.210013
148.785,0.210491
148.98,0.210903
149.175,0.211258
149.37,0.211563
149.565,0.211825
149.76,0.21205
149.955,0.212242
150.15,0.212407
150.345,0.212547
150.54,0.212667
150.735,0.212769
150.93,0.212856
151.125,0.212931
151.32,0.212994
151.515,0.213047
151.71,0.213093
151.905,0.213132
152.1,0.213165
152.295,0.213192
152.49,0.213216
152.685,0.213236
152.88,0.213253
153.075,0.213267
153.27,0.21328
153.465,0.21329
153.66,0.213299
153.855,0.213306
154.05,0.213312
154.245,0.213318
154.44,0.213322
154.635,0.213326
154.83,0.213329
155.025,0.213332
155.22,0.213334
155.415,0.0597825
155.61,0.00560475
155.805,0.0261683
156,3.17489E-13
156.195,0.0189816
156.39,0.0456481
156.585,0.0338129
156.78,0.02394
156.975,0.0319078
157.17,0.0280843
157.365,0.025257
157.56,0.0228783
157.755,0.0207341
157.95,0.0183944
158.145,0.0177959
158.34,0.0263286
158.535,0.0287419
158.73,0.0343147
158.925,0.0302404
159.12,0.0264639
159.315,0.00277469
159.51,0.0129569
159.705,0.000656018
159.9,0.000406753
160.095,0.000667965
160.29,0.0193423
160.485,0.0118584
160.68,0.0159251
160.875,0.0136385
161.07,0.00887734
161.265,0.00531029
161.46,0.00532032
161.655,0.00218687
161.85,0.00114569
162.045,0.017675
162.24,0.0168765
162.435,0.0124073
162.63,1.65E-13
162.825,0
163.02,0.0969183
163.215,0.0125833
163.41,0.0379424
163.605,0.0768858
163.8,0.0856911
163.995,0.0948209
164.19,0.103791
164.385,0.112189
164.58,0.119963
164.775,0.125928
164.97,0.131483
165.165,0.136646
165.36,0.140923
165.555,0.145182
165.75,0.149302
165.945,0.153192
166.14,0.15679
166.335,0.160059
166.53,0.162977
166.725,0.16554
166.92,0.167754
167.115,0.169634
167.31,0.171202
167.505,0.172484
167.7,0.173507
167.895,0.174301
168.09,0.174895
168.285,0.175319
168.48,0.175599
168.675,0.17576
168.87,0.175825
169.065,0.175814
169.26,0.175746
169.455,0.175635
169.65,0.175495
169.845,0.175336
170.04,0.175168
170.235,0.174998
170.43,0.174831
170.625,0.174672
170.82,0.174523
171.015,0.174387
171.21,0.174264
171.405,0.174156
171.6,0.174061
171.795,0.173981
171.99,0.173913
172.185,0.173857
172.38,0.173812
172.575,0.173776
172.77,0.173749
172.965,0.17373
173.16,0.173716
173.355,0.173708
173.55,0.173704
173.745,0.173703
173.94,0.173705
174.135,0.173709
174.33,0.173714
174.525,0.17372
174.72,0.173726
174.915,0.173733
175.11,0.17374
175.305,0.173746
175.5,0.173753
175.695,0.173758
175.89,0.173763
176.085,0.173768
176.28,0.149861
176.475,0.0394857
176.67,0.0358912
176.865,0.0292817
177.06,0.00379007
177.255,0.00229465
177.45,3.84979E-14
177.645,0.0220589
177.84,0.0195069
178.035,0.0172948
178.23,0.0159707
178.425,0.0254851
178.62,0.0412086
178.815,0.00243756
179.01,0.0171491
179.205,0.0312231
179.4,0.0325171
179.595,0.0454906
179.79,0.0199895
179.985,0.0143418
180.18,0.0816634
180.375,0.0676176
180.57,0.0163686
180.765,2.70166E-13
180.96,0.0200243
181.155,3.33421E-13
181.35,0
181.545,0.181559
181.74,0.135649
181.935,0.0733765
182.13,0.00956001
182.325,0.00860406
182.52,0.0559849
182.715,0.0910891
182.91,0.0808352
183.105,0.076324
183.3,0.0929997
183.495,0.0565101
183.69,0.0837147
183.885,0.0454531
184.08,0.0352384
184.275,0.00127409
184.47,0.101788
184.665,0.0312802
184.86,0.0457049
185.055,0.0548448
185.25,9.53175E-13
185.445,0
185.64,0.000170959
185.835,2.99611E-15
186.03,0
186.225,0
186.42,0
186.615,0.0731502
186.81,0.0985131
187.005,0.0593794
187.2,1.05621E-12
187.395,1.23073E-25
187.59,0
187.785,0
187.98,0
188.175,0
188.37,0
188.565,0
188.76,0
188.955,0
189.15,0
189.345,0
189.54,0
189.735,0
189.93,0
190.125,0
190.32,0
190.515,0
190.71,0
190.905,0
191.1,0
191.295,0
191.49,0
191.685,0
191.88,0
192.075,0
192.27,0
192.465,0
192.66,0
192.855,0
193.05,0
193.245,0
193.44,0
193.635,0
193.83,0
194.025,0
194.22,0
194.415,0
194.61,0
194.805,0
195,0
