"time","TRes","TAmb","TDif","_block_jacobian_check"
1.8,298.484,293.15,2,0
1.81,298.479,293.15,2,0
1.82,298.473,293.15,2,0
1.83,298.468,293.15,2,0
1.84,298.463,293.15,2,0
1.85,298.457,293.15,2,0
1.86,298.452,293.15,2,0
1.87,298.447,293.15,2,0
1.88,298.441,293.15,2,0
1.89,298.436,293.15,2,0
1.9,298.431,293.15,2,0
1.91,298.426,293.15,2,0
1.92,298.42,293.15,2,0
1.93,298.415,293.15,2,0
1.94,298.41,293.15,2,0
1.95,298.405,293.15,2,0
1.96,298.399,293.15,2,0
1.97,298.394,293.15,2,0
1.98,298.389,293.15,2,0
1.99,298.384,293.15,2,0
2,298.38,293.15,2,0
2.01,298.373,293.15,2,0
2.02,298.367,293.15,2,0
2.03,298.362,293.15,2,0
2.04,298.357,293.15,2,0
2.05,298.352,293.15,2,0
2.06,298.347,293.15,2,0
2.07,298.341,293.15,2,0
2.08,298.336,293.15,2,0
2.09,298.331,293.15,2,0
2.1,298.326,293.15,2,0
2.11,298.321,293.15,2,0
2.12,298.315,293.15,2,0
2.13,298.31,293.15,2,0
2.14,298.305,293.15,2,0
2.15,298.3,293.15,2,0
2.16,298.295,293.15,2,0
2.17,298.29,293.15,2,0
2.18,298.285,293.15,2,0
2.19,298.279,293.15,2,0
2.2,298.274,293.15,2,0
2.21,298.269,293.15,2,0
2.22,298.264,293.15,2,0
2.23,298.259,293.15,2,0
2.24,298.254,293.15,2,0
2.25,298.249,293.15,2,0
2.26,298.244,293.15,2,0
2.27,298.352,293.15,2,0
2.28,298.444,293.15,2,0
2.29,298.537,293.15,2,0
2.3,298.629,293.15,2,0
2.31,298.722,293.15,2,0
2.32,298.814,293.15,2,0
2.33,298.906,293.15,2,0
2.34,298.998,293.15,2,0
2.35,299.09,293.15,2,0
2.36,299.182,293.15,2,0
2.37,299.273,293.15,2,0
2.38,299.365,293.15,2,0
2.39,299.456,293.15,2,0
2.4,299.547,293.15,2,0
2.41,299.638,293.15,2,0
2.42,299.729,293.15,2,0
2.43,299.82,293.15,2,0
2.44,299.911,293.15,2,0
2.45,300.002,293.15,2,0
2.46,300.092,293.15,2,0
2.47,300.182,293.15,2,0
2.48,300.273,293.15,2,0
2.49,300.363,293.15,2,0
2.5,300.453,293.15,2,0
2.51,300.543,293.15,2,0
2.52,300.632,293.15,2,0
2.53,300.722,293.15,2,0
2.54,300.811,293.15,2,0
2.55,300.901,293.15,2,0
2.56,300.99,293.15,2,0
2.57,301.079,293.15,2,0
2.58,301.168,293.15,2,0
2.59,301.257,293.15,2,0
2.6,301.346,293.15,2,0
2.61,301.434,293.15,2,0
2.62,301.523,293.15,2,0
2.63,301.611,293.15,2,0
2.64,301.699,293.15,2,0
2.65,301.788,293.15,2,0
2.66,301.876,293.15,2,0
2.67,301.964,293.15,2,0
2.68,301.945,293.15,2,0
2.69,301.936,293.15,2,0
2.7,301.928,293.15,2,0
2.71,301.919,293.15,2,0
2.72,301.91,293.15,2,0
2.73,301.901,293.15,2,0
2.74,301.892,293.15,2,0
2.75,301.884,293.15,2,0
2.76,301.875,293.15,2,0
2.77,301.866,293.15,2,0
2.78,301.858,293.15,2,0
2.79,301.849,293.15,2,0
2.8,301.84,293.15,2,0
2.81,301.831,293.15,2,0
2.82,301.823,293.15,2,0
2.83,301.814,293.15,2,0
2.84,301.805,293.15,2,0
2.85,301.797,293.15,2,0
2.86,301.788,293.15,2,0
2.87,301.78,293.15,2,0
2.88,301.771,293.15,2,0
2.89,301.762,293.15,2,0
2.9,301.754,293.15,2,0
2.91,301.745,293.15,2,0
2.92,301.737,293.15,2,0
2.93,301.728,293.15,2,0
2.94,301.719,293.15,2,0
2.95,301.711,293.15,2,0
2.96,301.702,293.15,2,0
2.97,301.694,293.15,2,0
2.98,301.685,293.15,2,0
2.99,301.677,293.15,2,0
3,301.668,293.15,2,0
3.01,301.66,293.15,2,0
3.02,301.651,293.15,2,0
3.03,301.643,293.15,2,0
3.04,301.634,293.15,2,0
3.05,301.626,293.15,2,0
3.06,301.617,293.15,2,0
3.07,301.609,293.15,2,0
3.08,301.714,293.15,2,0
3.09,301.802,293.15,2,0
3.1,301.89,293.15,2,0
3.11,301.978,293.15,2,0
3.12,302.066,293.15,2,0
3.13,302.153,293.15,2,0
3.14,302.241,293.15,2,0
3.15,302.328,293.15,2,0
3.16,302.416,293.15,2,0
3.17,302.503,293.15,2,0
3.18,302.59,293.15,2,0
3.19,302.677,293.15,2,0
3.2,302.764,293.15,2,0
3.21,302.85,293.15,2,0
3.22,302.937,293.15,2,0
3.23,303.023,293.15,2,0
3.24,303.11,293.15,2,0
3.25,303.196,293.15,2,0
3.26,303.282,293.15,2,0
3.27,303.368,293.15,2,0
3.28,303.454,293.15,2,0
3.29,303.54,293.15,2,0
3.3,303.625,293.15,2,0
3.31,303.711,293.15,2,0
3.32,303.796,293.15,2,0
3.33,303.881,293.15,2,0
3.34,303.967,293.15,2,0
3.35,304.052,293.15,2,0
3.36,304.137,293.15,2,0
3.37,304.221,293.15,2,0
3.38,304.306,293.15,2,0
3.39,304.391,293.15,2,0
3.4,304.475,293.15,2,0
3.41,304.56,293.15,2,0
3.42,304.644,293.15,2,0
3.43,304.728,293.15,2,0
3.44,304.812,293.15,2,0
3.45,304.896,293.15,2,0
3.46,304.98,293.15,2,0
3.47,305.063,293.15,2,0
3.48,305.147,293.15,2,0
3.49,305.23,293.15,2,0
3.5,305.314,293.15,2,0
3.51,305.397,293.15,2,0
3.52,305.48,293.15,2,0
3.53,305.499,293.15,2,0
3.54,305.487,293.15,2,0
3.55,305.474,293.15,2,0
3.56,305.462,293.15,2,0
3.57,305.45,293.15,2,0
3.58,305.437,293.15,2,0
3.59,305.425,293.15,2,0
3.6,305.413,293.15,2,0
3.61,305.4,293.15,2,0
3.62,305.388,293.15,2,0
3.63,305.376,293.15,2,0
3.64,305.364,293.15,2,0
3.65,305.352,293.15,2,0
3.66,305.339,293.15,2,0
3.67,305.327,293.15,2,0
3.68,305.315,293.15,2,0
3.69,305.303,293.15,2,0
3.7,305.291,293.15,2,0
3.71,305.279,293.15,2,0
3.72,305.266,293.15,2,0
3.73,305.254,293.15,2,0
3.74,305.242,293.15,2,0
3.75,305.23,293.15,2,0
3.76,305.218,293.15,2,0
3.77,305.206,293.15,2,0
3.78,305.194,293.15,2,0
3.79,305.182,293.15,2,0
3.8,305.17,293.15,2,0
3.81,305.158,293.15,2,0
3.82,305.146,293.15,2,0
3.83,305.134,293.15,2,0
3.84,305.122,293.15,2,0
3.85,305.11,293.15,2,0
3.86,305.098,293.15,2,0
3.87,305.086,293.15,2,0
3.88,305.074,293.15,2,0
3.89,305.062,293.15,2,0
3.9,305.083,293.15,2,0
3.91,305.194,293.15,2,0
3.92,305.278,293.15,2,0
3.93,305.361,293.15,2,0
3.94,305.444,293.15,2,0
3.95,305.527,293.15,2,0
3.96,305.61,293.15,2,0
3.97,305.693,293.15,2,0
3.98,305.776,293.15,2,0
3.99,305.858,293.15,2,0
4,305.941,293.15,2,0
4.01,306.023,293.15,2,0
4.02,306.105,293.15,2,0
4.03,306.188,293.15,2,0
4.04,306.27,293.15,2,0
4.05,306.352,293.15,2,0
4.06,306.433,293.15,2,0
4.07,306.515,293.15,2,0
4.08,306.597,293.15,2,0
4.09,306.678,293.15,2,0
4.1,306.76,293.15,2,0
4.11,306.841,293.15,2,0
4.12,306.922,293.15,2,0
4.13,307.003,293.15,2,0
4.14,307.084,293.15,2,0
4.15,307.165,293.15,2,0
4.16,307.245,293.15,2,0
4.17,307.326,293.15,2,0
4.18,307.407,293.15,2,0
4.19,307.487,293.15,2,0
4.2,307.567,293.15,2,0
4.21,307.647,293.15,2,0
4.22,307.728,293.15,2,0
4.23,307.807,293.15,2,0
4.24,307.887,293.15,2,0
4.25,307.967,293.15,2,0
4.26,308.047,293.15,2,0
4.27,308.126,293.15,2,0
4.28,308.206,293.15,2,0
4.29,308.285,293.15,2,0
4.3,308.364,293.15,2,0
4.31,308.443,293.15,2,0
4.32,308.522,293.15,2,0
4.33,308.601,293.15,2,0
4.34,308.68,293.15,2,0
4.35,308.759,293.15,2,0
4.36,308.837,293.15,2,0
4.37,308.916,293.15,2,0
4.38,308.994,293.15,2,0
4.39,309.072,293.15,2,0
4.4,309.15,293.15,2,0
4.41,309.183,293.15,2,0
4.42,309.167,293.15,2,0
4.43,309.151,293.15,2,0
4.44,309.135,293.15,2,0
4.45,309.119,293.15,2,0
4.46,309.103,293.15,2,0
4.47,309.087,293.15,2,0
4.48,309.071,293.15,2,0
4.49,309.055,293.15,2,0
4.5,309.039,293.15,2,0
4.51,309.023,293.15,2,0
4.52,309.007,293.15,2,0
4.53,308.991,293.15,2,0
4.54,308.976,293.15,2,0
4.55,308.96,293.15,2,0
4.56,308.944,293.15,2,0
4.57,308.928,293.15,2,0
4.58,308.912,293.15,2,0
4.59,308.897,293.15,2,0
4.6,308.881,293.15,2,0
4.61,308.865,293.15,2,0
4.62,308.85,293.15,2,0
4.63,308.834,293.15,2,0
4.64,308.818,293.15,2,0
4.65,308.803,293.15,2,0
4.66,308.787,293.15,2,0
4.67,308.771,293.15,2,0
4.68,308.756,293.15,2,0
4.69,308.74,293.15,2,0
4.7,308.724,293.15,2,0
4.71,308.709,293.15,2,0
4.72,308.693,293.15,2,0
4.73,308.678,293.15,2,0
4.74,308.662,293.15,2,0
4.75,308.647,293.15,2,0
4.76,308.662,293.15,2,0
4.77,308.767,293.15,2,0
4.78,308.845,293.15,2,0
4.79,308.924,293.15,2,0
4.8,309.002,293.15,2,0
4.81,309.08,293.15,2,0
4.82,309.158,293.15,2,0
4.83,309.236,293.15,2,0
4.84,309.314,293.15,2,0
4.85,309.392,293.15,2,0
4.86,309.47,293.15,2,0
4.87,309.548,293.15,2,0
4.88,309.625,293.15,2,0
4.89,309.702,293.15,2,0
4.9,309.78,293.15,2,0
4.91,309.857,293.15,2,0
4.92,309.934,293.15,2,0
4.93,310.011,293.15,2,0
4.94,310.088,293.15,2,0
4.95,310.165,293.15,2,0
4.96,310.241,293.15,2,0
4.97,310.318,293.15,2,0
4.98,310.394,293.15,2,0
4.99,310.471,293.15,2,0
5,310.547,293.15,2,0
5.01,310.623,293.15,2,0
5.02,310.699,293.15,2,0
5.03,310.775,293.15,2,0
5.04,310.851,293.15,2,0
5.05,310.927,293.15,2,0
5.06,311.002,293.15,2,0
5.07,311.078,293.15,2,0
5.08,311.154,293.15,2,0
5.09,311.229,293.15,2,0
5.1,311.304,293.15,2,0
5.11,311.379,293.15,2,0
5.12,311.454,293.15,2,0
5.13,311.529,293.15,2,0
5.14,311.604,293.15,2,0
5.15,311.679,293.15,2,0
5.16,311.753,293.15,2,0
5.17,311.828,293.15,2,0
5.18,311.902,293.15,2,0
5.19,311.977,293.15,2,0
5.2,312.051,293.15,2,0
5.21,312.125,293.15,2,0
5.22,312.199,293.15,2,0
5.23,312.273,293.15,2,0
5.24,312.347,293.15,2,0
5.25,312.421,293.15,2,0
5.26,312.494,293.15,2,0
5.27,312.568,293.15,2,0
5.28,312.641,293.15,2,0
5.29,312.715,293.15,2,0
5.3,312.788,293.15,2,0
5.31,312.861,293.15,2,0
5.32,312.934,293.15,2,0
5.33,313.007,293.15,2,0
5.34,313.08,293.15,2,0
5.35,313.058,293.15,2,0
5.36,313.038,293.15,2,0
5.37,313.018,293.15,2,0
5.38,312.998,293.15,2,0
5.39,312.978,293.15,2,0
5.4,312.958,293.15,2,0
5.41,312.939,293.15,2,0
5.42,312.919,293.15,2,0
5.43,312.899,293.15,2,0
5.44,312.879,293.15,2,0
5.45,312.859,293.15,2,0
5.46,312.84,293.15,2,0
5.47,312.82,293.15,2,0
5.48,312.8,293.15,2,0
5.49,312.781,293.15,2,0
5.5,312.761,293.15,2,0
5.51,312.742,293.15,2,0
5.52,312.722,293.15,2,0
5.53,312.702,293.15,2,0
5.54,312.683,293.15,2,0
5.55,312.663,293.15,2,0
5.56,312.644,293.15,2,0
5.57,312.624,293.15,2,0
5.58,312.605,293.15,2,0
5.59,312.585,293.15,2,0
5.6,312.566,293.15,2,0
5.61,312.547,293.15,2,0
5.62,312.527,293.15,2,0
5.63,312.508,293.15,2,0
5.64,312.489,293.15,2,0
5.65,312.469,293.15,2,0
5.66,312.45,293.15,2,0
5.67,312.444,293.15,2,0
5.68,312.526,293.15,2,0
5.69,312.599,293.15,2,0
5.7,312.673,293.15,2,0
5.71,312.746,293.15,2,0
5.72,312.819,293.15,2,0
5.73,312.892,293.15,2,0
5.74,312.965,293.15,2,0
5.75,313.038,293.15,2,0
5.76,313.111,293.15,2,0
5.77,313.184,293.15,2,0
5.78,313.256,293.15,2,0
5.79,313.329,293.15,2,0
5.8,313.401,293.15,2,0
5.81,313.474,293.15,2,0
5.82,313.546,293.15,2,0
5.83,313.618,293.15,2,0
5.84,313.69,293.15,2,0
5.85,313.762,293.15,2,0
5.86,313.834,293.15,2,0
5.87,313.906,293.15,2,0
5.88,313.977,293.15,2,0
5.89,314.049,293.15,2,0
5.9,314.12,293.15,2,0
5.91,314.192,293.15,2,0
5.92,314.263,293.15,2,0
5.93,314.334,293.15,2,0
5.94,314.405,293.15,2,0
5.95,314.476,293.15,2,0
5.96,314.547,293.15,2,0
5.97,314.618,293.15,2,0
5.98,314.689,293.15,2,0
5.99,314.759,293.15,2,0
6,314.83,293.15,2,0
6.01,314.9,293.15,2,0
6.02,314.971,293.15,2,0
6.03,315.041,293.15,2,0
6.04,315.111,293.15,2,0
6.05,315.181,293.15,2,0
6.06,315.251,293.15,2,0
6.07,315.321,293.15,2,0
6.08,315.391,293.15,2,0
6.09,315.461,293.15,2,0
6.1,315.53,293.15,2,0
6.11,315.6,293.15,2,0
6.12,315.669,293.15,2,0
6.13,315.738,293.15,2,0
6.14,315.808,293.15,2,0
6.15,315.877,293.15,2,0
6.16,315.946,293.15,2,0
6.17,316.015,293.15,2,0
6.18,316.084,293.15,2,0
6.19,316.152,293.15,2,0
6.2,316.221,293.15,2,0
6.21,316.29,293.15,2,0
6.22,316.358,293.15,2,0
6.23,316.427,293.15,2,0
6.24,316.495,293.15,2,0
6.25,316.563,293.15,2,0
6.26,316.631,293.15,2,0
6.27,316.699,293.15,2,0
6.28,316.767,293.15,2,0
6.29,316.835,293.15,2,0
6.3,316.903,293.15,2,0
6.31,316.971,293.15,2,0
6.32,317.038,293.15,2,0
6.33,317.106,293.15,2,0
6.34,317.173,293.15,2,0
6.35,317.24,293.15,2,0
6.36,317.308,293.15,2,0
6.37,317.338,293.15,2,0
6.38,317.306,293.15,2,0
6.39,317.282,293.15,2,0
6.4,317.257,293.15,2,0
6.41,317.233,293.15,2,0
6.42,317.209,293.15,2,0
6.43,317.185,293.15,2,0
6.44,317.161,293.15,2,0
6.45,317.137,293.15,2,0
6.46,317.113,293.15,2,0
6.47,317.089,293.15,2,0
6.48,317.065,293.15,2,0
6.49,317.041,293.15,2,0
6.5,317.018,293.15,2,0
6.51,316.994,293.15,2,0
6.52,316.97,293.15,2,0
6.53,316.946,293.15,2,0
6.54,316.922,293.15,2,0
6.55,316.898,293.15,2,0
6.56,316.875,293.15,2,0
6.57,316.851,293.15,2,0
6.58,316.827,293.15,2,0
6.59,316.804,293.15,2,0
6.6,316.78,293.15,2,0
6.61,316.756,293.15,2,0
6.62,316.733,293.15,2,0
6.63,316.709,293.15,2,0
6.64,316.686,293.15,2,0
6.65,316.662,293.15,2,0
6.66,316.639,293.15,2,0
6.67,316.615,293.15,2,0
6.68,316.697,293.15,2,0
6.69,316.765,293.15,2,0
6.7,316.832,293.15,2,0
6.71,316.9,293.15,2,0
6.72,316.968,293.15,2,0
6.73,317.036,293.15,2,0
6.74,317.103,293.15,2,0
6.75,317.17,293.15,2,0
6.76,317.238,293.15,2,0
6.77,317.305,293.15,2,0
6.78,317.372,293.15,2,0
6.79,317.439,293.15,2,0
6.8,317.506,293.15,2,0
6.81,317.573,293.15,2,0
6.82,317.64,293.15,2,0
6.83,317.707,293.15,2,0
6.84,317.773,293.15,2,0
6.85,317.84,293.15,2,0
6.86,317.906,293.15,2,0
6.87,317.972,293.15,2,0
6.88,318.039,293.15,2,0
6.89,318.105,293.15,2,0
6.9,318.171,293.15,2,0
6.91,318.237,293.15,2,0
6.92,318.303,293.15,2,0
6.93,318.369,293.15,2,0
6.94,318.434,293.15,2,0
6.95,318.5,293.15,2,0
6.96,318.566,293.15,2,0
6.97,318.631,293.15,2,0
6.98,318.697,293.15,2,0
6.99,318.762,293.15,2,0
7,318.827,293.15,2,0
7.01,318.892,293.15,2,0
7.02,318.957,293.15,2,0
7.03,319.022,293.15,2,0
7.04,319.087,293.15,2,0
7.05,319.152,293.15,2,0
7.06,319.217,293.15,2,0
7.07,319.281,293.15,2,0
7.08,319.346,293.15,2,0
7.09,319.41,293.15,2,0
7.1,319.475,293.15,2,0
7.11,319.539,293.15,2,0
7.12,319.603,293.15,2,0
7.13,319.667,293.15,2,0
7.14,319.731,293.15,2,0
7.15,319.795,293.15,2,0
7.16,319.859,293.15,2,0
7.17,319.923,293.15,2,0
7.18,319.986,293.15,2,0
7.19,320.05,293.15,2,0
7.2,320.113,293.15,2,0
7.21,320.177,293.15,2,0
7.22,320.24,293.15,2,0
7.23,320.304,293.15,2,0
7.24,320.367,293.15,2,0
7.25,320.43,293.15,2,0
7.26,320.493,293.15,2,0
7.27,320.556,293.15,2,0
7.28,320.619,293.15,2,0
7.29,320.681,293.15,2,0
7.3,320.744,293.15,2,0
7.31,320.807,293.15,2,0
7.32,320.869,293.15,2,0
7.33,320.932,293.15,2,0
7.34,320.994,293.15,2,0
7.35,321.056,293.15,2,0
7.36,321.118,293.15,2,0
7.37,321.181,293.15,2,0
7.38,321.243,293.15,2,0
7.39,321.305,293.15,2,0
7.4,321.366,293.15,2,0
7.41,321.428,293.15,2,0
7.42,321.49,293.15,2,0
7.43,321.551,293.15,2,0
7.44,321.613,293.15,2,0
7.45,321.674,293.15,2,0
7.46,321.736,293.15,2,0
7.47,321.797,293.15,2,0
7.48,321.858,293.15,2,0
7.49,321.919,293.15,2,0
7.5,321.98,293.15,2,0
7.51,322.041,293.15,2,0
7.52,322.102,293.15,2,0
7.53,322.163,293.15,2,0
7.54,322.224,293.15,2,0
7.55,322.285,293.15,2,0
7.56,322.296,293.15,2,0
7.57,322.257,293.15,2,0
7.58,322.228,293.15,2,0
7.59,322.199,293.15,2,0
7.6,322.17,293.15,2,0
7.61,322.141,293.15,2,0
7.62,322.112,293.15,2,0
7.63,322.083,293.15,2,0
7.64,322.054,293.15,2,0
7.65,322.026,293.15,2,0
7.66,321.997,293.15,2,0
7.67,321.968,293.15,2,0
7.68,321.939,293.15,2,0
7.69,321.91,293.15,2,0
7.7,321.882,293.15,2,0
7.71,321.853,293.15,2,0
7.72,321.824,293.15,2,0
7.73,321.795,293.15,2,0
7.74,321.767,293.15,2,0
7.75,321.738,293.15,2,0
7.76,321.71,293.15,2,0
7.77,321.681,293.15,2,0
7.78,321.653,293.15,2,0
7.79,321.624,293.15,2,0
7.8,321.596,293.15,2,0
7.81,321.567,293.15,2,0
7.82,321.539,293.15,2,0
7.83,321.51,293.15,2,0
7.84,321.482,293.15,2,0
7.85,321.56,293.15,2,0
7.86,321.622,293.15,2,0
7.87,321.683,293.15,2,0
7.88,321.745,293.15,2,0
7.89,321.806,293.15,2,0
7.9,321.867,293.15,2,0
7.91,321.928,293.15,2,0
7.92,321.989,293.15,2,0
7.93,322.05,293.15,2,0
7.94,322.111,293.15,2,0
7.95,322.172,293.15,2,0
7.96,322.233,293.15,2,0
7.97,322.293,293.15,2,0
7.98,322.354,293.15,2,0
7.99,322.414,293.15,2,0
8,322.457,293.15,2,0
8.01,322.542,293.15,2,0
8.02,322.602,293.15,2,0
8.03,322.662,293.15,2,0
8.04,322.722,293.15,2,0
8.05,322.782,293.15,2,0
8.06,322.842,293.15,2,0
8.07,322.902,293.15,2,0
8.08,322.962,293.15,2,0
8.09,323.021,293.15,2,0
8.1,323.081,293.15,2,0
8.11,323.141,293.15,2,0
8.12,323.2,293.15,2,0
8.13,323.259,293.15,2,0
8.14,323.319,293.15,2,0
8.15,323.378,293.15,2,0
8.16,323.437,293.15,2,0
8.17,323.496,293.15,2,0
8.18,323.555,293.15,2,0
8.19,323.614,293.15,2,0
8.2,323.673,293.15,2,0
8.21,323.732,293.15,2,0
8.22,323.79,293.15,2,0
8.23,323.849,293.15,2,0
8.24,323.907,293.15,2,0
8.25,323.966,293.15,2,0
8.26,324.024,293.15,2,0
8.27,324.082,293.15,2,0
8.28,324.141,293.15,2,0
8.29,324.13,293.15,2,0
8.3,324.099,293.15,2,0
8.31,324.068,293.15,2,0
8.32,324.037,293.15,2,0
8.33,324.006,293.15,2,0
8.34,323.975,293.15,2,0
8.35,323.944,293.15,2,0
8.36,323.914,293.15,2,0
8.37,323.883,293.15,2,0
8.38,323.852,293.15,2,0
8.39,323.821,293.15,2,0
8.4,323.791,293.15,2,0
8.41,323.76,293.15,2,0
8.42,323.73,293.15,2,0
8.43,323.699,293.15,2,0
8.44,323.668,293.15,2,0
8.45,323.638,293.15,2,0
8.46,323.607,293.15,2,0
8.47,323.577,293.15,2,0
8.48,323.547,293.15,2,0
8.49,323.516,293.15,2,0
8.5,323.486,293.15,2,0
8.51,323.456,293.15,2,0
8.52,323.425,293.15,2,0
8.53,323.395,293.15,2,0
8.54,323.365,293.15,2,0
8.55,323.335,293.15,2,0
8.56,323.304,293.15,2,0
8.57,323.274,293.15,2,0
8.58,323.244,293.15,2,0
8.59,323.214,293.15,2,0
8.6,323.184,293.15,2,0
8.61,323.154,293.15,2,0
8.62,323.124,293.15,2,0
8.63,323.094,293.15,2,0
8.64,323.064,293.15,2,0
8.65,323.034,293.15,2,0
8.66,323.004,293.15,2,0
8.67,322.975,293.15,2,0
8.68,322.945,293.15,2,0
8.69,322.915,293.15,2,0
8.7,322.885,293.15,2,0
8.71,322.855,293.15,2,0
