time,res_bus/Bus_0/vm_pu,res_bus/Bus_R0/vm_pu,res_bus/Bus_R1/vm_pu,res_bus/Bus_R2/vm_pu,res_bus/Bus_R3/vm_pu,res_bus/Bus_R4/vm_pu,res_bus/Bus_R5/vm_pu,res_bus/Bus_R6/vm_pu,res_bus/Bus_R7/vm_pu,res_bus/Bus_R8/vm_pu,res_bus/Bus_R9/vm_pu,res_bus/Bus_R10/vm_pu,res_bus/Bus_R11/vm_pu,res_bus/Bus_R12/vm_pu,res_bus/Bus_R13/vm_pu,res_bus/Bus_R14/vm_pu,res_bus/Bus_R15/vm_pu,res_bus/Bus_R16/vm_pu,res_bus/Bus_R17/vm_pu,res_bus/Bus_R18/vm_pu,res_bus/Bus_I0/vm_pu,res_bus/Bus_I1/vm_pu,res_bus/Bus_I2/vm_pu,res_bus/Bus_C0/vm_pu,res_bus/Bus_C1/vm_pu,res_bus/Bus_C2/vm_pu,res_bus/Bus_C3/vm_pu,res_bus/Bus_C4/vm_pu,res_bus/Bus_C5/vm_pu,res_bus/Bus_C6/vm_pu,res_bus/Bus_C7/vm_pu,res_bus/Bus_C8/vm_pu,res_bus/Bus_C9/vm_pu,res_bus/Bus_C10/vm_pu,res_bus/Bus_C11/vm_pu,res_bus/Bus_C12/vm_pu,res_bus/Bus_C13/vm_pu,res_bus/Bus_C14/vm_pu,res_bus/Bus_C15/vm_pu,res_bus/Bus_C16/vm_pu,res_bus/Bus_C17/vm_pu,res_bus/Bus_C18/vm_pu,res_bus/Bus_C19/vm_pu,res_bus/Bus_C20/vm_pu
182.5,1,1,1.00058,1.00157,1.00256,1.00336,1.00397,1.00459,1.00498,1.00538,1.00578,1.00599,1.00346,1.00428,1.0052,1.00612,1.00691,1.00553,1.00663,1.00691,1,1.00038,1.00237,1,1.00134,1.00498,1.00863,1.01069,1.01276,1.0138,1.01485,1.0159,1.01643,1.01293,1.01576,1.01798,1.01788,1.01517,1.01554,1.01697,1.0176,1.01916,1.01801,1.01865
183.5,1,1,1.00048,1.00136,1.00224,1.00293,1.00353,1.00413,1.00452,1.00491,1.00531,1.0055,1.00311,1.00343,1.00394,1.00445,1.00488,1.00504,1.00617,1.00637,1,1.00037,1.0023,1,1.00131,1.00488,1.00845,1.01047,1.0125,1.01354,1.01458,1.01562,1.01614,1.01264,1.01538,1.01753,1.01743,1.01485,1.01519,1.01658,1.01718,1.0187,1.01776,1.01829
184.5,1,1,1.00065,1.00177,1.0029,1.00377,1.00443,1.00508,1.00549,1.0059,1.0063,1.00648,1.00398,1.00493,1.00609,1.00724,1.00824,1.00618,1.00733,1.00729,1,1.0004,1.00266,1,1.00159,1.00594,1.0103,1.01275,1.0152,1.01649,1.01778,1.01906,1.0197,1.01549,1.01889,1.02154,1.02144,1.01823,1.01837,1.01992,1.02087,1.02229,1.02177,1.02231
185.5,1,1,1.00107,1.00299,1.0049,1.00638,1.00742,1.00846,1.00906,1.00965,1.01025,1.01041,1.00683,1.00861,1.01084,1.01307,1.01498,1.0104,1.01216,1.01128,1,1.00065,1.00449,1,1.00278,1.01044,1.01813,1.02243,1.02673,1.02898,1.03123,1.03349,1.0346,1.02731,1.03339,1.03802,1.03805,1.03205,1.03233,1.035,1.03681,1.03909,1.03818,1.0392
186.5,1,1,1.00212,1.00548,1.00883,1.0115,1.01351,1.01551,1.01683,1.01816,1.01948,1.02013,1.01181,1.01493,1.01836,1.02179,1.02473,1.01848,1.02242,1.02299,1,1.0011,1.00721,1,1.00417,1.01592,1.02773,1.0344,1.04108,1.04443,1.04778,1.05113,1.05283,1.04165,1.0509,1.05793,1.05798,1.04883,1.05012,1.05466,1.05701,1.0616,1.05799,1.05982
187.5,1,1,1.00165,1.00426,1.00688,1.00897,1.01053,1.01209,1.01312,1.01415,1.01518,1.01569,1.00923,1.01163,1.01429,1.01695,1.01923,1.01443,1.01745,1.01792,1,1.00084,1.00562,1,1.00336,1.0127,1.02207,1.02735,1.03263,1.03528,1.03794,1.04059,1.04194,1.03318,1.04054,1.04614,1.0462,1.03889,1.03978,1.04336,1.04523,1.04883,1.04601,1.04748
188.5,1,1,1.00117,1.00307,1.00497,1.00648,1.00761,1.00874,1.00948,1.01022,1.01096,1.01131,1.00671,1.00841,1.01035,1.01228,1.01394,1.01044,1.01269,1.01287,1,1.00064,1.00422,1,1.00205,1.00837,1.01471,1.01797,1.02122,1.02251,1.02381,1.0251,1.02614,1.02307,1.02861,1.03281,1.03287,1.02738,1.02655,1.02922,1.03061,1.03331,1.02662,1.03038
189.5,1,1,1.00102,1.00273,1.00444,1.00579,1.0068,1.00781,1.00848,1.00915,1.00982,1.01013,1.00601,1.00753,1.00928,1.01103,1.01252,1.00933,1.01135,1.01155,1,1.00063,1.00399,1,1.00181,1.00749,1.01318,1.01605,1.01894,1.02004,1.02114,1.02225,1.02319,1.02078,1.02582,1.02964,1.02969,1.0247,1.02376,1.02619,1.02743,1.0299,1.02337,1.02704
190.5,1,1,1.00121,1.00328,1.00535,1.00698,1.00818,1.00937,1.01014,1.01091,1.01167,1.01208,1.00732,1.00917,1.01136,1.01355,1.01543,1.01127,1.0133,1.01388,1,1.00084,1.00512,1,1.00237,1.00957,1.01679,1.02055,1.02431,1.02586,1.02741,1.02897,1.03013,1.02616,1.03237,1.03709,1.03715,1.03099,1.03031,1.03332,1.03489,1.03793,1.03103,1.03488
191.5,1,1,1.00202,1.00532,1.00862,1.01124,1.0132,1.01515,1.01643,1.01771,1.01898,1.01962,1.01163,1.01462,1.01801,1.02139,1.0243,1.01813,1.02178,1.02245,1,1.00127,1.00778,1,1.00375,1.01497,1.02623,1.03231,1.0384,1.04113,1.04386,1.04659,1.04833,1.0403,1.04963,1.05674,1.05679,1.04755,1.04752,1.05209,1.05449,1.05907,1.05111,1.05547
192.5,1,1,1.00185,1.00491,1.00797,1.01039,1.01218,1.01398,1.01514,1.0163,1.01746,1.01806,1.01079,1.01355,1.01672,1.01989,1.02261,1.01677,1.01996,1.0207,1,1.00117,1.00724,1,1.0039,1.01493,1.026,1.0322,1.03841,1.04157,1.04474,1.0479,1.04953,1.0392,1.04796,1.05462,1.05468,1.046,1.04672,1.05099,1.05289,1.05753,1.0543,1.05621
193.5,1,1,1.00091,1.00267,1.00443,1.00576,1.00669,1.00762,1.00812,1.00862,1.00913,1.00951,1.0063,1.00785,1.00994,1.01202,1.01381,1.00947,1.00983,1.01122,1,1.00077,1.0048,1,1.00272,1.01019,1.01768,1.02186,1.02606,1.02816,1.03027,1.03237,1.03347,1.02661,1.03253,1.03703,1.03709,1.03121,1.03173,1.03459,1.03602,1.03897,1.03657,1.03799
194.5,1,1,1.00105,1.00284,1.00464,1.00605,1.0071,1.00815,1.00881,1.00947,1.01014,1.01048,1.00634,1.00794,1.00982,1.0117,1.01331,1.00983,1.01157,1.01202,1,1.0007,1.00436,1,1.00232,1.00896,1.01561,1.01926,1.02292,1.02467,1.02643,1.0282,1.0292,1.02375,1.02914,1.03323,1.03328,1.02794,1.02806,1.03066,1.03195,1.03464,1.03146,1.03332
195.5,1,1,1.00111,1.00304,1.00497,1.00648,1.00763,1.00878,1.00952,1.01026,1.01099,1.01137,1.00681,1.00835,1.01021,1.01208,1.01368,1.01061,1.01259,1.01305,1,1.00078,1.00478,1,1.00244,1.00982,1.01722,1.02137,1.02552,1.02762,1.02972,1.03182,1.0329,1.02602,1.03185,1.03628,1.03632,1.03055,1.03111,1.03393,1.03534,1.03824,1.03604,1.03736
196.5,1,1,1.00138,1.00372,1.00605,1.00789,1.00934,1.01079,1.01175,1.0127,1.01366,1.01412,1.00823,1.00994,1.012,1.01405,1.01581,1.01294,1.01586,1.01612,1,1.00092,1.00564,1,1.00287,1.01154,1.02023,1.02514,1.03006,1.03254,1.03503,1.03753,1.0388,1.03049,1.03733,1.04253,1.04257,1.03571,1.03664,1.03996,1.04165,1.04504,1.04258,1.04402
197.5,1,1,1.00149,1.00393,1.00637,1.00831,1.00979,1.01127,1.01225,1.01323,1.01421,1.01467,1.0086,1.01067,1.01302,1.01538,1.0174,1.01347,1.01645,1.01673,1,1.00094,1.00576,1,1.00288,1.01164,1.02043,1.02537,1.03032,1.03289,1.03545,1.03802,1.03932,1.03086,1.0378,1.04311,1.0431,1.0362,1.03683,1.04023,1.04159,1.04542,1.04327,1.04465
198.5,1,1,1.00085,1.00228,1.00372,1.00485,1.00572,1.0066,1.00718,1.00775,1.00833,1.0086,1.00505,1.00619,1.00753,1.00887,1.01002,1.00791,1.0097,1.00977,1,1.00053,1.00338,1,1.00165,1.00696,1.01228,1.01527,1.01826,1.01977,1.02127,1.02277,1.0235,1.01861,1.0228,1.02606,1.02595,1.02188,1.02232,1.02438,1.02537,1.02753,1.02596,1.02656
199.5,1,1,1.00091,1.00268,1.00445,1.00579,1.00706,1.00832,1.00916,1.01,1.01084,1.01123,1.00635,1.00641,1.00703,1.00766,1.00819,1.0102,1.01278,1.01298,1,1.00071,1.00464,1,1.00246,1.01001,1.01759,1.02186,1.02613,1.02825,1.03037,1.03249,1.03355,1.02658,1.03251,1.03711,1.03699,1.03125,1.03196,1.03492,1.03635,1.03944,1.0369,1.03794
200.5,1,1,1.00025,1.00098,1.00172,1.00224,1.00287,1.00351,1.00392,1.00434,1.00475,1.00494,1.00269,1.0019,1.00156,1.00123,1.00094,1.00447,1.00577,1.00576,1,1.00033,1.00232,1,1.00072,1.00382,1.00693,1.00905,1.01117,1.01223,1.01329,1.01435,1.01488,1.00983,1.01111,1.01085,1.01341,1.0123,1.01408,1.01559,1.01622,1.0179,1.01659,1.01709
201.5,1,1,1.00039,1.00135,1.00231,1.003,1.00376,1.00452,1.00503,1.00553,1.00603,1.00626,1.00347,1.00289,1.00278,1.00267,1.00258,1.00567,1.00724,1.00727,1,1.00029,1.00242,1,1.00146,1.00586,1.01027,1.01271,1.01515,1.01643,1.01771,1.01899,1.01963,1.01563,1.0191,1.02161,1.02191,1.01853,1.01835,1.02016,1.02051,1.02293,1.02168,1.02229
202.5,1,1,1.00066,1.00183,1.003,1.00391,1.00464,1.00538,1.00586,1.00635,1.00683,1.00705,1.00411,1.00487,1.00583,1.00679,1.00762,1.00649,1.00799,1.00802,1,1.00026,1.00226,1,1.00105,1.0048,1.00855,1.01038,1.0122,1.01345,1.0147,1.01595,1.01657,1.0138,1.01721,1.01962,1.02002,1.01661,1.014,1.01576,1.01414,1.01845,1.0186,1.01914
203.5,1,1,1.00066,1.00176,1.00287,1.00375,1.00441,1.00507,1.0055,1.00594,1.00637,1.00656,1.00387,1.00486,1.00598,1.00709,1.00805,1.00608,1.00743,1.00742,1,1.00021,1.00198,1,1.00079,1.004,1.00721,1.00867,1.01014,1.01114,1.01215,1.01315,1.01371,1.01197,1.01505,1.01721,1.0176,1.01455,1.01162,1.01325,1.01147,1.01574,1.0151,1.01603
204.5,1,1,1.00025,1.00101,1.00177,1.00239,1.00283,1.00328,1.00355,1.00382,1.0041,1.00424,1.00243,1.00326,1.00414,1.00502,1.00577,1.00406,1.0047,1.00489,1,1.00005,1.00122,1,1.00008,1.00195,1.00382,1.00429,1.00476,1.00495,1.00514,1.00533,1.00577,1.00763,1.01007,1.01173,1.01213,1.00975,1.00573,1.00705,1.00527,1.00907,1.00473,1.00762
205.5,1,1,1.00011,1.0006,1.00109,1.0015,1.00178,1.00206,1.00222,1.00238,1.00255,1.00264,1.00151,1.00212,1.00275,1.00338,1.00392,1.00261,1.00289,1.00308,1,1.00004,1.00093,1,0.999412,1.00032,1.00122,1.00118,1.00114,1.00108,1.00101,1.00094,1.00126,1.00384,1.00541,1.00652,1.00673,1.00544,1.00143,1.00242,1.00043,1.00393,0.999808,1.00259
206.5,1,1,0.99994,1.00016,1.00037,1.00062,1.00078,1.00094,1.00101,1.00109,1.00116,1.00119,1.00033,1.00106,1.0015,1.00194,1.00232,1.00134,1.00138,1.00138,1,0.999974,1.00053,1,0.998773,0.998839,0.998905,0.998564,0.998222,0.9974,0.996578,0.995756,0.995449,1.00014,1.00059,1.00134,1.00057,1.00136,0.99955,1.00031,1.00042,1.00148,0.994084,0.994519
207.5,1,1,0.999965,1.00016,1.00035,1.00051,1.00062,1.00072,1.00075,1.00078,1.00081,1.00082,1.00052,1.00085,1.00119,1.00152,1.00181,1.00103,1.00097,1.0009,1,0.99991,1.00021,1,0.998854,0.998205,0.997557,0.996646,0.995735,0.99452,0.993305,0.99209,0.991309,0.9984,0.998594,0.999178,0.998353,0.999392,0.996607,0.997246,0.996983,0.998221,0.99068,0.988663
208.5,1,1,0.999951,1.00012,1.00029,1.00044,1.00053,1.00062,1.00064,1.00065,1.00067,1.00067,1.00043,1.00074,1.00104,1.00135,1.00161,1.00094,1.00081,1.0007,1,0.999941,1.00028,1,0.999582,0.999828,1.00007,1.00021,1.00034,1.00015,0.999967,0.999781,0.999459,1.00055,1.00065,1.00117,1.00034,1.00112,1.00123,1.00183,1.00171,1.00273,1.00039,0.998436
209.5,1,1,0.999621,0.999704,0.999787,0.999844,0.999854,0.999864,0.999869,0.999874,0.999879,0.999874,0.99994,1.00011,1.00038,1.00065,1.00088,0.999936,0.999967,0.99991,1,0.999946,1.00031,1,0.999523,0.999681,0.999838,1.00003,1.00022,1.00005,0.999882,0.999715,0.999402,0.999968,1.00011,1.00065,0.999829,0.999977,1.00121,1.00182,1.0018,1.00275,1.00036,0.998415
210.5,1,1,0.999787,0.999848,0.999909,0.999932,0.999968,1.00001,1.00003,1.00005,1.00007,1.00009,1.00011,0.999939,0.999946,0.999953,0.999959,1.00012,1.00015,1.00021,1,0.999963,1.00041,1,0.999446,0.999558,0.99967,0.999803,0.999937,0.999683,0.999429,0.999175,0.998879,0.999844,1.00013,1.00079,0.999943,0.999716,1.00102,1.00163,1.00174,1.00257,0.99947,0.997962
211.5,1,1,0.999465,0.999294,0.999124,0.998899,0.998779,0.998658,0.998512,0.998365,0.998218,0.998269,0.999398,0.998516,0.998133,0.99775,0.997422,0.998826,0.99754,0.998529,1,0.999989,1.00057,1,0.999167,0.999036,0.998907,0.998676,0.998446,0.997717,0.996987,0.996258,0.996002,0.99941,0.999995,1.00083,1.0001,0.999324,0.999818,1.00053,1.00082,1.00163,0.994736,0.995256
212.5,1,1,0.999732,0.999813,0.999894,0.999903,0.999946,0.999989,0.999994,0.999999,1,0.999964,1.00024,0.999845,0.999787,0.999729,0.999679,1.00021,1.00025,0.999891,1,1.00002,1.00075,1,0.999447,0.999835,1.00022,1.00032,1.00041,1.0003,1.00019,1.00007,1.0004,1.00123,1.00231,1.00331,1.00298,1.00117,1.00111,1.00195,1.00095,1.00323,0.998697,1.00175
213.5,1,1,1.00008,1.00051,1.00094,1.00128,1.00152,1.00177,1.00196,1.00215,1.00234,1.00243,1.00137,1.00178,1.00228,1.00278,1.00321,1.00207,1.00283,1.00284,1,1.00005,1.00095,1,0.999271,0.999572,0.999876,0.999565,0.999254,0.999214,0.999174,0.999134,0.999507,1.00169,1.00334,1.00447,1.00474,1.00199,0.998834,0.999804,0.996817,1.00129,0.997878,1.00105
214.5,1,1,0.999704,0.999872,1.00004,1.00043,1.0007,1.00098,1.00118,1.00139,1.0016,1.00169,0.999276,1.00108,1.00173,1.00238,1.00294,1.0013,1.00213,1.00213,1,0.999989,1.00079,1,0.999527,1.00022,1.00091,1.0008,1.00069,1.00082,1.00096,1.00109,1.00147,1.00319,1.00494,1.00618,1.00641,1.00401,1.00034,1.00135,0.998385,1.00289,1.00041,1.00307
215.5,1,1,1.0002,1.00074,1.00128,1.00173,1.00206,1.00239,1.00259,1.00279,1.00299,1.00308,1.00171,1.00235,1.00298,1.0036,1.00413,1.00296,1.0035,1.0035,1,0.999883,1.00043,1,0.999763,1.00072,1.00169,1.00185,1.00202,1.00229,1.00255,1.00282,1.0032,1.00394,1.00571,1.00689,1.00724,1.00469,1.002,1.00292,1.00068,1.00431,1.00266,1.00474
216.5,1,1,1.0003,1.00104,1.00177,1.00237,1.00281,1.00325,1.00352,1.00379,1.00406,1.00419,1.00237,1.0032,1.00403,1.00485,1.00557,1.004,1.0047,1.00479,1,1.00007,1.00123,1,1.00037,1.00248,1.00459,1.00563,1.00668,1.00688,1.00708,1.00728,1.00776,1.00758,1.00993,1.01155,1.01192,1.0086,1.009,1.01014,1.01081,1.01189,1.00656,1.00972
217.5,1,1,1.00036,1.00117,1.00199,1.00265,1.00314,1.00363,1.00393,1.00422,1.00452,1.00466,1.00268,1.00357,1.00448,1.0054,1.00618,1.00448,1.0052,1.00534,1,1.00016,1.00161,1,1.00052,1.00298,1.00544,1.00666,1.00788,1.00817,1.00846,1.00876,1.00927,1.0089,1.01148,1.01327,1.01365,1.01028,1.01041,1.01165,1.01237,1.01357,1.00824,1.01141
218.5,1,1,1.00082,1.00235,1.00389,1.00512,1.00603,1.00694,1.00753,1.00813,1.00873,1.00903,1.00525,1.00681,1.0085,1.01019,1.01163,1.00831,1.01007,1.01036,1,1.00046,1.00339,1,1.00148,1.00653,1.01161,1.01434,1.01707,1.01815,1.01922,1.0203,1.02121,1.01804,1.02257,1.02595,1.02612,1.021,1.0216,1.02389,1.02501,1.0274,1.02142,1.02494
219.5,1,1,1.00068,1.00198,1.00328,1.00433,1.0051,1.00587,1.00636,1.00685,1.00733,1.00758,1.00442,1.00576,1.00719,1.00862,1.00984,1.00711,1.00844,1.00867,1,1.00045,1.00306,1,1.00107,1.00511,1.00916,1.01151,1.01386,1.0148,1.01574,1.01668,1.01745,1.01395,1.0172,1.02002,1.01938,1.01633,1.0177,1.01967,1.02058,1.02268,1.01772,1.02061
220.5,1,1,0.999936,1.00028,1.00062,1.00086,1.00096,1.00105,1.00102,1.00099,1.00095,1.00103,1.00112,1.00158,1.00231,1.00303,1.00365,1.00164,1.00064,1.0014,1,1.00017,1.00135,1,1.00014,1.00167,1.0032,1.00428,1.00535,1.0058,1.00625,1.0067,1.00709,1.00465,1.00582,1.00706,1.00641,1.00512,1.00709,1.00802,1.00832,1.00946,1.00716,1.00868
221.5,1,1,1.00019,1.00071,1.00124,1.00166,1.00196,1.00225,1.00242,1.00258,1.00275,1.00281,1.00169,1.00234,1.00302,1.0037,1.00428,1.00282,1.00324,1.00312,1,1.00008,1.00104,1,0.999501,1.00011,1.00073,1.00086,1.00099,1.00095,1.0009,1.00085,1.00121,1.00222,1.00328,1.00445,1.00378,1.00291,1.00165,1.00256,1.00132,1.00396,0.999588,1.00272
222.5,1,1,1.00001,1.00024,1.00047,1.00067,1.00078,1.00089,1.00092,1.00096,1.001,1.00099,1.00068,1.00108,1.00149,1.00191,1.00226,1.00123,1.00121,1.00101,1,0.999971,1.00038,1,0.999254,0.999056,0.998858,0.998758,0.998658,0.998273,0.997888,0.997503,0.997716,0.998825,0.999263,1.00009,0.999136,0.998151,0.999477,0.999961,1,1.00071,0.9955,0.998601
223.5,1,1,0.999917,1.00002,1.00013,1.00022,1.00028,1.00033,1.00034,1.00034,1.00034,1.00032,1.00023,1.00041,1.0006,1.00079,1.00095,1.00058,1.00048,1.00027,1,1,1.00037,1,0.998852,0.997948,0.997044,0.996167,0.995289,0.994775,0.99426,0.993746,0.993903,0.997134,0.997267,0.997866,0.996907,0.997089,0.99452,0.994843,0.992918,0.995343,0.991452,0.994558
224.5,1,1,0.999911,0.999995,1.00008,1.00016,1.00021,1.00026,1.00026,1.00027,1.00027,1.00028,1.00014,1.00031,1.00046,1.00061,1.00074,1.00047,1.00031,1.00032,1,0.999995,1.0003,1,0.999285,0.998894,0.998503,0.998031,0.997558,0.99728,0.997003,0.996726,0.996864,0.998838,0.998812,0.999348,0.998275,0.999389,0.997179,0.997456,0.996224,0.997884,0.995336,0.997439
225.5,1,1,0.999937,1.00007,1.0002,1.00031,1.00039,1.00047,1.00049,1.00052,1.00054,1.00057,1.00031,1.00052,1.00072,1.00092,1.00109,1.00072,1.00055,1.00073,1,1.00001,1.00041,1,0.999703,0.999937,1.00017,1.0004,1.00062,1.00083,1.00105,1.00126,1.00142,1.00036,1.00048,1.00113,1.00005,1.00047,1.00075,1.00111,1.00043,1.00167,1.00154,1.0021
226.5,1,1,0.999871,0.999947,1.00002,1.0001,1.00015,1.00019,1.0002,1.0002,1.0002,1.00022,1.00006,1.00027,1.00044,1.00062,1.00077,1.00041,1.00014,1.00036,1,1,1.00035,1,0.999792,1.0001,1.0004,1.0007,1.00101,1.00123,1.00146,1.00169,1.00183,1.00055,1.00058,1.00117,1.00009,1.00073,1.00128,1.00161,1.00123,1.00211,1.00206,1.00245
227.5,1,1,0.999841,0.999889,0.999936,1,1.00003,1.00005,1.00004,1.00002,1.00001,1.00003,0.999894,1.00024,1.00047,1.00071,1.00091,1.00023,0.999918,1.00014,1,0.999999,1.00032,1,0.999818,1.00014,1.00047,1.00069,1.00092,1.00116,1.0014,1.00164,1.00179,1.00085,1.00089,1.00146,1.00044,1.00136,1.00097,1.00125,1.00063,1.0017,1.00209,1.00238
228.5,1,1,0.999794,0.999823,0.999852,0.999865,0.999813,0.999761,0.999749,0.999737,0.999725,0.999737,0.999957,1.0002,1.00053,1.00087,1.00115,0.999653,0.999678,0.999823,1,1.00003,1.00048,1,1.00004,1.00071,1.00139,1.00187,1.00235,1.00265,1.00295,1.00325,1.00342,1.00202,1.00223,1.0029,1.00192,1.00266,1.00289,1.00322,1.00322,1.00374,1.00383,1.00412
229.5,1,1,0.999791,0.999796,0.999802,0.999794,0.999731,0.999668,0.999679,0.999689,0.9997,0.999702,0.99989,1.00008,1.00036,1.00064,1.00089,0.999428,0.999769,0.999745,1,1.00001,1.00036,1,0.999972,1.00047,1.00097,1.00134,1.0017,1.00195,1.00219,1.00243,1.00257,1.00142,1.00149,1.00206,1.00108,1.00199,1.0021,1.00236,1.00232,1.00277,1.00288,1.00317
230.5,1,1,0.99935,0.998951,0.998552,0.99848,0.998372,0.998263,0.998246,0.998229,0.998212,0.998195,0.997345,0.998672,0.998865,0.999057,0.999221,0.997944,0.998234,0.99816,1,0.999879,0.99985,1,0.999851,1.00003,1.00021,1.00037,1.00053,1.00065,1.00078,1.00091,1.00101,1.00037,1.00028,1.00064,0.999819,1.00075,1.00066,1.00079,1.00068,1.001,1.00109,1.00141
231.5,1,1,0.999668,0.999509,0.99935,0.999227,0.999077,0.998928,0.998899,0.99887,0.998841,0.998815,0.999235,0.999366,0.999506,0.999645,0.999765,0.998493,0.99885,0.998736,1,0.99986,0.999734,1,0.999935,1.00014,1.00035,1.00041,1.00047,1.00055,1.00063,1.00072,1.00079,1.00078,1.00104,1.00127,1.0012,1.00105,1.00045,1.00051,1.00036,1.00061,1.00082,1.00108
232.5,1,1,0.999668,0.999503,0.999338,0.999234,0.999106,0.998979,0.998948,0.998918,0.998888,0.998861,0.999125,0.999358,0.999482,0.999607,0.999714,0.99863,0.998892,0.998779,1,0.999854,0.9997,1,0.999895,1.00003,1.00016,1.00017,1.00018,1.00025,1.00032,1.00038,1.00044,1.00053,1.00075,1.00095,1.00088,1.00077,1.00008,1.00006,0.999951,1.00006,1.00046,1.0007
233.5,1,1,0.999625,0.999428,0.999232,0.9991,0.998948,0.998797,0.998758,0.99872,0.998681,0.998649,0.999006,0.999203,0.999306,0.999409,0.999498,0.998389,0.998671,0.998545,1,0.999863,0.999711,1,0.999855,0.999926,0.999998,0.999972,0.999947,0.999999,1.00005,1.0001,1.00016,1.00029,1.00045,1.00061,1.00055,1.0005,0.999802,0.999769,0.999644,0.999728,1.00014,1.00038
234.5,1,1,0.999558,0.99933,0.999102,0.998943,0.998771,0.998599,0.998544,0.99849,0.998436,0.998394,0.998853,0.999018,0.999093,0.999169,0.999233,0.998167,0.998404,0.998248,1,0.999921,0.999869,1,0.998876,0.997606,0.996337,0.995315,0.994294,0.994313,0.994332,0.994351,0.99439,0.995791,0.995747,0.995596,0.995848,0.995053,0.991833,0.989518,0.991625,0.986086,0.994312,0.994561
235.5,1,1,0.999537,0.999282,0.999027,0.998846,0.998657,0.998469,0.998402,0.998335,0.998268,0.998219,0.998761,0.998889,0.998932,0.998975,0.999012,0.998019,0.998208,0.998046,1,0.999914,0.999813,1,0.999701,0.999476,0.999252,0.999158,0.999064,0.999031,0.998998,0.998965,0.998988,0.998974,0.998903,0.998684,0.999025,0.998673,0.998944,0.998947,0.998764,0.998957,0.99879,0.99909
236.5,1,1,0.999306,0.999002,0.998697,0.998471,0.998248,0.998026,0.997919,0.997813,0.997707,0.997636,0.998409,0.998463,0.998455,0.998447,0.998441,0.997594,0.997583,0.997373,1,0.999843,0.999566,1,0.999594,0.999209,0.998824,0.99864,0.998455,0.99838,0.998304,0.998229,0.998241,0.998371,0.997918,0.997175,0.997994,0.998376,0.99821,0.99819,0.997879,0.998165,0.997938,0.998298
237.5,1,1,0.999415,0.999043,0.998671,0.998383,0.998116,0.99785,0.997704,0.997558,0.997412,0.997314,0.99836,0.998291,0.9982,0.998108,0.99803,0.997399,0.997239,0.996947,1,0.999817,0.999461,1,0.999618,0.999287,0.998955,0.998674,0.998393,0.998279,0.998165,0.99805,0.99805,0.99885,0.998777,0.998642,0.998807,0.998806,0.998006,0.997922,0.997557,0.9978,0.997654,0.998061
238.5,1,1,0.999419,0.999005,0.99859,0.998261,0.99797,0.99768,0.997517,0.997353,0.99719,0.99709,0.998273,0.998091,0.997922,0.997753,0.997607,0.997207,0.996954,0.996717,1,0.999814,0.999445,1,0.999593,0.999222,0.998851,0.998572,0.998293,0.998165,0.998036,0.997908,0.997904,0.998644,0.998478,0.998221,0.998493,0.998585,0.997942,0.997904,0.997478,0.997851,0.997473,0.9979
239.5,1,1,0.999429,0.999017,0.998606,0.998279,0.997992,0.997704,0.997544,0.997384,0.997224,0.997124,0.998289,0.998111,0.997944,0.997776,0.997633,0.997228,0.997002,0.996751,1,0.999814,0.999445,1,0.999575,0.999182,0.998789,0.998531,0.998274,0.998147,0.99802,0.997893,0.99789,0.998479,0.998217,0.997817,0.998232,0.998408,0.997969,0.997932,0.997574,0.997879,0.997463,0.997886
240.5,1,1,0.999374,0.998918,0.998463,0.99808,0.997752,0.997423,0.997132,0.99684,0.996549,0.996449,0.998195,0.997843,0.997605,0.997368,0.997165,0.99729,0.995828,0.996079,1,0.999816,0.999453,1,0.99963,0.999314,0.998999,0.998827,0.998656,0.998572,0.998489,0.998406,0.998404,0.998671,0.998419,0.998026,0.998441,0.998559,0.998454,0.998421,0.998204,0.998376,0.998126,0.998408
241.5,1,1,0.999249,0.998688,0.998128,0.997622,0.997184,0.996745,0.996318,0.995891,0.995464,0.995384,0.997924,0.997331,0.997041,0.99675,0.996501,0.996705,0.994164,0.995083,1,0.99974,0.999209,1,0.999684,0.999389,0.999095,0.998957,0.99882,0.998732,0.998644,0.998556,0.998551,0.998733,0.998468,0.998065,0.99848,0.99859,0.99871,0.998674,0.998602,0.998622,0.998266,0.998545
242.5,1,1,0.999429,0.999011,0.998593,0.998233,0.998091,0.997949,0.997838,0.997728,0.997617,0.997555,0.998377,0.997277,0.996321,0.995365,0.994545,0.997833,0.997435,0.997323,1,0.999716,0.999119,1,0.999688,0.999356,0.999024,0.998859,0.998694,0.998591,0.998488,0.998385,0.998373,0.998632,0.998337,0.997919,0.99832,0.998488,0.998549,0.998493,0.998418,0.998411,0.998065,0.998337
243.5,1,1,0.999693,0.999492,0.999292,0.99915,0.999061,0.998973,0.998899,0.998824,0.99875,0.998701,0.999072,0.998914,0.998679,0.998444,0.998243,0.998922,0.998654,0.99852,1,0.999686,0.99902,1,0.999675,0.999308,0.998941,0.998755,0.998568,0.998461,0.998355,0.998248,0.998234,0.998514,0.998151,0.997735,0.998031,0.998418,0.998381,0.998288,0.998241,0.99815,0.997919,0.998189
