time,load/Load_R1/p_mw,load/Load_R1/q_mvar,load/Load_R11/p_mw,load/Load_R11/q_mvar,load/Load_R15/p_mw,load/Load_R15/q_mvar,load/Load_R16/p_mw,load/Load_R16/q_mvar,load/Load_R17/p_mw,load/Load_R17/q_mvar,load/Load_R18/p_mw,load/Load_R18/q_mvar,load/Load_I2/p_mw,load/Load_I2/q_mvar,load/Load_C1/p_mw,load/Load_C1/q_mvar,load/Load_C12/p_mw,load/Load_C12/q_mvar,load/Load_C13/p_mw,load/Load_C13/q_mvar,load/Load_C14/p_mw,load/Load_C14/q_mvar,load/Load_C17/p_mw,load/Load_C17/q_mvar,load/Load_C18/p_mw,load/Load_C18/q_mvar,load/Load_C19/p_mw,load/Load_C19/q_mvar,load/Load_C20/p_mw,load/Load_C20/q_mvar,load/PV_Load_R1/p_mw,load/PV_Load_R1/q_mvar,load/PV_Load_R11/p_mw,load/PV_Load_R11/q_mvar,load/PV_Load_R15/p_mw,load/PV_Load_R15/q_mvar,load/PV_Load_R16/p_mw,load/PV_Load_R16/q_mvar,load/PV_Load_R17/p_mw,load/PV_Load_R17/q_mvar,load/PV_Load_R18/p_mw,load/PV_Load_R18/q_mvar,load/PV_Load_I2/p_mw,load/PV_Load_I2/q_mvar,load/PV_Load_C1/p_mw,load/PV_Load_C1/q_mvar,load/PV_Load_C12/p_mw,load/PV_Load_C12/q_mvar,load/PV_Load_C13/p_mw,load/PV_Load_C13/q_mvar,load/PV_Load_C14/p_mw,load/PV_Load_C14/q_mvar,load/PV_Load_C17/p_mw,load/PV_Load_C17/q_mvar,load/PV_Load_C18/p_mw,load/PV_Load_C18/q_mvar,load/PV_Load_C19/p_mw,load/PV_Load_C19/q_mvar,load/PV_Load_C20/p_mw,load/PV_Load_C20/q_mvar
113,0.00152796,0.000598837,0.00227473,0.000891507,0.000823271,0.000322655,0.000629669,0.000246779,0.000663449,0.000260018,0.000229679,9.00153e-05,0.00112463,0.000440763,0.000556879,0.000218251,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000138304,5.42038e-05,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.00529563,0.00207545,0.000226811,8.88914e-05,-0.0221575,-0,-0.022157,-0,-0.022156,-0,-0.0221563,-0,-0.022157,-0,-0.022157,-0,-0.022157,-0,-0.022157,-0,-0.022157,-0,-0.022157,-0,-0.0221563,-0,-0.022157,-0,-0.022157,-0,-0.0221565,-0,-0.022157,-0
114,0.00152796,0.000598837,0.00227473,0.000891507,0.000823271,0.000322655,0.000468976,0.0001838,0.000663449,0.000260018,0.000229679,9.00153e-05,0.000862537,0.000338044,0.000582483,0.000228286,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000157184,6.16031e-05,0.000169637,6.64838e-05,9.87969e-05,3.87203e-05,0.00529563,0.00207545,0.0002065,8.0931e-05,-0.0235961,-0,-0.0235965,-0,-0.0235953,-0,-0.0235948,-0,-0.0235958,-0,-0.0235965,-0,-0.0235958,-0,-0.0235958,-0,-0.0235965,-0,-0.0235958,-0,-0.0235948,-0,-0.0235958,-0,-0.0235958,-0,-0.0235955,-0,-0.0235958,-0
115,0.00152796,0.000598837,0.00227473,0.000891507,0.000563776,0.000220954,0.000296315,0.000116131,0.000663449,0.000260018,0.000229679,9.00153e-05,0.000910661,0.000356905,0.00244643,0.0009588,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000232702,9.12001e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00529563,0.00207545,0.000176032,6.89904e-05,-0.0242132,-0,-0.0242134,-0,-0.0242129,-0,-0.0242133,-0,-0.0242134,-0,-0.0242134,-0,-0.0242134,-0,-0.0242134,-0,-0.0242134,-0,-0.0242134,-0,-0.0242133,-0,-0.0242134,-0,-0.0242134,-0,-0.0242129,-0,-0.0242134,-0
116,0.00131233,0.000514325,0.00210518,0.000825059,0.000174533,6.84029e-05,0.000296315,0.000116131,0.000663449,0.000260018,0.000229679,9.00153e-05,0.000936575,0.000367061,0.000501511,0.000196551,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000232702,9.12001e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00089371,0.000350261,0.000176032,6.89904e-05,-0.0241387,-0,-0.0241384,-0,-0.0241374,-0,-0.0241376,-0,-0.0241376,-0,-0.0241384,-0,-0.0241376,-0,-0.0241376,-0,-0.0241384,-0,-0.0241376,-0,-0.0241376,-0,-0.0241376,-0,-0.0241376,-0,-0.0241379,-0,-0.0241376,-0
117,0.000988871,0.000387557,0.00204867,0.00080291,0.000174533,6.84029e-05,0.000296315,0.000116131,0.000781922,0.00030645,0.000229679,9.00153e-05,0.00104393,0.000409135,0.00028004,0.000109753,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000232702,9.12001e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00102511,0.000401759,0.000176032,6.89904e-05,-0.0229065,-0,-0.022906,-0,-0.0229057,-0,-0.0229056,-0,-0.022906,-0,-0.022906,-0,-0.022906,-0,-0.022906,-0,-0.022906,-0,-0.022906,-0,-0.0229056,-0,-0.022906,-0,-0.022906,-0,-0.022906,-0,-0.022906,-0
118,0.000988871,0.000387557,0.00212637,0.000833365,0.000174533,6.84029e-05,0.00028036,0.000109878,0.000959631,0.000376097,0.00037259,0.000146025,0.00167251,0.000655486,0.000376053,0.000147382,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000232702,9.12001e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00106798,0.00041856,0.000176032,6.89904e-05,-0.0266223,-0,-0.0266211,-0,-0.0266214,-0,-0.0266209,-0,-0.0266219,-0,-0.0266211,-0,-0.0266219,-0,-0.0266219,-0,-0.0266211,-0,-0.0266219,-0,-0.0266209,-0,-0.0266219,-0,-0.0266219,-0,-0.0266216,-0,-0.0266219,-0
119,0.000988871,0.000387557,0.00212637,0.000833365,0.000174533,6.84029e-05,0.000276371,0.000108315,0.000959631,0.000376097,0.000944234,0.000370063,0.00245656,0.000962773,0.000376053,0.000147382,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000232702,9.12001e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00133264,0.000522287,0.000176032,6.89904e-05,-0.0143017,-0,-0.0143016,-0,-0.0143009,-0,-0.0143017,-0,-0.0143013,-0,-0.0143016,-0,-0.0143013,-0,-0.0143013,-0,-0.0143016,-0,-0.0143013,-0,-0.0143017,-0,-0.0143013,-0,-0.0143013,-0,-0.014301,-0,-0.0143013,-0
120,0.000833203,0.000326548,0.00212637,0.000833365,0.000174533,6.84029e-05,0.000276371,0.000108315,0.000959631,0.000376097,0.000944234,0.000370063,0.000658193,0.000257958,0.000337648,0.00013233,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00154698,0.000606292,0.000176032,6.89904e-05,-0.0188016,-0,-0.0188007,-0,-0.0188015,-0,-0.0188012,-0,-0.0188014,-0,-0.0188007,-0,-0.0188014,-0,-0.0188014,-0,-0.0188007,-0,-0.0188014,-0,-0.0188012,-0,-0.0188014,-0,-0.0188014,-0,-0.0188012,-0,-0.0188014,-0
121,0.000599702,0.000235034,0.00191444,0.000750305,0.000174533,6.84029e-05,0.000276371,0.000108315,0.000959631,0.000376097,0.000944234,0.000370063,0.000181392,7.10908e-05,0.00028004,0.000109753,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00304597,0.00119377,0.000276913,0.000108527,-0.0272107,-0,-0.027211,-0,-0.0272098,-0,-0.0272093,-0,-0.0272103,-0,-0.027211,-0,-0.0272103,-0,-0.0272103,-0,-0.027211,-0,-0.0272103,-0,-0.0272093,-0,-0.0272103,-0,-0.0272103,-0,-0.02721,-0,-0.0272103,-0
122,0.00471532,0.00184802,0.00191444,0.000750305,0.000174533,6.84029e-05,0.000276371,0.000108315,0.000959631,0.000376097,0.000944234,0.000370063,0.000181392,7.10908e-05,0.00028004,0.000109753,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000733886,0.000287623,0.000680433,0.000266674,-0.0240374,-0,-0.0240378,-0,-0.0240371,-0,-0.0240367,-0,-0.0240378,-0,-0.0240378,-0,-0.0240378,-0,-0.0240378,-0,-0.0240378,-0,-0.0240378,-0,-0.0240367,-0,-0.0240378,-0,-0.0240378,-0,-0.0240378,-0,-0.0240378,-0
123,0.00190501,0.000746609,0.00191444,0.000750305,0.000174533,6.84029e-05,0.000276371,0.000108315,0.000959631,0.000376097,0.00037259,0.000146025,0.000181392,7.10908e-05,0.00028004,0.000109753,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000471551,0.000184809,0.000680433,0.000266674,-0.0163534,-0,-0.0163524,-0,-0.0163526,-0,-0.0163527,-0,-0.0163532,-0,-0.0163524,-0,-0.0163532,-0,-0.0163532,-0,-0.0163524,-0,-0.0163532,-0,-0.0163527,-0,-0.0163532,-0,-0.0163532,-0,-0.0163534,-0,-0.0163532,-0
124,0.000759198,0.000297543,0.00191444,0.000750305,0.000174533,6.84029e-05,0.00198246,0.000776963,0.0012416,0.000486605,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00028004,0.000109753,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000391406,0.000153399,0.000680433,0.000266674,-0.0117087,-0,-0.0117085,-0,-0.011708,-0,-0.0117083,-0,-0.0117082,-0,-0.0117085,-0,-0.0117082,-0,-0.0117082,-0,-0.0117085,-0,-0.0117082,-0,-0.0117083,-0,-0.0117082,-0,-0.0117082,-0,-0.0117082,-0,-0.0117082,-0
125,0.00121854,0.00047757,0.00191444,0.000750305,0.000174533,6.84029e-05,0.00311986,0.00122273,0.00142957,0.000560276,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00216959,0.000850302,0.000246861,9.67495e-05,0.000333562,0.000130729,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000333161,0.000130572,0.000680433,0.000266674,-0.0275145,-0,-0.0275143,-0,-0.0275143,-0,-0.0275143,-0,-0.027515,-0,-0.0275143,-0,-0.027515,-0,-0.027515,-0,-0.0275143,-0,-0.027515,-0,-0.0275143,-0,-0.027515,-0,-0.027515,-0,-0.0275153,-0,-0.027515,-0
126,0.00121854,0.00047757,0.00191444,0.000750305,0.000693524,0.000271805,0.00292041,0.00114456,0.00152988,0.000599589,0.000229679,9.00153e-05,0.000264314,0.000103589,0.00028004,0.000109753,0.000246861,9.67495e-05,0.000489754,0.000191944,9.90812e-05,3.88318e-05,0.000169637,6.64838e-05,0.00013489,5.28658e-05,0.000100181,3.92629e-05,0.000276913,0.000108527,-0.0248513,-0,-0.0248514,-0,-0.024851,-0,-0.0248509,-0,-0.0248514,-0,-0.0248514,-0,-0.0248514,-0,-0.0248514,-0,-0.0248514,-0,-0.0248514,-0,-0.0248509,-0,-0.0248514,-0,-0.0248514,-0,-0.0248514,-0,-0.0248514,-0
127,0.00121854,0.00047757,0.00191444,0.000750305,0.000823271,0.000322655,0.00292041,0.00114456,0.0019627,0.000769219,0.000229679,9.00153e-05,0.000596002,0.000233584,0.000501511,0.000196551,0.000246861,9.67495e-05,0.000489754,0.000191944,0.000187332,7.3419e-05,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0162557,-0,-0.0162549,-0,-0.0162549,-0,-0.0162555,-0,-0.0162556,-0,-0.0162549,-0,-0.0162556,-0,-0.0162556,-0,-0.0162549,-0,-0.0162556,-0,-0.0162555,-0,-0.0162556,-0,-0.0162556,-0,-0.0162554,-0,-0.0162556,-0
128,0.00121854,0.00047757,0.00191444,0.000750305,0.000823271,0.000322655,0.00320818,0.00125734,0.00186003,0.000728978,0.000229679,9.00153e-05,0.000596002,0.000233584,0.000556879,0.000218251,0.000246861,9.67495e-05,0.000489754,0.000191944,0.000187332,7.3419e-05,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.000100181,3.92629e-05,0.00426066,0.00166983,-0.0282729,-0,-0.0282723,-0,-0.0282725,-0,-0.028272,-0,-0.0282723,-0,-0.0282723,-0,-0.0282723,-0,-0.0282723,-0,-0.0282723,-0,-0.0282723,-0,-0.028272,-0,-0.0282723,-0,-0.0282723,-0,-0.0282728,-0,-0.0282723,-0
129,0.000867016,0.0003398,0.00191444,0.000750305,0.000823271,0.000322655,0.00320818,0.00125734,0.00679561,0.00266333,0.000229679,9.00153e-05,0.000596002,0.000233584,0.000556879,0.000218251,0.000246861,9.67495e-05,0.000255466,0.000100122,9.90812e-05,3.88318e-05,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0258715,-0,-0.0258721,-0,-0.0258717,-0,-0.0258716,-0,-0.0258714,-0,-0.0258721,-0,-0.0258714,-0,-0.0258714,-0,-0.0258721,-0,-0.0258714,-0,-0.0258716,-0,-0.0258714,-0,-0.0258714,-0,-0.0258721,-0,-0.0258714,-0
130,0.00118346,0.000463818,0.00175196,0.000686626,0.000563776,0.000220954,0.00315063,0.00123479,0.00130715,0.000512297,0.000229679,9.00153e-05,0.000347236,0.000136088,0.000556879,0.000218251,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,9.87969e-05,3.87203e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0234949,-0,-0.0234944,-0,-0.0234933,-0,-0.0234928,-0,-0.0234937,-0,-0.0234944,-0,-0.0234937,-0,-0.0234937,-0,-0.0234944,-0,-0.0234937,-0,-0.0234928,-0,-0.0234937,-0,-0.0234937,-0,-0.0234934,-0,-0.0234937,-0
131,0.00118346,0.000463818,0.00139027,0.000544871,0.000174533,6.84029e-05,0.00292041,0.00114456,0.000706889,0.000277043,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00035461,0.000138978,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0282634,-0,-0.0282633,-0,-0.0282622,-0,-0.0282624,-0,-0.0282625,-0,-0.0282633,-0,-0.0282625,-0,-0.0282625,-0,-0.0282633,-0,-0.0282625,-0,-0.0282624,-0,-0.0282625,-0,-0.0282625,-0,-0.0282628,-0,-0.0282625,-0
132,0.00118346,0.000463818,0.00135636,0.000531582,0.000174533,6.84029e-05,0.00292041,0.00114456,0.000627907,0.000246088,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000376053,0.000147382,0.000982699,0.000385138,9.92744e-05,3.89075e-05,0.000188357,7.38205e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000180326,7.06731e-05,0.000176032,6.89904e-05,-0.0191524,-0,-0.0191519,-0,-0.0191514,-0,-0.0191518,-0,-0.0191519,-0,-0.0191519,-0,-0.0191519,-0,-0.0191519,-0,-0.0191519,-0,-0.0191519,-0,-0.0191518,-0,-0.0191519,-0,-0.0191519,-0,-0.0191514,-0,-0.0191519,-0
133,0.00107564,0.000421562,0.00135636,0.000531582,0.000174533,6.84029e-05,0.00292041,0.00114456,0.000311979,0.00012227,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000376053,0.000147382,0.000982699,0.000385138,9.92744e-05,3.89075e-05,0.00187654,0.000735452,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000500906,0.000196314,0.000176032,6.89904e-05,-0.00572929,-0,-0.00572921,-0,-0.00572913,-0,-0.0057291,-0,-0.00572921,-0,-0.00572921,-0,-0.00572921,-0,-0.00572921,-0,-0.00572921,-0,-0.00572921,-0,-0.0057291,-0,-0.00572921,-0,-0.00572921,-0,-0.00572921,-0,-0.00572921,-0
134,0.00412965,0.00161849,0.00135636,0.000531582,0.000174533,6.84029e-05,0.00292041,0.00114456,0.000311979,0.00012227,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000376053,0.000147382,0.000982699,0.000385138,9.92744e-05,3.89075e-05,0.000573412,0.000224731,0.000169637,6.64838e-05,0.000197594,7.74406e-05,0.000500906,0.000196314,0.000176032,6.89904e-05,-0.00537318,-0,-0.00537316,-0,-0.00537308,-0,-0.00537305,-0,-0.00537316,-0,-0.00537316,-0,-0.00537316,-0,-0.00537316,-0,-0.00537316,-0,-0.00537316,-0,-0.00537305,-0,-0.00537316,-0,-0.00537316,-0,-0.00537316,-0,-0.00537316,-0
135,0.000644361,0.000252537,0.00135636,0.000531582,0.000174533,6.84029e-05,0.00292041,0.00114456,0.000311979,0.00012227,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000356851,0.000139856,0.000933326,0.000365788,9.92744e-05,3.89075e-05,0.000138304,5.42038e-05,0.000169637,6.64838e-05,0.000272227,0.000106691,0.000500906,0.000196314,0.000176032,6.89904e-05,-0.0222779,-0,-0.0222786,-0,-0.0222778,-0,-0.0222775,-0,-0.0222778,-0,-0.0222786,-0,-0.0222778,-0,-0.0222778,-0,-0.0222786,-0,-0.0222778,-0,-0.0222775,-0,-0.0222778,-0,-0.0222778,-0,-0.0222786,-0,-0.0222778,-0
136,0.000644361,0.000252537,0.00135636,0.000531582,0.000174533,6.84029e-05,0.00121432,0.000475915,0.000311979,0.00012227,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00028004,0.000109753,0.000920983,0.00036095,9.92744e-05,3.89075e-05,0.000138304,5.42038e-05,0.000169637,6.64838e-05,0.000272227,0.000106691,0.000675641,0.000264796,0.000176032,6.89904e-05,-0.0274495,-0,-0.0274482,-0,-0.0274483,-0,-0.0274483,-0,-0.0274482,-0,-0.0274482,-0,-0.0274482,-0,-0.0274482,-0,-0.0274482,-0,-0.0274482,-0,-0.0274483,-0,-0.0274482,-0,-0.0274482,-0,-0.0274482,-0,-0.0274482,-0
137,0.000626497,0.000245536,0.00135636,0.000531582,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000311979,0.00012227,0.000229679,9.00153e-05,0.000538993,0.000211241,0.00028004,0.000109753,0.000920983,0.00036095,9.92744e-05,3.89075e-05,0.000945735,0.000370651,0.000169637,6.64838e-05,0.000272227,0.000106691,0.000471551,0.000184809,0.000176032,6.89904e-05,-0.0278565,-0,-0.027855,-0,-0.0278548,-0,-0.0278541,-0,-0.027855,-0,-0.027855,-0,-0.027855,-0,-0.027855,-0,-0.027855,-0,-0.027855,-0,-0.0278541,-0,-0.027855,-0,-0.027855,-0,-0.0278555,-0,-0.027855,-0
138,0.000599702,0.000235034,0.00135636,0.000531582,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000501536,0.000196561,0.000229679,9.00153e-05,0.000777394,0.000304675,0.00028004,0.000109753,0.000920983,0.00036095,9.92744e-05,3.89075e-05,0.000138304,5.42038e-05,0.000169637,6.64838e-05,0.000272227,0.000106691,0.000391406,0.000153399,0.000176032,6.89904e-05,-0.0286378,-0,-0.028637,-0,-0.0286371,-0,-0.0286371,-0,-0.0286378,-0,-0.028637,-0,-0.0286378,-0,-0.0286378,-0,-0.028637,-0,-0.0286378,-0,-0.0286371,-0,-0.0286378,-0,-0.0286378,-0,-0.028638,-0,-0.0286378,-0
139,0.000599702,0.000235034,0.00135636,0.000531582,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000548925,0.000215134,0.000229679,9.00153e-05,0.000777394,0.000304675,0.00028004,0.000109753,0.000949467,0.000372114,9.92744e-05,3.89075e-05,0.00178566,0.000699832,0.000169637,6.64838e-05,0.000272227,0.000106691,0.000391406,0.000153399,0.000176032,6.89904e-05,-0.0284946,-0,-0.0284929,-0,-0.028493,-0,-0.028493,-0,-0.0284937,-0,-0.0284929,-0,-0.0284937,-0,-0.0284937,-0,-0.0284929,-0,-0.0284937,-0,-0.028493,-0,-0.0284937,-0,-0.0284937,-0,-0.0284939,-0,-0.0284937,-0
140,0.000599702,0.000235034,0.00135636,0.000531582,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000900395,0.000352881,0.000229679,9.00153e-05,0.000777394,0.000304675,0.00028004,0.000109753,0.000992193,0.000388859,0.000411658,0.000161336,0.0021975,0.000861239,0.00362838,0.00142203,0.000272227,0.000106691,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0261714,-0,-0.0261708,-0,-0.0261694,-0,-0.0261694,-0,-0.0261701,-0,-0.0261708,-0,-0.0261701,-0,-0.0261701,-0,-0.0261708,-0,-0.0261701,-0,-0.0261694,-0,-0.0261701,-0,-0.0261701,-0,-0.0261703,-0,-0.0261701,-0
141,0.00067626,0.000265039,0.00135636,0.000531582,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.00191689,0.000751266,0.000801323,0.000314053,0.000658193,0.000257958,0.000454785,0.000178238,0.000992193,0.000388859,0.000489754,0.000191944,0.0021975,0.000861239,0.000169637,6.64838e-05,0.000272227,0.000106691,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00723015,-0,-0.00722996,-0,-0.00722981,-0,-0.00722976,-0,-0.00722989,-0,-0.00722996,-0,-0.00722989,-0,-0.00722989,-0,-0.00722996,-0,-0.00722989,-0,-0.00722976,-0,-0.00722989,-0,-0.00722989,-0,-0.00722996,-0,-0.00722989,-0
142,0.000599702,0.000235034,0.00135636,0.000531582,0.00417563,0.00163651,0.000307142,0.000120375,0.0019864,0.000778506,0.000944234,0.000370063,0.000181392,7.10908e-05,0.000571281,0.000223896,0.000992193,0.000388859,0.000489754,0.000191944,0.00209944,0.000822809,0.00362838,0.00142203,0.000249286,9.76999e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0124211,-0,-0.0124209,-0,-0.0124208,-0,-0.01242,-0,-0.0124212,-0,-0.0124209,-0,-0.0124212,-0,-0.0124212,-0,-0.0124209,-0,-0.0124212,-0,-0.01242,-0,-0.0124212,-0,-0.0124212,-0,-0.0124207,-0,-0.0124212,-0
143,0.00081534,0.000319547,0.00143407,0.000562037,0.00417563,0.00163651,0.000364695,0.000142931,0.0019864,0.000778506,0.000944234,0.000370063,0.000181392,7.10908e-05,0.000571281,0.000223896,0.000992193,0.000388859,0.000489754,0.000191944,0.00209944,0.000822809,0.000169637,6.64838e-05,0.000249286,9.76999e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0164871,-0,-0.016486,-0,-0.0164864,-0,-0.016486,-0,-0.0164868,-0,-0.016486,-0,-0.0164868,-0,-0.0164868,-0,-0.016486,-0,-0.0164868,-0,-0.016486,-0,-0.0164868,-0,-0.0164868,-0,-0.0164865,-0,-0.0164868,-0
144,0.0011388,0.000446315,0.000360283,0.000141201,0.000174533,6.84029e-05,0.000364695,0.000142931,0.00179842,0.000704834,0.000944234,0.000370063,0.000181392,7.10908e-05,0.00187355,0.000734277,0.000992193,0.000388859,0.00017737,6.95147e-05,0.00209944,0.000822809,0.00362838,0.00142203,0.000249286,9.76999e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00995943,-0,-0.00995932,-0,-0.00995911,-0,-0.00995909,-0,-0.00995947,-0,-0.00995932,-0,-0.00995947,-0,-0.00995947,-0,-0.00995932,-0,-0.00995947,-0,-0.00995909,-0,-0.00995947,-0,-0.00995947,-0,-0.00995927,-0,-0.00995947,-0
145,0.0011388,0.000446315,0.000360283,0.000141201,0.000693524,0.000271805,7.69279e-05,3.01495e-05,0.00121632,0.000476699,0.000658412,0.000258044,0.000181392,7.10908e-05,0.00390712,0.00153127,0.000992193,0.000388859,9.92744e-05,3.89075e-05,0.00209944,0.000822809,0.000169637,6.64838e-05,0.000249286,9.76999e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0183978,-0,-0.0183969,-0,-0.0183975,-0,-0.0183965,-0,-0.0183976,-0,-0.0183969,-0,-0.0183976,-0,-0.0183976,-0,-0.0183969,-0,-0.0183976,-0,-0.0183965,-0,-0.0183976,-0,-0.0183976,-0,-0.0183969,-0,-0.0183976,-0
146,0.00136847,0.000536328,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.0008767,0.000343595,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00367412,0.00143996,0.00121722,0.00047705,9.92744e-05,3.89075e-05,0.00234458,0.000918884,0.000169637,6.64838e-05,0.000249286,9.76999e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0233057,-0,-0.0233068,-0,-0.0233054,-0,-0.0233054,-0,-0.0233061,-0,-0.0233068,-0,-0.0233061,-0,-0.0233061,-0,-0.0233068,-0,-0.0233061,-0,-0.0233054,-0,-0.0233061,-0,-0.0233061,-0,-0.0233063,-0,-0.0233061,-0
147,0.00149734,0.000586836,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.00147696,0.000578849,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00556367,0.0021805,0.00117734,0.000461421,9.92744e-05,3.89075e-05,0.00278188,0.00109027,0.000169637,6.64838e-05,0.000249286,9.76999e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0110977,-0,-0.0110976,-0,-0.0110973,-0,-0.0110973,-0,-0.0110973,-0,-0.0110976,-0,-0.0110973,-0,-0.0110973,-0,-0.0110976,-0,-0.0110973,-0,-0.0110973,-0,-0.0110973,-0,-0.0110973,-0,-0.0110978,-0,-0.0110973,-0
148,0.00117389,0.000460067,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.00251874,0.000987139,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00361875,0.00141826,0.00117734,0.000461421,9.92744e-05,3.89075e-05,0.00406438,0.0015929,0.000252913,9.91212e-05,0.000285991,0.000112085,0.000420761,0.000164904,0.000176032,6.89904e-05,-0.011919,-0,-0.0119188,-0,-0.0119182,-0,-0.0119185,-0,-0.0119191,-0,-0.0119188,-0,-0.0119191,-0,-0.0119191,-0,-0.0119188,-0,-0.0119191,-0,-0.0119185,-0,-0.0119191,-0,-0.0119191,-0,-0.0119183,-0,-0.0119191,-0
149,0.00117389,0.000460067,0.000360283,0.000141201,0.000563776,0.000220954,7.69279e-05,3.01495e-05,0.00430215,0.00168609,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00339728,0.00133146,0.00117734,0.000461421,9.92744e-05,3.89075e-05,0.00248786,0.000975038,0.000586018,0.000229671,0.000249286,9.76999e-05,0.000500906,0.000196314,0.000176032,6.89904e-05,-0.0103604,-0,-0.0103603,-0,-0.0103605,-0,-0.01036,-0,-0.0103603,-0,-0.0103603,-0,-0.0103603,-0,-0.0103603,-0,-0.0103603,-0,-0.0103603,-0,-0.01036,-0,-0.0103603,-0,-0.0103603,-0,-0.0103603,-0,-0.0103603,-0
