"time","heatCapacitor.der(T)","heatCapacitor.T","ground.p.i","heatCapacitor.der_T","heatingResistor.R","heatingResistor.v","thermalConductor.port_a.Q_flow","idealSwitch.s","idealSwitch.LossPower","onOffController.reference","onOffController.u","idealSwitch.control","onOffController.y"
3.543784995,-1.23343346,305.4843356,0,-1.23343346,10.48369944,0.001048260047,1.233433565,9.99895174,0.000999790359,31.43243748,32.33433565,1,0
3.544032203,-1.233403004,305.4840311,0,-1.233403004,10.48368749,0.001048258853,1.233403109,9.998951741,0.0009997903592,31.43346751,32.33403109,1,0
3.829946148,-1.19864086,305.1364096,0,-1.19864086,10.47005528,0.001046895917,1.198640965,9.998953104,0.0009997906318,32.62477562,31.98640965,1,0
3.916599487,8.341561392,305.2161616,0,8.341561392,10.47318281,9.999990452,1.206616164,0.9548186672,9.116786873e-006,32.9858312,32.06616164,0,1
3.916599489,8.34156139,305.2161617,0,8.34156139,10.47318281,9.999990452,1.206616165,0.9548186672,9.116786872e-006,32.9858312,32.06616165,0,1
4.032700596,8.211244653,306.1770304,0,8.211244653,10.51086394,9.999990486,1.302703041,0.9513956745,9.051537295e-006,33.46958582,33.02703041,0,1
4.148801703,8.083193944,307.1229524,0,8.083193944,10.54795892,9.99999052,1.397295237,0.9480498169,8.987984553e-006,33.95334043,33.97295237,0,1
4.385474168,7.828994813,309.0058824,0,7.828994813,10.62179931,9.999990585,1.585588235,0.9414591912,8.863454087e-006,34.9394757,35.85588235,0,1
4.435922893,-1.599080168,309.1408027,0,-1.599080168,10.6270903,0.001062596107,1.599080274,9.998937404,0.0009997874921,35.14967872,35.99080274,1,0
4.435922895,-1.599080168,309.1408027,0,-1.599080168,10.6270903,0.001062596107,1.599080274,9.998937404,0.0009997874921,35.14967873,35.99080274,1,0
4.436144013,-1.599044832,309.1404494,0,-1.599044832,10.62707645,0.001062594722,1.599044938,9.998937405,0.0009997874923,35.15060005,35.99044938,1,0
4.688528707,-1.559194225,308.7419433,0,-1.559194225,10.61144876,0.001061032285,1.559194331,9.998938968,0.0009997878048,36.20220295,35.59194331,1,0
4.785193476,7.848599831,308.86042,0,7.848599831,10.6160949,9.99999058,1.571041999,0.9419650703,8.872981937e-006,36.60497282,35.71041999,0,1
4.785193479,7.848599828,308.86042,0,7.848599828,10.6160949,9.99999058,1.571042002,0.9419650702,8.872981935e-006,36.60497283,35.71042002,0,1
4.905980099,7.721959877,309.800754,0,7.721959877,10.65297075,9.999990613,1.665075405,0.9387044094,8.811659682e-006,37.10825041,36.65075405,0,1
5.026766718,7.597574529,310.7259775,0,7.597574529,10.68925402,9.999990645,1.75759775,0.9355181032,8.751941214e-006,37.61152799,37.5759775,0,1
5.272513008,7.351282324,312.5627242,0,7.351282324,10.7612833,9.999990707,1.941272416,0.9292563376,8.635173409e-006,38.63547087,39.41272416,0,1
5.383009332,-1.985096327,313.0009643,0,-1.985096327,10.77846919,0.001077730756,1.985096434,9.998922269,0.0009997844655,39.09587222,39.85096434,1,0
5.383009333,-1.985096326,313.0009643,0,-1.985096326,10.77846919,0.001077730756,1.985096434,9.998922269,0.0009997844655,39.09587222,39.85096434,1,0
5.383201576,-1.985058167,313.0005827,0,-1.985058167,10.77845423,0.00107772926,1.985058275,9.998922271,0.0009997844658,39.09667323,39.85058275,1,0
5.610881681,-1.940373858,312.5537397,0,-1.940373858,10.76093097,0.001075977312,1.940373966,9.998924023,0.0009997848161,40.04534034,39.40373966,1,0
5.710273964,7.327724931,312.7387336,0,7.327724931,10.76818563,9.999990713,1.958873359,0.9286606914,8.624106798e-006,40.45947485,39.58873359,0,1
5.710273967,7.327724928,312.7387336,0,7.327724928,10.76818563,9.999990713,1.958873361,0.9286606913,8.624106797e-006,40.45947486,39.58873361,0,1
5.836472034,7.205116264,313.655726,0,7.205116264,10.80414612,9.999990744,2.050572598,0.925569743,8.566793491e-006,40.98530014,40.50572598,0,1
5.962670101,7.084751709,314.5574303,0,7.084751709,10.83950707,9.999990774,2.140743033,0.9225503253,8.510991026e-006,41.51112542,41.40743033,0,1
6.218849763,6.847129729,316.3418844,0,6.847129729,10.90948566,9.999990834,2.319188442,0.9166326573,8.402154285e-006,42.57854068,43.19188442,0,1
6.423881395,-2.405710741,317.2071085,0,-2.405710741,10.94341602,0.001094221857,2.405710851,9.998905778,0.0009997811676,43.43283915,44.05710851,1,0
6.423881397,-2.405710741,317.2071085,0,-2.405710741,10.94341602,0.001094221857,2.40571085,9.998905778,0.0009997811676,43.43283915,44.0571085,1,0
6.42404012,-2.405672561,317.2067267,0,-2.405672561,10.94340105,0.00109422036,2.40567267,9.99890578,0.0009997811679,43.4335005,44.0567267,1,0
6.631924582,-2.356178442,316.7117855,0,-2.356178442,10.92399159,0.001092279838,2.356178551,9.99890772,0.000999781556,44.29968576,43.56178551,1,0
6.729901016,6.758478769,317.0090815,0,6.758478769,10.93565025,9.999990856,2.385908148,0.9144395279,8.361996502e-006,44.7079209,43.85908148,0,1
6.72990102,6.758478765,317.0090815,0,6.758478765,10.93565026,9.999990856,2.385908151,0.9144395278,8.3619965e-006,44.70792092,43.85908151,0,1
6.862657481,6.6404675,317.8984718,0,6.6404675,10.97052831,9.999990885,2.474847179,0.9115322987,8.308911317e-006,45.26107284,44.74847179,0,1
6.995413943,6.524690091,318.7723794,0,6.524690091,11.00479919,9.999990913,2.562237941,0.9086936289,8.257241111e-006,45.81422476,45.62237941,0,1
7.480339569,6.120023662,321.8373043,0,6.120023662,11.12499232,9.999991011,2.868730426,0.8988762167,8.07978453e-006,47.8347482,48.68730426,0,1
7.655515093,-2.886859367,322.0185948,0,-2.886859367,11.13210176,0.001113086266,2.886859479,9.998886914,0.0009997773951,48.56464622,48.86859479,1,0
7.655515094,-2.886859367,322.0185948,0,-2.886859367,11.13210176,0.001113086266,2.886859478,9.998886914,0.0009997773951,48.56464623,48.86859478,1,0
7.655630736,-2.886825984,322.0182609,0,-2.886825984,11.13208866,0.001113084957,2.886826095,9.998886915,0.0009997773954,48.56512807,48.86826095,1,0
7.84606971,6.162006116,321.5185817,0,6.162006116,11.1124934,9.999991001,2.836858172,0.8998872387,8.097970423e-006,49.35862379,48.36858172,0,1
7.939185617,6.086911293,322.0888085,0,6.086911293,11.13485523,9.999991019,2.893880848,0.8980800207,8.065477235e-006,49.74660674,48.93880848,0,1
7.939185622,6.086911289,322.0888085,0,6.086911289,11.13485524,9.999991019,2.893880851,0.8980800206,8.065477233e-006,49.74660676,48.93880851,0,1
7.939290603,6.086827177,322.0894475,0,6.086827177,11.13488029,9.999991019,2.893944752,0.8980779994,8.065440931e-006,49.74704418,48.93944752,0,1
8,6.038394638,322.457509,0,6.038394638,11.14931408,9.999991031,2.9307509,0.8969153582,8.044571599e-006,50,49.307509,0,1
8.000102648,6.038313107,322.4581288,0,6.038313107,11.14933838,9.999991031,2.930812878,0.896913403,8.044536525e-006,50,49.30812878,0,1
8.115999343,5.947005862,323.1526375,0,5.947005862,11.17657402,9.999991053,3.000263748,0.8947277615,8.005377672e-006,50,50.00263748,0,1
8.320301275,-3.089258528,324.0425864,0,-3.089258528,11.21147398,0.001121021715,3.08925864,9.998878978,0.0009997758082,50,50.8925864,1,0
8.320301278,-3.089258527,324.0425864,0,-3.089258527,11.21147398,0.001121021715,3.089258639,9.998878978,0.0009997758082,50,50.89258639,1,0
8.320391332,-3.089230715,324.0423083,0,-3.089230715,11.21146307,0.001121020624,3.089230827,9.998878979,0.0009997758084,50,50.89230827,1,0
8.506703305,-3.032208543,323.4720865,0,-3.032208543,11.18910143,0.001118784961,3.032208655,9.998881215,0.0009997762555,50,50.32208655,1,0
8.971016714,6.064059098,322.2624443,0,6.064059098,11.14166448,9.999991025,2.911244427,0.8975311581,8.055621797e-006,50,49.11244427,0,1
8.992509837,6.046936011,322.3925825,0,6.046936011,11.14676794,9.999991029,2.92425825,0.8971202309,8.048247086e-006,50,49.2425825,0,1
8.992509839,6.046936009,322.3925825,0,6.046936009,11.14676794,9.999991029,2.924258251,0.8971202308,8.048247086e-006,50,49.24258251,0,1
8.992571217,6.046887183,322.3929536,0,6.046887183,11.1467825,9.999991029,2.924295363,0.8971190595,8.048226069e-006,50,49.24295363,0,1
9.108207282,5.955643348,323.0869036,0,5.955643348,11.17399622,9.999991051,2.99369036,0.8949341716,8.009071716e-006,50,49.9369036,0,1
9.331440766,-3.086823754,324.0182387,0,-3.086823754,11.21051916,0.001120926255,3.086823866,9.998879074,0.0009997758273,50,50.86823866,1,0
9.33144077,-3.086823752,324.0182386,0,-3.086823752,11.21051916,0.001120926255,3.086823864,9.998879074,0.0009997758273,50,50.86823864,1,0
9.331485897,-3.086809825,324.0180994,0,-3.086809825,11.2105137,0.001120925709,3.086809937,9.998879074,0.0009997758274,50,50.86809937,1,0
9.517414488,-3.029947888,323.44948,0,-3.029947888,11.1882149,0.001118696328,3.029948,9.998881304,0.0009997762733,50,50.29948,1,0
10,6.04356647,322.4181949,0,6.04356647,11.14777235,9.99999103,2.926819492,0.8970394009,8.046796867e-006,50,49.26819492,0,1
