"time","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel","J1.phi","J1.w"
0.051,-0.490749,-9.30829,-0.013036,-0.510353,0,0,0.503785,9.81864
0.0525,-0.5047,-9.29333,-0.0138128,-0.525322,0,0,0.518513,9.81865
0.054,-0.518629,-9.27831,-0.014612,-0.54029,0,0,0.53324,9.8186
0.0555,-0.532535,-9.26321,-0.0154336,-0.555255,0,0,0.547968,9.81846
0.057,-0.546418,-9.24798,-0.0162777,-0.570218,0,0,0.562696,9.8182
0.0585,-0.560279,-9.23261,-0.0171443,-0.585179,0,0,0.577423,9.81779
0.06,-0.574116,-9.21705,-0.0180333,-0.600139,0,0,0.592149,9.81719
0.0615,-0.58793,-9.20128,-0.0189447,-0.615096,0,0,0.606874,9.81637
0.063,-0.60172,-9.18526,-0.0198786,-0.630051,0,0,0.621598,9.81531
0.0645,-0.615485,-9.16896,-0.0208349,-0.645003,0,0,0.63632,9.81396
0.066,-0.629226,-9.15235,-0.0218136,-0.659954,0,0,0.65104,9.81231
0.0675,-0.642942,-9.13541,-0.0228147,-0.674902,0,0,0.665757,9.81031
0.069,-0.656632,-9.1181,-0.0238383,-0.689848,0,0,0.680471,9.80795
0.0705,-0.670296,-9.1004,-0.0248843,-0.704791,0,0,0.69518,9.80519
0.072,-0.683933,-9.08228,-0.0259526,-0.719732,0,0,0.709886,9.80201
0.0735,-0.697543,-9.06371,-0.0270434,-0.73467,0,0,0.724586,9.79838
0.075,-0.711124,-9.04466,-0.0281567,-0.749606,0,0,0.739281,9.79427
0.0765,-0.724677,-9.02513,-0.0292923,-0.764539,0,0,0.753969,9.78967
0.078,-0.738199,-9.00507,-0.0304503,-0.77947,0,0,0.76865,9.78454
0.0795,-0.751692,-8.98448,-0.0316307,-0.794397,0,0,0.783322,9.77887
0.081,-0.765152,-8.96332,-0.0328335,-0.809322,0,0,0.797986,9.77264
0.0825,-0.778581,-8.94159,-0.0340586,-0.824244,0,0,0.81264,9.76583
0.084,-0.791977,-8.91925,-0.0353062,-0.839163,0,0,0.827283,9.75842
0.0855,-0.805339,-8.89631,-0.0365761,-0.854079,0,0,0.841915,9.75038
0.087,-0.818666,-8.87273,-0.0378684,-0.868992,0,0,0.856534,9.74172
0.0885,-0.831957,-8.84851,-0.0391831,-0.883902,0,0,0.87114,9.73241
0.09,-0.845211,-8.82363,-0.0405201,-0.898809,0,0,0.885731,9.72244
0.0915,-0.858427,-8.79809,-0.0418795,-0.913713,0,0,0.900307,9.71181
0.093,-0.871605,-8.77188,-0.0432613,-0.928614,0,0,0.914866,9.70049
0.0945,-0.884742,-8.74498,-0.0446654,-0.943511,0,0,0.929408,9.68849
0.096,-0.897839,-8.71739,-0.0460918,-0.958405,0,0,0.943931,9.67579
0.0975,-0.910894,-8.6891,-0.0475406,-0.973296,0,0,0.958435,9.6624
0.099,-0.923906,-8.66012,-0.0490117,-0.988183,0,0,0.972918,9.6483
0.1005,-0.936874,-8.63044,-0.0505051,-1.00307,0,0,0.987379,9.6335
0.102,-0.949797,-8.60005,-0.0520209,-1.01795,0,0,1.00182,9.618
0.1035,-0.962694,-8.56893,-0.0535614,-1.03285,0,0,1.01626,9.60177
0.105,-0.979018,-8.52835,-0.0555518,-1.05178,0,0,1.03457,9.58013
0.1065,-0.988181,-8.505,-0.0566891,-1.06244,0,0,1.04487,9.56745
0.108,-1.00611,-8.45809,-0.0589576,-1.0834,0,0,1.06507,9.54148
0.1095,-1.01878,-8.42399,-0.0605939,-1.09826,0,0,1.07937,9.52225
0.111,-1.03139,-8.38924,-0.0622524,-1.11311,0,0,1.09364,9.50235
0.1125,-1.04394,-8.35383,-0.0639332,-1.12797,0,0,1.10788,9.48179
0.114,-1.05645,-8.31778,-0.0656363,-1.14281,0,0,1.12208,9.46059
0.1155,-1.0689,-8.2811,-0.0673617,-1.15766,0,0,1.13626,9.43876
0.117,-1.08129,-8.24382,-0.0691093,-1.1725,0,0,1.1504,9.41632
0.1185,-1.09363,-8.20595,-0.0708792,-1.18733,0,0,1.16451,9.39328
0.12,-1.10591,-8.1675,-0.0726713,-1.20217,0,0,1.17858,9.36966
0.1215,-1.11813,-8.12849,-0.0744857,-1.21699,0,0,1.19262,9.34549
0.123,-1.13029,-8.08895,-0.0763223,-1.23182,0,0,1.20662,9.32077
0.1245,-1.1424,-8.04891,-0.0781811,-1.24664,0,0,1.22058,9.29554
0.126,-1.15444,-8.00837,-0.0800622,-1.26145,0,0,1.2345,9.26982
0.1275,-1.16642,-7.96737,-0.0819654,-1.27626,0,0,1.24839,9.24363
0.129,-1.17834,-7.92593,-0.0838909,-1.29107,0,0,1.26223,9.21699
0.1305,-1.1902,-7.88408,-0.0858386,-1.30587,0,0,1.27604,9.18994
0.132,-1.20199,-7.84184,-0.0878085,-1.32066,0,0,1.2898,9.1625
0.1335,-1.21372,-7.79925,-0.0898006,-1.33545,0,0,1.30353,9.1347
0.135,-1.22539,-7.75633,-0.0918149,-1.35024,0,0,1.31721,9.10657
0.1365,-1.23699,-7.71311,-0.0938513,-1.36502,0,0,1.33084,9.07813
0.138,-1.24853,-7.66962,-0.09591,-1.3798,0,0,1.34444,9.04942
0.1395,-1.26,-7.6259,-0.0979907,-1.39457,0,0,1.35799,9.02047
0.141,-1.27141,-7.58197,-0.100094,-1.40934,0,0,1.3715,8.99131
0.1425,-1.28275,-7.53787,-0.102219,-1.4241,0,0,1.38497,8.96197
0.144,-1.29402,-7.49363,-0.104366,-1.43886,0,0,1.39839,8.93249
0.1455,-1.30523,-7.44928,-0.106535,-1.45361,0,0,1.41176,8.90289
0.147,-1.31637,-7.40486,-0.108727,-1.46836,0,0,1.4251,8.87322
0.1485,-1.32744,-7.36039,-0.11094,-1.4831,0,0,1.43838,8.8435
0.15,-1.33845,-7.31592,-0.113176,-1.49784,0,0,1.45163,8.81376
0.1515,-1.34939,-7.27147,-0.115434,-1.51257,0,0,1.46482,8.78405
0.153,-1.36026,-7.22709,-0.117714,-1.5273,0,0,1.47798,8.75438
0.1545,-1.37107,-7.18279,-0.120016,-1.54202,0,0,1.49109,8.72481
0.156,-1.38181,-7.13862,-0.12234,-1.55673,0,0,1.50415,8.69535
0.1575,-1.39249,-7.09461,-0.124686,-1.57144,0,0,1.51717,8.66605
0.159,-1.4031,-7.05079,-0.127054,-1.58615,0,0,1.53015,8.63693
0.1605,-1.41364,-7.00719,-0.129444,-1.60085,0,0,1.54309,8.60803
0.162,-1.42412,-6.96384,-0.131857,-1.61554,0,0,1.55598,8.57938
0.1635,-1.43453,-6.92078,-0.134291,-1.63023,0,0,1.56882,8.55101
0.165,-1.44488,-6.87804,-0.136747,-1.64491,0,0,1.58163,8.52295
0.1665,-1.45517,-6.83564,-0.139226,-1.65958,0,0,1.59439,8.49522
0.168,-1.46539,-6.79362,-0.141726,-1.67425,0,0,1.60711,8.46787
0.1695,-1.47555,-6.752,-0.144249,-1.68892,0,0,1.6198,8.44092
0.171,-1.48564,-6.71081,-0.146793,-1.70357,0,0,1.63244,8.41438
0.1725,-1.49568,-6.67008,-0.149359,-1.71823,0,0,1.64504,8.3883
0.174,-1.50566,-6.62983,-0.151948,-1.73287,0,0,1.6576,8.3627
0.1755,-1.51557,-6.59008,-0.154558,-1.74751,0,0,1.67013,8.33759
0.177,-1.52543,-6.55087,-0.15719,-1.76215,0,0,1.68262,8.31301
0.1785,-1.53522,-6.51221,-0.159844,-1.77677,0,0,1.69507,8.28898
0.18,-1.54496,-6.47412,-0.16252,-1.79139,0,0,1.70748,8.26551
0.1815,-1.55465,-6.43662,-0.165218,-1.80601,0,0,1.71986,8.24263
0.183,-1.56427,-6.39974,-0.167938,-1.82062,0,0,1.73221,8.22036
0.1845,-1.57385,-6.36349,-0.17068,-1.83522,0,0,1.74453,8.1987
0.186,-1.58336,-6.32788,-0.173444,-1.84981,0,0,1.75681,8.17769
0.1875,-1.59283,-6.29293,-0.17623,-1.8644,0,0,1.76906,8.15733
0.189,-1.60224,-6.25865,-0.179037,-1.87898,0,0,1.78128,8.13763
0.1905,-1.61161,-6.22505,-0.181867,-1.89356,0,0,1.79347,8.11861
0.192,-1.62092,-6.19215,-0.184718,-1.90813,0,0,1.80564,8.10027
0.1935,-1.63018,-6.15994,-0.187591,-1.92269,0,0,1.81777,8.08263
0.195,-1.63743,-6.13514,-0.189864,-1.93413,0,0,1.82729,8.06926
0.1965,-1.64661,-6.1042,-0.192776,-1.94868,0,0,1.83938,8.05288
0.198,-1.65652,-6.07145,-0.195961,-1.96446,0,0,1.85248,8.03591
0.1995,-1.6656,-6.04202,-0.198918,-1.97899,0,0,1.86452,8.02101
0.201,-1.67464,-6.01331,-0.201897,-1.99352,0,0,1.87654,8.00683
0.2025,-1.68364,-5.98531,-0.204899,-2.00804,0,0,1.88854,7.99335
0.204,-1.6926,-5.95804,-0.207922,-2.02256,0,0,1.90052,7.98059
0.2055,-1.70152,-5.93147,-0.210966,-2.03706,0,0,1.91248,7.96854
0.207,-1.71039,-5.90562,-0.214033,-2.05156,0,0,1.92443,7.95718
0.2085,-1.71923,-5.88047,-0.217121,-2.06605,0,0,1.93635,7.94652
0.21,-1.72804,-5.85601,-0.220231,-2.08054,0,0,1.94827,7.93655
0.2115,-1.7368,-5.83224,-0.223363,-2.09502,0,0,1.96016,7.92726
0.213,-1.74553,-5.80914,-0.226516,-2.10949,0,0,1.97205,7.91862
0.2145,-1.75423,-5.78669,-0.229691,-2.12395,0,0,1.98392,7.91064
0.216,-1.76289,-5.76489,-0.232888,-2.13841,0,0,1.99578,7.9033
0.2175,-1.77152,-5.74373,-0.236106,-2.15285,0,0,2.00763,7.89658
0.219,-1.78012,-5.72317,-0.239346,-2.16729,0,0,2.01947,7.89046
0.2205,-1.78869,-5.70321,-0.242608,-2.18173,0,0,2.0313,7.88493
0.222,-1.79723,-5.68382,-0.245892,-2.19615,0,0,2.04313,7.87997
0.2235,-1.80575,-5.66498,-0.249197,-2.21057,0,0,2.05494,7.87555
0.225,-1.81423,-5.64668,-0.252523,-2.22498,0,0,2.06675,7.87166
0.2265,-1.82269,-5.62888,-0.255872,-2.23938,0,0,2.07856,7.86826
0.228,-1.83112,-5.61157,-0.259241,-2.25377,0,0,2.09036,7.86534
0.2295,-1.83952,-5.59472,-0.262633,-2.26816,0,0,2.10215,7.86287
0.231,-1.8479,-5.5783,-0.266046,-2.28253,0,0,2.11395,7.86083
0.2325,-1.85626,-5.56228,-0.26948,-2.2969,0,0,2.12574,7.85918
0.234,-1.86459,-5.54664,-0.272937,-2.31126,0,0,2.13752,7.8579
0.2355,-1.8729,-5.53134,-0.276414,-2.32562,0,0,2.14931,7.85696
0.237,-1.88118,-5.51637,-0.279913,-2.33996,0,0,2.1611,7.85633
0.2385,-1.88945,-5.50168,-0.283434,-2.3543,0,0,2.17288,7.85598
0.24,-1.89769,-5.48725,-0.286976,-2.36863,0,0,2.18466,7.85587
0.2415,-1.90591,-5.47304,-0.29054,-2.38295,0,0,2.19645,7.85599
0.243,-1.91411,-5.45903,-0.294125,-2.39726,0,0,2.20823,7.85629
0.2445,-1.92228,-5.44517,-0.297732,-2.41156,0,0,2.22002,7.85673
0.246,-1.93044,-5.43145,-0.30136,-2.42585,0,0,2.2318,7.8573
0.2475,-1.93858,-5.41782,-0.305009,-2.44014,0,0,2.24359,7.85796
0.249,-1.9467,-5.40425,-0.30868,-2.45442,0,0,2.25538,7.85867
0.2505,-1.95479,-5.39072,-0.312373,-2.46869,0,0,2.26716,7.8594
0.252,-1.96287,-5.37717,-0.316086,-2.48294,0,0,2.27895,7.86012
0.2535,-1.97092,-5.36359,-0.319821,-2.4972,0,0,2.29074,7.86079
0.255,-1.97896,-5.34994,-0.323578,-2.51144,0,0,2.30254,7.86138
0.2565,-1.98697,-5.33619,-0.327356,-2.52567,0,0,2.31433,7.86186
0.258,-1.99497,-5.3223,-0.331155,-2.53989,0,0,2.32612,7.86219
0.2595,-2.00294,-5.30824,-0.334975,-2.55411,0,0,2.33791,7.86235
0.261,-2.01089,-5.29399,-0.338817,-2.56832,0,0,2.34971,7.8623
0.2625,-2.01882,-5.2795,-0.34268,-2.58251,0,0,2.3615,7.86201
0.264,-2.02673,-5.26475,-0.346565,-2.5967,0,0,2.37329,7.86145
0.2655,-2.03462,-5.24971,-0.35047,-2.61088,0,0,2.38509,7.86058
0.267,-2.04248,-5.23434,-0.354397,-2.62505,0,0,2.39688,7.85939
0.2685,-2.05032,-5.21863,-0.358346,-2.63921,0,0,2.40866,7.85784
0.27,-2.05813,-5.20254,-0.362315,-2.65336,0,0,2.42045,7.85589
0.2715,-2.06593,-5.18604,-0.366306,-2.6675,0,0,2.43223,7.85354
0.273,-2.07369,-5.16911,-0.370317,-2.68163,0,0,2.44401,7.85074
0.2745,-2.08143,-5.15173,-0.374351,-2.69575,0,0,2.45578,7.84748
0.276,-2.08915,-5.13386,-0.378405,-2.70987,0,0,2.46755,7.84373
0.2775,-2.09683,-5.11549,-0.38248,-2.72397,0,0,2.47931,7.83946
0.279,-2.10449,-5.0966,-0.386577,-2.73806,0,0,2.49107,7.83466
0.2805,-2.11212,-5.07716,-0.390694,-2.75215,0,0,2.50282,7.82931
0.282,-2.11972,-5.05716,-0.394833,-2.76622,0,0,2.51456,7.82338
0.2835,-2.12729,-5.03657,-0.398993,-2.78028,0,0,2.52629,7.81686
0.285,-2.13483,-5.01539,-0.403174,-2.79434,0,0,2.53801,7.80973
0.2865,-2.14234,-4.99359,-0.407376,-2.80838,0,0,2.54972,7.80197
0.288,-2.14981,-4.97116,-0.411599,-2.82242,0,0,2.56141,7.79358
0.2895,-2.15725,-4.94809,-0.415843,-2.83644,0,0,2.5731,7.78453
0.291,-2.16466,-4.92437,-0.420108,-2.85045,0,0,2.58477,7.77483
0.2925,-2.17203,-4.89999,-0.424395,-2.86446,0,0,2.59642,7.76445
0.294,-2.17936,-4.87494,-0.428702,-2.87845,0,0,2.60806,7.75339
0.2955,-2.18665,-4.84921,-0.43303,-2.89244,0,0,2.61968,7.74165
0.297,-2.19391,-4.8228,-0.437379,-2.90641,0,0,2.63128,7.72921
0.2985,-2.20112,-4.79571,-0.441749,-2.92037,0,0,2.64287,7.71608
0.3,-2.20829,-4.76793,-0.44614,-2.93433,0,0,2.65443,7.70226
0.3015,-2.21542,-4.73947,-0.450552,-2.94827,0,0,2.66597,7.68774
0.303,-2.22031,-4.71945,-0.453606,-2.95787,0,0,2.67392,7.67732
0.3045,-2.22745,-4.68947,-0.458106,-2.97197,0,0,2.68556,7.66144
0.306,-2.23452,-4.65895,-0.462606,-2.98598,0,0,2.69712,7.64493
0.3075,-2.24133,-4.62866,-0.466996,-2.99957,0,0,2.70832,7.62824
0.309,-2.24825,-4.59703,-0.471506,-3.01347,0,0,2.71975,7.6105
0.3105,-2.25512,-4.56474,-0.476037,-3.02735,0,0,2.73115,7.59209
0.312,-2.26194,-4.5318,-0.480588,-3.04122,0,0,2.74253,7.57303
0.3135,-2.26871,-4.49823,-0.48516,-3.05508,0,0,2.75387,7.55331
0.315,-2.27543,-4.46404,-0.489753,-3.06893,0,0,2.76519,7.53297
0.3165,-2.2821,-4.42923,-0.494367,-3.08277,0,0,2.77647,7.512
0.318,-2.28872,-4.39384,-0.499002,-3.0966,0,0,2.78772,7.49044
0.3195,-2.29529,-4.35787,-0.503657,-3.11042,0,0,2.79894,7.46828
0.321,-2.3018,-4.32134,-0.508333,-3.12422,0,0,2.81013,7.44556
0.3225,-2.30825,-4.28428,-0.513029,-3.13802,0,0,2.82128,7.4223
0.324,-2.31465,-4.2467,-0.517747,-3.1518,0,0,2.83239,7.3985
0.3255,-2.32099,-4.20863,-0.522485,-3.16558,0,0,2.84347,7.37421
0.327,-2.32727,-4.17009,-0.527244,-3.17934,0,0,2.85452,7.34943
0.3285,-2.3335,-4.13111,-0.532023,-3.19309,0,0,2.86552,7.3242
0.33,-2.33967,-4.0917,-0.536823,-3.20683,0,0,2.87649,7.29853
0.3315,-2.34577,-4.05191,-0.541643,-3.22055,0,0,2.88742,7.27246
0.333,-2.35182,-4.01175,-0.546484,-3.23427,0,0,2.89831,7.24602
0.3345,-2.35781,-3.97125,-0.551346,-3.24798,0,0,2.90916,7.21923
0.336,-2.36374,-3.93045,-0.556228,-3.26167,0,0,2.91996,7.19211
0.3375,-2.3696,-3.88936,-0.561131,-3.27535,0,0,2.93073,7.16471
0.339,-2.3754,-3.84803,-0.566054,-3.28902,0,0,2.94146,7.13705
0.3405,-2.38114,-3.80649,-0.570998,-3.30268,0,0,2.95214,7.10917
0.342,-2.38682,-3.76476,-0.575962,-3.31633,0,0,2.96279,7.08108
0.3435,-2.39244,-3.72288,-0.580947,-3.32996,0,0,2.97339,7.05284
0.345,-2.39799,-3.68088,-0.585952,-3.34358,0,0,2.98394,7.02446
0.3465,-2.40348,-3.63879,-0.590978,-3.35719,0,0,2.99446,6.99598
0.348,-2.40891,-3.59665,-0.596024,-3.37079,0,0,3.00493,6.96744
0.3495,-2.41427,-3.55448,-0.60109,-3.38438,0,0,3.01536,6.93886
0.351,-2.41957,-3.51233,-0.606177,-3.39796,0,0,3.02575,6.91029
0.3525,-2.42481,-3.47023,-0.611284,-3.41152,0,0,3.03609,6.88175
0.354,-2.42998,-3.42821,-0.616412,-3.42507,0,0,3.04639,6.85328
0.3555,-2.43509,-3.3863,-0.621559,-3.43861,0,0,3.05665,6.82491
0.357,-2.44014,-3.34454,-0.626727,-3.45214,0,0,3.06687,6.79667
0.3585,-2.44513,-3.30295,-0.631916,-3.46565,0,0,3.07704,6.7686
0.36,-2.45005,-3.26158,-0.637124,-3.47915,0,0,3.08717,6.74073
0.3615,-2.45491,-3.22045,-0.642353,-3.49264,0,0,3.09726,6.71309
0.363,-2.45971,-3.17959,-0.647602,-3.50612,0,0,3.10731,6.68571
0.3645,-2.46445,-3.13904,-0.652872,-3.51959,0,0,3.11732,6.65863
0.366,-2.46913,-3.09883,-0.658161,-3.53304,0,0,3.12729,6.63187
0.3675,-2.47375,-3.05898,-0.663471,-3.54648,0,0,3.13722,6.60546
0.369,-2.47831,-3.01952,-0.6688,-3.55991,0,0,3.14711,6.57943
0.3705,-2.48281,-2.98049,-0.67415,-3.57332,0,0,3.15696,6.55382
0.372,-2.48725,-2.94191,-0.67952,-3.58673,0,0,3.16677,6.52864
0.3735,-2.49163,-2.90381,-0.684911,-3.60012,0,0,3.17654,6.50392
0.375,-2.49596,-2.8662,-0.690321,-3.61349,0,0,3.18628,6.4797
0.3765,-2.50023,-2.82912,-0.695751,-3.62686,0,0,3.19598,6.45598
0.378,-2.50445,-2.79259,-0.701201,-3.64021,0,0,3.20565,6.4328
0.3795,-2.50861,-2.75663,-0.706672,-3.65355,0,0,3.21528,6.41018
0.381,-2.51272,-2.72127,-0.712162,-3.66687,0,0,3.22488,6.38814
0.3825,-2.51677,-2.68651,-0.717672,-3.68018,0,0,3.23444,6.36669
0.384,-2.52078,-2.65238,-0.723203,-3.69348,0,0,3.24398,6.34586
0.3855,-2.52473,-2.6189,-0.728753,-3.70677,0,0,3.25348,6.32566
0.387,-2.52863,-2.58607,-0.734323,-3.72004,0,0,3.26296,6.30612
0.3885,-2.53249,-2.55393,-0.739913,-3.7333,0,0,3.2724,6.28723
0.39,-2.5363,-2.52247,-0.745523,-3.74655,0,0,3.28182,6.26902
0.3915,-2.54006,-2.49171,-0.751152,-3.75978,0,0,3.29121,6.25149
0.393,-2.54377,-2.46165,-0.756802,-3.773,0,0,3.30057,6.23465
0.3945,-2.5476,-2.43105,-0.762721,-3.78679,0,0,3.31032,6.21783
0.396,-2.5527,-2.39097,-0.770747,-3.80538,0,0,3.32345,6.19635
0.3975,-2.5549,-2.37393,-0.774263,-3.81349,0,0,3.32916,6.18742
0.399,-2.5594,-2.33956,-0.781561,-3.83024,0,0,3.34096,6.1698
0.4005,-2.56243,-2.32503,-0.786539,-3.82525,-3.35463E-06,-0.00819101,3.34897,6.15848
0.402,-2.56591,-2.3145,-0.792265,-3.80839,-2.68911E-05,-0.023191,3.3582,6.14608
0.4035,-2.56937,-2.3047,-0.797964,-3.79151,-7.29277E-05,-0.038191,3.36741,6.1344
0.405,-2.57282,-2.29562,-0.803639,-3.77462,-0.000141464,-0.053191,3.3766,6.12344
0.4065,-2.57626,-2.28728,-0.809288,-3.75772,-0.000232501,-0.068191,3.38578,6.11318
0.408,-2.57968,-2.27965,-0.814912,-3.7408,-0.000346037,-0.083191,3.39494,6.10364
0.4095,-2.5831,-2.27273,-0.820511,-3.72386,-0.000482074,-0.098191,3.40409,6.09478
0.411,-2.5865,-2.26651,-0.826084,-3.70692,-0.00064061,-0.113191,3.41323,6.08662
0.4125,-2.5899,-2.26098,-0.831631,-3.68996,-0.000821647,-0.128191,3.42235,6.07913
0.414,-2.59329,-2.25614,-0.837154,-3.67298,-0.00102518,-0.143191,3.43146,6.07231
0.4155,-2.59667,-2.25195,-0.84265,-3.65599,-0.00125122,-0.158191,3.44057,6.06614
0.417,-2.60004,-2.24842,-0.848122,-3.63899,-0.00149976,-0.173191,3.44966,6.0606
0.4185,-2.60341,-2.24551,-0.853567,-3.62197,-0.00177079,-0.188191,3.45875,6.05568
0.42,-2.60678,-2.24323,-0.858988,-3.60494,-0.00206433,-0.203191,3.46783,6.05136
0.4215,-2.61014,-2.24154,-0.864382,-3.5879,-0.00238037,-0.218191,3.4769,6.04762
0.423,-2.61427,-2.24024,-0.870979,-3.56692,-0.0027997,-0.236631,3.48805,6.0438
0.4245,-2.61763,-2.2398,-0.876316,-3.54985,-0.0031659,-0.251631,3.49712,6.04128
0.426,-2.61965,-2.23979,-0.879504,-3.5396,-0.00339623,-0.260623,3.50255,6.04002
0.4275,-2.62393,-2.24038,-0.886242,-3.51783,-0.00391215,-0.279719,3.51408,6.03793
0.429,-2.62729,-2.24138,-0.891506,-3.50071,-0.00434298,-0.294719,3.52314,6.03681
0.4305,-2.63065,-2.24284,-0.896745,-3.48358,-0.00479631,-0.309719,3.53219,6.03614
0.432,-2.63402,-2.24473,-0.901957,-3.46643,-0.00527214,-0.324719,3.54125,6.03588
0.4335,-2.63738,-2.24702,-0.907144,-3.44927,-0.00577046,-0.339719,3.5503,6.03601
0.435,-2.64076,-2.24968,-0.912305,-3.43209,-0.00629129,-0.354719,3.55935,6.03649
0.4365,-2.64413,-2.25268,-0.91744,-3.4149,-0.00683462,-0.369719,3.56841,6.03729
0.438,-2.64752,-2.25598,-0.92255,-3.39769,-0.00740045,-0.384719,3.57747,6.0384
0.4395,-2.6509,-2.25957,-0.927633,-3.38047,-0.00798878,-0.399719,3.58652,6.03976
0.441,-2.65429,-2.26341,-0.932691,-3.36324,-0.00859961,-0.414719,3.59559,6.04137
0.4425,-2.65769,-2.26747,-0.937723,-3.34599,-0.00923294,-0.429719,3.60465,6.04317
0.444,-2.6611,-2.27171,-0.942729,-3.32872,-0.00988877,-0.444719,3.61371,6.04514
0.4455,-2.66451,-2.2761,-0.947709,-3.31144,-0.0105671,-0.459719,3.62278,6.04726
0.447,-2.66793,-2.28061,-0.952663,-3.29414,-0.0112679,-0.474719,3.63186,6.04947
0.4485,-2.67135,-2.2852,-0.957591,-3.27683,-0.0119913,-0.489719,3.64093,6.05176
0.45,-2.67478,-2.28985,-0.962494,-3.25951,-0.0127371,-0.504719,3.65001,6.05408
0.4515,-2.67822,-2.29452,-0.96737,-3.24217,-0.0135054,-0.519719,3.65909,6.05641
0.453,-2.68166,-2.29918,-0.97222,-3.22481,-0.0142962,-0.534719,3.66818,6.05871
0.4545,-2.68512,-2.30379,-0.977044,-3.20744,-0.0151096,-0.549719,3.67727,6.06095
0.456,-2.68858,-2.30832,-0.981843,-3.19005,-0.0159454,-0.564719,3.68636,6.06309
0.4575,-2.69204,-2.31274,-0.986615,-3.17265,-0.0168037,-0.579719,3.69546,6.06511
0.459,-2.69551,-2.31701,-0.99136,-3.15523,-0.0176846,-0.594719,3.70456,6.06696
0.4605,-2.69899,-2.32111,-0.99608,-3.1378,-0.0185879,-0.609719,3.71366,6.06863
0.462,-2.70248,-2.325,-1.00077,-3.12035,-0.0195137,-0.624719,3.72276,6.07007
0.4635,-2.70597,-2.32865,-1.00544,-3.10289,-0.020462,-0.639719,3.73187,6.07126
0.465,-2.70946,-2.33203,-1.01008,-3.08541,-0.0214329,-0.654719,3.74098,6.07216
0.4665,-2.71296,-2.33511,-1.0147,-3.06791,-0.0224262,-0.669719,3.75009,6.07275
0.468,-2.71647,-2.33787,-1.01929,-3.0504,-0.023442,-0.684719,3.7592,6.07299
