"Time","FMU_Interface_OUT0_Battery Charge - Battery Charge","FMU_Interface_OUT1_Current - Current","FMU_Interface_OUT2_Net Voltage - Net Voltage","FMU_Interface_OUT3_Power - Power"
5.57,91.0221,-115.052,19.5878,-2.25364
5.58,91.0218,-115.052,19.5878,-2.25363
5.59,91.0214,-115.051,19.5879,-2.25362
5.6,91.0211,-115.051,19.5879,-2.25361
5.61,91.0208,-115.05,19.5879,-2.2536
5.62,91.0205,-115.05,19.5879,-2.2536
5.63,91.0202,-115.049,19.5879,-2.25359
5.64,91.0198,-115.049,19.588,-2.25358
5.65,91.0195,-115.048,19.588,-2.25357
5.66,91.0192,-115.048,19.588,-2.25356
5.67,91.0189,-115.047,19.588,-2.25356
5.68,91.0186,-115.047,19.588,-2.25355
5.69,91.0182,-115.046,19.5881,-2.25354
5.7,91.0179,-115.046,19.5881,-2.25353
5.71,91.0176,-115.045,19.5881,-2.25352
5.72,91.0173,-115.045,19.5881,-2.25352
5.73,91.017,-115.044,19.5881,-2.25351
5.74,91.0166,-115.044,19.5882,-2.2535
5.75,91.0163,-115.043,19.5882,-2.25349
5.76,91.016,-115.043,19.5882,-2.25348
5.77,91.0157,-115.042,19.5882,-2.25348
5.78,91.0154,-115.041,19.5882,-2.25347
5.79,91.0151,-115.041,19.5883,-2.25346
5.8,91.0147,-115.04,19.5883,-2.25345
5.81,91.0144,-115.04,19.5883,-2.25344
5.82,91.0141,-115.039,19.5883,-2.25344
5.83,91.0138,-115.039,19.5883,-2.25343
5.84,91.0135,-115.038,19.5884,-2.25342
5.85,91.0131,-115.038,19.5884,-2.25341
5.86,91.0128,-115.037,19.5884,-2.2534
5.87,91.0125,-115.037,19.5884,-2.2534
5.88,91.0122,-115.036,19.5884,-2.25339
5.89,91.0119,-115.036,19.5885,-2.25338
5.9,91.0115,-115.035,19.5885,-2.25337
5.91,91.0112,-115.035,19.5885,-2.25336
5.92,91.0109,-115.034,19.5885,-2.25336
5.93,91.0106,-115.034,19.5885,-2.25335
5.94,91.0103,-115.033,19.5886,-2.25334
5.95,91.0099,-115.033,19.5886,-2.25333
5.96,91.0096,-115.032,19.5886,-2.25332
5.97,91.0093,-115.031,19.5886,-2.25332
5.98,91.009,-115.031,19.5886,-2.25331
5.99,91.0087,-115.03,19.5887,-2.2533
6,91.0083,-115.03,19.5887,-2.25329
6.01,91.008,-115.029,19.5887,-2.25328
6.02,91.0077,-115.029,19.5887,-2.25328
6.03,91.0074,-115.028,19.5887,-2.25327
6.04,91.0071,-115.028,19.5888,-2.25326
6.05,91.0067,-115.027,19.5888,-2.25325
6.06,91.0064,-115.027,19.5888,-2.25324
6.07,91.0061,-115.026,19.5888,-2.25324
6.08,91.0058,-115.026,19.5888,-2.25323
6.09,91.0055,-115.025,19.5888,-2.25322
6.1,91.0051,-115.025,19.5889,-2.25321
6.11,91.0048,-115.024,19.5889,-2.2532
6.12,91.0045,-115.024,19.5889,-2.2532
6.13,91.0042,-115.023,19.5889,-2.25319
6.14,91.0039,-115.023,19.5889,-2.25318
6.15,91.0035,-115.022,19.589,-2.25317
6.16,91.0032,-115.022,19.589,-2.25316
6.17,91.0029,-115.021,19.589,-2.25316
6.18,91.0026,-115.02,19.589,-2.25315
6.19,91.0023,-115.02,19.589,-2.25314
6.2,91.002,-115.019,19.5891,-2.25313
6.21,91.0016,-115.019,19.5891,-2.25312
6.22,91.0013,-115.018,19.5891,-2.25312
6.23,91.001,-115.018,19.5891,-2.25311
6.24,91.0007,-115.017,19.5891,-2.2531
6.25,91.0004,-115.017,19.5892,-2.25309
6.26,91,-115.016,19.5892,-2.25308
6.27,90.9997,-115.016,19.5892,-2.25308
6.28,90.9994,-115.015,19.5892,-2.25307
6.29,90.9991,-115.015,19.5892,-2.25306
6.3,90.9988,-115.014,19.5893,-2.25305
6.31,90.9984,-115.014,19.5893,-2.25304
6.32,90.9981,-115.013,19.5893,-2.25304
6.33,90.9978,-115.013,19.5893,-2.25303
6.34,90.9975,-115.012,19.5893,-2.25302
6.35,90.9972,-115.012,19.5894,-2.25301
6.36,90.9968,-115.011,19.5894,-2.253
6.37,90.9965,-115.01,19.5894,-2.253
6.38,90.9962,-115.01,19.5894,-2.25299
6.39,90.9959,-115.009,19.5894,-2.25298
6.4,90.9956,-115.009,19.5895,-2.25297
6.41,90.9952,-115.008,19.5895,-2.25296
6.42,90.9949,-115.008,19.5895,-2.25296
6.43,90.9946,-115.007,19.5895,-2.25295
6.44,90.9943,-115.007,19.5895,-2.25294
6.45,90.994,-115.006,19.5896,-2.25293
6.46,90.9936,-115.006,19.5896,-2.25292
6.47,90.9933,-115.005,19.5896,-2.25292
6.48,90.993,-115.005,19.5896,-2.25291
6.49,90.9927,-115.004,19.5896,-2.2529
6.5,90.9924,-115.004,19.5897,-2.25289
6.51,90.992,-115.003,19.5897,-2.25288
6.52,90.9917,-115.003,19.5897,-2.25287
6.53,90.9914,-115.002,19.5897,-2.25287
6.54,90.9911,-115.002,19.5897,-2.25286
6.55,90.9908,-115.001,19.5898,-2.25285
6.56,90.9904,-115.001,19.5898,-2.25284
6.57,90.9901,-115,19.5898,-2.25283
6.58,90.9898,-114.999,19.5898,-2.25283
6.59,90.9895,-114.999,19.5898,-2.25282
6.6,90.9892,-114.998,19.5899,-2.25281
6.61,90.9889,-114.998,19.5899,-2.2528
6.62,90.9885,-114.997,19.5899,-2.25279
6.63,90.9882,-114.997,19.5899,-2.25279
6.64,90.9879,-114.996,19.5899,-2.25278
6.65,90.9876,-114.996,19.59,-2.25277
6.66,90.9873,-114.995,19.59,-2.25276
6.67,90.9869,-114.995,19.59,-2.25275
6.68,90.9866,-114.994,19.59,-2.25275
6.69,90.9863,-114.994,19.59,-2.25274
6.7,90.986,-114.993,19.5901,-2.25273
6.71,90.9857,-114.993,19.5901,-2.25272
6.72,90.9853,-114.992,19.5901,-2.25271
6.73,90.985,-114.992,19.5901,-2.25271
6.74,90.9847,-114.991,19.5901,-2.2527
6.75,90.9844,-114.991,19.5902,-2.25269
6.76,90.9841,-114.99,19.5902,-2.25268
6.77,90.9837,-114.989,19.5902,-2.25267
6.78,90.9834,-114.989,19.5902,-2.25267
6.79,90.9831,-114.988,19.5902,-2.25266
6.8,90.9828,-114.988,19.5903,-2.25265
6.81,90.9825,-114.987,19.5903,-2.25264
6.82,90.9821,-114.987,19.5903,-2.25263
6.83,90.9818,-114.986,19.5903,-2.25263
6.84,90.9815,-114.986,19.5903,-2.25262
6.85,90.9812,-114.985,19.5904,-2.25261
6.86,90.9809,-114.985,19.5904,-2.2526
6.87,90.9805,-114.984,19.5904,-2.25259
6.88,90.9802,-114.984,19.5904,-2.25259
6.89,90.9799,-114.983,19.5904,-2.25258
6.9,90.9796,-114.983,19.5905,-2.25257
6.91,90.9793,-114.982,19.5905,-2.25256
6.92,90.979,-114.982,19.5905,-2.25255
6.93,90.9786,-114.981,19.5905,-2.25255
6.94,90.9783,-114.981,19.5905,-2.25254
6.95,90.978,-114.98,19.5906,-2.25253
6.96,90.9777,-114.979,19.5906,-2.25252
6.97,90.9774,-114.979,19.5906,-2.25251
6.98,90.977,-114.978,19.5906,-2.25251
6.99,90.9767,-114.978,19.5906,-2.2525
7,90.9764,-114.977,19.5907,-2.25249
7.01,90.9761,-114.977,19.5907,-2.25248
7.02,90.9758,-114.976,19.5907,-2.25247
7.03,90.9754,-114.976,19.5907,-2.25247
7.04,90.9751,-114.975,19.5907,-2.25246
7.05,90.9748,-114.975,19.5908,-2.25245
7.06,90.9745,-114.974,19.5908,-2.25244
7.07,90.9742,-114.974,19.5908,-2.25243
7.08,90.9738,-114.973,19.5908,-2.25243
7.09,90.9735,-114.973,19.5908,-2.25242
7.1,90.9732,-114.972,19.5909,-2.25241
7.11,90.9729,-114.972,19.5909,-2.2524
7.12,90.9726,-114.971,19.5909,-2.25239
7.13,90.9722,-114.971,19.5909,-2.25239
7.14,90.9719,-114.97,19.5909,-2.25238
7.15,90.9716,-114.97,19.591,-2.25237
7.16,90.9713,-114.969,19.591,-2.25236
7.17,90.971,-114.968,19.591,-2.25235
7.18,90.9706,-114.968,19.591,-2.25235
7.19,90.9703,-114.967,19.591,-2.25234
7.2,90.97,-114.967,19.5911,-2.25233
7.21,90.9697,-114.966,19.5911,-2.25232
7.22,90.9694,-114.966,19.5911,-2.25231
7.23,90.969,-114.965,19.5911,-2.25231
7.24,90.9687,-114.965,19.5911,-2.2523
7.25,90.9684,-114.964,19.5912,-2.25229
7.26,90.9681,-114.964,19.5912,-2.25228
7.27,90.9678,-114.963,19.5912,-2.25227
7.28,90.9675,-114.963,19.5912,-2.25227
7.29,90.9671,-114.962,19.5912,-2.25226
7.3,90.9668,-114.962,19.5913,-2.25225
7.31,90.9665,-114.961,19.5913,-2.25224
7.32,90.9662,-114.961,19.5913,-2.25223
7.33,90.9659,-114.96,19.5913,-2.25223
7.34,90.9655,-114.96,19.5913,-2.25222
7.35,90.9652,-114.959,19.5914,-2.25221
7.36,90.9649,-114.958,19.5914,-2.2522
7.37,90.9646,-114.958,19.5914,-2.25219
7.38,90.9643,-114.957,19.5914,-2.25219
7.39,90.9639,-114.957,19.5914,-2.25218
7.4,90.9636,-114.956,19.5915,-2.25217
7.41,90.9633,-114.956,19.5915,-2.25216
7.42,90.963,-114.955,19.5915,-2.25215
7.43,90.9627,-114.955,19.5915,-2.25215
7.44,90.9623,-114.954,19.5915,-2.25214
7.45,90.962,-114.954,19.5916,-2.25213
7.46,90.9617,-114.953,19.5916,-2.25212
7.47,90.9614,-114.953,19.5916,-2.25211
7.48,90.9611,-114.952,19.5916,-2.25211
7.49,90.9607,-114.952,19.5916,-2.2521
7.5,90.9604,-114.951,19.5917,-2.25209
7.51,90.9601,-114.951,19.5917,-2.25208
7.52,90.9598,-114.95,19.5917,-2.25207
7.53,90.9595,-114.95,19.5917,-2.25207
7.54,90.9592,-114.949,19.5917,-2.25206
7.55,90.9588,-114.949,19.5918,-2.25205
7.56,90.9585,-114.948,19.5918,-2.25204
7.57,90.9582,-114.947,19.5918,-2.25203
7.58,90.9579,-114.947,19.5918,-2.25203
7.59,90.9576,-114.946,19.5918,-2.25202
7.6,90.9572,-114.946,19.5919,-2.25201
7.61,90.9569,-114.945,19.5919,-2.252
7.62,90.9566,-114.945,19.5919,-2.25199
7.63,90.9563,-114.944,19.5919,-2.25199
7.64,90.956,-114.944,19.5919,-2.25198
7.65,90.9556,-114.943,19.5919,-2.25197
7.66,90.9553,-114.943,19.592,-2.25196
7.67,90.955,-114.942,19.592,-2.25195
7.68,90.9547,-114.942,19.592,-2.25195
7.69,90.9544,-114.941,19.592,-2.25194
7.7,90.954,-114.941,19.592,-2.25193
7.71,90.9537,-114.94,19.5921,-2.25192
7.72,90.9534,-114.94,19.5921,-2.25191
7.73,90.9531,-114.939,19.5921,-2.25191
7.74,90.9528,-114.939,19.5921,-2.2519
7.75,90.9524,-114.938,19.5921,-2.25189
7.76,90.9521,-114.937,19.5922,-2.25188
7.77,90.9518,-114.937,19.5922,-2.25187
7.78,90.9515,-114.936,19.5922,-2.25187
7.79,90.9512,-114.936,19.5922,-2.25186
7.8,90.9508,-114.935,19.5922,-2.25185
7.81,90.9505,-114.935,19.5923,-2.25184
7.82,90.9502,-114.934,19.5923,-2.25183
7.83,90.9499,-114.934,19.5923,-2.25183
7.84,90.9496,-114.933,19.5923,-2.25182
7.85,90.9493,-114.933,19.5923,-2.25181
7.86,90.9489,-114.932,19.5924,-2.2518
7.87,90.9486,-114.932,19.5924,-2.25179
7.88,90.9483,-114.931,19.5924,-2.25179
7.89,90.948,-114.931,19.5924,-2.25178
7.9,90.9477,-114.93,19.5924,-2.25177
7.91,90.9473,-114.93,19.5925,-2.25176
7.92,90.947,-114.929,19.5925,-2.25175
7.93,90.9467,-114.929,19.5925,-2.25175
7.94,90.9464,-114.928,19.5925,-2.25174
7.95,90.9461,-114.928,19.5925,-2.25173
7.96,90.9457,-114.927,19.5926,-2.25172
7.97,90.9454,-114.926,19.5926,-2.25171
7.98,90.9451,-114.926,19.5926,-2.25171
7.99,90.9448,-114.925,19.5926,-2.2517
8,90.9445,-114.925,19.5926,-2.25169
8.01,90.9441,-114.924,19.5927,-2.25168
8.02,90.9438,-114.924,19.5927,-2.25167
8.03,90.9435,-114.923,19.5927,-2.25167
8.04,90.9432,-114.923,19.5927,-2.25166
8.05,90.9429,-114.922,19.5927,-2.25165
8.06,90.9425,-114.922,19.5928,-2.25164
8.07,90.9422,-114.921,19.5928,-2.25163
8.08,90.9419,-114.921,19.5928,-2.25163
8.09,90.9416,-114.92,19.5928,-2.25162
8.1,90.9413,-114.92,19.5928,-2.25161
8.11,90.941,-114.919,19.5929,-2.2516
8.12,90.9406,-114.919,19.5929,-2.25159
8.13,90.9403,-114.918,19.5929,-2.25159
8.14,90.94,-114.918,19.5929,-2.25158
8.15,90.9397,-114.917,19.5929,-2.25157
8.16,90.9394,-114.916,19.593,-2.25156
8.17,90.939,-114.916,19.593,-2.25155
8.18,90.9387,-114.915,19.593,-2.25155
8.19,90.9384,-114.915,19.593,-2.25154
8.2,90.9381,-114.914,19.593,-2.25153
8.21,90.9378,-114.914,19.5931,-2.25152
8.22,90.9374,-114.913,19.5931,-2.25151
8.23,90.9371,-114.913,19.5931,-2.25151
8.24,90.9368,-114.912,19.5931,-2.2515
8.25,90.9365,-114.912,19.5931,-2.25149
8.26,90.9362,-114.911,19.5932,-2.25148
8.27,90.9358,-114.911,19.5932,-2.25147
8.28,90.9355,-114.91,19.5932,-2.25147
8.29,90.9352,-114.91,19.5932,-2.25146
8.3,90.9349,-114.909,19.5932,-2.25145
8.31,90.9346,-114.909,19.5933,-2.25144
8.32,90.9342,-114.908,19.5933,-2.25143
8.33,90.9339,-114.908,19.5933,-2.25143
8.34,90.9336,-114.907,19.5933,-2.25142
8.35,90.9333,-114.907,19.5933,-2.25141
8.36,90.933,-114.906,19.5934,-2.2514
8.37,90.9327,-114.905,19.5934,-2.25139
8.38,90.9323,-114.905,19.5934,-2.25139
8.39,90.932,-114.904,19.5934,-2.25138
8.4,90.9317,-114.904,19.5934,-2.25137
8.41,90.9314,-114.903,19.5935,-2.25136
8.42,90.9311,-114.903,19.5935,-2.25135
8.43,90.9307,-114.902,19.5935,-2.25135
8.44,90.9304,-114.902,19.5935,-2.25134
8.45,90.9301,-114.901,19.5935,-2.25133
8.46,90.9298,-114.901,19.5936,-2.25132
8.47,90.9295,-114.9,19.5936,-2.25131
8.48,90.9291,-114.9,19.5936,-2.25131
8.49,90.9288,-114.899,19.5936,-2.2513
8.5,90.9285,-114.899,19.5936,-2.25129
8.51,90.9282,-114.898,19.5937,-2.25128
8.52,90.9279,-114.898,19.5937,-2.25127
8.53,90.9275,-114.897,19.5937,-2.25127
8.54,90.9272,-114.897,19.5937,-2.25126
8.55,90.9269,-114.896,19.5937,-2.25125
8.56,90.9266,-114.895,19.5938,-2.25124
8.57,90.9263,-114.895,19.5938,-2.25123
8.58,90.926,-114.894,19.5938,-2.25123
8.59,90.9256,-114.894,19.5938,-2.25122
8.6,90.9253,-114.893,19.5938,-2.25121
8.61,90.925,-114.893,19.5939,-2.2512
8.62,90.9247,-114.892,19.5939,-2.25119
8.63,90.9244,-114.892,19.5939,-2.25119
8.64,90.924,-114.891,19.5939,-2.25118
8.65,90.9237,-114.891,19.5939,-2.25117
8.66,90.9234,-114.89,19.594,-2.25116
8.67,90.9231,-114.89,19.594,-2.25115
8.68,90.9228,-114.889,19.594,-2.25115
8.69,90.9224,-114.889,19.594,-2.25114
8.7,90.9221,-114.888,19.594,-2.25113
8.71,90.9218,-114.888,19.5941,-2.25112
8.72,90.9215,-114.887,19.5941,-2.25111
8.73,90.9212,-114.887,19.5941,-2.25111
8.74,90.9208,-114.886,19.5941,-2.2511
8.75,90.9205,-114.886,19.5941,-2.25109
8.76,90.9202,-114.885,19.5942,-2.25108
8.77,90.9199,-114.884,19.5942,-2.25107
8.78,90.9196,-114.884,19.5942,-2.25107
8.79,90.9192,-114.883,19.5942,-2.25106
8.8,90.9189,-114.883,19.5942,-2.25105
8.81,90.9186,-114.882,19.5943,-2.25104
8.82,90.9183,-114.882,19.5943,-2.25103
8.83,90.918,-114.881,19.5943,-2.25103
8.84,90.9177,-114.881,19.5943,-2.25102
8.85,90.9173,-114.88,19.5943,-2.25101
8.86,90.917,-114.88,19.5944,-2.251
8.87,90.9167,-114.879,19.5944,-2.25099
8.88,90.9164,-114.879,19.5944,-2.25099
8.89,90.9161,-114.878,19.5944,-2.25098
8.9,90.9157,-114.878,19.5944,-2.25097
8.91,90.9154,-114.877,19.5945,-2.25096
8.92,90.9151,-114.877,19.5945,-2.25095
8.93,90.9148,-114.876,19.5945,-2.25095
8.94,90.9145,-114.876,19.5945,-2.25094
8.95,90.9141,-114.875,19.5945,-2.25093
8.96,90.9138,-114.874,19.5946,-2.25092
8.97,90.9135,-114.874,19.5946,-2.25091
8.98,90.9132,-114.873,19.5946,-2.25091
8.99,90.9129,-114.873,19.5946,-2.2509
9,90.9125,-114.872,19.5946,-2.25089
9.01,90.9122,-114.872,19.5947,-2.25088
9.02,90.9119,-114.871,19.5947,-2.25087
9.03,90.9116,-114.871,19.5947,-2.25087
9.04,90.9113,-114.87,19.5947,-2.25086
9.05,90.911,-114.87,19.5947,-2.25085
9.06,90.9106,-114.869,19.5948,-2.25084
9.07,90.9103,-114.869,19.5948,-2.25083
9.08,90.91,-114.868,19.5948,-2.25083
9.09,90.9097,-114.868,19.5948,-2.25082
9.1,90.9094,-114.867,19.5948,-2.25081
9.11,90.909,-114.867,19.5948,-2.2508
9.12,90.9087,-114.866,19.5949,-2.25079
9.13,90.9084,-114.866,19.5949,-2.25079
9.14,90.9081,-114.865,19.5949,-2.25078
9.15,90.9078,-114.865,19.5949,-2.25077
9.16,90.9074,-114.864,19.5949,-2.25076
9.17,90.9071,-114.863,19.595,-2.25075
9.18,90.9068,-114.863,19.595,-2.25075
9.19,90.9065,-114.862,19.595,-2.25074
9.2,90.9062,-114.862,19.595,-2.25073
9.21,90.9058,-114.861,19.595,-2.25072
9.22,90.9055,-114.861,19.5951,-2.25071
9.23,90.9052,-114.86,19.5951,-2.25071
9.24,90.9049,-114.86,19.5951,-2.2507
9.25,90.9046,-114.859,19.5951,-2.25069
9.26,90.9043,-114.859,19.5951,-2.25068
9.27,90.9039,-114.858,19.5952,-2.25067
9.28,90.9036,-114.858,19.5952,-2.25067
9.29,90.9033,-114.857,19.5952,-2.25066
9.3,90.903,-114.857,19.5952,-2.25065
9.31,90.9027,-114.856,19.5952,-2.25064
9.32,90.9023,-114.856,19.5953,-2.25063
9.33,90.902,-114.855,19.5953,-2.25063
9.34,90.9017,-114.855,19.5953,-2.25062
9.35,90.9014,-114.854,19.5953,-2.25061
9.36,90.9011,-114.853,19.5953,-2.2506
9.37,90.9007,-114.853,19.5954,-2.25059
9.38,90.9004,-114.852,19.5954,-2.25059
9.39,90.9001,-114.852,19.5954,-2.25058
9.4,90.8998,-114.851,19.5954,-2.25057
9.41,90.8995,-114.851,19.5954,-2.25056
9.42,90.8991,-114.85,19.5955,-2.25055
9.43,90.8988,-114.85,19.5955,-2.25055
9.44,90.8985,-114.849,19.5955,-2.25054
9.45,90.8982,-114.849,19.5955,-2.25053
9.46,90.8979,-114.848,19.5955,-2.25052
9.47,90.8976,-114.848,19.5956,-2.25051
9.48,90.8972,-114.847,19.5956,-2.25051
9.49,90.8969,-114.847,19.5956,-2.2505
9.5,90.8966,-114.846,19.5956,-2.25049
9.51,90.8963,-114.846,19.5956,-2.25048
9.52,90.896,-114.845,19.5957,-2.25047
9.53,90.8956,-114.845,19.5957,-2.25047
9.54,90.8953,-114.844,19.5957,-2.25046
9.55,90.895,-114.844,19.5957,-2.25045
9.56,90.8947,-114.843,19.5957,-2.25044
9.57,90.8944,-114.842,19.5958,-2.25043
9.58,90.894,-114.842,19.5958,-2.25043
9.59,90.8937,-114.841,19.5958,-2.25042
9.6,90.8934,-114.841,19.5958,-2.25041
9.61,90.8931,-114.84,19.5958,-2.2504
9.62,90.8928,-114.84,19.5959,-2.25039
9.63,90.8924,-114.839,19.5959,-2.25039
9.64,90.8921,-114.839,19.5959,-2.25038
9.65,90.8918,-114.838,19.5959,-2.25037
9.66,90.8915,-114.838,19.5959,-2.25036
9.67,90.8912,-114.837,19.596,-2.25035
9.68,90.8909,-114.837,19.596,-2.25035
9.69,90.8905,-114.836,19.596,-2.25034
9.7,90.8902,-114.836,19.596,-2.25033
9.71,90.8899,-114.835,19.596,-2.25032
9.72,90.8896,-114.835,19.5961,-2.25031
9.73,90.8893,-114.834,19.5961,-2.25031
9.74,90.8889,-114.834,19.5961,-2.2503
9.75,90.8886,-114.833,19.5961,-2.25029
9.76,90.8883,-114.833,19.5961,-2.25028
9.77,90.888,-114.832,19.5962,-2.25027
9.78,90.8877,-114.831,19.5962,-2.25027
9.79,90.8873,-114.831,19.5962,-2.25026
9.8,90.887,-114.83,19.5962,-2.25025
9.81,90.8867,-114.83,19.5962,-2.25024
9.82,90.8864,-114.829,19.5963,-2.25023
9.83,90.8861,-114.829,19.5963,-2.25023
9.84,90.8857,-114.828,19.5963,-2.25022
9.85,90.8854,-114.828,19.5963,-2.25021
9.86,90.8851,-114.827,19.5963,-2.2502
9.87,90.8848,-114.827,19.5964,-2.25019
9.88,90.8845,-114.826,19.5964,-2.25019
9.89,90.8842,-114.826,19.5964,-2.25018
9.9,90.8838,-114.825,19.5964,-2.25017
9.91,90.8835,-114.825,19.5964,-2.25016
9.92,90.8832,-114.824,19.5965,-2.25015
9.93,90.8829,-114.824,19.5965,-2.25015
9.94,90.8826,-114.823,19.5965,-2.25014
9.95,90.8822,-114.823,19.5965,-2.25013
9.96,90.8819,-114.822,19.5965,-2.25012
9.97,90.8816,-114.821,19.5966,-2.25011
9.98,90.8813,-114.821,19.5966,-2.25011
9.99,90.881,-114.82,19.5966,-2.2501
10,90.8806,-114.82,19.5966,-2.25009
10.01,90.8803,-114.819,19.5966,-2.25008
10.02,90.88,-114.819,19.5967,-2.25007
10.03,90.8797,-114.818,19.5967,-2.25007
10.04,90.8794,-114.818,19.5967,-2.25006
10.05,90.8791,-114.817,19.5967,-2.25005
10.06,90.8787,-114.817,19.5967,-2.25004
10.07,90.8784,-114.816,19.5968,-2.25003
10.08,90.8781,-114.816,19.5968,-2.25003
10.09,90.8778,-114.815,19.5968,-2.25002
10.1,90.8775,-114.815,19.5968,-2.25001
10.11,90.8771,-114.814,19.5968,-2.25
10.12,90.8768,-114.814,19.5969,-2.24999
10.13,90.8765,-114.813,19.5969,-2.24999
10.14,90.8762,-114.813,19.5969,-2.24998
10.15,90.8759,-114.812,19.5969,-2.24997
10.16,90.8755,-114.812,19.5969,-2.24996
10.17,90.8752,-114.811,19.597,-2.24995
10.18,90.8749,-114.81,19.597,-2.24995
10.19,90.8746,-114.81,19.597,-2.24994
10.2,90.8743,-114.809,19.597,-2.24993
10.21,90.8739,-114.809,19.597,-2.24992
10.22,90.8736,-114.808,19.5971,-2.24991
10.23,90.8733,-114.808,19.5971,-2.24991
10.24,90.873,-114.807,19.5971,-2.2499
10.25,90.8727,-114.807,19.5971,-2.24989
10.26,90.8724,-114.806,19.5971,-2.24988
10.27,90.872,-114.806,19.5972,-2.24987
10.28,90.8717,-114.805,19.5972,-2.24987
10.29,90.8714,-114.805,19.5972,-2.24986
10.3,90.8711,-114.804,19.5972,-2.24985
10.31,90.8708,-114.804,19.5972,-2.24984
10.32,90.8704,-114.803,19.5973,-2.24983
10.33,90.8701,-114.803,19.5973,-2.24983
10.34,90.8698,-114.802,19.5973,-2.24982
10.35,90.8695,-114.802,19.5973,-2.24981
10.36,90.8692,-114.801,19.5973,-2.2498
10.37,90.8688,-114.8,19.5974,-2.24979
10.38,90.8685,-114.8,19.5974,-2.24979
10.39,90.8682,-114.799,19.5974,-2.24978
10.4,90.8679,-114.799,19.5974,-2.24977
10.41,90.8676,-114.798,19.5974,-2.24976
10.42,90.8673,-114.798,19.5975,-2.24975
10.43,90.8669,-114.797,19.5975,-2.24975
10.44,90.8666,-114.797,19.5975,-2.24974
10.45,90.8663,-114.796,19.5975,-2.24973
10.46,90.866,-114.796,19.5975,-2.24972
10.47,90.8657,-114.795,19.5976,-2.24971
10.48,90.8653,-114.795,19.5976,-2.24971
10.49,90.865,-114.794,19.5976,-2.2497
10.5,90.8647,-114.794,19.5976,-2.24969
10.51,90.8644,-114.793,19.5976,-2.24968
10.52,90.8641,-114.793,19.5977,-2.24967
10.53,90.8637,-114.792,19.5977,-2.24967
10.54,90.8634,-114.792,19.5977,-2.24966
10.55,90.8631,-114.791,19.5977,-2.24965
10.56,90.8628,-114.791,19.5977,-2.24964
10.57,90.8625,-114.79,19.5977,-2.24963
10.58,90.8621,-114.789,19.5978,-2.24963
10.59,90.8618,-114.789,19.5978,-2.24962
10.6,90.8615,-114.788,19.5978,-2.24961
10.61,90.8612,-114.788,19.5978,-2.2496
10.62,90.8609,-114.787,19.5978,-2.24959
10.63,90.8606,-114.787,19.5979,-2.24959
10.64,90.8602,-114.786,19.5979,-2.24958
10.65,90.8599,-114.786,19.5979,-2.24957
10.66,90.8596,-114.785,19.5979,-2.24956
10.67,90.8593,-114.785,19.5979,-2.24955
10.68,90.859,-114.784,19.598,-2.24955
10.69,90.8586,-114.784,19.598,-2.24954
10.7,90.8583,-114.783,19.598,-2.24953
10.71,90.858,-114.783,19.598,-2.24952
10.72,90.8577,-114.782,19.598,-2.24951
10.73,90.8574,-114.782,19.5981,-2.24951
10.74,90.857,-114.781,19.5981,-2.2495
10.75,90.8567,-114.781,19.5981,-2.24949
10.76,90.8564,-114.78,19.5981,-2.24948
10.77,90.8561,-114.779,19.5981,-2.24947
10.78,90.8558,-114.779,19.5982,-2.24947
10.79,90.8555,-114.778,19.5982,-2.24946
10.8,90.8551,-114.778,19.5982,-2.24945
10.81,90.8548,-114.777,19.5982,-2.24944
10.82,90.8545,-114.777,19.5982,-2.24943
10.83,90.8542,-114.776,19.5983,-2.24943
10.84,90.8539,-114.776,19.5983,-2.24942
10.85,90.8535,-114.775,19.5983,-2.24941
10.86,90.8532,-114.775,19.5983,-2.2494
10.87,90.8529,-114.774,19.5983,-2.24939
10.88,90.8526,-114.774,19.5984,-2.24939
10.89,90.8523,-114.773,19.5984,-2.24938
10.9,90.8519,-114.773,19.5984,-2.24937
10.91,90.8516,-114.772,19.5984,-2.24936
10.92,90.8513,-114.772,19.5984,-2.24935
10.93,90.851,-114.771,19.5985,-2.24935
10.94,90.8507,-114.771,19.5985,-2.24934
10.95,90.8504,-114.77,19.5985,-2.24933
10.96,90.85,-114.77,19.5985,-2.24932
10.97,90.8497,-114.769,19.5985,-2.24931
10.98,90.8494,-114.768,19.5986,-2.24931
10.99,90.8491,-114.768,19.5986,-2.2493
11,90.8488,-114.767,19.5986,-2.24929
11.01,90.8484,-114.767,19.5986,-2.24928
11.02,90.8481,-114.766,19.5986,-2.24927
11.03,90.8478,-114.766,19.5987,-2.24927
11.04,90.8475,-114.765,19.5987,-2.24926
11.05,90.8472,-114.765,19.5987,-2.24925
11.06,90.8468,-114.764,19.5987,-2.24924
11.07,90.8465,-114.764,19.5987,-2.24923
11.08,90.8462,-114.763,19.5988,-2.24923
11.09,90.8459,-114.763,19.5988,-2.24922
11.1,90.8456,-114.762,19.5988,-2.24921
11.11,90.8453,-114.762,19.5988,-2.2492
11.12,90.8449,-114.761,19.5988,-2.24919
11.13,90.8446,-114.761,19.5989,-2.24919
11.14,90.8443,-114.76,19.5989,-2.24918
11.15,90.844,-114.76,19.5989,-2.24917
11.16,90.8437,-114.759,19.5989,-2.24916
11.17,90.8433,-114.759,19.5989,-2.24915
