"time","heatCapacitor_0T","switch_0Controll"
3.9,31.9289,0
3.92,32.0959,0
3.94,32.2624,0
3.96,32.4285,0
3.98,32.5941,0
4,32.7593,0
4,32.7593,0
4.02,32.924,0
4.04,33.0883,0
4.06,33.2522,0
4.08,33.4155,0
4.1,33.5785,0
4.12,33.741,0
4.14,33.9031,0
4.16,34.0647,0
4.18,34.2259,0
4.2,34.3867,0
4.22,34.5471,0
4.24,34.707,0
4.26,34.8665,0
4.28,35.0255,0
4.3,35.1842,0
4.32,35.3424,0
4.34,35.5002,0
4.36,35.6576,0
4.38,35.8145,0
4.4,35.9711,0
4.40792,36.033,0
4.40792,36.033,1
4.42,36.0137,1
4.44,35.9817,1
4.46,35.9497,1
4.48,35.9179,1
4.5,35.8861,1
4.52,35.8543,1
4.54,35.8226,1
4.56,35.791,1
4.58,35.7595,1
4.6,35.728,1
4.62,35.6966,1
4.64,35.6652,1
4.66,35.6339,1
4.68,35.6027,1
4.7,35.5715,1
4.72,35.5404,1
4.74,35.5093,1
4.75621,35.4842,1
4.75621,35.4842,0
4.76,35.5141,0
4.78,35.6714,0
4.8,35.8282,0
4.82,35.9847,0
4.84,36.1407,0
4.86,36.2963,0
4.88,36.4515,0
4.9,36.6063,0
4.92,36.7606,0
4.94,36.9146,0
4.96,37.0681,0
4.98,37.2212,0
5,37.3739,0
5,37.3739,0
5.02,37.5262,0
5.04,37.6781,0
5.06,37.8296,0
5.08,37.9807,0
5.1,38.1313,0
5.12,38.2816,0
5.14,38.4315,0
5.16,38.5809,0
5.18,38.73,0
5.2,38.8787,0
5.22,39.0269,0
5.24,39.1748,0
5.26,39.3223,0
5.28,39.4694,0
5.3,39.6161,0
5.32,39.7624,0
5.34,39.9083,0
5.34268,39.9278,0
5.34268,39.9278,1
5.36,39.8933,1
5.38,39.8536,1
5.4,39.8139,1
5.42,39.7743,1
5.44,39.7348,1
5.46,39.6954,1
5.48,39.656,1
5.5,39.6168,1
5.52,39.5776,1
5.54,39.5384,1
5.56,39.4994,1
5.58,39.4604,1
5.6,39.4216,1
5.62,39.3828,1
5.64,39.344,1
5.66,39.3054,1
5.66908,39.2878,1
5.66908,39.2878,0
5.68,39.3682,0
5.7,39.5152,0
5.72,39.6617,0
5.74,39.8079,0
5.76,39.9537,0
5.78,40.0991,0
5.8,40.2441,0
5.82,40.3887,0
5.84,40.5329,0
5.86,40.6768,0
5.88,40.8202,0
5.9,40.9633,0
5.92,41.106,0
5.94,41.2484,0
5.96,41.3903,0
5.98,41.5319,0
6,41.6731,0
6,41.6731,0
6.02,41.8139,0
6.04,41.9543,0
6.06,42.0944,0
6.08,42.234,0
6.1,42.3734,0
6.12,42.5123,0
6.14,42.6509,0
6.16,42.7891,0
6.18,42.9269,0
6.2,43.0644,0
6.22,43.2015,0
6.24,43.3383,0
6.26,43.4747,0
6.28,43.6107,0
6.3,43.7463,0
6.32,43.8816,0
6.34,44.0166,0
6.36,44.1512,0
6.36604,44.1918,0
6.36604,44.1918,1
6.38,44.1581,1
6.4,44.1098,1
6.42,44.0617,1
6.44,44.0136,1
6.46,43.9656,1
6.48,43.9177,1
6.5,43.8699,1
6.52,43.8222,1
6.54,43.7746,1
6.56,43.7271,1
6.58,43.6797,1
6.6,43.6324,1
6.62,43.5852,1
6.64,43.5381,1
6.66,43.491,1
6.67141,43.4642,1
6.67141,43.4642,0
6.68,43.5227,0
6.7,43.6586,0
6.72,43.7941,0
6.74,43.9292,0
6.76,44.064,0
6.78,44.1985,0
6.8,44.3326,0
6.82,44.4663,0
6.84,44.5997,0
6.86,44.7328,0
6.88,44.8655,0
6.9,44.9978,0
6.92,45.1298,0
6.94,45.2614,0
6.96,45.3927,0
6.98,45.5237,0
7,45.6543,0
7,45.6543,0
7.02,45.7845,0
7.04,45.9144,0
7.06,46.044,0
7.08,46.1732,0
7.1,46.3021,0
7.12,46.4306,0
7.14,46.5588,0
7.16,46.6866,0
7.18,46.8142,0
7.2,46.9413,0
7.22,47.0682,0
7.24,47.1947,0
7.26,47.3209,0
7.28,47.4468,0
7.3,47.5723,0
7.32,47.6975,0
7.34,47.8223,0
7.36,47.9469,0
7.38,48.0712,0
7.4,48.1951,0
7.42,48.3187,0
7.44,48.442,0
7.46,48.5649,0
7.48,48.6875,0
7.5,48.8098,0
7.52,48.9318,0
7.54,49.0535,0
7.5557,49.1487,0
7.5557,49.1487,1
7.56,49.1362,1
7.58,49.078,1
7.6,49.0199,1
7.62,48.9619,1
7.64,48.9041,1
7.66,48.8463,1
7.68,48.7887,1
7.7,48.7311,1
7.72,48.6737,1
7.74,48.6164,1
7.76,48.5593,1
7.78,48.5022,1
7.8,48.4453,1
7.82,48.3884,1
7.83977,48.3324,1
7.83977,48.3324,0
7.84,48.3338,0
7.86,48.457,0
7.88,48.5798,0
7.9,48.7023,0
7.92,48.8245,0
7.94,48.9464,0
7.96,49.068,0
7.98,49.1892,0
8,49.3101,0
8,49.3101,0
8.02,49.4307,0
8.04,49.551,0
8.06,49.671,0
8.08,49.7907,0
8.1,49.91,0
8.12,50.029,0
8.14,50.1478,0
8.16,50.2662,0
8.18,50.3843,0
8.2,50.5021,0
8.22,50.6195,0
8.24,50.7367,0
8.26,50.8536,0
8.28,50.9702,0
8.28513,51,0
8.28513,51,1
8.3,50.9539,1
8.32,50.8921,1
8.34,50.8304,1
8.36,50.7688,1
8.38,50.7073,1
8.4,50.6459,1
8.42,50.5847,1
8.44,50.5236,1
8.46,50.4626,1
8.48,50.4017,1
8.5,50.341,1
8.52,50.2804,1
8.54,50.2199,1
8.56,50.1595,1
8.58,50.0992,1
8.6,50.0391,1
8.62,49.979,1
8.64,49.9191,1
8.66,49.8593,1
8.68,49.7997,1
8.7,49.7401,1
8.72,49.6807,1
8.74,49.6214,1
8.76,49.5622,1
8.78,49.5031,1
8.8,49.4441,1
8.82,49.3853,1
8.84,49.3265,1
8.86,49.2679,1
8.88,49.2094,1
8.9,49.151,1
8.92,49.0927,1
8.94,49.0346,1
8.9519,49,1
8.9519,49,0
8.96,49.0492,0
8.98,49.1705,0
9,49.2915,0
9,49.2915,0
9,49.2915,0
9.02,49.4121,0
9.04,49.5325,0
9.06,49.6525,0
9.08,49.7722,0
9.1,49.8916,0
9.12,50.0107,0
9.14,50.1294,0
9.16,50.2479,0
9.18,50.366,0
9.2,50.4839,0
9.22,50.6014,0
9.24,50.7186,0
9.26,50.8356,0
9.28,50.9522,0
9.28822,51,0
9.28822,51,1
9.3,50.9635,1
9.32,50.9016,1
9.34,50.8399,1
9.36,50.7783,1
9.38,50.7168,1
9.4,50.6554,1
9.42,50.5942,1
9.44,50.533,1
9.46,50.472,1
9.48,50.4111,1
9.5,50.3504,1
9.52,50.2897,1
9.54,50.2292,1
9.56,50.1688,1
9.58,50.1085,1
9.6,50.0483,1
9.62,49.9883,1
9.64,49.9284,1
9.66,49.8686,1
9.68,49.8089,1
9.7,49.7493,1
9.72,49.6899,1
9.74,49.6305,1
9.76,49.5713,1
9.78,49.5122,1
9.8,49.4532,1
9.82,49.3944,1
9.84,49.3356,1
9.86,49.277,1
9.88,49.2185,1
9.9,49.1601,1
9.92,49.1018,1
9.94,49.0436,1
9.95504,49,1
9.95504,49,0
9.96,49.0302,0
9.98,49.1515,0
10,49.2725,0
10,49.2725,0
