"time","'tempc@tpf_0st_0chamber'","'press@tpf_0st_0chamber'","'out2@division'","'tau@tpf_0st_0chamber'","'dm2@tpf_0pump'","'torque@expseu_0'"
4.7,50.2892,0.125583,0.256416,26.6416,0,1.21916
4.8,50.2892,0.125583,0.256416,26.6416,0,1.21916
4.8,50.8557,0.129141,0.256484,26.6484,0,1.22954
4.9,50.8557,0.129141,0.256484,26.6484,0,1.22954
4.9,51.4225,0.132786,0.256552,26.6552,0,1.23968
5,51.4225,0.132786,0.256552,26.6552,0,1.23968
5,51.9895,0.136521,0.256622,26.6622,0,1.24959
5.1,51.9895,0.136521,0.256622,26.6622,0,1.24959
5.1,52.5565,0.140346,0.256692,26.6692,0,1.25923
5.2,52.5565,0.140346,0.256692,26.6692,0,1.25923
5.2,53.1237,0.144263,0.256762,26.6762,0,1.26861
5.3,53.1237,0.144263,0.256762,26.6762,0,1.26861
5.3,53.6912,0.148274,0.256833,26.6833,0,1.2777
5.4,53.6912,0.148274,0.256833,26.6833,0,1.2777
5.4,54.2588,0.152383,0.256905,26.6905,0,1.28649
5.5,54.2588,0.152383,0.256905,26.6905,0,1.28649
5.5,54.8267,0.156589,0.256978,26.6978,0,1.29497
5.6,54.8267,0.156589,0.256978,26.6978,0,1.29497
5.6,55.3947,0.160896,0.25705,26.705,0,1.30312
5.7,55.3947,0.160896,0.25705,26.705,0,1.30312
5.7,55.9629,0.165305,0.257124,26.7124,0,1.31094
5.8,55.9629,0.165305,0.257124,26.7124,0,1.31094
5.8,56.5315,0.169819,0.257198,26.7198,0,1.3184
5.9,56.5315,0.169819,0.257198,26.7198,0,1.3184
5.9,57.1,0.174438,0.257273,26.7273,0,1.32549
6,57.1,0.174438,0.257273,26.7273,0,1.32549
6,57.6687,0.179165,0.257348,26.7348,0,1.33218
6.1,57.6687,0.179165,0.257348,26.7348,0,1.33218
6.1,58.2376,0.184003,0.257424,26.7424,0,1.33848
6.2,58.2376,0.184003,0.257424,26.7424,0,1.33848
6.2,58.8066,0.188952,0.2575,26.75,0,1.34435
6.3,58.8066,0.188952,0.2575,26.75,0,1.34435
6.3,59.3758,0.194016,0.257577,26.7577,0,1.34979
6.4,59.3758,0.194016,0.257577,26.7577,0,1.34979
6.4,59.9451,0.199196,0.257655,26.7655,0,1.35478
6.5,59.9451,0.199196,0.257655,26.7655,0,1.35478
6.5,60.5145,0.204495,0.257733,26.7733,0,1.35929
6.6,60.5145,0.204495,0.257733,26.7733,0,1.35929
6.6,61.084,0.209914,0.257811,26.7811,0,1.36332
6.7,61.084,0.209914,0.257811,26.7811,0,1.36332
6.7,61.6537,0.215456,0.25789,26.789,0,1.36684
6.8,61.6537,0.215456,0.25789,26.789,0,1.36684
6.8,62.2235,0.221124,0.25797,26.797,0,1.36983
6.9,62.2235,0.221124,0.25797,26.797,0,1.36983
6.9,62.7934,0.226918,0.25805,26.805,0,1.37228
7,62.7934,0.226918,0.25805,26.805,0,1.37228
7,63.3634,0.232842,0.258131,26.8131,0,1.37417
7.1,63.3634,0.232842,0.258131,26.8131,0,1.37417
7.1,63.9334,0.238898,0.258213,26.8213,0,1.37547
7.2,63.9334,0.238898,0.258213,26.8213,0,1.37547
7.2,64.5036,0.245089,0.258294,26.8294,0,1.37618
7.3,64.5036,0.245089,0.258294,26.8294,0,1.37618
7.3,65.0739,0.251415,0.258377,26.8377,0,1.37626
7.4,65.0739,0.251415,0.258377,26.8377,0,1.37626
7.4,65.6442,0.257881,0.25846,26.846,0,1.3757
7.5,65.6442,0.257881,0.25846,26.846,0,1.3757
7.5,66.2146,0.264488,0.258543,26.8543,0,1.37448
7.6,66.2146,0.264488,0.258543,26.8543,0,1.37448
7.6,66.7851,0.271238,0.258627,26.8627,0,1.37257
7.7,66.7851,0.271238,0.258627,26.8627,0,1.37257
7.7,67.3556,0.278135,0.258711,26.8711,0,1.36996
7.8,67.3556,0.278135,0.258711,26.8711,0,1.36996
7.8,67.9262,0.285181,0.258796,26.8796,0,1.36663
7.9,67.9262,0.285181,0.258796,26.8796,0,1.36663
7.9,68.4968,0.292377,0.258882,26.8882,0,1.36254
8,68.4968,0.292377,0.258882,26.8882,0,1.36254
8,69.0675,0.299728,0.258968,26.8968,0,1.35769
8.1,69.0675,0.299728,0.258968,26.8968,0,1.35769
8.1,69.6382,0.307234,0.259054,26.9054,0,1.35204
8.2,69.6382,0.307234,0.259054,26.9054,0,1.35204
8.2,70.2089,0.3149,0.259141,26.9141,0,1.34558
8.3,70.2089,0.3149,0.259141,26.9141,0,1.34558
8.3,70.7797,0.322727,0.259229,26.9229,0,1.33828
8.4,70.7797,0.322727,0.259229,26.9229,0,1.33828
8.4,71.3504,0.330717,0.259316,26.9316,0,1.33011
8.5,71.3504,0.330717,0.259316,26.9316,0,1.33011
8.5,71.9212,0.338875,0.259405,26.9405,0,1.32106
8.6,71.9212,0.338875,0.259405,26.9405,0,1.32106
8.6,72.492,0.347202,0.259494,26.9494,0,1.3111
8.7,72.492,0.347202,0.259494,26.9494,0,1.3111
8.7,73.0629,0.355702,0.259583,26.9583,0,1.3002
8.8,73.0629,0.355702,0.259583,26.9583,0,1.3002
8.8,73.6337,0.364376,0.259673,26.9673,0,1.28833
8.9,73.6337,0.364376,0.259673,26.9673,0,1.28833
8.9,74.2045,0.373228,0.259763,26.9763,0,1.27549
9,74.2045,0.373228,0.259763,26.9763,0,1.27549
9,74.7753,0.38226,0.259854,26.9854,0,1.26163
9.1,74.7753,0.38226,0.259854,26.9854,0,1.26163
9.1,75.346,0.391475,0.259945,26.9945,0,1.24673
9.2,75.346,0.391475,0.259945,26.9945,0,1.24673
9.2,75.9168,0.400877,0.260037,27.0037,0,1.23076
9.3,75.9168,0.400877,0.260037,27.0037,0,1.23076
9.3,76.4875,0.410468,0.260129,27.0129,0,1.21371
9.4,76.4875,0.410468,0.260129,27.0129,0,1.21371
9.4,77.0582,0.42025,0.260222,27.0222,0,1.19554
9.5,77.0582,0.42025,0.260222,27.0222,0,1.19554
9.5,77.6288,0.430228,0.260315,27.0315,0,1.17622
9.6,77.6288,0.430228,0.260315,27.0315,0,1.17622
9.6,78.1994,0.440403,0.260408,27.0408,0,1.15572
9.7,78.1994,0.440403,0.260408,27.0408,0,1.15572
9.7,78.7701,0.45078,0.260502,27.0502,0,1.13403
9.8,78.7701,0.45078,0.260502,27.0502,0,1.13403
9.8,79.3406,0.461361,0.260597,27.0597,0,1.1111
9.9,79.3406,0.461361,0.260597,27.0597,0,1.1111
9.9,79.9112,0.472149,0.260691,27.0691,0,1.08692
10,79.9112,0.472149,0.260691,27.0691,0,1.08692
10,80.4816,0.483147,0.260787,27.0787,0,1.06144
10.1,80.4816,0.483147,0.260787,27.0787,0,1.06144
10.1,81.052,0.494357,0.260882,27.0882,0,1.03465
10.2,81.052,0.494357,0.260882,27.0882,0,1.03465
10.2,81.6223,0.505784,0.260978,27.0978,0,1.00651
10.3,81.6223,0.505784,0.260978,27.0978,0,1.00651
10.3,82.1925,0.51743,0.261075,27.1075,0,0.976985
10.4,82.1925,0.51743,0.261075,27.1075,0,0.976985
10.4,82.7625,0.529296,0.261172,27.1172,0,0.946057
10.5,82.7625,0.529296,0.261172,27.1172,0,0.946057
10.5,83.3325,0.541388,0.261269,27.1269,0,0.913688
10.6,83.3325,0.541388,0.261269,27.1269,0,0.913688
10.6,83.9024,0.553708,0.261367,27.1367,0,0.879847
10.7,83.9024,0.553708,0.261367,27.1367,0,0.879847
10.7,84.4722,0.566261,0.261465,27.1465,0,0.844502
10.8,84.4722,0.566261,0.261465,27.1465,0,0.844502
10.8,85.0418,0.579048,0.261564,27.1564,0,0.807619
10.9,85.0418,0.579048,0.261564,27.1564,0,0.807619
10.9,85.6114,0.592074,0.261663,27.1663,0,0.769164
11,85.6114,0.592074,0.261663,27.1663,0,0.769164
11,86.1808,0.605341,0.261762,27.1762,0,0.729102
11.1,86.1808,0.605341,0.261762,27.1762,0,0.729102
11.1,86.7501,0.618854,0.261862,27.1862,0,0.687393
11.2,86.7501,0.618854,0.261862,27.1862,0,0.687393
11.2,87.3193,0.632614,0.261962,27.1962,0,0.643997
11.3,87.3193,0.632614,0.261962,27.1962,0,0.643997
11.3,87.8884,0.646626,0.262063,27.2063,0,0.598864
11.4,87.8884,0.646626,0.262063,27.2063,0,0.598864
11.4,88.4574,0.660894,0.262164,27.2164,0,0.551935
11.5,88.4574,0.660894,0.262164,27.2164,0,0.551935
11.5,89.0261,0.675419,0.262265,27.2265,0,0.503133
11.6,89.0261,0.675419,0.262265,27.2265,0,0.503133
11.6,89.5948,0.690207,0.262367,27.2367,0,0.452355
11.7,89.5948,0.690207,0.262367,27.2367,0,0.452355
11.7,90.1633,0.70526,0.262469,27.2469,0,0.399464
11.8,90.1633,0.70526,0.262469,27.2469,0,0.399464
11.8,90.7317,0.720581,0.262571,27.2571,0,0.344276
11.9,90.7317,0.720581,0.262571,27.2571,0,0.344276
11.9,91.2998,0.736175,0.262674,27.2674,0,0.286592
12,91.2998,0.736175,0.262674,27.2674,0,0.286592
12,91.8679,0.752044,0.262778,27.2778,0,0.226311
12.1,91.8679,0.752044,0.262778,27.2778,0,0.226311
12.1,92.4357,0.768193,0.262881,27.2881,0,0.163783
12.2,92.4357,0.768193,0.262881,27.2881,0,0.163783
12.2,93.0034,0.784625,0.262985,27.2985,0,0.100563
12.3,93.0034,0.784625,0.262985,27.2985,0,0.100563
12.3,93.5709,0.801343,0.263089,27.3089,0,0.0401677
12.4,93.5709,0.801343,0.263089,27.3089,0,0.0401677
12.4,94.138,0.818343,0.263194,27.3194,0,-0.0283369
12.5,94.138,0.818343,0.263194,27.3194,0,-0.0283369
12.5,94.7043,0.835617,0.263298,27.3298,0,-0.114917
12.6,94.7043,0.835617,0.263298,27.3298,0,-0.114917
12.6,95.2703,0.853188,0.263403,27.3403,0,-0.199362
12.7,95.2703,0.853188,0.263403,27.3403,0,-0.199362
12.7,95.8362,0.871057,0.263508,27.3508,0,-0.289898
12.8,95.8362,0.871057,0.263508,27.3508,0,-0.289898
12.8,96.4018,0.88923,0.263613,27.3613,0,-0.384182
12.9,96.4018,0.88923,0.263613,27.3613,0,-0.384182
12.9,96.9672,0.907709,0.263719,27.3719,0,-0.481505
13,96.9672,0.907709,0.263719,27.3719,0,-0.481505
13,97.5324,0.926499,0.263825,27.3825,0,-0.581775
13.1,97.5324,0.926499,0.263825,27.3825,0,-0.581775
13.1,98.0974,0.945603,0.263932,27.3932,0,-0.685018
13.2,98.0974,0.945603,0.263932,27.3932,0,-0.685018
13.2,98.6621,0.965025,0.264038,27.4038,0,-0.791277
13.3,98.6621,0.965025,0.264038,27.4038,0,-0.791277
13.3,99.2266,0.984767,0.264145,27.4145,0,-0.900604
13.4,99.2266,0.984767,0.264145,27.4145,0,-0.900604
13.4,99.7908,1.00483,0.264253,27.4253,0,-1.01305
13.5,99.7908,1.00483,0.264253,27.4253,0,-1.01305
13.5,100.355,1.02523,0.26436,27.436,0,-1.12866
13.6,100.355,1.02523,0.26436,27.436,0,-1.12866
13.6,100.919,1.04596,0.264468,27.4468,0,-1.24749
13.7,100.919,1.04596,0.264468,27.4468,0,-1.24749
13.7,101.482,1.06702,0.264576,27.4576,0,-1.36959
13.8,101.482,1.06702,0.264576,27.4576,0,-1.36959
13.8,102.045,1.08843,0.264685,27.4685,0,-1.49501
13.9,102.045,1.08843,0.264685,27.4685,0,-1.49501
13.9,102.608,1.11018,0.264794,27.4794,0,-1.6238
14,102.608,1.11018,0.264794,27.4794,0,-1.6238
14,103.171,1.13227,0.264903,27.4903,0,-1.75602
14.1,103.171,1.13227,0.264903,27.4903,0,-1.75602
14.1,103.733,1.15472,0.265012,27.5012,0,-1.89171
14.2,103.733,1.15472,0.265012,27.5012,0,-1.89171
14.2,104.295,1.17752,0.265121,27.5121,0,-2.03092
14.3,104.295,1.17752,0.265121,27.5121,0,-2.03092
14.3,104.857,1.20068,0.265231,27.5231,0,-2.17371
14.4,104.857,1.20068,0.265231,27.5231,0,-2.17371
14.4,105.418,1.2242,0.265341,27.5341,0,-2.32012
14.5,105.418,1.2242,0.265341,27.5341,0,-2.32012
14.5,105.979,1.24808,0.265452,27.5452,0,-2.47022
14.6,105.979,1.24808,0.265452,27.5452,0,-2.47022
14.6,106.54,1.27234,0.265562,27.5562,0,-2.62406
14.7,106.54,1.27234,0.265562,27.5562,0,-2.62406
14.7,107.101,1.29697,0.265673,27.5673,0,-2.78185
14.8,107.101,1.29697,0.265673,27.5673,0,-2.78185
14.8,107.661,1.32198,0.265784,27.5784,0,-2.944
14.9,107.661,1.32198,0.265784,27.5784,0,-2.944
14.9,108.221,1.34736,0.265896,27.5896,0,-3.1106
15,108.221,1.34736,0.265896,27.5896,0,-3.1106
15,108.78,1.37314,0.266007,27.6007,0,-3.28172
15.1,108.78,1.37314,0.266007,27.6007,0,-3.28172
15.1,109.339,1.3993,0.266119,27.6119,0,-3.45744
15.2,109.339,1.3993,0.266119,27.6119,0,-3.45744
15.2,109.898,1.42585,0.266231,27.6231,0,-3.63783
15.3,109.898,1.42585,0.266231,27.6231,0,-3.63783
15.3,110.456,1.4528,0.266344,27.6344,0,-3.82297
15.4,110.456,1.4528,0.266344,27.6344,0,-3.82297
15.4,111.015,1.48014,0.266456,27.6456,0,-4.01294
15.5,111.015,1.48014,0.266456,27.6456,0,-4.01294
15.5,111.572,1.50789,0.266569,27.6569,0,-4.20783
15.6,111.572,1.50789,0.266569,27.6569,0,-4.20783
15.6,112.129,1.53605,0.266681,27.6681,0,-4.40771
15.7,112.129,1.53605,0.266681,27.6681,0,-4.40771
15.7,112.686,1.56462,0.266795,27.6795,0,-4.61267
15.8,112.686,1.56462,0.266795,27.6795,0,-4.61267
15.8,113.243,1.5936,0.266908,27.6908,0,-4.82279
15.9,113.243,1.5936,0.266908,27.6908,0,-4.82279
15.9,113.799,1.623,0.267021,27.7021,0,-5.03815
16,113.799,1.623,0.267021,27.7021,0,-5.03815
16,114.354,1.65282,0.267135,27.7135,0,-5.25882
16.1,114.354,1.65282,0.267135,27.7135,0,-5.25882
16.1,114.909,1.68306,0.267248,27.7248,0,-5.48489
16.2,114.909,1.68306,0.267248,27.7248,0,-5.48489
16.2,115.464,1.71374,0.267362,27.7362,0,-5.71646
16.3,115.464,1.71374,0.267362,27.7362,0,-5.71646
16.3,116.018,1.74484,0.267476,27.7476,0,-5.95363
16.4,116.018,1.74484,0.267476,27.7476,0,-5.95363
16.4,116.572,1.77638,0.267591,27.7591,0,-6.19649
16.5,116.572,1.77638,0.267591,27.7591,0,-6.19649
16.5,117.126,1.80836,0.267705,27.7705,0,-6.44512
16.6,117.126,1.80836,0.267705,27.7705,0,-6.44512
16.6,117.679,1.84078,0.267819,27.7819,0,-6.69961
16.7,117.679,1.84078,0.267819,27.7819,0,-6.69961
16.7,118.231,1.87364,0.267934,27.7934,0,-6.96005
16.8,118.231,1.87364,0.267934,27.7934,0,-6.96005
16.8,118.783,1.90696,0.268048,27.8048,0,-7.22652
16.9,118.783,1.90696,0.268048,27.8048,0,-7.22652
16.9,119.334,1.94073,0.268163,27.8163,0,-7.49911
17,119.334,1.94073,0.268163,27.8163,0,-7.49911
17,119.885,1.97495,0.268278,27.8278,0,-7.77791
17.1,119.885,1.97495,0.268278,27.8278,0,-7.77791
17.1,120.435,2.00963,0.268393,27.8393,0,-8.06299
17.2,120.435,2.00963,0.268393,27.8393,0,-8.06299
17.2,120.985,2.04477,0.268508,27.8508,0,-8.35445
17.3,120.985,2.04477,0.268508,27.8508,0,-8.35445
17.3,121.534,2.08037,0.268623,27.8623,0,-8.65241
17.4,121.534,2.08037,0.268623,27.8623,0,-8.65241
17.4,122.083,2.11644,0.268738,27.8738,0,-8.95697
17.5,122.083,2.11644,0.268738,27.8738,0,-8.95697
17.5,122.631,2.15297,0.268853,27.8853,0,-9.26819
17.6,122.631,2.15297,0.268853,27.8853,0,-9.26819
17.6,123.178,2.18997,0.268968,27.8968,0,-9.58617
17.7,123.178,2.18997,0.268968,27.8968,0,-9.58617
17.7,123.725,2.22744,0.269083,27.9083,0,-9.91099
17.8,123.725,2.22744,0.269083,27.9083,0,-9.91099
17.8,124.271,2.26539,0.269199,27.9199,0,-10.2427
17.9,124.271,2.26539,0.269199,27.9199,0,-10.2427
17.9,124.816,2.30382,0.269314,27.9314,0,-10.5814
18,124.816,2.30382,0.269314,27.9314,0,-10.5814
18,125.36,2.34273,0.269429,27.9429,0,-10.9272
18.1,125.36,2.34273,0.269429,27.9429,0,-10.9272
18.1,125.904,2.38213,0.269544,27.9544,0,-11.2801
18.2,125.904,2.38213,0.269544,27.9544,0,-11.2801
18.2,126.447,2.42193,0.269659,27.9659,0,-11.6398
18.3,126.447,2.42193,0.269659,27.9659,0,-11.6398
18.3,126.987,2.46215,0.269773,27.9773,0,-12.0063
18.4,126.987,2.46215,0.269773,27.9773,0,-12.0063
18.4,127.526,2.50277,0.269887,27.9887,0,-12.3796
18.5,127.526,2.50277,0.269887,27.9887,0,-12.3796
18.5,128.063,2.5438,0.270001,28.0001,0,-12.7598
18.6,128.063,2.5438,0.270001,28.0001,0,-12.7598
18.6,128.598,2.58525,0.270115,28.0114,0,-13.1469
18.7,128.598,2.58525,0.270115,28.0114,0,-13.1469
18.7,129.132,2.62709,0.270228,28.0228,0,-13.541
18.8,129.132,2.62709,0.270228,28.0228,0,-13.541
18.8,129.663,2.66936,0.27034,28.034,0,-13.942
18.9,129.663,2.66936,0.27034,28.034,0,-13.942
18.9,130.193,2.71202,0.270453,28.0453,0,-14.35
19,130.193,2.71202,0.270453,28.0453,0,-14.35
19,130.721,2.7551,0.270565,28.0565,0,-14.7649
19.1,130.721,2.7551,0.270565,28.0565,0,-14.7649
19.1,131.248,2.79857,0.270677,28.0677,0,-15.1869
19.2,131.248,2.79857,0.270677,28.0677,0,-15.1869
19.2,131.771,2.84236,0.270788,28.0788,0,-15.6152
19.3,131.771,2.84236,0.270788,28.0788,0,-15.6152
19.3,132.292,2.88647,0.270898,28.0898,0,-16.0499
19.4,132.292,2.88647,0.270898,28.0898,0,-16.0499
19.4,132.81,2.93088,0.271008,28.1008,0,-16.4911
19.5,132.81,2.93088,0.271008,28.1008,0,-16.4911
19.5,133.325,2.9756,0.271117,28.1117,0,-16.9386
19.6,133.325,2.9756,0.271117,28.1117,0,-16.9386
19.6,133.837,3.02061,0.271225,28.1225,0,-17.3924
19.7,133.837,3.02061,0.271225,28.1225,0,-17.3924
19.7,134.346,3.06593,0.271332,28.1332,0,-17.8525
19.8,134.346,3.06593,0.271332,28.1332,0,-17.8525
19.8,134.852,3.11153,0.271439,28.1439,0,-18.3187
19.9,134.852,3.11153,0.271439,28.1439,0,-18.3187
19.9,135.356,3.15742,0.271545,28.1545,0,-18.791
20,135.356,3.15742,0.271545,28.1545,0,-18.791
20,135.857,3.20359,0.27165,28.165,0,-19.2694
20.1,135.857,3.20359,0.27165,28.165,0,-19.2694
20.1,136.354,3.25003,0.271754,28.1754,0,-19.7536
20.2,136.354,3.25003,0.271754,28.1754,0,-19.7536
20.2,136.848,3.29664,0.271858,28.1858,0,-20.2429
20.3,136.848,3.29664,0.271858,28.1858,0,-20.2429
20.3,137.338,3.3434,0.27196,28.196,0,-20.7373
20.4,137.338,3.3434,0.27196,28.196,0,-20.7373
20.4,137.824,3.39031,0.272061,28.2061,0,-21.2365
20.5,137.824,3.39031,0.272061,28.2061,0,-21.2365
20.5,138.306,3.43736,0.272161,28.2161,0,-21.7405
20.6,138.306,3.43736,0.272161,28.2161,0,-21.7405
20.6,138.783,3.48453,0.272259,28.2259,0,-22.2491
20.7,138.783,3.48453,0.272259,28.2259,0,-22.2491
20.7,139.257,3.53183,0.272357,28.2357,0,-22.7621
20.8,139.257,3.53183,0.272357,28.2357,0,-22.7621
20.8,139.727,3.57924,0.272453,28.2453,0,-23.2794
20.9,139.727,3.57924,0.272453,28.2453,0,-23.2794
20.9,140.193,3.62675,0.272548,28.2548,0,-23.8008
21,140.193,3.62675,0.272548,28.2548,0,-23.8008
21,140.655,3.67435,0.272642,28.2642,0,-24.3261
21.1,140.655,3.67435,0.272642,28.2642,0,-24.3261
21.1,141.112,3.72203,0.272734,28.2734,0,-24.8553
21.2,141.112,3.72203,0.272734,28.2734,0,-24.8553
21.2,141.565,3.76968,0.272825,28.2825,0,-25.3869
21.3,141.565,3.76968,0.272825,28.2825,0,-25.3869
21.3,142.013,3.81727,0.272915,28.2915,0,-25.9212
21.4,142.013,3.81727,0.272915,28.2915,0,-25.9212
21.4,142.455,3.86479,0.273003,28.3003,0,-26.4578
21.5,142.455,3.86479,0.273003,28.3003,0,-26.4578
21.5,142.893,3.91224,0.273089,28.3089,0,-26.9965
21.6,142.893,3.91224,0.273089,28.3089,0,-26.9965
21.6,143.325,3.95959,0.273173,28.3173,0,-27.537
21.7,143.325,3.95959,0.273173,28.3173,0,-27.537
21.7,143.752,4.00683,0.273256,28.3256,0,-28.0792
21.8,143.752,4.00683,0.273256,28.3256,0,-28.0792
21.8,144.174,4.05396,0.273337,28.3337,0,-28.6228
