"time","valves_mv1","valves_mv2","valves_mv3","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","egsCarSpeed","egsGear","egsTargetGear","tShiftStart"
7.49,0,0,0,0,0,0,0,0,0,91.582,3,3,6.12
7.56,0,0,0,0,0,0,0,0,0,92.145,3,3,6.12
7.63,0,0,0,0,0,0,0,0,0,92.705,3,3,6.12
7.7,0,0,0,0,0,0,0,0,0,93.263,3,3,6.12
7.77,0,0,0,0,0,0,0,0,0,93.818,3,3,6.12
7.84,0,0,0,0,0,0,0,0,0,94.371,3,3,6.12
7.91,0,0,0,0,0,0,0,0,0,94.921,3,3,6.12
7.98,0,0,0,0,0,0,0,0,0,95.469,3,3,6.12
8.05,0,0,0,0,0,0,0,0,0,96.014,3,3,6.12
8.12,0,0,0,0,0,0,0,0,0,96.556,3,3,6.12
8.19,0,0,0,0,0,0,0,0,0,97.097,3,3,6.12
8.26,0,0,0,0,0,0,0,0,0,97.634,3,3,6.12
8.33,0,0,0,0,0,0,0,0,0,98.169,3,3,6.12
8.4,0,0,0,0,0,0,0,0,0,98.702,3,3,6.12
8.47,0,0,0,0,0,0,0,0,0,99.232,3,3,6.12
8.54,0,0,0,0,0,0,0,0,0,99.76,3,3,6.12
8.61,0,0,0,0,0,0,0,0,0,100.285,3,3,6.12
8.68,0,0,0,0,0,0,0,0,0,100.808,3,3,6.12
8.75,0,0,0,0,0,0,0,0,0,101.328,3,3,6.12
8.82,0,0,0,0,0,0,0,0,0,101.846,3,3,6.12
8.89,0,0,0,0,0,0,0,0,0,102.362,3,3,6.12
8.96,0,0,0,0,0,0,0,0,0,102.875,3,3,6.12
9.03,0,0,0,0,0,0,0,0,0,103.386,3,3,6.12
9.1,0,0,0,0,0,0,0,0,0,103.894,3,3,6.12
9.17,0,0,0,0,0,0,0,0,0,104.4,3,3,6.12
9.24,0,0,0,0,0,0,0,0,0,104.904,3,3,6.12
9.31,0,0,0,0,0,0,0,0,0,105.405,3,3,6.12
9.38,0,0,0,0,0,0,0,0,0,105.904,3,3,6.12
9.45,0,0,0,0,0,0,0,0,0,106.401,3,3,6.12
9.52,0,0,0,0,0,0,0,0,0,106.896,3,3,6.12
9.59,0,0,0,0,0,0,0,0,0,107.388,3,3,6.12
9.66,0,0,0,0,0,0,0,0,0,107.877,3,3,6.12
9.73,0,0,0,0,0,0,0,0,0,108.363,3,3,6.12
9.8,0,0,0,0,0,0,0,0,0,108.846,3,3,6.12
9.87,0,0,0,0,0,0,0,0,0,109.324,3,3,6.12
9.94,0,0,0,0,0,0,0,0,0,109.799,3,3,6.12
10.01,0,0,0,0,0,0,0,0,0,110.27,3,3,6.12
10.08,0,0,0,0,0,0,0,0,0,110.737,3,3,6.12
10.15,0,0,0,0,0,0,0,0,0,111.201,3,3,6.12
10.22,0,0,0,0,0,0,0,0,0,111.66,3,3,6.12
10.29,0,0,0,0,0,0,0,0,0,112.116,3,3,6.12
10.36,0,0,0,0,0,0,0,0,0,112.568,3,3,6.12
10.43,0,0,0,0,0,0,0,0,0,113.016,3,3,6.12
10.5,0,0,0,0,0,0,0,0,0,113.461,3,3,6.12
10.57,0,0,0,0,0,0,0,0,0,113.901,3,3,6.12
10.64,0,0,0,0,0,0,0,0,0,114.339,3,3,6.12
10.71,0,0,0,0,0,0,0,0,0,114.772,3,3,6.12
10.78,0,0,0,0,0,0,0,0,0,115.202,3,3,6.12
10.85,0,0,0,0,0,0,0,0,0,115.629,3,3,6.12
10.92,0,0,0,0,0,0,0,0,0,115.686,3,3,6.12
10.99,0,0,0,0,0,0,0,0,0,115.589,3,3,6.12
11.06,0,0,0,0,0,0,0,0,0,115.156,3,3,6.12
11.13,0,0,0,0,0,0,0,0,0,114.399,3,3,6.12
11.2,0,0,0,0,0,0,0,0,0,113.675,3,3,6.12
11.27,0,0,0,0,0,0,0,0,0,114.021,3,3,6.12
11.34,0,0,0,0,0,0,0,0,0,114.195,3,3,6.12
11.41,0,0,0,0,0,0,0,0,0,114.415,3,3,6.12
11.48,0,0,0,0,0,0,0,0,0,114.828,3,3,6.12
11.55,0,0,0,0,0,0,0,0,0,115.24,3,3,6.12
11.62,0,0,0,0,0,0,0,0,0,115.65,3,3,6.12
11.69,0,0,0,0,0,0,0,0,0,116.058,3,3,6.12
11.76,0,0,0,0,0,0,0,0,0,116.466,3,3,6.12
11.83,0,0,0,0,0,0,0,0,0,116.872,3,3,6.12
11.9,0,0,0,0,0,0,0,0,0,117.277,3,3,6.12
11.97,0,0,0,0,0,0,0,0,0,117.681,3,3,6.12
12.04,0,0,0,0,0,0,0,0,0,118.084,3,3,6.12
12.11,0,0,0,0,0,0,0,0,0,118.486,3,3,6.12
12.18,0,0,0,0,0,0,0,0,0,118.886,3,3,6.12
12.25,0,0,0,0,0,0,0,0,0,119.285,3,3,6.12
12.32,0,0,0,0,0,0,0,0,0,119.683,3,3,6.12
12.39,0,1,0,0,0,0,0,0,0,120.08,3,4,12.38
12.46,0,1,0,0,0,0,0.14,0,0.14,120.475,3,4,12.38
12.53,0,1,0,0,0,0,0.28,0,0.28,120.87,3,4,12.38
12.6,0,1,0,0,0,0,0.42,0,0.42,121.263,3,4,12.38
12.67,0,1,0,0,0,0,0.56,0,0.56,121.655,3,4,12.38
12.74,0,1,0,0,0,0,0.7,0,0.7,122.045,3,4,12.38
12.81,0,1,0,0,0,0,0.84,0,0.84,122.435,3,4,12.38
12.88,0,1,0,0,0,0,0.98,0,0.98,122.823,3,4,12.38
12.95,0,1,0,0,0,0,1,0,1,123.211,3,4,12.38
13.02,0,1,0,0,0,0,1,0,1,123.597,3,4,12.38
13.09,0,1,0,0,0,0,1,0,1,123.981,3,4,12.38
13.16,0,1,0,0,0,0,1,0,1,124.365,3,4,12.38
13.23,0,1,0,0,0,0,1,0,1,124.748,3,4,12.38
13.3,0,1,0,0,0,0,1,0,1,125.129,3,4,12.38
13.37,0,1,0,0,0,0,1,0,1,125.509,3,4,12.38
13.44,0,1,0,0,0,0,1,0,1,125.888,4,4,12.38
13.51,0,1,0,0,0,0,1,0,1,126.266,4,4,12.38
13.58,0,1,0,0,0,0,1,0,1,126.643,4,4,12.38
13.65,0,1,0,0,0,0,1,0,1,127.018,4,4,12.38
13.72,0,1,0,0,0,0,1,0,1,127.393,4,4,12.38
13.79,0,1,0,0,0,0,1,0,1,127.766,4,4,12.38
13.86,0,1,0,0,0,0,1,0,1,128.138,4,4,12.38
13.93,0,1,0,0,0,0,1,0,1,128.509,4,4,12.38
14,0,1,0,0,0,0,1,0,1,128.878,4,4,12.38
14.07,0,1,0,0,0,0,1,0,1,129.247,4,4,12.38
14.14,0,1,0,0,0,0,1,0,1,129.614,4,4,12.38
14.21,0,1,0,0,0,0,1,0,1,129.981,4,4,12.38
14.28,0,1,0,0,0,0,1,0,1,130.346,4,4,12.38
14.35,0,1,0,0,0,0,1,0,1,130.71,4,4,12.38
14.42,0,1,0,0,0,0,1,0,1,131.073,4,4,12.38
14.49,0,1,0,0,0,0,1,0,1,131.434,4,4,12.38
14.56,0,1,0,0,0,0,1,0,1,131.795,4,4,12.38
14.63,0,1,0,0,0,0,1,0,1,132.155,4,4,12.38
14.7,0,1,0,0,0,0,1,0,1,132.513,4,4,12.38
14.77,0,1,0,0,0,0,1,0,1,132.87,4,4,12.38
14.84,0,1,0,0,0,0,1,0,1,133.226,4,4,12.38
14.91,0,1,0,0,0,0,1,0,1,133.581,4,4,12.38
14.98,0,1,0,0,0,0,1,0,1,133.935,4,4,12.38
15.05,0,1,0,0,0,0,1,0,1,134.288,4,4,12.38
15.12,0,1,0,0,0,0,1,0,1,134.639,4,4,12.38
15.19,0,1,0,0,0,0,1,0,1,134.99,4,4,12.38
15.26,0,1,0,0,0,0,1,0,1,135.339,4,4,12.38
15.33,0,1,0,0,0,0,1,0,1,135.688,4,4,12.38
15.4,0,1,0,0,0,0,1,0,1,136.035,4,4,12.38
15.47,0,1,0,0,0,0,1,0,1,136.381,4,4,12.38
15.54,0,1,0,0,0,0,1,0,1,136.726,4,4,12.38
15.61,0,1,0,0,0,0,1,0,1,137.07,4,4,12.38
15.68,0,1,0,0,0,0,1,0,1,137.413,4,4,12.38
15.75,0,1,0,0,0,0,1,0,1,137.754,4,4,12.38
15.82,0,1,0,0,0,0,1,0,1,138.095,4,4,12.38
15.89,0,1,0,0,0,0,1,0,1,138.435,4,4,12.38
15.96,0,1,0,0,0,0,1,0,1,138.773,4,4,12.38
16.03,0,1,0,0,0,0,1,0,1,139.111,4,4,12.38
16.1,0,1,0,0,0,0,1,0,1,139.447,4,4,12.38
16.17,0,1,0,0,0,0,1,0,1,139.782,4,4,12.38
16.24,0,1,0,0,0,0,1,0,1,140.117,4,4,12.38
16.31,0,1,0,0,0,0,1,0,1,140.45,4,4,12.38
16.38,0,1,0,0,0,0,1,0,1,140.782,4,4,12.38
16.45,0,1,0,0,0,0,1,0,1,141.113,4,4,12.38
16.52,0,1,0,0,0,0,1,0,1,141.443,4,4,12.38
16.59,0,1,0,0,0,0,1,0,1,141.772,4,4,12.38
16.66,0,1,0,0,0,0,1,0,1,142.1,4,4,12.38
16.73,0,1,0,0,0,0,1,0,1,142.427,4,4,12.38
16.8,0,1,0,0,0,0,1,0,1,142.753,4,4,12.38
16.87,0,1,0,0,0,0,1,0,1,143.078,4,4,12.38
16.94,0,1,0,0,0,0,1,0,1,143.402,4,4,12.38
17.01,0,1,0,0,0,0,1,0,1,143.724,4,4,12.38
17.08,0,1,0,0,0,0,1,0,1,144.045,4,4,12.38
17.15,0,1,0,0,0,0,1,0,1,144.364,4,4,12.38
17.22,0,1,0,0,0,0,1,0,1,144.682,4,4,12.38
17.29,0,1,0,0,0,0,1,0,1,144.998,4,4,12.38
17.36,0,1,0,0,0,0,1,0,1,145.312,4,4,12.38
17.43,0,1,0,0,0,0,1,0,1,145.625,4,4,12.38
17.5,0,1,0,0,0,0,1,0,1,145.936,4,4,12.38
17.57,0,1,0,0,0,0,1,0,1,146.246,4,4,12.38
17.64,0,1,0,0,0,0,1,0,1,146.554,4,4,12.38
17.71,0,1,0,0,0,0,1,0,1,146.86,4,4,12.38
17.78,0,1,0,0,0,0,1,0,1,147.165,4,4,12.38
17.85,0,1,0,0,0,0,1,0,1,147.468,4,4,12.38
17.92,0,1,0,0,0,0,1,0,1,147.77,4,4,12.38
17.99,0,1,0,0,0,0,1,0,1,148.07,4,4,12.38
18.06,0,1,0,0,0,0,1,0,1,148.368,4,4,12.38
18.13,0,1,0,0,0,0,1,0,1,148.665,4,4,12.38
18.2,0,1,0,0,0,0,1,0,1,148.96,4,4,12.38
18.27,0,1,0,0,0,0,1,0,1,149.254,4,4,12.38
18.34,0,1,0,0,0,0,1,0,1,149.546,4,4,12.38
18.41,0,1,0,0,0,0,1,0,1,149.837,4,4,12.38
18.48,0,1,0,0,0,0,1,0,1,150.126,4,4,12.38
18.55,0,1,0,0,0,0,1,0,1,150.414,4,4,12.38
18.62,0,1,0,0,0,0,1,0,1,150.7,4,4,12.38
18.69,0,1,0,0,0,0,1,0,1,150.985,4,4,12.38
18.76,0,1,0,0,0,0,1,0,1,151.268,4,4,12.38
18.83,0,1,0,0,0,0,1,0,1,151.55,4,4,12.38
18.9,0,1,0,0,0,0,1,0,1,151.83,4,4,12.38
18.97,0,1,0,0,0,0,1,0,1,152.109,4,4,12.38
19.04,0,1,0,0,0,0,1,0,1,152.386,4,4,12.38
19.11,0,1,0,0,0,0,1,0,1,152.662,4,4,12.38
19.18,0,1,0,0,0,0,1,0,1,152.936,4,4,12.38
19.25,0,1,0,0,0,0,1,0,1,153.209,4,4,12.38
19.32,0,1,0,0,0,0,1,0,1,153.48,4,4,12.38
19.39,0,1,0,0,0,0,1,0,1,153.75,4,4,12.38
19.46,0,1,0,0,0,0,1,0,1,154.019,4,4,12.38
19.53,0,1,0,0,0,0,1,0,1,153.871,4,4,12.38
19.6,0,1,0,0,0,0,1,0,1,153.484,4,4,12.38
19.67,0,1,0,0,0,0,1,0,1,152.65,4,4,12.38
19.74,0,1,0,0,0,0,1,0,1,152.588,4,4,12.38
19.81,0,1,0,0,0,0,1,0,1,151.221,4,4,12.38
19.88,0,1,0,0,0,0,1,0,1,150.832,4,4,12.38
19.95,0,1,0,0,0,0,1,0,1,150.816,4,4,12.38
20.02,0,1,0,0,0,0,1,0,1,150.897,4,4,12.38
20.09,0,1,0,0,0,0,1,0,1,151.161,4,4,12.38
20.16,0,1,0,0,0,0,1,0,1,151.425,4,4,12.38
20.23,0,1,0,0,0,0,1,0,1,151.688,4,4,12.38
20.3,0,1,0,0,0,0,1,0,1,151.951,4,4,12.38
20.37,0,1,0,0,0,0,1,0,1,152.213,4,4,12.38
20.44,0,1,0,0,0,0,1,0,1,152.474,4,4,12.38
20.51,0,1,0,0,0,0,1,0,1,152.735,4,4,12.38
20.58,0,1,0,0,0,0,1,0,1,152.996,4,4,12.38
20.65,0,1,0,0,0,0,1,0,1,153.255,4,4,12.38
20.72,0,1,0,0,0,0,1,0,1,153.515,4,4,12.38
20.79,0,1,0,0,0,0,1,0,1,153.773,4,4,12.38
20.86,0,1,0,0,0,0,1,0,1,154.031,4,4,12.38
20.93,0,1,0,0,0,0,1,0,1,154.288,4,4,12.38
21,0,1,0,0,0,0,1,0,1,154.545,4,4,12.38
21.07,0,1,0,0,0,0,1,0,1,154.801,4,4,12.38
21.14,0,1,0,0,0,0,1,0,1,155.057,4,4,12.38
21.21,0,1,0,0,0,0,1,0,1,155.312,4,4,12.38
21.28,0,1,0,0,0,0,1,0,1,155.566,4,4,12.38
21.35,0,1,0,0,0,0,1,0,1,155.82,4,4,12.38
21.42,0,1,0,0,0,0,1,0,1,156.074,4,4,12.38
21.49,0,1,0,0,0,0,1,0,1,156.326,4,4,12.38
21.56,0,1,0,0,0,0,1,0,1,156.578,4,4,12.38
21.63,0,1,0,0,0,0,1,0,1,156.83,4,4,12.38
21.7,0,1,0,0,0,0,1,0,1,157.081,4,4,12.38
21.77,0,1,0,0,0,0,1,0,1,157.331,4,4,12.38
21.84,0,1,0,0,0,0,1,0,1,157.581,4,4,12.38
21.91,0,1,0,0,0,0,1,0,1,157.83,4,4,12.38
21.98,0,1,0,0,0,0,1,0,1,158.079,4,4,12.38
22.05,0,1,0,0,0,0,1,0,1,158.327,4,4,12.38
22.12,0,1,0,0,0,0,1,0,1,158.574,4,4,12.38
22.19,0,1,0,0,0,0,1,0,1,158.821,4,4,12.38
22.26,0,1,0,0,0,0,1,0,1,159.067,4,4,12.38
22.33,0,1,0,0,0,0,1,0,1,159.313,4,4,12.38
22.4,0,1,0,0,0,0,1,0,1,159.558,4,4,12.38
22.47,0,1,0,0,0,0,1,0,1,159.803,4,4,12.38
22.54,0,1,0,0,0,0,1,0,1,160.047,4,5,22.53
22.61,0,1,0,0,0,0.14,0.86,0,1,160.29,4,5,22.53
22.68,0,1,0,0,0,0.28,0.72,0,1,160.533,4,5,22.53
22.75,0,1,0,0,0,0.42,0.58,0,1,160.776,4,5,22.53
22.82,0,1,0,0,0,0.56,0.44,0,1,161.017,4,5,22.53
22.89,0,1,0,0,0,0.7,0.3,0,1,161.258,4,5,22.53
22.96,0,1,0,0,0,0.84,0.16,0,1,161.499,4,5,22.53
23.03,0,1,0,0,0,0.98,0.02,0,1,161.739,4,5,22.53
23.1,0,1,0,0,0,1,0,0,1,161.979,4,5,22.53
23.17,0,1,0,0,0,1,0,0,1,162.217,4,5,22.53
23.24,0,1,0,0,0,1,0,0,1,162.456,4,5,22.53
23.31,0,1,0,0,0,1,0,0,1,162.694,4,5,22.53
23.38,0,1,0,0,0,1,0,0,1,162.931,4,5,22.53
23.45,0,1,0,0,0,1,0,0,1,163.167,4,5,22.53
23.52,0,1,0,0,0,1,0,0,1,163.404,4,5,22.53
23.59,0,1,0,0,0,1,0,0,1,163.639,5,5,22.53
23.66,0,1,0,0,0,1,0,0,1,163.874,5,5,22.53
23.73,0,1,0,0,0,1,0,0,1,164.108,5,5,22.53
23.8,0,1,0,0,0,1,0,0,1,164.342,5,5,22.53
23.87,0,1,0,0,0,1,0,0,1,164.576,5,5,22.53
23.94,0,1,0,0,0,1,0,0,1,164.808,5,5,22.53
24.01,0,1,0,0,0,1,0,0,1,165.041,5,5,22.53
24.08,0,1,0,0,0,1,0,0,1,165.272,5,5,22.53
24.15,0,1,0,0,0,1,0,0,1,165.503,5,5,22.53
24.22,0,1,0,0,0,1,0,0,1,165.734,5,5,22.53
24.29,0,1,0,0,0,1,0,0,1,165.964,5,5,22.53
24.36,0,1,0,0,0,1,0,0,1,166.193,5,5,22.53
24.43,0,1,0,0,0,1,0,0,1,166.422,5,5,22.53
24.5,0,1,0,0,0,1,0,0,1,166.651,5,5,22.53
24.57,0,1,0,0,0,1,0,0,1,166.878,5,5,22.53
24.64,0,1,0,0,0,1,0,0,1,167.106,5,5,22.53
24.71,0,1,0,0,0,1,0,0,1,167.332,5,5,22.53
24.78,0,1,0,0,0,1,0,0,1,167.554,5,5,22.53
24.85,1,1,0,0,0,1,0,0,1,167.041,5,6,24.82
24.92,1,1,0,0,0,1,0,0,1,167.777,5,6,24.82
24.99,1,1,0,0,0,1,0,0,1,167.679,5,6,24.82
25.06,1,1,0,0,0,1,0,0,1,167.552,5,6,24.82
25.13,1,1,0,0,0,1,0,0,1,167.417,5,6,24.82
25.2,1,1,0,0,0,1,0,0,1,167.281,5,6,24.82
25.27,1,1,0,0,0,1,0,0,1,167.145,5,6,24.82
25.34,1,1,0,0,0,1,0,0,1,167.01,5,6,24.82
25.41,1,1,0,0,0,1,0,0,1,166.875,5,6,24.82
25.48,1,1,0,0,0,1,0,0,1,166.74,5,6,24.82
25.55,1,1,0,0,0,1,0,0,1,166.605,5,6,24.82
25.62,1,1,0,0,0,1,0,0,1,166.47,5,6,24.82
25.69,1,1,0,0,0,1,0,0,1,166.335,5,6,24.82
25.76,1,1,0,0,0,1,0,0,1,166.201,5,6,24.82
25.83,1,1,0,0,0,1,0,0,1,166.066,5,6,24.82
25.9,1,1,0,0,0,1,0,0,1,165.932,6,6,24.82
25.97,1,1,0,0,0,1,0,0,1,165.798,6,6,24.82
26.04,1,1,0,0,0,1,0,0,1,165.664,6,6,24.82
26.11,1,1,0,0,0,1,0,0,1,165.531,6,6,24.82
26.18,1,1,0,0,0,1,0,0,1,165.397,6,6,24.82
26.25,1,1,0,0,0,1,0,0,1,165.234,6,6,24.82
26.32,1,1,0,0,0,1,0,0,1,164.774,6,6,24.82
26.39,1,1,0,0,0,1,0,0,1,163.516,6,6,24.82
26.46,1,1,0,0,0,1,0,0,1,161.844,6,6,24.82
26.53,1,1,0,0,0,1,0,0,1,159.99,6,6,24.82
26.6,1,1,0,0,0,1,0,0,1,158.117,6,6,24.82
26.67,1,1,0,0,0,1,0,0,1,156.245,6,6,24.82
26.74,1,1,0,0,0,1,0,0,1,154.376,6,6,24.82
26.81,1,1,0,0,0,1,0,0,1,152.508,6,6,24.82
26.88,1,1,0,0,0,1,0,0,1,150.642,6,6,24.82
26.95,1,1,0,0,0,1,0,0,1,148.778,6,6,24.82
27.02,1,1,0,0,0,1,0,0,1,146.916,6,6,24.82
27.09,1,1,0,0,0,1,0,0,1,145.056,6,6,24.82
27.16,1,1,0,0,0,1,0,0,1,143.198,6,6,24.82
27.23,1,1,0,0,0,1,0,0,1,141.341,6,6,24.82
27.3,1,1,0,0,0,1,0,0,1,139.486,6,6,24.82
27.37,1,1,0,0,0,1,0,0,1,137.632,6,6,24.82
27.44,1,1,0,0,0,1,0,0,1,135.781,6,6,24.82
27.51,1,1,0,0,0,1,0,0,1,133.931,6,6,24.82
27.58,1,1,0,0,0,1,0,0,1,132.083,6,6,24.82
27.65,1,1,0,0,0,1,0,0,1,130.236,6,6,24.82
27.72,1,1,0,0,0,1,0,0,1,128.391,6,6,24.82
27.79,1,1,0,0,0,1,0,0,1,126.548,6,6,24.82
27.86,1,1,0,0,0,1,0,0,1,124.706,6,6,24.82
27.93,1,1,0,0,0,1,0,0,1,122.867,6,6,24.82
28,1,1,0,0,0,1,0,0,1,121.029,6,6,24.82
28.07,1,1,0,0,0,1,0,0,1,119.192,6,6,24.82
