"time","egsCarSpeed"
1.76,22.754
1.77,23.02
1.78,23.285
1.79,23.548
1.8,23.809
1.81,24.068
1.82,24.325
1.83,24.581
1.84,24.836
1.85,25.079
1.86,25.312
1.87,25.55
1.88,25.806
1.89,26.078
1.9,26.35
1.91,26.615
1.92,26.868
1.93,27.109
1.94,27.34
1.95,27.568
1.96,27.797
1.97,28.029
1.98,28.264
1.99,28.502
2,28.741
2.01,28.981
2.02,29.221
2.03,29.459
2.04,29.695
2.05,29.929
2.06,30.16
2.07,30.39
2.08,30.62
2.09,30.848
2.1,31.076
2.11,31.303
2.12,31.53
2.13,31.756
2.14,31.981
2.15,32.206
2.16,32.429
2.17,32.651
2.18,32.873
2.19,33.093
2.2,33.313
2.21,33.532
2.22,33.75
2.23,33.967
2.24,34.183
2.25,34.398
2.26,34.613
2.27,34.826
2.28,35.039
2.29,35.251
2.3,35.462
2.31,35.672
2.32,35.882
2.33,36.09
2.34,36.298
2.35,36.505
2.36,36.711
2.37,36.916
2.38,37.121
2.39,37.326
2.4,37.529
2.41,37.731
2.42,37.932
2.43,38.132
2.44,38.331
2.45,38.53
2.46,38.728
2.47,38.925
2.48,38.86
2.49,38.73
2.5,38.613
2.51,38.55
2.52,38.549
2.53,38.607
2.54,38.674
2.55,38.73
2.56,38.754
2.57,38.729
2.58,38.652
2.59,38.534
2.6,38.376
2.61,38.193
2.62,38.746
2.63,39.432
2.64,39.653
2.65,39.729
2.66,39.706
2.67,39.658
2.68,38.006
2.69,37.039
2.7,37.979
2.71,38.708
2.72,38.989
2.73,39.04
2.74,39.028
2.75,39.031
2.76,39.063
2.77,39.082
2.78,39.119
2.79,39.16
2.8,39.207
2.81,39.257
2.82,39.316
2.83,39.374
2.84,39.446
2.85,39.519
2.86,39.605
2.87,39.695
2.88,39.787
2.89,39.897
2.9,40.002
2.91,40.114
2.92,40.236
2.93,40.371
2.94,40.501
2.95,40.644
2.96,40.791
2.97,40.941
2.98,40.983
2.99,41.073
3,41.207
3.01,41.359
3.02,41.515
3.03,41.671
3.04,41.826
3.05,41.979
3.06,42.132
3.07,42.283
3.08,42.435
3.09,42.586
3.1,42.737
3.11,42.887
3.12,43.038
3.13,43.187
3.14,43.337
3.15,43.486
3.16,43.635
3.17,43.784
3.18,43.932
3.19,44.08
3.2,44.227
3.21,44.375
3.22,44.522
3.23,44.668
3.24,44.809
3.25,44.952
3.26,45.102
3.27,45.25
3.28,45.401
3.29,45.551
3.3,45.697
3.31,45.842
3.32,45.986
3.33,46.129
3.34,46.273
3.35,46.418
3.36,46.563
3.37,46.709
3.38,46.854
3.39,46.998
3.4,47.142
3.41,47.285
3.42,47.427
3.43,47.57
3.44,47.714
3.45,47.859
3.46,48.003
3.47,48.147
3.48,48.29
3.49,48.433
3.5,48.576
3.51,48.719
3.52,48.861
3.53,49.004
3.54,49.146
3.55,49.288
3.56,49.43
3.57,49.572
3.58,49.713
3.59,49.855
3.6,49.996
3.61,50.137
3.62,50.278
3.63,50.418
3.64,50.559
3.65,50.699
3.66,50.839
3.67,50.979
3.68,51.119
3.69,51.258
3.7,51.397
3.71,51.537
3.72,51.676
3.73,51.814
3.74,51.953
3.75,52.091
3.76,52.23
3.77,52.368
3.78,52.505
3.79,52.643
3.8,52.781
3.81,52.918
3.82,53.055
3.83,53.192
3.84,53.329
3.85,53.465
3.86,53.602
3.87,53.738
3.88,53.874
3.89,54.01
3.9,54.146
3.91,54.281
3.92,54.417
3.93,54.552
3.94,54.687
3.95,54.821
3.96,54.956
3.97,55.09
3.98,55.225
3.99,55.359
4,55.493
4.01,55.626
4.02,55.76
4.03,55.893
4.04,56.026
4.05,56.159
4.06,56.292
4.07,56.425
4.08,56.557
4.09,56.69
4.1,56.822
4.11,56.954
4.12,57.085
4.13,57.217
4.14,57.348
4.15,57.479
4.16,57.61
4.17,57.741
4.18,57.872
4.19,58.002
4.2,58.133
4.21,58.263
4.22,58.393
4.23,58.523
4.24,58.652
4.25,58.782
4.26,58.911
4.27,59.04
4.28,59.169
4.29,59.298
4.3,59.426
4.31,59.555
4.32,59.683
4.33,59.811
4.34,59.939
4.35,60.066
4.36,60.194
4.37,60.321
4.38,60.448
4.39,60.575
4.4,60.702
4.41,60.829
4.42,60.955
4.43,61.081
4.44,61.208
4.45,61.334
4.46,61.459
4.47,61.585
4.48,61.71
4.49,61.835
4.5,61.961
4.51,62.085
4.52,62.21
4.53,62.335
4.54,62.459
4.55,62.583
4.56,62.707
4.57,62.831
4.58,62.955
4.59,63.078
4.6,63.202
4.61,63.325
4.62,63.448
4.63,63.571
4.64,63.693
4.65,63.816
4.66,63.938
4.67,64.06
4.68,64.182
4.69,64.304
4.7,64.426
4.71,64.547
4.72,64.668
4.73,64.79
4.74,64.911
4.75,65.031
4.76,65.152
4.77,65.272
4.78,65.393
4.79,65.513
4.8,65.633
4.81,65.753
4.82,65.872
4.83,65.992
4.84,66.111
4.85,66.23
4.86,66.349
4.87,66.468
4.88,66.587
4.89,66.705
4.9,66.823
4.91,66.941
4.92,67.059
4.93,67.177
4.94,67.295
4.95,67.412
4.96,67.53
4.97,67.647
4.98,67.764
4.99,67.881
5,67.997
5.01,68.114
5.02,68.23
5.03,68.347
5.04,68.463
5.05,68.579
5.06,68.694
5.07,68.81
5.08,68.925
5.09,69.04
5.1,69.156
5.11,69.27
5.12,69.385
5.13,69.5
5.14,69.614
5.15,69.729
5.16,69.843
5.17,69.957
5.18,70.07
5.19,70.184
5.2,70.297
5.21,70.408
5.22,70.52
5.23,70.632
5.24,70.744
5.25,70.856
5.26,70.969
5.27,71.08
5.28,71.191
5.29,71.302
5.3,71.413
5.31,71.523
5.32,71.633
5.33,71.743
5.34,71.853
5.35,71.962
5.36,72.071
5.37,72.18
5.38,72.288
5.39,72.396
5.4,72.504
5.41,72.612
5.42,72.719
5.43,72.826
5.44,72.933
5.45,73.039
5.46,73.145
5.47,73.251
5.48,73.357
5.49,73.462
5.5,73.567
5.51,73.672
5.52,73.777
5.53,73.881
5.54,73.985
5.55,74.089
5.56,74.192
5.57,74.296
5.58,74.399
5.59,74.501
5.6,74.604
5.61,74.706
5.62,74.808
5.63,74.909
5.64,75.011
5.65,75.112
5.66,75.213
5.67,75.313
5.68,75.414
5.69,75.514
5.7,75.614
5.71,75.713
5.72,75.812
5.73,75.911
5.74,76.01
5.75,76.109
5.76,76.207
5.77,76.305
5.78,76.403
5.79,76.5
5.8,76.598
5.81,76.695
5.82,76.791
5.83,76.888
5.84,76.984
5.85,77.08
5.86,74.925
5.87,74.475
5.88,76.259
5.89,77.108
5.9,77.701
5.91,78.064
5.92,78.253
5.93,78.367
5.94,78.456
5.95,78.541
5.96,78.629
5.97,78.717
5.98,78.805
5.99,78.894
6,78.982
6.01,79.071
6.02,79.159
6.03,79.248
6.04,79.336
6.05,79.425
6.06,79.513
6.07,79.601
6.08,79.689
6.09,79.777
6.1,79.865
6.11,79.953
6.12,80.041
6.13,80.129
6.14,80.217
6.15,80.305
6.16,80.393
6.17,80.48
6.18,80.568
6.19,80.655
6.2,80.743
6.21,80.83
6.22,80.918
6.23,81.005
6.24,81.093
6.25,81.18
6.26,81.267
6.27,81.354
6.28,81.441
6.29,81.528
6.3,81.615
6.31,81.702
6.32,81.789
6.33,81.876
6.34,81.962
6.35,82.049
6.36,82.136
6.37,82.222
6.38,82.309
6.39,82.395
6.4,82.482
6.41,82.568
6.42,82.655
6.43,82.741
6.44,82.827
6.45,82.913
6.46,82.999
6.47,83.085
6.48,83.171
6.49,83.257
6.5,83.343
6.51,83.429
6.52,83.515
6.53,83.601
6.54,83.686
6.55,83.772
6.56,83.857
6.57,83.943
6.58,84.028
6.59,84.114
6.6,84.199
6.61,84.284
6.62,84.37
6.63,84.455
6.64,84.54
6.65,84.625
6.66,84.71
6.67,84.795
6.68,84.88
6.69,84.965
6.7,85.05
6.71,85.134
6.72,85.219
6.73,85.304
6.74,85.388
6.75,85.473
6.76,85.557
6.77,85.642
6.78,85.726
6.79,85.811
6.8,85.895
6.81,85.979
6.82,86.063
6.83,86.147
6.84,86.231
6.85,86.315
6.86,86.399
6.87,86.483
6.88,86.567
6.89,86.651
6.9,86.735
6.91,86.818
6.92,86.902
6.93,86.986
6.94,87.069
6.95,87.153
6.96,87.236
6.97,87.319
6.98,87.403
6.99,87.486
7,87.569
7.01,87.652
7.02,87.735
7.03,87.818
7.04,87.901
7.05,87.984
7.06,88.067
7.07,88.15
7.08,88.233
7.09,88.316
7.1,88.398
7.11,88.481
7.12,88.564
7.13,88.646
7.14,88.729
7.15,88.811
7.16,88.893
7.17,88.976
7.18,89.058
7.19,89.14
7.2,89.222
7.21,89.304
7.22,89.386
7.23,89.468
7.24,89.55
7.25,89.632
7.26,89.714
7.27,89.796
7.28,89.878
7.29,89.959
7.3,90.041
7.31,90.122
7.32,90.204
7.33,90.285
7.34,90.367
7.35,90.448
7.36,90.529
7.37,90.611
7.38,90.692
7.39,90.773
7.4,90.854
7.41,90.935
7.42,91.016
7.43,91.097
7.44,91.178
7.45,91.259
7.46,91.34
7.47,91.42
7.48,91.501
7.49,91.582
7.5,91.662
7.51,91.743
7.52,91.823
7.53,91.904
7.54,91.984
7.55,92.064
7.56,92.145
7.57,92.225
7.58,92.305
7.59,92.385
7.6,92.465
7.61,92.545
7.62,92.625
7.63,92.705
7.64,92.785
7.65,92.865
7.66,92.944
7.67,93.024
7.68,93.104
7.69,93.183
7.7,93.263
7.71,93.342
7.72,93.422
7.73,93.501
7.74,93.58
7.75,93.66
7.76,93.739
7.77,93.818
7.78,93.897
7.79,93.976
7.8,94.055
7.81,94.134
7.82,94.213
7.83,94.292
7.84,94.371
7.85,94.45
7.86,94.528
7.87,94.607
7.88,94.686
7.89,94.764
7.9,94.843
7.91,94.921
7.92,94.999
7.93,95.078
7.94,95.156
7.95,95.234
7.96,95.312
7.97,95.391
7.98,95.469
7.99,95.547
8,95.625
8.01,95.703
8.02,95.781
8.03,95.858
8.04,95.936
8.05,96.014
8.06,96.092
8.07,96.169
8.08,96.247
8.09,96.324
8.1,96.402
8.11,96.479
8.12,96.556
8.13,96.634
8.14,96.711
8.15,96.788
8.16,96.865
8.17,96.943
8.18,97.02
8.19,97.097
8.2,97.174
8.21,97.251
8.22,97.327
8.23,97.404
8.24,97.481
8.25,97.558
8.26,97.634
8.27,97.711
8.28,97.787
8.29,97.864
8.3,97.94
8.31,98.017
8.32,98.093
8.33,98.169
8.34,98.246
8.35,98.322
8.36,98.398
8.37,98.474
8.38,98.55
8.39,98.626
8.4,98.702
8.41,98.778
8.42,98.854
8.43,98.93
8.44,99.005
8.45,99.081
8.46,99.157
8.47,99.232
8.48,99.308
8.49,99.383
8.5,99.459
8.51,99.534
8.52,99.61
8.53,99.685
8.54,99.76
8.55,99.835
8.56,99.91
8.57,99.985
8.58,100.06
8.59,100.135
8.6,100.21
8.61,100.285
8.62,100.36
8.63,100.435
8.64,100.51
8.65,100.584
8.66,100.659
8.67,100.734
8.68,100.808
8.69,100.883
8.7,100.957
8.71,101.031
8.72,101.106
8.73,101.18
8.74,101.254
8.75,101.328
8.76,101.403
8.77,101.477
8.78,101.551
8.79,101.625
8.8,101.699
8.81,101.773
8.82,101.846
8.83,101.92
8.84,101.994
8.85,102.068
8.86,102.141
8.87,102.215
8.88,102.288
8.89,102.362
8.9,102.436
8.91,102.509
8.92,102.582
8.93,102.655
8.94,102.729
8.95,102.802
8.96,102.875
8.97,102.948
8.98,103.021
8.99,103.094
9,103.167
9.01,103.24
9.02,103.313
9.03,103.386
9.04,103.459
9.05,103.531
9.06,103.604
9.07,103.677
9.08,103.749
9.09,103.822
9.1,103.894
9.11,103.967
9.12,104.039
9.13,104.111
9.14,104.184
9.15,104.256
9.16,104.328
9.17,104.4
9.18,104.472
9.19,104.544
9.2,104.616
9.21,104.688
9.22,104.76
9.23,104.832
9.24,104.904
9.25,104.976
9.26,105.048
9.27,105.119
9.28,105.191
9.29,105.262
9.3,105.334
9.31,105.405
9.32,105.477
9.33,105.548
9.34,105.62
9.35,105.691
9.36,105.762
9.37,105.833
9.38,105.904
9.39,105.976
9.4,106.047
9.41,106.118
9.42,106.189
9.43,106.259
9.44,106.33
9.45,106.401
9.46,106.472
9.47,106.543
9.48,106.613
9.49,106.684
9.5,106.755
9.51,106.825
9.52,106.896
9.53,106.966
9.54,107.036
9.55,107.107
9.56,107.177
9.57,107.247
9.58,107.317
9.59,107.388
9.6,107.458
9.61,107.528
9.62,107.598
9.63,107.668
9.64,107.738
9.65,107.808
9.66,107.877
9.67,107.947
9.68,108.016
9.69,108.085
9.7,108.155
9.71,108.224
9.72,108.294
9.73,108.363
9.74,108.432
9.75,108.501
9.76,108.57
9.77,108.639
9.78,108.708
9.79,108.777
9.8,108.846
9.81,108.914
9.82,108.983
9.83,109.051
9.84,109.12
9.85,109.188
9.86,109.256
9.87,109.324
9.88,109.392
9.89,109.46
9.9,109.528
9.91,109.596
9.92,109.664
9.93,109.732
9.94,109.799
9.95,109.867
9.96,109.934
9.97,110.002
9.98,110.069
9.99,110.136
10,110.203
10.01,110.27
10.02,110.337
10.03,110.404
10.04,110.471
10.05,110.538
10.06,110.604
10.07,110.671
10.08,110.737
10.09,110.804
10.1,110.87
10.11,110.936
10.12,111.002
10.13,111.069
10.14,111.135
10.15,111.201
10.16,111.266
10.17,111.332
10.18,111.398
10.19,111.464
10.2,111.529
10.21,111.595
10.22,111.66
10.23,111.725
10.24,111.791
10.25,111.856
10.26,111.921
10.27,111.986
10.28,112.051
10.29,112.116
10.3,112.181
10.31,112.245
10.32,112.31
10.33,112.374
10.34,112.439
10.35,112.503
10.36,112.568
10.37,112.632
10.38,112.696
10.39,112.76
10.4,112.824
10.41,112.888
10.42,112.952
10.43,113.016
10.44,113.08
10.45,113.143
10.46,113.207
10.47,113.27
10.48,113.334
10.49,113.397
10.5,113.461
10.51,113.524
10.52,113.587
10.53,113.65
10.54,113.713
10.55,113.776
10.56,113.839
10.57,113.901
10.58,113.964
10.59,114.027
10.6,114.089
10.61,114.152
10.62,114.214
10.63,114.276
10.64,114.339
10.65,114.401
10.66,114.463
10.67,114.525
10.68,114.587
10.69,114.649
10.7,114.71
10.71,114.772
10.72,114.834
10.73,114.895
10.74,114.957
10.75,115.018
10.76,115.08
10.77,115.141
10.78,115.202
10.79,115.263
10.8,115.324
10.81,115.385
10.82,115.446
10.83,115.507
10.84,115.568
10.85,115.629
10.86,115.565
10.87,115.565
10.88,115.594
10.89,115.623
10.9,115.653
10.91,115.678
10.92,115.686
10.93,115.696
10.94,115.689
10.95,115.687
10.96,115.673
10.97,115.645
10.98,115.623
10.99,115.589
11,115.552
11.01,115.497
11.02,115.444
11.03,115.381
11.04,115.315
11.05,115.234
11.06,115.156
11.07,115.063
11.08,114.973
11.09,114.87
11.1,114.759
11.11,114.648
11.12,114.52
11.13,114.399
11.14,114.259
11.15,114.146
11.16,114.866
11.17,115.108
11.18,115.201
11.19,113.189
11.2,113.675
11.21,113.968
11.22,114.071
11.23,114.083
11.24,114.074
11.25,114.051
11.26,114.031
11.27,114.021
11.28,114.023
11.29,114.032
11.3,114.048
11.31,114.074
11.32,114.109
11.33,114.148
11.34,114.195
11.35,114.264
11.36,114.193
11.37,114.196
11.38,114.237
11.39,114.295
11.4,114.355
11.41,114.415
11.42,114.475
11.43,114.534
11.44,114.593
11.45,114.652
11.46,114.711
11.47,114.77
11.48,114.828
11.49,114.887
11.5,114.946
11.51,115.005
11.52,115.064
11.53,115.122
11.54,115.181
11.55,115.24
11.56,115.298
11.57,115.357
11.58,115.416
11.59,115.474
11.6,115.533
11.61,115.591
11.62,115.65
11.63,115.708
11.64,115.767
11.65,115.825
11.66,115.883
11.67,115.942
11.68,116
11.69,116.058
11.7,116.117
11.71,116.175
11.72,116.233
11.73,116.291
11.74,116.35
11.75,116.408
11.76,116.466
11.77,116.524
11.78,116.582
11.79,116.64
11.8,116.698
11.81,116.756
11.82,116.814
11.83,116.872
11.84,116.93
11.85,116.988
11.86,117.046
11.87,117.104
11.88,117.162
11.89,117.22
11.9,117.277
11.91,117.335
11.92,117.393
11.93,117.451
11.94,117.508
11.95,117.566
11.96,117.624
11.97,117.681
11.98,117.739
11.99,117.797
12,117.854
12.01,117.912
12.02,117.969
12.03,118.027
12.04,118.084
12.05,118.142
12.06,118.199
12.07,118.256
12.08,118.314
12.09,118.371
12.1,118.428
12.11,118.486
12.12,118.543
12.13,118.6
12.14,118.657
12.15,118.714
12.16,118.772
12.17,118.829
12.18,118.886
12.19,118.943
12.2,119
12.21,119.057
12.22,119.114
12.23,119.171
12.24,119.228
12.25,119.285
12.26,119.342
12.27,119.399
12.28,119.456
12.29,119.513
12.3,119.569
12.31,119.626
12.32,119.683
12.33,119.74
12.34,119.796
12.35,119.853
12.36,119.91
12.37,119.966
12.38,120.023
12.39,120.08
12.4,120.136
12.41,120.193
12.42,120.249
12.43,120.306
12.44,120.362
12.45,120.419
12.46,120.475
12.47,120.532
12.48,120.588
12.49,120.644
12.5,120.701
12.51,120.757
12.52,120.813
12.53,120.87
12.54,120.926
12.55,120.982
12.56,121.038
12.57,121.094
12.58,121.15
12.59,121.207
12.6,121.263
12.61,121.319
12.62,121.375
12.63,121.431
12.64,121.487
12.65,121.543
12.66,121.599
12.67,121.655
12.68,121.711
12.69,121.766
12.7,121.822
12.71,121.878
12.72,121.934
12.73,121.99
12.74,122.045
12.75,122.101
12.76,122.157
12.77,122.212
12.78,122.268
12.79,122.324
12.8,122.379
12.81,122.435
12.82,122.49
12.83,122.546
12.84,122.602
12.85,122.657
12.86,122.712
12.87,122.768
12.88,122.823
12.89,122.879
12.9,122.934
12.91,122.989
12.92,123.045
12.93,123.1
12.94,123.155
12.95,123.211
12.96,123.266
12.97,123.321
12.98,123.376
12.99,123.431
13,123.486
13.01,123.542
13.02,123.597
13.03,123.652
13.04,123.707
13.05,123.762
13.06,123.817
13.07,123.872
13.08,123.927
13.09,123.981
13.1,124.036
13.11,124.091
13.12,124.146
13.13,124.201
13.14,124.256
13.15,124.31
13.16,124.365
13.17,124.42
13.18,124.475
13.19,124.529
13.2,124.584
13.21,124.638
13.22,124.693
13.23,124.748
13.24,124.802
13.25,124.857
13.26,124.911
13.27,124.966
13.28,125.02
13.29,125.075
13.3,125.129
13.31,125.183
13.32,125.238
13.33,125.292
13.34,125.346
13.35,125.401
13.36,125.455
13.37,125.509
13.38,125.563
13.39,125.618
13.4,125.672
13.41,125.726
13.42,125.78
13.43,125.834
13.44,125.888
13.45,125.942
13.46,125.996
13.47,126.05
13.48,126.104
13.49,126.158
13.5,126.212
13.51,126.266
13.52,126.32
13.53,126.374
13.54,126.428
13.55,126.481
13.56,126.535
13.57,126.589
13.58,126.643
13.59,126.696
13.6,126.75
13.61,126.804
13.62,126.857
13.63,126.911
13.64,126.965
13.65,127.018
13.66,127.072
13.67,127.125
13.68,127.179
13.69,127.232
13.7,127.286
13.71,127.339
13.72,127.393
13.73,127.446
13.74,127.499
13.75,127.553
13.76,127.606
13.77,127.659
13.78,127.712
13.79,127.766
13.8,127.819
13.81,127.872
13.82,127.925
13.83,127.978
13.84,128.032
13.85,128.085
13.86,128.138
13.87,128.191
13.88,128.244
13.89,128.297
13.9,128.35
13.91,128.403
13.92,128.456
13.93,128.509
13.94,128.562
13.95,128.614
13.96,128.667
13.97,128.72
13.98,128.773
13.99,128.826
14,128.878
14.01,128.931
14.02,128.984
14.03,129.036
14.04,129.089
14.05,129.142
14.06,129.194
14.07,129.247
14.08,129.3
14.09,129.352
14.1,129.405
14.11,129.457
14.12,129.51
14.13,129.562
14.14,129.614
14.15,129.667
14.16,129.719
14.17,129.772
14.18,129.824
14.19,129.876
14.2,129.928
14.21,129.981
14.22,130.033
14.23,130.085
14.24,130.137
14.25,130.189
14.26,130.242
14.27,130.294
14.28,130.346
14.29,130.398
14.3,130.45
14.31,130.502
14.32,130.554
14.33,130.606
14.34,130.658
14.35,130.71
14.36,130.762
14.37,130.814
14.38,130.866
14.39,130.917
14.4,130.969
14.41,131.021
14.42,131.073
14.43,131.124
14.44,131.176
14.45,131.228
14.46,131.28
14.47,131.331
14.48,131.383
14.49,131.434
14.5,131.486
14.51,131.538
14.52,131.589
14.53,131.641
14.54,131.692
14.55,131.744
14.56,131.795
14.57,131.846
14.58,131.898
14.59,131.949
14.6,132.001
14.61,132.052
14.62,132.103
14.63,132.155
14.64,132.206
14.65,132.257
14.66,132.308
14.67,132.359
14.68,132.411
14.69,132.462
14.7,132.513
14.71,132.564
14.72,132.615
14.73,132.666
14.74,132.717
14.75,132.768
14.76,132.819
14.77,132.87
14.78,132.921
14.79,132.972
14.8,133.023
14.81,133.074
14.82,133.125
14.83,133.175
14.84,133.226
14.85,133.277
14.86,133.328
14.87,133.378
14.88,133.429
14.89,133.48
14.9,133.531
14.91,133.581
14.92,133.632
14.93,133.682
14.94,133.733
14.95,133.784
14.96,133.834
14.97,133.885
14.98,133.935
14.99,133.985
15,134.036
15.01,134.086
15.02,134.137
15.03,134.187
15.04,134.237
15.05,134.288
15.06,134.338
15.07,134.388
15.08,134.439
15.09,134.489
15.1,134.539
15.11,134.589
15.12,134.639
15.13,134.689
15.14,134.74
15.15,134.79
15.16,134.84
15.17,134.89
15.18,134.94
15.19,134.99
15.2,135.04
15.21,135.09
15.22,135.14
15.23,135.19
15.24,135.24
15.25,135.289
15.26,135.339
15.27,135.389
15.28,135.439
15.29,135.489
15.3,135.538
15.31,135.588
15.32,135.638
15.33,135.688
15.34,135.737
15.35,135.787
15.36,135.836
15.37,135.886
15.38,135.936
15.39,135.985
15.4,136.035
15.41,136.084
15.42,136.134
15.43,136.183
15.44,136.233
15.45,136.282
15.46,136.331
15.47,136.381
15.48,136.43
15.49,136.479
15.5,136.529
15.51,136.578
15.52,136.627
15.53,136.677
15.54,136.726
15.55,136.775
15.56,136.824
15.57,136.873
15.58,136.922
15.59,136.972
15.6,137.021
15.61,137.07
15.62,137.119
15.63,137.168
15.64,137.217
15.65,137.266
15.66,137.315
15.67,137.364
15.68,137.413
15.69,137.461
15.7,137.51
15.71,137.559
15.72,137.608
15.73,137.657
15.74,137.706
15.75,137.754
15.76,137.803
15.77,137.852
15.78,137.9
15.79,137.949
15.8,137.998
15.81,138.046
15.82,138.095
15.83,138.144
15.84,138.192
15.85,138.241
15.86,138.289
15.87,138.338
15.88,138.386
15.89,138.435
15.9,138.483
15.91,138.531
15.92,138.58
15.93,138.628
15.94,138.677
15.95,138.725
15.96,138.773
15.97,138.821
15.98,138.87
15.99,138.918
16,138.966
16.01,139.014
16.02,139.062
16.03,139.111
16.04,139.159
16.05,139.207
16.06,139.255
16.07,139.303
16.08,139.351
16.09,139.399
16.1,139.447
16.11,139.495
16.12,139.543
16.13,139.591
16.14,139.639
16.15,139.687
16.16,139.735
16.17,139.782
16.18,139.83
16.19,139.878
16.2,139.926
16.21,139.974
16.22,140.021
16.23,140.069
16.24,140.117
16.25,140.164
16.26,140.212
16.27,140.26
16.28,140.307
16.29,140.355
16.3,140.402
16.31,140.45
16.32,140.497
16.33,140.545
16.34,140.592
16.35,140.64
16.36,140.687
16.37,140.735
16.38,140.782
16.39,140.829
16.4,140.877
16.41,140.924
16.42,140.971
16.43,141.019
16.44,141.066
16.45,141.113
16.46,141.16
16.47,141.208
16.48,141.255
16.49,141.302
16.5,141.349
16.51,141.396
16.52,141.443
16.53,141.49
16.54,141.537
16.55,141.584
16.56,141.631
16.57,141.678
16.58,141.725
16.59,141.772
16.6,141.819
16.61,141.866
16.62,141.913
16.63,141.96
16.64,142.007
16.65,142.053
16.66,142.1
16.67,142.147
16.68,142.194
16.69,142.24
16.7,142.287
16.71,142.334
16.72,142.38
16.73,142.427
16.74,142.474
16.75,142.52
16.76,142.567
16.77,142.613
16.78,142.66
16.79,142.706
16.8,142.753
16.81,142.799
16.82,142.846
16.83,142.892
16.84,142.939
16.85,142.985
16.86,143.031
16.87,143.078
16.88,143.124
16.89,143.17
16.9,143.217
16.91,143.263
16.92,143.309
16.93,143.355
16.94,143.402
16.95,143.448
16.96,143.494
16.97,143.54
16.98,143.586
16.99,143.632
17,143.678
17.01,143.724
17.02,143.77
17.03,143.816
17.04,143.862
17.05,143.907
17.06,143.953
17.07,143.999
17.08,144.045
17.09,144.09
17.1,144.136
17.11,144.182
17.12,144.227
17.13,144.273
17.14,144.319
17.15,144.364
17.16,144.41
17.17,144.455
17.18,144.5
17.19,144.546
17.2,144.591
17.21,144.636
17.22,144.682
17.23,144.727
17.24,144.772
17.25,144.817
17.26,144.863
17.27,144.908
17.28,144.953
17.29,144.998
17.3,145.043
17.31,145.088
17.32,145.133
17.33,145.178
17.34,145.223
17.35,145.267
17.36,145.312
17.37,145.357
17.38,145.402
17.39,145.447
17.4,145.491
17.41,145.536
17.42,145.58
17.43,145.625
17.44,145.67
17.45,145.714
17.46,145.759
17.47,145.803
17.48,145.847
17.49,145.892
17.5,145.936
17.51,145.981
17.52,146.025
17.53,146.069
17.54,146.113
17.55,146.157
17.56,146.202
17.57,146.246
17.58,146.29
