    "time","Resistor_1.R","Resistor_1.v","Triphasic_Rectifier_1.I1.v","Triphasic_Rectifier_1.I2.v","Triphasic_Rectifier_1.I3.v"
    0.0127,         1, 524.64083,-233.38171,-61.492193, 294.87589
    0.0128,         1, 528.24704,-239.72933, -51.88187, 291.61323
    0.0129,         1, 531.33193,-245.84035,-42.220346, 288.06278
     0.013,         1, 533.89246,-251.70876,-32.517155, 284.22805
    0.0131,         1,  535.9261,-257.32877,-22.781874, 280.11282
    0.0132,         1, 537.43084,-262.69482,-13.024109, 275.72116
    0.0133,         1,  538.4052,-267.80162,-3.2534911, 271.05738
    0.0134,         1, 538.84822,-272.64413, 6.5203375, 266.12611
    0.0135,         1, 538.75946,-277.21757, 16.287731, 260.93219
    0.0136,         1,   538.139,-281.51744, 26.039051, 255.48077
    0.0137,         1, 536.98747,-285.53947, 35.764673, 249.77722
    0.0138,         1, 535.30599,-289.27972,    45.455, 243.82717
    0.0139,         1, 533.09622,-292.73447, 55.100468, 237.63649
     0.014,         1, 530.36035,-295.90033, 64.691558, 231.21129
    0.0141,         1, 527.10108,-298.77418, 74.218805, 224.55791
    0.0142,         1, 523.32162,-301.35316, 83.672806, 217.68292
    0.0143,         1,  519.0257,-303.63475, 93.044233,  210.5931
    0.0144,         1, 514.21756,-305.61669, 102.32384, 203.29544
    0.0145,         1, 508.90195,-307.29701, 111.50246, 195.79716
    0.0146,         1, 503.08412,-308.67407, 120.57104, 188.10566
    0.0147,         1, 496.76979,-309.74651, 129.52063, 180.22851
    0.0148,         1, 489.96521,-310.51326,  138.3424,  172.1735
    0.0149,         1,  482.6771,-310.97357, 147.02764, 163.94857
     0.015,         1, 474.91264,-311.12698, 155.56773, 155.56189
    0.0151,         1, 466.68538,-310.97335,  163.9544, 147.02159
    0.0152,         1, 474.91825,-310.51283, 172.17921, 138.33625
    0.0153,         1, 482.68238,-309.74586,  180.2341, 129.51439
    0.0154,         1, 489.97016,-308.67321, 188.11112, 120.56472
    0.0155,         1, 496.77439,-307.29594, 195.80249, 111.49605
    0.0156,         1, 503.08837, -305.6154, 203.30063, 102.31736
    0.0157,         1, 508.90586,-303.63326, 210.59814, 93.037689
    0.0158,         1, 514.22111,-301.35146, 217.68781, 83.666202
    0.0159,         1, 519.02889,-298.77226, 224.56265, 74.212146
     0.016,         1, 523.32445,-295.89821, 231.21588, 64.684851
    0.0161,         1, 527.10355,-292.73215, 237.64091, 55.093719
    0.0162,         1, 530.36245,-289.27719, 243.83143, 45.448216
    0.0163,         1, 533.09796,-285.53675, 249.78131, 35.757862
    0.0164,         1, 535.30735,-281.51452, 255.48469, 26.032218
    0.0165,         1, 536.98846,-277.21446, 260.93593, 16.280884
    0.0166,         1, 538.13963,-272.64083, 266.12966,  6.513482
    0.0167,         1, 538.75971,-267.79813, 271.06075,-3.2603478
    0.0168,         1,  538.8481,-262.69114, 275.72433, -13.03096
    0.0169,         1, 538.40471,-257.32491, 280.11581,-22.788712
     0.017,         1, 537.42997,-251.70473, 284.23084,-32.523974
    0.0171,         1, 535.92486,-245.83615, 288.06538,-42.227139
    0.0172,         1, 533.89085,-239.72495, 291.61562,-51.888631
    0.0173,         1, 531.32995,-233.37718, 294.87807,-61.498915
    0.0174,         1, 528.24469,-226.79909, 297.84952,-71.048506
    0.0175,         1, 524.63811,-219.99717, 300.52702,-80.527981
    0.0176,         1, 520.51378,-212.97814, 302.90793,-89.927983
    0.0177,         1, 515.87576,-205.74893, 304.98992,-99.239238
    0.0178,         1, 510.72863,-198.31667, 306.77091,-108.45256
    0.0179,         1, 505.07747,-190.68869, 308.24915,-117.55884
     0.018,         1, 498.92786,-182.87252, 309.42319,-126.54911
    0.0181,         1, 492.28587,-174.87588, 310.29186,-135.41449
    0.0182,         1, 485.15804,-166.70666, 310.85431,-144.14623
    0.0183,         1, 477.55142,-158.37292, 311.10998,-152.73572
    0.0184,         1, 469.47351,-149.88288, 311.05863,-161.17448
    0.0185,         1, 472.22366,-141.24493, 310.70029,-169.45417
    0.0186,         1, 480.14486,-132.46758, 310.03533,-177.56663
    0.0187,         1, 487.59221, -123.5595, 309.06441,-185.50385
    0.0188,         1, 494.55837,-114.52949, 307.78847,-193.25801
    0.0189,         1, 501.03646,-105.38644, 306.20878,-200.82144
     0.019,         1, 507.02007,-96.139395, 304.32689,-208.18668
    0.0191,         1, 512.50332,-86.797469, 302.14467,-215.34647
    0.0192,         1, 517.48079,-77.369884, 299.66427,-222.29373
    0.0193,         1, 521.94757,-67.865944, 296.88814,-229.02162
    0.0194,         1, 525.89924,-58.295028, 293.81901,-235.52349
    0.0195,         1, 529.33192,-48.666581, 290.45992,-241.79293
    0.0196,         1,  532.2422,-38.990106, 286.81417,-247.82374
    0.0197,         1, 534.62722,-29.275153, 282.88538,-253.60998
    0.0198,         1, 536.48463,-19.531308, 278.67741,-259.14593
    0.0199,         1, 537.81259,-9.7681885, 274.19441,-264.42614
      0.02,         1, 538.60979,0.004571333, 269.44082, -269.4454
    0.0201,         1, 538.87544, 9.7773266, 264.42133,-274.19874
    0.0202,         1, 538.60929, 19.540433, 259.14087,-278.68147
    0.0203,         1, 537.81159, 29.284255, 253.60468,-282.88919
    0.0204,         1, 536.48314, 38.999177, 247.81821,-286.81772
    0.0205,         1, 534.62524, 48.675611, 241.78717,-290.46319
    0.0206,         1, 532.23972, 58.304008, 235.51752,-293.82202
    0.0207,         1, 529.32895, 67.874866, 229.01543,-296.89087
    0.0208,         1, 525.89579, 77.378739, 222.28734,-299.66673
    0.0209,         1, 521.94363, 86.806249, 215.33987,-302.14686
     0.021,         1, 517.47638,  96.14809, 208.17989,-304.32879
    0.0211,         1, 512.49843, 105.39505, 200.81446, -306.2104
    0.0212,         1, 507.01471, 114.53799, 193.25084, -307.7898
    0.0213,         1, 501.03063, 123.56789, 185.49651,-309.06546
    0.0214,         1, 494.55208, 132.47585, 177.55912, -310.0361
    0.0215,         1, 487.58547, 141.25307,  169.4465,-310.70077
    0.0216,         1, 480.13767, 149.89089, 161.16665,-311.05882
    0.0217,         1, 472.21603, 158.38079, 152.72776,-311.10989
    0.0218,         1, 469.48129, 166.71438, 144.13813,-310.85393
    0.0219,         1, 477.55876, 174.88345, 135.40626,-310.29119
     0.022,         1, 485.16493, 182.87992, 126.54076,-309.42223
    0.0221,         1, 492.29231, 190.69591, 117.55038,-308.24791
    0.0222,         1, 498.93384, 198.32371, 108.44399,-306.76938
    0.0223,         1, 505.08299, 205.75579, 99.230573,-304.98811
    0.0224,         1, 510.73368, 212.98481, 89.919231,-302.90585
    0.0225,         1, 515.88034, 220.00364, 80.519149,-300.52465
    0.0226,         1, 520.51788, 226.80535, 71.039605,-297.84687
    0.0227,         1, 524.64173, 233.38323, 61.489952,-294.87516
    0.0228,         1, 528.24782, 239.73078, 51.879616,-291.61243
    0.0229,         1, 531.33259, 245.84175, 42.218081,-288.06192
     0.023,         1,   533.893, 251.71011, 32.514882,-284.22712
    0.0231,         1, 535.92651, 257.33005, 22.779594,-280.11183
    0.0232,         1, 537.43113, 262.69604, 13.021825, -275.7201
    0.0233,         1, 538.40537, 267.80278, 3.2512056,-271.05626
    0.0234,         1, 538.84826, 272.64523,-6.5226227,-266.12492
    0.0235,         1, 538.75938, 277.21861,-16.290014,-260.93095
    0.0236,         1,  538.1388, 281.51841,-26.041329,-255.47947
    0.0237,         1, 536.98714, 285.54038,-35.766944,-249.77586
    0.0238,         1, 535.30553, 289.28056,-45.457261,-243.82575
    0.0239,         1, 533.09564, 292.73525,-55.102717,-237.63501
     0.024,         1, 530.35965, 295.90104,-64.693793,-231.20976
    0.0241,         1, 527.10025, 298.77481,-74.221024,-224.55632
    0.0242,         1, 523.32067, 301.35373,-83.675008,-217.68128
    0.0243,         1, 519.02463, 303.63525,-93.046414,-210.59141
    0.0244,         1, 514.21638, 305.61711,-102.32599,-203.29371
    0.0245,         1, 508.90065, 307.29737,-111.50459,-195.79539
    0.0246,         1,  503.0827, 308.67436,-120.57314,-188.10383
    0.0247,         1, 496.76826, 309.74672,-129.52271,-180.22664
    0.0248,         1, 489.96357,  310.5134,-138.34444,-172.17159
    0.0249,         1, 482.67534, 310.97364,-147.02965,-163.94662
     0.025,         1, 474.91077, 311.12698,-155.56976,-155.55986
    0.0251,         1, 466.68741, 310.97328,-163.95634,-147.01958
    0.0252,         1, 474.92012, 310.51268,-172.18111,-138.33421
    0.0253,         1, 482.68414, 309.74565,-180.23596,-129.51232
    0.0254,         1, 489.97181, 308.67293,-188.11294,-120.56261
    0.0255,         1, 496.77593, 307.29558,-195.80427,-111.49392
    0.0256,         1, 503.08979, 305.61497,-203.30236, -102.3152
    0.0257,         1, 508.90716, 303.63276,-210.59982,-93.035508
    0.0258,         1,  514.2223, 301.35089,-217.68945,-83.664001
    0.0259,         1, 519.02996, 298.77163,-224.56424,-74.209926
     0.026,         1, 523.32539, 295.89751, -231.2174,-64.682615
    0.0261,         1, 527.10437, 292.73138,-237.64239, -55.09147
    0.0262,         1, 530.36316, 289.27635,-243.83285,-45.445955
    0.0263,         1, 533.09853, 285.53584,-249.78267,-35.755591
    0.0264,         1, 535.30781, 281.51354,-255.48599, -26.02994
    0.0265,         1, 536.98879, 277.21342,-260.93717,-16.278601
    0.0266,         1, 538.13983, 272.63972,-266.13084,-6.5111968
    0.0267,         1, 538.75979, 267.79696,-271.06187, 3.2626333
    0.0268,         1, 538.84806, 262.68992,-275.72539, 13.033244
    0.0269,         1, 538.40454, 257.32363, -280.1168, 22.790992
     0.027,         1, 537.42968, 251.70339,-284.23177, 32.526247
    0.0271,         1, 535.92444, 245.83475,-288.06624, 42.229404
    0.0272,         1, 533.89031,  239.7235,-291.61642, 51.890885
    0.0273,         1, 531.32929, 233.37567, -294.8788, 61.501155
    0.0274,         1, 528.24391, 226.79752,-297.85018, 71.050731
    0.0275,         1, 524.63721, 219.99556,-300.52761, 80.530188
    0.0276,         1, 520.51275, 212.97648,-302.90846, 89.930172
    0.0277,         1, 515.87462, 205.74722,-304.99037, 99.241404
    0.0278,         1, 510.72737, 198.31491,-306.77129,  108.4547
    0.0279,         1, 505.07609, 190.68688,-308.24946, 117.56096
     0.028,         1, 498.92636, 182.87068,-309.42343,  126.5512
    0.0281,         1, 492.28426, 174.87399,-310.29203, 135.41655
    0.0282,         1, 485.15632, 166.70473,-310.85441, 144.14826
    0.0283,         1, 477.54959, 158.37095,-311.11001, 152.73771
    0.0284,         1, 469.47157, 149.88088,-311.05858, 161.17643
    0.0285,         1, 472.22557, 141.24289,-310.70017, 169.45609
    0.0286,         1, 480.14666, 132.46551,-310.03514, 177.56851
    0.0287,         1,  487.5939, 123.55741,-309.06414, 185.50569
    0.0288,         1, 494.55994, 114.52736,-307.78813,  193.2598
    0.0289,         1, 501.03791, 105.38429,-306.20837, 200.82319
     0.029,         1, 507.02142, 96.137221,-304.32642, 208.18838
    0.0291,         1, 512.50455, 86.795274,-302.14413, 215.34812
    0.0292,         1,  517.4819,  77.36767,-299.66366, 222.29533
    0.0293,         1, 521.94855, 67.863713,-296.88746, 229.02317
    0.0294,         1, 525.90011, 58.292782,-293.81826, 235.52498
    0.0295,         1, 529.33266, 48.664323, -290.4591, 241.79436
    0.0296,         1, 532.24282, 38.987839,-286.81329, 247.82512
    0.0297,         1, 534.62772, 29.272877,-282.88443,  253.6113
    0.0298,         1,   536.485, 19.529027,-278.67639,  259.1472
    0.0299,         1, 537.81283,  9.765904,-274.19333, 264.42735
      0.03,         1, 538.60991,-0.006856999,-269.43968, 269.44654
    0.0301,         1, 538.87544,-9.7796112,-264.42012, 274.19982
    0.0302,         1, 538.60917,-19.542714,-259.13961, 278.68249
    0.0303,         1, 537.81134,-29.286531,-253.60336, 282.89014
    0.0304,         1, 536.48277,-39.001444,-247.81683,  286.8186
    0.0305,         1, 534.62474,-48.677869,-241.78573, 290.46401
    0.0306,         1,  532.2391,-58.306254,-235.51602, 293.82277
    0.0307,         1, 529.32821,-67.877097,-229.01388, 296.89156
    0.0308,         1, 525.89492,-77.380953,-222.28574, 299.66735
    0.0309,         1, 521.94265,-86.808444,-215.33822,  302.1474
     0.031,         1, 517.47527,-96.150264,-208.17819, 304.32927
    0.0311,         1, 512.49721, -105.3972,-200.81271,  306.2108
    0.0312,         1, 507.01337,-114.54011,-193.24905, 307.79014
    0.0313,         1, 501.02917,-123.56999,-185.49468, 309.06572
    0.0314,         1, 494.55051,-132.47792,-177.55725, 310.03629
    0.0315,         1, 487.58379,-141.25511,-169.44458, 310.70089
    0.0316,         1, 480.13587, -149.8929, -161.1647, 311.05887
    0.0317,         1, 472.21412,-158.38276,-152.72576, 311.10986
    0.0318,         1, 469.48323,-166.71631,-144.13611, 310.85383
    0.0319,         1, 477.56059,-174.88534, -135.4042, 310.29102
     0.032,         1, 485.16666,-182.88177,-126.53867, 309.42199
    0.0321,         1, 492.29392,-190.69772,-117.54826,  308.2476
    0.0322,         1, 498.93534,-198.32547,-108.44184,   306.769
    0.0323,         1, 505.08437, -205.7575,-99.228407, 304.98766
    0.0324,         1, 510.73495,-212.98648,-89.917043, 302.90532
    0.0325,         1, 515.88148,-220.00525,-80.516942, 300.52406
    0.0326,         1,  520.5189,-226.80691,-71.037379, 297.84621
    0.0327,         1, 524.64263,-233.38474,-61.487712, 294.87443
    0.0328,         1,  528.2486,-239.73224,-51.877363, 291.61164
    0.0329,         1, 531.33325,-245.84316,-42.215817, 288.06106
     0.033,         1, 533.89353,-251.71145,-32.512609,  284.2262
    0.0331,         1, 535.92693,-257.33134,-22.777314, 280.11083
    0.0332,         1, 537.43142,-262.69727,-13.019542, 275.71904
    0.0333,         1, 538.40554,-267.80395,-3.2489201, 271.05514
    0.0334,         1,  538.8483,-272.64633, 6.5249078, 266.12374
    0.0335,         1, 538.75929,-277.21965, 16.292296,  260.9297
    0.0336,         1, 538.13859,-281.51938, 26.043606, 255.47816
    0.0337,         1,  536.9868,-285.54129, 35.769214,  249.7745
    0.0338,         1, 535.30508, -289.2814, 45.459522, 243.82433
    0.0339,         1, 533.09506,-292.73602, 55.104967, 237.63354
     0.034,         1, 530.35895,-295.90175, 64.696029, 231.20823
    0.0341,         1, 527.09943,-298.77545, 74.223244, 224.55474
    0.0342,         1, 523.31973, -301.3543, 83.677209, 217.67965
    0.0343,         1, 519.02357,-303.63575, 93.048595, 210.58973
    0.0344,         1, 514.21519,-305.61754, 102.32815, 203.29198
    0.0345,         1, 508.89935,-307.29773, 111.50672, 195.79361
    0.0346,         1, 503.08128,-308.67465, 120.57525, 188.10201
    0.0347,         1, 496.76672,-309.74694, 129.52478, 180.22478
    0.0348,         1, 489.96192,-310.51355, 138.34649, 172.16969
    0.0349,         1, 482.67358,-310.97371, 147.03167, 163.94468
     0.035,         1,  474.9089,-311.12698, 155.57174, 155.55788
    0.0351,         1, 466.68939,-310.97321, 163.95828, 147.01757
    0.0352,         1, 474.92199,-310.51254, 172.18301, 138.33216
    0.0353,         1,  482.6859,-309.74543, 180.23782, 129.51024
    0.0354,         1, 489.97346,-308.67264, 188.11476,  120.5605
    0.0355,         1, 496.77746,-307.29522, 195.80605, 111.49179
    0.0356,         1, 503.09121,-305.61455, 203.30409, 102.31304
    0.0357,         1, 508.90846,-303.63226, 210.60151, 93.033327
    0.0358,         1, 514.22348,-301.35032, 217.69108, 83.661799
    0.0359,         1, 519.03102,-298.77099, 224.56582, 74.207706
     0.036,         1, 523.32634, -295.8968, 231.21893, 64.680379
    0.0361,         1, 527.10519, -292.7306, 237.64386,  55.08922
    0.0362,         1, 530.36386,-289.27551, 243.83427, 45.443694
    0.0363,         1, 533.09911,-285.53493, 249.78403, 35.753321
    0.0364,         1, 535.30826,-281.51257, 255.48729, 26.027663
    0.0365,         1, 536.98912,-277.21238, 260.93842, 16.276319
    0.0366,         1, 538.14004,-272.63862, 266.13203, 6.5089117
    0.0367,         1, 538.75987, -267.7958, 271.06299,-3.2649189
    0.0368,         1, 538.84801,-262.68869, 275.72645,-13.035527
    0.0369,         1, 538.40437,-257.32234,  280.1178,-22.793271
     0.037,         1, 537.42939,-251.70205,  284.2327,-32.528521
    0.0371,         1, 535.92403,-245.83335,  288.0671,-42.231668
    0.0372,         1, 533.88977,-239.72204, 291.61721,-51.893138
    0.0373,         1, 531.32863,-233.37416, 294.87953,-61.503396
    0.0374,         1, 528.24312,-226.79596, 297.85084,-71.052956
    0.0375,         1,  524.6363,-219.99394,  300.5282,-80.532396
    0.0376,         1, 520.51173,-212.97481, 302.90898, -89.93236
    0.0377,         1, 515.87347, -205.7455, 304.99082,-99.243571
    0.0378,         1, 510.72611,-198.31315, 306.77167,-108.45684
    0.0379,         1, 505.07471,-190.68508, 308.24977,-117.56307
     0.038,         1, 498.92487,-182.86883, 309.42367,-126.55329
    0.0381,         1, 492.28265, -174.8721, 310.29219,-135.41861
    0.0382,         1, 485.15459, -166.7028,  310.8545,-144.15029
    0.0383,         1, 477.54775,-158.36899, 311.11003, -152.7397
    0.0384,         1, 469.46963,-149.87888, 311.05853,-161.17839
    0.0385,         1, 472.22747,-141.24085, 310.70006,  -169.458
    0.0386,         1, 480.14845,-132.46344, 310.03495,-177.57038
    0.0387,         1, 487.59558,-123.55531, 309.06388,-185.50753
    0.0388,         1, 494.56151,-114.52524,  307.7878,-193.26159
    0.0389,         1, 501.03937,-105.38214, 306.20797,-200.82493
     0.039,         1, 507.02276,-96.135047, 304.32594,-208.19008
    0.0391,         1, 512.50577,-86.793079, 302.14358,-215.34977
    0.0392,         1,   517.483,-77.365456, 299.66305,-222.29693
    0.0393,         1, 521.94954,-67.861482, 296.88677,-229.02471
    0.0394,         1, 525.90097,-58.290537, 293.81751,-235.52648
    0.0395,         1,  529.3334,-48.662066, 290.45828, -241.7958
    0.0396,         1, 532.24344,-38.985571,  286.8124, -247.8265
    0.0397,         1, 534.62821,-29.270602, 282.88348,-253.61263
    0.0398,         1, 536.48537,-19.526746, 278.67538,-259.14846
    0.0399,         1, 537.81308,-9.7636194, 274.19225,-264.42855
      0.04,         1, 538.61004,0.009142666, 269.43854,-269.44768
