"Time","axis1_w0","axis2_w0","axis3_w0","axis4_w0","axis5_w0","axis6_w0"
0.001482739,4.29E-07,-8.09E-06,1.16E-05,0,0,0
0.001501275,4.79E-07,-8.63E-06,1.24E-05,0,0,0
0.001519811,5.33E-07,-9.19E-06,1.32E-05,0,0,0
0.001538347,5.91E-07,-9.78E-06,1.40E-05,0,0,0
0.001548347,6.24E-07,-1.01E-05,1.45E-05,0,0,0
0.001558347,6.59E-07,-1.04E-05,1.50E-05,0,0,0
0.001568347,6.95E-07,-1.08E-05,1.55E-05,0,0,0
0.001578347,7.33E-07,-1.12E-05,1.60E-05,0,0,0
0.001588733,7.74E-07,-1.15E-05,1.65E-05,0,0,0
0.00159961,8.18E-07,-1.19E-05,1.71E-05,0,0,0
0.001615759,8.85E-07,-1.25E-05,1.80E-05,0,0,0
0.001633237,9.63E-07,-1.32E-05,1.89E-05,0,0,0
0.001652359,1.05E-06,-1.40E-05,2.00E-05,0,0,0
0.001673471,1.16E-06,-1.49E-05,2.13E-05,0,0,0
0.001696952,1.29E-06,-1.59E-05,2.27E-05,0,0,0
0.001723229,1.44E-06,-1.71E-05,2.44E-05,0,0,0
0.001752783,1.63E-06,-1.85E-05,2.64E-05,0,0,0
0.001786168,1.87E-06,-2.02E-05,2.88E-05,0,0,0
0.001824022,2.16E-06,-2.22E-05,3.16E-05,0,0,0
0.001867094,2.54E-06,-2.46E-05,3.49E-05,0,0,0
0.001916276,3.03E-06,-2.76E-05,3.90E-05,0,0,0
0.001933184,3.21E-06,-2.86E-05,4.05E-05,0,0,0
0.001950093,3.40E-06,-2.97E-05,4.20E-05,0,0,0
0.001960093,3.51E-06,-3.04E-05,4.28E-05,0,0,0
0.001970093,3.63E-06,-3.10E-05,4.38E-05,0,0,0
0.001980093,3.83E-06,-3.34E-05,4.15E-05,0,2.68E-05,0
0.001990093,4.04E-06,-3.57E-05,3.93E-05,0,5.43E-05,0
0.002040093,5.18E-06,-4.87E-05,2.64E-05,0,0.000206868,0
0.002096689,6.56E-06,-6.41E-05,1.09E-05,0,0.000389384,0
0.002185202,9.05E-06,-9.11E-05,-1.74E-05,0,0.000713566,0
0.002288124,1.25E-05,-0.000126886,-5.60E-05,0,0.001148354,0
0.00240903,1.73E-05,-0.000174831,-0.000109247,0,0.001735449,0
0.002549724,2.42E-05,-0.000238372,-0.000181336,0,0.002517974,0
0.002712858,3.40E-05,-0.000322191,-0.00027824,0,0.003553714,0
0.002902036,4.80E-05,-0.000432712,-0.00040825,0,0.00492162,0
0.003121158,6.84E-05,-0.000578229,-0.000582417,0,0.006723141,0
0.003375278,9.83E-05,-0.000769928,-0.000816116,0,0.009094189,0
0.003671471,0.000142975,-0.001023423,-0.001131558,0,0.012223025,0
0.004017665,0.00021075,-0.001358994,-0.001559271,0,0.016351632,0
0.004080877,0.000225081,-0.001424718,-0.001644267,0,0.017158545,0
0.004144088,0.000240069,-0.001491776,-0.001731411,0,0.017981244,0
0.0042073,0.000255733,-0.001560156,-0.001820711,0,0.018819556,0
0.004270511,0.000272088,-0.001629847,-0.001912173,0,0.01967331,0
0.004333723,0.000289151,-0.001700836,-0.002005806,0,0.020542337,0
0.004354794,0.000294999,-0.001724786,-0.002037501,0,0.020835382,0
0.004364794,0.000297802,-0.001736203,-0.002052627,0,0.020975046,0
0.004374794,0.000301679,-0.001747627,-0.00206731,1.06E-05,0.021114746,0
0.004384794,0.000305589,-0.001759083,-0.002082039,2.14E-05,0.021254814,0
0.004434794,0.000325993,-0.00181714,-0.002156867,7.92E-05,0.021964249,0
0.004552866,0.000376553,-0.001956391,-0.002336895,0.000226253,0.023664662,0
0.004582878,0.000390163,-0.001992471,-0.002383718,0.000266967,0.024104874,0
0.00461289,0.000404079,-0.002028827,-0.002430977,0.000308988,0.024548287,0
0.004642902,0.000418302,-0.002065457,-0.002478674,0.000352294,0.024994885,0
0.004652907,0.000423112,-0.002077727,-0.002494671,0.00036701,0.025144457,0
0.004662907,0.000427953,-0.002090023,-0.00251071,0.00038186,0.02529432,0
0.004672907,0.000432845,-0.002102364,-0.002526823,0.000396917,0.025444708,0
0.004682907,0.000436113,-0.002113442,-0.002544326,0.00042196,0.02560703,0.000106099
0.004692907,0.000439404,-0.002124542,-0.002561887,0.000447203,0.025769775,0.000212886
0.004742907,0.000456481,-0.002180619,-0.002651096,0.000577976,0.026593653,0.000760996
0.004808879,0.000479584,-0.002255135,-0.002769999,0.000754197,0.027689223,0.00149429
0.004907739,0.000516551,-0.002368912,-0.00295247,0.001030175,0.029360688,0.00261622
0.005036783,0.000569783,-0.002521751,-0.003197761,0.001405587,0.031588717,0.004071091
0.005158571,0.000625886,-0.002670922,-0.003436071,0.001769945,0.033732483,0.005388138
0.005280709,0.000688192,-0.00282544,-0.003681509,0.00214249,0.03591863,0.006635666
0.005399222,0.000754292,-0.002979826,-0.003926088,0.002511959,0.038075158,0.007791016
0.005569385,0.000858272,-0.00320836,-0.004289266,0.00306187,0.041237287,0.009413404
0.005742304,0.000974557,-0.003448274,-0.004673646,0.003648568,0.044533511,0.011061057
0.005909054,0.001097181,-0.003686867,-0.00505921,0.004241005,0.047789615,0.012648217
0.006148517,0.001292895,-0.004042473,-0.005638187,0.005130705,0.052587443,0.014859318
0.006403435,0.001527931,-0.004437925,-0.006287479,0.006123431,0.057843236,0.017089546
0.006631665,0.001761997,-0.004806122,-0.006898579,0.007053454,0.062676376,0.019005986
0.006976771,0.002159021,-0.005386919,-0.007878215,0.008537651,0.070209804,0.021824462
0.007303441,0.002584678,-0.005963167,-0.008868115,0.010024599,0.077577384,0.024381027
0.007701768,0.003172688,-0.006700414,-0.010159004,0.011938139,0.086850399,0.027316574
0.008089658,0.003820312,-0.00745393,-0.011506747,0.013907037,0.096172876,0.030022272
0.008590315,0.004770073,-0.008477659,-0.013381246,0.016597538,0.108605551,0.033320402
0.009122112,0.005925552,-0.009628556,-0.015540464,0.019628056,0.122267522,0.036562133
0.009615458,0.007137515,-0.010755037,-0.017699629,0.022591805,0.135331795,0.0393562
0.010375989,0.009281134,-0.012605408,-0.021321667,0.027429964,0.156138411,0.043306153
0.011170054,0.011889063,-0.014691328,-0.025477363,0.032802981,0.178640583,0.046980209
0.011931645,0.014757954,-0.016848887,-0.029811395,0.038239036,0.200885667,0.050131284
0.012931394,0.019088926,-0.019935602,-0.035989763,0.045747294,0.230938555,0.053770142
0.013798146,0.023374914,-0.022865924,-0.041765646,0.052560389,0.25767659,0.056517912
0.014798146,0.028945103,-0.026571868,-0.048864479,0.060720104,0.289189837,0.059297903
0.015798146,0.035193172,-0.030660149,-0.056375106,0.069149272,0.321304654,0.061710422
0.016798146,0.042122889,-0.035167257,-0.064237696,0.07779802,0.353918895,0.063829515
0.017798146,0.04973408,-0.04012887,-0.072392807,0.086617721,0.386941254,0.065706653
0.018798146,0.058022699,-0.045578166,-0.08078437,0.095563579,0.420292521,0.067397598
0.019798146,0.066981427,-0.051544776,-0.089361825,0.104594005,0.453903304,0.068954184
0.020798146,0.076600219,-0.058053938,-0.098081808,0.113669813,0.487711795,0.070416505
0.021798146,0.086866416,-0.065125554,-0.106909735,0.122756105,0.521664839,0.071832213
0.022798146,0.097765465,-0.072773972,-0.115820379,0.131820047,0.555714368,0.073233676
0.023798146,0.109280939,-0.081007459,-0.124798568,0.140832735,0.589818756,0.074658396
0.024798146,0.121395035,-0.089828282,-0.13383906,0.149767943,0.623940652,0.076136273
0.025798146,0.134088781,-0.099232746,-0.142946262,0.158602354,0.658046663,0.077693503
0.026798146,0.147342206,-0.109211407,-0.152133652,0.16731592,0.692107298,0.079357197
0.027798146,0.161134693,-0.119749571,-0.161422759,0.175890794,0.726095321,0.081145675
0.028798146,0.175444982,-0.130827649,-0.17084221,0.184312311,0.759986619,0.083080231
0.029798146,0.190251478,-0.142421866,-0.180426362,0.192567914,0.793758714,0.08517524
0.030798146,0.205532291,-0.154504812,-0.190214047,0.200647578,0.827391139,0.087444555
0.031798146,0.221265373,-0.167046145,-0.200247167,0.208543537,0.860865028,0.089900039
0.032798146,0.237428649,-0.180013295,-0.210569294,0.216249868,0.894162634,0.092549275
0.033798146,0.254000028,-0.193372088,-0.221224404,0.223762835,0.927267764,0.095400793
0.034798146,0.270957559,-0.207087461,-0.232255561,0.231080166,0.960165021,0.098458385
0.035798146,0.288279411,-0.221124018,-0.243703837,0.238201361,0.992840287,0.101726243
0.036798146,0.305943977,-0.235446624,-0.25560728,0.245127259,1.025280365,0.105206102
0.037798146,0.323929899,-0.250020895,-0.268000062,0.251859932,1.057473035,0.10889808
0.038798146,0.342216093,-0.264813608,-0.280911811,0.258402675,1.089407219,0.11280217
0.039798146,0.360781818,-0.279793097,-0.294367046,0.264759602,1.121072709,0.11691577
0.040798146,0.379606664,-0.294929495,-0.308384853,0.270935786,1.152460526,0.121236772
0.041798146,0.398670615,-0.310194979,-0.322978648,0.276936902,1.183562688,0.12576122
0.042798146,0.417954056,-0.325563893,-0.338156145,0.282769227,1.214372398,0.130484884
0.043798146,0.437437798,-0.341012831,-0.353919429,0.288439508,1.244884056,0.135403089
0.044798146,0.457103117,-0.356520657,-0.370265158,0.293954785,1.275093197,0.140510086
0.045798146,0.476931751,-0.372068457,-0.387184883,0.29932242,1.304996666,0.145800486
0.046798146,0.496905947,-0.387639473,-0.404665432,0.304549873,1.334592462,0.151267852
0.047798146,0.51700846,-0.403218968,-0.422689385,0.309644736,1.363879869,0.15690599
0.048798146,0.537222586,-0.418794082,-0.441235587,0.314614607,1.39285937,0.162708312
0.049798146,0.557532175,-0.434353662,-0.460279691,0.319467036,1.421532635,0.168667996
0.050798146,0.577921642,-0.449888071,-0.479794728,0.32420952,1.449902529,0.174778421
0.051798146,0.598375991,-0.465388997,-0.499751665,0.328849389,1.477972986,0.18103252
0.052706417,0.61699839,-0.479433051,-0.51823572,0.33298069,1.503213217,0.186831891
0.053455204,0.632375014,-0.490982563,-0.533713161,0.336330993,1.52384182,0.191694297
0.053581031,0.634960895,-0.492920265,-0.536337108,0.336888596,1.527290295,0.19251937
0.053868375,0.64086792,-0.497340899,-0.542357685,0.338155196,1.535141846,0.194413398
0.053950073,0.64254749,-0.498597604,-0.544070613,0.338515046,1.537373266,0.194952308
0.054115232,0.645943297,-0.50113704,-0.547540389,0.33924086,1.541878493,0.196044179
0.054560843,0.655107844,-0.507981173,-0.556947424,0.341188464,1.553996011,0.1990065
0.055013612,0.664422375,-0.514923789,-0.566571267,0.343151835,1.56625219,0.202040703
0.055781224,0.680216937,-0.526666443,-0.583029505,0.346446539,1.586904429,0.207238402
0.056781224,0.700791283,-0.54190913,-0.604718463,0.35067859,1.613575615,0.214106032
0.057781224,0.721353539,-0.557085957,-0.62666075,0.354848035,1.639990991,0.221076759
0.058781224,0.741893012,-0.572192943,-0.648826227,0.358960735,1.666160286,0.22814364
0.059781224,0.762399628,-0.587226203,-0.671185938,0.363022352,1.692093774,0.235300149
0.060781224,0.782863926,-0.602181898,-0.69371229,0.367038315,1.717802174,0.242539706
0.061781224,0.803277053,-0.617056169,-0.716379164,0.371013821,1.743296505,0.249855867
0.062781224,0.823630745,-0.631845119,-0.739162005,0.374953862,1.76858808,0.257242347
0.063781224,0.843917325,-0.646544798,-0.762037837,0.3788632,1.793688359,0.264692829
0.064259656,0.853597447,-0.653544985,-0.773009564,0.380723903,1.805632515,0.268278438
0.064374678,0.855921559,-0.655224073,-0.775649931,0.381170242,1.808496898,0.269142734
0.064645938,0.861396696,-0.65917682,-0.781880723,0.382221166,1.815239371,0.271184661
0.064772877,0.863958195,-0.661025767,-0.78479691,0.382712774,1.818393199,0.272140596
0.064947596,0.867481707,-0.663568088,-0.78881209,0.383388835,1.822729644,0.273457644
0.065268191,0.873940519,-0.668225232,-0.796183337,0.384627702,1.830673492,0.275878366
0.065594031,0.880496161,-0.672948113,-0.803679644,0.38588479,1.838730259,0.278344045
0.06603361,0.889325656,-0.679302628,-0.813798628,0.387577666,1.849572883,0.281678424
0.066796283,0.904603983,-0.690280531,-0.83136708,0.390507536,1.868315452,0.287483662
0.067796283,0.924554585,-0.704581209,-0.854414982,0.394337595,1.892764038,0.295130354
0.068796283,0.94440778,-0.718772577,-0.877463399,0.398157881,1.917079359,0.302811511
0.069796283,0.964159035,-0.732850849,-0.900497784,0.401971996,1.941272571,0.310521508
0.070796283,0.983804273,-0.746812419,-0.923504642,0.405783384,1.965354681,0.318254933
0.071796283,1.003339856,-0.760653911,-0.94647139,0.409595312,1.989336432,0.326006432
0.072796283,1.022762561,-0.774372228,-0.969386254,0.413410897,2.013228335,0.333770955
0.073796283,1.04206956,-0.787964594,-0.992238144,0.417233079,2.037040609,0.341543472
0.074796283,1.061258406,-0.801428599,-1.015016564,0.421064648,2.060783185,0.349319224
0.075796283,1.080327006,-0.814762228,-1.037711514,0.424908232,2.084465689,0.357093571
0.076796283,1.099273608,-0.82796389,-1.060313417,0.428766302,2.108097428,0.364862048
0.077796283,1.118096783,-0.841032435,-1.082813054,0.43264118,2.131687396,0.372620415
0.078796283,1.136795403,-0.853967175,-1.105201517,0.436535026,2.155244258,0.38036455
0.079796283,1.155368632,-0.866767878,-1.127470175,0.44044986,2.178776365,0.388090591
0.080796283,1.173815903,-0.879434775,-1.14961065,0.444387544,2.202291741,0.395794815
0.081796283,1.19213691,-0.891968549,-1.171614814,0.448349798,2.225798095,0.40347372
0.082796283,1.210331588,-0.904370317,-1.193474786,0.452338199,2.249302819,0.411123998
0.083796283,1.228400105,-0.916641616,-1.21518295,0.456354177,2.272812993,0.418742518
0.084796283,1.246342845,-0.928784373,-1.236731973,0.460399029,2.296335391,0.426326375
0.085796283,1.264160398,-0.940800877,-1.258114835,0.464473913,2.319876482,0.433872827
0.086796283,1.281853551,-0.952693751,-1.279324859,0.468579857,2.343442435,0.441379345
0.087796283,1.299423271,-0.964465912,-1.300355748,0.47271776,2.367039122,0.448843581
0.088796283,1.3168707,-0.976120542,-1.32120162,0.4768884,2.39067212,0.45626337
0.089796283,1.334197146,-0.987661045,-1.341857046,0.481092435,2.414346718,0.463636739
0.090796283,1.351404067,-0.999091015,-1.362317081,0.485330408,2.43806791,0.470961878
0.091796283,1.368493068,-1.010414203,-1.3825773,0.489602756,2.461840407,0.478237165
0.092796283,1.38546589,-1.021634477,-1.402633822,0.493909809,2.485668634,0.485461135
0.093796283,1.402324401,-1.032755795,-1.422483334,0.498251803,2.509556727,0.492632488
0.094796283,1.419070586,-1.043782173,-1.442123109,0.502628879,2.533508541,0.499750085
0.095796283,1.435706543,-1.05471766,-1.461551015,0.50704109,2.557527648,0.506812931
0.096796283,1.452234472,-1.06556631,-1.480765522,0.511488411,2.581617337,0.513820187
0.097796283,1.468656666,-1.076332165,-1.499765703,0.515970737,2.605780615,0.520771143
0.098796283,1.484975505,-1.087019232,-1.518551222,0.520487896,2.630020211,0.527665232
0.099796283,1.501193448,-1.097631473,-1.537122327,0.525039646,2.654338579,0.534502014
0.100796283,1.517313025,-1.108172786,-1.555479829,0.529625687,2.678737893,0.541281168
0.101796283,1.53333683,-1.118646999,-1.57362508,0.534245664,2.703220058,0.548002501
0.102796283,1.549267511,-1.12905786,-1.591559947,0.538899168,2.727786712,0.554665923
0.103796283,1.565107768,-1.139409036,-1.609286783,0.543585745,2.752439225,0.561271462
0.104796283,1.58086034,-1.149704104,-1.626808391,0.548304896,2.777178712,0.567819242
0.105796283,1.596528003,-1.159946549,-1.644127996,0.553056085,2.802006035,0.574309494
0.106796283,1.61211356,-1.17013977,-1.661249194,0.55783874,2.826921804,0.580742535
0.107796283,1.627619836,-1.18028708,-1.678175922,0.562652259,2.851926388,0.587118772
0.108796283,1.643049671,-1.190391696,-1.69491244,0.567496004,2.877019938,0.593438712
0.109796283,1.658405913,-1.200456753,-1.71146326,0.572369318,2.902202369,0.599702926
0.110796283,1.673691417,-1.210485306,-1.727833129,0.577271517,2.927473381,0.605912068
0.111796283,1.688909031,-1.220480324,-1.744027003,0.582201895,2.952832482,0.612066877
0.112796283,1.704061599,-1.2304447,-1.760049994,0.58715973,2.978278973,0.618168144
0.113796283,1.719151951,-1.240381253,-1.775907344,0.592144281,3.003811974,0.62421673
0.114796283,1.734182898,-1.250292726,-1.791604415,0.597154792,3.029430437,0.630213569
0.115796283,1.749157232,-1.260181788,-1.807146642,0.602190493,3.055133147,0.636159643
0.116796283,1.764077715,-1.27005104,-1.822539515,0.607250605,3.080918739,0.64205599
0.117414242,1.773272159,-1.276140963,-1.83197926,0.610389434,3.096894027,0.645675272
0.117424242,1.773420791,-1.276239461,-1.832131578,0.6104403,3.097152793,0.645733691
0.117434242,1.773569413,-1.276337956,-1.832283867,0.610491169,3.097411574,0.645792097
0.117484242,1.77431241,-1.276830356,-1.833044768,0.610745129,3.098704143,0.646081683
0.117537761,1.775107628,-1.277357348,-1.833858823,0.611016563,3.100086305,0.646389347
0.117616772,1.776281459,-1.278135084,-1.835058744,0.611414715,3.102118,0.646829242
0.117707988,1.777636405,-1.279032261,-1.836439723,0.611867213,3.104438855,0.647298661
0.117825213,1.779377497,-1.280183582,-1.838204703,0.612430864,3.107359142,0.64780883
0.117966702,1.781478658,-1.281569823,-1.840316633,0.613077117,3.110761966,0.648255492
0.1181638,1.784404163,-1.283493204,-1.843221669,0.613912935,3.115258174,0.648590218
0.118355087,1.787240494,-1.285350501,-1.846001055,0.614661524,3.11936532,0.648680255
0.118558995,1.790259595,-1.287320162,-1.848924429,0.615406178,3.123502891,0.648622773
0.11879117,1.793691292,-1.28955088,-1.852207466,0.616197195,3.12794671,0.648411078
0.119063596,1.797709635,-1.292152977,-1.855999801,0.617052356,3.132819382,0.647969188
0.119385365,1.802442314,-1.295205068,-1.860396666,0.61796835,3.138122628,0.647239613
0.119766603,1.808026599,-1.298791195,-1.865492937,0.618938729,3.143820422,0.646233412
0.120227796,1.814743177,-1.303087684,-1.871497865,0.619964222,3.149941132,0.644932347
0.120808757,1.823133647,-1.308439028,-1.878817041,0.621044173,3.15656589,0.643275085
0.121578338,1.834103256,-1.31542975,-1.888096762,0.622146983,3.163699653,0.641317204
0.12257247,1.847979424,-1.324307804,-1.899389842,0.623058085,3.170529615,0.639420415
0.12357247,1.861541559,-1.333075567,-1.909970002,0.62341969,3.175089693,0.638338669
0.12457247,1.874640177,-1.341682717,-1.91978695,0.62325173,3.177710196,0.638133976
0.12557247,1.887215233,-1.350122141,-1.928871498,0.622575387,3.17869671,0.638732424
0.12657247,1.899212534,-1.358376267,-1.937268405,0.621419801,3.178308763,0.640081951
0.12757247,1.910585536,-1.366419349,-1.945035361,0.619817074,3.176763602,0.642093675
0.128545218,1.921012229,-1.374009934,-1.952050972,0.617864469,3.174326503,0.644606809
0.129442709,1.930049411,-1.380779363,-1.958112349,0.615752728,3.171390217,0.647359381
0.13024536,1.937641858,-1.386619058,-1.963247376,0.613637763,3.168288735,0.650115673
0.130725415,1.941957073,-1.390006085,-1.966207053,0.612280978,3.16624649,0.651888214
0.1310233,1.944548673,-1.392065407,-1.968006878,0.61140743,3.164915964,0.653029649
0.131118157,1.945360017,-1.392714135,-1.968574533,0.611124357,3.164482585,0.653398592
0.131228261,1.946293324,-1.393462788,-1.969230311,0.610792933,3.163973924,0.653830203
0.131412678,1.947836115,-1.394706074,-1.970321467,0.610231234,3.163108912,0.654561904
0.131583473,1.949242083,-1.395845455,-1.971324303,0.609703901,3.162293674,0.655249505
0.131803238,1.951018719,-1.397294084,-1.972604409,0.609015666,3.161225483,0.656147224
0.132064048,1.953079703,-1.398987313,-1.974109665,0.608185236,3.159930801,0.657229429
0.132314246,1.955008268,-1.400584575,-1.975540588,0.607375366,3.158662573,0.658283698
0.132753395,1.958277935,-1.403321972,-1.978025067,0.605925209,3.156379087,0.660171065
0.133421508,1.962969642,-1.407318877,-1.98175051,0.603656758,3.152777644,0.663122258
0.134375479,1.969076423,-1.412657162,-1.986990589,0.60031196,3.147406448,0.667470909
0.135375479,1.974730758,-1.417763285,-1.992429368,0.5967085,3.141538498,0.672158754
0.136375479,1.979624593,-1.422343932,-1.997858778,0.593047073,3.135480946,0.676931053
0.137375479,1.983765616,-1.426380402,-2.003314195,0.589368013,3.129280594,0.681743678
0.138375479,1.987164608,-1.429860577,-2.008818503,0.585709059,3.122977192,0.686557093
0.139375479,1.989835107,-1.432779083,-2.014382078,0.582104997,3.116604387,0.691334542
0.139652783,1.990448339,-1.433488798,-2.015935661,0.581119045,3.114828347,0.69264939
0.140652783,1.992211749,-1.435692431,-2.021571166,0.57763118,3.108408364,0.697335279
0.141317088,1.993000358,-1.436851171,-2.025338749,0.575379835,3.10413627,0.700392952
0.141618967,1.993259581,-1.437298399,-2.027055154,0.57437661,3.102195109,0.701765581
0.142307034,1.993623726,-1.438136391,-2.030970712,0.5721418,3.097775645,0.704849049
0.143072942,1.993664988,-1.438778792,-2.035324466,0.569745353,3.092869799,0.708201408
0.144072942,1.993158599,-1.439174516,-2.040972213,0.566775818,3.086498928,0.71243758
0.145072942,1.992038833,-1.439092108,-2.046539749,0.564002032,3.080181116,0.716499072
0.146072942,1.990330599,-1.438561153,-2.051979615,0.561438836,3.073931495,0.7203714
0.147072942,1.988059756,-1.437613737,-2.057241697,0.559098342,3.067764449,0.724042143
0.148072942,1.985252968,-1.436283634,-2.062274877,0.556990092,3.061693926,0.727501115
0.149072942,1.981937564,-1.434605519,-2.067028584,0.555121223,3.05573363,0.730740173
0.149775861,1.979316875,-1.433235445,-2.070177782,0.553953464,3.051616899,0.732881842
0.150749632,1.975313256,-1.431105416,-2.074241076,0.55253725,3.046024158,0.735660479
0.151565182,1.971642513,-1.42913274,-2.077353086,0.551531969,3.04144613,0.737817209
0.152565182,1.966772162,-1.426508104,-2.080772574,0.550524091,3.035976501,0.74024737
0.153565182,1.961521135,-1.423684498,-2.083725711,0.549762122,3.030677213,0.74244017
0.154565182,1.955918418,-1.420690488,-2.086185221,0.549242838,3.025561148,0.744395158
0.155565182,1.949992964,-1.417552215,-2.088130138,0.548961678,3.020640812,0.746113018
0.156565182,1.943773599,-1.414293215,-2.089545934,0.548912884,3.015928169,0.747595228
0.157565182,1.937288924,-1.410934339,-2.090424461,0.549089658,3.011434523,0.748844179
0.158565182,1.930567225,-1.407493751,-2.090763733,0.549484302,3.007170363,0.74986298
0.159565182,1.923636389,-1.403986998,-2.090567564,0.550088347,3.003145229,0.750655411
0.160565182,1.91652381,-1.400427142,-2.089845085,0.550892686,2.999367596,0.751225927
0.161565182,1.909256311,-1.396824948,-2.088610175,0.551887674,2.995844757,0.751579494
0.162565182,1.901860066,-1.393189107,-2.086880817,0.553063251,2.992582751,0.751721661
0.163565182,1.894360522,-1.389526495,-2.084678417,0.554409024,2.989586289,0.75165842
0.163788458,1.892674037,-1.388705557,-2.084124016,0.554731863,2.98895384,0.751616769
0.164216091,1.889434137,-1.38713049,-2.083000817,0.555371911,2.987780106,0.751509604
0.164790133,1.885067417,-1.385010937,-2.081369335,0.556274728,2.986282352,0.751309936
0.165324659,1.880986504,-1.383032389,-2.079726506,0.557158817,2.98496809,0.751067499
0.16569006,1.878190374,-1.381677381,-2.078536981,0.557786432,2.984114334,0.750870968
0.165978122,1.875983254,-1.380607856,-2.077562248,0.558294097,2.983466857,0.750698683
