"time","Out1[1]","Out1[2]","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out9","Out10","Out11","Out2","Out3","Out4","Out5"
1.32,1,0.968715,1,0,0,0,1,0,0.932039,0.891207,0.192712,6,11,0,12,12
1.34,1,0.973485,1,0,0,0,1,0,0.932039,0.968715,0.192712,6,11,0,12,12
1.36,1,0.977865,1,0,0,0,1,0,0.932039,0.968715,0.192712,6,11,0,12,12
1.38,1,0.981854,1,0,0,0,1,0,0.932039,0.968715,0.192712,6,11,0,12,12
1.4,1,0.98545,1,0,0,0,1,0,0.932039,0.968715,0.192712,6,11,0,12,12
1.42,1,0.988652,1,0,0,0,1,0,0.932039,0.968715,0.19709,6,11,0,12,12
1.44,1,0.991458,1,0,0,0,1,0,0.932039,0.968715,0.19709,6,11,0,12,12
1.46,1,0.993868,1,0,0,0,1,0,0.932039,0.968715,0.19709,6,11,0,12,12
1.48,1,0.995881,1,0,0,0,1,0,0.932039,0.968715,0.19709,6,11,0,12,12
1.5,1,0.997495,1,0,0,0,1,0,0.932039,0.968715,0.19709,6,11,0,12,12
1.52,1,0.99871,1,0,0,0,1,0,0.997495,0.968715,0.199499,6,11,0,12,12
1.54,1,0.999526,1,0,0,0,1,0,0.997495,0.968715,0.199499,6,11,0,12,12
1.56,1,0.999942,1,0,0,0,1,0,0.997495,0.999526,0.199499,6,11,0,12,12
1.58,1,0.999958,1,0,0,0,1,0,0.997495,0.999526,0.199499,6,11,0,12,12
1.6,1,0.999574,1,0,0,0,1,0,0.997495,0.999526,0.199499,6,11,0,12,12
1.62,1,0.99879,1,0,0,0,1,0,0.997495,0.999526,0.199915,6,11,0,12,12
1.64,1,0.997606,1,0,0,0,1,0,0.997495,0.999526,0.199915,6,11,0,12,12
1.66,1,0.996024,1,0,0,0,1,0,0.997495,0.999526,0.199915,6,11,0,12,12
1.68,1,0.994043,1,0,0,0,1,0,0.997495,0.999526,0.199915,6,11,0,12,12
1.7,1,0.991665,1,0,0,0,1,0,0.997495,0.999526,0.199915,6,11,0,12,12
1.72,1,0.98889,1,0,0,0,1,0,0.997495,0.999526,0.198333,6,11,0,12,12
1.74,1,0.985719,1,0,0,0,1,0,0.997495,0.999526,0.198333,6,11,0,12,12
1.76,1,0.982154,1,0,0,0,1,0,0.997495,0.999526,0.198333,6,11,0,12,12
1.78,1,0.978197,1,0,0,0,1,0,0.997495,0.982154,0.198333,6,11,0,12,12
1.8,1,0.973848,1,0,0,0,1,0,0.997495,0.982154,0.198333,6,11,0,12,12
1.82,1,0.969109,1,0,0,0,1,0,0.973848,0.982154,0.19477,6,11,0,12,12
1.84,1,0.963983,1,0,0,0,1,0,0.973848,0.982154,0.19477,6,11,0,12,12
1.86,1,0.958471,1,0,0,0,1,0,0.973848,0.982154,0.19477,6,11,0,12,12
1.88,1,0.952576,1,0,0,0,1,0,0.973848,0.982154,0.19477,6,11,0,12,12
1.9,1,0.9463,1,0,0,0,1,0,0.973848,0.982154,0.19477,6,11,0,12,12
1.92,1,0.939645,1,0,0,0,1,0,0.973848,0.982154,0.18926,6,11,0,12,12
1.94,1,0.932615,1,0,0,0,1,0,0.973848,0.982154,0.18926,6,11,0,12,12
1.96,1,0.925212,1,0,0,0,1,0,0.973848,0.982154,0.18926,6,11,0,12,12
1.98,1,0.917438,1,0,0,0,1,0,0.973848,0.982154,0.18926,6,11,0,12,12
2.01,1,0.905091,1,0,0,0,1,0,0.973848,0.917438,0.181859,6,10,0,12,12
2.04,1,0.891929,1,0,0,0,1,0,0.973848,0.917438,0.181859,6,10,0,12,12
2.07,1,0.877964,1,0,0,0,1,0,0.973848,0.917438,0.181859,6,10,0,12,12
2.1,1,0.863209,1,0,0,0,1,0,0.973848,0.917438,0.181859,6,10,0,12,12
2.13,1,0.847678,1,0,0,0,1,0,0.863209,0.917438,0.172642,6,10,0,12,12
2.16,1,0.831383,1,0,0,0,1,0,0.863209,0.917438,0.172642,6,9,0,12,12
2.19,1,0.814341,1,0,0,0,1,0,0.863209,0.917438,0.172642,6,9,0,12,12
2.22,1,0.796565,1,0,0,0,1,0,0.863209,0.808496,0.161699,6,9,0,12,12
2.25,1,0.778073,1,0,0,0,1,0,0.863209,0.808496,0.161699,6,9,0,12,12
2.28,1,0.758881,1,0,0,0,1,0,0.863209,0.808496,0.161699,6,9,0,12,12
2.31,1,0.739005,1,0,0,0,1,0,0.863209,0.808496,0.149141,6,8,0,12,12
2.34,1,0.718465,1,0,0,0,1,0,0.863209,0.808496,0.149141,6,8,0,12,12
2.37,1,0.697278,1,0,0,0,1,0,0.863209,0.808496,0.149141,6,8,0,12,12
2.4,1,0.675463,1,0,0,0,1,0,0.863209,0.808496,0.149141,6,8,0,12,12
2.43,1,0.653041,1,0,0,0,1,0,0.675463,0.660581,0.135093,6,7,0,12,12
2.46,1,0.630031,1,0,0,0,1,0,0.675463,0.660581,0.135093,6,7,0,12,12
2.49,1,0.606454,1,0,0,0,1,0,0.675463,0.660581,0.135093,6,7,0,12,12
2.52,1,0.582331,1,0,0,0,1,0,0.675463,0.660581,0.119694,6,6,0,12,12
2.55,1,0.557684,1,0,0,0,1,0,0.675463,0.660581,0.119694,6,6,0,12,12
2.58,1,0.532535,1,0,0,0,1,0,0.675463,0.660581,0.119694,6,6,0,12,12
2.61,1,0.506907,1,0,0,0,1,0,0.675463,0.660581,0.1031,6,6,0,12,12
2.64,1,0.480823,1,0,0,0,1,0,0.675463,0.660581,0.1031,6,5,0,12,12
2.67,1,0.454306,1,0,0,0,1,0,0.675463,0.480823,0.1031,6,5,0,12,12
2.7,1,0.42738,1,0,0,0,1,0,0.675463,0.480823,0.1031,6,5,0,12,12
2.73,1,0.400069,1,0,0,0,1,0,0.42738,0.480823,0.085476,6,4,0,12,12
2.76,1,0.372399,1,0,0,0,1,0,0.42738,0.480823,0.085476,6,4,0,12,12
2.79,1,0.344393,1,0,0,0,1,0,0.42738,0.480823,0.085476,6,4,0,12,12
2.82,1,0.316078,1,0,0,0,1,0,0.42738,0.480823,0.0669976,6,3,0,12,12
2.85,1,0.287478,1,0,0,0,1,0,0.42738,0.480823,0.0669976,6,3,0,12,12
2.88,1,0.258619,1,0,0,0,1,0,0.42738,0.277886,0.0669976,6,3,0,12,12
2.91,1,0.229528,1,0,0,0,1,0,0.42738,0.277886,0.0478499,6,2,0,12,12
2.94,1,0.20023,1,0,0,0,1,0,0.42738,0.277886,0.0478499,6,2,0,12,12
2.97,1,0.170752,1,0,0,0,1,0,0.42738,0.277886,0.0478499,6,2,0,12,12
3,1,0.14112,1,0,0,0,1,0,0.42738,0.277886,0.0478499,6,1,0,12,12
3.03,1,0.111361,1,0,0,0,1,0,0.14112,0.277886,0.028224,6,1,0,12,12
3.06,1,0.0815022,1,0,0,0,1,0,0.14112,0.277886,0.028224,6,0,0,12,12
3.09,1,0.0515698,1,0,0,0,1,0,0.14112,0.0615537,0.028224,6,0,0,12,12
3.12,1,0.021591,1,0,0,0,1,0,0.14112,0.0615537,0.00831613,6,0,0,12,12
3.15,1,-0.00840725,1,0,0,0,1,0,0.14112,0.0615537,0.00831613,6,-1,-1,12,12
3.18,1,-0.0383979,1,0,0,0,1,0,0.14112,0.0615537,0.00831613,6,-1,-1,12,12
3.21,1,-0.068354,1,0,0,0,1,0,0.14112,0.0615537,-0.0116748,6,-1,-1,12,12
3.24,1,-0.0982486,1,0,0,0,1,0,0.14112,0.0615537,-0.0116748,6,-2,-1,12,12
3.27,1,-0.128055,1,0,0,0,1,0,0.14112,0.0615537,-0.0116748,6,-2,-1,12,12
3.3,1,-0.157746,1,0,0,0,1,0,0.14112,0.0615537,-0.0116748,6,-2,-1,12,12
3.33,1,-0.187295,1,0,0,0,1,0,-0.157746,-0.157746,-0.0315491,6,-3,-1,12,12
3.36,1,-0.216675,1,0,0,0,1,0,-0.157746,-0.157746,-0.0315491,6,-3,-1,12,12
3.39,1,-0.245861,1,0,0,0,1,0,-0.157746,-0.157746,-0.0315491,6,-3,-1,12,12
3.42,1,-0.274825,1,0,0,0,1,0,-0.157746,-0.157746,-0.0511082,6,-4,-1,12,12
3.45,1,-0.303542,1,0,0,0,1,0,-0.157746,-0.157746,-0.0511082,6,-4,-1,12,12
3.48,1,-0.331985,1,0,0,0,1,0,-0.157746,-0.157746,-0.0511082,6,-4,-1,12,12
3.51,1,-0.36013,1,0,0,0,1,0,-0.157746,-0.157746,-0.0701566,6,-5,-1,12,12
3.54,1,-0.387951,1,0,0,0,1,0,-0.157746,-0.369441,-0.0701566,6,-5,-1,12,12
3.57,1,-0.415423,1,0,0,0,1,0,-0.157746,-0.369441,-0.0701566,6,-5,-1,12,12
3.6,1,-0.44252,1,0,0,0,1,0,-0.157746,-0.369441,-0.0701566,6,-6,-1,12,12
3.63,1,-0.46922,1,0,0,0,1,0,-0.44252,-0.369441,-0.0885041,6,-6,-1,12,12
3.66,1,-0.495497,1,0,0,0,1,0,-0.44252,-0.369441,-0.0885041,6,-6,-1,12,12
3.69,1,-0.521329,1,0,0,0,1,0,-0.44252,-0.369441,-0.0885041,6,-7,-1,12,12
3.72,1,-0.546691,1,0,0,0,1,0,-0.44252,-0.369441,-0.105967,6,-7,-1,12,12
3.75,1,-0.571561,1,0,0,0,1,0,-0.44252,-0.563327,-0.105967,6,-7,-1,12,12
3.78,1,-0.595917,1,0,0,0,1,0,-0.44252,-0.563327,-0.105967,6,-8,-1,12,12
3.81,1,-0.619737,1,0,0,0,1,0,-0.44252,-0.563327,-0.122372,6,-8,-1,12,12
3.84,1,-0.642999,1,0,0,0,1,0,-0.44252,-0.563327,-0.122372,6,-8,-1,12,12
3.87,1,-0.665682,1,0,0,0,1,0,-0.44252,-0.563327,-0.122372,6,-8,-1,12,12
3.9,1,-0.687766,1,0,0,0,1,0,-0.44252,-0.563327,-0.122372,6,-9,-1,12,12
3.93,1,-0.709231,1,0,0,0,1,0,-0.687766,-0.563327,-0.137553,6,-9,-1,12,12
3.96,1,-0.730058,1,0,0,0,1,0,-0.687766,-0.563327,-0.137553,6,-9,-1,12,12
3.99,1,-0.750228,1,0,0,0,1,0,-0.687766,-0.730058,-0.137553,6,-10,-1,12,12
4.01,1,-0.763301,1,0,0,0,1,0,-0.687766,-0.730058,-0.15136,6,-10,-1,12,12
4.04,1,-0.782336,1,0,0,0,1,0,-0.687766,-0.730058,-0.15136,6,-10,-1,12,12
4.07,1,-0.800667,1,0,0,0,1,0,-0.687766,-0.730058,-0.15136,6,-10,-1,12,12
4.1,1,-0.818277,1,0,0,0,1,0,-0.687766,-0.730058,-0.15136,6,-10,-1,12,12
4.13,1,-0.835151,1,0,0,0,1,0,-0.687766,-0.730058,-0.163655,6,-11,-1,12,12
4.16,1,-0.851273,1,0,0,0,1,0,-0.687766,-0.730058,-0.163655,6,-11,-1,12,12
4.19,1,-0.86663,1,0,0,0,1,0,-0.687766,-0.861597,-0.163655,6,-11,-1,12,12
4.22,1,-0.881206,1,0,0,0,1,0,-0.871576,-0.861597,-0.174315,6,-11,-1,12,12
4.25,1,-0.894989,1,0,0,0,1,0,-0.871576,-0.861597,-0.174315,6,-11,-1,12,12
4.28,1,-0.907967,1,0,0,0,1,0,-0.871576,-0.861597,-0.174315,6,-11,-1,12,12
4.31,1,-0.920128,1,0,0,0,1,0,-0.871576,-0.861597,-0.183233,6,-12,-1,12,12
4.34,1,-0.931461,1,0,0,0,1,0,-0.871576,-0.861597,-0.183233,6,-12,-1,12,12
4.37,1,-0.941955,1,0,0,0,1,0,-0.871576,-0.861597,-0.183233,6,-12,-1,12,12
4.4,1,-0.951602,1,0,0,0,1,0,-0.871576,-0.861597,-0.183233,6,-12,-1,12,12
4.43,1,-0.960392,1,0,0,0,1,0,-0.871576,-0.951602,-0.19032,6,-12,-1,12,12
4.46,1,-0.968319,1,0,0,0,1,0,-0.871576,-0.951602,-0.19032,6,-12,-1,12,12
4.49,1,-0.975373,1,0,0,0,1,0,-0.871576,-0.951602,-0.19032,6,-12,-1,12,12
4.52,1,-0.98155,1,0,0,0,1,0,-0.97753,-0.951602,-0.195506,6,-12,-1,12,12
4.55,1,-0.986844,1,0,0,0,1,0,-0.97753,-0.951602,-0.195506,6,-12,-1,12,12
4.58,1,-0.991249,1,0,0,0,1,0,-0.97753,-0.951602,-0.195506,6,-12,-1,12,12
4.61,1,-0.994763,1,0,0,0,1,0,-0.97753,-0.951602,-0.198738,6,-12,-1,12,12
4.64,1,-0.997381,1,0,0,0,1,0,-0.97753,-0.995735,-0.198738,6,-12,-1,12,12
4.67,1,-0.999102,1,0,0,0,1,0,-0.97753,-0.995735,-0.198738,6,-12,-1,12,12
4.7,1,-0.999923,1,0,0,0,1,0,-0.97753,-0.995735,-0.198738,6,-12,-1,12,12
4.73,1,-0.999845,1,0,0,0,1,0,-0.97753,-0.995735,-0.199985,6,-12,-1,12,12
4.76,1,-0.998867,1,0,0,0,1,0,-0.97753,-0.995735,-0.199985,6,-12,-1,12,12
4.79,1,-0.99699,1,0,0,0,1,0,-0.97753,-0.995735,-0.199985,6,-12,-1,12,12
4.82,1,-0.994216,1,0,0,0,1,0,-0.996165,-0.995735,-0.199233,6,-12,-1,12,12
4.85,1,-0.990547,1,0,0,0,1,0,-0.996165,-0.991869,-0.199233,6,-12,-1,12,12
4.88,1,-0.985986,1,0,0,0,1,0,-0.996165,-0.991869,-0.199233,6,-12,-1,12,12
4.91,1,-0.980538,1,0,0,0,1,0,-0.996165,-0.991869,-0.196491,6,-12,-1,12,12
4.94,1,-0.974208,1,0,0,0,1,0,-0.996165,-0.991869,-0.196491,6,-12,-1,12,12
4.97,1,-0.967001,1,0,0,0,1,0,-0.996165,-0.991869,-0.196491,6,-12,-1,12,12
5,1,-0.958924,1,0,0,0,1,0,-0.996165,-0.991869,-0.196491,6,-12,-1,12,12
5.03,1,-0.949984,1,0,0,0,1,0,-0.996165,-0.991869,-0.191785,6,-12,-1,12,12
5.06,1,-0.940189,1,0,0,0,1,0,-0.996165,-0.991869,-0.191785,6,-12,-1,12,12
5.09,1,-0.929548,1,0,0,0,1,0,-0.996165,-0.940189,-0.191785,6,-12,-1,12,12
5.12,1,-0.91807,1,0,0,0,1,0,-0.925815,-0.940189,-0.185163,6,-12,-1,12,12
5.15,1,-0.905767,1,0,0,0,1,0,-0.925815,-0.940189,-0.185163,6,-11,-1,12,12
5.18,1,-0.892648,1,0,0,0,1,0,-0.925815,-0.940189,-0.185163,6,-11,-1,12,12
5.21,1,-0.878725,1,0,0,0,1,0,-0.925815,-0.940189,-0.176691,6,-11,-1,12,12
5.24,1,-0.864012,1,0,0,0,1,0,-0.925815,-0.940189,-0.176691,6,-11,-1,12,12
5.27,1,-0.848522,1,0,0,0,1,0,-0.925815,-0.940189,-0.176691,6,-11,-1,12,12
5.3,1,-0.832267,1,0,0,0,1,0,-0.925815,-0.843188,-0.176691,6,-10,-1,12,12
5.33,1,-0.815264,1,0,0,0,1,0,-0.925815,-0.843188,-0.166453,6,-10,-1,12,12
5.36,1,-0.797527,1,0,0,0,1,0,-0.925815,-0.843188,-0.166453,6,-10,-1,12,12
5.39,1,-0.779073,1,0,0,0,1,0,-0.925815,-0.843188,-0.166453,6,-10,-1,12,12
5.42,1,-0.759917,1,0,0,0,1,0,-0.772764,-0.843188,-0.154553,6,-10,-1,12,12
5.45,1,-0.740077,1,0,0,0,1,0,-0.772764,-0.843188,-0.154553,6,-9,-1,12,12
5.48,1,-0.719572,1,0,0,0,1,0,-0.772764,-0.843188,-0.154553,6,-9,-1,12,12
5.51,1,-0.698418,1,0,0,0,1,0,-0.772764,-0.70554,-0.141108,6,-9,-1,12,12
5.54,1,-0.676637,1,0,0,0,1,0,-0.772764,-0.70554,-0.141108,6,-9,-1,12,12
5.57,1,-0.654246,1,0,0,0,1,0,-0.772764,-0.70554,-0.141108,6,-8,-1,12,12
5.6,1,-0.631267,1,0,0,0,1,0,-0.772764,-0.70554,-0.141108,6,-8,-1,12,12
5.63,1,-0.607719,1,0,0,0,1,0,-0.772764,-0.70554,-0.126253,6,-8,-1,12,12
5.66,1,-0.583625,1,0,0,0,1,0,-0.772764,-0.70554,-0.126253,6,-8,-1,12,12
5.69,1,-0.559005,1,0,0,0,1,0,-0.772764,-0.70554,-0.126253,6,-7,-1,12,12
5.72,1,-0.533882,1,0,0,0,1,0,-0.550686,-0.70554,-0.110137,6,-7,-1,12,12
5.75,1,-0.508279,1,0,0,0,1,0,-0.550686,-0.533882,-0.110137,6,-7,-1,12,12
5.78,1,-0.482218,1,0,0,0,1,0,-0.550686,-0.533882,-0.110137,6,-6,-1,12,12
5.81,1,-0.455724,1,0,0,0,1,0,-0.550686,-0.533882,-0.0929204,6,-6,-1,12,12
5.84,1,-0.428819,1,0,0,0,1,0,-0.550686,-0.533882,-0.0929204,6,-6,-1,12,12
5.87,1,-0.401529,1,0,0,0,1,0,-0.550686,-0.533882,-0.0929204,6,-5,-1,12,12
5.9,1,-0.373877,1,0,0,0,1,0,-0.550686,-0.533882,-0.0929204,6,-5,-1,12,12
5.93,1,-0.345888,1,0,0,0,1,0,-0.550686,-0.533882,-0.0747753,6,-5,-1,12,12
5.96,1,-0.317589,1,0,0,0,1,0,-0.550686,-0.336488,-0.0747753,6,-4,-1,12,12
5.99,1,-0.289003,1,0,0,0,1,0,-0.550686,-0.336488,-0.0747753,6,-4,-1,12,12
6.02,1,-0.260157,1,0,0,0,1,0,-0.279415,-0.336488,-0.0558831,6,-4,-1,12,12
6.05,1,-0.231078,1,0,0,0,1,0,-0.279415,-0.336488,-0.0558831,6,-3,-1,12,12
6.08,1,-0.20179,1,0,0,0,1,0,-0.279415,-0.336488,-0.0558831,6,-3,-1,12,12
6.11,1,-0.172321,1,0,0,0,1,0,-0.279415,-0.336488,-0.0364325,6,-3,-1,12,12
6.14,1,-0.142697,1,0,0,0,1,0,-0.279415,-0.336488,-0.0364325,6,-2,-1,12,12
6.17,1,-0.112944,1,0,0,0,1,0,-0.279415,-0.122874,-0.0364325,6,-2,-1,12,12
6.2,1,-0.0830894,1,0,0,0,1,0,-0.279415,-0.122874,-0.0364325,6,-1,-1,12,12
6.23,1,-0.0531602,1,0,0,0,1,0,-0.279415,-0.122874,-0.0166179,6,-1,-1,12,12
6.26,1,-0.0231832,1,0,0,0,1,0,-0.279415,-0.122874,-0.0166179,6,-1,-1,12,12
6.29,1,0.00681464,1,0,0,0,1,0,-0.279415,-0.122874,-0.0166179,6,0,0,12,12
6.32,1,0.0368064,1,0,0,0,1,0,0.0168139,-0.122874,0.00336278,6,0,0,12,12
6.35,1,0.066765,1,0,0,0,1,0,0.0168139,-0.122874,0.00336278,6,0,0,12,12
6.38,1,0.0966635,1,0,0,0,1,0,0.0168139,-0.122874,0.00336278,6,1,0,12,12
6.41,1,0.126475,1,0,0,0,1,0,0.0168139,0.0966635,0.0233098,6,1,0,12,12
6.44,1,0.156173,1,0,0,0,1,0,0.0168139,0.0966635,0.0233098,6,1,0,12,12
6.47,1,0.18573,1,0,0,0,1,0,0.0168139,0.0966635,0.0233098,6,2,0,12,12
6.5,1,0.21512,1,0,0,0,1,0,0.0168139,0.0966635,0.0233098,6,2,0,12,12
6.53,1,0.244316,1,0,0,0,1,0,0.0168139,0.0966635,0.043024,6,2,0,12,12
6.56,1,0.273293,1,0,0,0,1,0,0.0168139,0.0966635,0.043024,6,3,0,12,12
6.59,1,0.302024,1,0,0,0,1,0,0.0168139,0.0966635,0.043024,6,3,0,12,12
6.62,1,0.330482,1,0,0,0,1,0,0.311541,0.311541,0.0623083,6,3,0,12,12
6.65,1,0.358644,1,0,0,0,1,0,0.311541,0.311541,0.0623083,6,4,0,12,12
6.68,1,0.386483,1,0,0,0,1,0,0.311541,0.311541,0.0623083,6,4,0,12,12
6.71,1,0.413973,1,0,0,0,1,0,0.311541,0.311541,0.08097,6,4,0,12,12
6.74,1,0.441092,1,0,0,0,1,0,0.311541,0.311541,0.08097,6,5,0,12,12
6.77,1,0.467813,1,0,0,0,1,0,0.311541,0.311541,0.08097,6,5,0,12,12
6.8,1,0.494113,1,0,0,0,1,0,0.311541,0.311541,0.08097,6,5,0,12,12
6.83,1,0.519969,1,0,0,0,1,0,0.311541,0.511401,0.0988227,6,6,0,12,12
6.86,1,0.545357,1,0,0,0,1,0,0.311541,0.511401,0.0988227,6,6,0,12,12
6.89,1,0.570254,1,0,0,0,1,0,0.311541,0.511401,0.0988227,6,6,0,12,12
6.92,1,0.594637,1,0,0,0,1,0,0.57844,0.511401,0.115688,6,7,0,12,12
6.95,1,0.618486,1,0,0,0,1,0,0.57844,0.511401,0.115688,6,7,0,12,12
6.98,1,0.641778,1,0,0,0,1,0,0.57844,0.511401,0.115688,6,7,0,12,12
7.01,1,0.664493,1,0,0,0,1,0,0.57844,0.511401,0.131397,6,7,0,12,12
7.04,1,0.686609,1,0,0,0,1,0,0.57844,0.511401,0.131397,6,8,0,12,12
7.07,1,0.708108,1,0,0,0,1,0,0.57844,0.686609,0.131397,6,8,0,12,12
7.1,1,0.728969,1,0,0,0,1,0,0.57844,0.686609,0.131397,6,8,0,12,12
7.13,1,0.749174,1,0,0,0,1,0,0.57844,0.686609,0.145794,6,8,0,12,12
7.16,1,0.768705,1,0,0,0,1,0,0.57844,0.686609,0.145794,6,9,0,12,12
7.19,1,0.787545,1,0,0,0,1,0,0.57844,0.686609,0.145794,6,9,0,12,12
7.22,1,0.805675,1,0,0,0,1,0,0.793668,0.686609,0.158734,6,9,0,12,12
7.25,1,0.823081,1,0,0,0,1,0,0.793668,0.686609,0.158734,6,9,0,12,12
