"time","J1.phi","J1.w","T2","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel","freqHz"
0.07,0.689445,9.80218,0.4,-0.66531,-9.10304,-0.0241356,-0.699141,0,0,0.2
0.073,0.718846,9.79599,0.4,-0.692583,-9.06697,-0.0262629,-0.729024,0,0,0.2
0.076,0.748226,9.78798,0.4,-0.719746,-9.02909,-0.0284799,-0.758896,0,0,0.2
0.079,0.777581,9.77795,0.4,-0.746794,-8.9892,-0.0307864,-0.788758,0,0,0.2
0.082,0.806903,9.76573,0.4,-0.77372,-8.94712,-0.0331826,-0.818609,0,0,0.2
0.085,0.836186,9.75116,0.4,-0.800518,-8.90271,-0.0356682,-0.848448,0,0,0.2
0.088,0.865423,9.7341,0.4,-0.82718,-8.85582,-0.0382434,-0.878276,0,0,0.2
0.091,0.894606,9.71444,0.4,-0.853698,-8.80635,-0.0409081,-0.908091,0,0,0.2
0.094,0.923728,9.6921,0.4,-0.880066,-8.75421,-0.0436621,-0.937894,0,0,0.2
0.097,0.95278,9.667,0.4,-0.906274,-8.69932,-0.0465056,-0.967683,0,0,0.2
0.1,0.981753,9.63911,0.4,-0.932315,-8.64165,-0.0494384,-0.997459,0,0,0.2
0.103,1.01064,9.60841,0.4,-0.95818,-8.58118,-0.0524606,-1.02722,0,0,0.2
0.106,1.03943,9.5749,0.4,-0.983861,-8.51793,-0.055572,-1.05697,0,0,0.2
0.109,1.06812,9.53862,0.4,-1.00935,-8.45192,-0.0587726,-1.0867,0,0,0.2
0.112,1.0967,9.49964,0.4,-1.03464,-8.38322,-0.0620624,-1.11642,0,0,0.2
0.115,1.12516,9.45803,0.4,-1.05972,-8.31191,-0.0654414,-1.14612,0,0,0.2
0.118,1.15349,9.41389,0.4,-1.08458,-8.23809,-0.0689094,-1.1758,0,0,0.2
0.121,1.18168,9.36737,0.4,-1.10922,-8.1619,-0.0724665,-1.20547,0,0,0.2
0.124,1.20974,9.3186,0.4,-1.13362,-8.08348,-0.0761126,-1.23512,0,0,0.2
0.128,1.24691,9.25039,0.4,-1.1658,-7.97575,-0.0811124,-1.27463,0,0,0.2
0.131,1.27461,9.19708,0.4,-1.18964,-7.89283,-0.0849659,-1.30424,0,0,0.2
0.134,1.30215,9.14216,0.4,-1.21324,-7.80833,-0.0889082,-1.33384,0,0,0.2
0.137,1.32952,9.08587,0.4,-1.23658,-7.72246,-0.0929393,-1.36341,0,0,0.2
0.14,1.35672,9.02843,0.4,-1.25966,-7.63547,-0.0970591,-1.39296,0,0,0.2
0.143,1.38374,8.9701,0.4,-1.28248,-7.5476,-0.101268,-1.4225,0,0,0.2
0.146,1.41059,8.91112,0.4,-1.30503,-7.45911,-0.105565,-1.45201,0,0,0.2
0.149,1.43727,8.85177,0.4,-1.32732,-7.37027,-0.10995,-1.48151,0,0,0.2
0.152,1.46376,8.79231,0.4,-1.34934,-7.28133,-0.114424,-1.51098,0,0,0.2
0.155,1.49008,8.733,0.4,-1.3711,-7.19257,-0.118986,-1.54043,0,0,0.2
0.158,1.51622,8.67411,0.4,-1.39259,-7.10425,-0.123637,-1.56986,0,0,0.2
0.161,1.54219,8.6159,0.4,-1.41381,-7.01664,-0.128376,-1.59927,0,0,0.2
0.164,1.56798,8.55864,0.4,-1.43477,-6.92998,-0.133203,-1.62865,0,0,0.2
0.167,1.5936,8.50255,0.4,-1.45548,-6.84454,-0.138119,-1.65802,0,0,0.2
0.17,1.61905,8.44789,0.4,-1.47593,-6.76054,-0.143122,-1.68736,0,0,0.2
0.173,1.64434,8.39488,0.4,-1.49613,-6.67821,-0.148213,-1.71667,0,0,0.2
0.176,1.66947,8.34373,0.4,-1.51608,-6.59777,-0.153393,-1.74596,0,0,0.2
0.179,1.69445,8.29463,0.4,-1.53579,-6.5194,-0.15866,-1.77523,0,0,0.2
0.182,1.71929,8.24776,0.4,-1.55528,-6.44329,-0.164015,-1.80447,0,0,0.2
0.185,1.74399,8.20328,0.4,-1.57453,-6.36959,-0.169457,-1.83368,0,0,0.2
0.188,1.76856,8.16132,0.4,-1.59357,-6.29844,-0.174988,-1.86287,0,0,0.2
0.191,1.793,8.122,0.4,-1.61239,-6.22996,-0.180606,-1.89204,0,0,0.2
0.194,1.81733,8.0854,0.4,-1.63102,-6.16423,-0.186311,-1.92117,0,0,0.2
0.197,1.84155,8.0516,0.4,-1.64945,-6.10132,-0.192103,-1.95028,0,0,0.2
0.2,1.86567,8.02063,0.4,-1.66769,-6.04127,-0.197983,-1.97937,0,0,0.2
0.203,1.88971,7.99252,0.4,-1.68576,-5.9841,-0.203951,-2.00842,0,0,0.2
0.206,1.91366,7.96726,0.4,-1.70365,-5.92981,-0.210005,-2.03745,0,0,0.2
0.209,1.93754,7.9448,0.4,-1.72139,-5.87836,-0.216146,-2.06644,0,0,0.2
0.212,1.96135,7.9251,0.4,-1.73898,-5.82969,-0.222374,-2.09541,0,0,0.2
0.215,1.98511,7.90807,0.4,-1.75642,-5.78373,-0.22869,-2.12435,0,0,0.2
0.218,2.00882,7.89361,0.4,-1.77373,-5.74036,-0.235092,-2.15326,0,0,0.2
0.221,2.03249,7.88159,0.4,-1.79091,-5.69946,-0.24158,-2.18213,0,0,0.2
0.224,2.05612,7.87186,0.4,-1.80797,-5.66088,-0.248155,-2.21098,0,0,0.2
0.227,2.07973,7.86425,0.4,-1.82491,-5.62446,-0.254817,-2.2398,0,0,0.2
0.23,2.10331,7.85858,0.4,-1.84175,-5.59,-0.261565,-2.26858,0,0,0.2
0.233,2.12689,7.85463,0.4,-1.85849,-5.5573,-0.2684,-2.29733,0,0,0.2
0.236,2.15045,7.85219,0.4,-1.87513,-5.52614,-0.275321,-2.32605,0,0,0.2
0.239,2.174,7.85103,0.4,-1.89168,-5.49629,-0.282327,-2.35474,0,0,0.2
0.242,2.19756,7.8509,0.4,-1.90814,-5.46751,-0.28942,-2.38339,0,0,0.2
0.245,2.22111,7.85155,0.4,-1.92451,-5.43954,-0.296599,-2.41201,0,0,0.2
0.248,2.24466,7.85271,0.4,-1.9408,-5.41212,-0.303864,-2.44059,0,0,0.2
0.252,2.27608,7.85462,0.4,-1.96239,-5.37597,-0.313683,-2.47865,0,0,0.2
0.255,2.29964,7.85598,0.4,-1.9785,-5.34882,-0.321148,-2.50716,0,0,0.2
0.258,2.32321,7.85697,0.4,-1.99451,-5.32134,-0.328698,-2.53563,0,0,0.2
0.261,2.34678,7.85734,0.4,-2.01045,-5.29328,-0.336333,-2.56406,0,0,0.2
0.264,2.37036,7.85682,0.4,-2.0263,-5.26437,-0.344054,-2.59246,0,0,0.2
0.267,2.39392,7.85518,0.4,-2.04207,-5.23437,-0.351859,-2.62081,0,0,0.2
0.27,2.41749,7.85218,0.4,-2.05774,-5.20305,-0.35975,-2.64914,0,0,0.2
0.273,2.44104,7.8476,0.4,-2.07331,-5.17017,-0.367726,-2.67742,0,0,0.2
0.276,2.46458,7.84121,0.4,-2.08879,-5.13554,-0.375786,-2.70567,0,0,0.2
0.279,2.48809,7.83283,0.4,-2.10416,-5.09896,-0.383932,-2.73388,0,0,0.2
0.282,2.51158,7.82229,0.4,-2.11942,-5.06024,-0.392161,-2.76205,0,0,0.2
0.285,2.53504,7.80943,0.4,-2.13456,-5.01925,-0.400476,-2.79018,0,0,0.2
0.288,2.55845,7.7941,0.4,-2.14957,-4.97583,-0.408874,-2.81827,0,0,0.2
0.291,2.58181,7.77621,0.4,-2.16446,-4.92989,-0.417357,-2.84632,0,0,0.2
0.294,2.60512,7.75566,0.4,-2.1792,-4.88132,-0.425924,-2.87434,0,0,0.2
0.297,2.62837,7.73238,0.4,-2.19379,-4.83007,-0.434575,-2.90231,0,0,0.2
0.3,2.65154,7.70633,0.4,-2.20823,-4.7761,-0.44331,-2.93024,0,0,0.2
0.303,2.67463,7.6775,0.4,-2.2225,-4.71938,-0.452129,-2.95812,0,0,0.2
0.306,2.69763,7.6459,0.4,-2.2366,-4.65993,-0.461031,-2.98597,0,0,0.2
0.309,2.72053,7.61155,0.4,-2.25052,-4.59778,-0.470017,-3.01377,0,0,0.2
0.312,2.74333,7.57452,0.4,-2.26425,-4.53299,-0.479086,-3.04154,0,0,0.2
0.315,2.76602,7.53489,0.4,-2.27778,-4.46564,-0.488238,-3.06925,0,0,0.2
0.318,2.78858,7.49277,0.4,-2.29111,-4.39584,-0.497473,-3.09693,0,0,0.2
0.321,2.81101,7.44828,0.4,-2.30422,-4.32372,-0.506792,-3.12456,0,0,0.2
0.324,2.83331,7.40158,0.4,-2.31712,-4.24943,-0.516193,-3.15215,0,0,0.2
0.327,2.85547,7.35283,0.4,-2.32979,-4.17314,-0.525677,-3.17969,0,0,0.2
0.33,2.87748,7.30223,0.4,-2.34223,-4.09504,-0.535244,-3.20719,0,0,0.2
0.333,2.89933,7.24997,0.4,-2.35444,-4.01533,-0.544893,-3.23464,0,0,0.2
0.336,2.92103,7.19628,0.4,-2.36641,-3.93424,-0.554624,-3.26204,0,0,0.2
0.339,2.94256,7.1414,0.4,-2.37813,-3.852,-0.564438,-3.2894,0,0,0.2
0.342,2.96393,7.08556,0.4,-2.3896,-3.76885,-0.574333,-3.31672,0,0,0.2
0.345,2.98513,7.02903,0.4,-2.40082,-3.68505,-0.58431,-3.34398,0,0,0.2
0.348,3.00616,6.97206,0.4,-2.41179,-3.60086,-0.59437,-3.3712,0,0,0.2
0.351,3.02702,6.91491,0.4,-2.42251,-3.51654,-0.60451,-3.39837,0,0,0.2
0.354,3.04771,6.85786,0.4,-2.43298,-3.43236,-0.614733,-3.42549,0,0,0.2
0.357,3.06823,6.80116,0.4,-2.44319,-3.34859,-0.625036,-3.45257,0,0,0.2
0.36,3.08857,6.74509,0.4,-2.45315,-3.2655,-0.635421,-3.47959,0,0,0.2
0.363,3.10875,6.6899,0.4,-2.46287,-3.18333,-0.645887,-3.50657,0,0,0.2
0.366,3.12877,6.63583,0.4,-2.47234,-3.10234,-0.656433,-3.5335,0,0,0.2
0.369,3.14862,6.58314,0.4,-2.48156,-3.02277,-0.667061,-3.56037,0,0,0.2
0.372,3.16832,6.53206,0.4,-2.49055,-2.94486,-0.677769,-3.5872,0,0,0.2
0.375,3.18787,6.48278,0.4,-2.49931,-2.86881,-0.688557,-3.61397,0,0,0.2
0.378,3.20727,6.43553,0.4,-2.50784,-2.79483,-0.699426,-3.6407,0,0,0.2
0.381,3.22653,6.39048,0.4,-2.51615,-2.72311,-0.710375,-3.66737,0,0,0.2
0.384,3.24566,6.34779,0.4,-2.52425,-2.6538,-0.721403,-3.69399,0,0,0.2
0.387,3.26466,6.3076,0.4,-2.53215,-2.58705,-0.732512,-3.72056,0,0,0.2
0.39,3.28354,6.27005,0.4,-2.53984,-2.52298,-0.7437,-3.74707,0,0,0.2
0.393,3.30232,6.23522,0.4,-2.54735,-2.46168,-0.754968,-3.77354,0,0,0.2
0.396,3.32099,6.20319,0.4,-2.55468,-2.40325,-0.766315,-3.79994,0,0,0.2
0.399,3.33957,6.17401,0.4,-2.56183,-2.34771,-0.777741,-3.8263,0,0,0.2
0.403,3.36422,6.13959,0.4,-2.57115,-2.30823,-0.793039,-3.80136,-3e-05,-0.03,0.2
0.406,3.38261,6.11712,0.4,-2.57805,-2.28953,-0.804409,-3.76758,-0.00015,-0.06,0.2
0.409,3.40094,6.09749,0.4,-2.5849,-2.27373,-0.815678,-3.73376,-0.00036,-0.09,0.2
0.412,3.41922,6.08064,0.4,-2.59171,-2.26076,-0.826845,-3.69987,-0.00066,-0.12,0.2
0.415,3.43744,6.06649,0.4,-2.59848,-2.25055,-0.837911,-3.66593,-0.00105,-0.15,0.2
0.418,3.45563,6.05493,0.4,-2.60523,-2.24299,-0.848875,-3.63194,-0.00153,-0.18,0.2
0.421,3.47379,6.04584,0.4,-2.61195,-2.23795,-0.859737,-3.59789,-0.0021,-0.21,0.2
0.424,3.49192,6.03906,0.4,-2.61866,-2.23528,-0.870496,-3.56378,-0.00276,-0.24,0.2
0.427,3.51003,6.03443,0.4,-2.62537,-2.23482,-0.881153,-3.52961,-0.00351,-0.27,0.2
0.43,3.52813,6.03177,0.4,-2.63207,-2.23637,-0.891708,-3.49539,-0.00435,-0.3,0.2
0.433,3.54622,6.03085,0.4,-2.63878,-2.23974,-0.90216,-3.46111,-0.00528,-0.33,0.2
0.436,3.56432,6.03147,0.4,-2.64551,-2.2447,-0.912509,-3.42677,-0.0063,-0.36,0.2
0.439,3.58241,6.03339,0.4,-2.65225,-2.25102,-0.922755,-3.39237,-0.00741,-0.39,0.2
0.442,3.60051,6.03637,0.4,-2.65901,-2.25846,-0.932898,-3.35791,-0.00861,-0.42,0.2
0.445,3.61863,6.04016,0.4,-2.66579,-2.26676,-0.942937,-3.3234,-0.0099,-0.45,0.2
0.448,3.63675,6.04449,0.4,-2.6726,-2.27567,-0.952872,-3.28882,-0.01128,-0.48,0.2
0.451,3.65489,6.0491,0.4,-2.67944,-2.28492,-0.962704,-3.25418,-0.01275,-0.51,0.2
0.454,3.67304,6.05373,0.4,-2.6863,-2.29425,-0.972432,-3.21948,-0.01431,-0.54,0.2
0.457,3.69121,6.05811,0.4,-2.69319,-2.30338,-0.982056,-3.18473,-0.01596,-0.57,0.2
0.46,3.70939,6.06198,0.4,-2.70011,-2.31207,-0.991575,-3.14991,-0.0177,-0.6,0.2
0.463,3.72758,6.06508,0.4,-2.70706,-2.32005,-1.00099,-3.11502,-0.01953,-0.63,0.2
0.466,3.74577,6.06716,0.4,-2.71402,-2.32708,-1.0103,-3.08008,-0.02145,-0.66,0.2
0.469,3.76398,6.06798,0.4,-2.72101,-2.3329,-1.01951,-3.04507,-0.02346,-0.69,0.2
0.472,3.78218,6.06731,0.4,-2.72801,-2.3373,-1.02861,-3.01001,-0.02556,-0.72,0.2
0.475,3.80038,6.06494,0.4,-2.73503,-2.34006,-1.0376,-2.97487,-0.02775,-0.75,0.2
0.478,3.81857,6.06066,0.4,-2.74205,-2.34098,-1.04649,-2.93968,-0.03003,-0.78,0.2
0.481,3.83675,6.0543,0.4,-2.74907,-2.33988,-1.05527,-2.90442,-0.0324,-0.81,0.2
0.484,3.8549,6.04569,0.4,-2.75609,-2.3366,-1.06395,-2.8691,-0.03486,-0.84,0.2
0.487,3.87303,6.0347,0.4,-2.76309,-2.33099,-1.07252,-2.83371,-0.03741,-0.87,0.2
0.49,3.89112,6.02119,0.4,-2.77008,-2.32293,-1.08099,-2.79826,-0.04005,-0.9,0.2
0.493,3.90917,6.00507,0.4,-2.77704,-2.31234,-1.08935,-2.76274,-0.04278,-0.93,0.2
0.496,3.92716,5.98628,0.4,-2.78396,-2.29912,-1.0976,-2.72715,-0.0456,-0.96,0.2
0.499,3.9451,5.96475,0.4,-2.79084,-2.28324,-1.10575,-2.6915,-0.04851,-0.99,0.2
0.502,3.96297,5.94046,0.4,-2.79768,-2.26467,-1.11379,-2.65579,-0.05151,-1.02,0.2
0.505,3.98077,5.91342,0.4,-2.80445,-2.24342,-1.12172,-2.62001,-0.0546,-1.05,0.2
0.508,3.99848,5.88365,0.4,-2.81116,-2.21949,-1.12954,-2.58416,-0.05778,-1.08,0.2
0.511,4.0161,5.8512,0.4,-2.81779,-2.19296,-1.13726,-2.54824,-0.06105,-1.11,0.2
0.514,4.03362,5.81615,0.4,-2.82434,-2.16389,-1.14487,-2.51226,-0.06441,-1.14,0.2
0.517,4.05103,5.77858,0.4,-2.8308,-2.13238,-1.15237,-2.47621,-0.06786,-1.17,0.2
0.52,4.06832,5.73863,0.4,-2.83716,-2.09855,-1.15976,-2.44009,-0.0714,-1.2,0.2
0.523,4.0855,5.69644,0.4,-2.84342,-2.06254,-1.16704,-2.4039,-0.07503,-1.23,0.2
0.526,4.10254,5.65217,0.4,-2.84957,-2.02453,-1.17422,-2.36764,-0.07875,-1.26,0.2
0.529,4.11945,5.606,0.4,-2.85561,-1.98469,-1.18129,-2.33131,-0.08256,-1.29,0.2
0.532,4.13623,5.55813,0.4,-2.86152,-1.94322,-1.18824,-2.29492,-0.08646,-1.32,0.2
0.535,4.15285,5.50879,0.4,-2.86731,-1.90034,-1.19509,-2.25845,-0.09045,-1.35,0.2
0.538,4.16933,5.45819,0.4,-2.87297,-1.85627,-1.20183,-2.22191,-0.09453,-1.38,0.2
0.541,4.18565,5.40658,0.4,-2.87849,-1.81127,-1.20846,-2.18531,-0.0987,-1.41,0.2
0.544,4.20182,5.35421,0.4,-2.88388,-1.76558,-1.21498,-2.14863,-0.10296,-1.44,0.2
0.547,4.21783,5.30134,0.4,-2.88913,-1.71946,-1.22139,-2.11188,-0.10731,-1.47,0.2
0.55,4.23368,5.24823,0.4,-2.89424,-1.67317,-1.22769,-2.07506,-0.11175,-1.5,0.2
0.553,4.24937,5.19515,0.4,-2.89921,-1.62698,-1.23388,-2.03816,-0.11628,-1.53,0.2
0.556,4.2649,5.14236,0.4,-2.90405,-1.58116,-1.23995,-2.0012,-0.1209,-1.56,0.2
0.559,4.28028,5.09013,0.4,-2.90875,-1.53597,-1.24592,-1.96416,-0.12561,-1.59,0.2
0.562,4.2955,5.03872,0.4,-2.91331,-1.49167,-1.25178,-1.92705,-0.13041,-1.62,0.2
0.565,4.31056,4.98838,0.4,-2.91774,-1.44852,-1.25752,-1.88986,-0.1353,-1.65,0.2
0.568,4.32548,4.93936,0.4,-2.92205,-1.40675,-1.26315,-1.8526,-0.14028,-1.68,0.2
0.571,4.34025,4.89188,0.4,-2.92623,-1.36661,-1.26867,-1.81527,-0.14535,-1.71,0.2
0.574,4.35488,4.84618,0.4,-2.93029,-1.32832,-1.27408,-1.77787,-0.15051,-1.74,0.2
0.577,4.36937,4.80246,0.4,-2.93423,-1.29207,-1.27938,-1.74039,-0.15576,-1.77,0.2
0.58,4.38374,4.7609,0.4,-2.93808,-1.25807,-1.28456,-1.70283,-0.1611,-1.8,0.2
0.583,4.39798,4.72167,0.4,-2.94182,-1.22647,-1.28963,-1.6652,-0.16653,-1.83,0.2
0.586,4.41211,4.68493,0.4,-2.94547,-1.19744,-1.29459,-1.62749,-0.17205,-1.86,0.2
0.589,4.42613,4.6508,0.4,-2.94903,-1.17109,-1.29943,-1.58971,-0.17766,-1.89,0.2
0.592,4.44005,4.61939,0.4,-2.95252,-1.14754,-1.30417,-1.55185,-0.18336,-1.92,0.2
0.595,4.45388,4.59078,0.4,-2.95594,-1.12687,-1.30878,-1.51392,-0.18915,-1.95,0.2
0.598,4.46762,4.56504,0.4,-2.95931,-1.10913,-1.31329,-1.4759,-0.19503,-1.98,0.2
0.601,4.48129,4.54218,0.4,-2.96262,-1.09437,-1.31768,-1.43782,-0.201,-2.01,0.2
0.604,4.4949,4.52223,0.4,-2.96589,-1.08258,-1.32195,-1.39965,-0.20706,-2.04,0.2
0.607,4.50845,4.50517,0.4,-2.96913,-1.07376,-1.32611,-1.36141,-0.21321,-2.07,0.2
0.61,4.52195,4.49095,0.4,-2.97234,-1.06787,-1.33016,-1.32308,-0.21945,-2.1,0.2
0.613,4.53541,4.47951,0.4,-2.97554,-1.06483,-1.33409,-1.28468,-0.22578,-2.13,0.2
0.616,4.54884,4.47076,0.4,-2.97874,-1.06455,-1.3379,-1.2462,-0.2322,-2.16,0.2
0.619,4.56225,4.46458,0.4,-2.98193,-1.06693,-1.3416,-1.20765,-0.23871,-2.19,0.2
0.622,4.57563,4.46085,0.4,-2.98514,-1.07184,-1.34519,-1.16901,-0.24531,-2.22,0.2
0.625,4.58902,4.4594,0.4,-2.98836,-1.0791,-1.34866,-1.13029,-0.252,-2.25,0.2
0.628,4.60239,4.46005,0.4,-2.9916,-1.08856,-1.35201,-1.0915,-0.25878,-2.28,0.2
0.631,4.61578,4.46263,0.4,-2.99488,-1.10001,-1.35524,-1.05262,-0.26565,-2.31,0.2
0.634,4.62917,4.46691,0.4,-2.99819,-1.11324,-1.35836,-1.01366,-0.27261,-2.34,0.2
0.637,4.64257,4.47267,0.4,-3.00155,-1.12804,-1.36137,-0.974624,-0.27966,-2.37,0.2
0.64,4.656,4.47967,0.4,-3.00495,-1.14416,-1.36425,-0.935505,-0.2868,-2.4,0.2
0.643,4.66945,4.48767,0.4,-3.0084,-1.16136,-1.36702,-0.896304,-0.29403,-2.43,0.2
0.646,4.68292,4.49641,0.4,-3.0119,-1.17939,-1.36967,-0.857022,-0.30135,-2.46,0.2
0.649,4.69642,4.50563,0.4,-3.01546,-1.19797,-1.3722,-0.817658,-0.30876,-2.49,0.2
0.652,4.70994,4.51507,0.4,-3.01907,-1.21685,-1.37461,-0.778212,-0.31626,-2.52,0.2
0.655,4.7235,4.52445,0.4,-3.02274,-1.23577,-1.37691,-0.738683,-0.32385,-2.55,0.2
0.658,4.73708,4.53352,0.4,-3.02646,-1.25445,-1.37908,-0.699072,-0.33153,-2.58,0.2
0.661,4.75069,4.54202,0.4,-3.03025,-1.27264,-1.38114,-0.659377,-0.3393,-2.61,0.2
0.664,4.76432,4.54968,0.4,-3.03408,-1.29008,-1.38308,-0.619599,-0.34716,-2.64,0.2
0.667,4.77798,4.55626,0.4,-3.03797,-1.30652,-1.3849,-0.579738,-0.35511,-2.67,0.2
0.67,4.79165,4.56153,0.4,-3.0419,-1.32174,-1.3866,-0.539792,-0.36315,-2.7,0.2
0.673,4.80534,4.56526,0.4,-3.04588,-1.33549,-1.38818,-0.499762,-0.37128,-2.73,0.2
0.676,4.81904,4.56723,0.4,-3.0499,-1.34759,-1.38964,-0.459647,-0.3795,-2.76,0.2
0.679,4.83274,4.56726,0.4,-3.05396,-1.35782,-1.39098,-0.419448,-0.38781,-2.79,0.2
0.682,4.84644,4.56518,0.4,-3.05804,-1.36601,-1.39219,-0.379164,-0.39621,-2.82,0.2
0.685,4.86013,4.56081,0.4,-3.06214,-1.37202,-1.39329,-0.338794,-0.4047,-2.85,0.2
0.688,4.87381,4.55404,0.4,-3.06626,-1.3757,-1.39427,-0.298338,-0.41328,-2.88,0.2
0.691,4.88746,4.54474,0.4,-3.07039,-1.37694,-1.39512,-0.257797,-0.42195,-2.91,0.2
0.694,4.90109,4.53282,0.4,-3.07452,-1.37565,-1.39585,-0.217169,-0.43071,-2.94,0.2
0.697,4.91467,4.51823,0.4,-3.07865,-1.37177,-1.39647,-0.176455,-0.43956,-2.97,0.2
0.7,4.92821,4.50091,0.4,-3.08275,-1.36526,-1.39695,-0.135654,-0.4485,-3,0.2
0.703,4.94169,4.48086,0.4,-3.08684,-1.35609,-1.39732,-0.0947663,-0.45753,-3.03,0.2
0.706,4.95511,4.45808,0.4,-3.0909,-1.34428,-1.39756,-0.0537911,-0.46665,-3.06,0.2
0.709,4.96846,4.4326,0.4,-3.09492,-1.32987,-1.39768,-0.0127283,-0.47586,-3.09,0.2
0.712,4.98173,4.40448,0.4,-3.09888,-1.29918,-1.39769,0.000978864,-0.485153,-3.10628,0.2
0.715,4.99491,4.37381,0.4,-3.10274,-1.25913,-1.39769,0.000978864,-0.494481,-3.11566,0.2
0.718,5.008,4.34069,0.4,-3.10648,-1.21667,-1.39769,0.000978864,-0.503838,-3.125,0.2
0.721,5.02099,4.30525,0.4,-3.11008,-1.17194,-1.39769,0.000978864,-0.513222,-3.13429,0.2
0.724,5.03387,4.26763,0.4,-3.11355,-1.12508,-1.39768,0.000978864,-0.522634,-3.14353,0.2
0.727,5.04663,4.22802,0.4,-3.11688,-1.07626,-1.39768,0.000978864,-0.532074,-3.15274,0.2
0.73,5.05928,4.1866,0.4,-3.12006,-1.02568,-1.39768,0.000978864,-0.541541,-3.1619,0.2
0.733,5.07179,4.14357,0.4,-3.12308,-0.973535,-1.39767,0.000978864,-0.551036,-3.17101,0.2
0.736,5.08418,4.09915,0.4,-3.12595,-0.920049,-1.39767,0.000978864,-0.560558,-3.18008,0.2
0.739,5.09643,4.05358,0.4,-3.12866,-0.865456,-1.39767,0.000978864,-0.570107,-3.1891,0.2
0.742,5.10855,4.0071,0.4,-3.1312,-0.809999,-1.39766,0.000978864,-0.579684,-3.19808,0.2
0.745,5.12052,3.95997,0.4,-3.13357,-0.753933,-1.39766,0.000978864,-0.589287,-3.20701,0.2
0.748,5.13235,3.91244,0.4,-3.13578,-0.697517,-1.39766,0.000978864,-0.598917,-3.2159,0.2
0.751,5.14404,3.86478,0.4,-3.13781,-0.641017,-1.39766,0.000978864,-0.608573,-3.22474,0.2
0.754,5.15559,3.81726,0.4,-3.13968,-0.584698,-1.39765,0.000978864,-0.618256,-3.23354,0.2
0.757,5.16699,3.77014,0.4,-3.14138,-0.528827,-1.39765,0.000978864,-0.627966,-3.24229,0.2
0.76,5.17826,3.72368,0.4,-3.14291,-0.473667,-1.39765,0.000978864,-0.637701,-3.25099,0.2
0.763,5.18938,3.67815,0.4,-3.14428,-0.419476,-1.39764,0.000978864,-0.647463,-3.25965,0.2
0.766,5.20037,3.63379,0.4,-3.14548,-0.366505,-1.39764,0.000978864,-0.657251,-3.26826,0.2
0.769,5.21123,3.59084,0.4,-3.14653,-0.314995,-1.39764,0.000978864,-0.667064,-3.27683,0.2
0.772,5.22196,3.54954,0.4,-3.14742,-0.265176,-1.39764,0.000978864,-0.676903,-3.28535,0.2
0.775,5.23257,3.5101,0.4,-3.14817,-0.217263,-1.39763,0.000978864,-0.686768,-3.29382,0.2
