"time","J1.w","clutch1.phi_rel","clutch1.w_relfric","clutch2.flange_a.phi","clutch2.phi_rel","clutch2.w_relfric","clutch3.phi_rel","clutch3.w_relfric","u","freqHz","T2","T3","J1.J","clutch1.mue_pos[1,1]","clutch1.mue_pos[1,2]","clutch1.peak","clutch1.cgeo","clutch1.fn_max","clutch1.phi_nominal","clutch1.w_small","sin1.amplitude","sin1.freqHz","sin1.phase","sin1.offset","sin1.startTime","step1.height","step1.offset","J2.J","clutch2.mue_pos[1,1]","clutch2.mue_pos[1,2]","clutch2.peak","clutch2.cgeo","clutch2.fn_max","clutch2.phi_nominal","clutch2.w_small","J3.J","clutch3.mue_pos[1,1]","clutch3.mue_pos[1,2]","clutch3.peak","clutch3.cgeo","clutch3.fn_max","clutch3.phi_nominal","clutch3.w_small","J4.J","sin2.amplitude","sin2.phase","sin2.offset","sin2.startTime","fixed.phi0","_events_default_tol","_events_tol_factor","_nle_solver_default_tol","_nle_solver_min_tol","_nle_solver_tol_factor","sin2.freqHz","_log_level","_nle_solver_log_level","J1.stateSelect","clutch1.stateSelect","J2.stateSelect","clutch2.stateSelect","J3.stateSelect","clutch3.stateSelect","J4.stateSelect","torque.useSupport","clutch1.useHeatPort","clutch2.useHeatPort","clutch3.useHeatPort","_enforce_bounds","_nle_solver_check_jac_cond","_rescale_after_singular_jac","_rescale_each_step","_use_Brent_in_1d","_use_automatic_scaling","_use_jacobian_scaling","_use_manual_equation_scaling","step1.startTime","J1.der(w)","clutch1.der(phi_rel)","clutch1.der(w_rel)","J2.der(phi)","clutch2.der(phi_rel)","clutch2.der(w_rel)","clutch3.der(phi_rel)","clutch3.der(w_rel)","torque.flange.phi","J1.a","clutch1.a_relfric","clutch1.mue0","clutch1.fn","sin2.y","clutch1.flange_a.tau","clutch1.tau","clutch1.tau0","clutch1.tau0_max","clutch1.sa","clutch1.lossPower","J2.w","J2.der(w)","clutch2.a_relfric","clutch2.mue0","clutch2.fn","step1.y","clutch2.flange_a.tau","clutch2.tau","clutch2.tau0","clutch2.tau0_max","clutch2.sa","clutch2.lossPower","clutch3.flange_a.phi","J3.w","J3.der(w)","clutch3.a_relfric","clutch3.mue0","clutch3.fn","clutch3.flange_a.tau","clutch3.tau","clutch3.tau0","clutch3.tau0_max","clutch3.sa","clutch3.lossPower","J4.flange_b.tau","clutch3.flange_b.phi","J4.w","J4.der(w)","torque.tau","torque.flange.tau","J1.der(phi,2)","clutch1.der(phi_rel,2)","clutch2.der(phi_rel,2)","clutch3.der(phi_rel,2)","clutch1.mode","clutch2.mode","clutch3.mode","clutch1.free","clutch1.startForward","clutch1.startBackward","clutch1.locked","clutch2.free","clutch2.startForward","clutch2.startBackward","clutch2.locked","clutch3.free","clutch3.startForward","clutch3.startBackward","clutch3.locked","_HiddenStates.der(x[0])","_HiddenStates.der(x[1])","_HiddenStates.der(x[2])","_HiddenStates.der(x[3])","_HiddenStates.der(x[4])","_HiddenStates.der(x[5])","_HiddenStates.der(x[6])","_HiddenStates.der(x[7])","clutch1.unitAngularAcceleration","clutch1.unitTorque","sin1.pi","clutch2.unitAngularAcceleration","clutch2.unitTorque","clutch3.unitAngularAcceleration","clutch3.unitTorque","sin2.pi","clutch1.Unknown","clutch1.Free","clutch1.Forward","clutch1.Stuck","clutch1.Backward","clutch2.Unknown","clutch2.Free","clutch2.Forward","clutch2.Stuck","clutch2.Backward","clutch3.Unknown","clutch3.Free","clutch3.Forward","clutch3.Stuck","clutch3.Backward"
0.48,6.060554987,-2.743493289,-2.345255638,1.085673867,-1.053673852,-2.915299349,-0.03200001543,-0.8,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-2.361988156,-2.345255638,0.6018288357,3.715299349,-2.915299349,11.76015932,-0.8,-10,3.829167157,-2.361988156,0.6018288357,0.5,16.47968136,0.8239840679,8.239840679,-8.239840679,8.239840679,9.063824747,-8.461995912,19.32453281,3.715299349,-1.760159321,11.76015932,0.5,20,1,10,-10,10,11,0.7601593207,29.15299349,0.03200001543,0.8,10,-10,0.5,0,-0,0,0,0,-10,-0,0,8.305856003e-015,1.310063169e-014,0,5.877852523,-5.877852523,-2.361988156,0.6018288357,11.76015932,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-2.361988156,-2.345255638,0.6018288357,3.715299349,-2.915299349,11.76015932,-0.8,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.49,6.023727807,-2.766873501,-2.326388241,1.122737657,-1.082237628,-2.797339567,-0.04050002912,-0.9,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-5.077819341,-2.326388241,3.245808625,3.697339567,-2.797339567,11.83201072,-0.9,-10,3.889611158,-5.077819341,3.245808625,0.5,16.33597857,0.8167989285,8.167989285,-8.167989285,8.167989285,8.984788213,-5.738979588,19.00191422,3.697339567,-1.832010715,11.83201072,0.5,20,1,10,-10,10,11,0.8320107155,27.97339567,0.04050002912,0.9,10,-10,0.5,0,-0,0,0,0,-10,-0,0,9.013623181e-015,1.310063169e-014,0,3.090169944,-3.090169944,-5.077819341,3.245808625,11.83201072,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-5.077819341,-2.326388241,3.245808625,3.697339567,-2.797339567,11.83201072,-0.9,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.5,5.957994405,-2.789926704,-2.279339581,1.159618238,-1.109618209,-2.678654824,-0.05000002912,-1,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-8.09484807,-2.279339581,6.189696139,3.678654824,-2.678654824,11.90515193,-1,-10,3.949544942,-8.09484807,6.189696139,0.5,16.18969614,0.809484807,8.09484807,-8.09484807,8.09484807,8.904332877,-2.714636737,18.45090761,3.678654824,-1.90515193,11.90515193,0.5,20,1,10,-10,10,11,0.9051519304,26.78654824,0.05000002912,1,10,-10,0.5,0,-0,0,0,0,-10,-0,0,9.395262346e-015,1.243449788e-014,0,6.123031769e-015,-6.123031769e-015,-8.09484807,6.189696139,11.90515193,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-8.09484807,-2.279339581,6.189696139,3.678654824,-2.678654824,11.90515193,-1,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.51,5.861837285,-2.812361052,-2.202605018,1.196308294,-1.135808265,-2.559232267,-0.06050002911,-1.1,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-11.11059853,-2.202605018,9.131027112,3.659232267,-2.559232267,11.97957142,-1.1,-10,4.008669346,-11.11059853,9.131027112,0.5,16.04085717,0.8020428584,8.020428584,-8.020428584,8.020428584,8.822471443,0.3085556696,17.66583625,3.659232267,-1.979571416,11.97957142,0.5,20,1,10,-10,10,11,0.9795714157,25.59232267,0.06050002911,1.1,10,-10,0.5,0,-0,0,0,0,-10,-0,0,9.173217741e-015,1.287858709e-014,0,-3.090169944,3.090169944,-11.11059853,9.131027112,11.97957142,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-11.11059853,-2.202605018,9.131027112,3.659232267,-2.559232267,11.97957142,-1.1,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.52,5.736797193,-2.833884841,-2.097738019,1.232800382,-1.160800353,-2.439059174,-0.07200002911,-1.2,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-13.8225951,-2.097738019,11.76733768,3.639059174,-2.439059174,12.05525742,-1.2,-10,4.066685223,-13.8225951,11.76733768,0.5,15.88948516,0.794474258,7.94474258,-7.94474258,7.94474258,8.739216838,3.028120845,16.66598857,3.639059174,-2.05525742,12.05525742,0.5,20,1,10,-10,10,11,1.05525742,24.39059174,0.07200002911,1.2,10,-10,0.5,0,-0,0,0,0,-10,-0,0,9.36750677e-015,1.421085472e-014,0,-5.877852523,5.877852523,-13.8225951,11.76733768,12.05525742,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-13.8225951,-2.097738019,11.76733768,3.639059174,-2.439059174,12.05525742,-1.2,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.53,5.587311922,-2.854236715,-1.969188985,1.269086934,-1.184586905,-2.318122937,-0.08450002911,-1.3,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-15.95797195,-1.969188985,13.82577396,3.618122937,-2.318122937,12.13219799,-1.3,-10,4.123323649,-15.95797195,13.82577396,0.5,15.73560402,0.7867802009,7.867802009,-7.867802009,7.867802009,8.65458221,5.171191752,15.49318906,3.618122937,-2.132197991,12.13219799,0.5,20,1,10,-10,10,11,1.132197991,23.18122937,0.08450002911,1.3,10,-10,0.5,0,-0,0,0,0,-10,-0,0,9.145462165e-015,1.421085472e-014,0,-8.090169944,8.090169944,-15.95797195,13.82577396,12.13219799,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-15.95797195,-1.969188985,13.82577396,3.618122937,-2.318122937,12.13219799,-1.3,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.54,5.420287376,-2.873212636,-1.823876304,1.305160255,-1.207160226,-2.196411072,-0.09800002911,-1.4,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-17.30018418,-1.823876304,15.08980321,3.596411072,-2.196411072,12.21038098,-1.4,-10,4.178372891,-17.30018418,15.08980321,0.5,15.57923804,0.7789619021,7.789619021,-7.789619021,7.789619021,8.568580924,6.521222282,14.20730155,3.596411072,-2.210380979,12.21038098,0.5,20,1,10,-10,10,11,1.210380979,21.96411072,0.09800002911,1.4,10,-10,0.5,0,-0,0,0,0,-10,-0,0,8.937295348e-015,1.376676551e-014,0,-9.510565163,9.510565163,-17.30018418,15.08980321,12.21038098,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-17.30018418,-1.823876304,15.08980321,3.596411072,-2.196411072,12.21038098,-1.4,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.55,5.244422049,-2.890687355,-1.670510832,1.341012529,-1.228512499,-2.073911217,-0.1125000291,-1.5,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-17.71020596,-1.670510832,15.42041192,3.573911217,-2.073911217,12.28979404,-1.5,-10,4.231699884,-17.71020596,15.42041192,0.5,15.42041192,0.7710205962,7.710205962,-7.710205962,7.710205962,8.481226558,6.939185366,12.87998258,3.573911217,-2.289794038,12.28979404,0.5,20,1,10,-10,10,11,1.289794038,20.73911217,0.1125000291,1.5,10,-10,0.5,0,-0,0,0,0,-10,-0,0,8.326672685e-015,1.465494393e-014,0,-10,10,-17.71020596,15.42041192,12.28979404,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-17.71020596,-1.670510832,15.42041192,3.573911217,-2.073911217,12.28979404,-1.5,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.56,5.069356854,-2.906628209,-1.518745721,1.376635812,-1.248635783,-1.950611133,-0.1280000291,-1.6,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-17.14014054,-1.518745721,14.76971591,3.550611133,-1.950611133,12.37042463,-1.6,-10,4.283264021,-17.14014054,14.76971591,0.5,15.25915074,0.7629575372,7.629575372,-7.629575372,7.629575372,8.392532909,6.377182998,11.58738495,3.550611133,-2.370424628,12.37042463,0.5,20,1,10,-10,10,11,1.370424628,19.50611133,0.1280000291,1.6,10,-10,0.5,0,-0,0,0,0,-10,-0,0,7.938094626e-015,1.487698853e-014,0,-9.510565163,9.510565163,-17.14014054,14.76971591,12.37042463,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-17.14014054,-1.518745721,14.76971591,3.550611133,-1.950611133,12.37042463,-1.6,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.57,4.904733676,-2.921099876,-1.378234968,1.412022043,-1.267522014,-1.826498709,-0.1445000291,-1.7,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-15.63790993,-1.378234968,13.18564991,3.526498709,-1.826498709,12.45226002,-1.7,-10,4.333121919,-15.63790993,13.18564991,0.5,15.09547997,0.7547739984,7.547739984,-7.547739984,7.547739984,8.302513982,4.883135929,10.40255917,3.526498709,-2.452260016,12.45226002,0.5,20,1,10,-10,10,11,1.452260016,18.26498709,0.1445000291,1.7,10,-10,0.5,0,-0,0,0,0,-10,-0,0,7.91033905e-015,1.509903313e-014,0,-8.090169944,8.090169944,-15.63790993,13.18564991,12.45226002,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-15.63790993,-1.378234968,13.18564991,3.526498709,-1.826498709,12.45226002,-1.7,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.58,4.759250487,-2.934259631,-1.257688527,1.447163039,-1.28516301,-1.70156196,-0.1620000291,-1.8,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-13.34256524,-1.257688527,10.80727796,3.50156196,-1.70156196,12.53528728,-1.8,-10,4.38142267,-13.34256524,10.80727796,0.5,14.92942544,0.7464712719,7.464712719,-7.464712719,7.464712719,8.211183991,2.59609397,9.388283545,3.50156196,-2.535287281,12.53528728,0.5,20,1,10,-10,10,11,1.535287281,17.0156196,0.1620000291,1.8,10,-10,0.5,0,-0,0,0,0,-10,-0,0,8.160139231e-015,1.509903313e-014,0,-5.877852523,5.877852523,-13.34256524,10.80727796,12.53528728,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-13.34256524,-1.257688527,10.80727796,3.50156196,-1.70156196,12.53528728,-1.8,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.59,4.63981111,-2.946343502,-1.164022076,1.482050495,-1.301550466,-1.575789034,-0.1805000291,-1.9,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-10.47067663,-1.164022076,7.851183325,3.475789034,-1.575789034,12.61949331,-1.9,-10,4.428393997,-10.47067663,7.851183325,0.5,14.76101338,0.7380506691,7.380506691,-7.380506691,7.380506691,8.11855736,-0.2673740346,8.591072718,3.475789034,-2.619493309,12.61949331,0.5,20,1,10,-10,10,11,1.619493309,15.75789034,0.1805000291,1.9,10,-10,0.5,0,-0,0,0,0,-10,-0,0,8.437694987e-015,1.665334537e-014,0,-3.090169944,3.090169944,-10.47067663,7.851183325,12.61949331,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-10.47067663,-1.164022076,7.851183325,3.475789034,-1.575789034,12.61949331,-1.9,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.6,4.550853164,-2.957644815,-1.101684955,1.516675993,-1.316675964,-1.449168209,-0.2000000291,-2,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-7.295135194,-1.101684955,4.590270389,3.449168209,-1.449168209,12.70486481,-2,-10,4.474320808,-7.295135194,4.590270389,0.5,14.59027039,0.7295135194,7.295135194,-7.295135194,7.295135194,8.024648714,-3.434378325,8.036940689,3.449168209,-2.704864806,12.70486481,0.5,20,1,10,-10,10,11,1.704864806,14.49168209,0.2000000291,2,10,-10,0.5,0,-0,0,0,0,-10,-0,0,8.743006319e-015,1.643130076e-014,0,-7.347638123e-015,7.347638123e-015,-7.295135194,4.590270389,12.70486481,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-7.295135194,-1.101684955,4.590270389,3.449168209,-1.449168209,12.70486481,-2,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.61,4.493913108,-2.968487128,-1.07222521,1.551030995,-1.330530965,-1.321687898,-0.2205000291,-2.1,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-4.118441768,-1.07222521,1.327053479,3.421687898,-1.321687898,12.79138829,-2.1,-10,4.519518123,-4.118441768,1.327053479,0.5,14.41722342,0.7208611712,7.208611712,-7.208611712,7.208611712,7.929472883,-6.602419403,7.72925521,3.421687898,-2.791388288,12.79138829,0.5,20,1,10,-10,10,11,1.791388288,13.21687898,0.2205000291,2.1,10,-10,0.5,0,-0,0,0,0,-10,-0,0,9.103828802e-015,1.776356839e-014,0,3.090169944,-3.090169944,-4.118441768,1.327053479,12.79138829,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-4.118441768,-1.07222521,1.327053479,3.421687898,-1.321687898,12.79138829,-2.1,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.62,4.467474663,-2.979194471,-1.074138072,1.585106824,-1.34310674,-1.19333659,-0.2420000846,-2.2,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-1.243097383,-1.074138072,-1.635952712,3.39333659,-1.19333659,12.87905009,-2.2,-10,4.564301295,-1.243097383,-1.635952712,0.5,14.24189981,0.7120949905,7.120949905,-7.120949905,7.120949905,7.833044896,-9.468997608,7.648883405,3.39333659,-2.879050095,12.87905009,0.5,20,1,10,-10,10,11,1.879050095,11.9333659,0.2420000846,2.2,10,-10,0.5,0,-0,0,0,0,-10,-0,0,9.214851104e-015,1.909583602e-014,0,5.877852523,-5.877852523,-1.243097383,-1.635952712,12.87905009,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-1.243097383,-1.074138072,-1.635952712,3.39333659,-1.19333659,12.87905009,-2.2,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.63,4.467127061,-2.9900603,-1.103023972,1.618894762,-1.354394678,-1.064103089,-0.2645000846,-2.3,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,1.058006325,-1.103023972,-4.025842706,3.364103089,-1.064103089,12.96783638,-2.3,-10,4.608955062,1.058006325,-4.025842706,0.5,14.06432724,0.7032163619,7.032163619,-7.032163619,7.032163619,7.735379981,-11.76122269,7.756645046,3.364103089,-2.967836381,12.96783638,0.5,20,1,10,-10,10,11,1.967836381,10.64103089,0.2645000846,2.3,10,-10,0.5,0,-0,0,0,0,-10,-0,0,8.881784197e-015,1.865174681e-014,0,8.090169944,-8.090169944,1.058006325,-4.025842706,12.96783638,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,1.058006325,-1.103023972,-4.025842706,3.364103089,-1.064103089,12.96783638,-2.3,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.64,4.48598946,-3.001322108,-1.152013299,1.652385908,-1.364385823,-0.9339761612,-0.2880000846,-2.4,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,2.568298291,-1.152013299,-5.626031419,3.333976161,-0.9339761612,13.05773313,-2.4,-10,4.653708016,2.568298291,-5.626031419,0.5,13.88453374,0.6942266872,6.942266872,-6.942266872,6.942266872,7.636493559,-13.26252498,7.99758376,3.333976161,-3.057733128,13.05773313,0.5,20,1,10,-10,10,11,2.057733128,9.339761612,0.2880000846,2.4,10,-10,0.5,0,-0,0,0,0,-10,-0,0,8.715250743e-015,1.953992523e-014,0,9.510565163,-9.510565163,2.568298291,-5.626031419,13.05773313,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,2.568298291,-1.152013299,-5.626031419,3.333976161,-0.9339761612,13.05773313,-2.4,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.65,4.515384727,-3.013138766,-1.212439955,1.685571271,-1.373071186,-0.8029447725,-0.3125000846,-2.5,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,3.148726139,-1.212439955,-6.297452279,3.302944772,-0.8029447725,13.14872614,-2.5,-10,4.698710036,3.148726139,-6.297452279,0.5,13.70254772,0.6851273861,6.851273861,-6.851273861,6.851273861,7.536401247,-13.83385353,8.306758171,3.302944772,-3.148726139,13.14872614,0.5,20,1,10,-10,10,11,2.148726139,8.029447725,0.3125000846,2.5,10,-10,0.5,0,-0,0,0,0,-10,-0,0,8.937295348e-015,1.865174681e-014,0,10,-10,3.148726139,-6.297452279,13.14872614,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,3.148726139,-1.212439955,-6.297452279,3.302944772,-0.8029447725,13.14872614,-2.5,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
