"time","J1.w","clutch1.phi_rel","clutch1.w_relfric","clutch2.flange_a.phi","clutch2.phi_rel","clutch2.w_relfric","clutch3.phi_rel","clutch3.w_relfric","u","freqHz","T2","T3","J1.J","clutch1.mue_pos[1,1]","clutch1.mue_pos[1,2]","clutch1.peak","clutch1.cgeo","clutch1.fn_max","clutch1.phi_nominal","clutch1.w_small","sin1.amplitude","sin1.freqHz","sin1.phase","sin1.offset","sin1.startTime","step1.height","step1.offset","J2.J","clutch2.mue_pos[1,1]","clutch2.mue_pos[1,2]","clutch2.peak","clutch2.cgeo","clutch2.fn_max","clutch2.phi_nominal","clutch2.w_small","J3.J","clutch3.mue_pos[1,1]","clutch3.mue_pos[1,2]","clutch3.peak","clutch3.cgeo","clutch3.fn_max","clutch3.phi_nominal","clutch3.w_small","J4.J","sin2.amplitude","sin2.phase","sin2.offset","sin2.startTime","fixed.phi0","_events_default_tol","_events_tol_factor","_nle_solver_default_tol","_nle_solver_min_tol","_nle_solver_tol_factor","sin2.freqHz","_log_level","_nle_solver_log_level","J1.stateSelect","clutch1.stateSelect","J2.stateSelect","clutch2.stateSelect","J3.stateSelect","clutch3.stateSelect","J4.stateSelect","torque.useSupport","clutch1.useHeatPort","clutch2.useHeatPort","clutch3.useHeatPort","_enforce_bounds","_nle_solver_check_jac_cond","_rescale_after_singular_jac","_rescale_each_step","_use_Brent_in_1d","_use_automatic_scaling","_use_jacobian_scaling","_use_manual_equation_scaling","step1.startTime","J1.der(w)","clutch1.der(phi_rel)","clutch1.der(w_rel)","J2.der(phi)","clutch2.der(phi_rel)","clutch2.der(w_rel)","clutch3.der(phi_rel)","clutch3.der(w_rel)","torque.flange.phi","J1.a","clutch1.a_relfric","clutch1.mue0","clutch1.fn","sin2.y","clutch1.flange_a.tau","clutch1.tau","clutch1.tau0","clutch1.tau0_max","clutch1.sa","clutch1.lossPower","J2.w","J2.der(w)","clutch2.a_relfric","clutch2.mue0","clutch2.fn","step1.y","clutch2.flange_a.tau","clutch2.tau","clutch2.tau0","clutch2.tau0_max","clutch2.sa","clutch2.lossPower","clutch3.flange_a.phi","J3.w","J3.der(w)","clutch3.a_relfric","clutch3.mue0","clutch3.fn","clutch3.flange_a.tau","clutch3.tau","clutch3.tau0","clutch3.tau0_max","clutch3.sa","clutch3.lossPower","J4.flange_b.tau","clutch3.flange_b.phi","J4.w","J4.der(w)","torque.tau","torque.flange.tau","J1.der(phi,2)","clutch1.der(phi_rel,2)","clutch2.der(phi_rel,2)","clutch3.der(phi_rel,2)","clutch1.mode","clutch2.mode","clutch3.mode","clutch1.free","clutch1.startForward","clutch1.startBackward","clutch1.locked","clutch2.free","clutch2.startForward","clutch2.startBackward","clutch2.locked","clutch3.free","clutch3.startForward","clutch3.startBackward","clutch3.locked","_HiddenStates.der(x[0])","_HiddenStates.der(x[1])","_HiddenStates.der(x[2])","_HiddenStates.der(x[3])","_HiddenStates.der(x[4])","_HiddenStates.der(x[5])","_HiddenStates.der(x[6])","_HiddenStates.der(x[7])","clutch1.unitAngularAcceleration","clutch1.unitTorque","sin1.pi","clutch2.unitAngularAcceleration","clutch2.unitTorque","clutch3.unitAngularAcceleration","clutch3.unitTorque","sin2.pi","clutch1.Unknown","clutch1.Free","clutch1.Forward","clutch1.Stuck","clutch1.Backward","clutch2.Unknown","clutch2.Free","clutch2.Forward","clutch2.Stuck","clutch2.Backward","clutch3.Unknown","clutch3.Free","clutch3.Forward","clutch3.Stuck","clutch3.Backward"
0.1,9.639202671,-0.9319594314,-8.641782835,0.0499358879,-0.0499358879,-0.9974198355,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-9.922141929,-8.641782835,19.84428386,0.9974198355,-0.9974198355,-9.922141929,0,0,0.9818953193,-9.922141929,19.84428386,0.5,19.84428386,0.9922141929,9.922141929,-9.922141929,9.922141929,10.91435612,8.929927737,85.74499581,0.9974198355,9.922141929,-9.922141929,0.5,0,0,-0,0,0,0,-9.922141929,-0,9.36750677e-016,1.376676551e-014,0,0,0.5,0,-0,0,0,0,0,0,0,9.36750677e-016,1.376676551e-014,0,1.224606354e-015,-1.224606354e-015,-9.922141929,19.84428386,-9.922141929,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-9.922141929,-8.641782835,19.84428386,0.9974198355,-0.9974198355,-9.922141929,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.11,9.524483001,-1.017333114,-8.42792263,0.0604059713,-0.0604059713,-1.09656037,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-12.99587832,-8.42792263,22.9015867,1.09656037,-1.09656037,-9.905708377,0,0,1.077739085,-12.99587832,22.9015867,0.5,19.81141675,0.9905708377,9.905708377,-9.905708377,9.905708377,10.89627922,12.00530748,83.4845438,1.09656037,9.905708377,-9.905708377,0.5,0,0,-0,0,0,0,-9.905708377,-0,1.131039706e-015,1.376676551e-014,0,0,0.5,0,-0,0,0,0,0,0,0,1.131039706e-015,1.376676551e-014,0,-3.090169944,3.090169944,-12.99587832,22.9015867,-9.905708377,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-12.99587832,-8.42792263,22.9015867,1.09656037,-1.09656037,-9.905708377,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.12,9.380306378,-1.100419379,-8.184777623,0.07186656537,-0.07186656537,-1.195528755,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-15.76556312,-8.184777623,25.65327372,1.195528755,-1.195528755,-9.887710599,0,0,1.172285944,-15.76556312,25.65327372,0.5,19.7754212,0.9887710599,9.887710599,-9.887710599,9.887710599,10.87648166,14.77679206,80.92871246,1.195528755,9.887710599,-9.887710599,0.5,0,0,-0,0,0,0,-9.887710599,-0,1.346145417e-015,1.421085472e-014,0,0,0.5,0,-0,0,0,0,0,0,0,1.346145417e-015,1.421085472e-014,0,-5.877852523,5.877852523,-15.76556312,25.65327372,-9.887710599,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-15.76556312,-8.184777623,25.65327372,1.195528755,-1.195528755,-9.887710599,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.13,9.211109727,-1.18094554,-7.916800362,0.0843159187,-0.0843159187,-1.294309365,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-17.95832138,-7.916800362,27.82647282,1.294309365,-1.294309365,-9.868151437,0,0,1.265261459,-17.95832138,27.82647282,0.5,19.73630287,0.9868151437,9.868151437,-9.868151437,9.868151437,10.85496658,16.97150624,78.12418487,1.294309365,9.868151437,-9.868151437,0.5,0,0,-0,0,0,0,-9.868151437,-0,1.623701174e-015,1.465494393e-014,0,0,0.5,0,-0,0,0,0,0,0,0,1.623701174e-015,1.465494393e-014,0,-8.090169944,8.090169944,-17.95832138,27.82647282,-9.868151437,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-17.95832138,-7.916800362,27.82647282,1.294309365,-1.294309365,-9.868151437,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.14,9.023796539,-1.258695612,-7.630909949,0.09775207447,-0.09775207447,-1.39288659,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-19.35759914,-7.630909949,29.20463312,1.39288659,-1.39288659,-9.847033979,0,0,1.356447686,-19.35759914,29.20463312,0.5,19.69406796,0.9847033979,9.847033979,-9.847033979,9.847033979,10.83173738,18.37289574,75.14182956,1.39288659,9.847033979,-9.847033979,0.5,0,0,-0,0,0,0,-9.847033979,-0,1.720845688e-015,1.665334537e-014,0,0,0.5,0,-0,0,0,0,0,0,0,1.720845688e-015,1.665334537e-014,0,-9.510565163,9.510565163,-19.35759914,29.20463312,-9.847033979,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-19.35759914,-7.630909949,29.20463312,1.39288659,-1.39288659,-9.847033979,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.15,8.827071726,-1.333533042,-7.335826864,0.1121729207,-0.1121729207,-1.491244862,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-19.82436156,-7.335826864,29.64872312,1.491244862,-1.491244862,-9.82436156,0,0,1.445705963,-19.82436156,29.64872312,0.5,19.64872312,0.982436156,9.82436156,-9.82436156,9.82436156,10.80679772,18.8419254,72.06981546,1.491244862,9.82436156,-9.82436156,0.5,0,0,-0,0,0,0,-9.82436156,-0,1.859623566e-015,1.643130076e-014,0,0,0.5,0,-0,0,0,0,0,0,0,1.859623566e-015,1.643130076e-014,0,-10,10,-19.82436156,29.64872312,-9.82436156,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-19.82436156,-7.335826864,29.64872312,1.491244862,-1.491244862,-9.82436156,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.16,8.630583386,-1.405413752,-7.041214737,0.1275761901,-0.1275761901,-1.58936865,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-19.31070292,-7.041214737,29.11084068,1.58936865,-1.58936865,-9.800137761,0,0,1.532989942,-19.31070292,29.11084068,0.5,19.60027552,0.9800137761,9.800137761,-9.800137761,9.800137761,10.78015154,18.33068915,69.00487443,1.58936865,9.800137761,-9.800137761,0.5,0,0,-0,0,0,0,-9.800137761,-0,1.970645869e-015,1.576516695e-014,0,0,0.5,0,-0,0,0,0,0,0,0,1.970645869e-015,1.576516695e-014,0,-9.510565163,9.510565163,-19.31070292,29.11084068,-9.800137761,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-19.31070292,-7.041214737,29.11084068,1.58936865,-1.58936865,-9.800137761,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.17,8.443975013,-1.474391193,-6.756732555,0.1439594604,-0.1439594604,-1.687242458,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-17.86453635,-6.756732555,27.63890276,1.687242458,-1.687242458,-9.774366406,0,0,1.618350653,-17.86453635,27.63890276,0.5,19.54873281,0.9774366406,9.774366406,-9.774366406,9.774366406,10.75180305,16.88709971,66.0427797,1.687242458,9.774366406,-9.774366406,0.5,0,0,-0,0,0,0,-9.774366406,-0,2.331468352e-015,1.620925616e-014,0,0,0.5,0,-0,0,0,0,0,0,0,2.331468352e-015,1.620925616e-014,0,-8.090169944,8.090169944,-17.86453635,27.63890276,-9.774366406,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-17.86453635,-6.756732555,27.63890276,1.687242458,-1.687242458,-9.774366406,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.18,8.27594522,-1.540611349,-6.491094388,0.1613201545,-0.1613201545,-1.784850833,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-15.62490409,-6.491094388,25.37195565,1.784850833,-1.784850833,-9.747051566,0,0,1.701931503,-15.62490409,25.37195565,0.5,19.49410313,0.9747051566,9.747051566,-9.747051566,9.747051566,10.72175672,14.65019893,63.26903172,1.784850833,9.747051566,-9.747051566,0.5,0,0,-0,0,0,0,-9.747051566,-0,2.581268532e-015,1.532107774e-014,0,0,0.5,0,-0,0,0,0,0,0,0,2.581268532e-015,1.532107774e-014,0,-5.877852523,5.877852523,-15.62490409,25.37195565,-9.747051566,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-15.62490409,-6.491094388,25.37195565,1.784850833,-1.784850833,-9.747051566,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.19,8.133406759,-1.604299101,-6.2512284,0.1796555409,-0.1796555409,-1.882178359,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-12.8083675,-6.2512284,22.52656505,1.882178359,-1.882178359,-9.718197553,0,0,1.783954642,-12.8083675,22.52656505,0.5,19.43639511,0.9718197553,9.718197553,-9.718197553,9.718197553,10.69001731,11.83654774,60.75067254,1.882178359,9.718197553,-9.718197553,0.5,0,0,-0,0,0,0,-9.718197553,-0,2.803313137e-015,1.576516695e-014,0,0,0.5,0,-0,0,0,0,0,0,0,2.803313137e-015,1.576516695e-014,0,-3.090169944,3.090169944,-12.8083675,22.52656505,-9.718197553,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-12.8083675,-6.2512284,22.52656505,1.882178359,-1.882178359,-9.718197553,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.2,8.020801268,-1.66573684,-6.041591643,0.1989628403,-0.1989628403,-1.979209625,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-9.687808924,-6.041591643,19.37561785,1.979209625,-1.979209625,-9.687808924,0,0,1.86469968,-9.687808924,19.37561785,0.5,19.37561785,0.9687808924,9.687808924,-9.687808924,9.687808924,10.65658982,8.719028032,58.52978544,1.979209625,9.687808924,-9.687808924,0.5,0,0,-0,0,0,0,-9.687808924,-0,3.025357742e-015,1.243449788e-014,0,0,0.5,0,-0,0,0,0,0,0,0,3.025357742e-015,1.243449788e-014,0,-2.449212708e-015,2.449212708e-015,-9.687808924,19.37561785,-9.687808924,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-9.687808924,-6.041591643,19.37561785,1.979209625,-1.979209625,-9.687808924,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.21,7.939658084,-1.725237286,-5.863728698,0.2192387994,-0.2192387994,-2.075929386,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-6.565720534,-5.863728698,16.22161101,2.075929386,-2.075929386,-9.655890478,0,0,1.944476085,-6.565720534,16.22161101,0.5,19.31178096,0.9655890478,9.655890478,-9.655890478,9.655890478,10.62147953,5.600131486,56.6195221,2.075929386,9.655890478,-9.655890478,0.5,0,0,-0,0,0,0,-9.655890478,-0,3.136380045e-015,1.287858709e-014,0,0,0.5,0,-0,0,0,0,0,0,0,3.136380045e-015,1.287858709e-014,0,3.090169944,-3.090169944,-6.565720534,16.22161101,-9.655890478,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-6.565720534,-5.863728698,16.22161101,2.075929386,-2.075929386,-9.655890478,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.22,7.888476239,-1.783112842,-5.716153895,0.2404803367,-0.2404803367,-2.172322344,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-3.744594732,-5.716153895,13.36704199,2.172322344,-2.172322344,-9.622447255,0,0,2.023593178,-3.744594732,13.36704199,0.5,19.24489451,0.9622447255,9.622447255,-9.622447255,9.622447255,10.58469198,2.782350006,55.00338936,2.172322344,9.622447255,-9.622447255,0.5,0,0,-0,0,0,0,-9.622447255,-0,3.275157923e-015,1.554312234e-014,0,0,0.5,0,-0,0,0,0,0,0,0,3.275157923e-015,1.554312234e-014,0,5.877852523,-5.877852523,-3.744594732,13.36704199,-9.622447255,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-3.744594732,-5.716153895,13.36704199,2.172322344,-2.172322344,-9.622447255,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.23,7.862846976,-1.839646843,-5.59447371,0.2626841061,-0.2626841061,-2.268373267,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-1.497314592,-5.59447371,11.08479913,2.268373267,-2.268373267,-9.587484536,0,0,2.102330949,-1.497314592,11.08479913,0.5,19.17496907,0.9587484536,9.587484536,-9.587484536,9.587484536,10.54623299,0.5385661382,53.63693017,2.268373267,9.587484536,-9.587484536,0.5,0,0,-0,0,0,0,-9.587484536,-0,3.497202528e-015,1.554312234e-014,0,0,0.5,0,-0,0,0,0,0,0,0,3.497202528e-015,1.554312234e-014,0,8.090169944,-8.090169944,-1.497314592,11.08479913,-9.587484536,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-1.497314592,-5.59447371,11.08479913,2.268373267,-2.268373267,-9.587484536,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.24,7.855892942,-1.895065702,-5.491825955,0.2858466113,-0.2858466113,-2.364066988,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-0.0404426784,-5.491825955,9.59145052,2.364066988,-2.364066988,-9.551007841,0,0,2.180912314,-0.0404426784,9.59145052,0.5,19.10201568,0.9551007841,9.551007841,-9.551007841,9.551007841,10.50610863,-0.9146581057,52.45247276,2.364066988,9.551007841,-9.551007841,0.5,0,0,-0,0,0,0,-9.551007841,-0,3.774758284e-015,1.376676551e-014,0,0,0.5,0,-0,0,0,0,0,0,0,3.774758284e-015,1.376676551e-014,0,9.510565163,-9.510565163,-0.0404426784,9.59145052,-9.551007841,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-0.0404426784,-5.491825955,9.59145052,2.364066988,-2.364066988,-9.551007841,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.25,7.858935987,-1.949517849,-5.399547591,0.3099642048,-0.3099642048,-2.459388396,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,0.4869770677,-5.399547591,9.026045865,2.459388396,-2.459388396,-9.513022932,0,0,2.259482054,0.4869770677,9.026045865,0.5,19.02604586,0.9513022932,9.513022932,-9.513022932,9.513022932,10.46432523,-1.438279361,51.36602006,2.459388396,9.513022932,-9.513022932,0.5,0,0,-0,0,0,0,-9.513022932,-0,3.996802889e-015,1.465494393e-014,0,0,0.5,0,-0,0,0,0,0,0,0,3.996802889e-015,1.465494393e-014,0,10,-10,0.4869770677,9.026045865,-9.513022932,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0.4869770677,-5.399547591,9.026045865,2.459388396,-2.459388396,-9.513022932,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.26,7.862367167,-2.003059235,-5.308044728,0.335033088,-0.335033088,-2.554322439,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,0.03702935626,-5.308044728,9.43650645,2.554322439,-2.554322439,-9.473535807,0,0,2.338092323,0.03702935626,9.43650645,0.5,18.94707161,0.9473535807,9.473535807,-9.473535807,9.473535807,10.42088939,-0.9843829369,50.2859518,2.554322439,9.473535807,-9.473535807,0.5,0,0,-0,0,0,0,-9.473535807,-0,4.440892099e-015,1.243449788e-014,0,0,0.5,0,-0,0,0,0,0,0,0,4.440892099e-015,1.243449788e-014,0,9.510565163,-9.510565163,0.03702935626,9.43650645,-9.473535807,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0.03702935626,-5.308044728,9.43650645,2.554322439,-2.554322439,-9.473535807,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.27,7.85657551,-2.055649283,-5.207721384,0.3610493123,-0.3610493123,-2.648854126,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-1.342382756,-5.207721384,10.77493546,2.648854126,-2.648854126,-9.4325527,0,0,2.416698596,-1.342382756,10.77493546,0.5,18.8651054,0.94325527,9.4325527,-9.4325527,9.4325527,10.37580797,0.3991274862,49.1221064,2.648854126,9.4325527,-9.4325527,0.5,0,0,-0,0,0,0,-9.4325527,-0,4.662936703e-015,1.199040867e-014,0,0,0.5,0,-0,0,0,0,0,0,0,4.662936703e-015,1.199040867e-014,0,8.090169944,-8.090169944,-1.342382756,10.77493546,-9.4325527,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-1.342382756,-5.207721384,10.77493546,2.648854126,-2.648854126,-9.4325527,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.28,7.832882787,-2.107155279,-5.089914259,0.3880087795,-0.3880087795,-2.742968528,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-3.512227561,-5.089914259,12.90230764,2.742968528,-2.742968528,-9.390080084,0,0,2.495164059,-3.512227561,12.90230764,0.5,18.78016017,0.9390080084,9.390080084,-9.390080084,9.390080084,10.32908809,2.573219552,47.79470251,2.742968528,9.390080084,-9.390080084,0.5,0,0,-0,0,0,0,-9.390080084,-0,5.773159728e-015,1.154631946e-014,0,0,0.5,0,-0,0,0,0,0,0,0,5.773159728e-015,1.154631946e-014,0,5.877852523,-5.877852523,-3.512227561,12.90230764,-9.390080084,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-3.512227561,-5.089914259,12.90230764,2.742968528,-2.742968528,-9.390080084,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
