"time","outp","overflw","out_stato"
4.193,1,0,1
4.194,1,0,2
4.195,1,0,6
4.196,0,0,3
4.197,0,1,4
4.198,0,0,5
4.199,1,0,6
4.2,1,0,0
4.201,0,0,1
4.202,0,0,5
4.203,1,0,7
4.204,1,0,0
4.205,0,0,4
4.206,0,0,5
4.207,1,0,7
4.208,0,0,3
4.209,0,1,4
4.21,0,0,5
4.211,0,0,7
4.212,0,0,3
4.213,0,1,1
4.214,1,0,2
4.215,1,0,6
4.216,0,0,0
4.217,1,0,1
4.218,0,0,2
4.219,1,0,6
4.22,1,0,0
4.221,1,0,1
4.222,0,0,2
4.223,0,0,6
4.224,1,0,0
4.225,0,0,1
4.226,1,0,2
4.227,0,0,7
4.228,1,0,3
4.229,1,1,1
4.23,1,0,2
4.231,0,0,6
4.232,1,0,0
4.233,0,0,1
4.234,0,0,5
4.235,0,0,7
4.236,1,0,0
4.237,1,0,1
4.238,0,0,2
4.239,0,0,6
4.24,0,0,0
4.241,1,0,1
4.242,0,0,5
4.243,0,0,7
4.244,1,0,3
4.245,0,1,1
4.246,1,0,2
4.247,0,0,7
4.248,1,0,3
4.249,0,1,4
4.25,0,0,5
4.251,1,0,7
4.252,0,0,3
4.253,1,1,1
4.254,0,0,5
4.255,0,0,7
4.256,1,0,3
4.257,0,1,1
4.258,0,0,5
4.259,1,0,7
4.26,0,0,3
4.261,1,1,1
4.262,0,0,2
4.263,0,0,6
4.264,1,0,0
4.265,1,0,1
4.266,1,0,2
4.267,0,0,6
4.268,1,0,0
4.269,0,0,4
4.27,0,0,5
4.271,1,0,6
4.272,0,0,0
4.273,1,0,1
4.274,1,0,2
4.275,1,0,6
4.276,0,0,0
4.277,1,0,1
4.278,0,0,5
4.279,0,0,7
4.28,0,0,3
4.281,1,1,1
4.282,0,0,5
4.283,0,0,7
4.284,1,0,3
4.285,0,1,1
4.286,1,0,2
4.287,1,0,6
4.288,1,0,0
4.289,1,0,1
4.29,1,0,2
4.291,0,0,6
4.292,1,0,0
4.293,0,0,4
4.294,1,0,2
4.295,1,0,6
4.296,0,0,3
4.297,1,1,1
4.298,0,0,2
4.299,1,0,6
4.3,0,0,3
4.301,0,1,4
4.302,1,0,2
4.303,0,0,7
4.304,0,0,3
4.305,1,1,1
4.306,0,0,2
4.307,0,0,6
4.308,0,0,3
4.309,1,1,1
4.31,1,0,2
4.311,1,0,6
4.312,1,0,0
4.313,1,0,1
4.314,1,0,2
4.315,1,0,6
4.316,0,0,0
4.317,1,0,1
4.318,0,0,2
4.319,1,0,6
4.32,1,0,0
4.321,0,0,1
4.322,1,0,2
4.323,0,0,7
4.324,0,0,3
4.325,1,1,1
4.326,0,0,5
4.327,0,0,7
4.328,0,0,3
4.329,0,1,1
4.33,0,0,2
4.331,0,0,6
4.332,0,0,0
4.333,0,0,4
4.334,0,0,5
4.335,1,0,6
4.336,1,0,0
4.337,0,0,4
4.338,1,0,2
4.339,0,0,6
4.34,1,0,0
4.341,1,0,1
4.342,0,0,5
4.343,1,0,7
4.344,1,0,0
4.345,1,0,1
4.346,0,0,2
4.347,1,0,6
4.348,0,0,0
4.349,1,0,1
4.35,0,0,5
4.351,1,0,7
4.352,1,0,0
4.353,1,0,1
4.354,1,0,2
4.355,0,0,6
4.356,1,0,0
4.357,1,0,1
4.358,0,0,2
4.359,1,0,6
4.36,0,0,0
4.361,0,0,4
4.362,1,0,5
4.363,0,0,7
4.364,1,0,0
4.365,1,0,1
4.366,1,0,2
4.367,0,0,7
4.368,1,0,0
4.369,1,0,1
4.37,1,0,2
4.371,0,0,6
4.372,0,0,0
4.373,1,0,1
4.374,0,0,5
4.375,1,0,7
4.376,0,0,3
4.377,1,1,1
4.378,0,0,2
4.379,0,0,7
4.38,0,0,3
4.381,1,1,1
4.382,1,0,2
4.383,0,0,7
4.384,0,0,3
4.385,1,1,1
4.386,0,0,2
4.387,1,0,6
4.388,0,0,3
4.389,1,1,1
4.39,1,0,2
4.391,0,0,7
4.392,1,0,0
4.393,1,0,1
4.394,0,0,2
4.395,0,0,6
4.396,1,0,0
4.397,0,0,4
4.398,0,0,5
4.399,1,0,7
4.4,0,0,3
4.401,0,1,1
4.402,0,0,5
4.403,0,0,7
4.404,0,0,3
4.405,0,1,4
4.406,0,0,5
4.407,0,0,7
4.408,1,0,3
4.409,1,1,1
4.41,0,0,2
4.411,1,0,6
4.412,0,0,0
4.413,1,0,1
4.414,0,0,2
4.415,0,0,6
4.416,1,0,0
4.417,0,0,4
4.418,0,0,5
4.419,1,0,6
4.42,0,0,3
4.421,1,1,1
4.422,0,0,2
4.423,0,0,6
4.424,0,0,0
4.425,0,0,1
4.426,1,0,2
4.427,0,0,7
4.428,1,0,0
4.429,1,0,1
4.43,0,0,5
4.431,0,0,7
4.432,0,0,3
4.433,0,1,1
4.434,1,0,2
4.435,1,0,6
4.436,1,0,0
4.437,0,0,1
4.438,0,0,5
4.439,1,0,6
4.44,0,0,0
4.441,1,0,1
4.442,0,0,5
4.443,0,0,7
4.444,0,0,3
4.445,1,1,1
4.446,1,0,2
4.447,1,0,6
4.448,1,0,0
4.449,1,0,1
4.45,0,0,2
4.451,0,0,7
4.452,0,0,3
4.453,1,1,1
4.454,0,0,2
4.455,0,0,6
4.456,1,0,0
4.457,0,0,1
4.458,0,0,2
4.459,0,0,6
4.46,0,0,0
4.461,1,0,1
4.462,1,0,2
4.463,1,0,6
4.464,0,0,0
4.465,0,0,4
4.466,0,0,5
4.467,1,0,7
4.468,0,0,3
4.469,0,1,1
4.47,0,0,5
4.471,0,0,7
4.472,0,0,3
4.473,0,1,1
4.474,1,0,2
4.475,1,0,6
4.476,1,0,0
4.477,1,0,1
4.478,0,0,2
4.479,1,0,6
4.48,1,0,0
4.481,1,0,1
4.482,0,0,2
4.483,0,0,7
4.484,1,0,0
4.485,0,0,4
4.486,0,0,5
4.487,0,0,7
4.488,1,0,3
4.489,1,1,1
4.49,0,0,2
4.491,1,0,6
4.492,0,0,0
4.493,0,0,1
4.494,0,0,5
4.495,0,0,7
4.496,0,0,3
4.497,1,1,1
4.498,1,0,2
4.499,1,0,6
4.5,0,0,3
4.501,1,1,1
4.502,1,0,2
4.503,0,0,7
4.504,0,0,3
4.505,0,1,1
4.506,0,0,2
4.507,0,0,7
4.508,0,0,3
4.509,0,1,4
4.51,0,0,5
4.511,0,0,7
4.512,0,0,3
4.513,1,1,1
4.514,0,0,2
4.515,1,0,6
4.516,0,0,0
4.517,0,0,4
4.518,1,0,5
4.519,0,0,7
4.52,0,0,3
4.521,1,1,1
4.522,1,0,2
4.523,0,0,7
4.524,1,0,3
4.525,0,1,1
4.526,0,0,2
4.527,1,0,6
4.528,0,0,3
4.529,0,1,4
4.53,0,0,5
4.531,1,0,7
4.532,0,0,3
4.533,1,1,1
4.534,1,0,2
4.535,1,0,6
4.536,0,0,0
4.537,0,0,1
4.538,1,0,2
4.539,0,0,7
4.54,0,0,3
4.541,0,1,4
4.542,0,0,5
4.543,1,0,6
4.544,0,0,0
4.545,0,0,1
4.546,0,0,2
4.547,0,0,6
4.548,0,0,3
4.549,0,1,4
4.55,0,0,5
4.551,1,0,6
4.552,0,0,3
4.553,1,1,1
4.554,0,0,5
4.555,1,0,6
4.556,0,0,3
4.557,1,1,1
4.558,0,0,2
4.559,1,0,6
4.56,1,0,0
4.561,1,0,1
4.562,0,0,5
4.563,1,0,7
4.564,1,0,0
4.565,1,0,1
4.566,1,0,2
4.567,0,0,6
4.568,1,0,0
4.569,1,0,1
4.57,1,0,2
4.571,1,0,6
4.572,1,0,0
4.573,1,0,1
4.574,1,0,2
4.575,1,0,6
4.576,0,0,3
4.577,0,1,4
4.578,1,0,2
4.579,0,0,7
4.58,1,0,0
4.581,0,0,4
4.582,1,0,2
4.583,1,0,6
4.584,1,0,0
4.585,0,0,1
4.586,1,0,2
4.587,0,0,6
4.588,1,0,0
4.589,0,0,1
4.59,0,0,2
4.591,0,0,7
4.592,1,0,3
4.593,1,1,1
4.594,1,0,2
4.595,1,0,6
4.596,0,0,3
4.597,1,1,1
4.598,0,0,5
4.599,0,0,7
4.6,1,0,0
4.601,0,0,4
4.602,0,0,5
4.603,1,0,6
4.604,0,0,0
4.605,0,0,1
4.606,1,0,2
4.607,1,0,6
4.608,0,0,3
4.609,0,1,4
4.61,1,0,2
4.611,1,0,6
4.612,0,0,0
4.613,0,0,4
4.614,1,0,5
4.615,0,0,7
4.616,1,0,0
4.617,0,0,1
4.618,0,0,2
4.619,1,0,6
4.62,1,0,0
4.621,0,0,1
4.622,1,0,2
4.623,1,0,6
4.624,0,0,3
4.625,1,1,1
4.626,0,0,5
4.627,0,0,7
4.628,0,0,3
4.629,0,1,4
4.63,0,0,5
4.631,0,0,7
4.632,0,0,3
4.633,0,1,1
4.634,1,0,2
4.635,0,0,6
4.636,1,0,0
4.637,1,0,1
4.638,0,0,2
4.639,0,0,7
4.64,0,0,3
4.641,1,1,1
4.642,0,0,5
4.643,1,0,7
4.644,1,0,3
4.645,1,1,1
4.646,1,0,2
4.647,1,0,6
4.648,0,0,0
4.649,0,0,1
4.65,1,0,2
4.651,1,0,6
4.652,0,0,3
4.653,1,1,1
4.654,1,0,2
4.655,0,0,6
4.656,1,0,0
4.657,0,0,1
4.658,1,0,2
4.659,1,0,6
4.66,1,0,0
4.661,0,0,4
4.662,1,0,5
4.663,1,0,7
4.664,1,0,0
4.665,0,0,1
4.666,1,0,2
4.667,1,0,6
4.668,0,0,3
4.669,1,1,1
4.67,0,0,5
4.671,1,0,7
4.672,0,0,3
4.673,1,1,1
4.674,1,0,2
4.675,0,0,6
4.676,0,0,0
4.677,0,0,4
4.678,0,0,5
4.679,0,0,7
4.68,1,0,0
4.681,0,0,1
4.682,0,0,5
4.683,0,0,7
4.684,0,0,3
4.685,0,1,1
4.686,1,0,2
4.687,1,0,6
4.688,0,0,0
4.689,0,0,4
4.69,0,0,5
4.691,1,0,7
4.692,1,0,3
4.693,0,1,4
4.694,0,0,5
4.695,0,0,7
4.696,1,0,0
4.697,0,0,1
4.698,0,0,2
4.699,0,0,7
4.7,0,0,3
4.701,0,1,4
4.702,0,0,5
4.703,0,0,7
4.704,1,0,0
4.705,1,0,1
4.706,1,0,2
4.707,1,0,6
4.708,1,0,0
4.709,1,0,1
4.71,1,0,2
4.711,0,0,6
4.712,0,0,0
4.713,1,0,1
4.714,1,0,2
4.715,0,0,6
4.716,0,0,0
4.717,0,0,4
4.718,1,0,2
4.719,0,0,6
4.72,1,0,0
4.721,1,0,1
4.722,0,0,5
4.723,0,0,7
4.724,0,0,3
4.725,0,1,1
4.726,0,0,2
4.727,1,0,6
4.728,1,0,0
4.729,1,0,1
4.73,1,0,2
4.731,1,0,6
4.732,0,0,3
4.733,0,1,1
4.734,0,0,2
4.735,0,0,6
4.736,1,0,0
4.737,1,0,1
4.738,1,0,2
4.739,0,0,6
4.74,1,0,0
4.741,1,0,1
4.742,0,0,5
4.743,1,0,6
4.744,1,0,0
4.745,0,0,1
4.746,0,0,5
4.747,1,0,7
4.748,1,0,3
4.749,0,1,4
4.75,1,0,2
4.751,0,0,6
4.752,0,0,3
4.753,0,1,1
4.754,1,0,2
4.755,1,0,6
4.756,1,0,0
4.757,0,0,4
4.758,0,0,5
4.759,0,0,7
4.76,0,0,3
4.761,1,1,1
4.762,1,0,2
4.763,1,0,6
4.764,1,0,0
4.765,0,0,4
4.766,1,0,2
4.767,0,0,6
4.768,0,0,3
4.769,1,1,1
4.77,0,0,2
4.771,0,0,6
4.772,0,0,0
4.773,1,0,1
4.774,0,0,2
4.775,1,0,6
4.776,0,0,0
4.777,0,0,1
4.778,0,0,2
4.779,1,0,6
4.78,0,0,0
4.781,0,0,1
4.782,1,0,2
4.783,0,0,6
4.784,1,0,0
4.785,1,0,1
4.786,0,0,2
4.787,0,0,6
4.788,1,0,0
4.789,1,0,1
4.79,1,0,2
4.791,0,0,7
4.792,0,0,3
4.793,1,1,1
4.794,0,0,5
4.795,0,0,7
4.796,0,0,3
4.797,1,1,1
4.798,0,0,2
4.799,0,0,7
4.8,0,0,3
4.801,0,1,1
4.802,0,0,2
4.803,0,0,7
4.804,1,0,3
4.805,1,1,1
4.806,0,0,5
4.807,0,0,7
4.808,1,0,3
4.809,0,1,1
4.81,0,0,2
4.811,1,0,6
4.812,0,0,3
4.813,1,1,1
4.814,1,0,2
4.815,0,0,7
4.816,0,0,3
4.817,1,1,1
4.818,1,0,2
4.819,1,0,6
4.82,1,0,0
4.821,1,0,1
4.822,1,0,2
4.823,0,0,6
4.824,1,0,0
4.825,1,0,1
4.826,1,0,2
4.827,1,0,6
4.828,0,0,3
4.829,0,1,1
4.83,1,0,2
4.831,0,0,6
4.832,1,0,0
4.833,0,0,4
4.834,0,0,5
4.835,1,0,6
4.836,0,0,0
4.837,1,0,1
4.838,1,0,2
4.839,0,0,6
4.84,0,0,0
4.841,0,0,4
4.842,0,0,5
4.843,1,0,7
4.844,0,0,3
4.845,1,1,1
4.846,1,0,2
4.847,1,0,6
4.848,1,0,0
4.849,1,0,1
4.85,1,0,2
4.851,1,0,6
4.852,1,0,0
4.853,1,0,1
4.854,0,0,5
4.855,1,0,6
4.856,0,0,0
4.857,1,0,1
4.858,0,0,5
4.859,1,0,7
4.86,1,0,3
4.861,0,1,1
4.862,0,0,5
4.863,1,0,6
4.864,0,0,0
4.865,1,0,1
4.866,0,0,2
4.867,1,0,6
4.868,0,0,3
4.869,1,1,1
4.87,0,0,5
4.871,0,0,7
4.872,0,0,3
4.873,0,1,4
4.874,1,0,5
4.875,1,0,6
4.876,0,0,0
4.877,1,0,1
4.878,1,0,2
4.879,0,0,7
4.88,0,0,3
4.881,0,1,4
4.882,1,0,2
4.883,0,0,6
4.884,1,0,0
4.885,1,0,1
4.886,0,0,2
4.887,1,0,6
4.888,1,0,0
4.889,1,0,1
4.89,0,0,5
4.891,0,0,7
4.892,1,0,0
4.893,0,0,4
4.894,1,0,2
4.895,1,0,6
4.896,0,0,0
4.897,0,0,4
4.898,0,0,5
4.899,0,0,7
4.9,0,0,3
4.901,0,1,4
4.902,0,0,5
4.903,1,0,7
4.904,0,0,3
4.905,1,1,1
4.906,1,0,2
4.907,0,0,7
4.908,1,0,0
4.909,1,0,1
4.91,0,0,5
4.911,0,0,7
4.912,0,0,3
4.913,1,1,1
4.914,1,0,2
4.915,1,0,6
4.916,0,0,0
4.917,1,0,1
4.918,1,0,2
4.919,1,0,6
4.92,0,0,3
4.921,1,1,1
4.922,0,0,5
4.923,1,0,7
4.924,0,0,3
4.925,1,1,1
4.926,0,0,5
4.927,0,0,7
4.928,1,0,0
4.929,1,0,1
4.93,1,0,2
4.931,0,0,6
4.932,1,0,0
4.933,1,0,1
4.934,1,0,2
4.935,1,0,6
4.936,0,0,3
4.937,0,1,1
4.938,0,0,5
4.939,1,0,7
4.94,0,0,3
4.941,0,1,1
4.942,1,0,2
4.943,1,0,6
4.944,0,0,0
4.945,1,0,1
4.946,1,0,2
4.947,0,0,6
4.948,0,0,3
4.949,1,1,1
4.95,0,0,5
4.951,1,0,6
4.952,1,0,0
4.953,0,0,1
4.954,1,0,2
4.955,0,0,7
4.956,1,0,0
4.957,0,0,4
4.958,1,0,5
4.959,0,0,7
4.96,1,0,3
4.961,1,1,1
4.962,0,0,5
4.963,1,0,6
4.964,1,0,0
4.965,1,0,1
4.966,0,0,5
4.967,0,0,7
4.968,0,0,3
4.969,1,1,1
4.97,1,0,2
4.971,1,0,6
4.972,0,0,0
4.973,1,0,1
4.974,1,0,2
4.975,0,0,6
4.976,1,0,0
4.977,0,0,1
4.978,1,0,2
4.979,0,0,7
4.98,1,0,0
4.981,1,0,1
4.982,0,0,5
4.983,1,0,6
4.984,0,0,3
4.985,1,1,1
4.986,0,0,2
4.987,0,0,6
4.988,1,0,0
4.989,0,0,1
4.99,1,0,2
4.991,1,0,6
4.992,0,0,3
4.993,1,1,1
4.994,1,0,2
4.995,1,0,6
4.996,1,0,0
4.997,1,0,1
4.998,0,0,5
4.999,0,0,7
5,0,0,3
5.001,1,1,1
5.002,0,0,2
5.003,1,0,6
5.004,0,0,3
5.005,0,1,4
5.006,1,0,2
5.007,1,0,6
5.008,1,0,0
5.009,1,0,1
5.01,1,0,2
5.011,0,0,6
5.012,0,0,3
5.013,1,1,1
5.014,1,0,2
5.015,0,0,7
5.016,0,0,3
5.017,1,1,1
5.018,0,0,2
5.019,0,0,6
5.02,0,0,3
5.021,1,1,1
5.022,1,0,2
5.023,0,0,6
5.024,1,0,0
5.025,0,0,1
5.026,0,0,2
5.027,1,0,6
5.028,0,0,3
5.029,1,1,1
5.03,1,0,2
5.031,0,0,6
5.032,0,0,0
5.033,1,0,1
5.034,0,0,2
5.035,1,0,6
5.036,1,0,0
5.037,0,0,4
5.038,0,0,5
5.039,0,0,7
5.04,1,0,0
5.041,1,0,1
5.042,0,0,2
5.043,0,0,6
5.044,0,0,3
5.045,1,1,1
5.046,1,0,2
5.047,0,0,6
5.048,1,0,0
5.049,1,0,1
5.05,1,0,2
5.051,1,0,6
5.052,1,0,0
5.053,1,0,1
5.054,0,0,2
5.055,1,0,6
5.056,1,0,0
5.057,1,0,1
5.058,0,0,5
5.059,0,0,7
5.06,1,0,0
5.061,1,0,1
5.062,0,0,2
5.063,1,0,6
5.064,1,0,0
5.065,1,0,1
5.066,1,0,2
5.067,0,0,6
5.068,1,0,0
5.069,1,0,1
5.07,0,0,5
5.071,1,0,7
5.072,0,0,3
5.073,0,1,1
5.074,0,0,5
5.075,1,0,7
5.076,0,0,3
5.077,1,1,1
5.078,0,0,5
5.079,1,0,6
5.08,0,0,0
5.081,0,0,4
5.082,1,0,5
5.083,1,0,6
5.084,1,0,0
5.085,0,0,1
5.086,0,0,5
5.087,1,0,6
5.088,0,0,3
5.089,0,1,4
5.09,0,0,5
5.091,0,0,7
5.092,0,0,3
5.093,0,1,4
5.094,0,0,5
5.095,1,0,6
5.096,0,0,3
5.097,0,1,1
5.098,0,0,2
5.099,1,0,6
5.1,1,0,0
5.101,0,0,1
5.102,1,0,2
5.103,1,0,6
5.104,0,0,3
5.105,0,1,1
5.106,1,0,2
5.107,0,0,6
5.108,1,0,0
5.109,1,0,1
5.11,0,0,2
5.111,1,0,6
5.112,0,0,3
5.113,0,1,4
5.114,0,0,5
5.115,0,0,7
5.116,1,0,0
5.117,0,0,1
5.118,1,0,2
5.119,1,0,6
5.12,1,0,0
5.121,0,0,4
5.122,0,0,5
5.123,1,0,6
5.124,1,0,0
5.125,1,0,1
5.126,1,0,2
5.127,0,0,6
5.128,0,0,0
5.129,1,0,1
5.13,1,0,2
5.131,1,0,6
5.132,1,0,0
5.133,1,0,1
5.134,1,0,2
5.135,0,0,7
5.136,0,0,3
5.137,0,1,1
5.138,0,0,2
5.139,1,0,6
5.14,0,0,3
5.141,0,1,1
5.142,1,0,2
5.143,0,0,6
5.144,1,0,0
5.145,0,0,1
5.146,1,0,2
5.147,0,0,7
5.148,0,0,3
5.149,0,1,4
5.15,0,0,5
5.151,1,0,7
5.152,0,0,3
5.153,0,1,4
5.154,1,0,2
5.155,1,0,6
5.156,0,0,3
5.157,1,1,1
5.158,1,0,2
5.159,1,0,6
5.16,1,0,0
5.161,0,0,4
5.162,0,0,5
5.163,1,0,6
5.164,1,0,0
5.165,1,0,1
5.166,0,0,5
5.167,0,0,7
5.168,0,0,3
5.169,0,1,1
5.17,1,0,2
5.171,0,0,6
5.172,0,0,3
5.173,1,1,1
5.174,1,0,2
5.175,1,0,6
5.176,0,0,3
5.177,0,1,1
5.178,0,0,2
5.179,0,0,7
5.18,1,0,3
5.181,1,1,1
5.182,1,0,2
5.183,0,0,6
5.184,0,0,3
5.185,0,1,1
5.186,1,0,2
5.187,0,0,6
5.188,1,0,0
5.189,1,0,1
5.19,1,0,2
5.191,0,0,7
5.192,1,0,3
5.193,1,1,1
5.194,0,0,2
5.195,1,0,6
5.196,1,0,0
5.197,0,0,4
5.198,0,0,5
5.199,0,0,7
5.2,1,0,0
5.201,1,0,1
5.202,0,0,5
5.203,1,0,6
5.204,1,0,0
5.205,1,0,1
5.206,1,0,2
5.207,1,0,6
5.208,0,0,0
5.209,1,0,1
5.21,0,0,5
5.211,0,0,7
5.212,0,0,3
5.213,1,1,1
5.214,0,0,2
5.215,0,0,7
5.216,0,0,3
5.217,0,1,1
5.218,1,0,2
5.219,0,0,6
5.22,1,0,0
5.221,1,0,1
5.222,1,0,2
5.223,1,0,6
5.224,1,0,0
5.225,0,0,4
5.226,0,0,5
5.227,1,0,7
5.228,0,0,3
5.229,0,1,1
5.23,1,0,2
5.231,1,0,6
5.232,1,0,0
5.233,1,0,1
5.234,0,0,5
5.235,1,0,7
5.236,0,0,3
5.237,1,1,1
5.238,1,0,2
5.239,1,0,6
5.24,0,0,3
5.241,0,1,4
5.242,1,0,2
5.243,1,0,6
5.244,1,0,0
5.245,1,0,1
5.246,0,0,2
5.247,1,0,6
5.248,1,0,0
5.249,0,0,4
5.25,1,0,2
5.251,1,0,6
5.252,0,0,3
5.253,0,1,1
5.254,1,0,2
5.255,1,0,6
5.256,1,0,0
5.257,0,0,1
5.258,0,0,5
5.259,1,0,7
5.26,1,0,3
5.261,0,1,1
5.262,0,0,2
5.263,0,0,6
5.264,0,0,3
5.265,0,1,1
5.266,0,0,2
5.267,0,0,7
5.268,0,0,3
5.269,0,1,1
5.27,0,0,5
5.271,1,0,7
5.272,0,0,3
5.273,1,1,1
5.274,0,0,5
5.275,1,0,6
5.276,0,0,3
5.277,1,1,1
5.278,1,0,2
5.279,0,0,6
5.28,1,0,0
5.281,0,0,4
5.282,0,0,5
5.283,1,0,7
5.284,1,0,3
5.285,0,1,4
5.286,0,0,5
5.287,1,0,7
5.288,1,0,0
5.289,1,0,1
5.29,1,0,2
5.291,1,0,6
5.292,1,0,0
5.293,0,0,1
5.294,1,0,2
5.295,0,0,6
5.296,0,0,3
5.297,0,1,4
5.298,0,0,5
5.299,1,0,6
5.3,1,0,0
5.301,1,0,1
5.302,0,0,5
5.303,1,0,6
5.304,0,0,3
5.305,1,1,1
5.306,1,0,2
5.307,0,0,6
5.308,0,0,3
5.309,0,1,1
5.31,0,0,5
5.311,0,0,7
5.312,0,0,3
5.313,1,1,1
5.314,0,0,5
5.315,0,0,7
5.316,0,0,3
5.317,1,1,1
5.318,1,0,2
5.319,1,0,6
5.32,1,0,0
5.321,0,0,1
5.322,1,0,2
5.323,0,0,6
5.324,1,0,0
5.325,0,0,1
5.326,1,0,2
5.327,1,0,6
5.328,1,0,0
5.329,0,0,4
5.33,1,0,2
5.331,0,0,6
5.332,0,0,0
5.333,0,0,4
5.334,0,0,5
5.335,1,0,6
5.336,1,0,0
5.337,1,0,1
5.338,1,0,2
5.339,0,0,7
5.34,1,0,0
5.341,1,0,1
5.342,1,0,2
5.343,1,0,6
5.344,0,0,3
5.345,0,1,4
5.346,0,0,5
5.347,0,0,7
5.348,0,0,3
5.349,1,1,1
5.35,0,0,5
5.351,1,0,7
5.352,0,0,3
5.353,0,1,4
5.354,0,0,5
5.355,1,0,7
5.356,1,0,0
5.357,0,0,1
5.358,0,0,5
5.359,0,0,7
5.36,0,0,3
5.361,1,1,1
5.362,0,0,2
5.363,1,0,6
5.364,0,0,0
5.365,0,0,4
5.366,0,0,5
5.367,1,0,7
5.368,1,0,0
5.369,0,0,1
5.37,1,0,2
5.371,1,0,6
5.372,1,0,0
5.373,0,0,4
5.374,1,0,2
5.375,1,0,6
5.376,1,0,0
5.377,1,0,1
5.378,0,0,5
5.379,0,0,7
5.38,0,0,3
5.381,0,1,4
5.382,1,0,2
5.383,1,0,6
5.384,0,0,3
5.385,0,1,1
5.386,0,0,2
5.387,0,0,7
5.388,0,0,3
5.389,1,1,1
5.39,1,0,2
5.391,1,0,6
5.392,0,0,0
5.393,0,0,4
5.394,0,0,5
5.395,1,0,6
5.396,1,0,0
5.397,0,0,4
5.398,1,0,2
5.399,0,0,7
5.4,0,0,3
5.401,1,1,1
5.402,1,0,2
5.403,0,0,7
5.404,0,0,3
5.405,0,1,4
5.406,0,0,5
5.407,0,0,7
5.408,1,0,0
5.409,1,0,1
5.41,0,0,5
5.411,0,0,7
5.412,1,0,3
5.413,0,1,1
5.414,1,0,2
5.415,0,0,6
5.416,0,0,0
5.417,0,0,4
5.418,0,0,5
5.419,1,0,6
5.42,0,0,0
5.421,0,0,4
5.422,1,0,2
5.423,1,0,6
5.424,1,0,0
5.425,0,0,4
5.426,1,0,5
5.427,1,0,7
5.428,0,0,3
5.429,0,1,4
5.43,0,0,5
5.431,1,0,6
5.432,1,0,0
5.433,1,0,1
5.434,0,0,2
5.435,0,0,6
5.436,0,0,0
5.437,0,0,1
5.438,0,0,5
5.439,0,0,7
5.44,1,0,3
5.441,1,1,1
5.442,1,0,2
5.443,0,0,6
5.444,0,0,0
5.445,1,0,1
5.446,0,0,2
5.447,0,0,6
5.448,0,0,0
5.449,0,0,1
5.45,1,0,2
5.451,0,0,7
5.452,1,0,3
5.453,0,1,1
5.454,0,0,5
5.455,1,0,6
5.456,1,0,0
5.457,0,0,1
5.458,1,0,2
5.459,1,0,6
5.46,0,0,3
5.461,0,1,1
5.462,1,0,2
5.463,1,0,6
5.464,0,0,3
5.465,0,1,1
5.466,0,0,5
5.467,1,0,7
5.468,1,0,0
5.469,0,0,4
5.47,0,0,5
5.471,0,0,7
5.472,1,0,0
5.473,0,0,4
5.474,0,0,5
5.475,0,0,7
5.476,1,0,3
5.477,1,1,1
5.478,1,0,2
5.479,0,0,6
5.48,0,0,3
5.481,0,1,4
5.482,1,0,2
5.483,1,0,6
5.484,1,0,0
5.485,0,0,4
5.486,1,0,5
5.487,1,0,6
5.488,1,0,0
5.489,0,0,1
5.49,1,0,2
5.491,0,0,6
5.492,0,0,0
5.493,0,0,4
5.494,1,0,2
5.495,0,0,6
5.496,0,0,3
5.497,0,1,1
5.498,1,0,2
5.499,0,0,7
5.5,1,0,3
5.501,0,1,4
5.502,1,0,5
5.503,1,0,6
5.504,0,0,0
5.505,0,0,1
5.506,1,0,2
5.507,0,0,7
5.508,1,0,3
5.509,0,1,4
5.51,1,0,2
5.511,0,0,6
5.512,1,0,0
5.513,0,0,1
5.514,0,0,2
5.515,0,0,6
5.516,0,0,3
5.517,0,1,4
5.518,1,0,5
5.519,0,0,7
5.52,0,0,3
5.521,1,1,1
5.522,0,0,2
5.523,0,0,6
5.524,0,0,3
5.525,0,1,1
5.526,0,0,2
5.527,0,0,6
5.528,1,0,0
5.529,1,0,1
5.53,1,0,2
5.531,1,0,6
5.532,1,0,0
5.533,1,0,1
5.534,0,0,5
5.535,1,0,7
5.536,0,0,3
5.537,1,1,1
5.538,1,0,2
5.539,0,0,6
5.54,1,0,0
5.541,1,0,1
5.542,1,0,2
5.543,1,0,6
5.544,0,0,3
5.545,0,1,4
5.546,0,0,5
5.547,0,0,7
5.548,0,0,3
5.549,1,1,1
5.55,0,0,2
5.551,0,0,6
5.552,1,0,0
5.553,1,0,1
5.554,0,0,5
5.555,1,0,6
5.556,1,0,0
5.557,1,0,1
5.558,0,0,5
5.559,0,0,7
5.56,1,0,3
5.561,1,1,1
5.562,1,0,2
5.563,0,0,6
5.564,1,0,0
5.565,1,0,1
5.566,1,0,2
5.567,0,0,7
5.568,1,0,0
5.569,0,0,4
5.57,1,0,5
5.571,0,0,7
5.572,0,0,3
5.573,1,1,1
5.574,1,0,2
5.575,0,0,7
5.576,1,0,3
5.577,1,1,1
5.578,1,0,2
5.579,1,0,6
5.58,1,0,0
5.581,1,0,1
5.582,1,0,2
5.583,1,0,6
5.584,0,0,0
5.585,1,0,1
5.586,1,0,2
5.587,1,0,6
5.588,0,0,3
5.589,1,1,1
5.59,0,0,5
