"time","Out1[1]","Out1[2]","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8.signal1","Out8.signal2","Out9","Out10","Out11","Out2","Out3","Out4","Out5"
0.46,0,0.44394810696551978,1,0,0,0,1,0,0.29552020666133949,0.44394810696551978,0,0.42593946506599961,0.077883668461730074,6,5,0,12,12
0.47,0,0.45288628537906833,1,0,0,0,1,0,0.29552020666133949,0.45288628537906833,0,0.42593946506599961,0.077883668461730074,6,5,0,12,12
0.48,0,0.46177917554148284,1,0,0,0,1,0,0.29552020666133949,0.46177917554148284,0,0.42593946506599961,0.077883668461730074,6,5,0,12,12
0.49,0,0.47062588817115802,1,0,0,0,1,0,0.29552020666133949,0.47062588817115802,0,0.42593946506599961,0.077883668461730074,6,5,0,12,12
0.5,0,0.47942553860420301,1,0,0,0,1,0,0.29552020666133949,0.47942553860420301,0,0.42593946506599961,0.077883668461730074,6,5,0,12,12
0.51,0,0.48817724688290748,1,0,0,0,1,0,0.29552020666133949,0.48817724688290748,0,0.42593946506599961,0.095885107720840579,6,5,0,12,12
0.52,0,0.49688013784373675,1,0,0,0,1,0,0.29552020666133949,0.49688013784373675,0,0.42593946506599961,0.095885107720840579,6,5,0,12,12
0.53,0,0.50553334120484694,1,0,0,0,1,0,0.29552020666133949,0.50553334120484694,0,0.42593946506599961,0.095885107720840579,6,6,0,12,12
0.54,0,0.51413599165311319,1,0,0,0,1,0,0.29552020666133949,0.51413599165311319,0,0.42593946506599961,0.095885107720840579,6,6,0,12,12
0.55,0,0.52268722893065922,1,0,0,0,1,0,0.29552020666133949,0.52268722893065922,0,0.42593946506599961,0.095885107720840579,6,6,0,12,12
0.56,0,0.5311861979208834,1,0,0,0,1,0,0.29552020666133949,0.5311861979208834,0,0.42593946506599961,0.095885107720840579,6,6,0,12,12
0.57,0,0.53963204873396931,1,0,0,0,1,0,0.29552020666133949,0.53963204873396931,0,0.42593946506599961,0.095885107720840579,6,6,0,12,12
0.58,0,0.54802393679187356,1,0,0,0,1,0,0.29552020666133949,0.54802393679187356,0,0.42593946506599961,0.095885107720840579,6,6,0,12,12
0.59,0,0.55636102291278378,1,0,0,0,1,0,0.29552020666133949,0.55636102291278378,0,0.42593946506599961,0.095885107720840579,6,6,0,12,12
0.6,0,0.56464247339503537,1,0,0,0,1,0,0.29552020666133949,0.56464247339503537,0,0.42593946506599961,0.095885107720840579,6,6,0,12,12
0.61,0,0.57286746010048128,1,0,0,0,1,0,0.56464247339503526,0.57286746010048128,0,0.42593946506599961,0.11292849467900706,6,6,0,12,12
0.62,0,0.58103516053730508,1,0,0,0,1,0,0.56464247339503526,0.58103516053730508,0,0.42593946506599961,0.11292849467900706,6,6,0,12,12
0.63,0,0.5891447579422695,1,0,0,0,1,0,0.56464247339503526,0.5891447579422695,0,0.42593946506599961,0.11292849467900706,6,7,0,12,12
0.64,0,0.59719544136239211,1,0,0,0,1,0,0.56464247339503526,0.59719544136239211,0,0.42593946506599961,0.11292849467900706,6,7,0,12,12
0.65,0,0.60518640573603955,1,0,0,0,1,0,0.56464247339503526,0.60518640573603955,0,0.42593946506599961,0.11292849467900706,6,7,0,12,12
0.66,0,0.6131168519734338,1,0,0,0,1,0,0.56464247339503526,0.6131168519734338,0,0.42593946506599961,0.11292849467900706,6,7,0,12,12
0.67,0,0.62098598703655972,1,0,0,0,1,0,0.56464247339503526,0.62098598703655972,0,0.6131168519734338,0.11292849467900706,6,7,0,12,12
0.68,0,0.62879302401846859,1,0,0,0,1,0,0.56464247339503526,0.62879302401846859,0,0.6131168519734338,0.11292849467900706,6,7,0,12,12
0.69,0,0.63653718222196798,1,0,0,0,1,0,0.56464247339503526,0.63653718222196798,0,0.6131168519734338,0.11292849467900706,6,7,0,12,12
0.7,0,0.64421768723769113,1,0,0,0,1,0,0.56464247339503526,0.64421768723769113,0,0.6131168519734338,0.11292849467900706,6,7,0,12,12
0.71,0,0.65183377102153661,1,0,0,0,1,0,0.56464247339503526,0.65183377102153661,0,0.6131168519734338,0.12884353744753815,6,7,0,12,12
0.72,0,0.6593846719714731,1,0,0,0,1,0,0.56464247339503526,0.6593846719714731,0,0.6131168519734338,0.12884353744753815,6,7,0,12,12
0.73,0,0.66686963500369789,1,0,0,0,1,0,0.56464247339503526,0.66686963500369789,0,0.6131168519734338,0.12884353744753815,6,8,0,12,12
0.74,0,0.67428791162814505,1,0,0,0,1,0,0.56464247339503526,0.67428791162814505,0,0.6131168519734338,0.12884353744753815,6,8,0,12,12
0.75,0,0.68163876002333412,1,0,0,0,1,0,0.56464247339503526,0.68163876002333412,0,0.6131168519734338,0.12884353744753815,6,8,0,12,12
0.76,0,0.68892144511055131,1,0,0,0,1,0,0.56464247339503526,0.68892144511055131,0,0.6131168519734338,0.12884353744753815,6,8,0,12,12
0.77,0,0.69613523862735671,1,0,0,0,1,0,0.56464247339503526,0.69613523862735671,0,0.6131168519734338,0.12884353744753815,6,8,0,12,12
0.78,0,0.70327941920041015,1,0,0,0,1,0,0.56464247339503526,0.70327941920041015,0,0.6131168519734338,0.12884353744753815,6,8,0,12,12
0.79,0,0.71035327241760782,1,0,0,0,1,0,0.56464247339503526,0.71035327241760782,0,0.6131168519734338,0.12884353744753815,6,8,0,12,12
0.8,0,0.71735609089952279,1,0,0,0,1,0,0.56464247339503526,0.71735609089952279,0,0.6131168519734338,0.12884353744753815,6,8,0,12,12
0.81,0,0.72428717437014256,1,0,0,0,1,0,0.56464247339503526,0.72428717437014256,0,0.6131168519734338,0.14347121817990449,6,8,0,12,12
0.82,0,0.7311458297268959,1,0,0,0,1,0,0.56464247339503526,0.7311458297268959,0,0.6131168519734338,0.14347121817990449,6,8,0,12,12
0.83,0,0.73793137110996276,1,0,0,0,1,0,0.56464247339503526,0.73793137110996276,0,0.6131168519734338,0.14347121817990449,6,8,0,12,12
0.84,0,0.7446431199708593,1,0,0,0,1,0,0.56464247339503526,0.7446431199708593,0,0.6131168519734338,0.14347121817990449,6,8,0,12,12
0.85,0,0.75128040514029271,1,0,0,0,1,0,0.56464247339503526,0.75128040514029271,0,0.6131168519734338,0.14347121817990449,6,9,0,12,12
0.86,0,0.75784256289527696,1,0,0,0,1,0,0.56464247339503526,0.75784256289527696,0,0.6131168519734338,0.14347121817990449,6,9,0,12,12
0.87,0,0.76432893702550508,1,0,0,0,1,0,0.56464247339503526,0.76432893702550508,0,0.6131168519734338,0.14347121817990449,6,9,0,12,12
0.88,0,0.7707388788989693,1,0,0,0,1,0,0.56464247339503526,0.7707388788989693,0,0.6131168519734338,0.14347121817990449,6,9,0,12,12
0.89,0,0.77707174752682384,1,0,0,0,1,0,0.56464247339503526,0.77707174752682384,0,0.7707388788989693,0.14347121817990449,6,9,0,12,12
0.9,0,0.78332690962748341,1,0,0,0,1,0,0.56464247339503526,0.78332690962748341,0,0.7707388788989693,0.14347121817990449,6,9,0,12,12
0.91,0,0.78950373968995047,1,0,0,0,1,0,0.78332690962748297,0.78950373968995047,0,0.7707388788989693,0.15666538192549662,6,9,0,12,12
0.92,0,0.79560162003636603,1,0,0,0,1,0,0.78332690962748297,0.79560162003636603,0,0.7707388788989693,0.15666538192549662,6,9,0,12,12
0.93,0,0.80161994088377719,1,0,0,0,1,0,0.78332690962748297,0.80161994088377719,0,0.7707388788989693,0.15666538192549662,6,9,0,12,12
0.94,0,0.80755810040511433,1,0,0,0,1,0,0.78332690962748297,0.80755810040511433,0,0.7707388788989693,0.15666538192549662,6,9,0,12,12
0.95,0,0.81341550478937374,1,0,0,0,1,0,0.78332690962748297,0.81341550478937374,0,0.7707388788989693,0.15666538192549662,6,9,0,12,12
0.96,0,0.81919156830099826,1,0,0,0,1,0,0.78332690962748297,0.81919156830099826,0,0.7707388788989693,0.15666538192549662,6,9,0,12,12
0.97,0,0.82488571333845007,1,0,0,0,1,0,0.78332690962748297,0.82488571333845007,0,0.7707388788989693,0.15666538192549662,6,9,0,12,12
0.98,0,0.83049737049197048,1,0,0,0,1,0,0.78332690962748297,0.83049737049197048,0,0.7707388788989693,0.15666538192549662,6,9,0,12,12
0.99,0,0.83602597860052053,1,0,0,0,1,0,0.78332690962748297,0.83602597860052053,0,0.7707388788989693,0.15666538192549662,6,10,0,12,12
1,1,0.8414709848078965,1,0,0,0,1,0,0.78332690962748297,0.8414709848078965,1,0.7707388788989693,0.15666538192549662,6,10,0,12,12
1.01,1,0.84683184461801519,1,0,0,0,1,0,0.78332690962748297,0.84683184461801519,1,0.7707388788989693,0.16829419696157921,6,10,0,12,12
1.02,1,0.85210802194936297,1,0,0,0,1,0,0.78332690962748297,0.85210802194936297,1,0.7707388788989693,0.16829419696157921,6,10,0,12,12
1.03,1,0.85729898918860337,1,0,0,0,1,0,0.78332690962748297,0.85729898918860337,1,0.7707388788989693,0.16829419696157921,6,10,0,12,12
1.04,1,0.86240422724333843,1,0,0,0,1,0,0.78332690962748297,0.86240422724333843,1,0.7707388788989693,0.16829419696157921,6,10,0,12,12
1.05,1,0.86742322559401697,1,0,0,0,1,0,0.78332690962748297,0.86742322559401697,1,0.7707388788989693,0.16829419696157921,6,10,0,12,12
1.06,1,0.87235548234498628,1,0,0,0,1,0,0.78332690962748297,0.87235548234498628,1,0.7707388788989693,0.16829419696157921,6,10,0,12,12
1.07,1,0.87720050427468166,1,0,0,0,1,0,0.78332690962748297,0.87720050427468166,1,0.7707388788989693,0.16829419696157921,6,10,0,12,12
1.08,1,0.88195780688494751,1,0,0,0,1,0,0.78332690962748297,0.88195780688494751,1,0.7707388788989693,0.16829419696157921,6,10,0,12,12
1.09,1,0.88662691444948727,1,0,0,0,1,0,0.78332690962748297,0.88662691444948727,1,0.7707388788989693,0.16829419696157921,6,10,0,12,12
1.1,1,0.89120736006143542,1,0,0,0,1,0,0.78332690962748297,0.89120736006143542,1,0.7707388788989693,0.16829419696157921,6,10,0,12,12
1.11,1,0.89569868568004762,1,0,0,0,1,0,0.78332690962748297,0.89569868568004762,1,0.89120736006143542,0.17824147201228699,6,10,0,12,12
1.12,1,0.90010044217650509,1,0,0,0,1,0,0.78332690962748297,0.90010044217650509,1,0.89120736006143542,0.17824147201228699,6,10,0,12,12
1.13,1,0.90441218937882595,1,0,0,0,1,0,0.78332690962748297,0.90441218937882595,1,0.89120736006143542,0.17824147201228699,6,10,0,12,12
1.14,1,0.90863349611588329,1,0,0,0,1,0,0.78332690962748297,0.90863349611588329,1,0.89120736006143542,0.17824147201228699,6,10,0,12,12
1.15,1,0.9127639402605211,1,0,0,0,1,0,0.78332690962748297,0.9127639402605211,1,0.89120736006143542,0.17824147201228699,6,10,0,12,12
1.16,1,0.91680310877176685,1,0,0,0,1,0,0.78332690962748297,0.91680310877176685,1,0.89120736006143542,0.17824147201228699,6,11,0,12,12
1.17,1,0.92075059773613566,1,0,0,0,1,0,0.78332690962748297,0.92075059773613566,1,0.89120736006143542,0.17824147201228699,6,11,0,12,12
1.18,1,0.92460601240802032,1,0,0,0,1,0,0.78332690962748297,0.92460601240802032,1,0.89120736006143542,0.17824147201228699,6,11,0,12,12
1.19,1,0.92836896724916662,1,0,0,0,1,0,0.78332690962748297,0.92836896724916662,1,0.89120736006143542,0.17824147201228699,6,11,0,12,12
1.2,1,0.93203908596722629,1,0,0,0,1,0,0.78332690962748297,0.93203908596722629,1,0.89120736006143542,0.17824147201228699,6,11,0,12,12
1.21,1,0.93561600155338598,1,0,0,0,1,0,0.93203908596722573,0.93561600155338598,1,0.89120736006143542,0.18640781719344515,6,11,0,12,12
1.22,1,0.9390993563190676,1,0,0,0,1,0,0.93203908596722573,0.9390993563190676,1,0.89120736006143542,0.18640781719344515,6,11,0,12,12
1.23,1,0.94248880193169748,1,0,0,0,1,0,0.93203908596722573,0.94248880193169748,1,0.89120736006143542,0.18640781719344515,6,11,0,12,12
1.24,1,0.94578399944953895,1,0,0,0,1,0,0.93203908596722573,0.94578399944953895,1,0.89120736006143542,0.18640781719344515,6,11,0,12,12
1.25,1,0.9489846193555862,1,0,0,0,1,0,0.93203908596722573,0.9489846193555862,1,0.89120736006143542,0.18640781719344515,6,11,0,12,12
1.26,1,0.95209034159051575,1,0,0,0,1,0,0.93203908596722573,0.95209034159051575,1,0.89120736006143542,0.18640781719344515,6,11,0,12,12
1.27,1,0.95510085558469227,1,0,0,0,1,0,0.93203908596722573,0.95510085558469227,1,0.89120736006143542,0.18640781719344515,6,11,0,12,12
1.28,1,0.95801586028922492,1,0,0,0,1,0,0.93203908596722573,0.95801586028922492,1,0.89120736006143542,0.18640781719344515,6,11,0,12,12
1.29,1,0.96083506420607268,1,0,0,0,1,0,0.93203908596722573,0.96083506420607268,1,0.89120736006143542,0.18640781719344515,6,11,0,12,12
1.3,1,0.96355818541719296,1,0,0,0,1,0,0.93203908596722573,0.96355818541719296,1,0.89120736006143542,0.18640781719344515,6,11,0,12,12
1.31,1,0.96618495161273399,1,0,0,0,1,0,0.93203908596722573,0.96618495161273399,1,0.89120736006143542,0.19271163708343844,6,11,0,12,12
1.32,1,0.96871510011826523,1,0,0,0,1,0,0.93203908596722573,0.96871510011826523,1,0.89120736006143542,0.19271163708343844,6,11,0,12,12
1.33,1,0.97114837792104458,1,0,0,0,1,0,0.93203908596722573,0.97114837792104458,1,0.96871510011826545,0.19271163708343844,6,11,0,12,12
1.34,1,0.97348454169531939,1,0,0,0,1,0,0.93203908596722573,0.97348454169531939,1,0.96871510011826545,0.19271163708343844,6,11,0,12,12
1.35,1,0.97572335782665909,1,0,0,0,1,0,0.93203908596722573,0.97572335782665909,1,0.96871510011826545,0.19271163708343844,6,11,0,12,12
1.36,1,0.97786460243531625,1,0,0,0,1,0,0.93203908596722573,0.97786460243531625,1,0.96871510011826545,0.19271163708343844,6,11,0,12,12
1.37,1,0.97990806139861419,1,0,0,0,1,0,0.93203908596722573,0.97990806139861419,1,0.96871510011826545,0.19271163708343844,6,11,0,12,12
1.38,1,0.98185353037235978,1,0,0,0,1,0,0.93203908596722573,0.98185353037235978,1,0.96871510011826545,0.19271163708343844,6,11,0,12,12
1.39,1,0.98370081481127658,1,0,0,0,1,0,0.93203908596722573,0.98370081481127658,1,0.96871510011826545,0.19271163708343844,6,11,0,12,12
1.4,1,0.98544972998846025,1,0,0,0,1,0,0.93203908596722573,0.98544972998846025,1,0.96871510011826545,0.19271163708343844,6,11,0,12,12
1.41,1,0.98710010101385037,1,0,0,0,1,0,0.93203908596722573,0.98710010101385037,1,0.96871510011826545,0.19708994599769192,6,11,0,12,12
1.42,1,0.98865176285171974,1,0,0,0,1,0,0.93203908596722573,0.98865176285171974,1,0.96871510011826545,0.19708994599769192,6,11,0,12,12
1.43,1,0.99010456033717775,1,0,0,0,1,0,0.93203908596722573,0.99010456033717775,1,0.96871510011826545,0.19708994599769192,6,11,0,12,12
1.44,1,0.99145834819168643,1,0,0,0,1,0,0.93203908596722573,0.99145834819168643,1,0.96871510011826545,0.19708994599769192,6,11,0,12,12
1.45,1,0.99271299103758848,1,0,0,0,1,0,0.93203908596722573,0.99271299103758848,1,0.96871510011826545,0.19708994599769192,6,11,0,12,12
1.46,1,0.99386836341164486,1,0,0,0,1,0,0.93203908596722573,0.99386836341164486,1,0.96871510011826545,0.19708994599769192,6,11,0,12,12
1.47,1,0.99492434977758093,1,0,0,0,1,0,0.93203908596722573,0.99492434977758093,1,0.96871510011826545,0.19708994599769192,6,11,0,12,12
1.48,1,0.99588084453764003,1,0,0,0,1,0,0.93203908596722573,0.99588084453764003,1,0.96871510011826545,0.19708994599769192,6,11,0,12,12
1.49,1,0.99673775204314341,1,0,0,0,1,0,0.93203908596722573,0.99673775204314341,1,0.96871510011826545,0.19708994599769192,6,11,0,12,12
1.5,1,0.99749498660405445,1,0,0,0,1,0,0.93203908596722573,0.99749498660405445,1,0.96871510011826545,0.19708994599769192,6,11,0,12,12
1.51,1,0.99815247249754813,1,0,0,0,1,0,0.99749498660405378,0.99815247249754813,1,0.96871510011826545,0.19949899732081078,6,11,0,12,12
1.52,1,0.998710143975583,1,0,0,0,1,0,0.99749498660405378,0.998710143975583,1,0.96871510011826545,0.19949899732081078,6,11,0,12,12
1.53,1,0.99916794527147601,1,0,0,0,1,0,0.99749498660405378,0.99916794527147601,1,0.96871510011826545,0.19949899732081078,6,11,0,12,12
1.54,1,0.99952583060547906,1,0,0,0,1,0,0.99749498660405378,0.99952583060547906,1,0.96871510011826545,0.19949899732081078,6,11,0,12,12
1.55,1,0.99978376418935699,1,0,0,0,1,0,0.99749498660405378,0.99978376418935699,1,0.99952583060547928,0.19949899732081078,6,11,0,12,12
1.56,1,0.9999417202299663,1,0,0,0,1,0,0.99749498660405378,0.9999417202299663,1,0.99952583060547928,0.19949899732081078,6,11,0,12,12
1.57,1,0.99999968293183461,1,0,0,0,1,0,0.99749498660405378,0.99999968293183461,1,0.99952583060547928,0.19949899732081078,6,11,0,12,12
1.58,1,0.99995764649874008,1,0,0,0,1,0,0.99749498660405378,0.99995764649874008,1,0.99952583060547928,0.19949899732081078,6,11,0,12,12
1.59,1,0.99981561513429085,1,0,0,0,1,0,0.99749498660405378,0.99981561513429085,1,0.99952583060547928,0.19949899732081078,6,11,0,12,12
1.6,1,0.99957360304150511,1,0,0,0,1,0,0.99749498660405378,0.99957360304150511,1,0.99952583060547928,0.19949899732081078,6,11,0,12,12
1.61,1,0.99923163442139051,1,0,0,0,1,0,0.99749498660405378,0.99923163442139051,1,0.99952583060547928,0.19991472060830087,6,11,0,12,12
1.62,1,0.99878974347052396,1,0,0,0,1,0,0.99749498660405378,0.99878974347052396,1,0.99952583060547928,0.19991472060830087,6,11,0,12,12
1.63,1,0.99824797437763246,1,0,0,0,1,0,0.99749498660405378,0.99824797437763246,1,0.99952583060547928,0.19991472060830087,6,11,0,12,12
1.64,1,0.99760638131917367,1,0,0,0,1,0,0.99749498660405378,0.99760638131917367,1,0.99952583060547928,0.19991472060830087,6,11,0,12,12
1.65,1,0.99686502845391889,1,0,0,0,1,0,0.99749498660405378,0.99686502845391889,1,0.99952583060547928,0.19991472060830087,6,11,0,12,12
1.66,1,0.99602398991653673,1,0,0,0,1,0,0.99749498660405378,0.99602398991653673,1,0.99952583060547928,0.19991472060830087,6,11,0,12,12
1.67,1,0.99508334981018021,1,0,0,0,1,0,0.99749498660405378,0.99508334981018021,1,0.99952583060547928,0.19991472060830087,6,11,0,12,12
1.68,1,0.99404320219807596,1,0,0,0,1,0,0.99749498660405378,0.99404320219807596,1,0.99952583060547928,0.19991472060830087,6,11,0,12,12
1.69,1,0.99290365109411849,1,0,0,0,1,0,0.99749498660405378,0.99290365109411849,1,0.99952583060547928,0.19991472060830087,6,11,0,12,12
1.7,1,0.99166481045246857,1,0,0,0,1,0,0.99749498660405378,0.99166481045246857,1,0.99952583060547928,0.19991472060830087,6,11,0,12,12
1.71,1,0.99032680415615804,1,0,0,0,1,0,0.99749498660405378,0.99032680415615804,1,0.99952583060547928,0.19833296209049359,6,11,0,12,12
1.72,1,0.98888976600470146,1,0,0,0,1,0,0.99749498660405378,0.98888976600470146,1,0.99952583060547928,0.19833296209049359,6,11,0,12,12
1.73,1,0.98735383970071644,1,0,0,0,1,0,0.99749498660405378,0.98735383970071644,1,0.99952583060547928,0.19833296209049359,6,11,0,12,12
1.74,1,0.98571917883555349,1,0,0,0,1,0,0.99749498660405378,0.98571917883555349,1,0.99952583060547928,0.19833296209049359,6,11,0,12,12
1.75,1,0.98398594687393692,1,0,0,0,1,0,0.99749498660405378,0.98398594687393692,1,0.99952583060547928,0.19833296209049359,6,11,0,12,12
1.76,1,0.98215431713761847,1,0,0,0,1,0,0.99749498660405378,0.98215431713761847,1,0.99952583060547928,0.19833296209049359,6,11,0,12,12
1.77,1,0.98022447278804548,1,0,0,0,1,0,0.99749498660405378,0.98022447278804548,1,0.98215431713761892,0.19833296209049359,6,11,0,12,12
1.78,1,0.97819660680804466,1,0,0,0,1,0,0.99749498660405378,0.97819660680804466,1,0.98215431713761892,0.19833296209049359,6,11,0,12,12
1.79,1,0.97607092198252421,1,0,0,0,1,0,0.99749498660405378,0.97607092198252421,1,0.98215431713761892,0.19833296209049359,6,11,0,12,12
1.8,1,0.97384763087819515,1,0,0,0,1,0,0.99749498660405378,0.97384763087819515,1,0.98215431713761892,0.19833296209049359,6,11,0,12,12
1.81,1,0.9715269558223153,1,0,0,0,1,0,0.97384763087819426,0.9715269558223153,1,0.98215431713761892,0.19476952617563886,6,11,0,12,12
1.82,1,0.96910912888045631,1,0,0,0,1,0,0.97384763087819426,0.96910912888045631,1,0.98215431713761892,0.19476952617563886,6,11,0,12,12
1.83,1,0.96659439183329754,1,0,0,0,1,0,0.97384763087819426,0.96659439183329754,1,0.98215431713761892,0.19476952617563886,6,11,0,12,12
1.84,1,0.96398299615244809,1,0,0,0,1,0,0.97384763087819426,0.96398299615244809,1,0.98215431713761892,0.19476952617563886,6,11,0,12,12
1.85,1,0.96127520297529989,1,0,0,0,1,0,0.97384763087819426,0.96127520297529989,1,0.98215431713761892,0.19476952617563886,6,11,0,12,12
1.86,1,0.95847128307891416,1,0,0,0,1,0,0.97384763087819426,0.95847128307891416,1,0.98215431713761892,0.19476952617563886,6,11,0,12,12
1.87,1,0.95557151685294395,1,0,0,0,1,0,0.97384763087819426,0.95557151685294395,1,0.98215431713761892,0.19476952617563886,6,11,0,12,12
1.88,1,0.95257619427159534,1,0,0,0,1,0,0.97384763087819426,0.95257619427159534,1,0.98215431713761892,0.19476952617563886,6,11,0,12,12
1.89,1,0.94948561486463046,1,0,0,0,1,0,0.97384763087819426,0.94948561486463046,1,0.98215431713761892,0.19476952617563886,6,11,0,12,12
