"time","Out1[1]","Out1[2]","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8.signal1","Out8.signal2","Out9","Out10","Out11","Out2","Out3","Out4","Out5"
3.7,1,-0.5298361409084934,1,0,0,0,1,0,-0.44252044329485207,-0.5298361409084934,1,-0.36944095854447712,-0.088504088658970415,6,-7,-1,12,12
3.71,1,-0.53829050829001768,1,0,0,0,1,0,-0.44252044329485207,-0.53829050829001768,1,-0.36944095854447712,-0.10596722818169857,6,-7,-1,12,12
3.72,1,-0.54669104706928717,1,0,0,0,1,0,-0.44252044329485207,-0.54669104706928717,1,-0.36944095854447712,-0.10596722818169857,6,-7,-1,12,12
3.73,1,-0.55503691719942383,1,0,0,0,1,0,-0.44252044329485207,-0.55503691719942383,1,-0.36944095854447712,-0.10596722818169857,6,-7,-1,12,12
3.74,1,-0.56332728410037003,1,0,0,0,1,0,-0.44252044329485207,-0.56332728410037003,1,-0.36944095854447712,-0.10596722818169857,6,-7,-1,12,12
3.75,1,-0.57156131874234373,1,0,0,0,1,0,-0.44252044329485207,-0.57156131874234373,1,-0.56332728410037025,-0.10596722818169857,6,-7,-1,12,12
3.76,1,-0.57973819772874313,1,0,0,0,1,0,-0.44252044329485207,-0.57973819772874313,1,-0.56332728410037025,-0.10596722818169857,6,-7,-1,12,12
3.77,1,-0.58785710337848274,1,0,0,0,1,0,-0.44252044329485207,-0.58785710337848274,1,-0.56332728410037025,-0.10596722818169857,6,-8,-1,12,12
3.78,1,-0.59591722380776424,1,0,0,0,1,0,-0.44252044329485207,-0.59591722380776424,1,-0.56332728410037025,-0.10596722818169857,6,-8,-1,12,12
3.79,1,-0.60391775301126061,1,0,0,0,1,0,-0.44252044329485207,-0.60391775301126061,1,-0.56332728410037025,-0.10596722818169857,6,-8,-1,12,12
3.8,1,-0.61185789094271925,1,0,0,0,1,0,-0.44252044329485207,-0.61185789094271925,1,-0.56332728410037025,-0.10596722818169857,6,-8,-1,12,12
3.81,1,-0.61973684359496328,1,0,0,0,1,0,-0.44252044329485207,-0.61973684359496328,1,-0.56332728410037025,-0.12237157818854372,6,-8,-1,12,12
3.82,1,-0.62755382307929364,1,0,0,0,1,0,-0.44252044329485207,-0.62755382307929364,1,-0.56332728410037025,-0.12237157818854372,6,-8,-1,12,12
3.83,1,-0.63530804770427562,1,0,0,0,1,0,-0.44252044329485207,-0.63530804770427562,1,-0.56332728410037025,-0.12237157818854372,6,-8,-1,12,12
3.84,1,-0.64299874205390883,1,0,0,0,1,0,-0.44252044329485207,-0.64299874205390883,1,-0.56332728410037025,-0.12237157818854372,6,-8,-1,12,12
3.85,1,-0.65062513706516734,1,0,0,0,1,0,-0.44252044329485207,-0.65062513706516734,1,-0.56332728410037025,-0.12237157818854372,6,-8,-1,12,12
3.86,1,-0.65818647010490494,1,0,0,0,1,0,-0.44252044329485207,-0.65818647010490494,1,-0.56332728410037025,-0.12237157818854372,6,-8,-1,12,12
3.87,1,-0.6656819850461192,1,0,0,0,1,0,-0.44252044329485207,-0.6656819850461192,1,-0.56332728410037025,-0.12237157818854372,6,-8,-1,12,12
3.88,1,-0.67311093234356167,1,0,0,0,1,0,-0.44252044329485207,-0.67311093234356167,1,-0.56332728410037025,-0.12237157818854372,6,-9,-1,12,12
3.89,1,-0.68047256910869403,1,0,0,0,1,0,-0.44252044329485207,-0.68047256910869403,1,-0.56332728410037025,-0.12237157818854372,6,-9,-1,12,12
3.9,1,-0.68776615918397377,1,0,0,0,1,0,-0.44252044329485207,-0.68776615918397377,1,-0.56332728410037025,-0.12237157818854372,6,-9,-1,12,12
3.91,1,-0.69499097321647196,1,0,0,0,1,0,-0.68776615918397321,-0.69499097321647196,1,-0.56332728410037025,-0.13755323183679466,6,-9,-1,12,12
3.92,1,-0.70214628873080542,1,0,0,0,1,0,-0.68776615918397321,-0.70214628873080542,1,-0.56332728410037025,-0.13755323183679466,6,-9,-1,12,12
3.93,1,-0.70923139020138615,1,0,0,0,1,0,-0.68776615918397321,-0.70923139020138615,1,-0.56332728410037025,-0.13755323183679466,6,-9,-1,12,12
3.94,1,-0.71624556912397053,1,0,0,0,1,0,-0.68776615918397321,-0.71624556912397053,1,-0.56332728410037025,-0.13755323183679466,6,-9,-1,12,12
3.95,1,-0.72318812408651212,1,0,0,0,1,0,-0.68776615918397321,-0.72318812408651212,1,-0.56332728410037025,-0.13755323183679466,6,-9,-1,12,12
3.96,1,-0.73005836083929954,1,0,0,0,1,0,-0.68776615918397321,-0.73005836083929954,1,-0.56332728410037025,-0.13755323183679466,6,-9,-1,12,12
3.97,1,-0.73685559236438325,1,0,0,0,1,0,-0.68776615918397321,-0.73685559236438325,1,-0.73005836083929998,-0.13755323183679466,6,-9,-1,12,12
3.98,1,-0.74357913894427463,1,0,0,0,1,0,-0.68776615918397321,-0.74357913894427463,1,-0.73005836083929998,-0.13755323183679466,6,-9,-1,12,12
3.99,1,-0.75022832822991892,1,0,0,0,1,0,-0.68776615918397321,-0.75022832822991892,1,-0.73005836083929998,-0.13755323183679466,6,-10,-1,12,12
4,1,-0.7568024953079282,1,0,0,0,1,0,-0.68776615918397321,-0.7568024953079282,1,-0.73005836083929998,-0.13755323183679466,6,-10,-1,12,12
4.01,1,-0.76330098276707337,1,0,0,0,1,0,-0.68776615918397321,-0.76330098276707337,1,-0.73005836083929998,-0.1513604990615855,6,-10,-1,12,12
4.02,1,-0.76972314076402437,1,0,0,0,1,0,-0.68776615918397321,-0.76972314076402437,1,-0.73005836083929998,-0.1513604990615855,6,-10,-1,12,12
4.03,1,-0.77606832708833229,1,0,0,0,1,0,-0.68776615918397321,-0.77606832708833229,1,-0.73005836083929998,-0.1513604990615855,6,-10,-1,12,12
4.04,1,-0.7823359072266528,1,0,0,0,1,0,-0.68776615918397321,-0.7823359072266528,1,-0.73005836083929998,-0.1513604990615855,6,-10,-1,12,12
4.05,1,-0.78852525442619503,1,0,0,0,1,0,-0.68776615918397321,-0.78852525442619503,1,-0.73005836083929998,-0.1513604990615855,6,-10,-1,12,12
4.06,1,-0.79463574975739737,1,0,0,0,1,0,-0.68776615918397321,-0.79463574975739737,1,-0.73005836083929998,-0.1513604990615855,6,-10,-1,12,12
4.07,1,-0.80066678217581766,1,0,0,0,1,0,-0.68776615918397321,-0.80066678217581766,1,-0.73005836083929998,-0.1513604990615855,6,-10,-1,12,12
4.08,1,-0.80661774858324053,1,0,0,0,1,0,-0.68776615918397321,-0.80661774858324053,1,-0.73005836083929998,-0.1513604990615855,6,-10,-1,12,12
4.09,1,-0.81248805388798429,1,0,0,0,1,0,-0.68776615918397321,-0.81248805388798429,1,-0.73005836083929998,-0.1513604990615855,6,-10,-1,12,12
4.1,1,-0.81827711106441026,1,0,0,0,1,0,-0.68776615918397321,-0.81827711106441026,1,-0.73005836083929998,-0.1513604990615855,6,-10,-1,12,12
4.11,1,-0.82398434121162578,1,0,0,0,1,0,-0.68776615918397321,-0.82398434121162578,1,-0.73005836083929998,-0.1636554222128819,6,-10,-1,12,12
4.12,1,-0.82960917361137088,1,0,0,0,1,0,-0.68776615918397321,-0.82960917361137088,1,-0.73005836083929998,-0.1636554222128819,6,-10,-1,12,12
4.13,1,-0.83515104578509347,1,0,0,0,1,0,-0.68776615918397321,-0.83515104578509347,1,-0.73005836083929998,-0.1636554222128819,6,-11,-1,12,12
4.14,1,-0.84060940355019453,1,0,0,0,1,0,-0.68776615918397321,-0.84060940355019453,1,-0.73005836083929998,-0.1636554222128819,6,-11,-1,12,12
4.15,1,-0.84598370107544651,1,0,0,0,1,0,-0.68776615918397321,-0.84598370107544651,1,-0.73005836083929998,-0.1636554222128819,6,-11,-1,12,12
4.16,1,-0.85127340093557446,1,0,0,0,1,0,-0.68776615918397321,-0.85127340093557446,1,-0.73005836083929998,-0.1636554222128819,6,-11,-1,12,12
4.17,1,-0.85647797416500115,1,0,0,0,1,0,-0.68776615918397321,-0.85647797416500115,1,-0.73005836083929998,-0.1636554222128819,6,-11,-1,12,12
4.18,1,-0.86159690031074054,1,0,0,0,1,0,-0.68776615918397321,-0.86159690031074054,1,-0.73005836083929998,-0.1636554222128819,6,-11,-1,12,12
4.19,1,-0.86662966748444425,1,0,0,0,1,0,-0.68776615918397321,-0.86662966748444425,1,-0.86159690031074132,-0.1636554222128819,6,-11,-1,12,12
4.2,1,-0.87157577241358819,1,0,0,0,1,0,-0.68776615918397321,-0.87157577241358819,1,-0.86159690031074132,-0.1636554222128819,6,-11,-1,12,12
4.21,1,-0.87643472049180138,1,0,0,0,1,0,-0.87157577241358697,-0.87643472049180138,1,-0.86159690031074132,-0.17431515448271739,6,-11,-1,12,12
4.22,1,-0.8812060258283253,1,0,0,0,1,0,-0.87157577241358697,-0.8812060258283253,1,-0.86159690031074132,-0.17431515448271739,6,-11,-1,12,12
4.23,1,-0.8858892112966027,1,0,0,0,1,0,-0.87157577241358697,-0.8858892112966027,1,-0.86159690031074132,-0.17431515448271739,6,-11,-1,12,12
4.24,1,-0.8904838085819885,1,0,0,0,1,0,-0.87157577241358697,-0.8904838085819885,1,-0.86159690031074132,-0.17431515448271739,6,-11,-1,12,12
4.25,1,-0.8949893582285835,1,0,0,0,1,0,-0.87157577241358697,-0.8949893582285835,1,-0.86159690031074132,-0.17431515448271739,6,-11,-1,12,12
4.26,1,-0.89940540968517768,1,0,0,0,1,0,-0.87157577241358697,-0.89940540968517768,1,-0.86159690031074132,-0.17431515448271739,6,-11,-1,12,12
4.27,1,-0.90373152135030566,1,0,0,0,1,0,-0.87157577241358697,-0.90373152135030566,1,-0.86159690031074132,-0.17431515448271739,6,-11,-1,12,12
4.28,1,-0.90796726061640542,1,0,0,0,1,0,-0.87157577241358697,-0.90796726061640542,1,-0.86159690031074132,-0.17431515448271739,6,-11,-1,12,12
4.29,1,-0.91211220391308034,1,0,0,0,1,0,-0.87157577241358697,-0.91211220391308034,1,-0.86159690031074132,-0.17431515448271739,6,-11,-1,12,12
4.3,1,-0.9161659367494549,1,0,0,0,1,0,-0.87157577241358697,-0.9161659367494549,1,-0.86159690031074132,-0.17431515448271739,6,-11,-1,12,12
4.31,1,-0.92012805375562401,1,0,0,0,1,0,-0.87157577241358697,-0.92012805375562401,1,-0.86159690031074132,-0.18323318734989072,6,-12,-1,12,12
4.32,1,-0.92399815872318791,1,0,0,0,1,0,-0.87157577241358697,-0.92399815872318791,1,-0.86159690031074132,-0.18323318734989072,6,-12,-1,12,12
4.33,1,-0.92777586464487549,1,0,0,0,1,0,-0.87157577241358697,-0.92777586464487549,1,-0.86159690031074132,-0.18323318734989072,6,-12,-1,12,12
4.34,1,-0.93146079375324253,1,0,0,0,1,0,-0.87157577241358697,-0.93146079375324253,1,-0.86159690031074132,-0.18323318734989072,6,-12,-1,12,12
4.35,1,-0.93505257755844939,1,0,0,0,1,0,-0.87157577241358697,-0.93505257755844939,1,-0.86159690031074132,-0.18323318734989072,6,-12,-1,12,12
4.36,1,-0.93855085688510786,1,0,0,0,1,0,-0.87157577241358697,-0.93855085688510786,1,-0.86159690031074132,-0.18323318734989072,6,-12,-1,12,12
4.37,1,-0.94195528190820099,1,0,0,0,1,0,-0.87157577241358697,-0.94195528190820099,1,-0.86159690031074132,-0.18323318734989072,6,-12,-1,12,12
4.38,1,-0.94526551218806332,1,0,0,0,1,0,-0.87157577241358697,-0.94526551218806332,1,-0.86159690031074132,-0.18323318734989072,6,-12,-1,12,12
4.39,1,-0.94848121670442564,1,0,0,0,1,0,-0.87157577241358697,-0.94848121670442564,1,-0.86159690031074132,-0.18323318734989072,6,-12,-1,12,12
4.4,1,-0.95160207388951612,1,0,0,0,1,0,-0.87157577241358697,-0.95160207388951612,1,-0.86159690031074132,-0.18323318734989072,6,-12,-1,12,12
4.41,1,-0.9546277716602164,1,0,0,0,1,0,-0.87157577241358697,-0.9546277716602164,1,-0.95160207388951656,-0.19032041477790293,6,-12,-1,12,12
4.42,1,-0.95755800744927111,1,0,0,0,1,0,-0.87157577241358697,-0.95755800744927111,1,-0.95160207388951656,-0.19032041477790293,6,-12,-1,12,12
4.43,1,-0.96039248823554335,1,0,0,0,1,0,-0.87157577241358697,-0.96039248823554335,1,-0.95160207388951656,-0.19032041477790293,6,-12,-1,12,12
4.44,1,-0.96313093057331667,1,0,0,0,1,0,-0.87157577241358697,-0.96313093057331667,1,-0.95160207388951656,-0.19032041477790293,6,-12,-1,12,12
4.45,1,-0.96577306062063883,1,0,0,0,1,0,-0.87157577241358697,-0.96577306062063883,1,-0.95160207388951656,-0.19032041477790293,6,-12,-1,12,12
4.46,1,-0.96831861416670717,1,0,0,0,1,0,-0.87157577241358697,-0.96831861416670717,1,-0.95160207388951656,-0.19032041477790293,6,-12,-1,12,12
4.47,1,-0.97076733665828829,1,0,0,0,1,0,-0.87157577241358697,-0.97076733665828829,1,-0.95160207388951656,-0.19032041477790293,6,-12,-1,12,12
4.48,1,-0.97311898322517387,1,0,0,0,1,0,-0.87157577241358697,-0.97311898322517387,1,-0.95160207388951656,-0.19032041477790293,6,-12,-1,12,12
4.49,1,-0.97537331870466648,1,0,0,0,1,0,-0.87157577241358697,-0.97537331870466648,1,-0.95160207388951656,-0.19032041477790293,6,-12,-1,12,12
4.5,1,-0.97753011766509701,1,0,0,0,1,0,-0.87157577241358697,-0.97753011766509701,1,-0.95160207388951656,-0.19032041477790293,6,-12,-1,12,12
4.51,1,-0.97958916442836685,1,0,0,0,1,0,-0.97753011766509523,-0.97958916442836685,1,-0.95160207388951656,-0.19550602353301905,6,-12,-1,12,12
4.52,1,-0.98155025309151556,1,0,0,0,1,0,-0.97753011766509523,-0.98155025309151556,1,-0.95160207388951656,-0.19550602353301905,6,-12,-1,12,12
4.53,1,-0.98341318754731077,1,0,0,0,1,0,-0.97753011766509523,-0.98341318754731077,1,-0.95160207388951656,-0.19550602353301905,6,-12,-1,12,12
4.54,1,-0.98517778150385948,1,0,0,0,1,0,-0.97753011766509523,-0.98517778150385948,1,-0.95160207388951656,-0.19550602353301905,6,-12,-1,12,12
4.55,1,-0.98684385850323653,1,0,0,0,1,0,-0.97753011766509523,-0.98684385850323653,1,-0.95160207388951656,-0.19550602353301905,6,-12,-1,12,12
4.56,1,-0.9884112519391306,1,0,0,0,1,0,-0.97753011766509523,-0.9884112519391306,1,-0.95160207388951656,-0.19550602353301905,6,-12,-1,12,12
4.57,1,-0.98987980507350393,1,0,0,0,1,0,-0.97753011766509523,-0.98987980507350393,1,-0.95160207388951656,-0.19550602353301905,6,-12,-1,12,12
4.58,1,-0.99124937105226696,1,0,0,0,1,0,-0.97753011766509523,-0.99124937105226696,1,-0.95160207388951656,-0.19550602353301905,6,-12,-1,12,12
4.59,1,-0.99251981291996316,1,0,0,0,1,0,-0.97753011766509523,-0.99251981291996316,1,-0.95160207388951656,-0.19550602353301905,6,-12,-1,12,12
4.6,1,-0.99369100363346452,1,0,0,0,1,0,-0.97753011766509523,-0.99369100363346452,1,-0.95160207388951656,-0.19550602353301905,6,-12,-1,12,12
4.61,1,-0.99476282607467559,1,0,0,0,1,0,-0.97753011766509523,-0.99476282607467559,1,-0.95160207388951656,-0.19873820072669254,6,-12,-1,12,12
4.62,1,-0.99573517306224535,1,0,0,0,1,0,-0.97753011766509523,-0.99573517306224535,1,-0.95160207388951656,-0.19873820072669254,6,-12,-1,12,12
4.63,1,-0.99660794736228553,1,0,0,0,1,0,-0.97753011766509523,-0.99660794736228553,1,-0.99573517306224602,-0.19873820072669254,6,-12,-1,12,12
4.64,1,-0.99738106169809326,1,0,0,0,1,0,-0.97753011766509523,-0.99738106169809326,1,-0.99573517306224602,-0.19873820072669254,6,-12,-1,12,12
4.65,1,-0.99805443875887945,1,0,0,0,1,0,-0.97753011766509523,-0.99805443875887945,1,-0.99573517306224602,-0.19873820072669254,6,-12,-1,12,12
4.66,1,-0.99862801120749889,1,0,0,0,1,0,-0.97753011766509523,-0.99862801120749889,1,-0.99573517306224602,-0.19873820072669254,6,-12,-1,12,12
4.67,1,-0.99910172168718481,1,0,0,0,1,0,-0.97753011766509523,-0.99910172168718481,1,-0.99573517306224602,-0.19873820072669254,6,-12,-1,12,12
4.68,1,-0.99947552282728402,1,0,0,0,1,0,-0.97753011766509523,-0.99947552282728402,1,-0.99573517306224602,-0.19873820072669254,6,-12,-1,12,12
4.69,1,-0.99974937724799395,1,0,0,0,1,0,-0.97753011766509523,-0.99974937724799395,1,-0.99573517306224602,-0.19873820072669254,6,-12,-1,12,12
4.7,1,-0.99992325756410083,1,0,0,0,1,0,-0.97753011766509523,-0.99992325756410083,1,-0.99573517306224602,-0.19873820072669254,6,-12,-1,12,12
4.71,1,-0.99999714638771797,1,0,0,0,1,0,-0.97753011766509523,-0.99999714638771797,1,-0.99573517306224602,-0.1999846515128198,6,-12,-1,12,12
4.72,1,-0.99997103633002449,1,0,0,0,1,0,-0.97753011766509523,-0.99997103633002449,1,-0.99573517306224602,-0.1999846515128198,6,-12,-1,12,12
4.73,1,-0.99984493000200436,1,0,0,0,1,0,-0.97753011766509523,-0.99984493000200436,1,-0.99573517306224602,-0.1999846515128198,6,-12,-1,12,12
4.74,1,-0.99961884001418544,1,0,0,0,1,0,-0.97753011766509523,-0.99961884001418544,1,-0.99573517306224602,-0.1999846515128198,6,-12,-1,12,12
4.75,1,-0.99929278897537799,1,0,0,0,1,0,-0.97753011766509523,-0.99929278897537799,1,-0.99573517306224602,-0.1999846515128198,6,-12,-1,12,12
4.76,1,-0.99886680949041418,1,0,0,0,1,0,-0.97753011766509523,-0.99886680949041418,1,-0.99573517306224602,-0.1999846515128198,6,-12,-1,12,12
4.77,1,-0.99834094415688757,1,0,0,0,1,0,-0.97753011766509523,-0.99834094415688757,1,-0.99573517306224602,-0.1999846515128198,6,-12,-1,12,12
4.78,1,-0.9977152455608933,1,0,0,0,1,0,-0.97753011766509523,-0.9977152455608933,1,-0.99573517306224602,-0.1999846515128198,6,-12,-1,12,12
4.79,1,-0.99698977627176955,1,0,0,0,1,0,-0.97753011766509523,-0.99698977627176955,1,-0.99573517306224602,-0.1999846515128198,6,-12,-1,12,12
4.8,1,-0.99616460883584068,1,0,0,0,1,0,-0.97753011766509523,-0.99616460883584068,1,-0.99573517306224602,-0.1999846515128198,6,-12,-1,12,12
4.81,1,-0.99523982576916259,1,0,0,0,1,0,-0.99616460883583879,-0.99523982576916259,1,-0.99573517306224602,-0.19923292176716778,6,-12,-1,12,12
4.82,1,-0.99421551954927134,1,0,0,0,1,0,-0.99616460883583879,-0.99421551954927134,1,-0.99573517306224602,-0.19923292176716778,6,-12,-1,12,12
4.83,1,-0.99309179260593539,1,0,0,0,1,0,-0.99616460883583879,-0.99309179260593539,1,-0.99573517306224602,-0.19923292176716778,6,-12,-1,12,12
4.84,1,-0.99186875731091262,1,0,0,0,1,0,-0.99616460883583879,-0.99186875731091262,1,-0.99573517306224602,-0.19923292176716778,6,-12,-1,12,12
4.85,1,-0.99054653596671316,1,0,0,0,1,0,-0.99616460883583879,-0.99054653596671316,1,-0.99186875731091328,-0.19923292176716778,6,-12,-1,12,12
4.86,1,-0.9891252607943698,1,0,0,0,1,0,-0.99616460883583879,-0.9891252607943698,1,-0.99186875731091328,-0.19923292176716778,6,-12,-1,12,12
4.87,1,-0.98760507392021535,1,0,0,0,1,0,-0.99616460883583879,-0.98760507392021535,1,-0.99186875731091328,-0.19923292176716778,6,-12,-1,12,12
4.88,1,-0.98598612736167035,1,0,0,0,1,0,-0.99616460883583879,-0.98598612736167035,1,-0.99186875731091328,-0.19923292176716778,6,-12,-1,12,12
4.89,1,-0.98426858301204156,1,0,0,0,1,0,-0.99616460883583879,-0.98426858301204156,1,-0.99186875731091328,-0.19923292176716778,6,-12,-1,12,12
4.9,1,-0.98245261262433248,1,0,0,0,1,0,-0.99616460883583879,-0.98245261262433248,1,-0.99186875731091328,-0.19923292176716778,6,-12,-1,12,12
4.91,1,-0.98053839779406893,1,0,0,0,1,0,-0.99616460883583879,-0.98053839779406893,1,-0.99186875731091328,-0.1964905225248661,6,-12,-1,12,12
4.92,1,-0.97852612994113852,1,0,0,0,1,0,-0.99616460883583879,-0.97852612994113852,1,-0.99186875731091328,-0.1964905225248661,6,-12,-1,12,12
4.93,1,-0.97641601029064973,1,0,0,0,1,0,-0.99616460883583879,-0.97641601029064973,1,-0.99186875731091328,-0.1964905225248661,6,-12,-1,12,12
4.94,1,-0.97420824985280907,1,0,0,0,1,0,-0.99616460883583879,-0.97420824985280907,1,-0.99186875731091328,-0.1964905225248661,6,-12,-1,12,12
4.95,1,-0.97190306940182081,1,0,0,0,1,0,-0.99616460883583879,-0.97190306940182081,1,-0.99186875731091328,-0.1964905225248661,6,-12,-1,12,12
4.96,1,-0.96950069945380879,1,0,0,0,1,0,-0.99616460883583879,-0.96950069945380879,1,-0.99186875731091328,-0.1964905225248661,6,-12,-1,12,12
4.97,1,-0.96700138024376603,1,0,0,0,1,0,-0.99616460883583879,-0.96700138024376603,1,-0.99186875731091328,-0.1964905225248661,6,-12,-1,12,12
4.98,1,-0.96440536170153046,1,0,0,0,1,0,-0.99616460883583879,-0.96440536170153046,1,-0.99186875731091328,-0.1964905225248661,6,-12,-1,12,12
4.99,1,-0.96171290342679339,1,0,0,0,1,0,-0.99616460883583879,-0.96171290342679339,1,-0.99186875731091328,-0.1964905225248661,6,-12,-1,12,12
5,1,-0.95892427466313845,1,0,0,0,1,0,-0.99616460883583879,-0.95892427466313845,1,-0.99186875731091328,-0.1964905225248661,6,-12,-1,12,12
5.01,1,-0.95603975427111809,1,0,0,0,1,0,-0.99616460883583879,-0.95603975427111809,1,-0.99186875731091328,-0.19178485493262726,6,-12,-1,12,12
5.02,1,-0.95305963070036748,1,0,0,0,1,0,-0.99616460883583879,-0.95305963070036748,1,-0.99186875731091328,-0.19178485493262726,6,-12,-1,12,12
5.03,1,-0.94998420196076083,1,0,0,0,1,0,-0.99616460883583879,-0.94998420196076083,1,-0.99186875731091328,-0.19178485493262726,6,-12,-1,12,12
5.04,1,-0.94681377559260893,1,0,0,0,1,0,-0.99616460883583879,-0.94681377559260893,1,-0.99186875731091328,-0.19178485493262726,6,-12,-1,12,12
5.05,1,-0.94354866863590658,1,0,0,0,1,0,-0.99616460883583879,-0.94354866863590658,1,-0.99186875731091328,-0.19178485493262726,6,-12,-1,12,12
5.06,1,-0.94018920759862834,1,0,0,0,1,0,-0.99616460883583879,-0.94018920759862834,1,-0.99186875731091328,-0.19178485493262726,6,-12,-1,12,12
5.07,1,-0.93673572842407893,1,0,0,0,1,0,-0.99616460883583879,-0.93673572842407893,1,-0.94018920759862923,-0.19178485493262726,6,-12,-1,12,12
5.08,1,-0.93318857645729758,1,0,0,0,1,0,-0.99616460883583879,-0.93318857645729758,1,-0.94018920759862923,-0.19178485493262726,6,-12,-1,12,12
5.09,1,-0.9295481064105251,1,0,0,0,1,0,-0.99616460883583879,-0.9295481064105251,1,-0.94018920759862923,-0.19178485493262726,6,-12,-1,12,12
5.1,1,-0.92581468232773212,1,0,0,0,1,0,-0.99616460883583879,-0.92581468232773212,1,-0.94018920759862923,-0.19178485493262726,6,-12,-1,12,12
5.11,1,-0.92198867754821634,1,0,0,0,1,0,-0.92581468232773012,-0.92198867754821634,1,-0.94018920759862923,-0.18516293646554605,6,-12,-1,12,12
5.12,1,-0.91807047466926694,1,0,0,0,1,0,-0.92581468232773012,-0.91807047466926694,1,-0.94018920759862923,-0.18516293646554605,6,-12,-1,12,12
5.13,1,-0.91406046550790698,1,0,0,0,1,0,-0.92581468232773012,-0.91406046550790698,1,-0.94018920759862923,-0.18516293646554605,6,-11,-1,12,12
5.14,1,-0.9099590510617106,1,0,0,0,1,0,-0.92581468232773012,-0.9099590510617106,1,-0.94018920759862923,-0.18516293646554605,6,-11,-1,12,12
5.15,1,-0.90576664146870445,1,0,0,0,1,0,-0.92581468232773012,-0.90576664146870445,1,-0.94018920759862923,-0.18516293646554605,6,-11,-1,12,12
5.16,1,-0.90148365596635482,1,0,0,0,1,0,-0.92581468232773012,-0.90148365596635482,1,-0.94018920759862923,-0.18516293646554605,6,-11,-1,12,12
5.17,1,-0.89711052284964243,1,0,0,0,1,0,-0.92581468232773012,-0.89711052284964243,1,-0.94018920759862923,-0.18516293646554605,6,-11,-1,12,12
5.18,1,-0.89264767942823464,1,0,0,0,1,0,-0.92581468232773012,-0.89264767942823464,1,-0.94018920759862923,-0.18516293646554605,6,-11,-1,12,12
5.19,1,-0.88809557198275424,1,0,0,0,1,0,-0.92581468232773012,-0.88809557198275424,1,-0.94018920759862923,-0.18516293646554605,6,-11,-1,12,12
5.2,1,-0.88345465572015314,1,0,0,0,1,0,-0.92581468232773012,-0.88345465572015314,1,-0.94018920759862923,-0.18516293646554605,6,-11,-1,12,12
5.21,1,-0.87872539472818989,1,0,0,0,1,0,-0.92581468232773012,-0.87872539472818989,1,-0.94018920759862923,-0.17669093114403023,6,-11,-1,12,12
5.22,1,-0.87390826192902238,1,0,0,0,1,0,-0.92581468232773012,-0.87390826192902238,1,-0.94018920759862923,-0.17669093114403023,6,-11,-1,12,12
5.23,1,-0.86900373903191608,1,0,0,0,1,0,-0.92581468232773012,-0.86900373903191608,1,-0.94018920759862923,-0.17669093114403023,6,-11,-1,12,12
5.24,1,-0.86401231648507437,1,0,0,0,1,0,-0.92581468232773012,-0.86401231648507437,1,-0.94018920759862923,-0.17669093114403023,6,-11,-1,12,12
5.25,1,-0.85893449342659201,1,0,0,0,1,0,-0.92581468232773012,-0.85893449342659201,1,-0.94018920759862923,-0.17669093114403023,6,-11,-1,12,12
5.26,1,-0.85377077763454334,1,0,0,0,1,0,-0.92581468232773012,-0.85377077763454334,1,-0.94018920759862923,-0.17669093114403023,6,-11,-1,12,12
5.27,1,-0.8485216854762041,1,0,0,0,1,0,-0.92581468232773012,-0.8485216854762041,1,-0.94018920759862923,-0.17669093114403023,6,-11,-1,12,12
5.28,1,-0.84318774185641665,1,0,0,0,1,0,-0.92581468232773012,-0.84318774185641665,1,-0.94018920759862923,-0.17669093114403023,6,-11,-1,12,12
5.29,1,-0.83776948016509778,1,0,0,0,1,0,-0.92581468232773012,-0.83776948016509778,1,-0.84318774185641754,-0.17669093114403023,6,-11,-1,12,12
5.3,1,-0.83226744222390125,1,0,0,0,1,0,-0.92581468232773012,-0.83226744222390125,1,-0.84318774185641754,-0.17669093114403023,6,-10,-1,12,12
5.31,1,-0.82668217823203571,1,0,0,0,1,0,-0.92581468232773012,-0.82668217823203571,1,-0.84318774185641754,-0.16645348844477981,6,-10,-1,12,12
5.32,1,-0.82101424671124701,1,0,0,0,1,0,-0.92581468232773012,-0.82101424671124701,1,-0.84318774185641754,-0.16645348844477981,6,-10,-1,12,12
5.33,1,-0.81526421444996344,1,0,0,0,1,0,-0.92581468232773012,-0.81526421444996344,1,-0.84318774185641754,-0.16645348844477981,6,-10,-1,12,12
5.34,1,-0.80943265644661944,1,0,0,0,1,0,-0.92581468232773012,-0.80943265644661944,1,-0.84318774185641754,-0.16645348844477981,6,-10,-1,12,12
5.35,1,-0.8035201558521553,1,0,0,0,1,0,-0.92581468232773012,-0.8035201558521553,1,-0.84318774185641754,-0.16645348844477981,6,-10,-1,12,12
5.36,1,-0.79752730391170434,1,0,0,0,1,0,-0.92581468232773012,-0.79752730391170434,1,-0.84318774185641754,-0.16645348844477981,6,-10,-1,12,12
5.37,1,-0.79145469990546602,1,0,0,0,1,0,-0.92581468232773012,-0.79145469990546602,1,-0.84318774185641754,-0.16645348844477981,6,-10,-1,12,12
5.38,1,-0.78530295108878057,1,0,0,0,1,0,-0.92581468232773012,-0.78530295108878057,1,-0.84318774185641754,-0.16645348844477981,6,-10,-1,12,12
