"time","headlight","light_0intensity","light_0switch"
1.1,1,99.7893,2
1.1,1,99.7893,2
1.106,1,99.7874,2
1.11,1,99.7862,2
1.11,1,99.7862,2
1.12,1,99.783,2
1.12,1,99.783,2
1.13,1,99.7799,2
1.13,1,99.7799,2
1.134,1,99.7786,2
1.14,1,99.7767,2
1.14,1,99.7767,2
1.148,1,99.7742,2
1.15,1,99.7736,2
1.15,1,99.7736,2
1.16,1,99.7704,2
1.16,1,99.7704,2
1.162,1,99.7698,2
1.17,1,99.7673,2
1.17,1,99.7673,2
1.176,1,99.7654,2
1.18,1,99.7642,2
1.18,1,99.7642,2
1.19,1,99.761,2
1.19,1,99.761,2
1.2,1,99.7579,2
1.2,1,99.7579,2
1.204,1,99.7566,2
1.21,1,99.7547,2
1.21,1,99.7547,2
1.218,1,99.7522,2
1.22,1,99.7516,2
1.22,1,99.7516,2
1.23,1,99.7484,2
1.23,1,99.7484,2
1.232,1,99.7478,2
1.24,1,99.7453,2
1.24,1,99.7453,2
1.246,1,99.7434,2
1.25,1,99.7421,2
1.25,1,99.7421,2
1.26,1,99.739,2
1.26,1,99.739,2
1.27,1,99.7358,2
1.27,1,99.7358,2
1.274,1,99.7346,2
1.28,1,99.7327,2
1.28,1,99.7327,2
1.288,1,99.7302,2
1.29,1,99.7296,2
1.29,1,99.7296,2
1.3,1,99.7264,2
1.3,1,99.7264,2
1.302,1,99.7258,2
1.31,1,99.7233,2
1.31,1,99.7233,2
1.316,1,99.7214,2
1.32,1,99.7201,2
1.32,1,99.7201,2
1.33,1,99.717,2
1.33,1,99.717,2
1.34,1,99.7138,2
1.34,1,99.7138,2
1.344,1,99.7126,2
1.35,1,99.7107,2
1.35,1,99.7107,2
1.358,1,99.7082,2
1.36,1,99.7076,2
1.36,1,99.7076,2
1.37,1,99.7044,2
1.37,1,99.7044,2
1.372,1,99.7038,2
1.38,1,99.7013,2
1.38,1,99.7013,2
1.386,1,99.6994,2
1.39,1,99.6981,2
1.39,1,99.6981,2
1.4,1,99.695,2
1.4,1,99.695,2
1.41,1,99.6918,2
1.41,1,99.6918,2
1.414,1,99.6906,2
1.42,1,99.6887,2
1.42,1,99.6887,2
1.428,1,99.6862,2
1.43,1,99.6855,2
1.43,1,99.6855,2
1.44,1,99.6824,2
1.44,1,99.6824,2
1.442,1,99.6818,2
1.45,1,99.6792,2
1.45,1,99.6792,2
1.456,1,99.6774,2
1.46,1,99.6761,2
1.46,1,99.6761,2
1.47,1,99.673,2
1.47,1,99.673,2
1.48,1,99.6698,2
1.48,1,99.6698,2
1.484,1,99.6686,2
1.49,1,99.6667,2
1.49,1,99.6667,2
1.498,1,99.6642,2
1.5,1,99.6635,2
1.5,1,99.6635,2
1.51,1,99.6604,2
1.51,1,99.6604,2
1.512,1,99.6598,2
1.52,1,99.6572,2
1.52,1,99.6572,2
1.526,1,99.6553,2
1.53,1,99.6541,2
1.53,1,99.6541,2
1.54,1,99.6509,2
1.54,1,99.6509,2
1.55,1,99.6478,2
1.55,1,99.6478,2
1.554,1,99.6465,2
1.56,1,99.6447,2
1.56,1,99.6447,2
1.568,1,99.6421,2
1.57,1,99.6415,2
1.57,1,99.6415,2
1.58,1,99.6384,2
1.58,1,99.6384,2
1.582,1,99.6377,2
1.59,1,99.6352,2
1.59,1,99.6352,2
1.596,1,99.6333,2
1.6,1,99.6321,2
1.6,1,99.6321,2
1.61,1,99.6289,2
1.61,1,99.6289,2
1.62,1,99.6258,2
1.62,1,99.6258,2
1.624,1,99.6245,2
1.63,1,99.6226,2
1.63,1,99.6226,2
1.638,1,99.6201,2
1.64,1,99.6195,2
1.64,1,99.6195,2
1.65,1,99.6164,2
1.65,1,99.6164,2
1.652,1,99.6157,2
1.66,1,99.6132,2
1.66,1,99.6132,2
1.666,1,99.6113,2
1.67,1,99.6101,2
1.67,1,99.6101,2
1.68,1,99.6069,2
1.68,1,99.6069,2
1.69,1,99.6038,2
1.69,1,99.6038,2
1.694,1,99.6025,2
1.7,1,99.6006,2
1.7,1,99.6006,2
1.708,1,99.5981,2
1.71,1,99.5975,2
1.71,1,99.5975,2
1.72,1,99.5943,2
1.72,1,99.5943,2
1.722,1,99.5937,2
1.73,1,99.5912,2
1.73,1,99.5912,2
1.736,1,99.5893,2
1.74,1,99.5881,2
1.74,1,99.5881,2
1.75,1,99.5849,2
1.75,1,99.5849,2
1.76,1,99.5818,2
1.76,1,99.5818,2
1.764,1,99.5805,2
1.77,1,99.5786,2
1.77,1,99.5786,2
1.778,1,99.5761,2
1.78,1,99.5755,2
1.78,1,99.5755,2
1.79,1,99.5723,2
1.79,1,99.5723,2
1.792,1,99.5717,2
1.8,1,99.5692,2
1.8,1,99.5692,2
1.806,1,99.5673,2
1.81,1,99.566,2
1.81,1,99.566,2
1.82,1,99.5629,2
1.82,1,99.5629,2
1.83,1,99.5597,2
1.83,1,99.5597,2
1.834,1,99.5585,2
1.84,1,99.5566,2
1.84,1,99.5566,2
1.848,1,99.5541,2
1.85,1,99.5535,2
1.85,1,99.5535,2
1.86,1,99.5503,2
1.86,1,99.5503,2
1.862,1,99.5497,2
1.87,1,99.5472,2
1.87,1,99.5472,2
1.876,1,99.5453,2
1.88,1,99.544,2
1.88,1,99.544,2
1.89,1,99.5409,2
1.89,1,99.5409,2
1.9,1,99.5377,2
1.9,1,99.5377,2
1.904,1,99.5365,2
1.91,1,99.5346,2
1.91,1,99.5346,2
1.918,1,99.5321,2
1.92,1,99.5314,2
1.92,1,99.5314,2
1.93,1,99.5283,2
1.93,1,99.5283,2
1.932,1,99.5277,2
1.94,1,99.5252,2
1.94,1,99.5252,2
1.946,1,99.5233,2
1.95,1,99.522,2
1.95,1,99.522,2
1.96,1,99.5189,2
1.96,1,99.5189,2
1.97,1,99.5157,2
1.97,1,99.5157,2
1.974,1,99.5145,2
1.98,1,99.5126,2
1.98,1,99.5126,2
1.988,1,99.5101,2
1.99,1,99.5094,2
1.99,1,99.5094,2
2,1,99.5063,2
2,1,99.5063,2
2.002,1,99.5057,2
2.01,1,99.5031,2
2.01,1,99.5031,2
2.016,1,99.5013,2
2.02,1,99.5,2
2.02,1,99.5,2
2.03,1,99.4969,2
2.03,1,99.4969,2
2.04,1,99.4937,2
2.04,1,99.4937,2
2.044,1,99.4925,2
2.05,1,99.4906,2
2.05,1,99.4906,2
2.058,1,99.4881,2
2.06,1,99.4874,2
2.06,1,99.4874,2
2.07,1,99.4843,2
2.07,1,99.4843,2
2.072,1,99.4837,2
2.08,1,99.4811,2
2.08,1,99.4811,2
2.086,1,99.4792,2
2.09,1,99.478,2
2.09,1,99.478,2
2.1,1,99.4748,2
2.1,1,99.4748,2
2.11,1,99.4717,2
2.11,1,99.4717,2
2.114,1,99.4704,2
2.12,1,99.4686,2
2.12,1,99.4686,2
2.128,1,99.466,2
2.13,1,99.4654,2
2.13,1,99.4654,2
2.14,1,99.4623,2
2.14,1,99.4623,2
2.142,1,99.4616,2
2.15,1,99.4591,2
2.15,1,99.4591,2
2.156,1,99.4572,2
2.16,1,99.456,2
2.16,1,99.456,2
2.17,1,99.4528,2
2.17,1,99.4528,2
2.18,1,99.4497,2
2.18,1,99.4497,2
2.184,1,99.4484,2
2.19,1,99.4465,2
2.19,1,99.4465,2
2.198,1,99.444,2
2.2,1,99.4434,2
2.2,1,99.4434,2
2.21,1,99.4403,2
2.21,1,99.4403,2
2.212,1,99.4396,2
2.22,1,99.4371,2
2.22,1,99.4371,2
2.226,1,99.4352,2
2.23,1,99.434,2
2.23,1,99.434,2
2.24,1,99.4308,2
2.24,1,99.4308,2
2.25,1,99.4277,2
2.25,1,99.4277,2
2.254,1,99.4264,2
2.26,1,99.4245,2
2.26,1,99.4245,2
2.268,1,99.422,2
2.27,1,99.4214,2
2.27,1,99.4214,2
2.28,1,99.4182,2
2.28,1,99.4182,2
2.282,1,99.4176,2
2.29,1,99.4151,2
2.29,1,99.4151,2
2.296,1,99.4132,2
2.3,1,99.4119,2
2.3,1,99.4119,2
2.31,1,99.4088,2
2.31,1,99.4088,2
2.32,1,99.4057,2
2.32,1,99.4057,2
2.324,1,99.4044,2
2.33,1,99.4025,2
2.33,1,99.4025,2
2.338,1,99.4,2
2.34,1,99.3994,2
2.34,1,99.3994,2
2.35,1,99.3962,2
2.35,1,99.3962,2
2.352,1,99.3956,2
2.36,1,99.3931,2
2.36,1,99.3931,2
2.366,1,99.3912,2
2.37,1,99.3899,2
2.37,1,99.3899,2
2.38,1,99.3868,2
2.38,1,99.3868,2
2.39,1,99.3836,2
2.39,1,99.3836,2
2.394,1,99.3824,2
2.4,1,99.3805,2
2.4,1,99.3805,2
2.408,1,99.378,2
2.41,1,99.3774,2
2.41,1,99.3774,2
2.42,1,99.3742,2
2.42,1,99.3742,2
2.422,1,99.3736,2
2.43,1,99.3711,2
2.43,1,99.3711,2
2.436,1,99.3692,2
2.44,1,99.3679,2
2.44,1,99.3679,2
2.45,1,99.3648,2
2.45,1,99.3648,2
2.46,1,99.3616,2
2.46,1,99.3616,2
2.464,1,99.3604,2
2.47,1,99.3585,2
2.47,1,99.3585,2
2.478,1,99.356,2
2.48,1,99.3553,2
2.48,1,99.3553,2
2.49,1,99.3522,2
2.49,1,99.3522,2
2.492,1,99.3516,2
2.5,1,99.3491,2
2.5,1,99.3491,2
2.506,1,99.3472,2
2.51,1,99.3459,2
2.51,1,99.3459,2
2.52,1,99.3428,2
2.52,1,99.3428,2
2.53,1,99.3396,2
2.53,1,99.3396,2
2.534,1,99.3384,2
2.54,1,99.3365,2
2.54,1,99.3365,2
2.548,1,99.334,2
2.55,1,99.3333,2
2.55,1,99.3333,2
2.56,1,99.3302,2
2.56,1,99.3302,2
2.562,1,99.3296,2
2.57,1,99.327,2
2.57,1,99.327,2
2.576,1,99.3252,2
2.58,1,99.3239,2
2.58,1,99.3239,2
2.59,1,99.3208,2
2.59,1,99.3208,2
2.6,1,99.3176,2
2.6,1,99.3176,2
2.604,1,99.3164,2
2.61,1,99.3145,2
2.61,1,99.3145,2
2.618,1,99.312,2
2.62,1,99.3113,2
2.62,1,99.3113,2
2.63,1,99.3082,2
2.63,1,99.3082,2
2.632,1,99.3075,2
2.64,1,99.305,2
2.64,1,99.305,2
2.646,1,99.3031,2
2.65,1,99.3019,2
2.65,1,99.3019,2
2.66,1,99.2987,2
2.66,1,99.2987,2
2.67,1,99.2956,2
2.67,1,99.2956,2
2.674,1,99.2943,2
2.68,1,99.2924,2
2.68,1,99.2924,2
2.688,1,99.2899,2
2.69,1,99.2893,2
2.69,1,99.2893,2
2.7,1,99.2862,2
2.7,1,99.2862,2
2.702,1,99.2855,2
2.71,1,99.283,2
2.71,1,99.283,2
2.716,1,99.2811,2
2.72,1,99.2799,2
2.72,1,99.2799,2
2.73,1,99.2767,2
2.73,1,99.2767,2
2.74,1,99.2736,2
2.74,1,99.2736,2
2.744,1,99.2723,2
2.75,1,99.2704,2
2.75,1,99.2704,2
2.758,1,99.2679,2
2.76,1,99.2673,2
2.76,1,99.2673,2
2.77,1,99.2642,2
2.77,1,99.2642,2
2.772,1,99.2635,2
2.78,1,99.261,2
2.78,1,99.261,2
2.786,1,99.2591,2
2.79,1,99.2579,2
2.79,1,99.2579,2
2.8,1,99.2547,2
2.8,1,99.2547,2
2.81,1,99.2516,2
2.81,1,99.2516,2
2.814,1,99.2503,2
2.82,1,99.2484,2
2.82,1,99.2484,2
2.828,1,99.2459,2
2.83,1,99.2453,2
2.83,1,99.2453,2
2.84,1,99.2421,2
2.84,1,99.2421,2
2.842,1,99.2415,2
2.85,1,99.239,2
2.85,1,99.239,2
2.856,1,99.2371,2
2.86,1,99.2358,2
2.86,1,99.2358,2
2.87,1,99.2327,2
2.87,1,99.2327,2
2.88,1,99.2296,2
2.88,1,99.2296,2
2.884,1,99.2283,2
2.89,1,99.2264,2
2.89,1,99.2264,2
2.898,1,99.2239,2
2.9,1,99.2233,2
2.9,1,99.2233,2
2.91,1,99.2201,2
2.91,1,99.2201,2
2.912,1,99.2195,2
2.92,1,99.217,2
2.92,1,99.217,2
2.926,1,99.2151,2
2.93,1,99.2138,2
2.93,1,99.2138,2
2.94,1,99.2107,2
2.94,1,99.2107,2
2.95,1,99.2076,2
2.95,1,99.2076,2
2.954,1,99.2063,2
2.96,1,99.2044,2
2.96,1,99.2044,2
2.968,1,99.2019,2
2.97,1,99.2013,2
2.97,1,99.2013,2
2.98,1,99.1981,2
2.98,1,99.1981,2
2.982,1,99.1975,2
2.99,1,99.195,2
2.99,1,99.195,2
2.996,1,99.1931,2
3,1,99.1918,2
3,1,99.1918,2
3.01,1,99.1887,2
3.01,1,99.1887,2
3.02,1,99.1855,2
3.02,1,99.1855,2
3.024,1,99.1843,2
3.03,1,99.1824,2
3.03,1,99.1824,2
3.038,1,99.1799,2
3.04,1,99.1792,2
3.04,1,99.1792,2
3.05,1,99.1761,2
3.05,1,99.1761,2
3.052,1,99.1755,2
3.06,1,99.173,2
3.06,1,99.173,2
3.066,1,99.1711,2
3.07,1,99.1698,2
3.07,1,99.1698,2
3.08,1,99.1667,2
3.08,1,99.1667,2
3.09,1,99.1635,2
3.09,1,99.1635,2
3.094,1,99.1623,2
3.1,1,99.1604,2
3.1,1,99.1604,2
3.108,1,99.1579,2
3.11,1,99.1572,2
3.11,1,99.1572,2
3.12,1,99.1541,2
3.12,1,99.1541,2
3.122,1,99.1535,2
3.13,1,99.1509,2
3.13,1,99.1509,2
3.136,1,99.1491,2
3.14,1,99.1478,2
3.14,1,99.1478,2
3.15,1,99.1447,2
3.15,1,99.1447,2
3.16,1,99.1415,2
3.16,1,99.1415,2
3.164,1,99.1403,2
3.17,1,99.1384,2
3.17,1,99.1384,2
3.178,1,99.1358,2
3.18,1,99.1352,2
3.18,1,99.1352,2
3.19,1,99.1321,2
3.19,1,99.1321,2
3.192,1,99.1314,2
3.2,1,99.1289,2
3.2,1,99.1289,2
3.206,1,99.127,2
3.21,1,99.1258,2
3.21,1,99.1258,2
3.22,1,99.1226,2
3.22,1,99.1226,2
3.23,1,99.1195,2
3.23,1,99.1195,2
3.234,1,99.1182,2
3.24,1,99.1164,2
3.24,1,99.1164,2
3.248,1,99.1138,2
3.25,1,99.1132,2
3.25,1,99.1132,2
3.26,1,99.1101,2
3.26,1,99.1101,2
3.262,1,99.1094,2
3.27,1,99.1069,2
3.27,1,99.1069,2
3.276,1,99.105,2
3.28,1,99.1038,2
3.28,1,99.1038,2
3.29,1,99.1006,2
3.29,1,99.1006,2
3.3,1,99.0975,2
3.3,1,99.0975,2
3.304,1,99.0962,2
3.31,1,99.0943,2
3.31,1,99.0943,2
3.318,1,99.0918,2
3.32,1,99.0912,2
3.32,1,99.0912,2
3.33,1,99.0881,2
3.33,1,99.0881,2
3.332,1,99.0874,2
3.34,1,99.0849,2
3.34,1,99.0849,2
3.346,1,99.083,2
3.35,1,99.0818,2
3.35,1,99.0818,2
3.36,1,99.0786,2
3.36,1,99.0786,2
3.37,1,99.0755,2
3.37,1,99.0755,2
3.374,1,99.0742,2
3.38,1,99.0723,2
3.38,1,99.0723,2
3.388,1,99.0698,2
3.39,1,99.0692,2
3.39,1,99.0692,2
3.4,1,99.066,2
3.4,0,99.066,2
3.402,0,99.0654,2
3.41,0,99.0629,2
3.41,0,99.0629,2
3.416,0,99.061,2
3.42,0,99.0597,2
3.42,0,99.0597,2
3.43,0,99.0566,2
3.43,0,99.0566,2
3.44,0,99.0535,2
3.44,0,99.0535,2
3.444,0,99.0522,2
3.45,0,99.0503,2
3.45,0,99.0503,2
3.458,0,99.0478,2
3.46,0,99.0472,2
3.46,0,99.0472,2
3.47,0,99.044,2
3.47,0,99.044,2
3.472,0,99.0434,2
3.48,0,99.0409,2
3.48,0,99.0409,2
3.486,0,99.039,2
3.49,0,99.0377,2
3.49,0,99.0377,2
3.5,0,99.0346,2
3.5,0,99.0346,2
3.51,0,99.0314,2
3.51,0,99.0314,2
3.514,0,99.0302,2
3.52,0,99.0283,2
3.52,0,99.0283,2
3.528,0,99.0258,2
3.53,0,99.0252,2
3.53,0,99.0252,2
3.54,0,99.022,2
3.54,0,99.022,2
3.542,0,99.0214,2
3.55,0,99.0189,2
3.55,0,99.0189,2
3.556,0,99.017,2
3.56,0,99.0157,2
3.56,0,99.0157,2
3.57,0,99.0126,2
3.57,0,99.0126,2
3.58,0,99.0094,2
3.58,0,99.0094,2
3.584,0,99.0082,2
3.59,0,99.0063,2
3.59,0,99.0063,2
3.598,0,99.0038,2
3.6,0,99.0031,2
3.6,0,99.0031,2
3.61,0,99,2
3.61,0,99,2
3.612,0,98.8,2
3.62,0,98,2
3.62,0,98,2
3.626,0,89,2
3.63,0,83,2
3.63,0,83,2
3.64,0,63,2
3.64,0,63,2
3.65,0,52,2
3.65,0,52,2
3.654,0,47.2,2
3.66,0,40,2
3.66,0,40,2
3.668,0,35.2,2
3.67,0,34,2
3.67,0,34,2
3.68,0,30,2
3.68,0,30,2
3.682,0,29.6,2
3.69,0,28,2
3.69,0,28,2
3.696,0,27.4,2
3.7,0,27,2
3.7,0,27,2
3.71,0,27.0214,2
3.71,0,27.0214,2
3.72,0,27.0429,2
3.72,0,27.0429,2
3.724,0,27.0514,2
3.73,0,27.0643,2
3.73,0,27.0643,2
3.738,0,27.0814,2
3.74,0,27.0857,2
3.74,0,27.0857,2
3.75,0,27.1071,2
3.75,0,27.1071,2
3.752,0,27.1114,2
3.76,0,27.1286,2
3.76,0,27.1286,2
3.766,0,27.1414,2
3.77,0,27.15,2
3.77,0,27.15,2
3.78,0,27.1714,2
3.78,0,27.1714,2
3.79,0,27.1929,2
3.79,0,27.1929,2
3.794,0,27.2014,2
3.8,0,27.2143,2
3.8,0,27.2143,2
3.808,0,27.2314,2
3.81,0,27.2357,2
3.81,0,27.2357,2
3.82,0,27.2571,2
3.82,0,27.2571,2
3.822,0,27.2614,2
3.83,0,27.2786,2
3.83,0,27.2786,2
3.836,0,27.2914,2
3.84,0,27.3,2
3.84,0,27.3,2
3.85,0,27.3214,2
3.85,0,27.3214,2
3.86,0,27.3429,2
3.86,0,27.3429,2
3.864,0,27.3514,2
3.87,0,27.3643,2
3.87,0,27.3643,2
3.878,0,27.3814,2
3.88,0,27.3857,2
3.88,0,27.3857,2
3.89,0,27.4071,2
3.89,0,27.4071,2
3.892,0,27.4114,2
3.9,0,27.4286,2
3.9,0,27.4286,2
3.906,0,27.4414,2
3.91,0,27.45,2
3.91,0,27.45,2
3.92,0,27.4714,2
3.92,0,27.4714,2
3.93,0,27.4929,2
3.93,0,27.4929,2
3.934,0,27.5014,2
3.94,0,27.5143,2
3.94,0,27.5143,2
3.948,0,27.5314,2
3.95,0,27.5357,2
3.95,0,27.5357,2
3.96,0,27.5571,2
3.96,0,27.5571,2
3.962,0,27.5614,2
3.97,0,27.5786,2
3.97,0,27.5786,2
3.976,0,27.5914,2
3.98,0,27.6,2
3.98,0,27.6,2
3.99,0,27.6214,2
3.99,0,27.6214,2
4,0,27.6429,2
4,0,27.6429,2
4.004,0,27.6514,2
4.01,0,27.6643,2
4.01,0,27.6643,2
4.018,0,27.6814,2
4.02,0,27.6857,2
4.02,0,27.6857,2
4.03,0,27.7071,2
4.03,0,27.7071,2
4.032,0,27.7114,2
4.04,0,27.7286,2
4.04,0,27.7286,2
4.046,0,27.7414,2
4.05,0,27.75,2
4.05,0,27.75,2
4.06,0,27.7714,2
4.06,0,27.7714,2
4.07,0,27.7929,2
4.07,0,27.7929,2
4.074,0,27.8014,2
4.08,0,27.8143,2
4.08,0,27.8143,2
4.088,0,27.8314,2
4.09,0,27.8357,2
4.09,0,27.8357,2
4.1,0,27.8571,2
4.1,0,27.8571,2
4.102,0,27.8614,2
4.11,0,27.8786,2
4.11,0,27.8786,2
4.116,0,27.8914,2
4.12,0,27.9,2
4.12,0,27.9,2
4.13,0,27.9214,2
4.13,0,27.9214,2
4.14,0,27.9429,2
4.14,0,27.9429,2
4.144,0,27.9514,2
4.15,0,27.9643,2
4.15,0,27.9643,2
4.158,0,27.9814,2
4.16,0,27.9857,2
4.16,0,27.9857,2
4.17,0,28.0071,2
4.17,0,28.0071,2
4.172,0,28.0114,2
4.18,0,28.0286,2
4.18,0,28.0286,2
4.186,0,28.0414,2
4.19,0,28.05,2
4.19,0,28.05,2
4.2,0,28.0714,2
4.2,0,28.0714,2
4.21,0,28.0929,2
4.21,0,28.0929,2
4.214,0,28.1014,2
4.22,0,28.1143,2
4.22,0,28.1143,2
4.228,0,28.1314,2
4.23,0,28.1357,2
4.23,0,28.1357,2
4.24,0,28.1571,2
4.24,0,28.1571,2
4.242,0,28.1614,2
