"t","Capacitor1.v","IdealDiode3.off"
0.01441,266.78247,1
0.014544,267.6297,1
0.014677,268.39465,1
0.01481,269.03116,1
0.014944,269.48618,1
0.015077,269.6945,1
0.015211,269.5985,0
0.015344,269.1494,0
0.015477,268.33472,0
0.015611,267.13834,0
0.015744,265.63666,0
0.015878,264.1212,0
0.016011,262.69458,0
0.016145,261.3759,0
0.016278,260.2189,0
0.016411,259.24084,0
0.016545,258.45752,0
0.016678,257.89478,0
0.016812,257.5513,0
0.016945,257.43222,0
0.017079,257.52863,0
0.017212,257.82498,0
0.017345,258.3005,0
0.017479,258.9332,0
0.017612,259.68005,0
0.017746,260.51245,0
0.017879,261.37317,0
0.018013,262.225,0
0.018146,263.0013,0
0.018279,263.65137,0
0.018413,264.11758,0
0.018546,264.33066,0
0.01868,264.2517,0
0.018813,263.86957,0
0.018946,263.17307,0
0.01908,262.1405,0
0.019213,261.00027,0
0.019347,259.9603,0
0.01948,259.07217,0
0.019614,258.3527,0
0.019747,257.83575,0
0.01988,257.53152,0
0.020014,257.44962,0
0.020147,257.5934,0
0.020281,257.96017,0
0.020414,258.53253,0
0.020548,259.30005,0
0.020681,260.2258,0
0.020814,261.28314,0
0.020948,262.44333,0
0.021081,263.64563,0
0.021215,264.85907,0
0.021348,266.01257,0
0.021481,267.05856,0
0.021615,267.94308,0
0.021748,268.5901,0
0.021882,268.94406,0
0.022015,268.947,0
0.022149,268.58133,0
0.022282,267.84067,0
0.022415,266.7116,1
0.022549,265.41116,1
0.022682,264.18573,1
0.022816,263.05527,1
0.022949,262.06876,1
0.023083,261.23755,1
0.023216,260.59344,1
0.023349,260.14215,1
0.023483,259.88843,1
0.023616,259.83505,1
0.02375,259.97333,1
0.023883,260.28656,1
0.024017,260.7582,1
0.02415,261.35376,1
0.024283,262.04303,1
0.024417,262.79297,1
0.02455,263.54834,1
0.024684,264.27127,1
0.024817,264.89822,1
0.02495,265.37894,1
0.025084,265.65594,1
0.025217,265.66434,1
0.025351,265.36234,1
0.025484,264.74423,1
0.025618,263.79187,1
0.025751,262.53314,1
0.025884,261.25677,1
0.026018,260.07834,1
0.026151,259.0527,1
0.026285,258.19577,1
0.026418,257.54474,1
0.026552,257.10745,1
0.026685,256.90094,1
0.026818,256.92432,1
0.026952,257.17654,1
0.027085,257.6428,1
0.027219,258.312,1
0.027352,259.14948,1
0.027485,260.12848,1
0.027619,261.2204,1
0.027752,262.36603,1
0.027886,263.53394,1
0.028019,264.65393,1
0.028153,265.6855,1
0.028286,266.55304,1
0.028419,267.2022,1
0.028553,267.57022,1
0.028686,267.60266,1
0.02882,267.28397,1
0.028953,266.60614,1
0.029087,265.54535,1
0.02922,264.3285,1
0.029353,263.18848,1
0.029487,262.1548,1
0.02962,261.27383,1
0.029754,260.55722,1
0.029887,260.03366,1
0.030021,259.70673,1
0.030154,259.58563,1
0.030287,259.6647,1
0.030421,259.93735,1
0.030554,260.38342,1
0.030688,260.98676,1
0.030821,261.70944,1
0.030954,262.5208,1
0.031088,263.38733,1
0.031221,264.25064,1
0.031355,265.0736,1
0.031488,265.7902,1
0.031622,266.35336,1
0.031755,266.69482,1
0.031888,266.75818,1
0.032022,266.49704,1
0.032155,265.90405,1
0.032289,264.9609,1
0.032422,263.69443,1
0.032556,262.38748,1
0.032689,261.18716,1
0.032822,260.12064,1
0.032956,259.21283,1
0.033089,258.502,1
0.033223,257.99554,1
0.033356,257.71194,1
0.033489,257.65048,1
0.033623,257.80994,1
0.033756,258.17767,1
0.03389,258.74188,1
0.034023,259.47025,1
0.034157,260.34314,1
0.03429,261.31116,1
0.034423,262.3386,1
0.034557,263.38632,1
0.03469,264.38693,1
0.034824,265.29913,1
0.034957,266.05008,1
0.035091,266.5886,1
0.035224,266.84348,0
0.035357,266.77576,0
0.035491,266.36682,0
0.035624,265.61102,0
0.035758,264.48752,0
0.035891,263.2664,0
0.036025,262.12503,0
0.036158,261.11722,0
0.036291,260.26447,0
0.036425,259.5865,0
0.036558,259.11096,0
0.036692,258.84152,0
0.036825,258.78586,0
0.036958,258.9379,0
0.037092,259.29086,0
0.037225,259.82248,0
0.037359,260.51688,0
0.037492,261.3338,0
0.037626,262.2493,0
0.037759,263.20822,0
0.037892,264.17093,0
0.038026,265.09326,0
0.038159,265.90646,0
0.038293,266.56387,0
0.038426,266.99472,0
0.03856,267.14227,0
0.038693,266.96045,0
0.038826,266.43927,0
0.03896,265.56064,0
0.039093,264.3414,0
0.039227,263.05713,0
0.03936,261.87357,0
0.039493,260.81778,0
0.039627,259.91446,0
0.03976,259.2016,0
0.039894,258.68646,0
0.040027,258.3876,0
0.040161,258.3044,0
0.040294,258.435,0
0.040427,258.76782,0
0.040561,259.2906,0
0.040694,259.97183,0
0.040828,260.7916,0
0.040961,261.7016,0
0.041095,262.67352,0
0.041228,263.6462,0
0.041361,264.5758,0
0.041495,265.41315,0
0.041628,266.08716,0
0.041762,266.5461,0
0.041895,266.72076,0
0.042029,266.57144,0
0.042162,266.0874,0
0.042295,265.25787,0
0.042429,264.07227,1
0.042562,262.83112,1
0.042696,261.67484,1
0.042829,260.65744,1
0.042962,259.80026,1
0.043096,259.1229,1
0.043229,258.6528,1
0.043363,258.3935,1
0.043496,258.35223,1
0.04363,258.52478,1
0.043763,258.89798,1
0.043896,259.45505,1
0.04403,260.178,1
0.044163,261.02576,1
0.044297,261.97427,1
0.04443,262.9675,1
0.044564,263.9729,1
0.044697,264.92395,1
0.04483,265.77298,1
0.044964,266.466,1
0.045097,266.93124,1
0.045231,267.11212,1
0.045364,266.9629,1
0.045497,266.47372,1
0.045631,265.6261,1
0.045764,264.43396,1
0.045898,263.17038,1
0.046031,262.0068,1
0.046165,260.96292,1
0.046298,260.08496,1
0.046431,259.38864,1
0.046565,258.88846,1
0.046698,258.60248,1
0.046832,258.53006,1
0.046965,258.66898,1
0.047099,259.0108,1
0.047232,259.53333,1
0.047365,260.21472,1
0.047499,261.03165,1
0.047632,261.93576,1
0.047766,262.89868,1
0.047899,263.8593,1
0.048033,264.7803,1
0.048166,265.5927,1
0.048299,266.2455,1
0.048433,266.68018,1
0.048566,266.82758,1
0.0487,266.64816,1
0.048833,266.1328,1
0.048966,265.27075,1
0.0491,264.05765,1
0.049233,262.8069,1
0.049367,261.64212,1
0.0495,260.61737,1
0.049634,259.74802,1
0.049767,259.07098,1
0.0499,258.59625,1
0.050034,258.33298,1
0.050167,258.28833,1
0.050301,258.45792,1
0.050434,258.8285,1
0.050568,259.3879,1
0.050701,260.10367,1
0.050834,260.94888,1
0.050968,261.89468,1
0.051101,262.88486,1
0.051235,263.88672,1
0.051368,264.83365,1
0.051502,265.68375,1
0.051635,266.36536,1
0.051768,266.82422,1
0.051902,266.99783,1
0.052035,266.8422,1
0.052169,266.34268,1
0.052302,265.4957,1
0.052435,264.30286,1
0.052569,263.04813,1
0.052702,261.89542,1
0.052836,260.86432,1
0.052969,260.00058,1
0.053103,259.31534,1
0.053236,258.83603,1
0.053369,258.56702,1
0.053503,258.512,1
0.053636,258.6681,1
0.05377,259.02686,1
0.053903,259.56546,1
0.054037,260.2677,1
0.05417,261.09268,1
0.054303,262.00894,1
0.054437,262.98218,1
0.05457,263.95093,1
0.054704,264.87772,1
0.054837,265.69336,1
0.05497,266.34665,1
0.055104,266.7789,1
0.055237,266.9211,0
0.055371,266.73462,0
0.055504,266.2106,0
0.055638,265.33032,0
0.055771,264.11682,0
0.055904,262.86615,0
0.056038,261.70178,0
0.056171,260.6776,0
0.056305,259.80884,0
0.056438,259.1322,0
0.056572,258.6548,0
0.056705,258.39383,0
0.056838,258.34814,0
0.056972,258.51587,0
0.057105,258.88367,0
0.057239,259.43924,0
0.057372,260.14996,0
0.057506,260.99564,0
0.057639,261.92703,0
0.057772,262.90814,0
0.057906,263.89935,0
0.058039,264.83417,0
0.058173,265.67047,0
0.058306,266.33688,0
0.058439,266.77896,0
0.058573,266.93433,0
0.058706,266.7607,0
0.05884,266.24374,0
0.058973,265.3801,0
0.059107,264.1666,0
0.05924,262.92404,0
0.059373,261.7763,0
0.059507,260.7524,0
0.05964,259.89767,0
0.059774,259.2231,0
0.059907,258.75565,0
0.060041,258.4983,0
0.060174,258.45782,0
0.060307,258.6275,0
0.060441,258.99988,0
0.060574,259.55154,0
0.060708,260.26617,0
0.060841,261.10236,0
0.060974,262.02838,0
0.061108,263.0098,0
0.061241,263.98468,0
0.061375,264.9155,0
0.061508,265.7327,0
0.061642,266.38913,0
0.061775,266.81354,0
0.061908,266.94995,0
0.062042,266.75726,0
0.062175,266.2263,0
0.062309,265.3381,0
0.062442,264.11975,1
0.062576,262.8631,1
0.062709,261.7118,1
0.062842,260.6922,1
0.062976,259.82843,1
0.063109,259.15704,1
0.063243,258.6849,1
0.063376,258.42902,1
0.06351,258.38846,1
0.063643,258.55975,1
0.063776,258.9308,1
0.06391,259.4886,1
0.064043,260.20038,1
0.064177,261.04578,1
0.06431,261.97543,1
0.064443,262.95316,1
0.064577,263.93924,1
0.06471,264.86716,1
0.064844,265.6946,1
0.064977,266.35025,1
0.065111,266.7818,1
0.065244,266.92032,1
0.065377,266.73178,1
0.065511,266.19965,1
0.065644,265.3209,1
0.065778,264.09732,1
0.065911,262.85574,1
0.066045,261.7021,1
0.066178,260.6897,1
0.066311,259.83932,1
0.066445,259.16998,1
0.066578,258.70837,1
0.066712,258.45743,1
0.066845,258.42368,1
0.066978,258.60025,1
0.067112,258.97952,1
0.067245,259.53787,1
0.067379,260.25888,1
0.067512,261.10083,1
0.067646,262.0392,1
0.067779,263.01767,1
0.067912,263.9958,1
0.068046,264.92868,1
0.068179,265.74664,1
0.068313,266.40244,1
0.068446,266.82468,1
0.06858,266.9567,1
0.068713,266.7587,1
0.068846,266.22174,1
0.06898,265.32684,1
0.069113,264.1052,1
0.069247,262.8529,1
0.06938,261.7069,1
0.069514,260.6863,1
0.069647,259.8363,1
0.06978,259.17184,1
0.069914,258.70682,1
0.070047,258.45786,1
0.070181,258.42392,1
0.070314,258.6012,1
0.070447,258.97745,1
0.070581,259.5395,1
0.070714,260.2543,1
0.070848,261.10135,1
0.070981,262.0311,1
0.071115,263.01462,1
0.071248,263.98987,1
0.071381,264.9124,1
0.071515,265.7324,1
0.071648,266.37857,1
0.071782,266.79843,1
0.071915,266.9234,1
0.072049,266.71793,1
0.072182,266.174,1
0.072315,265.2804,1
0.072449,264.04736,1
0.072582,262.80682,1
0.072716,261.65558,1
0.072849,260.64676,1
0.072982,259.80093,1
0.073116,259.137,1
0.073249,258.6813,1
0.073383,258.4367,1
0.073516,258.4094,1
0.07365,258.59442,1
0.073783,258.9776,1
0.073916,259.54144,1
0.07405,260.26724,1
0.074183,261.113,1
0.074317,262.05414,1
0.07445,263.03397,1
0.074584,264.01923,1
0.074717,264.9432,1
0.07485,265.75778,1
0.074984,266.4083,1
0.075117,266.82336,1
0.075251,266.94638,0
0.075384,266.73904,0
0.075518,266.18704,0
0.075651,265.28763,0
0.075784,264.0608,0
0.075918,262.81204,0
0.076051,261.6708,0
0.076185,260.65616,0
0.076318,259.81284,0
0.076451,259.15573,0
0.076585,258.69852,0
0.076718,258.45746,0
0.076852,258.43146,0
0.076985,258.61627,0
0.077119,259.00308,0
0.077252,259.56784,0
0.077385,260.2879,0
0.077519,261.139,0
0.077652,262.0714,0
0.077786,263.0561,0
0.077919,264.03073,0
0.078053,264.95743,0
0.078186,265.7664,0
0.078319,266.4061,0
0.078453,266.8173,0
0.078586,266.9317,0
0.07872,266.71494,0
0.078853,266.15936,0
0.078986,265.2536,0
0.07912,264.01358,0
0.079253,262.77502,0
0.079387,261.62704,0
0.07952,260.62244,0
0.079654,259.776,0
0.079787,259.12332,0
0.07992,258.67365,0
0.080054,258.4352,0
0.080187,258.41397,0
0.080321,258.60486,0
0.080454,258.99338,0
0.080588,259.56674,0
0.080721,260.29135,0
0.080854,261.13974,0
0.080988,262.0822,0
0.081121,263.06195,0
0.081255,264.04553,0
0.081388,264.96616,0
0.081522,265.78104,0
0.081655,266.41888,0
0.081788,266.8249,0
0.081922,266.937,0
0.082055,266.7184,0
0.082189,266.15488,0
0.082322,265.24374,0
0.082455,264.01074,1
0.082589,262.76477,1
0.082722,261.62762,1
0.082856,260.61823,1
0.082989,259.7811,1
0.083123,259.12674,1
0.083256,258.68106,1
0.083389,258.4476,1
0.083523,258.42926,1
0.083656,258.6215,1
0.08379,259.01532,1
0.083923,259.58633,1
0.084057,260.31775,1
0.08419,261.16724,1
0.084323,262.10263,1
0.084457,263.08884,1
0.08459,264.0634,1
0.084724,264.98816,1
0.084857,265.79337,1
0.08499,266.4273,1
0.085124,266.83057,1
0.085257,266.93524,1
0.085391,266.70813,1
0.085524,266.1418,1
0.085658,265.21664,1
0.085791,263.97916,1
0.085924,262.74323,1
0.086058,261.59906,1
0.086191,260.59927,1
0.086325,259.75842,1
0.086458,259.1119,1
0.086592,258.66617,1
0.086725,258.43695,1
0.086858,258.42224,1
0.086992,258.61935,1
0.087125,259.01352,1
0.087259,259.59183,1
0.087392,260.3204,1
0.087526,261.17838,1
0.087659,262.11554,1
0.087792,263.09528,1
0.087926,264.07718,1
0.088059,264.99435,1
0.088193,265.80392,1
0.088326,266.4345,1
0.088459,266.83127,1
0.088593,266.93222,1
0.088726,266.70215,1
0.08886,266.12674,1
0.088993,265.20346,1
0.089127,263.9549,1
0.08926,262.72098,1
0.089393,261.58762,1
0.089527,260.58316,1
0.08966,259.75183,1
0.089794,259.104,1
0.089927,258.66525,1
0.090061,258.43808,1
0.090194,258.42786,1
0.090327,258.627,1
0.090461,259.02737,1
0.090594,259.6042,1
0.090728,260.34055,1
0.090861,261.19385,1
0.090994,262.1318,1
0.091128,263.1191,1
0.091261,264.0931,1
0.091395,265.0156,1
0.091528,265.81665,1
0.091662,266.44836,1
0.091795,266.83954,1
0.091928,266.93427,1
0.092062,266.69662,1
0.092195,266.11954,1
0.092329,265.18307,1
0.092462,263.94043,1
0.092596,262.69833,1
0.092729,261.56714,1
0.092862,260.57236,1
0.092996,259.7374,1
0.093129,259.09732,1
0.093263,258.65845,1
0.093396,258.4362,1
0.09353,258.42908,1
0.093663,258.63208,1
0.093796,259.0323,1
0.09393,259.61594,1
0.094063,260.34885,1
0.094197,261.21002,1
0.09433,262.14908,1
0.094463,263.12915,1
0.094597,264.1098,1
0.09473,265.02393,1
0.094864,265.8285,1
0.094997,266.45215,1
0.095131,266.84177,1
0.095264,266.93005,0
0.095397,266.68878,0
0.095531,266.1017,0
0.095664,265.16653,0
0.095798,263.91248,0
0.095931,262.6811,0
0.096065,261.54352,0
0.096198,260.55197,0
0.096331,259.72632,0
0.096465,259.08487,0
0.096598,258.6529,0
0.096732,258.43274,0
0.096865,258.4294,0
0.096998,258.63522,0
0.097132,259.0418,0
0.097265,259.62408,0
0.097399,260.36502,0
0.097532,261.22174,0
0.097666,262.1691,0
0.097799,263.1498,0
0.097932,264.12286,0
0.098066,265.04263,0
0.098199,265.8391,0
0.098333,266.46426,0
0.098466,266.84683,0
0.0986,266.93066,0
0.098733,266.6828,0
0.098866,266.0946,0
0.099,265.14658,0
0.099133,263.89908,0
0.099267,262.6598,0
0.0994,261.5326,0
0.099534,260.536,0
0.099667,259.71384,0
0.0998,259.08026,0
0.099934,258.64835,0
0.099996,258.5213,0
0.099997,258.51962,0
0.099998,258.51797,0
0.099999,258.51633,0
0.1,258.5147,0
