time,fdrag,fk1,fk2,x,y1,y2,y3
19.5,270.557309640085,110.598540596713,255.336963258991,185.094625001614,150.87521055548,75.4286426731535,75.4212006165153
20,255.205969928051,104.328690383396,240.876591143461,185.780124281791,151.546683541152,75.7648872575788,75.7578666632581
20.5,240.705428043546,98.2524291644032,227.10744458647,186.440609885387,152.193749278411,76.0889125298731,76.0822932513949
21,227.312631092538,92.9701105455854,214.616181415039,187.077506187483,152.817792050211,76.4013619804908,76.3951067726384
21.5,214.808880781255,87.6740613411039,202.678815303347,187.692106908854,153.420069433688,76.7029298496362,76.697022568514
22,203.135508790725,83.03973948878,191.762484647012,188.28565855489,154.001793894406,76.9941676328196,76.9885785193061
22.5,192.310541093406,78.5326331719131,181.493584237426,188.859287129798,154.564060829143,77.2756663438118,77.2703765278911
23,182.153888926605,74.4056674505597,171.925633124099,189.414062635425,155.107911649747,77.5479261921792,77.5429152439681
23.5,172.732173787934,70.5725736108573,163.051547174381,189.950976437708,155.634311492928,77.8114367372573,77.8066844333466
24,163.898105252169,66.917257367918,154.676790357476,190.470955669532,156.144163242206,78.0666588287717,78.0621506157038
24.5,155.660565207693,63.6043148410758,146.935752238349,190.974863810856,156.63830801251,78.3139996857654,78.3097170931615
25,147.964628826523,60.418593226814,139.639307211398,191.463500601884,157.117524988735,78.5538663360835,78.5497964058238
25.5,140.748587183582,57.4878940316594,132.840878069676,191.937627098057,157.582555931878,78.7866193035379,78.7827475204406
26,134.008771202247,54.7368495205274,126.483557215034,192.397946891886,158.034086706551,79.0126076280308,79.0089211355442
26.5,127.68068623664,52.1340944148602,120.497422224699,192.845119202415,158.472760066581,79.2321552282328,79.2286432077657
27,121.750452486445,49.7308164449453,114.914563500366,193.279766238819,158.899182834174,79.445561367132,79.4422120647858
27.5,116.186614595854,47.4430441654337,109.65241813917,193.702467267877,159.313920040262,79.6531153650122,79.6499194332681
28,110.954230478403,45.3103764185144,104.717193569112,194.113769326674,159.717505398813,79.8550808698748,79.8520287802925
28.5,106.041148307515,43.3063721257574,100.082721728809,194.514184708631,160.110438809018,80.0517099740288,80.0487929608627
29,101.414663316988,41.4082141684131,95.7098135483494,194.904194754392,160.493190046532,80.2432394143384,80.2404498540485
29.5,97.0588209712,39.6366524035514,91.6043887414796,195.28425393828,160.866202748685,80.4298893279564,80.4272194244665
30,92.9555779629694,37.9559821666942,87.7284214748239,195.654788325916,161.229892878261,80.6118705896843,80.6093136552198
30.5,89.0830083605297,36.3737750678249,84.0729986655545,196.016199756955,161.584652808268,80.7893787724428,80.7869283790104
31,85.4297880429136,34.8847370740808,80.6275009982721,196.368868023832,161.930853442566,80.9625997571765,80.9602497862935
31.5,81.9782167903593,33.470773242687,77.3667789979621,196.713151086175,162.268844410133,81.131709824739,81.1294548909297
32,78.7148056168152,32.1403710882046,74.2885688380399,197.049387966181,162.598956892771,81.2968738782262,81.2947086619966
32.5,75.6286213434115,30.8792623740081,71.3754583196265,197.377898680797,162.921503545384,81.4582494013488,81.4561690907012
33,72.7057654818343,29.6840365592385,68.6157358782103,197.698985830649,163.236780043953,81.6159845084792,81.6139846327614
33.5,69.9370668160805,28.5551763406323,66.0040919165507,198.012936261101,163.545066705691,81.7702193191066,81.76829556242
34,67.3121911275191,27.4814634947433,63.5255195818054,198.320021330995,163.846628743157,81.9210873486046,81.9192358324408
34.5,64.8212733921103,26.4645137078239,61.1748323990278,198.620498706371,164.141718016752,82.068714396244,82.0669313932594
35,62.456888838885,25.4994688852383,58.9437954078012,198.914612675713,164.430573336296,82.213220260621,82.2115022834888
35.5,60.3546762532004,24.5885631720387,56.9003176883598,199.202590927525,164.713417288499,82.3547160540409,82.3530576361544
36,58.5784134003348,23.9524024813889,55.2893061621596,199.484649209064,164.990460805187,82.4932893651152,82.4916779018054
36.5,56.8939058910884,23.229677703701,53.6791250342021,199.760952204118,165.261864727623,82.6290498939814,82.6274853610454
37,55.2188091885093,22.5258072872032,52.0854389074191,200.031669509886,165.527794779869,82.7620719598463,82.7605538765206
37.5,53.6250187482633,21.929826204894,50.632792777386,200.296968426313,165.788414483932,82.8924301085619,82.8909543640915
38,52.0648312231147,21.2193002816755,49.1124739812309,200.556998030129,166.043869510836,83.0202152011002,83.0187837678743
38.5,50.5516208015916,20.6635488460111,47.7305707627492,200.811919592371,166.294317558911,83.1454842617209,83.144093105476
39,49.1001678466761,20.0331134328883,46.3326572486305,201.061873503668,166.539895858078,83.2683245000736,83.2669740874462
39.5,47.6768692274589,19.4609497747348,44.9930048387785,201.307007528233,166.780748924764,83.3887974000016,83.3874860329121
40,46.3173699113888,18.9219749847291,43.7215607165203,201.547460132095,167.017012180117,83.5069727047275,83.5056983951758
40.5,44.9906290862536,18.3469653329928,42.4441608994739,201.783364180874,167.248815580104,83.6229210019373,83.6216839235083
41,43.7105206402242,17.8592216467723,41.2629615331429,202.014851974042,167.476288559975,83.7366970172932,83.7354943661264
41.5,42.4771742747472,17.3319248250516,40.0819816913459,202.242045296686,167.699550256522,83.8483705962656,83.8472023659627
42,41.2763876679727,16.8473416342459,38.952131153452,202.465068035021,167.918721902709,83.9579956886611,83.9568603890064
42.5,40.1237828348553,16.3867366987014,37.8720811796872,202.68403767703,168.133918473814,84.0656313003836,84.0645274798887
43,39.0050808136987,15.9114022449958,36.8024227650683,202.899066045022,168.34524940512,84.1713352858467,84.170262641639
43.5,37.9237527582886,15.4860831580433,35.7938171006064,203.110264686448,168.552823888276,84.2751569941254,84.2741137467602
44,36.8821591186378,15.0530860653313,34.8053206149262,203.317737388356,168.7567435128,84.3771518952926,84.3761374586673
44.5,35.8710075720176,14.6378330575234,33.8489651426268,203.521588219103,168.957110168249,84.47736887399,84.4763823113219
45,34.8969704454639,14.2490755419055,32.9364892486288,203.721916205606,169.15402081138,84.5758556994061,84.5748957317801
45.5,33.9546775221202,13.8543328218464,32.0397660432457,203.918815967376,169.347568087786,84.6726613264846,84.6717274947724
46,33.0426299262835,13.4879598556296,31.1833368430855,204.112381220032,169.537843774471,84.7678288596947,84.7669199894865
46.5,32.1633287348127,13.1285878824926,30.3533649992804,204.302700716143,169.724934788658,84.8614034893141,84.8605188094831
47,31.3113257360865,12.7763768095588,29.54594360819,204.489860850494,169.908925747561,84.9534275109922,84.9525663642825
47.5,30.4884859365796,12.446248766239,28.7737129270856,204.673945734952,170.08989904103,85.0439409104043,85.0431022711467
48,29.6933639963355,12.1173308045286,28.0201834409802,204.855035487289,170.267933148309,85.13298461866,85.1321679417891
48.5,28.9232971292462,11.8037826853092,27.2939685689724,205.033208665668,170.443105030446,85.2205959688141,85.2198004582175
49,28.1798004611715,11.5024555654412,26.5939996434867,205.208540753219,170.615488639597,85.3068121921189,85.3060370828317
49.5,27.4601102420845,11.2050398727618,25.9121077538633,205.381104508372,170.785155262596,85.3916696053761,85.3909143705247
50,26.7637318643387,10.9234200370676,25.256855920583,205.550970984847,170.952174523045,85.4752020573053,85.4744659204379
