"time","fdrag","fk1","fk2","x","y1","y2","y3"
34.500000,64.822943,26.465968,61.165970,198.620674,164.141890,82.068800,82.067018
35.000000,62.460069,25.504643,58.925420,198.914789,164.430747,82.213307,82.211589
35.500000,60.358937,24.590620,56.891736,199.202774,164.713597,82.354806,82.353147
36.000000,58.582480,23.954792,55.284164,199.484839,164.990647,82.493382,82.491771
36.500000,56.897659,23.230699,53.662898,199.761148,165.262057,82.629146,82.627582
37.000000,55.221634,22.533550,52.060376,200.031871,165.527992,82.762170,82.760653
37.500000,53.629998,21.932491,50.608871,200.297174,165.788617,82.892531,82.891056
38.000000,52.067639,21.218235,49.103326,200.557209,166.044077,83.020319,83.018888
38.500000,50.555787,20.669046,47.743028,200.812137,166.294531,83.145590,83.144199
39.000000,49.102450,20.029572,46.337176,201.062096,166.540114,83.268434,83.267083
39.500000,47.678845,19.464222,44.999453,201.307235,166.780973,83.388909,83.387597
40.000000,46.319787,18.920543,43.723204,201.547692,167.017240,83.507087,83.505812
40.500000,44.990400,18.348887,42.444602,201.783598,167.249045,83.623036,83.621799
41.000000,43.713832,17.866227,41.264153,202.015089,167.476521,83.736813,83.735610
41.500000,42.477687,17.322021,40.065276,202.242284,167.699785,83.848489,83.847321
42.000000,41.278396,16.860292,38.960914,202.465311,167.918961,83.958114,83.956979
42.500000,40.126782,16.380441,37.871685,202.684284,168.134161,84.065753,84.064649
43.000000,39.005315,15.912277,36.802636,202.899317,168.345496,84.171459,84.170386
43.500000,37.925836,15.489687,35.798020,203.110522,168.553077,84.275283,84.274240
44.000000,36.883543,15.050139,34.804227,203.317998,168.756999,84.377280,84.376266
44.500000,35.872235,14.640099,33.851364,203.521853,168.957371,84.477499,84.476512
45.000000,34.898182,14.248873,32.937146,203.722188,169.154288,84.575989,84.575029
45.500000,33.955906,13.856132,32.041876,203.919092,169.347840,84.672797,84.671863
46.000000,33.043927,13.486414,31.183060,204.112664,169.538121,84.767968,84.767059
46.500000,32.164035,13.129513,30.354460,204.302986,169.725215,84.861543,84.860659
47.000000,31.312666,12.778270,29.548263,204.490152,169.909212,84.953571,84.952709
47.500000,30.489307,12.443095,28.771936,204.674250,170.090198,85.044091,85.043252
48.000000,29.693737,12.119630,28.022065,204.855342,170.268235,85.133135,85.132319
48.500000,28.924381,11.804553,27.295306,205.033522,170.443413,85.220750,85.219954
49.000000,28.180181,11.500620,26.592868,205.208859,170.615802,85.306969,85.306194
49.500000,27.460519,11.207206,25.913991,205.381429,170.785475,85.391829,85.391074
50.000000,26.764405,10.922789,25.256850,205.551300,170.952498,85.475364,85.474628
