"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6","Out7","Out8","Out9","SineWave1_Amp","SineWave1_Bias","SineWave1_Freq","SineWave1_Phase","Gain1_Gain[0]","Gain1_Gain[1]","Gain_Gain","SineWave2_Amp","SineWave2_Bias","SineWave2_Freq","SineWave2_Phase","DeadZone_Start","DeadZone_End","SineWave5_Amp","SineWave5_Bias","SineWave5_Freq","SineWave5_Phase","SineWave3_Amp","SineWave3_Bias","SineWave3_Freq","SineWave3_Phase","SineWave4_Amp","SineWave4_Bias","SineWave4_Freq","SineWave4_Phase","Step_Time","Step_Y0","Step_YFinal","HitCrossing_Offset","SineWave6_Amp","SineWave6_Bias","SineWave6_Freq","SineWave6_Phase","Quantizer_Interval","SineWave7_Amp","SineWave7_Bias","SineWave7_Freq","SineWave7_Phase","Relay_OnVal","Relay_OffVal","Relay_YOn","Relay_YOff","SineWave10_Amp","SineWave10_Bias","SineWave10_Freq","SineWave10_Phase","Saturation_UpperSat","Saturation_LowerSat","Step2_Time","Step2_Y0","Step2_YFinal","SineWave11_Amp","SineWave11_Bias","SineWave11_Freq","SineWave11_Phase","Step3_Time","Step3_Y0","Step3_YFinal","Constant_Value","SineWave12_Amp","SineWave12_Bias","SineWave12_Freq","SineWave12_Phase","FixPtSwitch_Threshold"
5.6,-2.262533276,-4.262533276,-0.7625332757,-0.5967937143,1,-2.5,-12,-0.5,-0.3,-3.804226065,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
5.7,-2.101371085,-4.101371085,-0.6013710852,-0.5350591891,1,-2,-12,-0.5,-0.3,-3.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
5.8,-1.929204359,-3.929204359,-0.4292043588,-0.5177546822,1,-2,-12,-0.5,-0.3,-2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
5.9,-1.74775333,-3.74775333,-0.2477533297,-0.5314414336,1,-1.5,-12,-0.5,-0.3,-1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
6,-1.558830996,-3.558830996,-0.0588309964,-0.5588309964,1,-1,-12,-0.5,-2.939152318e-015,-2.939152318e-015,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
6.1,-1.364325009,-3.364325009,0,-0.5806369046,1,-0.5,-12,-0.5,0.3,1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
6.2,-1.166178806,-3.166178806,0,-0.5776284822,1,-0.5,-12,-0.3323576113,0.3,2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
6.3,1.033627801,3.033627801,0,0.02858363082,1,0,-12,0.06725560194,0.3,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
6.4,1.23309841,3.23309841,0,0.1981336482,1,0.5,-12,0.4661968194,0.3,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
6.5,1.430239976,3.430239976,0,0.3657039797,1,1,12,0.5,0.3,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
6.6,1.623082727,3.623082727,0.123082727,0.529620318,1,1,12,0.5,0.3,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
6.7,1.809699841,3.809699841,0.3096998412,0.688244865,1,1.5,12,0.5,0.3,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
6.8,1.988226702,3.988226702,0.4882267023,0.8399926969,1,2,12,0.5,0.3,2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
6.9,2.156879529,4.156879529,0.6568795288,0.9833475995,1,2.5,12,0.5,0.3,1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
7,2.313973197,4.313973197,0.8139731974,1.116877218,1,2.5,12,0.5,3.429011038e-015,3.429011038e-015,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
7.1,2.45793808,4.45793808,0.9579380803,1.239247368,1,3,12,0.5,-0.3,-1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
7.2,2.587335728,4.587335728,1.087335728,1.349235369,1,3,12,0.5,-0.3,-2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
7.3,2.700873241,4.700873241,1.200873241,1.445742255,1,3.5,12,0.5,-0.3,-3.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
7.4,2.797416192,4.797416192,1.297416192,1.527803763,1,3.5,12,0.5,-0.3,-3.804226065,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
7.5,2.875999954,4.875999954,1.375999954,1.594599961,1,4,12,0.5,-0.3,-4,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
7.6,2.935839344,4.935839344,1.435839344,1.645463442,1,4,12,0.5,-0.3,-3.804226065,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
7.7,2.976336468,4.976336468,1.476336468,1.679885998,1,4,12,0.5,-0.3,-3.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
7.8,2.997086691,4.997086691,1.497086691,1.697523687,1,4,12,0.5,-0.3,-2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
7.9,2.997882684,4.997882684,1.497882684,1.698200281,1,4,12,0.5,-0.3,-1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
8,2.978716493,4.978716493,1.478716493,1.681909019,1,4,12,0.5,-3.918869757e-015,-3.918869757e-015,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
8.1,2.939779622,4.939779622,1.439779622,1.648812678,1,4,12,0.5,0.3,1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
8.2,2.881461113,4.881461113,1.381461113,1.599241946,1,4,12,0.5,0.3,2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
8.3,2.804343668,4.804343668,1.304343668,1.533692117,1,3.5,12,0.5,0.3,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
8.4,2.709197816,4.709197816,1.209197816,1.452818144,1,3.5,12,0.5,0.3,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
8.5,2.596974225,4.596974225,1.096974225,1.357428091,1,3,12,0.5,0.3,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
8.6,2.468794196,4.468794196,0.9687941957,1.248475066,1,3,12,0.5,0.3,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
8.7,2.32593846,4.32593846,0.8259384602,1.127047691,1,2.5,12,0.5,0.3,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
8.8,2.169834386,4.169834386,0.6698343858,0.9943592279,1,2.5,12,0.5,0.3,2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
8.9,2.002041713,4.002041713,0.5020417129,0.851735456,1,2,12,0.5,0.3,1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
9,1.82423697,3.82423697,0.3242369705,0.7006014249,1,1.5,12,0.5,4.408728477e-015,4.408728477e-015,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
9.1,1.638196725,3.638196725,0.1381967247,0.542467216,1,1.5,12,0.5,-0.3,-1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
9.2,1.445779828,3.445779828,0,0.378912854,1,1,12,0.5,-0.3,-2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
9.3,1.248908847,3.248908847,0,0.21157252,1,0.5,12,0.497817694,-0.3,-3.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
9.4,1.049550851,3.049550851,0,0.04211822327,1,0,12,0.09910170181,-0.3,-3.804226065,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
9.5,-1.150302241,-3.150302241,0,0,1,-0.5,12,-0.3006044818,-0.3,-4,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
9.6,-1.348653562,-3.348653562,0,0,1,-0.5,-12,-0.5,-0.3,-3.804226065,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
9.7,-1.543521253,-3.543521253,-0.04352125282,0,1,-1,-12,-0.5,-0.3,-3.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
9.8,-1.732958259,-3.732958259,-0.2329582585,-0.3215085819,1,-1.5,-12,-0.5,-0.3,-2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
9.9,-1.915071788,-3.915071788,-0.4150717876,-0.6987598915,1,-2,-12,-0.5,-0.3,-1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
10,-2.088042222,-4.088042222,-0.5880422218,-1.088042222,1,-2,-12,-0.5,-4.898587197e-015,-4.898587197e-015,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
