"time","Input_value","TempInput_value"
1.087,25,25.7282
1.088,25,25.7282
1.089,25,25.7282
1.09,25,25.7282
1.091,25,25.7282
1.092,25,25.7282
1.093,25,25.7282
1.094,25,25.7282
1.095,25,25.7282
1.096,25,25.7282
1.097,25,25.7282
1.098,25,25.7282
1.099,25,25.7282
1.1,25,25.7282
1.101,25,25.7282
1.102,25,25.7282
1.103,25,25.7282
1.104,25,25.7282
1.105,25,25.7282
1.106,25,25.7282
1.107,25,25.7282
1.108,25,25.6996
1.109,25,25.6996
1.11,25,25.6996
1.111,25,25.6996
1.112,25,25.6996
1.113,25,25.6996
1.114,25,25.6996
1.115,25,25.6996
1.116,25,25.6996
1.117,25,25.6996
1.118,25,25.6996
1.119,25,25.6996
1.12,25,25.6996
1.121,25,25.6996
1.122,25,25.6996
1.123,25,25.6996
1.124,25,25.6996
1.125,25,25.6996
1.126,25,25.6996
1.127,25,25.6996
1.128,25,25.6996
1.129,25,25.6996
1.13,25,25.6996
1.131,25,25.6996
1.132,25,25.6996
1.133,25,25.6996
1.134,25,25.6996
1.135,25,25.6996
1.136,25,25.6996
1.137,25,25.6996
1.138,25,25.6996
1.139,25,25.6996
1.14,25,25.6996
1.141,25,25.6996
1.142,25,25.6996
1.143,25,25.6996
1.144,25,25.6996
1.145,25,25.6996
1.146,25,25.6996
1.147,25,25.6996
1.148,25,25.6996
1.149,25,25.6996
1.15,25,25.6996
1.151,25,25.6996
1.152,25,25.6996
1.153,25,25.6996
1.154,25,25.6712
1.155,25,25.6712
1.156,25,25.6712
1.157,25,25.6712
1.158,25,25.6712
1.159,25,25.6712
1.16,25,25.6712
1.161,25,25.6712
1.162,25,25.6712
1.163,25,25.6712
1.164,25,25.6712
1.165,25,25.6712
1.166,25,25.6712
1.167,25,25.6712
1.168,25,25.6712
1.169,25,25.6712
1.17,25,25.6712
1.171,25,25.6712
1.172,25,25.6712
1.173,25,25.6712
1.174,25,25.6712
1.175,25,25.6712
1.176,25,25.6712
1.177,25,25.6712
1.178,25,25.6712
1.179,25,25.6712
1.18,25,25.6712
1.181,25,25.6712
1.182,25,25.6712
1.183,25,25.6712
1.184,25,25.6712
1.185,25,25.6712
1.186,25,25.6712
1.187,25,25.6712
1.188,25,25.6712
1.189,25,25.6712
1.19,25,25.6712
1.191,25,25.6712
1.192,25,25.6712
1.193,25,25.6712
1.194,25,25.6712
1.195,25,25.6712
1.196,25,25.6712
1.197,25,25.6712
1.198,25,25.6712
1.199,25,25.6712
1.2,25,25.6712
1.201,25,25.6429
1.202,25,25.6429
1.203,25,25.6429
1.204,25,25.6429
1.205,25,25.6429
1.206,25,25.6429
1.207,25,25.6429
1.208,25,25.6429
1.209,25,25.6429
1.21,25,25.6429
1.211,25,25.6429
1.212,25,25.6429
1.213,25,25.6429
1.214,25,25.6429
1.215,25,25.6429
1.216,25,25.6429
1.217,25,25.6429
1.218,25,25.6429
1.219,25,25.6429
1.22,25,25.6429
1.221,25,25.6429
1.222,25,25.6429
1.223,25,25.6429
1.224,25,25.6429
1.225,25,25.6429
1.226,25,25.6429
1.227,25,25.6429
1.228,25,25.6429
1.229,25,25.6429
1.23,25,25.6429
1.231,25,25.6429
1.232,25,25.6429
1.233,25,25.6429
1.234,25,25.6429
1.235,25,25.6429
1.236,25,25.6429
1.237,25,25.6429
1.238,25,25.6429
1.239,25,25.6429
1.24,25,25.6429
1.241,25,25.6429
1.242,25,25.6429
1.243,25,25.6429
1.244,25,25.6429
1.245,25,25.6429
1.246,25,25.6429
1.247,25,25.6429
1.248,25,25.6429
1.249,25,25.6429
1.25,25,25.6429
1.251,25,25.6429
1.252,25,25.6429
1.253,25,25.6429
1.254,25,25.6429
1.255,25,25.6429
1.256,25,25.6429
1.257,25,25.6429
1.258,25,25.6429
1.259,25,25.6429
1.26,25,25.6429
1.261,25,25.6429
1.262,25,25.6429
1.263,25,25.6429
1.264,25,25.6148
1.265,25,25.6148
1.266,25,25.6148
1.267,25,25.6148
1.268,25,25.6148
1.269,25,25.6148
1.27,25,25.6148
1.271,25,25.6148
1.272,25,25.6148
1.273,25,25.6148
