"time","'volume@INJ01'","'q@INJ01'"
0.001616,-2.62318e-013,-9.83549e-009
0.001616,-2.64941e-013,-9.83499e-009
0.001632,-2.64941e-013,-9.83499e-009
0.001632,-2.67563e-013,-9.83453e-009
0.001648,-2.67563e-013,-9.83453e-009
0.001648,-2.70186e-013,-9.83409e-009
0.001664,-2.70186e-013,-9.83409e-009
0.001664,-2.72808e-013,-9.8337e-009
0.00168,-2.72808e-013,-9.8337e-009
0.00168,-2.7543e-013,-9.83339e-009
0.001696,-2.7543e-013,-9.83339e-009
0.001696,-2.78053e-013,-9.83317e-009
0.001712,-2.78053e-013,-9.83317e-009
0.001712,-2.80675e-013,-9.83301e-009
0.001728,-2.80675e-013,-9.83301e-009
0.001728,-2.83297e-013,-9.83294e-009
0.001744,-2.83297e-013,-9.83294e-009
0.001744,-2.85919e-013,-9.83294e-009
0.00176,-2.85919e-013,-9.83294e-009
0.00176,-2.88541e-013,-9.833e-009
0.001776,-2.88541e-013,-9.833e-009
0.001776,-2.91163e-013,-9.83313e-009
0.001792,-2.91163e-013,-9.83313e-009
0.001792,-2.93785e-013,-9.83331e-009
0.001808,-2.93785e-013,-9.83331e-009
0.001808,-2.96408e-013,-9.83352e-009
0.001824,-2.96408e-013,-9.83352e-009
0.001824,-2.9903e-013,-9.83372e-009
0.00184,-2.9903e-013,-9.83372e-009
0.00184,-3.01652e-013,-9.83392e-009
0.001856,-3.01652e-013,-9.83392e-009
0.001856,-3.04275e-013,-9.83411e-009
0.001872,-3.04275e-013,-9.83411e-009
0.001872,-3.06897e-013,-9.83425e-009
0.001888,-3.06897e-013,-9.83425e-009
0.001888,-3.0952e-013,-9.83435e-009
0.001904,-3.0952e-013,-9.83435e-009
0.001904,-3.12142e-013,-9.8344e-009
0.00192,-3.12142e-013,-9.8344e-009
0.00192,-3.14765e-013,-9.83439e-009
0.001936,-3.14765e-013,-9.83439e-009
0.001936,-3.17387e-013,-9.8343e-009
0.001952,-3.17387e-013,-9.8343e-009
0.001952,-3.2001e-013,-9.83417e-009
0.001968,-3.2001e-013,-9.83417e-009
0.001968,-3.22632e-013,-9.83398e-009
0.001984,-3.22632e-013,-9.83398e-009
0.001984,-3.25254e-013,-9.83375e-009
0.002,-3.25254e-013,-9.83375e-009
0.002,-3.27877e-013,-9.83347e-009
0.002016,-3.27877e-013,-9.83347e-009
0.002016,-3.30499e-013,-9.83317e-009
0.002032,-3.30499e-013,-9.83317e-009
0.002032,-3.33121e-013,-9.83288e-009
0.002048,-3.33121e-013,-9.83288e-009
0.002048,-3.35743e-013,-9.83258e-009
0.002064,-3.35743e-013,-9.83258e-009
0.002064,-3.38365e-013,-9.83231e-009
0.00208,-3.38365e-013,-9.83231e-009
0.00208,-3.40987e-013,-9.83205e-009
0.002096,-3.40987e-013,-9.83205e-009
0.002096,-3.43609e-013,-9.83185e-009
0.002112,-3.43609e-013,-9.83185e-009
0.002112,-3.46231e-013,-9.83168e-009
0.002128,-3.46231e-013,-9.83168e-009
0.002128,-3.48852e-013,-9.83155e-009
0.002144,-3.48852e-013,-9.83155e-009
0.002144,-3.51474e-013,-9.83146e-009
0.00216,-3.51474e-013,-9.83146e-009
0.00216,-3.54096e-013,-9.83141e-009
0.002176,-3.54096e-013,-9.83141e-009
0.002176,-3.56718e-013,-9.83139e-009
0.002192,-3.56718e-013,-9.83139e-009
0.002192,-3.59339e-013,-9.83139e-009
0.002208,-3.59339e-013,-9.83139e-009
0.002208,-3.61961e-013,-9.8314e-009
0.002224,-3.61961e-013,-9.8314e-009
0.002224,-3.64583e-013,-9.83141e-009
0.00224,-3.64583e-013,-9.83141e-009
0.00224,-3.67204e-013,-9.83139e-009
0.002256,-3.67204e-013,-9.83139e-009
0.002256,-3.69826e-013,-9.83134e-009
0.002272,-3.69826e-013,-9.83134e-009
0.002272,-3.72448e-013,-9.83125e-009
0.002288,-3.72448e-013,-9.83125e-009
0.002288,-3.75069e-013,-9.83111e-009
0.002304,-3.75069e-013,-9.83111e-009
0.002304,-3.77691e-013,-9.83091e-009
0.00232,-3.77691e-013,-9.83091e-009
0.00232,-3.80313e-013,-9.83065e-009
0.002336,-3.80313e-013,-9.83065e-009
0.002336,-3.82934e-013,-9.83034e-009
0.002352,-3.82934e-013,-9.83034e-009
0.002352,-3.85555e-013,-9.82998e-009
0.002368,-3.85555e-013,-9.82998e-009
0.002368,-3.88177e-013,-9.82956e-009
0.002384,-3.88177e-013,-9.82956e-009
0.002384,-3.90798e-013,-9.82912e-009
0.0024,-3.90798e-013,-9.82912e-009
0.0024,-3.93419e-013,-9.82866e-009
0.002416,-3.93419e-013,-9.82866e-009
0.002416,-3.9604e-013,-9.82818e-009
0.002432,-3.9604e-013,-9.82818e-009
0.002432,-3.98661e-013,-9.82773e-009
0.002448,-3.98661e-013,-9.82773e-009
0.002448,-4.01281e-013,-9.82731e-009
0.002464,-4.01281e-013,-9.82731e-009
0.002464,-4.03902e-013,-9.82693e-009
0.00248,-4.03902e-013,-9.82693e-009
0.00248,-4.06522e-013,-9.82662e-009
0.002496,-4.06522e-013,-9.82662e-009
0.002496,-4.09143e-013,-9.82639e-009
0.002512,-4.09143e-013,-9.82639e-009
0.002512,-4.11763e-013,-9.82627e-009
0.002528,-4.11763e-013,-9.82627e-009
0.002528,-4.14383e-013,-9.82623e-009
0.002544,-4.14383e-013,-9.82623e-009
0.002544,-4.17004e-013,-9.82631e-009
0.00256,-4.17004e-013,-9.82631e-009
0.00256,-4.19624e-013,-9.8265e-009
0.002576,-4.19624e-013,-9.8265e-009
0.002576,-4.22245e-013,-9.82681e-009
0.002592,-4.22245e-013,-9.82681e-009
0.002592,-4.24865e-013,-9.82723e-009
0.002608,-4.24865e-013,-9.82723e-009
0.002608,-4.27486e-013,-9.82775e-009
0.002624,-4.27486e-013,-9.82775e-009
0.002624,-4.30107e-013,-9.82838e-009
0.00264,-4.30107e-013,-9.82838e-009
0.00264,-4.32728e-013,-9.82909e-009
0.002656,-4.32728e-013,-9.82909e-009
0.002656,-4.35349e-013,-9.82987e-009
0.002672,-4.35349e-013,-9.82987e-009
0.002672,-4.3797e-013,-9.83071e-009
0.002688,-4.3797e-013,-9.83071e-009
0.002688,-4.40592e-013,-9.8316e-009
0.002704,-4.40592e-013,-9.8316e-009
0.002704,-4.43214e-013,-9.83253e-009
0.00272,-4.43214e-013,-9.83253e-009
0.00272,-4.45836e-013,-9.83347e-009
0.002736,-4.45836e-013,-9.83347e-009
0.002736,-4.48458e-013,-9.83442e-009
0.002752,-4.48458e-013,-9.83442e-009
0.002752,-4.51081e-013,-9.83538e-009
0.002768,-4.51081e-013,-9.83538e-009
0.002768,-4.53704e-013,-9.83632e-009
0.002784,-4.53704e-013,-9.83632e-009
0.002784,-4.56327e-013,-9.83723e-009
0.0028,-4.56327e-013,-9.83723e-009
0.0028,-4.5895e-013,-9.83811e-009
0.002816,-4.5895e-013,-9.83811e-009
0.002816,-4.61574e-013,-9.83896e-009
0.002832,-4.61574e-013,-9.83896e-009
0.002832,-4.64198e-013,-9.83975e-009
0.002848,-4.64198e-013,-9.83975e-009
0.002848,-4.66822e-013,-9.84051e-009
0.002864,-4.66822e-013,-9.84051e-009
0.002864,-4.69446e-013,-9.8412e-009
0.00288,-4.69446e-013,-9.8412e-009
0.00288,-4.7207e-013,-9.84183e-009
0.002896,-4.7207e-013,-9.84183e-009
0.002896,-4.74695e-013,-9.84239e-009
0.002912,-4.74695e-013,-9.84239e-009
0.002912,-4.7732e-013,-9.84288e-009
0.002928,-4.7732e-013,-9.84288e-009
0.002928,-4.79945e-013,-9.84331e-009
0.002944,-4.79945e-013,-9.84331e-009
0.002944,-4.82569e-013,-9.84364e-009
0.00296,-4.82569e-013,-9.84364e-009
0.00296,-4.85194e-013,-9.8439e-009
0.002976,-4.85194e-013,-9.8439e-009
0.002976,-4.8782e-013,-9.84407e-009
0.002992,-4.8782e-013,-9.84407e-009
0.002992,-4.90445e-013,-9.84415e-009
0.003008,-4.90445e-013,-9.84415e-009
0.003008,-4.9307e-013,-9.84414e-009
0.003024,-4.9307e-013,-9.84414e-009
0.003024,-4.95695e-013,-9.84405e-009
0.00304,-4.95695e-013,-9.84405e-009
0.00304,-4.9832e-013,-9.84389e-009
0.003056,-4.9832e-013,-9.84389e-009
0.003056,-5.00945e-013,-9.84364e-009
0.003072,-5.00945e-013,-9.84364e-009
0.003072,-5.0357e-013,-9.84331e-009
0.003088,-5.0357e-013,-9.84331e-009
0.003088,-5.06195e-013,-9.84294e-009
0.003104,-5.06195e-013,-9.84294e-009
0.003104,-5.08819e-013,-9.84253e-009
0.00312,-5.08819e-013,-9.84253e-009
0.00312,-5.11444e-013,-9.84209e-009
0.003136,-5.11444e-013,-9.84209e-009
0.003136,-5.14068e-013,-9.84162e-009
0.003152,-5.14068e-013,-9.84162e-009
0.003152,-5.16693e-013,-9.84116e-009
0.003168,-5.16693e-013,-9.84116e-009
0.003168,-5.19317e-013,-9.84072e-009
0.003184,-5.19317e-013,-9.84072e-009
0.003184,-5.21941e-013,-9.8403e-009
0.0032,-5.21941e-013,-9.8403e-009
0.0032,-5.24565e-013,-9.8399e-009
0.003216,-5.24565e-013,-9.8399e-009
0.003216,-5.27189e-013,-9.83964e-009
0.003232,-5.27189e-013,-9.83964e-009
0.003232,-5.29813e-013,-9.83939e-009
0.003248,-5.29813e-013,-9.83939e-009
0.003248,-5.32437e-013,-9.83924e-009
0.003264,-5.32437e-013,-9.83924e-009
0.003264,-5.35061e-013,-9.83914e-009
0.00328,-5.35061e-013,-9.83914e-009
0.00328,-5.37684e-013,-9.83914e-009
0.003296,-5.37684e-013,-9.83914e-009
0.003296,-5.40308e-013,-9.83921e-009
0.003312,-5.40308e-013,-9.83921e-009
0.003312,-5.42932e-013,-9.83935e-009
0.003328,-5.42932e-013,-9.83935e-009
0.003328,-5.45556e-013,-9.83953e-009
0.003344,-5.45556e-013,-9.83953e-009
0.003344,-5.4818e-013,-9.83976e-009
0.00336,-5.4818e-013,-9.83976e-009
0.00336,-5.50804e-013,-9.84002e-009
0.003376,-5.50804e-013,-9.84002e-009
0.003376,-5.53428e-013,-9.84029e-009
0.003392,-5.53428e-013,-9.84029e-009
0.003392,-5.56052e-013,-9.84053e-009
0.003408,-5.56052e-013,-9.84053e-009
0.003408,-5.58676e-013,-9.84076e-009
0.003424,-5.58676e-013,-9.84076e-009
0.003424,-5.613e-013,-9.84094e-009
0.00344,-5.613e-013,-9.84094e-009
0.00344,-5.63925e-013,-9.84107e-009
0.003456,-5.63925e-013,-9.84107e-009
0.003456,-5.66549e-013,-9.8411e-009
0.003472,-5.66549e-013,-9.8411e-009
0.003472,-5.69173e-013,-9.84108e-009
0.003488,-5.69173e-013,-9.84108e-009
0.003488,-5.71797e-013,-9.84095e-009
0.003504,-5.71797e-013,-9.84095e-009
0.003504,-5.74422e-013,-9.84074e-009
0.00352,-5.74422e-013,-9.84074e-009
0.00352,-5.77046e-013,-9.84044e-009
0.003536,-5.77046e-013,-9.84044e-009
0.003536,-5.7967e-013,-9.84008e-009
0.003552,-5.7967e-013,-9.84008e-009
0.003552,-5.82294e-013,-9.83965e-009
0.003568,-5.82294e-013,-9.83965e-009
0.003568,-5.84918e-013,-9.83917e-009
0.003584,-5.84918e-013,-9.83917e-009
0.003584,-5.87541e-013,-9.83865e-009
0.0036,-5.87541e-013,-9.83865e-009
0.0036,-5.90165e-013,-9.83812e-009
0.003616,-5.90165e-013,-9.83812e-009
0.003616,-5.92788e-013,-9.8376e-009
0.003632,-5.92788e-013,-9.8376e-009
0.003632,-5.95412e-013,-9.8371e-009
0.003648,-5.95412e-013,-9.8371e-009
0.003648,-5.98035e-013,-9.83664e-009
0.003664,-5.98035e-013,-9.83664e-009
0.003664,-6.00658e-013,-9.83625e-009
0.00368,-6.00658e-013,-9.83625e-009
0.00368,-6.03281e-013,-9.83592e-009
0.003696,-6.03281e-013,-9.83592e-009
0.003696,-6.05904e-013,-9.83568e-009
0.003712,-6.05904e-013,-9.83568e-009
0.003712,-6.08527e-013,-9.83553e-009
0.003728,-6.08527e-013,-9.83553e-009
0.003728,-6.11149e-013,-9.83546e-009
0.003744,-6.11149e-013,-9.83546e-009
0.003744,-6.13772e-013,-9.8355e-009
0.00376,-6.13772e-013,-9.8355e-009
0.00376,-6.16395e-013,-9.83553e-009
0.003776,-6.16395e-013,-9.83553e-009
0.003776,-6.19018e-013,-9.8358e-009
0.003792,-6.19018e-013,-9.8358e-009
0.003792,-6.21641e-013,-9.83604e-009
0.003808,-6.21641e-013,-9.83604e-009
0.003808,-6.24264e-013,-9.83634e-009
0.003824,-6.24264e-013,-9.83634e-009
0.003824,-6.26887e-013,-9.83665e-009
0.00384,-6.26887e-013,-9.83665e-009
0.00384,-6.2951e-013,-9.83697e-009
0.003856,-6.2951e-013,-9.83697e-009
0.003856,-6.32133e-013,-9.83729e-009
0.003872,-6.32133e-013,-9.83729e-009
0.003872,-6.34757e-013,-9.83758e-009
0.003888,-6.34757e-013,-9.83758e-009
0.003888,-6.3738e-013,-9.83782e-009
0.003904,-6.3738e-013,-9.83782e-009
0.003904,-6.40003e-013,-9.83801e-009
0.00392,-6.40003e-013,-9.83801e-009
0.00392,-6.42627e-013,-9.83814e-009
0.003936,-6.42627e-013,-9.83814e-009
0.003936,-6.4525e-013,-9.83818e-009
0.003952,-6.4525e-013,-9.83818e-009
0.003952,-6.47874e-013,-9.83816e-009
0.003968,-6.47874e-013,-9.83816e-009
0.003968,-6.50497e-013,-9.83806e-009
0.003984,-6.50497e-013,-9.83806e-009
0.003984,-6.53121e-013,-9.83789e-009
0.004,-6.53121e-013,-9.83789e-009
0.004,-6.55744e-013,-9.83764e-009
0.004016,-6.55744e-013,-9.83764e-009
0.004016,-6.58368e-013,-9.83734e-009
0.004032,-6.58368e-013,-9.83734e-009
0.004032,-6.60991e-013,-9.83699e-009
0.004048,-6.60991e-013,-9.83699e-009
0.004048,-6.63614e-013,-9.83661e-009
0.004064,-6.63614e-013,-9.83661e-009
0.004064,-6.66237e-013,-9.8362e-009
0.00408,-6.66237e-013,-9.8362e-009
0.00408,-6.6886e-013,-9.83577e-009
0.004096,-6.6886e-013,-9.83577e-009
0.004096,-6.71483e-013,-9.83534e-009
0.004112,-6.71483e-013,-9.83534e-009
0.004112,-6.74105e-013,-9.83491e-009
0.004128,-6.74105e-013,-9.83491e-009
0.004128,-6.76728e-013,-9.83449e-009
0.004144,-6.76728e-013,-9.83449e-009
0.004144,-6.79351e-013,-9.83409e-009
0.00416,-6.79351e-013,-9.83409e-009
0.00416,-6.81973e-013,-9.8337e-009
0.004176,-6.81973e-013,-9.8337e-009
0.004176,-6.84595e-013,-9.83334e-009
0.004192,-6.84595e-013,-9.83334e-009
0.004192,-6.87217e-013,-9.83299e-009
0.004208,-6.87217e-013,-9.83299e-009
0.004208,-6.89839e-013,-9.83265e-009
0.004224,-6.89839e-013,-9.83265e-009
0.004224,-6.92461e-013,-9.83234e-009
0.00424,-6.92461e-013,-9.83234e-009
0.00424,-6.95083e-013,-9.83199e-009
0.004256,-6.95083e-013,-9.83199e-009
0.004256,-6.97705e-013,-9.83165e-009
0.004272,-6.97705e-013,-9.83165e-009
0.004272,-7.00327e-013,-9.8313e-009
0.004288,-7.00327e-013,-9.8313e-009
0.004288,-7.02948e-013,-9.83092e-009
0.004304,-7.02948e-013,-9.83092e-009
0.004304,-7.0557e-013,-9.83051e-009
0.00432,-7.0557e-013,-9.83051e-009
0.00432,-7.08191e-013,-9.83009e-009
0.004336,-7.08191e-013,-9.83009e-009
0.004336,-7.10813e-013,-9.82961e-009
0.004352,-7.10813e-013,-9.82961e-009
0.004352,-7.13434e-013,-9.82911e-009
0.004368,-7.13434e-013,-9.82911e-009
0.004368,-7.16055e-013,-9.82858e-009
0.004384,-7.16055e-013,-9.82858e-009
0.004384,-7.18676e-013,-9.82804e-009
0.0044,-7.18676e-013,-9.82804e-009
0.0044,-7.21297e-013,-9.82747e-009
0.004416,-7.21297e-013,-9.82747e-009
0.004416,-7.23917e-013,-9.82691e-009
0.004432,-7.23917e-013,-9.82691e-009
0.004432,-7.26538e-013,-9.82636e-009
0.004448,-7.26538e-013,-9.82636e-009
0.004448,-7.29158e-013,-9.82583e-009
0.004464,-7.29158e-013,-9.82583e-009
0.004464,-7.31778e-013,-9.82536e-009
0.00448,-7.31778e-013,-9.82536e-009
0.00448,-7.34398e-013,-9.82494e-009
0.004496,-7.34398e-013,-9.82494e-009
0.004496,-7.37018e-013,-9.82459e-009
0.004512,-7.37018e-013,-9.82459e-009
0.004512,-7.39638e-013,-9.82435e-009
0.004528,-7.39638e-013,-9.82435e-009
0.004528,-7.42258e-013,-9.8242e-009
0.004544,-7.42258e-013,-9.8242e-009
0.004544,-7.44877e-013,-9.82417e-009
0.00456,-7.44877e-013,-9.82417e-009
0.00456,-7.47497e-013,-9.82426e-009
0.004576,-7.47497e-013,-9.82426e-009
0.004576,-7.50117e-013,-9.82449e-009
0.004592,-7.50117e-013,-9.82449e-009
0.004592,-7.52737e-013,-9.82484e-009
0.004608,-7.52737e-013,-9.82484e-009
0.004608,-7.55357e-013,-9.82532e-009
0.004624,-7.55357e-013,-9.82532e-009
0.004624,-7.57977e-013,-9.8259e-009
0.00464,-7.57977e-013,-9.8259e-009
0.00464,-7.60597e-013,-9.82662e-009
0.004656,-7.60597e-013,-9.82662e-009
0.004656,-7.63218e-013,-9.82743e-009
0.004672,-7.63218e-013,-9.82743e-009
0.004672,-7.65839e-013,-9.82831e-009
0.004688,-7.65839e-013,-9.82831e-009
0.004688,-7.6846e-013,-9.82926e-009
0.004704,-7.6846e-013,-9.82926e-009
0.004704,-7.71081e-013,-9.83024e-009
0.00472,-7.71081e-013,-9.83024e-009
0.00472,-7.73703e-013,-9.83125e-009
0.004736,-7.73703e-013,-9.83125e-009
0.004736,-7.76324e-013,-9.83226e-009
0.004752,-7.76324e-013,-9.83226e-009
0.004752,-7.78946e-013,-9.83323e-009
0.004768,-7.78946e-013,-9.83323e-009
0.004768,-7.81569e-013,-9.83418e-009
0.004784,-7.81569e-013,-9.83418e-009
0.004784,-7.84191e-013,-9.83506e-009
0.0048,-7.84191e-013,-9.83506e-009
0.0048,-7.86814e-013,-9.83586e-009
0.004816,-7.86814e-013,-9.83586e-009
0.004816,-7.89437e-013,-9.83658e-009
0.004832,-7.89437e-013,-9.83658e-009
0.004832,-7.9206e-013,-9.83719e-009
0.004848,-7.9206e-013,-9.83719e-009
0.004848,-7.94684e-013,-9.8377e-009
