"time","headlight","on_counter","off_counter","on_counter_byType","off_counter_byType","light_switch_old_byType"
2.6,0,0,0,0,0,2
2.62,0,0,0,0,0,2
2.64,0,0,0,0,0,2
2.66,0,0,0,0,0,2
2.68,0,0,0,0,0,2
2.7,0,0,0,0,0,2
2.72,0,0,0,0,0,2
2.74,0,0,0,0,0,2
2.76,0,0,0,0,0,2
2.78,0,0,0,0,0,2
2.8,0,0,0,0,0,2
2.82,0,0,0,0,0,2
2.84,0,0,0,0,0,2
2.86,0,0,0,0,0,2
2.88,0,0,0,0,0,2
2.9,0,0,0,0,0,2
2.92,0,0,0,0,0,2
2.94,0,0,0,0,0,2
2.96,0,0,0,0,0,2
2.98,0,0,0,0,0,2
3,0,0,0,0,0,2
3.02,0,0,0,0,0,2
3.04,0,0,0,0,0,2
3.06,0,0,0,0,0,2
3.08,0,0,0,0,0,2
3.1,0,0,0,0,0,2
3.12,0,0,0,0,0,2
3.14,0,0,0,0,0,2
3.16,0,0,0,0,0,2
3.18,0,0,0,0,0,2
3.2,0,0,0,0,0,2
3.22,0,0,0,0,0,2
3.24,0,0,0,0,0,2
3.26,0,0,0,0,0,2
3.28,0,0,0,0,0,2
3.3,0,0,0,0,0,2
3.32,0,0,0,0,0,2
3.34,0,0,0,0,0,2
3.36,0,0,0,0,0,2
3.38,0,0,0,0,0,2
3.4,0,0,0,0,0,2
3.42,0,0,0,0,0,2
3.44,0,0,0,0,0,2
3.46,0,0,0,0,0,2
3.48,0,0,0,0,0,2
3.5,0,0,0,0,0,2
3.52,0,0,0,0,0,2
3.54,0,0,0,0,0,2
3.56,0,0,0,0,0,2
3.58,0,0,0,0,0,2
3.6,0,0,0,0,0,2
3.62,0,0,0,0,0,2
3.64,0,0,0,0,0,2
3.66,0,0,0,0,0,2
3.68,0,1,0,1,0,2
3.7,0,3,0,3,0,2
3.72,0,5,0,5,0,2
3.74,0,7,0,7,0,2
3.76,0,9,0,9,0,2
3.78,0,11,0,11,0,2
3.8,0,13,0,13,0,2
3.82,0,15,0,15,0,2
3.84,0,17,0,17,0,2
3.86,0,19,0,19,0,2
3.88,0,21,0,21,0,2
3.9,0,23,0,23,0,2
3.92,0,25,0,25,0,2
3.94,0,27,0,27,0,2
3.96,0,29,0,29,0,2
3.98,0,31,0,31,0,2
4,0,33,0,33,0,2
4.02,0,35,0,35,0,2
4.04,0,37,0,37,0,2
4.06,0,39,0,39,0,2
4.08,0,41,0,41,0,2
4.1,0,43,0,43,0,2
4.12,0,45,0,45,0,2
4.14,0,47,0,47,0,2
4.16,0,49,0,49,0,2
4.18,0,51,0,51,0,2
4.2,0,53,0,53,0,2
4.22,0,55,0,55,0,2
4.24,0,57,0,57,0,2
4.26,0,59,0,59,0,2
4.28,0,61,0,61,0,2
4.3,0,63,0,63,0,2
4.32,0,65,0,65,0,2
4.34,0,67,0,67,0,2
4.36,0,69,0,69,0,2
4.38,1,0,0,0,0,2
4.4,1,0,0,0,0,2
4.42,1,0,0,0,0,2
4.44,1,0,0,0,0,2
4.46,1,0,0,0,0,2
4.48,1,0,0,0,0,2
4.5,1,0,0,0,0,2
4.52,1,0,0,0,0,2
4.54,1,0,0,0,0,2
4.56,1,0,0,0,0,2
4.58,1,0,0,0,0,2
4.6,1,0,0,0,0,2
4.62,1,0,0,0,0,2
4.64,1,0,0,0,0,2
4.66,1,0,0,0,0,2
4.68,1,0,0,0,0,2
4.7,1,0,0,0,0,2
4.72,1,0,0,0,0,2
4.74,1,0,0,0,0,2
4.76,1,0,0,0,0,2
4.78,1,0,0,0,0,2
4.8,1,0,0,0,0,2
4.82,1,0,0,0,0,2
4.84,1,0,0,0,0,2
4.86,1,0,0,0,0,2
4.88,1,0,0,0,0,2
4.9,1,0,0,0,0,2
4.92,1,0,0,0,0,2
4.94,1,0,0,0,0,2
4.96,1,0,0,0,0,2
4.98,1,0,0,0,0,2
5,1,0,0,0,0,2
5.02,1,0,0,0,0,2
5.04,1,0,0,0,0,2
5.06,1,0,0,0,0,2
5.08,1,0,0,0,0,2
5.1,1,0,0,0,0,2
5.12,1,0,0,0,0,2
5.14,1,0,0,0,0,2
5.16,1,0,0,0,0,2
5.18,1,0,0,0,0,2
5.2,1,0,0,0,0,2
5.22,1,0,0,0,0,2
5.24,1,0,0,0,0,2
5.26,1,0,0,0,0,2
5.28,1,0,0,0,0,2
5.3,1,0,0,0,0,2
5.32,1,0,0,0,0,2
5.34,1,0,0,0,0,2
5.36,1,0,0,0,0,2
5.38,1,0,0,0,0,2
5.4,1,0,0,0,0,2
5.42,1,0,0,0,0,2
5.44,1,0,0,0,0,2
5.46,1,0,0,0,0,2
5.48,1,0,0,0,0,2
5.5,1,0,0,0,0,2
5.52,1,0,0,0,0,2
5.54,1,0,0,0,0,2
5.56,1,0,0,0,0,2
5.58,1,0,0,0,0,2
5.6,1,0,0,0,0,2
5.62,1,0,0,0,0,2
5.64,1,0,0,0,0,2
5.66,1,0,0,0,0,2
5.68,1,0,0,0,0,2
5.7,1,0,0,0,0,2
5.72,1,0,0,0,0,2
5.74,1,0,0,0,0,2
5.76,1,0,0,0,0,2
5.78,1,0,0,0,0,2
5.8,1,0,0,0,0,2
5.82,1,0,0,0,0,2
5.84,1,0,0,0,0,2
5.86,1,0,0,0,0,2
5.88,1,0,0,0,0,2
5.9,1,0,0,0,0,2
5.92,1,0,0,0,0,2
5.94,1,0,0,0,0,2
5.96,1,0,0,0,0,2
5.98,1,0,0,0,0,2
6,1,0,0,0,0,2
6.02,1,0,0,0,0,2
6.04,1,0,0,0,0,2
6.06,1,0,0,0,0,2
6.08,1,0,0,0,0,2
6.1,1,0,0,0,0,2
6.12,1,0,0,0,0,2
6.14,1,0,0,0,0,2
6.16,1,0,0,0,0,2
6.18,1,0,0,0,0,2
6.2,1,0,0,0,0,2
6.22,1,0,0,0,0,2
6.24,1,0,0,0,0,2
6.26,1,0,0,0,0,2
6.28,1,0,0,0,0,2
6.3,1,0,0,0,0,2
6.32,1,0,0,0,0,2
6.34,1,0,0,0,0,2
6.36,1,0,0,0,0,2
6.38,1,0,0,0,0,2
6.4,1,0,0,0,0,2
6.42,1,0,0,0,0,2
6.44,1,0,0,0,0,2
6.46,1,0,0,0,0,2
6.48,1,0,0,0,0,2
6.5,1,0,0,0,0,2
6.52,1,0,0,0,0,2
6.54,1,0,2,0,2,2
6.56,1,0,4,0,4,2
6.58,1,0,6,0,6,2
6.6,1,0,8,0,8,2
6.62,1,0,10,0,10,2
6.64,1,0,12,0,12,2
6.66,1,0,14,0,14,2
6.68,1,0,16,0,16,2
6.7,1,0,18,0,18,2
6.72,1,0,20,0,20,2
6.74,1,0,22,0,22,2
6.76,1,0,24,0,24,2
6.78,1,0,26,0,26,2
6.8,1,0,28,0,28,2
6.82,1,0,30,0,30,2
6.84,1,0,32,0,32,2
6.86,1,0,34,0,34,2
6.88,1,0,36,0,36,2
6.9,1,0,38,0,38,2
6.92,1,0,40,0,40,2
6.94,1,0,42,0,42,2
6.96,1,0,44,0,44,2
6.98,1,0,46,0,46,2
7,1,0,48,0,48,2
7.01,1,0,49,0,49,2
