"time","Cntrl_PI_1.s_out.signal[1]","Cntrl_PI_1.s_set.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_out.signal[1]","Cntrl_PI_2.s_set.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_out.signal[1]","Cntrl_PI_3.s_set.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_out.signal[1]","Cntrl_PI_4.s_set.signal[1]","Cntrl_PI_4.s_var.signal[1]","Flash_1.Q","Flash_1.fl_in.W"
239,8.1930337714456547E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696622857546E+001,5.0000000000000000E-001,5.0000000000002165E-001,5.3049360035563112E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.7766326701101860E+001,3.0000000000000000E+000,3.0000000000262874E+000,1.0000000000000000E+003,4.0000000000000000E+001
240,8.1930337714457380E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696622857752E+001,5.0000000000000000E-001,5.0000000000001843E-001,5.3049360035563993E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326701182646E+001,3.0000000000000000E+000,3.0000000000155609E+000,1.0000000000000000E+003,4.0000000000000000E+001
241,8.1930337714456958E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622857837E+001,5.0000000000000000E-001,5.0000000000001543E-001,5.3049360035563609E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701230494E+001,3.0000000000000000E+000,3.0000000000092140E+000,1.0000000000000000E+003,4.0000000000000000E+001
242,8.1930337714454060E-001,9.4999999999999996E-001,9.4999999999999862E-001,3.9180696622857631E+001,5.0000000000000000E-001,5.0000000000001210E-001,5.3049360035562934E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.7766326701258556E+001,3.0000000000000000E+000,3.0000000000054388E+000,1.0000000000000000E+003,4.0000000000000000E+001
243,8.1930337714455848E-001,9.4999999999999996E-001,9.5000000000000029E-001,3.9180696622857432E+001,5.0000000000000000E-001,5.0000000000000944E-001,5.3049360035563353E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701275396E+001,3.0000000000000000E+000,3.0000000000032268E+000,1.0000000000000000E+003,4.0000000000000000E+001
244,8.1930337714457868E-001,9.4999999999999996E-001,9.5000000000000162E-001,3.9180696622857120E+001,5.0000000000000000E-001,5.0000000000000688E-001,5.3049360035564291E+001,2.8000000000000000E+001,2.8000000000000007E+001,2.7766326701285564E+001,3.0000000000000000E+000,3.0000000000019265E+000,1.0000000000000000E+003,4.0000000000000000E+001
245,8.1930337714456003E-001,9.4999999999999996E-001,9.4999999999999962E-001,3.9180696622856885E+001,5.0000000000000000E-001,5.0000000000000500E-001,5.3049360035563140E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.7766326701291540E+001,3.0000000000000000E+000,3.0000000000011426E+000,1.0000000000000000E+003,4.0000000000000000E+001
246,8.1930337714458290E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622856587E+001,5.0000000000000000E-001,5.0000000000000322E-001,5.3049360035563723E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701295348E+001,3.0000000000000000E+000,3.0000000000006932E+000,1.0000000000000000E+003,4.0000000000000000E+001
247,8.1930337714458557E-001,9.4999999999999996E-001,9.5000000000000040E-001,3.9180696622856324E+001,5.0000000000000000E-001,5.0000000000000189E-001,5.3049360035564327E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326701297650E+001,3.0000000000000000E+000,3.0000000000004197E+000,1.0000000000000000E+003,4.0000000000000000E+001
248,8.1930337714455437E-001,9.4999999999999996E-001,9.4999999999999885E-001,3.9180696622856132E+001,5.0000000000000000E-001,5.0000000000000100E-001,5.3049360035563183E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.7766326701298517E+001,3.0000000000000000E+000,3.0000000000002243E+000,1.0000000000000000E+003,4.0000000000000000E+001
249,8.1930337714456514E-001,9.4999999999999996E-001,9.4999999999999984E-001,3.9180696622855891E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563573E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701299235E+001,3.0000000000000000E+000,3.0000000000001341E+000,1.0000000000000000E+003,4.0000000000000000E+001
250,8.1930337714457335E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855763E+001,5.0000000000000000E-001,4.9999999999999972E-001,5.3049360035563694E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701299782E+001,3.0000000000000000E+000,3.0000000000000866E+000,1.0000000000000000E+003,4.0000000000000000E+001
251,8.1930337714455559E-001,9.4999999999999996E-001,9.4999999999999951E-001,3.9180696622855692E+001,5.0000000000000000E-001,4.9999999999999956E-001,5.3049360035563389E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701299757E+001,3.0000000000000000E+000,3.0000000000000355E+000,1.0000000000000000E+003,4.0000000000000000E+001
252,8.1930337714456980E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622855677E+001,5.0000000000000000E-001,4.9999999999999956E-001,5.3049360035563758E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.2244310815074975E+001,3.5000000000000000E+000,3.2916687703074077E+000,1.0000000000000000E+003,4.0000000000000000E+001
253,8.1930337714457580E-001,9.4999999999999996E-001,9.5000000000000073E-001,3.9180696622855677E+001,5.0000000000000000E-001,4.9999999999999956E-001,5.3049360035564078E+001,2.8000000000000000E+001,2.8000000000000007E+001,2.2716915009297409E+001,3.5000000000000000E+000,3.4552686004877655E+000,1.0000000000000000E+003,4.0000000000000000E+001
254,8.1930337714458079E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622855677E+001,5.0000000000000000E-001,4.9999999999999956E-001,5.3049360035563993E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3275896320868807E+001,3.5000000000000000E+000,3.5180805694475255E+000,1.0000000000000000E+003,4.0000000000000000E+001
255,8.1930337714458323E-001,9.4999999999999996E-001,9.5000000000000073E-001,3.9180696622855621E+001,5.0000000000000000E-001,4.9999999999999939E-001,5.3049360035564206E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3624312184225609E+001,3.5000000000000000E+000,3.5274778837856262E+000,1.0000000000000000E+003,4.0000000000000000E+001
256,8.1930337714458168E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696622855571E+001,5.0000000000000000E-001,4.9999999999999928E-001,5.3049360035563858E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3774571898611864E+001,3.5000000000000000E+000,3.5188097226970014E+000,1.0000000000000000E+003,4.0000000000000000E+001
257,8.1930337714458734E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622855521E+001,5.0000000000000000E-001,4.9999999999999928E-001,5.3049360035564163E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3812859191212869E+001,3.5000000000000000E+000,3.5089678966661477E+000,1.0000000000000000E+003,4.0000000000000000E+001
258,8.1930337714458323E-001,9.4999999999999996E-001,9.5000000000000029E-001,3.9180696622855478E+001,5.0000000000000000E-001,4.9999999999999928E-001,5.3049360035563936E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3806897363110586E+001,3.5000000000000000E+000,3.5028080917205289E+000,1.0000000000000000E+003,4.0000000000000000E+001
259,8.1930337714457901E-001,9.4999999999999996E-001,9.4999999999999996E-001,3.9180696622855436E+001,5.0000000000000000E-001,4.9999999999999928E-001,5.3049360035564007E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3791996925148322E+001,3.5000000000000000E+000,3.5000886931796464E+000,1.0000000000000000E+003,4.0000000000000000E+001
260,8.1930337714458157E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855386E+001,5.0000000000000000E-001,4.9999999999999928E-001,5.3049360035564021E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3780808565850801E+001,3.5000000000000000E+000,3.4993529175029523E+000,1.0000000000000000E+003,4.0000000000000000E+001
261,8.1930337714458823E-001,9.4999999999999996E-001,9.5000000000000040E-001,3.9180696622855336E+001,5.0000000000000000E-001,4.9999999999999928E-001,5.3049360035564455E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3775078138899403E+001,3.5000000000000000E+000,3.4994214646209754E+000,1.0000000000000000E+003,4.0000000000000000E+001
262,8.1930337714458734E-001,9.4999999999999996E-001,9.5000000000000040E-001,3.9180696622855265E+001,5.0000000000000000E-001,4.9999999999999922E-001,5.3049360035564106E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773069811861525E+001,3.5000000000000000E+000,3.4996736011701062E+000,1.0000000000000000E+003,4.0000000000000000E+001
263,8.1930337714458679E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622855287E+001,5.0000000000000000E-001,4.9999999999999939E-001,5.3049360035564114E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3772846001365583E+001,3.5000000000000000E+000,3.4998717622325093E+000,1.0000000000000000E+003,4.0000000000000000E+001
264,8.1930337714457402E-001,9.4999999999999996E-001,9.5000000000000040E-001,3.9180696622855308E+001,5.0000000000000000E-001,4.9999999999999956E-001,5.3049360035563680E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773172240961316E+001,3.5000000000000000E+000,3.4999760659013672E+000,1.0000000000000000E+003,4.0000000000000000E+001
265,8.1930337714454049E-001,9.4999999999999996E-001,9.4999999999999829E-001,3.9180696622855315E+001,5.0000000000000000E-001,4.9999999999999967E-001,5.3049360035563026E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773517715639407E+001,3.5000000000000000E+000,3.5000134058097423E+000,1.0000000000000000E+003,4.0000000000000000E+001
266,8.1930337714456003E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696622855315E+001,5.0000000000000000E-001,4.9999999999999972E-001,5.3049360035563694E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773726815559499E+001,3.5000000000000000E+000,3.5000177760135336E+000,1.0000000000000000E+003,4.0000000000000000E+001
267,8.1930337714456292E-001,9.4999999999999996E-001,9.5000000000000040E-001,3.9180696622855336E+001,5.0000000000000000E-001,4.9999999999999983E-001,5.3049360035563694E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773814293647796E+001,3.5000000000000000E+000,3.5000116516919313E+000,1.0000000000000000E+003,4.0000000000000000E+001
268,8.1930337714456591E-001,9.4999999999999996E-001,9.5000000000000029E-001,3.9180696622855329E+001,5.0000000000000000E-001,4.9999999999999983E-001,5.3049360035563588E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773833842978888E+001,3.5000000000000000E+000,3.5000052640334913E+000,1.0000000000000000E+003,4.0000000000000000E+001
269,8.1930337714456802E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855365E+001,5.0000000000000000E-001,4.9999999999999994E-001,5.3049360035563559E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773827452928181E+001,3.5000000000000000E+000,3.5000014222071849E+000,1.0000000000000000E+003,4.0000000000000000E+001
270,8.1930337714455781E-001,9.4999999999999996E-001,9.4999999999999984E-001,3.9180696622855365E+001,5.0000000000000000E-001,4.9999999999999994E-001,5.3049360035563360E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3773816830466306E+001,3.5000000000000000E+000,3.4999998255470626E+000,1.0000000000000000E+003,4.0000000000000000E+001
271,8.1930337714455581E-001,9.4999999999999996E-001,9.4999999999999996E-001,3.9180696622855365E+001,5.0000000000000000E-001,4.9999999999999994E-001,5.3049360035563673E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3773809439765948E+001,3.5000000000000000E+000,3.4999994754099140E+000,1.0000000000000000E+003,4.0000000000000000E+001
272,8.1930337714455048E-001,9.4999999999999996E-001,9.4999999999999962E-001,3.9180696622855365E+001,5.0000000000000000E-001,4.9999999999999994E-001,5.3049360035563730E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805928380590E+001,3.5000000000000000E+000,3.4999995977507607E+000,1.0000000000000000E+003,4.0000000000000000E+001
273,8.1930337714456924E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622855443E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035563190E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773804878944411E+001,3.5000000000000000E+000,3.4999997947486348E+000,1.0000000000000000E+003,4.0000000000000000E+001
274,8.1930337714456947E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696622855450E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035564192E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3773804909214697E+001,3.5000000000000000E+000,3.4999999307996603E+000,1.0000000000000000E+003,4.0000000000000000E+001
275,8.1930337714454926E-001,9.4999999999999996E-001,9.4999999999999918E-001,3.9180696622855457E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035567851E+001,2.8000000000000000E+001,2.8000000000000036E+001,2.3773805212165303E+001,3.5000000000000000E+000,3.4999999950544001E+000,1.0000000000000000E+003,4.0000000000000000E+001
276,8.1930337714456636E-001,9.4999999999999996E-001,9.5000000000000029E-001,3.9180696622855464E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035563545E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805444381182E+001,3.5000000000000000E+000,3.5000000110471778E+000,1.0000000000000000E+003,4.0000000000000000E+001
277,8.1930337714457235E-001,9.4999999999999996E-001,9.5000000000000029E-001,3.9180696622855471E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035563872E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805570887056E+001,3.5000000000000000E+000,3.5000000116761525E+000,1.0000000000000000E+003,4.0000000000000000E+001
278,8.1930337714457324E-001,9.4999999999999996E-001,9.4999999999999996E-001,3.9180696622855478E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035563829E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805625479444E+001,3.5000000000000000E+000,3.5000000078833842E+000,1.0000000000000000E+003,4.0000000000000000E+001
279,8.1930337714456891E-001,9.4999999999999996E-001,9.4999999999999940E-001,3.9180696622855478E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035563808E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805641835921E+001,3.5000000000000000E+000,3.5000000041674637E+000,1.0000000000000000E+003,4.0000000000000000E+001
280,8.1930337714456380E-001,9.4999999999999996E-001,9.4999999999999940E-001,3.9180696622855486E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035563666E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805642165001E+001,3.5000000000000000E+000,3.5000000017344548E+000,1.0000000000000000E+003,4.0000000000000000E+001
281,8.1930337714455326E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035563197E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805637992357E+001,3.5000000000000000E+000,3.5000000004790497E+000,1.0000000000000000E+003,4.0000000000000000E+001
282,8.1930337714457302E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622855478E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035564064E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3773805634003942E+001,3.5000000000000000E+000,3.4999999999725295E+000,1.0000000000000000E+003,4.0000000000000000E+001
283,8.1930337714454848E-001,9.4999999999999996E-001,9.4999999999999896E-001,3.9180696622855486E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563041E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805631420004E+001,3.5000000000000000E+000,3.4999999998431046E+000,1.0000000000000000E+003,4.0000000000000000E+001
284,8.1930337714457857E-001,9.4999999999999996E-001,9.5000000000000107E-001,3.9180696622855486E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035564021E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3773805630098654E+001,3.5000000000000000E+000,3.4999999998609539E+000,1.0000000000000000E+003,4.0000000000000000E+001
285,8.1930337714456136E-001,9.4999999999999996E-001,9.4999999999999940E-001,3.9180696622855493E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563680E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629571623E+001,3.5000000000000000E+000,3.4999999999130540E+000,1.0000000000000000E+003,4.0000000000000000E+001
286,8.1930337714454815E-001,9.4999999999999996E-001,9.4999999999999896E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563097E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805629440918E+001,3.5000000000000000E+000,3.4999999999568359E+000,1.0000000000000000E+003,4.0000000000000000E+001
287,8.1930337714457080E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563559E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629463517E+001,3.5000000000000000E+000,3.4999999999835012E+000,1.0000000000000000E+003,4.0000000000000000E+001
288,8.1930337714457047E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563673E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629520364E+001,3.5000000000000000E+000,3.4999999999964095E+000,1.0000000000000000E+003,4.0000000000000000E+001
289,8.1930337714456647E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563616E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629567143E+001,3.5000000000000000E+000,3.5000000000011577E+000,1.0000000000000000E+003,4.0000000000000000E+001
290,8.1930337714457180E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563765E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629595486E+001,3.5000000000000000E+000,3.5000000000020735E+000,1.0000000000000000E+003,4.0000000000000000E+001
291,8.1930337714456769E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563552E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629608962E+001,3.5000000000000000E+000,3.5000000000016134E+000,1.0000000000000000E+003,4.0000000000000000E+001
292,8.1930337714457291E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563708E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629613996E+001,3.5000000000000000E+000,3.5000000000009477E+000,1.0000000000000000E+003,4.0000000000000000E+001
293,8.1930337714456880E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563701E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629614813E+001,3.5000000000000000E+000,3.5000000000004365E+000,1.0000000000000000E+003,4.0000000000000000E+001
294,8.1930337714457291E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563751E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629614380E+001,3.5000000000000000E+000,3.5000000000001554E+000,1.0000000000000000E+003,4.0000000000000000E+001
295,8.1930337714456991E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563751E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629613580E+001,3.5000000000000000E+000,3.5000000000000195E+000,1.0000000000000000E+003,4.0000000000000000E+001
296,8.1930337714457513E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563843E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629613143E+001,3.5000000000000000E+000,3.4999999999999836E+000,1.0000000000000000E+003,4.0000000000000000E+001
297,8.1930337714458024E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696622855500E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035564305E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3773805629612870E+001,3.5000000000000000E+000,3.4999999999999791E+000,1.0000000000000000E+003,4.0000000000000000E+001
298,8.1930337714455836E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622855507E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563865E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629612582E+001,3.5000000000000000E+000,3.4999999999999742E+000,1.0000000000000000E+003,4.0000000000000000E+001
299,8.1930337714455204E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622855514E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563218E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805629612344E+001,3.5000000000000000E+000,3.4999999999999756E+000,1.0000000000000000E+003,4.0000000000000000E+001
300,8.1930337714454471E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622855521E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035562898E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805629612127E+001,3.5000000000000000E+000,3.4999999999999769E+000,1.0000000000000000E+003,4.0000000000000000E+001
