"time","freqHz","T2","T3","J1.flange_a.phi","J1.flange_a.tau","J1.flange_b.phi","J1.flange_b.tau","J1.J","J1.phi"
0.021,0.2,0.4,0.9,0.211415,6.20797,0.211415,-9.99662,1,0.211415
0.022,0.2,0.4,0.9,0.221268,6.45116,0.221268,-9.99629,1,0.221268
0.023,0.2,0.4,0.9,0.231119,6.68798,0.231119,-9.99594,1,0.231119
0.024,0.2,0.4,0.9,0.240966,6.9182,0.240966,-9.99557,1,0.240966
0.025,0.2,0.4,0.9,0.250809,7.1416,0.250809,-9.99519,1,0.250809
0.026,0.2,0.4,0.9,0.26065,7.35794,0.26065,-9.99479,1,0.26065
0.027,0.2,0.4,0.9,0.270489,7.56703,0.270489,-9.99438,1,0.270489
0.028,0.2,0.4,0.9,0.280325,7.76864,0.280325,-9.99395,1,0.280325
0.029,0.2,0.4,0.9,0.290158,7.96259,0.290158,-9.9935,1,0.290158
0.03,0.2,0.4,0.9,0.29999,8.14869,0.29999,-9.99304,1,0.29999
0.031,0.2,0.4,0.9,0.30982,8.32674,0.30982,-9.99257,1,0.30982
0.032,0.2,0.4,0.9,0.319648,8.49657,0.319648,-9.99207,1,0.319648
0.033,0.2,0.4,0.9,0.329474,8.65802,0.329474,-9.99157,1,0.329474
0.034,0.2,0.4,0.9,0.3393,8.81092,0.3393,-9.99104,1,0.3393
0.035,0.2,0.4,0.9,0.349124,8.95513,0.349124,-9.9905,1,0.349124
0.036,0.2,0.4,0.9,0.358947,9.0905,0.358947,-9.98995,1,0.358947
0.037,0.2,0.4,0.9,0.368769,9.2169,0.368769,-9.98938,1,0.368769
0.038,0.2,0.4,0.9,0.37859,9.3342,0.37859,-9.98879,1,0.37859
0.039,0.2,0.4,0.9,0.388411,9.44229,0.388411,-9.98819,1,0.388411
0.04,0.2,0.4,0.9,0.398231,9.54107,0.398231,-9.98757,1,0.398231
0.041,0.2,0.4,0.9,0.408051,9.63042,0.408051,-9.98693,1,0.408051
0.042,0.2,0.4,0.9,0.417871,9.71028,0.417871,-9.98628,1,0.417871
0.043,0.2,0.4,0.9,0.42769,9.78055,0.42769,-9.98562,1,0.42769
0.044,0.2,0.4,0.9,0.437509,9.84116,0.437509,-9.98494,1,0.437509
0.045,0.2,0.4,0.9,0.447327,9.89207,0.447327,-9.98424,1,0.447327
0.046,0.2,0.4,0.9,0.457146,9.93321,0.457146,-9.98353,1,0.457146
0.047,0.2,0.4,0.9,0.466965,9.96455,0.466965,-9.9828,1,0.466965
0.048,0.2,0.4,0.9,0.476783,9.98606,0.476783,-9.98205,1,0.476783
0.049,0.2,0.4,0.9,0.486602,9.99771,0.486602,-9.98129,1,0.486602
0.05,0.2,0.4,0.9,0.49642,9.9995,0.49642,-9.98051,1,0.49642
0.051,0.2,0.4,0.9,0.506239,9.99142,0.506239,-9.97972,1,0.506239
0.052,0.2,0.4,0.9,0.516058,9.97347,0.516058,-9.97892,1,0.516058
0.053,0.2,0.4,0.9,0.525876,9.94569,0.525876,-9.97809,1,0.525876
0.054,0.2,0.4,0.9,0.535695,9.90808,0.535695,-9.97725,1,0.535695
0.055,0.2,0.4,0.9,0.545514,9.86071,0.545514,-9.9764,1,0.545514
0.056,0.2,0.4,0.9,0.555332,9.80359,0.555332,-9.97553,1,0.555332
0.057,0.2,0.4,0.9,0.56515,9.73681,0.56515,-9.97464,1,0.56515
0.058,0.2,0.4,0.9,0.574968,9.66041,0.574968,-9.97374,1,0.574968
0.059,0.2,0.4,0.9,0.584786,9.57449,0.584786,-9.97282,1,0.584786
0.06,0.2,0.4,0.9,0.594603,9.47911,0.594603,-9.97189,1,0.594603
0.061,0.2,0.4,0.9,0.60442,9.37438,0.60442,-9.97094,1,0.60442
0.062,0.2,0.4,0.9,0.614236,9.26039,0.614236,-9.96997,1,0.614236
0.063,0.2,0.4,0.9,0.624052,9.13727,0.624052,-9.96899,1,0.624052
0.064,0.2,0.4,0.9,0.633866,9.00513,0.633866,-9.96799,1,0.633866
0.065,0.2,0.4,0.9,0.64368,8.86411,0.64368,-9.96698,1,0.64368
0.066,0.2,0.4,0.9,0.653493,8.71433,0.653493,-9.96595,1,0.653493
0.067,0.2,0.4,0.9,0.663304,8.55596,0.663304,-9.96491,1,0.663304
0.068,0.2,0.4,0.9,0.673114,8.38914,0.673114,-9.96385,1,0.673114
0.069,0.2,0.4,0.9,0.682922,8.21404,0.682922,-9.96277,1,0.682922
0.07,0.2,0.4,0.9,0.692729,8.03084,0.692729,-9.96168,1,0.692729
0.071,0.2,0.4,0.9,0.702534,7.83971,0.702534,-9.96058,1,0.702534
0.072,0.2,0.4,0.9,0.712336,7.64085,0.712336,-9.95945,1,0.712336
0.073,0.2,0.4,0.9,0.722136,7.43444,0.722136,-9.95831,1,0.722136
0.074,0.2,0.4,0.9,0.731934,7.2207,0.731934,-9.95716,1,0.731934
0.075,0.2,0.4,0.9,0.741729,6.99983,0.741729,-9.95599,1,0.741729
0.076,0.2,0.4,0.9,0.751521,6.77205,0.751521,-9.95481,1,0.751521
0.077,0.2,0.4,0.9,0.76131,6.53759,0.76131,-9.9536,1,0.76131
0.078,0.2,0.4,0.9,0.771095,6.29668,0.771095,-9.95239,1,0.771095
0.079,0.2,0.4,0.9,0.780877,6.04955,0.780877,-9.95115,1,0.780877
0.08,0.2,0.4,0.9,0.790655,5.79646,0.790655,-9.94991,1,0.790655
0.081,0.2,0.4,0.9,0.800429,5.53764,0.800429,-9.94864,1,0.800429
0.082,0.2,0.4,0.9,0.810198,5.27336,0.810198,-9.94736,1,0.810198
0.083,0.2,0.4,0.9,0.819963,5.00387,0.819963,-9.94607,1,0.819963
0.084,0.2,0.4,0.9,0.829722,4.72945,0.829722,-9.94476,1,0.829722
0.085,0.2,0.4,0.9,0.839477,4.45036,0.839477,-9.94343,1,0.839477
0.086,0.2,0.4,0.9,0.849226,4.16687,0.849226,-9.94209,1,0.849226
0.087,0.2,0.4,0.9,0.858969,3.87928,0.858969,-9.94073,1,0.858969
0.088,0.2,0.4,0.9,0.868706,3.58785,0.868706,-9.93935,1,0.868706
0.089,0.2,0.4,0.9,0.878437,3.29289,0.878437,-9.93796,1,0.878437
0.09,0.2,0.4,0.9,0.888161,2.99467,0.888161,-9.93656,1,0.888161
0.091,0.2,0.4,0.9,0.897878,2.6935,0.897878,-9.93514,1,0.897878
0.092,0.2,0.4,0.9,0.907588,2.38968,0.907588,-9.9337,1,0.907588
0.093,0.2,0.4,0.9,0.917291,2.08349,0.917291,-9.93225,1,0.917291
0.094,0.2,0.4,0.9,0.926985,1.77525,0.926985,-9.93078,1,0.926985
0.095,0.2,0.4,0.9,0.936672,1.46525,0.936672,-9.9293,1,0.936672
0.096,0.2,0.4,0.9,0.94635,1.15381,0.94635,-9.9278,1,0.94635
0.097,0.2,0.4,0.9,0.956019,0.841234,0.956019,-9.92628,1,0.956019
0.098,0.2,0.4,0.9,0.965679,0.527825,0.965679,-9.92475,1,0.965679
0.099,0.2,0.4,0.9,0.97533,0.213895,0.97533,-9.9232,1,0.97533
0.1,0.2,0.4,0.9,0.984971,-0.100247,0.984971,-9.92164,1,0.984971
0.101,0.2,0.4,0.9,0.994601,-0.414289,0.994601,-9.92006,1,0.994601
0.102,0.2,0.4,0.9,1.00422,-0.727922,1.00422,-9.91847,1,1.00422
0.103,0.2,0.4,0.9,1.01383,-1.04084,1.01383,-9.91686,1,1.01383
0.104,0.2,0.4,0.9,1.02343,-1.35273,1.02343,-9.91524,1,1.02343
0.105,0.2,0.4,0.9,1.03302,-1.66328,1.03302,-9.9136,1,1.03302
0.106,0.2,0.4,0.9,1.0426,-1.97219,1.0426,-9.91194,1,1.0426
0.107,0.2,0.4,0.9,1.05216,-2.27916,1.05216,-9.91027,1,1.05216
0.108,0.2,0.4,0.9,1.06171,-2.58387,1.06171,-9.90858,1,1.06171
0.109,0.2,0.4,0.9,1.07125,-2.88604,1.07125,-9.90688,1,1.07125
0.11,0.2,0.4,0.9,1.08078,-3.18535,1.08078,-9.90516,1,1.08078
0.111,0.2,0.4,0.9,1.09029,-3.48153,1.09029,-9.90342,1,1.09029
0.112,0.2,0.4,0.9,1.09979,-3.77427,1.09979,-9.90167,1,1.09979
0.113,0.2,0.4,0.9,1.10928,-4.06328,1.10928,-9.89991,1,1.10928
0.114,0.2,0.4,0.9,1.11875,-4.34828,1.11875,-9.89813,1,1.11875
0.115,0.2,0.4,0.9,1.12821,-4.629,1.12821,-9.89633,1,1.12821
0.116,0.2,0.4,0.9,1.13765,-4.90514,1.13765,-9.89452,1,1.13765
0.117,0.2,0.4,0.9,1.14708,-5.17645,1.14708,-9.89269,1,1.14708
0.118,0.2,0.4,0.9,1.1565,-5.44264,1.1565,-9.89085,1,1.1565
0.119,0.2,0.4,0.9,1.1659,-5.70346,1.1659,-9.88899,1,1.1659
0.12,0.2,0.4,0.9,1.17528,-5.95866,1.17528,-9.88711,1,1.17528
0.121,0.2,0.4,0.9,1.18465,-6.20797,1.18465,-9.88522,1,1.18465
0.122,0.2,0.4,0.9,1.194,-6.45116,1.194,-9.88331,1,1.194
0.123,0.2,0.4,0.9,1.20333,-6.68798,1.20333,-9.88139,1,1.20333
0.124,0.2,0.4,0.9,1.21265,-6.9182,1.21265,-9.87945,1,1.21265
0.125,0.2,0.4,0.9,1.22195,-7.1416,1.22195,-9.8775,1,1.22195
0.126,0.2,0.4,0.9,1.23124,-7.35794,1.23124,-9.87553,1,1.23124
0.127,0.2,0.4,0.9,1.2405,-7.56703,1.2405,-9.87355,1,1.2405
0.128,0.2,0.4,0.9,1.24975,-7.76864,1.24975,-9.87155,1,1.24975
0.129,0.2,0.4,0.9,1.25899,-7.96259,1.25899,-9.86953,1,1.25899
0.13,0.2,0.4,0.9,1.2682,-8.14869,1.2682,-9.8675,1,1.2682
0.131,0.2,0.4,0.9,1.2774,-8.32674,1.2774,-9.86545,1,1.2774
0.132,0.2,0.4,0.9,1.28657,-8.49657,1.28657,-9.86339,1,1.28657
0.133,0.2,0.4,0.9,1.29573,-8.65802,1.29573,-9.86131,1,1.29573
0.134,0.2,0.4,0.9,1.30488,-8.81092,1.30488,-9.85922,1,1.30488
0.135,0.2,0.4,0.9,1.314,-8.95513,1.314,-9.85711,1,1.314
0.136,0.2,0.4,0.9,1.3231,-9.0905,1.3231,-9.85499,1,1.3231
0.137,0.2,0.4,0.9,1.33219,-9.2169,1.33219,-9.85285,1,1.33219
0.138,0.2,0.4,0.9,1.34125,-9.3342,1.34125,-9.85069,1,1.34125
0.139,0.2,0.4,0.9,1.3503,-9.44229,1.3503,-9.84852,1,1.3503
0.14,0.2,0.4,0.9,1.35933,-9.54107,1.35933,-9.84633,1,1.35933
0.141,0.2,0.4,0.9,1.36833,-9.63042,1.36833,-9.84413,1,1.36833
0.142,0.2,0.4,0.9,1.37732,-9.71028,1.37732,-9.84191,1,1.37732
0.143,0.2,0.4,0.9,1.38629,-9.78055,1.38629,-9.83968,1,1.38629
0.144,0.2,0.4,0.9,1.39524,-9.84116,1.39524,-9.83743,1,1.39524
0.145,0.2,0.4,0.9,1.40417,-9.89207,1.40417,-9.83517,1,1.40417
0.146,0.2,0.4,0.9,1.41308,-9.93321,1.41308,-9.83289,1,1.41308
0.147,0.2,0.4,0.9,1.42197,-9.96455,1.42197,-9.83059,1,1.42197
0.148,0.2,0.4,0.9,1.43084,-9.98606,1.43084,-9.82828,1,1.43084
0.149,0.2,0.4,0.9,1.43969,-9.99771,1.43969,-9.82595,1,1.43969
0.15,0.2,0.4,0.9,1.44852,-9.9995,1.44852,-9.82361,1,1.44852
0.151,0.2,0.4,0.9,1.45733,-9.99142,1.45733,-9.82125,1,1.45733
0.152,0.2,0.4,0.9,1.46612,-9.97347,1.46612,-9.81888,1,1.46612
0.153,0.2,0.4,0.9,1.47489,-9.94569,1.47489,-9.81649,1,1.47489
0.154,0.2,0.4,0.9,1.48365,-9.90808,1.48365,-9.81409,1,1.48365
0.155,0.2,0.4,0.9,1.49238,-9.86071,1.49238,-9.81167,1,1.49238
0.156,0.2,0.4,0.9,1.50109,-9.80359,1.50109,-9.80923,1,1.50109
0.157,0.2,0.4,0.9,1.50978,-9.73681,1.50978,-9.80678,1,1.50978
0.158,0.2,0.4,0.9,1.51846,-9.66041,1.51846,-9.80432,1,1.51846
0.159,0.2,0.4,0.9,1.52711,-9.57449,1.52711,-9.80184,1,1.52711
0.16,0.2,0.4,0.9,1.53574,-9.47911,1.53574,-9.79934,1,1.53574
0.161,0.2,0.4,0.9,1.54436,-9.37438,1.54436,-9.79683,1,1.54436
0.162,0.2,0.4,0.9,1.55295,-9.26039,1.55295,-9.7943,1,1.55295
0.163,0.2,0.4,0.9,1.56153,-9.13727,1.56153,-9.79176,1,1.56153
0.164,0.2,0.4,0.9,1.57009,-9.00513,1.57009,-9.7892,1,1.57009
0.165,0.2,0.4,0.9,1.57863,-8.86411,1.57863,-9.78662,1,1.57863
0.166,0.2,0.4,0.9,1.58715,-8.71433,1.58715,-9.78403,1,1.58715
0.167,0.2,0.4,0.9,1.59565,-8.55596,1.59565,-9.78143,1,1.59565
0.168,0.2,0.4,0.9,1.60413,-8.38914,1.60413,-9.77881,1,1.60413
0.169,0.2,0.4,0.9,1.6126,-8.21404,1.6126,-9.77617,1,1.6126
0.17,0.2,0.4,0.9,1.62104,-8.03084,1.62104,-9.77352,1,1.62104
0.171,0.2,0.4,0.9,1.62947,-7.83971,1.62947,-9.77085,1,1.62947
0.172,0.2,0.4,0.9,1.63789,-7.64085,1.63789,-9.76817,1,1.63789
0.173,0.2,0.4,0.9,1.64628,-7.43444,1.64628,-9.76547,1,1.64628
0.174,0.2,0.4,0.9,1.65466,-7.2207,1.65466,-9.76276,1,1.65466
0.175,0.2,0.4,0.9,1.66302,-6.99983,1.66302,-9.76003,1,1.66302
0.176,0.2,0.4,0.9,1.67136,-6.77205,1.67136,-9.75729,1,1.67136
0.177,0.2,0.4,0.9,1.67969,-6.53759,1.67969,-9.75453,1,1.67969
0.178,0.2,0.4,0.9,1.688,-6.29668,1.688,-9.75175,1,1.688
0.179,0.2,0.4,0.9,1.69629,-6.04955,1.69629,-9.74896,1,1.69629
0.18,0.2,0.4,0.9,1.70457,-5.79646,1.70457,-9.74615,1,1.70457
0.181,0.2,0.4,0.9,1.71283,-5.53764,1.71283,-9.74333,1,1.71283
0.182,0.2,0.4,0.9,1.72108,-5.27336,1.72108,-9.7405,1,1.72108
0.183,0.2,0.4,0.9,1.72932,-5.00387,1.72932,-9.73765,1,1.72932
0.184,0.2,0.4,0.9,1.73753,-4.72945,1.73753,-9.73478,1,1.73753
0.185,0.2,0.4,0.9,1.74574,-4.45036,1.74574,-9.7319,1,1.74574
0.186,0.2,0.4,0.9,1.75393,-4.16687,1.75393,-9.729,1,1.75393
0.187,0.2,0.4,0.9,1.7621,-3.87928,1.7621,-9.72608,1,1.7621
0.188,0.2,0.4,0.9,1.77026,-3.58785,1.77026,-9.72316,1,1.77026
0.189,0.2,0.4,0.9,1.77841,-3.29289,1.77841,-9.72021,1,1.77841
0.19,0.2,0.4,0.9,1.78655,-2.99467,1.78655,-9.71725,1,1.78655
0.191,0.2,0.4,0.9,1.79467,-2.6935,1.79467,-9.71428,1,1.79467
0.192,0.2,0.4,0.9,1.80278,-2.38968,1.80278,-9.71129,1,1.80278
0.193,0.2,0.4,0.9,1.81088,-2.08349,1.81088,-9.70828,1,1.81088
0.194,0.2,0.4,0.9,1.81897,-1.77525,1.81897,-9.70526,1,1.81897
0.195,0.2,0.4,0.9,1.82704,-1.46525,1.82704,-9.70222,1,1.82704
0.196,0.2,0.4,0.9,1.83511,-1.15381,1.83511,-9.69917,1,1.83511
0.197,0.2,0.4,0.9,1.84316,-0.841234,1.84316,-9.69611,1,1.84316
0.198,0.2,0.4,0.9,1.8512,-0.527825,1.8512,-9.69302,1,1.8512
0.199,0.2,0.4,0.9,1.85924,-0.213895,1.85924,-9.68993,1,1.85924
0.2,0.2,0.4,0.9,1.86726,0.100247,1.86726,-9.68681,1,1.86726
0.201,0.2,0.4,0.9,1.87527,0.414289,1.87527,-9.68369,1,1.87527
0.202,0.2,0.4,0.9,1.88327,0.727922,1.88327,-9.68054,1,1.88327
0.203,0.2,0.4,0.9,1.89127,1.04084,1.89127,-9.67738,1,1.89127
0.204,0.2,0.4,0.9,1.89926,1.35273,1.89926,-9.67421,1,1.89926
0.205,0.2,0.4,0.9,1.90723,1.66328,1.90723,-9.67102,1,1.90723
0.206,0.2,0.4,0.9,1.9152,1.97219,1.9152,-9.66782,1,1.9152
0.207,0.2,0.4,0.9,1.92317,2.27916,1.92317,-9.6646,1,1.92317
0.208,0.2,0.4,0.9,1.93112,2.58387,1.93112,-9.66136,1,1.93112
0.209,0.2,0.4,0.9,1.93907,2.88604,1.93907,-9.65811,1,1.93907
0.21,0.2,0.4,0.9,1.94701,3.18535,1.94701,-9.65485,1,1.94701
0.211,0.2,0.4,0.9,1.95494,3.48153,1.95494,-9.65157,1,1.95494
0.212,0.2,0.4,0.9,1.96287,3.77427,1.96287,-9.64827,1,1.96287
0.213,0.2,0.4,0.9,1.97079,4.06328,1.97079,-9.64496,1,1.97079
0.214,0.2,0.4,0.9,1.97871,4.34828,1.97871,-9.64163,1,1.97871
0.215,0.2,0.4,0.9,1.98662,4.629,1.98662,-9.63829,1,1.98662
0.216,0.2,0.4,0.9,1.99453,4.90514,1.99453,-9.63493,1,1.99453
0.217,0.2,0.4,0.9,2.00243,5.17645,2.00243,-9.63156,1,2.00243
0.218,0.2,0.4,0.9,2.01033,5.44264,2.01033,-9.62817,1,2.01033
0.219,0.2,0.4,0.9,2.01822,5.70346,2.01822,-9.62477,1,2.01822
0.22,0.2,0.4,0.9,2.02611,5.95866,2.02611,-9.62136,1,2.02611
0.221,0.2,0.4,0.9,2.03399,6.20797,2.03399,-9.61792,1,2.03399
0.222,0.2,0.4,0.9,2.04188,6.45116,2.04188,-9.61447,1,2.04188
0.223,0.2,0.4,0.9,2.04976,6.68798,2.04976,-9.61101,1,2.04976
0.224,0.2,0.4,0.9,2.05763,6.9182,2.05763,-9.60753,1,2.05763
0.225,0.2,0.4,0.9,2.06551,7.1416,2.06551,-9.60404,1,2.06551
0.226,0.2,0.4,0.9,2.07338,7.35794,2.07338,-9.60053,1,2.07338
0.227,0.2,0.4,0.9,2.08124,7.56703,2.08124,-9.59701,1,2.08124
0.228,0.2,0.4,0.9,2.08911,7.76864,2.08911,-9.59347,1,2.08911
0.229,0.2,0.4,0.9,2.09698,7.96259,2.09698,-9.58991,1,2.09698
0.23,0.2,0.4,0.9,2.10484,8.14869,2.10484,-9.58634,1,2.10484
0.231,0.2,0.4,0.9,2.1127,8.32674,2.1127,-9.58276,1,2.1127
0.232,0.2,0.4,0.9,2.12056,8.49657,2.12056,-9.57916,1,2.12056
0.233,0.2,0.4,0.9,2.12842,8.65802,2.12842,-9.57555,1,2.12842
0.234,0.2,0.4,0.9,2.13628,8.81092,2.13628,-9.57192,1,2.13628
0.235,0.2,0.4,0.9,2.14414,8.95513,2.14414,-9.56827,1,2.14414
0.236,0.2,0.4,0.9,2.15199,9.0905,2.15199,-9.56461,1,2.15199
0.237,0.2,0.4,0.9,2.15985,9.2169,2.15985,-9.56094,1,2.15985
0.238,0.2,0.4,0.9,2.16771,9.3342,2.16771,-9.55725,1,2.16771
0.239,0.2,0.4,0.9,2.17556,9.44229,2.17556,-9.55354,1,2.17556
0.24,0.2,0.4,0.9,2.18342,9.54107,2.18342,-9.54982,1,2.18342
0.241,0.2,0.4,0.9,2.19127,9.63042,2.19127,-9.54608,1,2.19127
0.242,0.2,0.4,0.9,2.19913,9.71028,2.19913,-9.54233,1,2.19913
0.243,0.2,0.4,0.9,2.20699,9.78055,2.20699,-9.53857,1,2.20699
0.244,0.2,0.4,0.9,2.21484,9.84116,2.21484,-9.53479,1,2.21484
0.245,0.2,0.4,0.9,2.2227,9.89207,2.2227,-9.53099,1,2.2227
0.246,0.2,0.4,0.9,2.23056,9.93321,2.23056,-9.52718,1,2.23056
0.247,0.2,0.4,0.9,2.23841,9.96455,2.23841,-9.52335,1,2.23841
0.248,0.2,0.4,0.9,2.24627,9.98606,2.24627,-9.51951,1,2.24627
0.249,0.2,0.4,0.9,2.25413,9.99771,2.25413,-9.51566,1,2.25413
0.25,0.2,0.4,0.9,2.26199,9.9995,2.26199,-9.51179,1,2.26199
0.251,0.2,0.4,0.9,2.26985,9.99142,2.26985,-9.5079,1,2.26985
0.252,0.2,0.4,0.9,2.27771,9.97347,2.27771,-9.504,1,2.27771
0.253,0.2,0.4,0.9,2.28557,9.94569,2.28557,-9.50008,1,2.28557
0.254,0.2,0.4,0.9,2.29343,9.90808,2.29343,-9.49615,1,2.29343
0.255,0.2,0.4,0.9,2.30129,9.86071,2.30129,-9.49221,1,2.30129
0.256,0.2,0.4,0.9,2.30915,9.80359,2.30915,-9.48825,1,2.30915
0.257,0.2,0.4,0.9,2.31701,9.73681,2.31701,-9.48427,1,2.31701
0.258,0.2,0.4,0.9,2.32488,9.66041,2.32488,-9.48028,1,2.32488
0.259,0.2,0.4,0.9,2.33274,9.57449,2.33274,-9.47627,1,2.33274
0.26,0.2,0.4,0.9,2.3406,9.47911,2.3406,-9.47225,1,2.3406
0.261,0.2,0.4,0.9,2.34846,9.37438,2.34846,-9.46821,1,2.34846
0.262,0.2,0.4,0.9,2.35632,9.26039,2.35632,-9.46416,1,2.35632
0.263,0.2,0.4,0.9,2.36419,9.13727,2.36419,-9.4601,1,2.36419
0.264,0.2,0.4,0.9,2.37205,9.00513,2.37205,-9.45602,1,2.37205
0.265,0.2,0.4,0.9,2.37991,8.86411,2.37991,-9.45192,1,2.37991
0.266,0.2,0.4,0.9,2.38777,8.71433,2.38777,-9.44781,1,2.38777
0.267,0.2,0.4,0.9,2.39563,8.55596,2.39563,-9.44369,1,2.39563
0.268,0.2,0.4,0.9,2.40349,8.38914,2.40349,-9.43955,1,2.40349
0.269,0.2,0.4,0.9,2.41135,8.21404,2.41135,-9.43539,1,2.41135
0.27,0.2,0.4,0.9,2.4192,8.03084,2.4192,-9.43122,1,2.4192
0.271,0.2,0.4,0.9,2.42706,7.83971,2.42706,-9.42704,1,2.42706
0.272,0.2,0.4,0.9,2.43491,7.64085,2.43491,-9.42284,1,2.43491
0.273,0.2,0.4,0.9,2.44277,7.43444,2.44277,-9.41862,1,2.44277
0.274,0.2,0.4,0.9,2.45062,7.2207,2.45062,-9.41439,1,2.45062
0.275,0.2,0.4,0.9,2.45846,6.99983,2.45846,-9.41015,1,2.45846
0.276,0.2,0.4,0.9,2.46631,6.77205,2.46631,-9.40589,1,2.46631
0.277,0.2,0.4,0.9,2.47415,6.53759,2.47415,-9.40161,1,2.47415
0.278,0.2,0.4,0.9,2.48199,6.29668,2.48199,-9.39732,1,2.48199
0.279,0.2,0.4,0.9,2.48983,6.04955,2.48983,-9.39302,1,2.48983
0.28,0.2,0.4,0.9,2.49766,5.79646,2.49766,-9.3887,1,2.49766
0.281,0.2,0.4,0.9,2.50549,5.53764,2.50549,-9.38437,1,2.50549
0.282,0.2,0.4,0.9,2.51332,5.27336,2.51332,-9.38002,1,2.51332
0.283,0.2,0.4,0.9,2.52114,5.00387,2.52114,-9.37566,1,2.52114
0.284,0.2,0.4,0.9,2.52896,4.72945,2.52896,-9.37128,1,2.52896
0.285,0.2,0.4,0.9,2.53677,4.45036,2.53677,-9.36688,1,2.53677
0.286,0.2,0.4,0.9,2.54458,4.16687,2.54458,-9.36248,1,2.54458
0.287,0.2,0.4,0.9,2.55238,3.87928,2.55238,-9.35805,1,2.55238
0.288,0.2,0.4,0.9,2.56018,3.58785,2.56018,-9.35362,1,2.56018
0.289,0.2,0.4,0.9,2.56797,3.29289,2.56797,-9.34916,1,2.56797
0.29,0.2,0.4,0.9,2.57576,2.99467,2.57576,-9.3447,1,2.57576
0.291,0.2,0.4,0.9,2.58353,2.6935,2.58353,-9.34022,1,2.58353
0.292,0.2,0.4,0.9,2.59131,2.38968,2.59131,-9.33572,1,2.59131
0.293,0.2,0.4,0.9,2.59907,2.08349,2.59907,-9.33121,1,2.59907
0.294,0.2,0.4,0.9,2.60683,1.77525,2.60683,-9.32668,1,2.60683
0.295,0.2,0.4,0.9,2.61458,1.46525,2.61458,-9.32214,1,2.61458
0.296,0.2,0.4,0.9,2.62232,1.15381,2.62232,-9.31759,1,2.62232
0.297,0.2,0.4,0.9,2.63006,0.841234,2.63006,-9.31302,1,2.63006
0.298,0.2,0.4,0.9,2.63779,0.527825,2.63779,-9.30843,1,2.63779
0.299,0.2,0.4,0.9,2.6455,0.213895,2.6455,-9.30383,1,2.6455
0.3,0.2,0.4,0.9,2.65321,-0.100247,2.65321,-9.29922,1,2.65321
0.301,0.2,0.4,0.9,2.66091,-0.414289,2.66091,-9.29459,1,2.66091
0.302,0.2,0.4,0.9,2.6686,-0.727922,2.6686,-9.28995,1,2.6686
0.303,0.2,0.4,0.9,2.67628,-1.04084,2.67628,-9.28529,1,2.67628
0.304,0.2,0.4,0.9,2.68395,-1.35273,2.68395,-9.28062,1,2.68395
0.305,0.2,0.4,0.9,2.69161,-1.66328,2.69161,-9.27593,1,2.69161
0.306,0.2,0.4,0.9,2.69925,-1.97219,2.69925,-9.27123,1,2.69925
0.307,0.2,0.4,0.9,2.70689,-2.27916,2.70689,-9.26651,1,2.70689
0.308,0.2,0.4,0.9,2.71451,-2.58387,2.71451,-9.26178,1,2.71451
0.309,0.2,0.4,0.9,2.72213,-2.88604,2.72213,-9.25703,1,2.72213
0.31,0.2,0.4,0.9,2.72973,-3.18535,2.72973,-9.25227,1,2.72973
0.311,0.2,0.4,0.9,2.73732,-3.48153,2.73732,-9.2475,1,2.73732
