Time,_dummy,_derdummy,TAmb,TDif,ground_p_v,ground_p_i,constantVoltage_V,constantVoltage_v,constantVoltage_i,constantVoltage_p_v,constantVoltage_p_i,constantVoltage_n_v,constantVoltage_n_i,heatCapacitor_C,heatCapacitor_T,der_heatCapacitor_T_,heatCapacitor_der_0T,heatCapacitor_port_T,heatCapacitor_port_Q_0flow,heatingResistor_R_0ref,heatingResistor_T_0ref,heatingResistor_alpha,heatingResistor_v,heatingResistor_i,heatingResistor_p_v,heatingResistor_p_i,heatingResistor_n_v,heatingResistor_n_i,heatingResistor_useHeatPort,heatingResistor_T,heatingResistor_heatPort_T,heatingResistor_heatPort_Q_0flow,heatingResistor_LossPower,heatingResistor_T_0heatPort,heatingResistor_R,fixedTemperature_T,fixedTemperature_port_T,fixedTemperature_port_Q_0flow,temperatureSensor_T,temperatureSensor_port_T,temperatureSensor_port_Q_0flow,thermalConductor_Q_0flow,thermalConductor_dT,thermalConductor_port_0a_T,thermalConductor_port_0a_Q_0flow,thermalConductor_port_0b_T,thermalConductor_port_0b_Q_0flow,thermalConductor_G,idealSwitch_v,idealSwitch_i,idealSwitch_p_v,idealSwitch_p_i,idealSwitch_n_v,idealSwitch_n_i,idealSwitch_Ron,idealSwitch_Goff,idealSwitch_useHeatPort,idealSwitch_T,idealSwitch_LossPower,idealSwitch_T_0heatPort,idealSwitch_control,idealSwitch_s,idealSwitch_unitVoltage,idealSwitch_unitCurrent,ramp_height,ramp_duration,ramp_offset,ramp_startTime,ramp_y,onOffController_reference,onOffController_u,onOffController_y,onOffController_bandwidth,onOffController_pre_0y_0start,logicalNot_u,logicalNot_y,TRes,heatCapacitor_0T,switch_0Controll,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_StartTime,fmi_StopTime,fmi_NumberOfSteps,fmi_CommunicationStepSize,fmi_forceShutDownAtStopTime
9.1,1,0,293.15,2,0,0,10,10,-0.894776,10,-0.894776,0,0.894776,1,323.137,5.94903,5.94903,323.137,5.94903,10,293.15,0.00392157,9.99999,0.894776,9.99999,0.894776,0,-0.894776,1,293.15,323.137,-8.94775,8.94775,323.137,11.176,293.15,293.15,2.99872,49.9872,323.137,0,2.99872,29.9872,323.137,2.99872,293.15,-2.99872,0.1,8.94776e-006,0.894776,10,0.894776,9.99999,-0.894776,1e-005,1e-005,0,293.15,8.00624e-006,293.15,0,0.894776,1,1,25,6,25,2,50,50,49.9872,1,2,0,1,0,323.018,49.8682,0,0,1,0,10,500,0.02,0
9.12,1,0,293.15,2,0,0,10,10,-0.894776,10,-0.894776,0,0.894776,1,323.137,5.94903,5.94903,323.137,5.94903,10,293.15,0.00392157,9.99999,0.894776,9.99999,0.894776,0,-0.894776,1,293.15,323.137,-8.94775,8.94775,323.137,11.176,293.15,293.15,2.99872,49.9872,323.137,0,2.99872,29.9872,323.137,2.99872,293.15,-2.99872,0.1,8.94776e-006,0.894776,10,0.894776,9.99999,-0.894776,1e-005,1e-005,0,293.15,8.00624e-006,293.15,0,0.894776,1,1,25,6,25,2,50,50,49.9872,1,2,0,1,0,323.018,49.8682,0,0,1,0,10,500,0.02,0
9.12,1,0,293.15,2,0,0,10,10,-0.894403,10,-0.894403,0,0.894403,1,323.256,5.93343,5.93343,323.256,5.93343,10,293.15,0.00392157,9.99999,0.894403,9.99999,0.894403,0,-0.894403,1,293.15,323.256,-8.94403,8.94403,323.256,11.1806,293.15,293.15,3.0106,50.106,323.256,0,3.0106,30.106,323.256,3.0106,293.15,-3.0106,0.1,8.94403e-006,0.894403,10,0.894403,9.99999,-0.894403,1e-005,1e-005,0,293.15,7.99957e-006,293.15,0,0.894403,1,1,25,6,25,2,50,50,50.106,1,2,0,1,0,323.137,49.9872,0,0,1,0,10,500,0.02,0
9.14,1,0,293.15,2,0,0,10,10,-0.894403,10,-0.894403,0,0.894403,1,323.256,5.93343,5.93343,323.256,5.93343,10,293.15,0.00392157,9.99999,0.894403,9.99999,0.894403,0,-0.894403,1,293.15,323.256,-8.94403,8.94403,323.256,11.1806,293.15,293.15,3.0106,50.106,323.256,0,3.0106,30.106,323.256,3.0106,293.15,-3.0106,0.1,8.94403e-006,0.894403,10,0.894403,9.99999,-0.894403,1e-005,1e-005,0,293.15,7.99957e-006,293.15,0,0.894403,1,1,25,6,25,2,50,50,50.106,1,2,0,1,0,323.137,49.9872,0,0,1,0,10,500,0.02,0
9.14,1,0,293.15,2,0,0,10,10,-0.894032,10,-0.894032,0,0.894032,1,323.374,5.91786,5.91786,323.374,5.91786,10,293.15,0.00392157,9.99999,0.894032,9.99999,0.894032,0,-0.894032,1,293.15,323.374,-8.94031,8.94031,323.374,11.1853,293.15,293.15,3.02245,50.2245,323.374,0,3.02245,30.2245,323.374,3.02245,293.15,-3.02245,0.1,8.94032e-006,0.894032,10,0.894032,9.99999,-0.894032,1e-005,1e-005,0,293.15,7.99293e-006,293.15,0,0.894032,1,1,25,6,25,2,50,50,50.2245,1,2,0,1,0,323.256,50.106,0,0,1,0,10,500,0.02,0
9.16,1,0,293.15,2,0,0,10,10,-0.894032,10,-0.894032,0,0.894032,1,323.374,5.91786,5.91786,323.374,5.91786,10,293.15,0.00392157,9.99999,0.894032,9.99999,0.894032,0,-0.894032,1,293.15,323.374,-8.94031,8.94031,323.374,11.1853,293.15,293.15,3.02245,50.2245,323.374,0,3.02245,30.2245,323.374,3.02245,293.15,-3.02245,0.1,8.94032e-006,0.894032,10,0.894032,9.99999,-0.894032,1e-005,1e-005,0,293.15,7.99293e-006,293.15,0,0.894032,1,1,25,6,25,2,50,50,50.2245,1,2,0,1,0,323.256,50.106,0,0,1,0,10,500,0.02,0
9.16,1,0,293.15,2,0,0,10,10,-0.893662,10,-0.893662,0,0.893662,1,323.493,5.90234,5.90234,323.493,5.90234,10,293.15,0.00392157,9.99999,0.893662,9.99999,0.893662,0,-0.893662,1,293.15,323.493,-8.93661,8.93661,323.493,11.1899,293.15,293.15,3.03427,50.3427,323.493,0,3.03427,30.3427,323.493,3.03427,293.15,-3.03427,0.1,8.93662e-006,0.893662,10,0.893662,9.99999,-0.893662,1e-005,1e-005,0,293.15,7.98631e-006,293.15,0,0.893662,1,1,25,6,25,2,50,50,50.3427,1,2,0,1,0,323.374,50.2245,0,0,1,0,10,500,0.02,0
9.18,1,0,293.15,2,0,0,10,10,-0.893662,10,-0.893662,0,0.893662,1,323.493,5.90234,5.90234,323.493,5.90234,10,293.15,0.00392157,9.99999,0.893662,9.99999,0.893662,0,-0.893662,1,293.15,323.493,-8.93661,8.93661,323.493,11.1899,293.15,293.15,3.03427,50.3427,323.493,0,3.03427,30.3427,323.493,3.03427,293.15,-3.03427,0.1,8.93662e-006,0.893662,10,0.893662,9.99999,-0.893662,1e-005,1e-005,0,293.15,7.98631e-006,293.15,0,0.893662,1,1,25,6,25,2,50,50,50.3427,1,2,0,1,0,323.374,50.2245,0,0,1,0,10,500,0.02,0
9.18,1,0,293.15,2,0,0,10,10,-0.893293,10,-0.893293,0,0.893293,1,323.611,5.88687,5.88687,323.611,5.88687,10,293.15,0.00392157,9.99999,0.893293,9.99999,0.893293,0,-0.893293,1,293.15,323.611,-8.93292,8.93292,323.611,11.1945,293.15,293.15,3.04605,50.4605,323.611,0,3.04605,30.4605,323.611,3.04605,293.15,-3.04605,0.1,8.93293e-006,0.893293,10,0.893293,9.99999,-0.893293,1e-005,1e-005,0,293.15,7.97972e-006,293.15,0,0.893293,1,1,25,6,25,2,50,50,50.4605,1,2,0,1,0,323.493,50.3427,0,0,1,0,10,500,0.02,0
9.2,1,0,293.15,2,0,0,10,10,-0.893293,10,-0.893293,0,0.893293,1,323.611,5.88687,5.88687,323.611,5.88687,10,293.15,0.00392157,9.99999,0.893293,9.99999,0.893293,0,-0.893293,1,293.15,323.611,-8.93292,8.93292,323.611,11.1945,293.15,293.15,3.04605,50.4605,323.611,0,3.04605,30.4605,323.611,3.04605,293.15,-3.04605,0.1,8.93293e-006,0.893293,10,0.893293,9.99999,-0.893293,1e-005,1e-005,0,293.15,7.97972e-006,293.15,0,0.893293,1,1,25,6,25,2,50,50,50.4605,1,2,0,1,0,323.493,50.3427,0,0,1,0,10,500,0.02,0
9.2,1,0,293.15,2,0,0,10,10,-0.892925,10,-0.892925,0,0.892925,1,323.728,5.87144,5.87144,323.728,5.87144,10,293.15,0.00392157,9.99999,0.892925,9.99999,0.892925,0,-0.892925,1,293.15,323.728,-8.92924,8.92924,323.728,11.1991,293.15,293.15,3.05781,50.5781,323.728,0,3.05781,30.5781,323.728,3.05781,293.15,-3.05781,0.1,8.92925e-006,0.892925,10,0.892925,9.99999,-0.892925,1e-005,1e-005,0,293.15,7.97315e-006,293.15,0,0.892925,1,1,25,6,25,2,50,50,50.5781,1,2,0,1,0,323.611,50.4605,0,0,1,0,10,500,0.02,0
9.22,1,0,293.15,2,0,0,10,10,-0.892925,10,-0.892925,0,0.892925,1,323.728,5.87144,5.87144,323.728,5.87144,10,293.15,0.00392157,9.99999,0.892925,9.99999,0.892925,0,-0.892925,1,293.15,323.728,-8.92924,8.92924,323.728,11.1991,293.15,293.15,3.05781,50.5781,323.728,0,3.05781,30.5781,323.728,3.05781,293.15,-3.05781,0.1,8.92925e-006,0.892925,10,0.892925,9.99999,-0.892925,1e-005,1e-005,0,293.15,7.97315e-006,293.15,0,0.892925,1,1,25,6,25,2,50,50,50.5781,1,2,0,1,0,323.611,50.4605,0,0,1,0,10,500,0.02,0
9.22,1,0,293.15,2,0,0,10,10,-0.892558,10,-0.892558,0,0.892558,1,323.845,5.85604,5.85604,323.845,5.85604,10,293.15,0.00392157,9.99999,0.892558,9.99999,0.892558,0,-0.892558,1,293.15,323.845,-8.92558,8.92558,323.845,11.2037,293.15,293.15,3.06953,50.6953,323.845,0,3.06953,30.6953,323.845,3.06953,293.15,-3.06953,0.1,8.92558e-006,0.892558,10,0.892558,9.99999,-0.892558,1e-005,1e-005,0,293.15,7.96661e-006,293.15,0,0.892558,1,1,25,6,25,2,50,50,50.6953,1,2,0,1,0,323.728,50.5781,0,0,1,0,10,500,0.02,0
9.24,1,0,293.15,2,0,0,10,10,-0.892558,10,-0.892558,0,0.892558,1,323.845,5.85604,5.85604,323.845,5.85604,10,293.15,0.00392157,9.99999,0.892558,9.99999,0.892558,0,-0.892558,1,293.15,323.845,-8.92558,8.92558,323.845,11.2037,293.15,293.15,3.06953,50.6953,323.845,0,3.06953,30.6953,323.845,3.06953,293.15,-3.06953,0.1,8.92558e-006,0.892558,10,0.892558,9.99999,-0.892558,1e-005,1e-005,0,293.15,7.96661e-006,293.15,0,0.892558,1,1,25,6,25,2,50,50,50.6953,1,2,0,1,0,323.728,50.5781,0,0,1,0,10,500,0.02,0
9.24,1,0,293.15,2,0,0,10,10,-0.892193,10,-0.892193,0,0.892193,1,323.962,5.8407,5.8407,323.962,5.8407,10,293.15,0.00392157,9.99999,0.892193,9.99999,0.892193,0,-0.892193,1,293.15,323.962,-8.92192,8.92192,323.962,11.2083,293.15,293.15,3.08123,50.8123,323.962,0,3.08123,30.8123,323.962,3.08123,293.15,-3.08123,0.1,8.92193e-006,0.892193,10,0.892193,9.99999,-0.892193,1e-005,1e-005,0,293.15,7.96009e-006,293.15,0,0.892193,1,1,25,6,25,2,50,50,50.8123,1,2,0,1,0,323.845,50.6953,0,0,1,0,10,500,0.02,0
9.26,1,0,293.15,2,0,0,10,10,-0.892193,10,-0.892193,0,0.892193,1,323.962,5.8407,5.8407,323.962,5.8407,10,293.15,0.00392157,9.99999,0.892193,9.99999,0.892193,0,-0.892193,1,293.15,323.962,-8.92192,8.92192,323.962,11.2083,293.15,293.15,3.08123,50.8123,323.962,0,3.08123,30.8123,323.962,3.08123,293.15,-3.08123,0.1,8.92193e-006,0.892193,10,0.892193,9.99999,-0.892193,1e-005,1e-005,0,293.15,7.96009e-006,293.15,0,0.892193,1,1,25,6,25,2,50,50,50.8123,1,2,0,1,0,323.845,50.6953,0,0,1,0,10,500,0.02,0
9.26,1,0,293.15,2,0,0,10,10,-0.891829,10,-0.891829,0,0.891829,1,324.079,5.82539,5.82539,324.079,5.82539,10,293.15,0.00392157,9.99999,0.891829,9.99999,0.891829,0,-0.891829,1,293.15,324.079,-8.91828,8.91828,324.079,11.2129,293.15,293.15,3.09289,50.9289,324.079,0,3.09289,30.9289,324.079,3.09289,293.15,-3.09289,0.1,8.91829e-006,0.891829,10,0.891829,9.99999,-0.891829,1e-005,1e-005,0,293.15,7.95359e-006,293.15,0,0.891829,1,1,25,6,25,2,50,50,50.9289,1,2,0,1,0,323.962,50.8123,0,0,1,0,10,500,0.02,0
9.28,1,0,293.15,2,0,0,10,10,-0.891829,10,-0.891829,0,0.891829,1,324.079,5.82539,5.82539,324.079,5.82539,10,293.15,0.00392157,9.99999,0.891829,9.99999,0.891829,0,-0.891829,1,293.15,324.079,-8.91828,8.91828,324.079,11.2129,293.15,293.15,3.09289,50.9289,324.079,0,3.09289,30.9289,324.079,3.09289,293.15,-3.09289,0.1,8.91829e-006,0.891829,10,0.891829,9.99999,-0.891829,1e-005,1e-005,0,293.15,7.95359e-006,293.15,0,0.891829,1,1,25,6,25,2,50,50,50.9289,1,2,0,1,0,323.962,50.8123,0,0,1,0,10,500,0.02,0
9.28,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,324.126,-3.09759,-3.09759,324.126,-3.09759,10,293.15,0.00392157,0.00112135,9.99888e-005,0.00112135,9.99888e-005,0,-9.99888e-005,1,293.15,324.126,-1.12122e-007,1.12122e-007,324.126,11.2147,293.15,293.15,3.09759,50.9759,324.126,0,3.09759,30.9759,324.126,3.09759,293.15,-3.09759,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00112135,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.9759,0,2,0,0,1,324.079,50.9289,0,0,1,0,10,500,0.02,0
9.3,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,324.126,-3.09759,-3.09759,324.126,-3.09759,10,293.15,0.00392157,0.00112135,9.99888e-005,0.00112135,9.99888e-005,0,-9.99888e-005,1,293.15,324.126,-1.12122e-007,1.12122e-007,324.126,11.2147,293.15,293.15,3.09759,50.9759,324.126,0,3.09759,30.9759,324.126,3.09759,293.15,-3.09759,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00112135,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.9759,0,2,0,0,1,324.079,50.9289,0,0,1,0,10,500,0.02,0
9.3,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,324.064,-3.09142,-3.09142,324.064,-3.09142,10,293.15,0.00392157,0.00112111,9.99888e-005,0.00112111,9.99888e-005,0,-9.99888e-005,1,293.15,324.064,-1.12098e-007,1.12098e-007,324.064,11.2123,293.15,293.15,3.09142,50.9142,324.064,0,3.09142,30.9142,324.064,3.09142,293.15,-3.09142,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00112111,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.9142,0,2,0,0,1,324.126,50.9759,1,0,1,0,10,500,0.02,0
9.32,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,324.064,-3.09142,-3.09142,324.064,-3.09142,10,293.15,0.00392157,0.00112111,9.99888e-005,0.00112111,9.99888e-005,0,-9.99888e-005,1,293.15,324.064,-1.12098e-007,1.12098e-007,324.064,11.2123,293.15,293.15,3.09142,50.9142,324.064,0,3.09142,30.9142,324.064,3.09142,293.15,-3.09142,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00112111,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.9142,0,2,0,0,1,324.126,50.9759,1,0,1,0,10,500,0.02,0
9.32,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,324.003,-3.08527,-3.08527,324.003,-3.08527,10,293.15,0.00392157,0.00112087,9.99888e-005,0.00112087,9.99888e-005,0,-9.99888e-005,1,293.15,324.003,-1.12074e-007,1.12074e-007,324.003,11.2099,293.15,293.15,3.08527,50.8527,324.003,0,3.08527,30.8527,324.003,3.08527,293.15,-3.08527,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00112087,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.8527,0,2,0,0,1,324.064,50.9142,1,0,1,0,10,500,0.02,0
9.34,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,324.003,-3.08527,-3.08527,324.003,-3.08527,10,293.15,0.00392157,0.00112087,9.99888e-005,0.00112087,9.99888e-005,0,-9.99888e-005,1,293.15,324.003,-1.12074e-007,1.12074e-007,324.003,11.2099,293.15,293.15,3.08527,50.8527,324.003,0,3.08527,30.8527,324.003,3.08527,293.15,-3.08527,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00112087,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.8527,0,2,0,0,1,324.064,50.9142,1,0,1,0,10,500,0.02,0
9.34,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.941,-3.07913,-3.07913,323.941,-3.07913,10,293.15,0.00392157,0.00112062,9.99888e-005,0.00112062,9.99888e-005,0,-9.99888e-005,1,293.15,323.941,-1.1205e-007,1.1205e-007,323.941,11.2075,293.15,293.15,3.07913,50.7913,323.941,0,3.07913,30.7913,323.941,3.07913,293.15,-3.07913,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00112062,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.7913,0,2,0,0,1,324.003,50.8527,1,0,1,0,10,500,0.02,0
9.36,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.941,-3.07913,-3.07913,323.941,-3.07913,10,293.15,0.00392157,0.00112062,9.99888e-005,0.00112062,9.99888e-005,0,-9.99888e-005,1,293.15,323.941,-1.1205e-007,1.1205e-007,323.941,11.2075,293.15,293.15,3.07913,50.7913,323.941,0,3.07913,30.7913,323.941,3.07913,293.15,-3.07913,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00112062,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.7913,0,2,0,0,1,324.003,50.8527,1,0,1,0,10,500,0.02,0
9.36,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.88,-3.073,-3.073,323.88,-3.073,10,293.15,0.00392157,0.00112038,9.99888e-005,0.00112038,9.99888e-005,0,-9.99888e-005,1,293.15,323.88,-1.12026e-007,1.12026e-007,323.88,11.2051,293.15,293.15,3.073,50.73,323.88,0,3.073,30.73,323.88,3.073,293.15,-3.073,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00112038,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.73,0,2,0,0,1,323.941,50.7913,1,0,1,0,10,500,0.02,0
9.38,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.88,-3.073,-3.073,323.88,-3.073,10,293.15,0.00392157,0.00112038,9.99888e-005,0.00112038,9.99888e-005,0,-9.99888e-005,1,293.15,323.88,-1.12026e-007,1.12026e-007,323.88,11.2051,293.15,293.15,3.073,50.73,323.88,0,3.073,30.73,323.88,3.073,293.15,-3.073,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00112038,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.73,0,2,0,0,1,323.941,50.7913,1,0,1,0,10,500,0.02,0
9.38,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.819,-3.06687,-3.06687,323.819,-3.06687,10,293.15,0.00392157,0.00112014,9.99888e-005,0.00112014,9.99888e-005,0,-9.99888e-005,1,293.15,323.819,-1.12002e-007,1.12002e-007,323.819,11.2027,293.15,293.15,3.06687,50.6687,323.819,0,3.06687,30.6687,323.819,3.06687,293.15,-3.06687,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00112014,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.6687,0,2,0,0,1,323.88,50.73,1,0,1,0,10,500,0.02,0
9.4,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.819,-3.06687,-3.06687,323.819,-3.06687,10,293.15,0.00392157,0.00112014,9.99888e-005,0.00112014,9.99888e-005,0,-9.99888e-005,1,293.15,323.819,-1.12002e-007,1.12002e-007,323.819,11.2027,293.15,293.15,3.06687,50.6687,323.819,0,3.06687,30.6687,323.819,3.06687,293.15,-3.06687,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00112014,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.6687,0,2,0,0,1,323.88,50.73,1,0,1,0,10,500,0.02,0
9.4,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.758,-3.06076,-3.06076,323.758,-3.06076,10,293.15,0.00392157,0.0011199,9.99888e-005,0.0011199,9.99888e-005,0,-9.99888e-005,1,293.15,323.758,-1.11978e-007,1.11978e-007,323.758,11.2003,293.15,293.15,3.06076,50.6076,323.758,0,3.06076,30.6076,323.758,3.06076,293.15,-3.06076,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.0011199,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.6076,0,2,0,0,1,323.819,50.6687,1,0,1,0,10,500,0.02,0
9.42,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.758,-3.06076,-3.06076,323.758,-3.06076,10,293.15,0.00392157,0.0011199,9.99888e-005,0.0011199,9.99888e-005,0,-9.99888e-005,1,293.15,323.758,-1.11978e-007,1.11978e-007,323.758,11.2003,293.15,293.15,3.06076,50.6076,323.758,0,3.06076,30.6076,323.758,3.06076,293.15,-3.06076,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.0011199,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.6076,0,2,0,0,1,323.819,50.6687,1,0,1,0,10,500,0.02,0
9.42,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.696,-3.05465,-3.05465,323.696,-3.05465,10,293.15,0.00392157,0.00111966,9.99888e-005,0.00111966,9.99888e-005,0,-9.99888e-005,1,293.15,323.696,-1.11954e-007,1.11954e-007,323.696,11.1979,293.15,293.15,3.05465,50.5465,323.696,0,3.05465,30.5465,323.696,3.05465,293.15,-3.05465,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00111966,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.5465,0,2,0,0,1,323.758,50.6076,1,0,1,0,10,500,0.02,0
9.44,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.696,-3.05465,-3.05465,323.696,-3.05465,10,293.15,0.00392157,0.00111966,9.99888e-005,0.00111966,9.99888e-005,0,-9.99888e-005,1,293.15,323.696,-1.11954e-007,1.11954e-007,323.696,11.1979,293.15,293.15,3.05465,50.5465,323.696,0,3.05465,30.5465,323.696,3.05465,293.15,-3.05465,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00111966,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.5465,0,2,0,0,1,323.758,50.6076,1,0,1,0,10,500,0.02,0
9.44,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.635,-3.04855,-3.04855,323.635,-3.04855,10,293.15,0.00392157,0.00111943,9.99888e-005,0.00111943,9.99888e-005,0,-9.99888e-005,1,293.15,323.635,-1.1193e-007,1.1193e-007,323.635,11.1955,293.15,293.15,3.04855,50.4855,323.635,0,3.04855,30.4855,323.635,3.04855,293.15,-3.04855,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00111943,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.4855,0,2,0,0,1,323.696,50.5465,1,0,1,0,10,500,0.02,0
9.46,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.635,-3.04855,-3.04855,323.635,-3.04855,10,293.15,0.00392157,0.00111943,9.99888e-005,0.00111943,9.99888e-005,0,-9.99888e-005,1,293.15,323.635,-1.1193e-007,1.1193e-007,323.635,11.1955,293.15,293.15,3.04855,50.4855,323.635,0,3.04855,30.4855,323.635,3.04855,293.15,-3.04855,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00111943,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.4855,0,2,0,0,1,323.696,50.5465,1,0,1,0,10,500,0.02,0
9.46,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.575,-3.04246,-3.04246,323.575,-3.04246,10,293.15,0.00392157,0.00111919,9.99888e-005,0.00111919,9.99888e-005,0,-9.99888e-005,1,293.15,323.575,-1.11906e-007,1.11906e-007,323.575,11.1931,293.15,293.15,3.04246,50.4246,323.575,0,3.04246,30.4246,323.575,3.04246,293.15,-3.04246,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00111919,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.4246,0,2,0,0,1,323.635,50.4855,1,0,1,0,10,500,0.02,0
9.48,1,0,293.15,2,0,0,10,10,-9.99888e-005,10,-9.99888e-005,0,9.99888e-005,1,323.575,-3.04246,-3.04246,323.575,-3.04246,10,293.15,0.00392157,0.00111919,9.99888e-005,0.00111919,9.99888e-005,0,-9.99888e-005,1,293.15,323.575,-1.11906e-007,1.11906e-007,323.575,11.1931,293.15,293.15,3.04246,50.4246,323.575,0,3.04246,30.4246,323.575,3.04246,293.15,-3.04246,0.1,9.99888,9.99888e-005,10,9.99888e-005,0.00111919,-9.99888e-005,1e-005,1e-005,0,293.15,0.000999776,293.15,1,9.99888,1,1,25,6,25,2,50,50,50.4246,0,2,0,0,1,323.635,50.4855,1,0,1,0,10,500,0.02,0
